pedido_id;data_pedido;cliente_id;produto_id;unidade_id;quantidade;desconto_pct;status;receita_bruta;receita_liquida;custo_total;data_prometida;data_entrega
PV009767;15/04/2024;C0105;P005;U02;33,28;0,1092;Entregue;1054,98;939,78;527,09;2024-04-26;2024-05-02
PV009768;02/01/2025;C0241;P007;U01;30,71;0,0999;Entregue;300,96;270,89;137,02;2025-01-06;2025-01-08
PV009769;28/08/2024;C0396;P005;U01;39,86;0,1037;Entregue;1263,56;1132,53;631,8;2024-08-31;2024-08-31
PV009770;26/07/2025;C0152;P007;U02;111,05;0,1657;Faturado;1088,29;907,96;463,27;2025-08-04;2025-08-07
PV009771;17/11/2025;C0420;P006;U01;294,13;0,0924;Cancelado;16177,15;14682,38;7876,51;2025-11-21;2025-11-21
PV009772;21/12/2024;C0083;P004;U01;8,9;0,0608;Entregue;119,26;112,01;49,64;2025-01-02;2025-01-02
PV009773;28/02/2026;C0391;P001;U01;37,95;0,1227;Entregue;702,08;615,93;279,98;2026-03-06;2026-03-09
PV009774;25/10/2024;C0113;P004;U02;7,81;0,1372;Entregue;104,65;90,29;51,04;2024-11-06;2024-11-05
PV009775;21/01/2025;C0290;P007;U01;23,86;0,0526;Entregue;233,83;221,53;101,73;2025-01-29;2025-02-04
PV009776;26/08/2025;C0419;P002;U01;64,35;0,1383;Entregue;1473,61;1269,81;633,2;2025-08-29;2025-08-29
PV009777;03/04/2024;C0463;P005;U02;18,21;0,1008;Entregue;577,26;519,07;276,63;2024-04-14;2024-04-17
PV009778;27/07/2024;C0010;P006;U01;21,7;0,1735;Entregue;1193,5;986,43;553,02;2024-08-10;2024-08-08
PV009779;13/10/2025;C0146;P002;U03;37,9;0,1423;Entregue;867,91;744,41;339,65;2025-10-23;2025-10-24
PV009780;31/01/2024;C0214;P003;U03;118,5;0,1433;Entregue;4977,0;4263,8;2455,31;2024-02-07;2024-02-13
PV009781;11/04/2025;C0208;P002;U01;400,98;0,1142;Faturado;9182,44;8133,81;4078,59;2025-04-22;2025-04-22
PV009782;15/02/2024;C0157;P005;U01;14,86;0,0144;Faturado;471,06;464,28;223,57;2024-02-26;2024-02-28
PV009783;07/02/2024;C0494;P002;U01;50,3;0,0278;Entregue;1151,87;1119,85;519,75;2024-02-18;2024-02-20
PV009784;12/02/2025;C0346;P005;U01;85,97;0,0668;Entregue;2725,25;2543,2;1267,41;2025-02-17;2025-02-20
PV009785;20/02/2024;C0288;P001;U01;21,46;0,0553;Entregue;397,01;375,06;167,1;2024-03-03;2024-03-03
PV009786;10/04/2025;C0096;P004;U02;45,01;0,0846;Entregue;603,13;552,11;251,12;2025-04-22;2025-04-21
PV009787;09/12/2024;C0449;P004;U03;31,15;0,1619;Faturado;417,41;349,83;178,74;2024-12-22;2024-12-20
PV009788;21/12/2024;C0223;P003;U01;13,86;0,1066;Entregue;582,12;520,07;261,72;2025-01-04;2025-01-03
PV009789;21/03/2026;C0157;P005;U01;20,72;0,0854;Entregue;656,82;600,73;326,0;2026-04-02;2026-04-03
PV009790;08/09/2025;C0436;P003;U03;23,66;0,1691;Entregue;993,72;825,68;493,2;2025-09-16;2025-09-15
PV009791;22/04/2026;C0452;P007;U01;71,73;0,0838;Entregue;702,95;644,04;315,37;2026-05-04;2026-05-10
PV009792;09/05/2024;C0100;P002;U01;37,97;0,0691;Entregue;869,51;809,43;366,84;2024-05-20;2024-05-19
PV009793;24/07/2025;C0331;P008;U03;23,6;0,0841;Entregue;415,36;380,43;207,39;2025-07-30;2025-08-01
PV009794;27/04/2024;C0039;P001;U01;30,74;0,0755;Faturado;568,69;525,75;231,07;2024-05-11;2024-05-11
PV009795;20/06/2026;C0436;P007;U01;19,93;0,0785;Entregue;195,31;179,98;87,36;2026-06-25;2026-06-25
PV009796;06/10/2024;C0417;P007;U02;43,99;0,1286;Entregue;431,1;375,66;176,49;2024-10-13;2024-10-14
PV009797;14/04/2026;C0336;P005;U01;59,45;0,0518;Entregue;1884,56;1786,94;855,72;2026-04-25;2026-04-25
PV009798;25/09/2025;C0075;P001;U01;35,4;0,1448;Entregue;654,9;560,07;293,93;2025-10-05;2025-10-05
PV009799;27/02/2026;C0360;P004;U01;16,77;0,0541;Faturado;224,72;212,56;106,85;2026-03-06;2026-03-04
PV009800;22/05/2026;C0347;P001;U02;15,65;0,1205;Entregue;289,53;254,64;119,3;2026-05-27;2026-05-25
PV009801;22/04/2025;C0045;P004;U02;53,08;0,1195;Entregue;711,27;626,27;350,33;2025-04-30;2025-04-30
PV009802;25/04/2025;C0022;P005;U02;27,16;0,1155;Entregue;860,97;761,53;413,84;2025-04-28;2025-05-01
PV009803;18/05/2025;C0143;P003;U01;101,05;0,1706;Entregue;4244,1;3520,06;1925,61;2025-05-21;2025-05-20
PV009804;09/02/2026;C0421;P007;U01;150,8;0,1433;Entregue;1477,84;1266,07;603,17;2026-02-12;2026-02-10
PV009805;17/02/2024;C0438;P002;U01;18,61;0,1409;Entregue;426,17;366,12;180,94;2024-03-02;2024-03-05
PV009806;16/01/2026;C0310;P006;U01;92,76;0,1494;Entregue;5101,8;4339,59;2333,36;2026-01-23;2026-01-25
PV009807;16/08/2024;C0031;P002;U01;15,85;0,1241;Cancelado;362,96;317,92;142,78;2024-08-22;2024-08-24
PV009808;09/10/2025;C0341;P001;U01;51,05;0,0393;Entregue;944,42;907,3;382,11;2025-10-15;2025-10-13
PV009809;24/03/2026;C0444;P004;U01;68,11;0,1336;Entregue;912,67;790,74;449,07;2026-03-27;2026-03-29
PV009810;31/05/2025;C0001;P005;U01;49,14;0,153;Entregue;1557,74;1319,41;651,17;2025-06-13;2025-06-13
PV009811;31/08/2025;C0047;P001;U01;28,55;0,0587;Entregue;528,18;497,18;199,05;2025-09-13;2025-09-16
PV009812;23/07/2025;C0338;P003;U03;71,3;0,107;Cancelado;2994,6;2674,18;1370,49;2025-07-28;2025-07-28
PV009813;10/02/2026;C0219;P004;U01;225,72;0,013;Entregue;3024,65;2985,33;1280,77;2026-02-19;2026-02-17
PV009814;19/04/2026;C0178;P008;U01;46,67;0,1747;Cancelado;821,39;677,89;391,46;2026-04-29;2026-04-30
PV009815;27/03/2026;C0500;P001;U03;6,77;0,1707;Entregue;125,24;103,86;52,52;2026-04-05;2026-04-05
PV009816;09/05/2024;C0171;P004;U02;49,31;0,1064;Faturado;660,75;590,45;320,2;2024-05-18;2024-05-18
PV009817;31/10/2025;C0105;P003;U01;183,36;0,0811;Entregue;7701,12;7076,56;3597,54;2025-11-06;2025-11-06
PV009818;03/09/2024;C0106;P007;U01;41,45;0,074;Entregue;406,21;376,15;170,26;2024-09-12;2024-09-15
PV009819;07/06/2026;C0336;P003;U02;16,61;0,067;Entregue;697,62;650,88;313,55;2026-06-10;2026-06-10
PV009820;20/04/2026;C0428;P002;U02;106,73;0,0897;Entregue;2444,12;2224,88;990,88;2026-04-30;2026-05-01
PV009821;31/05/2024;C0092;P006;U02;24,3;0,0602;Entregue;1336,5;1256,04;588,86;2024-06-14;2024-06-15
PV009822;25/02/2025;C0405;P004;U03;21,7;0,117;Entregue;290,78;256,76;130,89;2025-03-01;2025-02-28
PV009823;12/12/2024;C0481;P006;U01;21,32;0,0936;Entregue;1172,6;1062,84;572,67;2024-12-18;2024-12-24
PV009824;18/04/2026;C0443;P004;U01;69,98;0,1518;Entregue;937,73;795,38;397,57;2026-05-02;2026-04-30
PV009825;03/08/2024;C0136;P006;U02;114,16;0,1348;Faturado;6278,8;5432,42;3284,71;2024-08-13;2024-08-16
PV009826;11/06/2026;C0270;P008;U02;73,03;0,0873;Entregue;1285,33;1173,12;542,52;2026-06-19;2026-06-19
PV009827;01/07/2026;C0037;P002;U01;38,94;0,0466;Entregue;891,73;850,18;396,93;2026-07-06;2026-07-09
PV009828;03/05/2024;C0266;P008;U03;22,78;0,0822;Entregue;400,93;367,97;169,11;2024-05-14;2024-05-14
PV009829;28/08/2024;C0301;P003;U01;135,83;0,0014;Faturado;5704,86;5696,87;2517,69;2024-09-10;2024-09-09
PV009830;03/01/2026;C0464;P008;U01;224,8;0,0904;Faturado;3956,48;3598,81;1732,31;2026-01-14;2026-01-12
PV009831;17/07/2024;C0092;P004;U02;25,47;0,0951;Entregue;341,3;308,84;136,54;2024-07-29;2024-07-29
PV009832;30/07/2024;C0367;P004;U03;98,36;0,1063;Entregue;1318,02;1177,91;645,88;2024-08-07;2024-08-13
PV009833;16/12/2024;C0420;P003;U01;32,9;0,0624;Faturado;1381,8;1295,58;737,29;2024-12-23;2024-12-23
PV009834;23/03/2024;C0038;P006;U02;13,22;0,0248;Entregue;727,1;709,07;326,31;2024-03-30;2024-03-31
PV009835;22/07/2024;C0083;P004;U01;96,94;0,0833;Entregue;1299,0;1190,79;619,44;2024-07-25;2024-07-28
PV009836;22/03/2025;C0485;P002;U02;35,38;0,0391;Entregue;810,2;778,52;327,37;2025-03-30;2025-04-02
PV009837;11/09/2025;C0193;P003;U01;72,09;0,0841;Entregue;3027,78;2773,14;1586,68;2025-09-15;2025-09-13
PV009838;12/08/2025;C0137;P003;U01;38,34;0,0048;Entregue;1610,28;1602,55;808,51;2025-08-17;2025-08-17
PV009839;16/11/2025;C0203;P001;U02;108,85;0,0127;Entregue;2013,72;1988,15;782,52;2025-11-25;2025-11-25
PV009840;19/07/2026;C0021;P008;U01;109,45;0,1305;Entregue;1926,32;1674,94;837,53;2026-08-02;2026-08-02
PV009841;24/03/2025;C0160;P002;U03;26,86;0,1097;Entregue;615,09;547,61;248,63;2025-03-28;2025-03-31
PV009842;08/06/2025;C0373;P004;U03;17,34;0,0904;Entregue;232,36;211,35;104,04;2025-06-20;2025-06-22
PV009843;09/12/2025;C0461;P002;U03;47,85;0,0852;Entregue;1095,76;1002,4;442,14;2025-12-17;2025-12-15
PV009844;02/12/2025;C0338;P007;U01;32,77;0,1403;Faturado;321,15;276,09;149,6;2025-12-08;2025-12-07
PV009845;28/06/2025;C0320;P005;U01;66,4;0,062;Entregue;2104,88;1974,38;1066,28;2025-07-11;2025-07-12
PV009846;12/07/2024;C0411;P007;U03;29,25;0,1737;Entregue;286,65;236,86;122,39;2024-07-18;2024-07-21
PV009847;17/03/2024;C0322;P002;U01;11,59;0,0637;Entregue;265,41;248,5;108,34;2024-03-28;2024-03-27
PV009848;08/02/2026;C0070;P002;U02;55,07;0,1603;Entregue;1261,1;1058,95;569,43;2026-02-18;2026-02-18
PV009849;23/03/2024;C0353;P006;U01;30,75;0,1385;Entregue;1691,25;1457,01;776,04;2024-03-28;2024-03-26
PV009850;10/07/2024;;P008;U01;37,7;0,1336;Entregue;663,52;574,87;331,56;2024-07-18;2024-07-17
PV009851;02/10/2025;C0467;P004;U01;27,21;0,036;Entregue;364,61;351,48;172,84;2025-10-13;2025-10-15
PV009852;06/04/2025;C0026;P002;U01;113,16;0,1122;Faturado;2591,36;2300,61;1154,98;2025-04-16;2025-04-17
PV009853;23/01/2025;C0460;P008;U03;27,26;0,1562;Faturado;479,78;404,84;225,96;2025-01-31;2025-01-30
PV009854;29/08/2024;C0216;P003;U01;14,18;0,0796;Faturado;595,56;548,15;291,52;2024-09-08;2024-09-07
PV009855;16/12/2024;C0127;P007;U02;15,12;0,0697;Entregue;148,18;137,85;66,02;2024-12-26;2024-12-29
PV009856;25/04/2025;C0029;P008;U03;11,3;0,0006;Cancelado;198,88;198,76;94,74;2025-04-28;2025-04-28
PV009857;10/05/2026;C0457;P008;U01;56,19;0,0674;Entregue;988,94;922,29;445,91;2026-05-23;2026-05-23
PV009858;17/08/2025;C0080;P006;U02;67,66;0,0996;Entregue;3721,3;3350,66;1652,22;2025-08-24;2025-08-25
PV009859;11/06/2025;C0212;P008;U01;20,29;0,099;Entregue;357,1;321,75;147,51;2025-06-21;2025-06-20
PV009860;29/04/2024;C0490;P001;U03;78,18;0,1754;Entregue;1446,33;1192,64;638,24;2024-05-07;2024-05-09
PV009861;18/08/2025;C0444;P008;U01;148,47;0,1452;Entregue;2613,07;2233,65;1301,6;2025-08-30;2025-08-30
PV009862;03/02/2026;C0199;P004;U01;12,86;0,0913;Entregue;172,32;156,59;72,89;2026-02-13;2026-02-16
PV009863;29/03/2025;C0373;P007;U03;77,3;0,01;Entregue;757,54;749,96;326,48;2025-04-09;2025-04-15
PV009864;10/05/2025;C0304;P006;U03;22,55;0,1753;Entregue;1240,25;1022,83;579,16;2025-05-16;2025-05-19
PV009865;17/08/2025;C0284;P008;U02;35,73;0,1666;Entregue;628,85;524,08;287,67;2025-08-26;2025-08-29
PV009866;12/04/2024;C0399;P002;U01;14,28;0,1336;Entregue;327,01;283,32;127,78;2024-04-20;2024-04-18
PV009867;04/08/2025;C0346;P003;U02;25,47;0,01;Entregue;1069,74;1059,04;480,41;2025-08-09;2025-08-10
PV009868;29/06/2026;C0380;P003;U01;14,34;0,125;Entregue;602,28;527,0;323,04;2026-07-03;2026-07-05
PV009869;20/02/2026;C0176;P005;U03;13,66;0,0315;Entregue;433,02;419,38;208,48;2026-02-28;2026-03-03
PV009870;25/09/2024;C0021;P004;U03;16,51;0,1358;Entregue;221,23;191,19;108,15;2024-10-05;2024-10-07
PV009871;26/11/2024;C0199;P001;U02;55,35;0,059;Cancelado;1023,98;963,57;421,14;2024-12-03;2024-12-04
PV009872;26/03/2025;C0220;P002;U02;34,98;0,0234;Entregue;801,04;782,3;349,73;2025-03-30;2025-03-30
PV009873;09/01/2026;C0273;P002;U03;52,07;0,0121;Entregue;1192,4;1177,97;490,91;2026-01-19;2026-01-19
PV009874;23/03/2026;C0301;P003;U01;47,36;0,0253;Entregue;1989,12;1938,8;933,47;2026-03-31;2026-03-31
PV009875;14/06/2026;C0374;P004;U03;15,2;0,1604;Entregue;203,68;171,01;90,3;2026-06-17;2026-06-18
PV009876;18/07/2024;C0334;P007;U01;60,15;0,0956;Entregue;589,47;533,12;280,61;2024-08-01;2024-08-01
PV009877;28/07/2026;C0443;P008;U02;28,33;0,0383;Entregue;498,61;479,51;221,68;2026-08-04;2026-08-02
PV009878;24/03/2025;C0225;P003;U02;65,71;0,1025;Entregue;2759,82;2476,94;1417,37;2025-03-27;2025-03-30
PV009879;17/03/2024;C0124;P007;U01;21,47;0,0852;Entregue;210,41;192,48;85,36;2024-03-29;2024-03-27
PV009880;05/11/2025;C0160;P002;U03;8,38;0,0415;Entregue;191,9;183,94;82,59;2025-11-11;2025-11-10
PV009881;16/06/2024;C0139;P007;U02;20,75;0,042;Faturado;203,35;194,81;81,9;2024-06-23;2024-06-29
PV009882;29/04/2025;C0299;P002;U01;150,88;0,1298;Entregue;3455,15;3006,67;1450,53;2025-05-11;2025-05-14
PV009883;24/01/2025;C0049;P004;U02;20,76;0,1324;Faturado;278,18;241,35;137,06;2025-02-04;2025-02-06
PV009884;28/06/2025;C0194;P006;U02;53,84;0,021;Entregue;2961,2;2899,01;1499,44;2025-07-06;2025-07-06
PV009885;14/12/2024;C0041;P005;U01;19,35;0,0074;Entregue;613,4;608,86;290,99;2024-12-18;2024-12-17
PV009886;22/05/2026;C0420;P005;U01;15,84;0,1529;Entregue;502,13;425,35;241,54;2026-05-25;2026-05-23
PV009887;04/11/2024;C0080;P007;U01;14,03;0,0701;Entregue;137,49;127,85;60,3;2024-11-09;2024-11-09
PV009888;09/11/2025;C0043;P008;U03;17,13;0,0739;Entregue;301,49;279,21;142,31;2025-11-13;2025-11-12
PV009889;24/05/2024;C0189;P006;U01;35,22;0,1206;Entregue;1937,1;1703,49;840,89;2024-06-05;2024-06-06
PV009890;23/01/2025;C0306;P004;U01;40,28;0,1373;Entregue;539,75;465,64;236,78;2025-01-29;2025-01-31
PV009891;30/06/2025;C0101;P007;U01;17,74;0,1604;Cancelado;173,85;145,96;71,43;2025-07-11;2025-07-12
PV009892;15/04/2024;C0175;P008;U01;24,56;0,0552;Faturado;432,26;408,4;193,33;2024-04-28;2024-04-28
PV009893;09/02/2024;C0162;P001;U01;25,02;0,1448;Entregue;462,87;395,85;193,76;2024-02-18;2024-02-16
PV009894;29/03/2025;C0494;P006;U03;38,38;0,1607;Entregue;2110,9;1771,68;915,98;2025-04-09;2025-04-09
PV009895;20/08/2025;C0325;P007;U02;77,58;0,0338;Entregue;760,28;734,58;314,46;2025-08-25;2025-08-25
PV009896;01/02/2025;C0264;P007;U02;7,49;0,0565;Entregue;73,4;69,25;29,8;2025-02-15;2025-02-15
PV009897;03/02/2025;C0057;P003;U01;17,22;0,0156;Entregue;723,24;711,96;331,1;2025-02-12;2025-02-15
PV009898;16/04/2025;C0098;P006;U02;26,16;0,0506;Entregue;1438,8;1366,0;717,26;2025-04-22;2025-04-20
PV009899;24/08/2024;C0004;P008;U02;219,3;0,0754;Entregue;3859,68;3568,66;1725,02;2024-09-06;2024-09-09
PV009900;13/04/2026;C0343;P006;U01;49,63;0,0856;Entregue;2729,65;2495,99;1194,15;2026-04-16;2026-04-18
PV009901;17/03/2024;C0441;P001;U01;64,17;0,0733;Cancelado;1187,14;1100,12;468,35;2024-03-25;2024-03-25
PV009902;11/05/2026;C0138;P003;U03;87,56;0,0517;Entregue;3677,52;3487,39;1750,12;2026-05-19;2026-05-17
PV009903;17/11/2024;C0298;P007;U03;50,92;0,0739;Entregue;499,02;462,14;210,85;2024-12-01;2024-12-01
PV009904;07/06/2025;C0366;P008;U01;9,78;0,1419;Entregue;172,13;147,7;83,91;2025-06-17;2025-06-15
PV009905;14/12/2025;C0175;P005;U02;47,98;0,0384;Entregue;1520,97;1462,56;754,55;2025-12-20;2025-12-20
PV009906;06/01/2025;C0341;P006;U03;9,31;0,1319;Entregue;512,05;444,51;240,26;2025-01-12;2025-01-18
PV009907;03/05/2025;C0272;P002;U02;107,51;0,0858;Entregue;2461,98;2250,74;1012,14;2025-05-15;2025-05-17
PV009908;04/02/2025;C0497;P008;U03;21,51;0,0404;Entregue;378,58;363,29;174,3;2025-02-11;2025-02-14
PV009909;07/01/2025;C0044;P005;U02;32,06;0,0948;Entregue;1016,3;919,95;433,98;2025-01-17;2025-01-16
PV009910;27/10/2024;C0188;P001;U01;35,36;0,0795;Entregue;654,16;602,15;255,78;2024-11-09;2024-11-10
PV009911;12/11/2024;C0470;P007;U02;90,58;0,1104;Entregue;887,68;789,68;398,91;2024-11-24;2024-11-24
PV009912;17/03/2026;C0169;P003;U01;62,85;0,1571;Entregue;2639,7;2225,0;1322,0;2026-03-26;2026-03-28
PV009913;21/08/2024;C0019;P006;U03;33,12;0,0816;Faturado;1821,6;1672,96;778,96;2024-08-30;2024-09-02
PV009914;22/01/2026;C0404;P002;U01;132,19;0,0415;Cancelado;3027,15;2901,52;1297,89;2026-01-27;2026-01-28
PV009915;23/06/2026;C0142;P005;U03;136,97;0,0373;Faturado;4341,95;4180,0;2095,26;2026-06-29;2026-07-01
PV009916;21/04/2026;C0002;P001;U01;92,91;0,1465;Entregue;1718,84;1467,03;655,24;2026-04-25;2026-04-23
PV009917;09/07/2025;C0377;P003;U01;55,74;0,1454;Faturado;2341,08;2000,69;1240,05;2025-07-15;2025-07-15
PV009918;28/05/2026;C0134;P005;U01;28,36;0,0084;Faturado;899,01;891,46;431,51;2026-06-07;2026-06-08
PV009919;07/08/2024;C0254;P007;U01;51,99;0,0132;Entregue;509,5;502,77;240,48;2024-08-18;2024-08-21
PV009920;28/04/2026;C0145;P007;U01;43,28;0,1298;Entregue;424,14;369,09;189,03;2026-05-06;2026-05-06
PV009921;31/01/2025;C0164;P001;U01;9,71;0,1374;Cancelado;179,64;154,96;78,6;2025-02-14;2025-02-17
PV009922;13/07/2026;C0270;P007;U02;49,51;0,1072;Entregue;485,2;433,19;224,38;2026-07-19;2026-07-21
PV009923;29/05/2026;C0490;P003;U02;10,4;0,1057;Entregue;436,8;390,63;213,22;2026-06-02;2026-05-31
PV009924;01/10/2025;C0087;P003;U03;16,17;0,1037;Faturado;679,14;608,71;361,61;2025-10-13;2025-10-12
PV009925;18/09/2025;C0096;P001;U01;24,56;0,1318;Entregue;454,36;394,48;200,05;2025-09-26;2025-09-26
PV009926;29/01/2026;C0176;P003;U03;31,17;0,09;Entregue;1309,14;1191,32;573,3;2026-02-06;2026-02-05
PV009927;05/04/2026;C0393;P008;U03;51,1;0,0317;Faturado;899,36;870,85;385,36;2026-04-12;2026-04-18
PV009928;19/12/2024;C0038;P005;U01;34,78;0,1741;Entregue;1102,53;910,58;486,27;2024-12-28;2024-12-28
PV009929;25/06/2024;C0487;P003;U02;156,42;0,097;Entregue;6569,64;5932,38;3330,01;2024-06-28;2024-07-01
PV009930;20/05/2025;C0039;P008;U02;27,97;0,0489;Entregue;492,27;468,2;222,0;2025-06-03;2025-06-03
PV009931;13/04/2026;C0254;P001;U03;9,72;0,1481;Faturado;179,82;153,19;67,28;2026-04-24;2026-04-24
PV009932;27/12/2024;C0055;P008;U02;75,57;0,1506;Entregue;1330,03;1129,73;659,34;2025-01-10;2025-01-10
PV009933;06/01/2026;C0465;P008;U01;22,19;0,1434;Faturado;390,54;334,54;167,39;2026-01-09;2026-01-09
PV009934;18/08/2024;C0452;P002;U03;27,71;0,0926;Entregue;634,56;575,8;281,01;2024-08-28;2024-08-27
PV009935;22/01/2024;C0373;P007;U03;74,32;0,0368;Cancelado;728,34;701,54;331,59;2024-02-02;2024-02-03
PV009936;22/04/2024;C0110;P004;U01;27,48;0,0948;Entregue;368,23;333,32;150,24;2024-05-06;2024-05-08
PV009937;01/01/2026;C0274;P002;U02;108,79;0,11;Faturado;2491,29;2217,25;1099,68;2026-01-13;2026-01-13
PV009938;15/07/2025;C0498;P006;U01;58,77;0,0326;Entregue;3232,35;3126,98;1549,72;2025-07-21;2025-07-21
PV009939;06/11/2024;C0416;P006;U02;65,54;0,0787;Faturado;3604,7;3321,01;1825,72;2024-11-13;2024-11-14
PV009940;23/04/2025;C0485;P007;U01;61,9;0,0615;Entregue;606,62;569,31;252,08;2025-05-06;2025-05-06
PV009941;14/01/2026;C0274;P007;U02;36,04;0,1438;Faturado;353,19;302,4;166,45;2026-01-20;2026-01-20
PV009942;10/04/2026;C0247;P007;U01;103,96;0,1572;Entregue;1018,81;858,65;439,35;2026-04-15;2026-04-17
PV009943;25/04/2025;C0167;P003;U01;61,99;0,1355;Entregue;2603,58;2250,79;1209,11;2025-05-03;2025-05-06
PV009944;29/09/2025;C0130;P003;U02;20,96;0,1149;Entregue;880,32;779,17;385,7;2025-10-05;2025-10-06
PV009945;27/07/2024;C0232;P007;U02;47,86;0,0124;Cancelado;469,03;463,21;210,27;2024-08-10;2024-08-12
PV009946;18/11/2025;C0267;P007;U02;97,13;0,1152;Entregue;951,87;842,21;388,75;2025-11-21;2025-11-19
PV009947;23/10/2024;C0304;P003;U02;15,32;0,1638;Faturado;643,44;538,04;340,99;2024-10-30;2024-11-02
PV009948;17/02/2026;C0120;P005;U01;24,07;0,1076;Entregue;763,02;680,92;348,07;2026-03-01;2026-03-01
PV009949;22/01/2024;C0367;P005;U03;52,56;0,0993;Entregue;1666,15;1500,7;710,85;2024-01-30;2024-02-05
PV009950;08/06/2024;C0392;P001;U03;37,86;0,0384;Faturado;700,41;673,51;278,61;2024-06-19;2024-06-17
PV009951;28/01/2025;C0306;P006;U02;5,23;0,1601;Entregue;287,65;241,6;133,42;2025-02-11;2025-02-13
PV009952;09/05/2024;C0407;P004;U03;123,75;0,1618;Entregue;1658,25;1389,95;734,65;2024-05-15;2024-05-16
PV009953;08/02/2025;C0370;P001;U02;18,53;0,049;Entregue;342,8;326,0;147,5;2025-02-14;2025-02-14
PV009954;20/01/2025;C0101;P004;U03;35,0;0,0252;Faturado;469,0;457,18;218,54;2025-02-01;2025-02-04
PV009955;26/01/2025;C0112;P007;U01;20,57;0,0841;Entregue;201,59;184,64;77,91;2025-01-30;2025-02-05
PV009956;16/01/2024;C0116;P003;U01;68,9;0,0252;Entregue;2893,8;2820,88;1330,09;2024-01-25;2024-01-25
PV009957;09/12/2025;C0146;P002;U02;21,7;0,1716;Entregue;496,93;411,66;187,52;2025-12-19;2025-12-19
PV009958;12/06/2026;C0409;P004;U01;41,35;0,0626;Entregue;554,09;519,4;239,18;2026-06-23;2026-06-29
PV009959;21/06/2024;C0260;P001;U01;27,72;0,1654;Faturado;512,82;428,0;204,03;2024-06-28;2024-07-04
PV009960;24/09/2024;C0174;P005;U01;97,93;0,1118;Entregue;3104,38;2757,31;1529,26;2024-10-03;2024-10-09
PV009961;26/07/2026;C0142;P008;U01;134,47;0,1678;Entregue;2366,67;1969,54;1045,09;2026-08-09;2026-08-07
PV009962;25/05/2024;C0146;P005;U01;43,18;0,0802;Entregue;1368,81;1259,03;612,96;2024-05-28;2024-05-29
PV009963;31/10/2025;C0398;P001;U02;58,1;0,152;Entregue;1074,85;911,47;418,13;2025-11-13;2025-11-19
PV009964;16/10/2025;C0095;P005;U01;44,9;0,0298;Faturado;1423,33;1380,91;650,05;2025-10-26;2025-10-24
PV009965;04/03/2026;C0011;P008;U02;59,71;0,1029;Entregue;1050,9;942,76;484,53;2026-03-14;2026-03-16
PV009966;06/07/2026;C0141;P002;U01;192,14;0,0295;Entregue;4400,01;4270,21;1844,12;2026-07-11;2026-07-14
PV009967;05/05/2026;C0433;P001;U01;36,38;0,0268;Entregue;673,03;654,99;291,8;2026-05-15;2026-05-21
PV009968;13/09/2024;C0178;P008;U01;26,96;0,0083;Entregue;474,5;470,56;220,47;2024-09-16;2024-09-22
PV009969;05/08/2024;C0398;P007;U02;90,14;0,1526;Entregue;883,37;748,57;360,85;2024-08-14;2024-08-13
PV009970;14/04/2026;C0032;P006;U02;104,1;0,1621;Entregue;5725,5;4797,4;2707,27;2026-04-24;2026-04-26
PV009971;20/09/2025;C0325;P002;U02;51,17;0,0645;Entregue;1171,79;1096,21;494,25;2025-10-02;2025-10-01
PV009972;02/04/2026;C0427;P006;U01;93,59;0,0129;Entregue;5147,45;5081,05;2227,31;2026-04-12;2026-04-12
PV009973;07/04/2026;C0160;P006;U03;46,19;0,1653;Entregue;2540,45;2120,51;1121,08;2026-04-15;2026-04-15
PV009974;26/02/2024;C0372;P007;U01;28,63;0,0676;Entregue;280,57;261,6;122,33;2024-02-29;2024-03-06
PV009975;09/06/2024;C0069;P002;U02;184,7;0,0949;Entregue;4229,63;3828,24;1882,5;2024-06-22;2024-06-28
PV009976;28/06/2024;C0241;P007;U01;27,38;0,1242;Entregue;268,32;234,99;104,05;2024-07-11;2024-07-11
PV009977;16/07/2026;C0153;P005;U03;182,1;0,0226;Entregue;5772,57;5642,11;2451,73;2026-07-25;2026-07-23
PV009978;02/07/2025;C0300;P004;U03;62,33;0,0226;Entregue;835,22;816,34;346,61;2025-07-13;2025-07-13
PV009979;26/07/2024;C0187;P008;U01;9,93;0,0138;Entregue;174,77;172,36;87,65;2024-08-02;2024-08-04
PV009980;23/04/2024;C0194;P004;U02;9,28;0,0233;Entregue;124,35;121,45;51,78;2024-05-06;2024-05-08
PV009981;10/02/2025;C0256;P001;U01;47,25;0,0511;Entregue;874,12;829,45;371,07;2025-02-14;2025-02-17
PV009982;17/12/2024;C0145;P003;U01;243,91;0,074;Entregue;10244,22;9486,15;5387,12;2024-12-24;2024-12-24
PV009983;11/03/2024;C0073;P004;U01;54,0;0,0753;Entregue;723,6;669,11;308,91;2024-03-19;2024-03-17
PV009984;05/11/2024;C0250;P008;U03;24,19;0,1477;Entregue;425,74;362,86;196,72;2024-11-13;2024-11-16
PV009985;19/07/2025;C0159;P004;U01;35,26;0,1539;Entregue;472,48;399,77;192,84;2025-07-29;2025-07-29
PV009986;08/06/2024;C0179;P007;U03;184,37;0,15;Entregue;1806,83;1535,81;719,34;2024-06-20;2024-06-20
PV009987;29/05/2024;C0298;P006;U02;154,56;0,1252;Entregue;8500,8;7436,5;4363,98;2024-06-08;2024-06-07
