lote_id;produto_id;unidade_id;data_inicio;quantidade_planejada;quantidade_produzida;horas_planejadas;horas_reais;refugo_kg;consumo_energia_kwh;consumo_agua_l
L003367;P003;U01;2025-07-11;1875,08;1614,31;10,46;11,98;49,93;390,69;2766,61
L003368;P005;U02;2024-06-22;1867,15;1870,17;10,28;11,24;24,65;455,38;1716,32
L003369;P001;U01;2025-10-03;2093,92;2066,87;16,12;21,13;59,44;482,9;5395,93
L003370;P007;U03;2024-04-27;1573,61;1535,56;10,91;12,12;20,71;902,46;2244,61
L003371;P005;U02;2024-11-02;1593,59;1381,99;7,95;9,83;27,29;466,07;3202,48
L003372;P001;U01;2024-01-23;1559,67;1400,26;10,17;10,16;37,19;839,49;3096,92
L003373;P007;U01;2026-01-18;423,04;420,69;2,05;2,62;13,36;126,5;957,75
L003374;P006;U02;2026-07-18;1121,07;1025,63;5,41;7,06;9,47;283,48;1939,91
L003375;P007;U01;2025-03-16;703,46;674,32;5,55;5,93;29,55;387,32;1743,93
L003376;P003;U03;2025-04-23;967,3;874,4;5,04;4,94;14,44;203,64;1486,69
L003377;P002;U01;2024-01-09;1671,27;1441,05;11,02;13,35;34,09;590,08;1318,71
L003378;P007;U01;2024-09-19;232,74;215,5;1,38;1,38;8,79;88,2;477,17
L003379;P004;U02;2025-09-23;2121,08;2041,6;14,84;13,99;58,55;674,15;5118,31
L003380;P005;U03;2024-06-09;1395,19;1266,11;7,9;9,45;42,79;318,11;1345,65
L003381;P003;U03;2026-07-02;1947,15;1921,6;10,53;14,08;66,5;502,72;5004,8
L003382;P004;U01;2026-02-11;226,78;205,76;1,61;1,63;8,37;75,82;532,36
L003383;P005;U02;2024-10-04;1192,96;1102,76;9,75;8,85;33,02;619,44;1177,09
L003384;P006;U03;2025-07-21;743,36;654,25;4,09;5,48;915,9499999999999;206,27;479,17
L003385;P003;U01;2025-08-27;897,04;820,86;6,81;7,09;1,8;483,13;1302,87
L003386;P002;U02;2025-06-30;1705,9;1562,95;9,48;11,17;7,34;492,44;2208,04
L003387;P006;U01;2026-07-31;1944,11;1908,67;15,69;19,44;58,87;972,57;4227,09
L003388;P001;U01;2026-05-17;1442,55;1439,09;7,04;9,23;11,92;547,44;2493,08
L003389;P005;U03;2025-07-26;515,41;522,79;3,63;3,61;16,01;230,09;432,21
L003390;P008;U03;2024-06-06;1112,71;1042,56;5,84;5,58;39,7;622,82;2358,49
L003391;P001;U03;2025-02-13;2044,42;1826,21;10,02;9,85;34,77;796,89;3056,64
L003392;P001;U02;2024-04-04;1230,23;1262,85;9,28;10,49;16,0;611,46;1059,76
L003393;P007;U02;2024-03-24;1206,18;1171,04;8,34;9,47;17,8;506,11;2123,97
L003394;P005;U03;2026-07-17;581,29;500,08;3,36;4,39;18,02;129,27;1295,68
L003395;P003;U01;2024-11-10;1511,99;1372,67;7,94;7,82;13,09;594,18;2987,21
L003396;P001;U01;2024-06-09;2049,23;1800,81;11,28;10,61;42,44;446,52;1574,16
L003397;P007;U03;2024-03-23;1795,18;1792,4;13,42;13,42;68,22;966,69;3042,47
L003398;P005;U01;2026-02-19;2193,27;1940,25;11,55;11,35;68,56;789,24;5404,46
L003399;P002;U01;2026-01-20;1300,3;1170,04;9,33;11,18;23,83;376,27;2226,12
L003400;P006;U02;2025-05-31;892,28;789,43;4,99;5,94;32,87;378,45;966,61
L003401;P005;U02;2026-05-31;290,9;278,39;1,97;2,57;2,38;148,66;596,53
L003402;P001;U02;2025-08-28;1368,95;1320,22;11,27;12,61;27,42;426,48;1421,15
L003403;P007;U03;2025-06-27;1668,71;1660,5;13,05;15,9;13,45;908,37;1422,91
L003404;P001;U02;2024-08-14;1273,81;1102,55;8,49;10,82;12,07;630,34;2694,75
L003405;P004;U01;2025-02-26;1160,28;1193,45;7,41;7,87;14,53;460,7;1513,69
L003406;P002;U01;2024-05-04;1874,08;1862,5;10,15;12,89;12,65;1154,43;4424,02
L003407;P001;U03;2026-02-27;1354,3;1229,62;10,01;13,42;6,47;556,1;1977,29
L003408;P002;U01;2024-07-08;1646,68;1628,5;8,39;8,51;29,53;509,62;3525,83
L003409;P005;U02;2026-02-05;313,61;292,67;1,6;1,67;5,44;154,77;259,2
L003410;P003;U01;2024-01-02;1043,81;1041,52;6,49;6,59;44,01;297,16;980,9
L003411;P006;U02;2024-12-16;2113,02;2085,17;14,89;14,6;23,55;648,7;5261,98
L003412;P007;U03;2026-02-15;232,32;209,1;1,51;1,88;9,36;95,45;583,01
L003413;P001;U02;2025-10-05;841,86;809,28;5,07;4,72;7,25;359,03;801,67
L003414;P006;U02;2024-06-06;1376,99;1402,97;6,73;7,51;14,34;535,19;3871,48
L003415;P002;U02;2026-05-28;221,74;203,23;1,64;1,57;5,28;61,37;272,33
L003416;P006;U02;2024-09-16;1067,14;1078,18;5,92;6,07;3,89;413,06;1045,48
L003417;P007;U02;2026-06-20;953,54;896,24;4,6;5,02;3,12;209,51;2206,71
L003418;P002;U02;2025-02-04;1510,35;1315,06;8,41;10,68;55,2;703,62;2839,01
L003419;P006;U03;2024-11-24;1225,13;1165,98;10,12;10,43;19,43;279,77;978,24
L003420;P004;U02;2025-02-13;868,62;869,64;5,9;6,71;19,69;378,44;2004,46
L003421;P002;U02;2025-06-30;469,73;420,42;2,42;2,27;2,63;138,39;901,75
L003422;P002;U01;2025-05-01;1306,1;1273,43;8,95;11,75;16,83;784,06;1527,34
L003423;P005;U03;2025-04-24;1305,44;1156,51;6,72;7,76;41,95;254,65;2688,53
L003424;P008;U01;2025-07-22;1343,14;1357,53;7,14;7,1;20,06;659,45;3043,92
L003425;P006;U02;2025-04-12;1221,84;1179,62;7,37;8,04;31,91;287,78;1605,46
L003426;P005;U01;2025-07-27;1990,84;1844,74;12,28;16,24;15,85;442,82;4778,08
L003427;P003;U01;2024-10-11;1870,45;1903,12;9,53;10,57;56,7;497,34;1714,88
L003428;P001;U01;2026-04-05;1859,49;1712,78;14,9;18,87;37,8;585,13;1440,57
L003429;P001;U01;2025-10-04;315,8;302,19;2,14;2,6;10,03;105,07;723,21
L003430;P006;U03;2026-01-21;1795,02;1596,76;12,95;15,31;8,05;854,25;3331,89
L003431;P007;U01;2026-04-10;1197,12;1175,08;6,65;7,21;3,24;510,68;1203,99
L003432;P005;U01;2024-06-19;2184,67;2070,22;10,6;11,02;79,65;1274,32;4044,24
L003433;P003;U02;2026-01-27;1233,55;1184,74;6,04;5,79;39,95;338,32;2915,7
L003434;P002;U03;2025-06-05;1405,63;1282,02;8,84;11,85;3,11;587,35;1778,39
L003435;P007;U02;2024-03-08;656,64;606,67;3,35;3,15;19,76;185,53;1169,88
L003436;P002;U03;2024-02-18;295,72;258,57;2,15;2,43;10,9;67,18;693,03
L003437;P003;U02;2025-06-07;1192,76;1153,73;8,58;8,69;4,59;318,91;1537,46
L003438;P006;U03;2024-05-09;1054,61;967,1;6,28;7,69;12,72;299,26;1843,2
L003439;P008;U02;2025-11-06;1330,86;1198,69;8,6;8,7;17,88;508,5;2655,95
L003440;P004;U01;2024-09-07;1714,02;1651,23;12,93;13,5;30,65;627,99;3796,94
L003441;P007;U01;2024-01-28;1936,61;1880,02;11,38;14,56;43,88;1041,37;3510,58
L003442;P004;U01;2024-05-30;852,86;747,33;4,32;3,96;1046,262;342,59;1997,65
L003443;P002;U02;2024-06-11;1459,07;1257,23;12,02;14,71;24,71;661,1;3138,79
L003444;P008;U02;2026-06-18;495,51;430,29;2,85;2,59;2,5;209,81;804,48
L003445;P005;U02;2025-08-30;1488,89;1403,38;8,23;9,13;59,93;381,49;2851,73
L003446;P008;U03;2024-06-28;1107,87;993,93;7,33;8,88;6,23;458,2;2639,07
L003447;P001;U03;2025-01-31;887,6;851,18;6,03;6,32;11,98;278,32;1553,24
L003448;P008;U01;2025-05-17;2039,32;1943,41;10,33;13,94;18,92;438,72;3570,83
L003449;P007;U03;2024-10-26;1904,91;1722,31;11,95;12,37;44,05;798,37;2537,65
L003450;P008;U02;2024-03-04;715,02;616,52;4,72;4,55;22,21;189,18;1355,24
L003451;P002;U01;2026-05-09;585,21;520,47;3,25;4,21;4,83;266,1;972,52
L003452;P004;U01;2026-07-05;2036,25;1889,72;10,74;11,06;62,47;878,28;4505,65
L003453;P007;U03;2024-11-11;1023,45;931,68;6,89;8,21;38,78;220,65;2521,28
L003454;P005;U03;2026-04-07;359,8;325,67;1,84;2,37;3,16;170,0;500,86
L003455;P007;U03;2025-01-01;1031,03;1055,14;5,41;5,64;20,58;518,32;1411,71
L003456;P001;U01;2026-02-18;713,48;720,07;3,41;3,9;19,16;244,19;622,31
L003457;P007;U01;2026-04-29;1546,67;1439,16;7,6;9,22;40,29;482,01;1555,19
L003458;P006;U01;2025-07-13;1087,58;963,91;6,99;9,39;20,23;438,41;959,79
L003459;P008;U02;2026-04-01;1126,03;1067,64;6,24;6,61;14,72;401,81;2902,83
L003460;P006;U02;2024-10-02;1748,7;1572,33;10,68;10,76;36,25;411,96;3387,24
L003461;P008;U03;2025-01-10;1902,51;1653,26;9,61;11,64;15,78;721,82;2096,96
L003462;P002;U02;2024-01-28;594,88;577,31;3,31;3,58;9,01;299,64;1146,23
L003463;P005;U03;2024-09-25;1858,83;1616,6;11,56;12,58;30,7;452,81;1727,19
L003464;P002;U02;2025-08-05;1936,41;1884,03;12,04;15,83;9,62;902,37;2027,87
L003465;P005;U02;2026-02-11;1673,33;1633,38;10,49;10,47;2286,732;438,18;1464,78
L003466;P005;U02;2026-06-06;1562,48;1350,41;9,33;9,36;21,1;615,53;3556,7
L003467;P003;U01;2024-05-18;1031,66;1030,34;6,87;6,51;28,35;368,45;1975,68
L003468;P001;U01;2024-09-22;486,32;470,57;2,36;2,39;8,56;193,42;335,3
L003469;P002;U03;2024-04-04;1092,77;1008,26;8,79;11,64;2,68;533,64;1282,11
L003470;P005;U01;2025-09-26;1485,43;1524,05;7,67;7,81;54,61;378,51;1399,51
L003471;P006;U02;2024-08-23;2007,81;2043,52;12,61;16,46;12,2;503,93;3335,65
L003472;P005;U02;2024-07-03;324,17;332,58;1,58;1,61;14,93;114,86;694,01
L003473;P007;U02;2026-05-16;1709,18;1493,6;10,17;9,99;41,34;702,59;3991,61
L003474;P001;U03;2024-08-06;1111,34;1075,08;7,93;8,16;24,19;525,17;2537,5
L003475;P006;U01;2025-08-16;1738,92;1531,52;13,69;17,79;30,84;629,23;3104,38
L003476;P006;U02;2025-08-05;1888,45;1717,35;14,58;14,01;34,97;613,11;3002,31
L003477;P006;U03;2025-07-01;1257,33;1159,56;6,76;8,49;7,35;355,01;2481,58
L003478;P002;U01;2025-05-26;1169,19;1197,47;5,87;7,74;53,65;270,49;1411,68
L003479;P008;U01;2024-07-16;1221,25;1063,5;7,86;10,17;1488,8999999999999;335,38;2027,16
L003480;P006;U01;2026-05-16;1694,32;1555,27;12,1;14,11;14,51;888,55;3286,77
L003481;P002;U03;2025-02-12;761,94;765,64;4,95;5,33;32,04;441,95;881,43
L003482;P003;U03;2025-10-11;1997,74;1774,96;10,8;13,72;67,17;449,86;3906,94
L003483;P008;U02;2025-04-28;1063,73;961,64;7,2;7,52;38,93;309,26;1945,18
L003484;P006;U03;2024-02-28;1531,25;1400,28;8,85;8,56;26,83;755,34;2287,65
L003485;P004;U01;2024-04-14;1834,37;1879,2;15,07;18,92;25,16;629,32;1819,75
L003486;P007;U02;2024-02-07;1067,07;987,5;5,42;6,01;8,41;459,89;2759,05
L003487;P006;U02;2025-06-27;855,82;829,48;4,93;5,04;22,37;442,02;1669,91
L003488;P003;U03;2024-03-22;1650,32;1543,51;10,97;11,47;32,83;663,4;1654,68
L003489;P006;U02;2024-04-19;747,67;730,29;3,68;4,7;13,81;402,95;574,42
L003490;P001;U02;2026-02-20;2002,36;1755,0;13,99;14,18;75,08;758,79;1500,82
L003491;P006;U02;2024-04-20;930,99;914,91;5,65;6,9;6,51;500,94;1908,59
L003492;P004;U02;2024-09-05;1467,51;1442,81;8,01;10,71;49,3;804,73;1201,8
L003493;P003;U03;2024-10-27;1606,13;1622,37;10,23;13,14;33,91;422,19;2985,66
L003494;P004;U01;2024-03-11;1264,52;1153,62;9,47;10,28;41,97;433,62;975,09
L003495;P003;U03;2024-01-16;1658,26;1689,8;10,13;12,26;73,75;1034,41;2083,47
L003496;P004;U02;2024-08-14;1487,24;1303,48;8,02;9,32;57,51;500,53;2152,54
L003497;P008;U02;2025-01-12;1651,79;1671,51;9,98;9,25;24,34;550,07;2409,57
L003498;P005;U01;2024-04-04;526,61;482,32;3,3;4,27;12,72;117,24;617,63
L003499;P003;U03;2025-04-03;441,44;389,92;2,11;2,74;12,3;222,42;314,22
L003500;P005;U02;2024-02-18;2151,19;1955,0;16,96;17,32;46,27;508,43;4371,88
L003501;P006;U01;2024-06-28;238,31;219,18;1,58;1,88;9,42;134,9;162,72
L003502;P008;U01;2024-09-26;1572,83;1367,57;11,4;13,42;27,85;572,59;1965,0
L003503;P008;U01;2025-09-11;1478,15;1332,56;7,8;7,58;10,29;504,53;1486,49
L003504;P007;U03;2026-06-02;1776,02;1732,42;11,11;12,53;58,35;1001,87;4523,03
L003505;P004;U03;2024-05-09;1851,26;1739,14;11,54;11,82;39,31;1009,62;2609,86
L003506;P004;U01;2026-07-14;1521,79;1515,8;9,93;12,54;68,09;829,77;1279,93
L003507;P002;U03;2025-05-03;1380,73;1234,49;9,26;8,66;31,85;735,28;1353,2
L003508;P007;U02;2024-08-19;879,15;884,46;4,97;5,47;29,83;210,94;1929,02
L003509;P003;U03;2024-04-02;1947,14;1681,04;10,13;10,9;43,06;834,77;3931,65
L003510;P004;U03;2026-01-08;2136,25;1922,53;14,2;14,52;68,8;976,25;3313,25
L003511;P001;U01;2025-11-30;1058,07;950,37;6,03;5,97;18,26;426,97;2442,87
L003512;P003;U01;2026-04-13;1053,75;1065,17;5,91;6,08;4,01;524,36;2875,84
L003513;P008;U01;2024-02-23;1976,35;2023,03;12,75;14,14;41,11;918,81;3066,1
L003514;P002;U01;2026-04-08;946,12;857,93;5,0;6,56;31,65;436,36;2049,96
L003515;P004;U01;2024-07-22;2067,5;1989,13;15,59;16,83;69,82;813,36;5156,32
L003516;P005;U03;2025-08-25;742,83;725,23;3,83;4,84;6,78;248,11;1607,29
L003517;P002;U01;2026-02-13;2198,06;2139,7;10,99;11,1;27,84;1006,96;2684,85
L003518;P008;U01;2026-05-03;1379,43;1207,42;10,9;9,91;1690,388;411,06;3159,05
L003519;P005;U01;2025-08-21;708,31;646,75;4,48;4,14;10,51;234,11;1100,99
L003520;P006;U03;2026-07-31;1978,82;1853,13;12,87;15,42;61,0;1110,83;3411,65
L003521;P008;U03;2025-12-23;603,77;538,53;4,5;5,11;1,4;301,78;643,74
L003522;P002;U01;2025-02-05;2030,94;2019,48;14,25;13,94;46,82;1049,56;5056,74
L003523;P005;U03;2024-12-08;2192,66;2056,96;17,92;23,74;28,55;1251,26;2038,05
L003524;P003;U02;2024-07-12;1180,66;1152,48;9,11;11,48;15,54;418,38;1118,63
L003525;P006;U03;2024-02-05;2177,76;2028,16;11,71;12,3;68,13;528,48;5547,48
L003526;P004;U01;2026-01-25;2066,97;1844,99;9,89;12,45;59,36;468,59;4671,38
L003527;P002;U03;2025-04-29;1704,14;1561,83;9,67;11,42;35,6;904,33;2013,56
L003528;P006;U02;2024-12-29;266,51;253,17;1,29;1,16;6,83;119,87;417,16
L003529;P006;U01;2024-05-03;1387,08;1310,16;9,9;11,3;35,35;322,34;2254,73
L003530;P002;U01;2024-08-08;1799,2;1602,45;9,76;9,92;6,48;650,72;3167,05
L003531;P004;U01;2024-05-19;210,34;184,66;1,21;1,26;2,1;104,72;253,53
L003532;P007;U02;2024-02-09;1564,17;1438,28;8,19;8,12;37,33;414,4;3899,55
L003533;P008;U02;2025-01-17;1679,4;1711,3;9,62;12,82;47,11;379,24;3848,1
L003534;P003;U02;2024-04-13;652,35;632,04;5,29;6,82;26,97;325,45;653,39
L003535;P003;U02;2026-01-02;520,3;527,54;3,66;4,01;19,28;285,44;1196,28
L003536;P006;U02;2024-06-19;1634,58;1540,61;11,17;13,07;51,64;414,1;4277,41
L003537;P006;U01;2025-02-13;1953,2;2005,15;12,98;14,31;83,94;994,55;1421,44
L003538;P007;U01;2025-08-17;1490,52;1384,51;7,84;8,91;43,29;510,56;3726,2
L003539;P007;U02;2025-03-10;714,86;659,67;3,51;3,47;22,45;145,5;1756,22
L003540;P005;U02;2024-10-20;1651,54;1581,48;8,47;9,39;53,13;947,02;1769,42
L003541;P007;U01;2025-09-19;1755,03;1594,71;8,91;11,15;44,95;924,01;2295,33
L003542;P001;U03;2026-04-23;321,88;296,1;1,74;1,82;13,03;125,42;785,63
L003543;P005;U02;2024-09-18;1935,31;1862,96;14,15;18,75;38,65;875,85;2097,4
L003544;P005;U01;2024-10-23;1615,88;1427,5;11,25;11,79;1998,4999999999998;524,42;1256,79
L003545;P001;U01;2026-05-01;1821,35;1661,34;13,6;12,47;8,33;932,76;3258,13
L003546;P007;U02;2025-02-14;356,25;321,11;2,7;3,57;7,54;142,45;498,74
L003547;P002;U02;2025-07-28;383,8;351,07;2,79;2,66;13,72;109,82;813,69
L003548;P002;U01;2026-02-28;719,03;625,5;3,64;4,16;19,11;363,76;476,43
L003549;P006;U03;2026-02-15;1088,52;943,19;5,53;5,38;40,13;479,21;1253,68
L003550;P001;U03;2026-04-06;2178,98;2017,56;12,05;11,46;26,71;786,74;4964,85
L003551;P002;U01;2025-01-23;1425,4;1266,56;6,97;6,43;48,32;457,04;1093,46
L003552;P003;U03;2026-04-14;1597,55;1454,0;8,77;10,5;47,08;754,37;3171,33
L003553;P003;U01;2024-03-03;1729,34;1576,51;11,36;10,92;14,28;369,26;3359,36
L003554;P002;U03;2024-01-20;329,59;312,3;1,87;1,8;1,52;84,01;816,22
L003555;P002;U01;2024-06-14;865,44;780,59;6,12;8,22;32,33;285,21;620,46
L003556;P004;U03;2025-02-19;829,01;826,53;6,08;7,93;28,78;342,7;1601,92
L003557;P001;U03;2025-10-25;452,18;425,78;2,37;2,32;13,23;188,63;689,06
L003558;P005;U01;2025-11-09;2071,8;1867,24;14,54;17,75;31,16;857,53;3675,36
L003559;P004;U01;2026-06-18;1038,4;1003,1;6,67;7,43;24,85;568,15;1624,93
L003560;P003;U02;2025-02-21;1538,49;1329,33;8,05;9,58;28,35;498,27;1346,64
L003561;P008;U03;2026-06-19;524,69;499,64;3,26;3,97;13,18;117,77;935,4
L003562;P003;U02;2025-05-23;750,58;727,77;5,31;5,09;3,74;220,49;660,63
L003563;P005;U02;2024-02-27;1479,55;1420,9;9,6;8,67;36,2;447,45;1029,38
L003564;P001;U03;2025-10-14;675,17;622,67;3,52;3,8;5,13;149,39;1252,87
L003565;P008;U02;2025-05-24;395,71;355,59;2,92;3,6;15,41;167,02;931,03
L003566;P008;U03;2024-11-24;813,28;762,73;5,62;7,22;33,67;232,41;1466,7
L003567;P007;U01;2026-04-17;500,12;468,85;2,47;2,34;20,48;266,91;755,79
L003568;P008;U01;2026-07-04;1947,7;1775,04;15,46;14,96;33,26;475,93;1850,39
L003569;P008;U02;2025-11-27;1661,25;1486,43;10,55;10,14;30,65;498,21;2845,37
L003570;P001;U02;2025-05-09;1405,16;1215,38;7,52;7,44;24,3;463,02;2788,4
L003571;P001;U01;2024-03-20;1210,72;1224,84;8,13;7,57;47,93;484,18;1515,61
L003572;P005;U01;2025-01-06;1813,31;1782,12;12,75;12,48;13,88;394,44;1790,4
L003573;P003;U01;2024-07-20;409,46;376,96;2,02;2,68;2,19;173,86;885,57
L003574;P003;U03;2024-05-25;1130,12;1002,86;6,73;6,69;31,75;425,01;1825,7
L003575;P001;U03;2024-03-26;1367,65;1321,04;9,37;11,4;13,85;651,24;2026,82
L003576;P005;U02;2026-05-25;2075,6;1922,89;11,58;14,04;50,66;1061,08;1983,49
L003577;P006;U03;2024-08-08;1271,03;1102,84;9,99;9,8;28,35;586,67;2470,29
L003578;P001;U03;2024-09-21;1151,36;1177,61;8,88;11,19;2,36;513,12;2523,09
L003579;P002;U02;2026-06-25;2128,51;2030,31;14,74;19,78;90,51;469,59;1963,05
L003580;P001;U03;2024-12-21;1761,77;1783,65;10,59;12,32;12,68;491,79;1545,62
L003581;P004;U03;2024-01-27;1584,05;1439,28;10,07;11,49;25,0;665,71;3661,15
L003582;P006;U02;2026-07-06;2074,05;1989,51;15,95;16,99;65,99;794,06;3712,87
L003583;P008;U03;2025-04-29;884,45;910,47;4,32;4,03;25,42;511,52;1464,65
L003584;P006;U01;2024-05-12;1722,52;1575,74;10,47;9,69;43,69;606,14;2822,47
L003585;P008;U03;2025-01-12;976,05;950,33;5,44;7,19;32,04;501,86;2455,04
L003586;P005;U03;2026-01-22;1165,6;1042,13;6,7;8,66;7,8;239,47;1726,23
L003587;P007;U02;2024-02-07;2035,38;2013,68;9,93;10,41;41,91;1137,04;2796,92
L003588;P005;U01;2024-10-20;1854,48;1679,55;15,31;14,01;43,4;782,36;1776,89
L003589;P002;U01;2026-06-07;215,99;208,1;1,08;1,2;7,55;114,75;564,39
L003590;P002;U01;2026-07-05;218,14;203,98;1,55;1,95;8,82;73,91;505,28
L003591;P008;U02;2024-03-03;1170,49;1162,44;7,87;8,84;17,98;518,46;1947,03
L003592;P007;U02;2025-03-02;2107,32;1989,31;10,6;14,05;49,88;815,86;2810,34
L003593;P001;U03;2026-02-03;786,76;689,15;4,69;5,27;1,42;384,05;1919,73
L003594;P008;U03;2024-04-23;2036,6;2084,54;10,38;13,34;41,58;1047,29;3281,59
L003595;P006;U02;2024-11-20;1900,0;1771,29;9,23;11,68;52,23;757,5;3395,5
L003596;P005;U03;2026-04-02;1542,96;1524,08;9,66;11,18;28,35;774,42;2847,43
L003597;P004;U02;2024-02-02;987,02;862,78;7,81;9,28;10,63;312,29;2326,17
L003598;P002;U02;2026-04-18;1963,9;2010,14;9,56;9,83;2814,196;514,76;3479,68
L003599;P004;U03;2024-04-05;1129,11;1080,98;5,95;7,97;44,81;359,44;1396,17
L003600;P005;U01;2025-12-20;590,23;518,01;4,78;4,41;3,14;271,52;387,95
L003601;P001;U01;2025-04-13;1761,42;1779,62;10,3;10,05;50,04;1009,69;4965,76
L003602;P002;U02;2025-03-13;1898,3;1811,88;14,61;16,01;44,46;443,52;2038,35
L003603;P005;U02;2025-12-03;1289,43;1202,34;9,89;11,34;38,27;306,06;1331,68
L003604;P007;U02;2025-07-17;1759,39;1597,76;9,16;9,3;60,41;733,71;2262,15
L003605;P003;U01;2025-12-01;473,73;473,81;3,4;3,18;16,61;121,01;382,71
L003606;P002;U01;2026-03-12;1550,14;1416,34;12,09;11,08;15,49;502,18;2674,14
L003607;P004;U02;2025-12-30;234,0;229,53;1,5;1,8;2,49;121,98;302,02
L003608;P001;U01;2026-01-16;1657,13;1649,52;9,52;12,29;50,52;563,64;2994,5
L003609;P001;U01;2025-10-03;1682,75;1494,01;12,56;14,15;47,53;756,98;1157,28
L003610;P004;U01;2024-09-19;677,12;659,73;4,04;4,42;2,7;318,95;1749,74
L003611;P006;U01;2025-09-18;581,46;585,79;3,55;3,62;20,05;235,61;702,97
L003612;P008;U03;2026-01-12;810,69;797,52;4,63;4,33;21,5;283,9;883,73
L003613;P002;U01;2025-04-25;1325,65;1175,0;8,88;9,43;37,1;453,06;2858,51
L003614;P002;U02;2024-04-20;293,0;261,47;1,47;1,33;3,86;80,55;623,67
L003615;P003;U03;2026-07-17;1998,83;2028,36;10,34;11,19;65,57;527,56;5242,86
L003616;P007;U03;2024-05-12;1565,57;1388,4;7,6;10,23;28,78;397,57;1743,5
L003617;P006;U01;2025-10-11;1706,31;1618,01;8,91;8,75;35,72;842,05;1194,89
L003618;P003;U02;2025-03-19;1536,67;1358,44;8,1;10,07;19,23;484,65;2129,84
L003619;P004;U01;2026-07-07;424,91;406,92;2,12;2,19;17,88;150,94;935,63
L003620;P003;U03;2025-02-11;1425,06;1380,49;8,05;10,64;61,42;825,91;3474,81
L003621;P007;U03;2024-07-11;1591,84;1629,93;7,71;8,44;71,55;782,62;4002,76
L003622;P002;U02;2024-02-28;1774,05;1695,22;13,22;12,42;13,0;488,04;1425,26
L003623;P003;U01;2025-11-18;1093,45;980,84;8,13;9,83;38,28;603,55;836,65
L003624;P003;U02;2025-02-22;2198,0;2013,53;13,42;14,65;85,79;811,52;5149,22
L003625;P007;U03;2025-02-13;478,31;417,58;3,44;4,09;8,68;223,75;993,87
L003626;P001;U03;2024-04-23;1336,79;1329,17;9,33;12,22;35,38;494,47;2238,51
L003627;P005;U02;2024-02-17;2187,0;1936,88;14,29;18,97;44,56;618,57;3539,47
L003628;P005;U03;2025-08-07;1180,0;1118,9;7,24;8,36;36,23;556,68;2413,26
L003629;P005;U01;2026-07-17;1474,24;1468,27;8,95;8,25;39,17;493,63;3101,36
L003630;P006;U02;2026-01-21;1833,26;1795,37;11,18;12,9;72,38;692,43;3070,65
L003631;P008;U03;2025-11-18;799,52;714,29;5,94;5,46;5,81;185,97;1363,01
L003632;P008;U02;2024-05-18;1767,79;1681,27;11,19;14,51;59,84;907,97;2413,32
L003633;P007;U03;2024-10-22;921,85;834,43;4,8;5,87;31,3;199,66;1256,36
L003634;P008;U01;2024-07-01;2004,78;1814,24;13,33;13,98;73,04;736,49;2647,35
L003635;P002;U02;2026-07-04;239,2;220,76;1,87;2,32;3,32;57,34;310,04
L003636;P004;U02;2025-05-09;591,0;607,93;3,33;4,23;10,14;282,27;1028,26
L003637;P004;U03;2026-03-24;1488,75;1366,71;8,19;10,7;26,72;674,14;1943,48
L003638;P002;U03;2024-12-26;1568,16;1560,71;10,36;11,16;33,16;618,11;2219,99
L003639;P007;U02;2024-02-05;564,39;507,06;2,99;2,92;13,21;257,31;667,75
L003640;P001;U01;2026-06-16;259,95;258,62;1,59;2,08;5,09;115,36;645,26
L003641;P005;U02;2024-03-30;331,57;325,81;1,66;2,14;6,56;115,28;834,66
L003642;P001;U01;2025-04-10;840,64;821,9;5,39;6,77;29,95;395,81;1760,05
L003643;P005;U03;2025-09-01;1370,39;1400,72;8,23;7,81;36,92;830,53;3551,65
L003644;P001;U01;2025-10-30;928,68;916,01;5,51;5,21;15,03;489,29;1176,63
L003645;P005;U03;2026-06-06;1373,41;1214,71;6,59;7,39;33,38;486,7;3225,98
L003646;P008;U03;2025-02-27;769,17;687,8;5,82;7,63;21,25;329,67;1489,38
L003647;P006;U02;2024-06-04;2084,66;2022,36;15,61;17,05;33,95;632,6;3200,59
L003648;P001;U01;2026-06-28;1622,66;1581,99;9,19;12,14;13,77;528,25;3229,77
L003649;P004;U02;2024-10-12;236,67;233,97;1,32;1,65;4,51;92,22;568,86
L003650;P002;U01;2026-04-10;937,96;860,8;5,94;7,3;14,69;419,93;1511,09
L003651;P006;U03;2025-09-27;397,9;399,6;1,98;1,93;4,85;163,64;514,15
L003652;P004;U02;2024-11-23;1741,96;1614,82;14,26;19,05;32,36;564,02;1231,48
L003653;P008;U03;2024-12-28;1192,62;1171,38;8,4;8,64;14,98;322,6;855,07
L003654;P005;U01;2026-03-09;1471,89;1440,87;7,56;9,39;4,82;431,17;3388,28
L003655;P002;U02;2026-04-12;833,09;734,6;6,87;7,18;12,23;196,19;862,83
L003656;P005;U02;2024-05-01;309,91;292,36;2,01;1,93;7,42;82,05;781,46
L003657;P006;U01;2025-03-21;452,43;402,98;3,17;3,03;12,6;226,59;827,96
L003658;P002;U01;2025-10-19;462,61;438,57;3,45;3,71;10,62;184,66;842,4
L003659;P003;U03;2024-04-29;1958,89;2001,98;11,57;15,45;49,66;1232,36;3816,95
L003660;P005;U02;2025-07-13;378,27;370,22;2,21;2,2;15,2;122,83;983,82
