diagnostico_id,os_id,defeito_relatado,causa,taxa_diagnostico,data_diagnostico,motivo_rejeicao
2987,2987,Falha de rede,Componente queimado,134.46,2025-10-19,fk_invalida:os_id
2989,2989,Tela quebrada,Software,200.16,2025-07-27,fk_invalida:os_id
2990,2990,Tela quebrada,Desgaste,44.11,2025-09-09,fk_invalida:os_id
2991,2991,Superaquecimento,Oxidação,220.16,2026-06-16,fk_invalida:os_id
2992,2992,Superaquecimento,Software,108.37,2026-01-16,fk_invalida:os_id
2993,2993,Falha de rede,Software,36.16,2025-11-12,fk_invalida:os_id
2994,2994,Não carrega,Componente queimado,249.6,2026-05-14,fk_invalida:os_id
2995,2995,Ruído,Desgaste,181.1,2025-12-14,fk_invalida:os_id
2996,2996,Não liga,Impacto,74.35,2026-03-05,fk_invalida:os_id
2998,2998,Sem imagem,Impacto,122.4,2025-12-10,fk_invalida:os_id
2999,2999,Sem imagem,Software,188.99,2025-08-28,fk_invalida:os_id
3000,3000,Não liga,Oxidação,117.97,2025-08-05,fk_invalida:os_id
3002,3002,Tela quebrada,Desgaste,172.26,2025-10-24,fk_invalida:os_id
3003,3003,Tela quebrada,Oxidação,175.41,2026-01-17,fk_invalida:os_id
3004,3004,Tela quebrada,Oxidação,42.17,2025-08-15,fk_invalida:os_id
3007,3007,Falha de rede,Impacto,96.67,2025-07-06,fk_invalida:os_id
3008,3008,Sem imagem,Impacto,51.98,2026-02-19,fk_invalida:os_id
3009,3009,Ruído,Oxidação,72.36,2026-02-22,fk_invalida:os_id
3011,3011,Lento,Software,121.28,2026-02-20,fk_invalida:os_id
3012,3012,Superaquecimento,Impacto,159.8,2025-11-05,fk_invalida:os_id
3013,3013,Não liga,Componente queimado,105.41,2025-12-22,fk_invalida:os_id
3014,3014,Sem imagem,Desgaste,110.72,2026-01-13,fk_invalida:os_id
3015,3015,Ruído,Oxidação,174.63,2026-04-22,fk_invalida:os_id
3017,3017,Não liga,Desgaste,228.1,2026-02-23,fk_invalida:os_id
3018,3018,Sem imagem,Oxidação,213.97,2025-11-16,fk_invalida:os_id
3019,3019,Tela quebrada,Software,50.71,2026-05-11,fk_invalida:os_id
3020,3020,Lento,Desgaste,96.03,2025-11-16,fk_invalida:os_id
3021,3021,Tela quebrada,Software,219.01,2025-11-08,fk_invalida:os_id
3022,3022,Falha de rede,Impacto,228.54,2025-10-26,fk_invalida:os_id
3023,3023,Falha de rede,Oxidação,202.72,2026-06-07,fk_invalida:os_id
3025,3025,Superaquecimento,Desgaste,133.63,2025-11-09,fk_invalida:os_id
3026,3026,Lento,Desgaste,178.45,2025-07-16,fk_invalida:os_id
3027,3027,Sem imagem,Impacto,168.77,2026-04-09,fk_invalida:os_id
3028,3028,Ruído,Oxidação,188.56,2025-12-05,fk_invalida:os_id
3030,3030,Sem imagem,Software,84.61,2026-01-04,fk_invalida:os_id
3031,3031,Sem imagem,Componente queimado,148.6,2025-11-08,fk_invalida:os_id
3032,3032,Lento,Desgaste,35.21,2025-11-24,fk_invalida:os_id
3034,3034,Ruído,Impacto,86.49,2025-12-26,fk_invalida:os_id
3037,3037,Superaquecimento,Desgaste,126.67,2026-02-27,fk_invalida:os_id
3038,3038,Não liga,Oxidação,37.22,2025-11-27,fk_invalida:os_id
3039,3039,Ruído,Impacto,145.28,2025-10-23,fk_invalida:os_id
3040,3040,Superaquecimento,Software,96.39,2025-08-13,fk_invalida:os_id
3042,3042,Falha de rede,Oxidação,189.19,2025-07-10,fk_invalida:os_id
3043,3043,Falha de rede,Componente queimado,163.91,2026-04-04,fk_invalida:os_id
3045,3045,Superaquecimento,Impacto,238.06,2025-08-24,fk_invalida:os_id
3046,3046,Sem imagem,Impacto,185.01,2026-02-15,fk_invalida:os_id
3047,3047,Ruído,Software,244.1,2026-05-07,fk_invalida:os_id
3048,3048,Ruído,Desgaste,117.9,2026-03-16,fk_invalida:os_id
3049,3049,Ruído,Desgaste,82.63,2025-12-07,fk_invalida:os_id
3050,3050,Lento,Software,116.44,2025-08-20,fk_invalida:os_id
3051,3051,Lento,Componente queimado,180.63,2026-03-27,fk_invalida:os_id
3054,3054,Falha de rede,Oxidação,40.57,2025-12-30,fk_invalida:os_id
3055,3055,Não liga,Impacto,85.38,2026-03-27,fk_invalida:os_id
3056,3056,Falha de rede,Desgaste,88.82,2026-01-10,fk_invalida:os_id
3057,3057,Falha de rede,Software,240.28,2025-11-17,fk_invalida:os_id
3059,3059,Falha de rede,Componente queimado,125.75,2026-01-18,fk_invalida:os_id
3060,3060,Tela quebrada,Oxidação,54.54,2025-11-05,fk_invalida:os_id
3061,3061,Falha de rede,Desgaste,131.27,2026-04-28,fk_invalida:os_id
3062,3062,Sem imagem,Impacto,121.46,2025-12-02,fk_invalida:os_id
3063,3063,Ruído,Oxidação,154.43,2026-04-25,fk_invalida:os_id
3064,3064,Falha de rede,Desgaste,45.74,2026-05-08,fk_invalida:os_id
3068,3068,Não carrega,Componente queimado,226.99,2025-07-09,fk_invalida:os_id
3069,3069,Lento,Desgaste,135.4,2025-07-29,fk_invalida:os_id
3070,3070,Superaquecimento,Impacto,201.58,2025-07-17,fk_invalida:os_id
3071,3071,Ruído,Oxidação,247.25,2025-11-11,fk_invalida:os_id
3073,3073,Falha de rede,Impacto,242.67,2025-11-05,fk_invalida:os_id
3074,3074,Ruído,Desgaste,225.39,2025-09-18,fk_invalida:os_id
3075,3075,Ruído,Desgaste,179.5,2026-02-12,fk_invalida:os_id
3076,3076,Falha de rede,Desgaste,213.37,2026-03-05,fk_invalida:os_id
3077,3077,Ruído,Impacto,142.7,2026-03-25,fk_invalida:os_id
3079,3079,Não liga,Software,209.7,2025-10-16,fk_invalida:os_id
3080,3080,Não liga,Componente queimado,115.3,2026-04-03,fk_invalida:os_id
3085,3085,Falha de rede,Impacto,153.68,2026-03-04,fk_invalida:os_id
3086,3086,Falha de rede,Oxidação,173.81,2025-11-10,fk_invalida:os_id
3089,3089,Falha de rede,Software,205.54,2026-05-21,fk_invalida:os_id
3090,3090,Lento,Componente queimado,181.33,2025-10-29,fk_invalida:os_id
3091,3091,Sem imagem,Componente queimado,231.49,2025-07-16,fk_invalida:os_id
3092,3092,Tela quebrada,Desgaste,186.93,2025-10-07,fk_invalida:os_id
3093,3093,Falha de rede,Componente queimado,235.47,2026-01-16,fk_invalida:os_id
3094,3094,Tela quebrada,Software,221.26,2026-06-15,fk_invalida:os_id
3095,3095,Superaquecimento,Componente queimado,72.66,2026-05-12,fk_invalida:os_id
3096,3096,Lento,Oxidação,125.9,2025-11-26,fk_invalida:os_id
3097,3097,Tela quebrada,Componente queimado,67.73,2025-08-19,fk_invalida:os_id
3098,3098,Não carrega,Oxidação,146.21,2025-07-11,fk_invalida:os_id
3099,3099,Sem imagem,Desgaste,137.65,2025-09-14,fk_invalida:os_id
3105,3105,Superaquecimento,Componente queimado,206.89,2025-08-14,fk_invalida:os_id
3106,3106,Sem imagem,Software,101.29,2026-01-19,fk_invalida:os_id
3107,3107,Falha de rede,Componente queimado,102.95,2026-06-28,fk_invalida:os_id
3108,3108,Tela quebrada,Software,100.48,2026-05-11,fk_invalida:os_id
3109,3109,Sem imagem,Impacto,58.83,2026-04-07,fk_invalida:os_id
3110,3110,Ruído,Desgaste,174.23,2025-10-13,fk_invalida:os_id
3111,3111,Superaquecimento,Impacto,235.87,2025-11-13,fk_invalida:os_id
3112,3112,Não liga,Impacto,154.91,2025-11-22,fk_invalida:os_id
3113,3113,Não carrega,Impacto,37.18,2025-09-29,fk_invalida:os_id
3115,3115,Ruído,Desgaste,237.16,2026-01-18,fk_invalida:os_id
3116,3116,Superaquecimento,Desgaste,204.9,2025-09-16,fk_invalida:os_id
3117,3117,Falha de rede,Software,200.63,2025-12-14,fk_invalida:os_id
3118,3118,Superaquecimento,Componente queimado,120.44,2026-05-10,fk_invalida:os_id
3119,3119,Lento,Desgaste,162.32,2025-10-20,fk_invalida:os_id
3120,3120,Ruído,Desgaste,158.35,2025-08-27,fk_invalida:os_id
3121,3121,Lento,Impacto,214.94,2026-01-23,fk_invalida:os_id
3122,3122,Tela quebrada,Desgaste,77.72,2026-01-27,fk_invalida:os_id
3124,3124,Não carrega,Desgaste,138.86,2025-10-08,fk_invalida:os_id
3125,3125,Falha de rede,Componente queimado,92.31,2025-07-21,fk_invalida:os_id
3126,3126,Ruído,Componente queimado,199.68,2025-10-08,fk_invalida:os_id
3128,3128,Tela quebrada,Impacto,248.89,2025-10-15,fk_invalida:os_id
3129,3129,Não carrega,Componente queimado,235.29,2026-05-18,fk_invalida:os_id
3130,3130,Lento,Desgaste,209.32,2026-05-19,fk_invalida:os_id
3131,3131,Sem imagem,Oxidação,228.95,2026-05-14,fk_invalida:os_id
3132,3132,Não liga,Impacto,136.23,2025-08-14,fk_invalida:os_id
3133,3133,Sem imagem,Software,144.97,2026-05-23,fk_invalida:os_id
3135,3135,Ruído,Impacto,114.71,2025-07-13,fk_invalida:os_id
3136,3136,Superaquecimento,Desgaste,245.25,2025-09-16,fk_invalida:os_id
3137,3137,Não liga,Oxidação,173.86,2025-07-08,fk_invalida:os_id
3138,3138,Tela quebrada,Desgaste,114.54,2025-08-04,fk_invalida:os_id
3139,3139,Superaquecimento,Componente queimado,107.83,2026-04-15,fk_invalida:os_id
3141,3141,Não carrega,Componente queimado,116.85,2025-10-30,fk_invalida:os_id
3143,3143,Falha de rede,Componente queimado,153.72,2026-02-17,fk_invalida:os_id
3145,3145,Lento,Componente queimado,187.4,2026-05-23,fk_invalida:os_id
3146,3146,Superaquecimento,Impacto,223.49,2025-08-24,fk_invalida:os_id
3147,3147,Superaquecimento,Software,187.92,2025-07-14,fk_invalida:os_id
3148,3148,Superaquecimento,Impacto,127.51,2026-06-14,fk_invalida:os_id
3149,3149,Não carrega,Software,57.82,2026-04-14,fk_invalida:os_id
3150,3150,Lento,Componente queimado,223.31,2026-03-15,fk_invalida:os_id
3151,3151,Ruído,Componente queimado,192.68,2026-06-14,fk_invalida:os_id
3152,3152,Sem imagem,Impacto,153.2,2026-06-07,fk_invalida:os_id
3154,3154,Ruído,Software,164.82,2026-01-06,fk_invalida:os_id
3155,3155,Não liga,Desgaste,145.96,2026-05-13,fk_invalida:os_id
3156,3156,Falha de rede,Desgaste,38.0,2025-08-12,fk_invalida:os_id
3158,3158,Falha de rede,Componente queimado,43.61,2025-12-18,fk_invalida:os_id
3161,3161,Tela quebrada,Software,176.62,2026-06-28,fk_invalida:os_id
3162,3162,Sem imagem,Oxidação,147.47,2025-10-25,fk_invalida:os_id
3163,3163,Não carrega,Impacto,137.4,2026-05-18,fk_invalida:os_id
3164,3164,Falha de rede,Oxidação,41.79,2025-09-09,fk_invalida:os_id
3165,3165,Ruído,Software,176.81,2026-01-13,fk_invalida:os_id
3166,3166,Sem imagem,Componente queimado,45.52,2026-03-25,fk_invalida:os_id
3167,3167,Falha de rede,Componente queimado,224.54,2026-05-30,fk_invalida:os_id
3168,3168,Não liga,Componente queimado,115.12,2025-11-21,fk_invalida:os_id
3170,3170,Não liga,Software,189.82,2026-02-08,fk_invalida:os_id
3171,3171,Não carrega,Desgaste,101.06,2026-05-27,fk_invalida:os_id
3172,3172,Sem imagem,Impacto,183.12,2026-05-23,fk_invalida:os_id
3174,3174,Sem imagem,Componente queimado,194.28,2026-01-16,fk_invalida:os_id
3175,3175,Superaquecimento,Desgaste,86.1,2026-04-28,fk_invalida:os_id
3176,3176,Superaquecimento,Desgaste,139.07,2026-02-19,fk_invalida:os_id
3177,3177,Não liga,Software,104.15,2025-07-07,fk_invalida:os_id
3178,3178,Falha de rede,Componente queimado,228.07,2026-01-17,fk_invalida:os_id
3180,3180,Superaquecimento,Impacto,41.49,2026-04-26,fk_invalida:os_id
3182,3182,Ruído,Software,133.33,2026-04-11,fk_invalida:os_id
3184,3184,Não liga,Componente queimado,62.55,2025-10-12,fk_invalida:os_id
3185,3185,Não carrega,Componente queimado,175.31,2025-08-16,fk_invalida:os_id
3186,3186,Sem imagem,Oxidação,50.3,2025-11-24,fk_invalida:os_id
3187,3187,Lento,Impacto,124.69,2025-09-14,fk_invalida:os_id
3188,3188,Superaquecimento,Software,222.56,2025-09-26,fk_invalida:os_id
3190,3190,Não liga,Impacto,104.19,2026-05-15,fk_invalida:os_id
3191,3191,Não carrega,Desgaste,142.82,2025-07-11,fk_invalida:os_id
3192,3192,Não liga,Componente queimado,155.02,2026-03-27,fk_invalida:os_id
3193,3193,Lento,Software,34.37,2025-12-10,fk_invalida:os_id
3195,3195,Tela quebrada,Componente queimado,226.89,2025-08-16,fk_invalida:os_id
3196,3196,Tela quebrada,Desgaste,42.29,2025-12-17,fk_invalida:os_id
3197,3197,Sem imagem,Software,196.09,2025-08-31,fk_invalida:os_id
3199,3199,Sem imagem,Software,245.05,2026-04-27,fk_invalida:os_id
3200,3200,Lento,Impacto,233.41,2026-04-24,fk_invalida:os_id
3201,3201,Falha de rede,Software,246.54,2025-07-10,fk_invalida:os_id
3202,3202,Não liga,Desgaste,219.97,2026-02-14,fk_invalida:os_id
3203,3203,Lento,Componente queimado,131.51,2025-12-20,fk_invalida:os_id
3205,3205,Não carrega,Desgaste,53.26,2026-04-19,fk_invalida:os_id
3206,3206,Sem imagem,Oxidação,102.82,2026-05-19,fk_invalida:os_id
3207,3207,Não liga,Componente queimado,224.08,2026-01-24,fk_invalida:os_id
3209,3209,Ruído,Componente queimado,211.64,2026-05-21,fk_invalida:os_id
3211,3211,Superaquecimento,Oxidação,174.43,2025-08-27,fk_invalida:os_id
3212,3212,Tela quebrada,Desgaste,38.3,2025-07-10,fk_invalida:os_id
3213,3213,Não liga,Componente queimado,204.6,2025-10-22,fk_invalida:os_id
3214,3214,Ruído,Impacto,124.9,2026-04-27,fk_invalida:os_id
3216,3216,Tela quebrada,Desgaste,148.26,2026-06-20,fk_invalida:os_id
3217,3217,Não liga,Componente queimado,77.09,2025-09-24,fk_invalida:os_id
3218,3218,Lento,Software,173.72,2026-02-04,fk_invalida:os_id
3219,3219,Superaquecimento,Software,125.58,2025-10-27,fk_invalida:os_id
3220,3220,Falha de rede,Oxidação,118.14,2025-12-12,fk_invalida:os_id
3221,3221,Ruído,Impacto,192.74,2025-11-23,fk_invalida:os_id
3222,3222,Superaquecimento,Impacto,234.49,2026-04-17,fk_invalida:os_id
3223,3223,Tela quebrada,Desgaste,99.16,2026-04-25,fk_invalida:os_id
3224,3224,Superaquecimento,Software,37.83,2026-05-09,fk_invalida:os_id
3226,3226,Sem imagem,Desgaste,58.79,2025-11-21,fk_invalida:os_id
3227,3227,Tela quebrada,Software,65.14,2025-08-17,fk_invalida:os_id
3228,3228,Não liga,Oxidação,67.56,2025-09-24,fk_invalida:os_id
3229,3229,Não liga,Oxidação,73.55,2026-02-09,fk_invalida:os_id
3231,3231,Superaquecimento,Software,164.2,2026-03-22,fk_invalida:os_id
3232,3232,Lento,Oxidação,136.71,2026-04-29,fk_invalida:os_id
3233,3233,Não liga,Desgaste,53.88,2025-10-11,fk_invalida:os_id
3234,3234,Ruído,Desgaste,169.01,2025-09-19,fk_invalida:os_id
3236,3236,Não carrega,Oxidação,40.96,2025-12-28,fk_invalida:os_id
3237,3237,Não liga,Impacto,208.37,2026-04-12,fk_invalida:os_id
3238,3238,Não liga,Desgaste,188.65,2026-04-23,fk_invalida:os_id
3239,3239,Ruído,Software,172.9,2026-05-16,fk_invalida:os_id
3240,3240,Ruído,Impacto,169.74,2026-01-14,fk_invalida:os_id
3241,3241,Sem imagem,Desgaste,48.04,2026-04-20,fk_invalida:os_id
3242,3242,Falha de rede,Software,108.06,2025-07-16,fk_invalida:os_id
3243,3243,Não carrega,Oxidação,155.8,2025-12-12,fk_invalida:os_id
3244,3244,Superaquecimento,Desgaste,240.19,2026-05-01,fk_invalida:os_id
3245,3245,Tela quebrada,Oxidação,145.59,2026-03-14,fk_invalida:os_id
3246,3246,Falha de rede,Componente queimado,103.94,2025-10-21,fk_invalida:os_id
3247,3247,Não liga,Software,170.96,2025-08-05,fk_invalida:os_id
3248,3248,Não carrega,Oxidação,49.45,2026-03-26,fk_invalida:os_id
3251,3251,Não carrega,Componente queimado,43.87,2025-12-09,fk_invalida:os_id
3252,3252,Sem imagem,Desgaste,181.81,2026-05-27,fk_invalida:os_id
3254,3254,Superaquecimento,Oxidação,35.06,2025-09-28,fk_invalida:os_id
3255,3255,Falha de rede,Componente queimado,130.36,2026-03-18,fk_invalida:os_id
3256,3256,Superaquecimento,Software,207.74,2025-09-14,fk_invalida:os_id
3257,3257,Lento,Oxidação,42.41,2025-11-20,fk_invalida:os_id
3258,3258,Lento,Oxidação,213.85,2026-04-12,fk_invalida:os_id
3259,3259,Não carrega,Software,87.64,2025-09-10,fk_invalida:os_id
3261,3261,Lento,Impacto,229.74,2026-01-17,fk_invalida:os_id
3262,3262,Não carrega,Impacto,221.91,2025-07-15,fk_invalida:os_id
3263,3263,Tela quebrada,Impacto,173.49,2026-05-16,fk_invalida:os_id
3264,3264,Não liga,Oxidação,66.08,2025-07-22,fk_invalida:os_id
3267,3267,Não carrega,Componente queimado,51.44,2025-11-17,fk_invalida:os_id
3268,3268,Ruído,Software,63.88,2026-02-28,fk_invalida:os_id
3269,3269,Não liga,Componente queimado,219.63,2026-03-12,fk_invalida:os_id
3270,3270,Tela quebrada,Software,156.53,2025-11-12,fk_invalida:os_id
3271,3271,Lento,Oxidação,86.81,2025-07-08,fk_invalida:os_id
3277,3277,Tela quebrada,Software,207.25,2025-09-08,fk_invalida:os_id
3279,3279,Tela quebrada,Impacto,228.21,2025-08-09,fk_invalida:os_id
3281,3281,Não carrega,Software,214.19,2026-05-22,fk_invalida:os_id
3282,3282,Não carrega,Desgaste,87.63,2025-09-13,fk_invalida:os_id
3283,3283,Lento,Impacto,148.13,2026-03-27,fk_invalida:os_id
3285,3285,Não carrega,Desgaste,91.28,2026-03-19,fk_invalida:os_id
3287,3287,Tela quebrada,Oxidação,180.6,2026-02-25,fk_invalida:os_id
3291,3291,Falha de rede,Oxidação,152.19,2025-10-30,fk_invalida:os_id
3292,3292,Tela quebrada,Componente queimado,41.05,2026-02-11,fk_invalida:os_id
3293,3293,Ruído,Oxidação,47.46,2025-07-10,fk_invalida:os_id
3295,3295,Superaquecimento,Impacto,114.56,2025-11-27,fk_invalida:os_id
3299,3299,Ruído,Software,226.12,2025-07-18,fk_invalida:os_id
3300,3300,Não carrega,Oxidação,221.15,2025-09-24,fk_invalida:os_id
3301,3301,Lento,Componente queimado,34.09,2025-07-09,fk_invalida:os_id
3302,3302,Não liga,Oxidação,196.81,2026-04-22,fk_invalida:os_id
3303,3303,Tela quebrada,Componente queimado,119.64,2025-09-22,fk_invalida:os_id
3304,3304,Tela quebrada,Desgaste,114.99,2025-10-15,fk_invalida:os_id
3306,3306,Superaquecimento,Oxidação,167.83,2026-03-12,fk_invalida:os_id
3307,3307,Falha de rede,Desgaste,181.89,2025-10-18,fk_invalida:os_id
3308,3308,Sem imagem,Componente queimado,222.17,2025-08-04,fk_invalida:os_id
3310,3310,Sem imagem,Software,188.54,2026-02-15,fk_invalida:os_id
3311,3311,Não liga,Oxidação,129.17,2026-05-10,fk_invalida:os_id
3314,3314,Lento,Desgaste,249.87,2026-02-03,fk_invalida:os_id
3315,3315,Sem imagem,Componente queimado,214.92,2026-01-12,fk_invalida:os_id
3316,3316,Não carrega,Desgaste,80.39,2026-05-26,fk_invalida:os_id
3317,3317,Não liga,Software,173.94,2025-09-16,fk_invalida:os_id
3318,3318,Não carrega,Desgaste,135.03,2026-05-16,fk_invalida:os_id
3322,3322,Não liga,Desgaste,243.33,2025-11-18,fk_invalida:os_id
3324,3324,Falha de rede,Oxidação,207.73,2026-06-14,fk_invalida:os_id
3327,3327,Sem imagem,Software,192.6,2026-01-21,fk_invalida:os_id
3331,3331,Lento,Oxidação,149.59,2025-12-19,fk_invalida:os_id
3332,3332,Ruído,Impacto,84.93,2025-12-19,fk_invalida:os_id
3333,3333,Lento,Impacto,104.0,2026-06-02,fk_invalida:os_id
3334,3334,Não liga,Componente queimado,121.3,2025-08-29,fk_invalida:os_id
3335,3335,Lento,Oxidação,220.56,2026-06-22,fk_invalida:os_id
3336,3336,Sem imagem,Impacto,54.94,2025-07-27,fk_invalida:os_id
3338,3338,Sem imagem,Oxidação,134.25,2026-01-23,fk_invalida:os_id
3339,3339,Ruído,Impacto,105.36,2026-05-13,fk_invalida:os_id
3340,3340,Tela quebrada,Desgaste,106.12,2025-11-14,fk_invalida:os_id
3341,3341,Lento,Software,150.39,2025-07-06,fk_invalida:os_id
3343,3343,Lento,Componente queimado,125.22,2025-11-25,fk_invalida:os_id
3344,3344,Não carrega,Oxidação,41.63,2025-09-25,fk_invalida:os_id
3348,3348,Não carrega,Desgaste,34.78,2026-03-29,fk_invalida:os_id
3349,3349,Superaquecimento,Oxidação,202.02,2026-05-11,fk_invalida:os_id
3350,3350,Tela quebrada,Componente queimado,139.02,2026-05-09,fk_invalida:os_id
3351,3351,Superaquecimento,Desgaste,79.5,2025-07-29,fk_invalida:os_id
3352,3352,Lento,Desgaste,68.29,2025-12-06,fk_invalida:os_id
3353,3353,Lento,Oxidação,179.51,2026-04-06,fk_invalida:os_id
3354,3354,Não carrega,Software,177.54,2025-12-15,fk_invalida:os_id
3356,3356,Tela quebrada,Software,103.17,2026-01-24,fk_invalida:os_id
3357,3357,Falha de rede,Impacto,53.33,2025-08-09,fk_invalida:os_id
3359,3359,Tela quebrada,Componente queimado,51.83,2025-10-22,fk_invalida:os_id
3360,3360,Superaquecimento,Componente queimado,203.51,2026-02-22,fk_invalida:os_id
3361,3361,Lento,Software,156.64,2025-08-18,fk_invalida:os_id
3363,3363,Tela quebrada,Impacto,84.43,2025-12-30,fk_invalida:os_id
3364,3364,Tela quebrada,Impacto,155.29,2026-01-19,fk_invalida:os_id
3365,3365,Lento,Componente queimado,223.4,2025-08-12,fk_invalida:os_id
3366,3366,Não carrega,Oxidação,143.93,2025-09-04,fk_invalida:os_id
3367,3367,Ruído,Software,85.99,2026-04-21,fk_invalida:os_id
3368,3368,Sem imagem,Impacto,169.32,2026-01-04,fk_invalida:os_id
3369,3369,Lento,Impacto,191.71,2025-09-29,fk_invalida:os_id
3371,3371,Tela quebrada,Impacto,235.25,2025-07-08,fk_invalida:os_id
3372,3372,Falha de rede,Oxidação,110.96,2026-05-24,fk_invalida:os_id
3373,3373,Tela quebrada,Desgaste,92.59,2025-11-29,fk_invalida:os_id
3374,3374,Não carrega,Impacto,99.22,2026-02-04,fk_invalida:os_id
3375,3375,Não liga,Software,35.02,2026-01-15,fk_invalida:os_id
3376,3376,Falha de rede,Desgaste,162.3,2025-07-15,fk_invalida:os_id
3377,3377,Ruído,Desgaste,118.13,2026-06-09,fk_invalida:os_id
3378,3378,Lento,Software,32.69,2025-11-12,fk_invalida:os_id
3379,3379,Tela quebrada,Impacto,216.08,2025-07-25,fk_invalida:os_id
3383,3383,Sem imagem,Desgaste,31.42,2026-02-17,fk_invalida:os_id
3384,3384,Não liga,Componente queimado,51.92,2026-05-16,fk_invalida:os_id
3386,3386,Ruído,Componente queimado,247.29,2025-08-03,fk_invalida:os_id
3387,3387,Falha de rede,Software,212.13,2026-01-13,fk_invalida:os_id
3389,3389,Tela quebrada,Impacto,77.0,2026-06-12,fk_invalida:os_id
3390,3390,Não liga,Software,161.41,2026-01-30,fk_invalida:os_id
3392,3392,Não liga,Desgaste,71.65,2025-09-19,fk_invalida:os_id
3393,3393,Falha de rede,Desgaste,119.68,2026-05-07,fk_invalida:os_id
3395,3395,Lento,Impacto,159.54,2026-03-20,fk_invalida:os_id
3396,3396,Ruído,Oxidação,85.19,2025-12-24,fk_invalida:os_id
3397,3397,Não liga,Desgaste,35.05,2025-12-19,fk_invalida:os_id
3398,3398,Superaquecimento,Impacto,47.5,2025-09-09,fk_invalida:os_id
3402,3402,Lento,Desgaste,115.37,2025-12-06,fk_invalida:os_id
3403,3403,Não liga,Componente queimado,116.02,2026-01-17,fk_invalida:os_id
3404,3404,Sem imagem,Oxidação,82.3,2026-01-11,fk_invalida:os_id
3405,3405,Não liga,Software,189.69,2025-09-14,fk_invalida:os_id
3408,3408,Não liga,Oxidação,243.61,2026-04-27,fk_invalida:os_id
3409,3409,Lento,Impacto,199.03,2026-01-10,fk_invalida:os_id
3411,3411,Ruído,Impacto,115.26,2026-03-10,fk_invalida:os_id
3412,3412,Superaquecimento,Software,89.43,2025-09-24,fk_invalida:os_id
3413,3413,Ruído,Software,224.42,2026-04-22,fk_invalida:os_id
3414,3414,Não liga,Software,53.67,2026-06-06,fk_invalida:os_id
3415,3415,Falha de rede,Oxidação,53.93,2026-04-23,fk_invalida:os_id
3416,3416,Superaquecimento,Desgaste,54.02,2025-08-14,fk_invalida:os_id
3417,3417,Tela quebrada,Impacto,241.72,2026-05-16,fk_invalida:os_id
3418,3418,Ruído,Componente queimado,75.52,2026-02-07,fk_invalida:os_id
3419,3419,Tela quebrada,Componente queimado,72.44,2025-12-12,fk_invalida:os_id
3421,3421,Sem imagem,Oxidação,199.94,2025-09-06,fk_invalida:os_id
3422,3422,Falha de rede,Componente queimado,89.22,2025-11-06,fk_invalida:os_id
3424,3424,Lento,Impacto,98.72,2026-03-14,fk_invalida:os_id
3425,3425,Superaquecimento,Software,117.68,2026-03-04,fk_invalida:os_id
3426,3426,Não carrega,Componente queimado,128.12,2025-09-18,fk_invalida:os_id
3428,3428,Tela quebrada,Desgaste,180.19,2026-03-11,fk_invalida:os_id
3429,3429,Não liga,Impacto,51.79,2026-04-26,fk_invalida:os_id
3430,3430,Não carrega,Software,167.84,2025-09-14,fk_invalida:os_id
3431,3431,Não carrega,Desgaste,126.3,2026-05-22,fk_invalida:os_id
3432,3432,Falha de rede,Software,143.67,2025-08-23,fk_invalida:os_id
3433,3433,Superaquecimento,Desgaste,168.88,2026-04-16,fk_invalida:os_id
3434,3434,Não carrega,Desgaste,77.79,2025-09-11,fk_invalida:os_id
3436,3436,Não liga,Desgaste,92.74,2026-06-17,fk_invalida:os_id
3437,3437,Lento,Oxidação,102.27,2025-08-30,fk_invalida:os_id
3438,3438,Superaquecimento,Impacto,169.77,2026-03-20,fk_invalida:os_id
3439,3439,Lento,Desgaste,183.93,2026-04-24,fk_invalida:os_id
3440,3440,Ruído,Impacto,126.93,2026-01-06,fk_invalida:os_id
3441,3441,Sem imagem,Software,215.7,2026-05-12,fk_invalida:os_id
3442,3442,Sem imagem,Desgaste,194.21,2025-09-23,fk_invalida:os_id
3443,3443,Superaquecimento,Software,173.15,2025-09-17,fk_invalida:os_id
3446,3446,Não liga,Desgaste,153.92,2025-07-12,fk_invalida:os_id
3447,3447,Ruído,Desgaste,185.69,2026-04-23,fk_invalida:os_id
3448,3448,Sem imagem,Oxidação,33.99,2026-01-11,fk_invalida:os_id
3450,3450,Falha de rede,Software,85.97,2026-06-27,fk_invalida:os_id
3451,3451,Tela quebrada,Desgaste,39.83,2026-04-03,fk_invalida:os_id
3455,3455,Tela quebrada,Impacto,213.72,2026-01-10,fk_invalida:os_id
3456,3456,Lento,Desgaste,72.73,2026-04-12,fk_invalida:os_id
3457,3457,Falha de rede,Componente queimado,39.06,2025-11-20,fk_invalida:os_id
3461,3461,Ruído,Componente queimado,170.32,2026-03-24,fk_invalida:os_id
3462,3462,Superaquecimento,Desgaste,107.13,2026-03-26,fk_invalida:os_id
3463,3463,Superaquecimento,Impacto,162.13,2025-08-12,fk_invalida:os_id
3464,3464,Lento,Oxidação,204.17,2026-03-30,fk_invalida:os_id
3465,3465,Sem imagem,Desgaste,139.79,2026-06-01,fk_invalida:os_id
3467,3467,Lento,Desgaste,237.71,2025-08-29,fk_invalida:os_id
3468,3468,Ruído,Software,73.68,2026-02-26,fk_invalida:os_id
