avaliacao_id;matricula_id;profissional_id;data_avaliacao;imc;gordura_pct;peso_kg;objetivo
3423;1703;37;2026-04-28;21,2;13,5;83,9;Condicionamento
3424;1704;7;2025-07-03;37,5;31,0;99,2;Hipertrofia
3425;1704;23;2026-02-01;28,8;29,3;47,6;Condicionamento
3426;1704;38;2026-01-25;21,8;22,2;53,1;Hipertrofia
3427;1705;17;2025-11-07;20,4;31,5;84,7;Saúde
3428;1705;39;2026-02-10;19,6;19,7;57,3;Saúde
3429;1705;15;2025-07-17;23,7;29,9;73,6;Emagrecimento
3430;1706;38;2026-02-10;32,5;14,6;72,9;Condicionamento
3431;1706;33;2026-06-06;33,7;28,6;103,1;Hipertrofia
3432;1706;17;2025-07-22;36,9;17,8;88,7;Condicionamento
3433;1707;26;2025-07-08;35,7;30,2;94,0;Hipertrofia
3434;1707;30;2026-02-21;37,8;29,4;91,7;Hipertrofia
3435;1707;7;2025-10-15;27,6;18,0;88,2;Hipertrofia
3436;1708;27;2025-08-31;27,6;27,8;58,0;Hipertrofia
3437;1708;32;2025-11-23;22,4;23,6;100,6;Emagrecimento
3438;1708;7;2025-11-04;29,3;20,1;58,1;Condicionamento
3439;1709;23;2025-09-11;34,5;12,1;87,9;Saúde
3440;1709;23;2025-09-11;35,7;15,4;55,5;Condicionamento
3441;1710;18;2025-11-06;28,6;14,9;56,8;Emagrecimento
3442;1710;29;2025-08-17;26,9;28,4;97,9;Saúde
3443;1711;7;2026-04-11;33,3;21,5;86,2;Saúde
3444;1712;37;2026-03-30;37,5;21,1;88,1;Condicionamento
3445;1712;15;2025-07-18;36,9;25,8;79,6;Emagrecimento
3446;1712;36;2025-09-08;24,4;29,1;49,7;Condicionamento
3447;1713;15;2026-06-21;22,8;24,8;76,2;Hipertrofia
3448;1714;24;2025-08-18;18,3;34,2;106,8;Saúde
3449;1714;1;2026-02-18;28,1;16,8;90,0;Hipertrofia
3450;1714;34;2025-08-27;31,5;14,1;54,7;Emagrecimento
3451;1715;28;2025-10-16;32,9;25,6;63,2;Emagrecimento
3452;1715;18;2025-12-05;36,5;26,0;83,6;Saúde
3453;1715;21;2025-07-03;28,6;18,4;58,8;Emagrecimento
3454;1716;37;2026-06-19;30,8;12,7;56,7;Emagrecimento
3455;1717;29;2025-11-20;19,9;31,0;84,0;Emagrecimento
3456;1717;7;2025-10-13;27,5;20,6;75,4;Saúde
3457;1717;27;2025-12-25;28,0;29,9;87,0;Emagrecimento
3458;1718;34;2026-06-16;20,2;21,6;98,0;Emagrecimento
3459;1719;37;2026-01-15;19,2;26,1;83,5;Hipertrofia
3460;1719;6;2025-10-19;26,9;14,2;108,8;Emagrecimento
3461;1720;28;2026-05-04;30,8;15,9;93,4;Hipertrofia
3462;1720;29;2026-06-07;27,5;16,8;88,7;Emagrecimento
3463;1721;15;2025-12-14;19,1;24,5;61,2;Condicionamento
3464;1722;3;2026-03-07;21,2;34,2;53,0;Emagrecimento
3465;1722;21;2026-04-21;28,4;32,3;71,4;Saúde
3466;1723;18;2026-05-24;23,0;12,5;51,5;Condicionamento
3467;1723;40;2025-07-21;32,7;16,4;55,0;Saúde
3468;1723;25;2025-07-17;24,7;18,2;48,3;Saúde
3469;1724;32;2025-07-22;21,2;34,9;63,2;Saúde
3470;1724;6;2026-05-23;25,5;17,9;94,9;Saúde
3471;1725;1;2025-07-19;30,6;13,1;51,0;Condicionamento
3472;1725;25;2025-12-31;21,9;32,7;60,0;Condicionamento
3473;1725;7;2025-10-01;20,9;30,4;76,5;Condicionamento
3474;1726;36;2026-04-29;19,0;19,5;54,9;Saúde
3475;1726;5;2025-08-10;24,7;20,8;106,3;Condicionamento
3476;1726;5;2025-10-27;24,9;19,9;96,6;Condicionamento
3477;1727;5;2026-02-05;22,7;30,5;64,8;Saúde
3478;1727;27;2026-03-16;37,6;17,9;75,3;Hipertrofia
3479;1728;21;2026-06-04;27,4;19,1;100,5;Saúde
3480;1729;14;2026-05-05;24,7;17,7;96,9;Hipertrofia
3481;1729;24;2025-11-12;19,7;27,7;83,4;Condicionamento
3482;1730;35;2025-11-13;22,7;20,5;81,4;Emagrecimento
3483;1730;30;2025-07-05;31,2;34,5;74,8;Hipertrofia
3484;1731;31;2025-10-16;21,5;34,2;52,1;Emagrecimento
3485;1731;36;2026-05-17;32,2;30,5;65,3;Emagrecimento
3486;1732;16;2025-09-23;37,7;31,2;91,6;Saúde
3487;1732;1;2025-11-21;30,2;33,5;109,3;Hipertrofia
3488;1733;10;2025-12-11;26,9;17,3;95,1;Hipertrofia
3489;1734;12;2026-06-05;29,0;21,1;55,7;Emagrecimento
3490;1735;30;2026-03-02;37,6;20,6;79,4;Hipertrofia
3491;1735;5;2025-10-11;25,0;13,6;99,5;Emagrecimento
3492;1735;2;2026-04-08;26,0;19,1;45,0;Condicionamento
3493;1736;3;2026-06-07;26,8;33,7;57,5;Saúde
3494;1736;17;2026-04-03;25,3;13,2;90,2;Hipertrofia
3495;1737;7;2025-10-31;37,3;25,8;63,0;Saúde
3496;1737;6;2025-11-22;19,8;29,6;47,2;Saúde
3497;1738;38;2026-01-11;30,0;19,3;72,5;Condicionamento
3498;1738;7;2026-06-28;21,2;27,8;82,9;Condicionamento
3499;1739;7;2026-04-12;32,5;25,3;66,2;Saúde
3500;1739;24;2025-11-06;20,9;24,0;100,5;Condicionamento
3501;1740;18;2026-01-19;33,6;29,2;46,5;Saúde
3502;1741;7;2025-12-12;36,4;24,8;69,5;Emagrecimento
3503;1741;12;2026-03-27;25,0;20,1;70,0;Condicionamento
3504;1741;18;2026-01-04;28,6;32,6;47,8;Saúde
3505;1742;19;2025-10-04;29,6;26,1;67,0;Hipertrofia
3506;1743;3;2026-05-22;36,7;20,3;106,9;Hipertrofia
3507;1744;5;2025-10-15;24,3;15,9;51,3;Saúde
3508;1744;22;2026-06-27;36,3;33,1;90,4;Saúde
3509;1744;2;2025-10-24;26,7;14,2;86,2;Condicionamento
3510;1745;23;2026-01-20;32,2;21,4;104,6;Emagrecimento
3511;1746;20;2025-08-26;32,5;23,0;85,3;Condicionamento
3512;1747;17;2026-04-18;36,1;27,4;90,6;Emagrecimento
3513;1747;11;2026-04-28;24,3;16,7;107,1;Hipertrofia
3514;1748;35;2026-04-19;30,2;17,2;56,0;Saúde
3515;1748;16;2025-12-05;20,6;31,7;80,2;Hipertrofia
3516;1748;34;2026-01-05;28,3;26,2;90,1;Condicionamento
3517;1749;16;2026-01-23;30,1;31,9;59,4;Condicionamento
3518;1750;23;2025-10-29;27,9;34,9;106,3;Emagrecimento
3519;1750;13;2026-05-14;36,3;33,4;88,8;Saúde
3520;1750;31;2026-03-02;22,8;24,5;84,1;Saúde
3521;1751;24;2026-02-19;20,0;26,0;69,2;Condicionamento
3522;1751;33;2025-10-21;28,5;31,5;81,1;Condicionamento
3523;1751;21;2026-05-31;18,5;24,5;83,1;Saúde
3524;1752;6;2025-10-31;25,0;32,2;98,8;Hipertrofia
3525;1752;30;2025-09-10;22,1;19,2;64,5;Emagrecimento
3526;1753;29;2026-05-20;23,7;30,8;54,9;Saúde
3527;1753;12;2025-08-27;30,0;32,2;74,6;Saúde
3528;1753;38;2025-07-12;18,4;16,4;74,7;Saúde
3529;1754;35;2026-04-11;35,2;12,2;63,8;Condicionamento
3530;1755;18;2026-01-03;33,6;22,6;48,1;Condicionamento
3531;1755;29;2026-03-12;31,5;34,9;82,7;Condicionamento
3532;1756;20;2026-01-10;37,9;32,4;67,3;Hipertrofia
3533;1757;23;2025-08-26;18,4;31,3;80,1;Emagrecimento
3534;1758;14;2025-07-12;19,6;14,4;50,8;Condicionamento
3535;1759;18;2026-05-22;25,6;23,5;52,9;Hipertrofia
3536;1759;39;2026-05-14;34,0;18,4;59,6;Emagrecimento
3537;1760;16;2025-10-01;21,1;24,2;47,9;Saúde
3538;1760;5;2025-08-25;28,7;15,3;87,1;Emagrecimento
3539;1761;37;2026-03-03;35,2;15,7;70,6;Emagrecimento
3540;1762;25;2025-07-07;26,9;15,9;51,1;Condicionamento
3541;1762;2;2026-02-13;22,9;19,9;77,4;Hipertrofia
3542;1762;27;2026-03-05;28,6;15,7;102,2;Condicionamento
3543;1763;25;2026-04-10;24,7;16,6;91,5;Emagrecimento
3544;1764;7;2025-10-20;21,1;32,2;71,8;Condicionamento
3545;1764;4;2025-12-10;19,4;13,5;48,4;Condicionamento
3546;1764;29;2026-01-19;19,3;27,0;46,3;Condicionamento
3547;1765;19;2026-01-05;37,3;20,9;102,6;Hipertrofia
3548;1766;6;2026-06-30;21,6;18,6;91,4;Hipertrofia
3549;1767;20;2025-12-02;27,2;14,5;72,7;Condicionamento
3550;1767;39;2025-12-12;20,3;34,0;59,2;Condicionamento
3551;1768;39;2025-12-25;29,9;27,4;62,0;Emagrecimento
3552;1769;35;2026-04-11;30,7;13,4;106,9;Condicionamento
3553;1770;23;2026-05-12;37,8;16,8;64,6;Saúde
3554;1771;18;2025-07-20;21,4;22,7;104,7;Condicionamento
3555;1772;1;2026-03-06;32,7;17,7;56,3;Saúde
3556;1772;12;2025-09-11;25,7;15,0;91,5;Condicionamento
3557;1773;27;2026-05-30;33,1;23,5;61,1;Emagrecimento
3558;1773;10;2025-08-20;28,3;16,4;62,4;Saúde
3559;1774;32;2026-02-10;29,4;17,6;69,5;Emagrecimento
3560;1775;3;2025-10-22;26,0;18,4;71,5;Saúde
3561;1775;36;2026-05-28;25,0;28,1;46,8;Condicionamento
3562;1775;4;2025-08-22;21,5;23,5;108,0;Condicionamento
3563;1776;35;2026-02-13;23,0;26,0;53,8;Saúde
3564;1776;30;2026-04-19;18,9;30,1;91,2;Condicionamento
3565;1776;7;2026-05-17;34,8;22,8;90,5;Hipertrofia
3566;1777;5;2026-01-29;36,2;28,0;108,4;Hipertrofia
3567;1777;7;2026-01-05;31,8;32,5;93,4;Saúde
3568;1777;4;2025-12-25;18,9;29,2;47,1;Saúde
3569;1778;2;2025-08-07;20,6;13,4;46,8;Hipertrofia
3570;1778;14;2025-10-28;33,4;14,2;55,3;Saúde
3571;1778;33;2025-09-28;22,4;18,5;49,0;Hipertrofia
3572;1779;6;2026-06-26;28,9;32,9;83,6;Emagrecimento
3573;1780;8;2026-04-21;25,9;26,9;86,2;Condicionamento
3574;1780;28;2026-01-21;20,1;26,1;100,6;Emagrecimento
3575;1781;40;2025-07-03;21,6;28,3;47,4;Saúde
3576;1781;4;2025-09-28;34,9;15,1;52,3;Saúde
3577;1782;30;2026-06-18;25,9;32,9;64,3;Saúde
3578;1782;6;2026-03-03;18,1;12,5;104,4;Emagrecimento
3579;1783;7;2025-09-29;18,3;25,2;93,3;Emagrecimento
3580;1783;24;2025-11-05;36,0;14,9;74,0;Hipertrofia
3581;1784;4;2025-08-12;24,7;31,6;93,7;Condicionamento
3582;1785;31;2026-02-13;36,7;16,6;45,9;Emagrecimento
3583;1785;26;2025-12-14;28,5;17,0;52,1;Condicionamento
3584;1785;22;2025-10-28;27,9;17,7;80,9;Emagrecimento
3585;1786;28;2026-05-16;31,1;22,7;102,5;Condicionamento
3586;1787;12;2026-02-09;33,8;33,4;50,8;Condicionamento
3587;1787;20;2026-02-12;32,7;22,0;54,4;Hipertrofia
3588;1788;1;2026-06-14;28,7;16,5;55,7;Saúde
3589;1788;29;2026-01-26;21,3;20,3;67,2;Saúde
3590;1789;15;2026-01-26;21,2;30,4;88,6;Hipertrofia
3591;1789;30;2026-03-13;27,8;14,1;60,0;Saúde
3592;1789;34;2025-07-12;25,1;32,8;53,3;Condicionamento
3593;1790;33;2026-05-17;19,5;13,9;77,5;Hipertrofia
3594;1790;12;2025-10-26;34,9;33,9;99,4;Condicionamento
3595;1791;28;2026-06-20;22,7;25,6;80,7;Saúde
3596;1792;25;2025-09-14;29,6;23,3;63,0;Condicionamento
3597;1793;40;2026-03-19;28,9;20,5;84,5;Condicionamento
3598;1793;16;2026-04-11;29,5;15,0;51,8;Condicionamento
3599;1793;31;2025-07-22;30,4;12,5;89,5;Hipertrofia
3600;1794;33;2025-12-21;35,1;13,4;89,0;Saúde
3601;1795;11;2025-08-20;29,5;28,7;92,1;Hipertrofia
3602;1795;5;2025-07-10;32,9;14,4;91,8;Hipertrofia
3603;1796;22;2026-05-01;25,7;29,6;48,6;Emagrecimento
3604;1796;31;2026-06-08;28,7;24,9;49,7;Saúde
3605;1797;30;2026-04-19;32,0;33,2;108,0;Saúde
3606;1797;6;2025-09-08;19,9;15,8;47,4;Emagrecimento
3607;1797;3;2025-10-31;30,3;23,1;103,3;Condicionamento
3608;1798;15;2026-04-11;29,4;33,9;63,9;Hipertrofia
3609;1798;30;2025-10-19;25,6;34,5;57,0;Saúde
3610;1799;14;2025-07-16;26,5;24,2;46,0;Saúde
3611;1800;16;2026-04-21;24,3;34,5;63,5;Emagrecimento
3612;1800;3;2025-12-29;27,4;22,5;56,9;Condicionamento
3613;1801;22;2026-02-09;36,3;27,6;87,9;Emagrecimento
3614;1801;29;2025-08-26;23,9;22,2;99,1;Saúde
3615;1802;27;2026-02-27;26,2;34,5;74,3;Saúde
3616;1802;28;2025-12-05;37,9;31,2;96,6;Hipertrofia
3617;1802;35;2026-05-07;34,5;31,5;102,0;Hipertrofia
3618;1803;24;2026-03-16;27,7;26,3;94,3;Emagrecimento
3619;1803;15;2026-04-29;23,2;12,5;101,9;Emagrecimento
3620;1804;34;2026-03-06;19,5;16,5;83,9;Condicionamento
3621;1804;35;2026-05-06;20,6;19,7;100,3;Saúde
3622;1805;7;2026-02-26;24,5;18,6;86,8;Saúde
3623;1806;33;2026-01-14;25,5;20,3;50,8;Hipertrofia
3624;1807;16;2026-05-07;31,3;32,8;93,2;Emagrecimento
3625;1808;17;2025-10-30;26,7;17,6;85,7;Hipertrofia
3626;1808;8;2025-07-27;23,6;30,2;75,0;Condicionamento
3627;1809;14;2025-12-14;35,8;12,8;81,1;Hipertrofia
3628;1809;21;2025-10-21;30,7;26,9;76,4;Condicionamento
3629;1809;17;2026-01-23;31,1;34,2;104,2;Saúde
3630;1810;20;2026-05-26;28,1;28,8;71,6;Condicionamento
3631;1811;20;2025-10-28;28,2;31,5;77,8;Condicionamento
3632;1811;31;2026-01-11;35,0;15,3;90,8;Hipertrofia
3633;1811;24;2026-06-01;34,9;30,4;63,8;Emagrecimento
3634;1812;35;2026-05-02;32,0;20,3;70,7;Saúde
3635;1812;23;2025-07-30;36,1;22,9;59,1;Emagrecimento
3636;1812;21;2025-10-01;35,8;22,3;65,7;Hipertrofia
3637;1813;12;2026-06-28;31,9;28,1;89,7;Saúde
3638;1814;14;2025-08-02;20,3;25,8;109,8;Condicionamento
3639;1815;6;2026-05-03;24,9;18,3;77,5;Emagrecimento
3640;1815;37;2026-03-02;22,9;27,9;75,2;Emagrecimento
3641;1816;19;2026-06-29;25,8;26,9;108,5;Emagrecimento
3642;1816;32;2025-08-18;19,8;17,4;102,7;Hipertrofia
3643;1817;35;2025-09-03;20,6;12,5;70,7;Saúde
3644;1817;7;2026-02-07;18,5;33,7;90,8;Condicionamento
3645;1818;30;2025-08-23;19,8;15,4;48,6;Hipertrofia
3646;1819;3;2026-04-14;23,9;25,4;100,1;Saúde
3647;1820;2;2026-06-15;19,1;34,9;66,0;Saúde
3648;1821;2;2025-12-15;35,5;24,0;84,3;Emagrecimento
3649;1822;25;2025-11-07;23,4;34,3;61,4;Condicionamento
3650;1822;19;2025-11-29;29,1;19,3;92,8;Hipertrofia
3651;1822;35;2026-05-17;26,0;15,1;106,0;Emagrecimento
3652;1823;21;2025-07-20;28,7;16,6;76,9;Saúde
3653;1824;18;2026-01-10;19,1;23,6;78,9;Emagrecimento
3654;1824;10;2025-08-24;32,6;26,4;47,3;Saúde
3655;1824;35;2025-10-07;29,9;18,9;104,8;Condicionamento
3656;1825;35;2026-06-07;29,1;16,2;78,8;Saúde
3657;1825;1;2026-06-21;35,2;22,5;107,6;Condicionamento
3658;1825;30;2025-07-03;29,5;12,4;75,9;Hipertrofia
3659;1826;22;2025-09-16;18,2;25,9;91,3;Hipertrofia
3660;1826;31;2025-07-13;21,0;21,4;97,3;Hipertrofia
3661;1827;7;2026-03-26;25,9;25,7;65,7;Saúde
3662;1828;14;2026-04-16;25,6;29,0;89,1;Saúde
3663;1828;7;2026-04-09;26,3;28,9;76,3;Emagrecimento
3664;1829;2;2025-12-21;35,1;18,8;80,3;Condicionamento
3665;1829;27;2026-01-22;26,4;19,4;89,1;Condicionamento
3666;1830;24;2026-03-03;32,7;28,2;97,4;Saúde
3667;1830;18;2025-10-12;29,4;20,6;91,3;Condicionamento
3668;1830;29;2026-01-31;19,1;13,2;70,2;Saúde
3669;1831;7;2025-10-06;23,0;23,2;65,2;Emagrecimento
3670;1832;31;2026-01-30;36,7;22,9;100,4;Saúde
3671;1833;5;2025-10-30;25,4;19,6;76,6;Condicionamento
3672;1834;39;2026-04-09;33,0;17,9;62,7;Saúde
3673;1834;29;2026-03-03;35,8;14,2;108,5;Saúde
3674;1835;12;2026-05-04;19,4;25,0;51,0;Condicionamento
3675;1835;16;2025-09-22;26,3;30,4;77,5;Condicionamento
3676;1836;17;2026-03-04;28,1;13,4;60,4;Hipertrofia
3677;1837;2;2026-01-31;22,6;16,1;51,2;Condicionamento
3678;1838;19;2026-02-26;25,9;23,2;54,7;Emagrecimento
3679;1838;32;2025-07-05;26,8;28,7;84,3;Condicionamento
3680;1838;27;2026-01-14;28,1;27,3;45,2;Hipertrofia
3681;1839;6;2025-11-08;37,0;28,5;49,7;Hipertrofia
3682;1839;29;2026-06-24;36,4;34,2;92,7;Hipertrofia
3683;1840;2;2026-04-04;19,7;15,2;66,1;Hipertrofia
3684;1840;5;2026-03-23;22,4;22,6;51,6;Hipertrofia
3685;1840;40;2025-08-23;23,6;23,4;103,0;Saúde
3686;1841;28;2025-12-10;26,3;22,6;82,4;Hipertrofia
3687;1841;29;2026-05-24;30,3;29,4;51,8;Emagrecimento
3688;1842;36;2026-05-29;36,6;24,1;101,2;Saúde
3689;1842;40;2026-03-05;33,1;24,4;76,5;Condicionamento
3690;1842;19;2026-05-28;21,9;13,9;63,5;Saúde
3691;1843;26;2026-06-21;30,6;24,1;70,8;Hipertrofia
3692;1844;20;2026-06-07;32,6;19,0;61,9;Hipertrofia
3693;1844;37;2026-06-23;25,1;32,2;55,8;Saúde
3694;1845;22;2025-10-28;18,4;12,4;84,2;Hipertrofia
3695;1845;37;2026-06-05;18,3;12,6;87,2;Condicionamento
3696;1845;24;2026-02-02;20,5;29,3;48,9;Hipertrofia
3697;1846;25;2026-02-27;32,4;19,2;86,1;Condicionamento
3698;1847;14;2026-01-23;19,0;18,8;103,8;Saúde
3699;1847;13;2026-05-14;23,5;23,4;71,5;Emagrecimento
3700;1848;37;2025-12-24;33,5;15,6;53,7;Hipertrofia
3701;1849;38;2025-11-04;35,1;17,9;73,4;Emagrecimento
3702;1850;5;2026-03-09;34,3;30,0;78,4;Saúde
3703;1850;23;2026-01-11;32,7;32,7;103,4;Emagrecimento
3704;1850;4;2025-11-07;29,8;27,9;50,2;Condicionamento
3705;1851;22;2026-01-09;34,8;29,1;109,3;Emagrecimento
3706;1852;8;2025-11-21;35,6;21,8;99,7;Condicionamento
3707;1853;31;2026-06-02;26,4;25,6;84,1;Condicionamento
3708;1854;7;2025-12-19;34,0;16,4;109,4;Saúde
3709;1855;16;2026-02-20;26,5;24,7;51,0;Hipertrofia
3710;1855;33;2026-01-18;24,7;30,3;69,0;Hipertrofia
3711;1855;29;2025-12-16;30,3;20,5;81,1;Saúde
3712;1856;15;2025-07-01;34,9;28,3;104,9;Hipertrofia
3713;1857;21;2026-03-24;27,9;33,9;104,8;Emagrecimento
3714;1858;38;2026-06-18;25,3;15,0;57,0;Saúde
3715;1859;37;2026-06-12;21,9;23,0;98,2;Hipertrofia
3716;1859;33;2025-12-03;36,6;31,0;62,0;Saúde
3717;1859;2;2025-10-03;32,4;16,8;105,3;Condicionamento
3718;1860;5;2026-05-13;20,2;17,4;71,4;Hipertrofia
3719;1860;3;2025-07-01;20,5;31,9;46,7;Condicionamento
3720;1860;32;2025-07-20;37,1;15,5;94,4;Hipertrofia
3721;1861;6;2026-05-23;24,9;26,4;81,4;Emagrecimento
3722;1861;14;2025-09-24;19,6;29,6;78,5;Emagrecimento
3723;1862;31;2026-01-11;21,1;19,7;59,9;Saúde
3724;1862;16;2026-04-19;36,0;25,8;50,3;Condicionamento
3725;1863;36;2026-04-24;23,0;25,5;45,4;Hipertrofia
3726;1864;26;2026-04-23;18,7;33,5;87,3;Hipertrofia
3727;1865;8;2026-03-28;29,1;17,0;62,6;Saúde
3728;1865;23;2026-02-20;29,1;17,1;47,7;Hipertrofia
3729;1866;30;2025-10-04;27,5;33,2;64,1;Saúde
3730;1866;24;2025-11-11;33,7;35,0;90,9;Saúde
3731;1866;39;2025-10-09;27,2;16,6;45,3;Hipertrofia
3732;1867;13;2026-05-04;31,6;24,3;67,8;Emagrecimento
3733;1867;14;2026-02-20;35,2;18,2;59,1;Hipertrofia
3734;1868;15;2026-01-07;25,6;34,7;99,2;Condicionamento
3735;1868;37;2026-03-26;22,0;21,4;102,0;Emagrecimento
3736;1869;9;2025-11-01;26,1;32,4;104,9;Hipertrofia
3737;1869;10;2025-07-21;34,5;30,1;98,1;Condicionamento
3738;1869;18;2026-05-19;26,1;31,4;50,1;Condicionamento
3739;1870;7;2025-12-24;30,6;25,8;99,8;Condicionamento
3740;1870;6;2025-09-25;23,9;31,4;99,4;Emagrecimento
3741;1870;28;2025-10-16;29,7;14,9;45,1;Emagrecimento
3742;1871;9;2025-08-29;22,6;15,5;83,1;Condicionamento
3743;1871;6;2025-12-22;32,4;20,6;95,2;Emagrecimento
3744;1872;14;2026-05-17;25,3;18,8;80,1;Condicionamento
3745;1872;25;2026-03-06;19,1;12,9;85,5;Saúde
3746;1872;20;2026-06-09;27,5;18,0;108,5;Hipertrofia
3747;1873;11;2025-10-16;23,7;18,9;46,1;Emagrecimento
3748;1874;40;2026-06-15;30,2;30,1;65,7;Emagrecimento
3749;1874;11;2025-11-28;29,5;18,3;103,9;Condicionamento
3750;1875;25;2026-04-09;21,7;29,5;63,0;Saúde
3751;1875;38;2025-07-11;35,3;29,3;104,0;Condicionamento
3752;1876;23;2025-07-19;20,8;18,8;96,3;Hipertrofia
3753;1876;22;2026-04-04;33,2;15,4;45,9;Hipertrofia
3754;1876;27;2026-05-13;28,0;34,7;75,4;Emagrecimento
3755;1877;19;2025-08-07;26,9;29,0;107,0;Emagrecimento
3756;1878;1;2026-04-24;25,7;28,1;92,8;Hipertrofia
3757;1879;8;2025-10-27;18,5;29,5;58,6;Emagrecimento
3758;1879;17;2026-02-09;26,8;34,7;98,8;Saúde
3759;1880;2;2025-10-26;32,9;20,5;67,4;Hipertrofia
3760;1881;17;2025-10-29;21,2;27,7;92,0;Saúde
3761;1881;5;2025-08-07;19,1;20,1;98,9;Condicionamento
3762;1881;8;2025-11-14;36,9;12,5;65,6;Hipertrofia
3763;1882;13;2026-06-06;35,3;33,6;88,4;Emagrecimento
3764;1882;9;2026-01-15;23,5;12,8;50,4;Condicionamento
3765;1883;8;2026-05-11;19,3;16,3;80,1;Hipertrofia
3766;1883;13;2026-05-29;22,4;28,8;86,9;Condicionamento
3767;1883;26;2025-10-14;30,5;27,8;56,9;Condicionamento
3768;1884;24;2026-02-06;31,4;23,9;85,7;Condicionamento
3769;1884;28;2026-06-02;24,8;26,7;103,1;Saúde
3770;1885;19;2025-09-09;32,9;28,6;104,6;Hipertrofia
3771;1886;37;2025-11-17;20,8;22,4;48,4;Emagrecimento
3772;1887;25;2026-04-08;24,8;21,4;69,3;Condicionamento
3773;1888;28;2026-01-30;27,7;28,0;80,5;Hipertrofia
3774;1889;18;2025-10-18;27,8;19,7;49,0;Emagrecimento
3775;1889;34;2025-12-20;26,9;12,3;81,0;Condicionamento
3776;1889;8;2026-05-11;19,1;20,3;105,2;Hipertrofia
3777;1890;24;2026-03-03;34,2;21,5;108,2;Saúde
3778;1890;3;2025-08-28;38,0;21,6;54,8;Saúde
3779;1890;13;2026-06-30;36,4;17,6;63,8;Saúde
3780;1891;37;2025-12-15;25,4;26,1;106,9;Emagrecimento
3781;1892;25;2025-08-02;31,1;24,2;102,8;Hipertrofia
3782;1893;32;2025-10-01;32,7;26,3;51,1;Emagrecimento
3783;1893;1;2026-01-19;28,1;32,8;79,2;Condicionamento
3784;1893;30;2026-05-11;22,6;27,8;76,7;Hipertrofia
3785;1894;38;2026-04-19;20,2;28,0;106,2;Hipertrofia
3786;1894;35;2025-10-30;25,5;20,0;100,0;Saúde
3787;1895;9;2026-02-04;34,2;16,4;98,6;Hipertrofia
3788;1895;26;2026-02-28;29,9;34,7;71,2;Emagrecimento
3789;1896;10;2025-08-18;19,9;17,4;88,2;Hipertrofia
3790;1897;10;2025-08-06;25,1;26,3;96,9;Emagrecimento
3791;1898;13;2025-12-07;22,4;28,1;56,0;Saúde
3792;1899;10;2026-04-22;34,1;28,7;73,6;Emagrecimento
3793;1900;13;2025-08-23;37,7;26,4;54,4;Emagrecimento
3794;1901;36;2026-06-22;26,6;24,1;83,2;Saúde
3795;1901;16;2026-03-25;21,1;24,9;97,6;Saúde
3796;1902;5;2026-05-20;37,6;23,7;71,9;Emagrecimento
3797;1902;8;2025-07-28;37,8;21,7;90,6;Emagrecimento
3798;1903;33;2025-12-12;27,0;29,7;85,8;Emagrecimento
3799;1904;40;2025-07-31;28,2;32,6;56,9;Saúde
3800;1904;12;2025-10-27;34,7;12,5;92,8;Saúde
3801;1905;11;2026-03-28;26,6;27,1;82,1;Saúde
3802;1905;29;2025-08-19;19,0;12,7;89,8;Emagrecimento
3803;1905;25;2026-06-19;32,4;31,3;107,2;Saúde
3804;1906;11;2025-12-30;32,8;24,0;105,6;Condicionamento
3805;1906;40;2025-07-05;19,2;18,3;81,5;Hipertrofia
3806;1906;32;2025-10-17;29,8;15,3;67,1;Saúde
3807;1907;39;2026-04-12;26,5;33,4;63,7;Condicionamento
3808;1907;30;2026-03-20;25,2;21,9;74,1;Condicionamento
3809;1908;35;2026-03-17;21,2;28,8;74,5;Condicionamento
3810;1908;22;2025-09-06;25,6;32,9;52,3;Saúde
3811;1909;12;2026-06-09;23,6;24,4;85,4;Condicionamento
3812;1909;12;2025-08-19;22,3;12,8;70,1;Emagrecimento
3813;1909;2;2025-07-26;23,3;28,6;74,3;Saúde
3814;1910;4;2025-10-08;32,1;12,0;66,2;Saúde
3815;1910;16;2025-10-26;26,5;24,5;101,5;Saúde
3816;1911;13;2025-11-13;28,6;22,9;62,4;Emagrecimento
3817;1911;13;2026-06-02;20,0;24,6;56,3;Condicionamento
3818;1912;39;2026-06-22;25,3;13,2;82,8;Emagrecimento
3819;1912;39;2025-09-02;35,2;32,8;79,4;Condicionamento
3820;1913;36;2026-01-15;35,5;18,4;78,6;Emagrecimento
3821;1914;36;2025-07-16;25,0;22,1;56,6;Hipertrofia
3822;1915;35;2026-01-14;19,2;14,6;81,7;Condicionamento
3823;1915;37;2026-02-07;28,4;12,9;46,5;Condicionamento
3824;1916;14;2025-11-17;24,7;27,5;60,5;Saúde
3825;1916;33;2025-11-20;20,7;19,8;74,5;Saúde
3826;1917;8;2026-05-12;34,5;23,1;84,3;Condicionamento
3827;1917;29;2026-05-07;19,4;22,8;93,3;Hipertrofia
3828;1918;19;2026-06-29;18,7;22,1;78,4;Condicionamento
3829;1919;10;2026-05-29;30,6;13,3;72,3;Saúde
3830;1919;35;2026-04-22;20,2;22,5;74,4;Condicionamento
3831;1920;15;2026-03-21;30,0;15,6;76,2;Emagrecimento
3832;1921;39;2025-08-03;28,8;31,3;106,5;Hipertrofia
3833;1921;20;2025-11-13;24,6;28,2;58,0;Hipertrofia
