honorario_id,processo_id,modelo_cobranca,valor_contratado,percentual_exito,data_contrato,status
1341,1341,Misto,30294.81,3764.32,2026-01-09,Quitado
1342,1342,Misto,5655.13,1483.9,2026-05-11,Quitado
1343,1343,Hora,12654.11,586.18,2025-09-16,Quitado
1344,1344,Êxito,17656.8,5293.94,2025-08-12,Ativo
1345,1345,Hora,40907.48,8959.34,2025-10-18,Em atraso
1346,1346,Fixo,41228.81,5091.99,2026-01-26,Ativo
1347,1347,Êxito,7055.84,2295.64,2025-07-27,Quitado
1348,1348,Êxito,32814.49,4361.36,2026-04-06,Quitado
1349,1349,Hora,29678.37,5833.33,2026-06-25,Quitado
1350,1350,Misto,38996.83,10839.83,2026-01-07,Em atraso
1351,1351,Fixo,29938.97,9192.04,2026-03-15,Quitado
1352,1352,Hora,36430.73,4591.32,2025-11-19,Quitado
1353,1353,Fixo,34751.18,8605.29,2025-12-10,Em atraso
1354,1354,Fixo,34254.7,984.69,2026-03-01,Em atraso
1355,1355,Misto,40456.97,11725.26,2025-11-19,Ativo
1356,1356,Êxito,37008.4,8753.16,2025-09-05,Ativo
1357,1357,Êxito,37764.91,8547.97,2025-09-03,Ativo
1358,1358,Êxito,1687.08,571.34,2025-08-20,Ativo
1359,1359,Hora,24696.65,6975.12,2025-08-20,Em atraso
1360,1360,Misto,20607.37,5310.01,2026-02-24,Em atraso
1361,1361,Fixo,37391.48,3338.97,2025-09-10,Ativo
1362,1362,Hora,43979.82,8284.1,2026-04-07,Ativo
1363,1363,Misto,1694.55,579.95,2025-08-09,Em atraso
1364,1364,Misto,38496.05,10530.29,2026-06-07,Quitado
1365,1365,Êxito,38159.88,7661.28,2025-10-27,Ativo
1366,1366,Hora,1619.48,454.69,2025-08-24,Ativo
1367,1367,Fixo,42742.12,12327.35,2026-01-16,Em atraso
1368,1368,Misto,31942.33,602.21,2026-05-23,Quitado
1369,1369,Hora,35258.9,3836.27,2025-08-26,Ativo
1370,1370,Misto,31852.75,4748.37,2025-07-03,Ativo
1371,1371,Misto,28508.59,1125.01,2025-10-15,Em atraso
1372,1372,Fixo,37755.28,7720.38,2026-02-06,Ativo
1373,1373,Êxito,15708.77,1867.27,2026-02-05,Ativo
1374,1374,Fixo,33244.87,4151.98,2025-12-08,Quitado
1375,1375,Fixo,15868.56,4029.99,2025-07-30,Em atraso
1376,1376,Fixo,23447.15,4272.92,2026-05-09,Quitado
1377,1377,Hora,40314.39,13917.44,2026-06-23,Ativo
1378,1378,Misto,16040.45,3073.37,2025-08-13,Ativo
1379,1379,Êxito,22061.82,6471.2,2026-04-12,Em atraso
1380,1380,Êxito,35233.9,11939.85,2025-07-09,Em atraso
1381,1381,Êxito,29008.14,1397.96,2025-11-08,Em atraso
1382,1382,Misto,24114.55,645.25,2025-10-13,Quitado
1383,1383,Hora,34907.0,3867.94,2026-01-06,Quitado
1384,1384,Êxito,40743.56,2227.45,2026-01-03,Quitado
1385,1385,Misto,25828.14,8595.81,2025-07-02,Ativo
1386,1386,Misto,44952.1,11040.08,2025-11-27,Ativo
1387,1387,Misto,30843.56,4329.49,2026-02-24,Em atraso
1388,1388,Êxito,37100.58,7884.94,2025-09-11,Ativo
1389,1389,Fixo,34807.25,4521.95,2025-08-28,Em atraso
1390,1390,Fixo,24800.12,7250.68,2026-04-18,Ativo
1391,1391,Hora,36851.66,12047.63,2026-01-09,Ativo
1392,1392,Fixo,15240.81,4725.54,2025-12-14,Ativo
1393,1393,Hora,28683.22,3699.93,2025-07-14,Em atraso
1394,1394,Hora,36280.28,8608.69,2025-12-18,Em atraso
1395,1395,Fixo,21998.07,4819.59,2026-02-15,Ativo
1396,1396,Hora,34444.99,5757.81,2025-08-04,Quitado
1397,1397,Misto,31894.94,2067.77,2025-11-22,Em atraso
1398,1398,Misto,11334.26,1102.31,2025-12-06,Quitado
1399,1399,Fixo,11302.35,495.65,2026-04-25,Em atraso
1400,1400,Fixo,34832.49,200.82,2025-11-21,Em atraso
1401,1401,Fixo,31367.56,2852.0,2026-05-09,Quitado
1402,1402,Hora,42390.11,9158.19,2025-07-30,Quitado
1403,1403,Êxito,33066.6,9855.94,2025-09-15,Ativo
1404,1404,Misto,10233.14,128.76,2026-02-12,Quitado
1405,1405,Fixo,39460.47,1282.69,2026-03-23,Em atraso
1406,1406,Misto,42713.46,2570.57,2026-06-05,Em atraso
1407,1407,Hora,23556.33,1364.83,2026-03-20,Em atraso
1408,1408,Êxito,37347.74,3653.2,2025-10-14,Quitado
1409,1409,Hora,43533.86,1227.0,2026-05-20,Quitado
1410,1410,Êxito,28734.88,4929.73,2026-06-25,Quitado
1411,1411,Hora,3684.52,1224.06,2026-03-14,Quitado
1412,1412,Fixo,31439.17,215.3,2025-10-29,Quitado
1413,1413,Êxito,26675.66,6872.55,2026-01-25,Quitado
1414,1414,Fixo,17538.78,178.95,2026-04-29,Em atraso
1415,1415,Êxito,36066.52,10013.58,2026-06-09,Ativo
1416,1416,Êxito,26312.54,7178.42,2026-03-24,Quitado
1417,1417,Misto,2182.26,666.73,2025-12-06,Ativo
1418,1418,Fixo,37941.97,12520.39,2025-10-24,Quitado
1419,1419,Misto,8894.5,140.22,2025-11-08,Quitado
1420,1420,Misto,26773.81,6789.26,2025-11-16,Ativo
1421,1421,Fixo,39058.05,5084.4,2026-06-14,Ativo
1422,1422,Fixo,38306.3,11682.06,2026-01-30,Ativo
1423,1423,Hora,8787.87,805.64,2025-12-31,Quitado
1424,1424,Misto,10015.68,2309.66,2025-10-18,Quitado
1425,1425,Êxito,14102.24,1034.27,2025-10-26,Quitado
1426,1426,Êxito,28695.7,2837.99,2025-08-23,Em atraso
1427,1427,Êxito,26439.37,4508.75,2026-03-04,Quitado
1428,1428,Fixo,15339.84,1143.98,2025-12-03,Em atraso
1429,1429,Êxito,27930.02,1249.91,2025-08-09,Quitado
1430,1430,Hora,36110.43,10901.41,2025-08-12,Ativo
1431,1431,Misto,21489.71,1555.61,2026-05-30,Ativo
1432,1432,Misto,31441.89,4530.99,2025-07-15,Em atraso
1433,1433,Hora,33443.39,4605.89,2025-12-08,Ativo
1434,1434,Êxito,25613.55,7712.93,2026-03-04,Quitado
1435,1435,Hora,25984.52,5666.66,2025-09-08,Quitado
1436,1436,Fixo,1664.59,236.83,2026-03-18,Ativo
1437,1437,Misto,31237.04,1673.65,2025-10-26,Quitado
1438,1438,Êxito,44425.35,2496.78,2026-04-18,Em atraso
1439,1439,Êxito,32455.34,1726.82,2025-10-27,Ativo
1440,1440,Fixo,41468.86,13730.27,2025-12-08,Ativo
1441,1441,Misto,42325.87,10506.24,2025-07-27,Quitado
1442,1442,Êxito,14015.28,3890.55,2025-11-07,Em atraso
1443,1443,Fixo,31553.89,3576.76,2026-06-10,Em atraso
1444,1444,Êxito,7521.23,1549.66,2026-03-20,Quitado
1445,1445,Hora,26525.33,5328.11,2025-08-15,Ativo
1446,1446,Misto,3385.4,309.56,2025-09-23,Quitado
1447,1447,Êxito,18580.54,3346.99,2026-06-24,Em atraso
1448,1448,Êxito,10441.9,1900.56,2026-06-22,Ativo
1449,1449,Hora,6406.63,255.28,2025-08-01,Ativo
1450,1450,Misto,16984.45,544.99,2025-10-25,Em atraso
1451,1451,Misto,37540.69,7381.69,2025-12-18,Ativo
1452,1452,Misto,39056.99,3562.53,2026-03-11,Quitado
1453,1453,Misto,25374.85,6456.39,2026-06-19,Em atraso
1454,1454,Êxito,29181.03,1963.31,2026-06-01,Quitado
1455,1455,Fixo,38672.13,11865.83,2026-04-01,Ativo
1456,1456,Êxito,4700.13,651.49,2026-04-08,Quitado
1457,1457,Hora,44966.11,11010.58,2025-10-22,Em atraso
1458,1458,Hora,20997.15,2092.79,2026-01-09,Ativo
1459,1459,Misto,39429.46,8961.81,2025-12-20,Quitado
1460,1460,Êxito,20307.76,2812.87,2026-06-11,Ativo
1461,1461,Êxito,7497.24,1195.12,2026-02-08,Quitado
1462,1462,Hora,4305.04,209.16,2026-03-17,Ativo
1463,1463,Fixo,40409.24,777.47,2026-04-03,Quitado
1464,1464,Hora,34107.13,438.04,2025-07-22,Em atraso
1465,1465,Misto,20092.01,2704.03,2026-02-19,Em atraso
1466,1466,Fixo,35570.0,44.43,2026-01-04,Em atraso
1467,1467,Fixo,17462.95,1666.74,2026-05-10,Ativo
1468,1468,Êxito,5512.65,254.84,2025-11-06,Ativo
1469,1469,Hora,2478.16,772.98,2025-10-12,Quitado
1470,1470,Hora,14472.6,1635.17,2026-05-16,Quitado
1471,1471,Hora,16998.03,5616.02,2026-01-24,Quitado
1472,1472,Hora,33235.54,888.8,2025-07-17,Em atraso
1473,1473,Fixo,9128.17,1328.36,2026-05-13,Quitado
1474,1474,Misto,36923.32,2607.51,2025-12-12,Em atraso
1475,1475,Misto,22001.38,4675.24,2026-03-28,Quitado
1476,1476,Êxito,37589.02,13130.13,2025-11-12,Em atraso
1477,1477,Misto,35543.11,9682.59,2025-11-18,Quitado
1478,1478,Misto,6267.15,582.36,2025-10-08,Ativo
1479,1479,Êxito,2019.04,386.45,2025-08-26,Ativo
1480,1480,Hora,41867.74,6535.5,2026-04-05,Ativo
1481,1481,Misto,29150.28,7329.41,2026-04-12,Quitado
1482,1482,Fixo,11531.97,3035.22,2025-12-03,Quitado
1483,1483,Hora,22216.44,4552.77,2026-05-17,Ativo
1484,1484,Fixo,36160.59,4449.77,2026-02-04,Ativo
1485,1485,Misto,7608.92,504.56,2026-04-30,Ativo
1486,1486,Misto,28598.94,5440.02,2026-04-02,Quitado
1487,1487,Êxito,22095.16,6425.84,2026-03-09,Em atraso
1488,1488,Hora,13730.18,1979.05,2025-08-31,Em atraso
1489,1489,Hora,43150.55,9614.77,2025-07-12,Ativo
1490,1490,Êxito,1909.79,527.52,2025-09-28,Ativo
1491,1491,Misto,1503.17,517.46,2026-05-09,Ativo
1492,1492,Fixo,41367.37,7784.31,2025-08-26,Em atraso
1493,1493,Êxito,25997.53,1322.09,2025-07-08,Quitado
1494,1494,Hora,35939.74,7423.78,2025-09-03,Ativo
1495,1495,Fixo,41004.77,6963.65,2026-03-03,Quitado
1496,1496,Fixo,21518.68,1864.01,2026-01-19,Quitado
1497,1497,Fixo,13129.66,381.29,2025-08-01,Em atraso
1498,1498,Hora,30653.57,2366.29,2025-08-03,Quitado
1499,1499,Fixo,33086.93,1855.78,2026-03-10,Quitado
1500,1500,Misto,21805.74,717.08,2026-04-08,Quitado
1501,1501,Hora,15885.53,4082.07,2026-06-18,Em atraso
1502,1502,Hora,41684.54,4240.44,2026-05-15,Ativo
1503,1503,Misto,36330.37,6094.73,2026-04-06,Ativo
1504,1504,Êxito,12767.7,4125.13,2026-03-15,Em atraso
1505,1505,Fixo,30055.72,10501.98,2025-11-03,Ativo
1506,1506,Fixo,29822.66,3236.22,2026-01-01,Ativo
1507,1507,Misto,35543.74,8574.61,2025-12-10,Em atraso
1508,1508,Misto,36142.04,3205.15,2025-09-26,Quitado
1509,1509,Fixo,33478.04,11428.54,2025-08-04,Quitado
1510,1510,Misto,30177.45,6765.1,2025-10-26,Ativo
1511,1511,Hora,38960.29,9842.87,2025-11-03,Quitado
1512,1512,Fixo,35266.97,1390.2,2026-05-13,Em atraso
1513,1513,Misto,5899.64,1092.95,2026-05-14,Ativo
1514,1514,Misto,11013.78,1100.59,2025-07-26,Quitado
1515,1515,Misto,26682.36,765.14,2025-07-10,Ativo
1516,1516,Hora,24987.67,676.43,2026-01-13,Quitado
1517,1517,Fixo,4096.65,108.49,2025-11-27,Em atraso
1518,1518,Misto,12327.62,1532.6,2026-01-20,Em atraso
1519,1519,Misto,7001.38,1167.43,2025-09-30,Quitado
1520,1520,Fixo,35447.29,6610.37,2025-08-21,Em atraso
1521,1521,Misto,41696.47,3765.21,2025-10-01,Em atraso
1522,1522,Hora,21763.21,2932.94,2026-05-26,Quitado
1523,1523,Hora,22690.1,6479.19,2026-02-07,Ativo
1524,1524,Misto,21817.66,1420.11,2026-03-09,Quitado
1525,1525,Hora,8042.69,1935.83,2026-05-24,Quitado
1526,1526,Hora,14614.19,3818.78,2025-12-19,Quitado
1527,1527,Fixo,4402.55,569.19,2026-01-28,Ativo
1528,1528,Hora,20452.04,5238.13,2026-03-18,Quitado
1529,1529,Fixo,14292.46,3401.83,2026-03-26,Quitado
1530,1530,Hora,29027.72,1996.44,2026-04-29,Quitado
1531,1531,Misto,20387.61,2689.79,2025-07-07,Quitado
1532,1532,Misto,22146.22,3386.38,2025-08-22,Quitado
1533,1533,Misto,26114.13,6016.46,2025-12-24,Ativo
1534,1534,Fixo,37220.95,2670.32,2025-11-20,Ativo
1535,1535,Fixo,12411.12,2609.17,2026-06-05,Ativo
1536,1536,Fixo,20284.98,4518.44,2026-01-18,Em atraso
1537,1537,Fixo,18382.56,4343.77,2025-10-24,Quitado
1538,1538,Êxito,36305.06,4564.8,2025-12-08,Ativo
1539,1539,Misto,43379.43,6861.13,2026-03-20,Quitado
1540,1540,Hora,11101.64,1652.34,2025-12-21,Ativo
1541,1541,Fixo,34351.72,6919.74,2026-02-18,Em atraso
1542,1542,Hora,5524.12,736.84,2025-10-02,Quitado
1543,1543,Hora,20379.73,4654.28,2025-07-23,Em atraso
1544,1544,Fixo,33079.05,8054.33,2025-08-01,Em atraso
1545,1545,Hora,23436.56,4011.43,2026-04-26,Em atraso
1546,1546,Fixo,11254.57,1384.33,2025-12-05,Ativo
1547,1547,Hora,37036.14,12713.15,2025-10-04,Em atraso
1548,1548,Fixo,14736.21,242.28,2026-05-21,Em atraso
1549,1549,Misto,14972.99,1822.21,2026-03-08,Quitado
1550,1550,Misto,18382.05,973.95,2025-09-09,Em atraso
1551,1551,Fixo,30433.58,6927.68,2025-08-21,Ativo
1552,1552,Misto,13334.47,3256.87,2025-12-16,Quitado
1553,1553,Êxito,10781.19,1328.12,2025-12-20,Em atraso
1554,1554,Fixo,39339.06,5880.12,2026-02-16,Em atraso
1555,1555,Hora,14968.77,1036.71,2025-09-12,Em atraso
1556,1556,Misto,12981.78,4201.26,2025-11-20,Em atraso
1557,1557,Misto,13637.75,3235.95,2025-08-31,Quitado
1558,1558,Êxito,27552.33,4942.67,2025-10-28,Em atraso
1559,1559,Hora,22128.16,3702.21,2026-02-11,Em atraso
1560,1560,Fixo,28256.44,9409.78,2026-01-10,Em atraso
1561,1561,Êxito,1882.56,489.29,2025-08-18,Quitado
1562,1562,Fixo,40369.02,6496.03,2025-12-16,Quitado
1563,1563,Êxito,30842.22,1063.41,2025-12-08,Quitado
1564,1564,Êxito,3569.99,76.86,2025-10-09,Quitado
1565,1565,Misto,43570.24,11785.59,2025-11-30,Ativo
1566,1566,Hora,43965.25,38.42,2026-02-22,Quitado
1567,1567,Êxito,4556.68,62.12,2026-02-03,Quitado
1568,1568,Hora,44146.18,11777.29,2026-06-23,Ativo
1569,1569,Misto,3618.52,1246.83,2026-03-28,Ativo
1570,1570,Misto,5316.7,977.1,2026-02-06,Ativo
1571,1571,Fixo,33143.84,8950.61,2025-07-09,Quitado
1572,1572,Hora,6026.16,1926.91,2026-05-14,Em atraso
1573,1573,Fixo,42120.06,13938.39,2026-04-13,Em atraso
1574,1574,Hora,3198.81,1000.17,2026-04-28,Quitado
1575,1575,Misto,22435.84,483.14,2026-02-22,Quitado
1576,1576,Misto,13924.86,1663.93,2025-08-08,Quitado
1577,1577,Fixo,6608.1,18.75,2025-08-05,Em atraso
1578,1578,Fixo,34603.63,6948.01,2026-06-07,Em atraso
1579,1579,Êxito,43680.95,13275.67,2026-05-13,Quitado
1580,1580,Hora,8935.01,1095.58,2026-05-16,Quitado
1581,1581,Misto,26446.41,6455.08,2025-11-11,Quitado
1582,1582,Êxito,8681.52,2580.34,2026-04-27,Ativo
1583,1583,Hora,40539.34,5219.64,2025-08-20,Em atraso
1584,1584,Fixo,25248.85,3788.81,2025-10-19,Ativo
1585,1585,Fixo,19308.11,3299.76,2026-02-27,Em atraso
1586,1586,Hora,42786.78,14231.76,2026-04-13,Ativo
1587,1587,Misto,18096.11,5543.51,2025-12-03,Ativo
1588,1588,Misto,21607.48,4865.4,2026-01-01,Ativo
1589,1589,Misto,40968.81,890.32,2026-01-31,Em atraso
1590,1590,Êxito,5022.85,930.78,2026-06-13,Em atraso
1591,1591,Êxito,36726.25,5686.21,2026-03-07,Em atraso
1592,1592,Êxito,23559.21,4897.52,2025-08-17,Em atraso
1593,1593,Fixo,12374.02,1506.66,2026-01-04,Em atraso
1594,1594,Fixo,8593.04,1065.74,2025-11-28,Ativo
1595,1595,Hora,31431.86,7706.37,2025-12-20,Quitado
1596,1596,Misto,35804.22,8718.28,2025-10-04,Em atraso
1597,1597,Hora,36835.84,4179.33,2025-07-25,Em atraso
1598,1598,Misto,7782.8,548.81,2026-05-25,Em atraso
1599,1599,Fixo,12835.16,4245.81,2026-04-01,Ativo
1600,1600,Fixo,44052.46,12442.77,2025-09-11,Ativo
1601,1601,Hora,7456.02,476.94,2025-07-10,Em atraso
1602,1602,Êxito,28136.47,794.35,2025-07-28,Ativo
1603,1603,Hora,31219.06,6954.94,2025-07-10,Quitado
1604,1604,Fixo,27812.74,3028.38,2026-06-03,Quitado
1605,1605,Hora,22986.08,7009.39,2025-10-16,Em atraso
1606,1606,Misto,42899.82,11576.57,2025-07-02,Ativo
1607,1607,Fixo,3585.93,719.72,2026-05-14,Em atraso
1608,1608,Misto,22624.29,1785.03,2026-05-27,Quitado
1609,1609,Fixo,44893.12,9607.1,2025-11-02,Quitado
1610,1610,Fixo,41771.0,1134.83,2026-02-25,Quitado
1611,1611,Êxito,18483.18,4683.71,2025-08-17,Em atraso
1612,1612,Êxito,31598.05,3076.38,2026-03-23,Em atraso
1613,1613,Fixo,11983.06,4159.04,2026-06-21,Ativo
1614,1614,Hora,17046.96,4593.54,2025-12-04,Quitado
1615,1615,Êxito,15217.51,4030.91,2025-09-25,Ativo
1616,1616,Fixo,3994.11,1101.13,2025-11-10,Ativo
1617,1617,Êxito,17317.51,5075.91,2026-04-16,Ativo
1618,1618,Misto,42576.81,4232.65,2026-01-09,Em atraso
1619,1619,Hora,18646.59,1113.93,2025-08-05,Ativo
1620,1620,Misto,29920.09,5324.37,2025-10-28,Ativo
1621,1621,Fixo,4502.07,227.44,2025-10-05,Ativo
1622,1622,Êxito,4376.59,198.01,2025-11-10,Quitado
1623,1623,Hora,17098.02,4393.42,2026-01-21,Em atraso
1624,1624,Hora,36281.61,7809.71,2026-05-04,Em atraso
1625,1625,Misto,39387.79,392.31,2025-09-06,Quitado
1626,1626,Hora,13513.18,4392.09,2026-02-14,Ativo
1627,1627,Hora,2428.83,193.76,2026-05-26,Ativo
1628,1628,Misto,27392.01,4462.11,2025-09-09,Ativo
1629,1629,Misto,20632.83,4291.9,2026-05-11,Quitado
1630,1630,Misto,27105.88,8005.55,2025-07-29,Ativo
1631,1631,Hora,7326.25,1387.0,2026-05-20,Ativo
1632,1632,Fixo,11760.9,3497.19,2026-05-22,Ativo
1633,1633,Misto,12192.64,3410.19,2025-08-04,Quitado
1634,1634,Hora,39315.78,10379.15,2026-02-09,Quitado
1635,1635,Fixo,40800.26,6195.03,2025-11-05,Ativo
1636,1636,Êxito,30702.61,9690.94,2025-12-30,Ativo
1637,1637,Hora,33888.3,7253.32,2025-07-03,Ativo
1638,1638,Hora,35993.1,6725.82,2026-03-14,Quitado
1639,1639,Fixo,6006.22,860.81,2025-10-27,Ativo
1640,1640,Misto,17994.0,1113.04,2026-04-26,Em atraso
1641,1641,Misto,32488.17,1297.8,2026-04-10,Ativo
1642,1642,Hora,39367.05,6066.55,2026-05-08,Em atraso
1643,1643,Hora,26815.36,8174.18,2026-04-28,Quitado
1644,1644,Fixo,3140.9,274.66,2025-09-26,Ativo
1645,1645,Fixo,31840.02,10150.53,2025-08-03,Ativo
1646,1646,Êxito,3243.1,138.82,2025-09-03,Ativo
1647,1647,Hora,37924.06,4142.88,2025-09-06,Ativo
1648,1648,Misto,2166.72,270.56,2025-11-16,Em atraso
1649,1649,Misto,3994.02,1141.61,2025-10-30,Em atraso
1650,1650,Fixo,28525.19,8655.48,2026-01-25,Em atraso
1651,1651,Êxito,32134.1,3207.31,2026-03-05,Quitado
1652,1652,Hora,10234.13,1050.26,2025-09-05,Ativo
1653,1653,Misto,9296.04,1563.8,2025-07-09,Quitado
1654,1654,Fixo,30446.55,1431.83,2025-07-02,Quitado
1655,1655,Hora,35160.12,2559.97,2025-09-03,Quitado
1656,1656,Êxito,33822.17,3662.23,2025-09-17,Em atraso
1657,1657,Êxito,21689.73,3025.05,2026-03-07,Ativo
1658,1658,Fixo,43812.43,13223.54,2025-07-01,Quitado
1659,1659,Fixo,4777.02,1279.3,2025-12-21,Quitado
1660,1660,Fixo,36031.61,8004.15,2026-05-25,Em atraso
1661,1661,Fixo,4211.99,796.73,2025-09-13,Ativo
1662,1662,Fixo,20703.93,5045.82,2025-09-08,Ativo
1663,1663,Misto,43213.97,3928.18,2025-11-17,Quitado
1664,1664,Êxito,14969.71,5001.96,2025-10-14,Ativo
1665,1665,Êxito,43453.75,12563.8,2025-11-13,Ativo
1666,1666,Hora,4596.89,795.24,2025-12-03,Quitado
1667,1667,Êxito,32648.15,4236.16,2025-11-24,Ativo
1668,1668,Misto,27391.53,1108.79,2026-06-22,Em atraso
1669,1669,Misto,10212.04,342.16,2025-07-16,Ativo
1670,1670,Fixo,5542.54,209.81,2025-11-14,Em atraso
1671,1671,Êxito,44739.72,9727.61,2025-12-17,Em atraso
1672,1672,Êxito,23882.34,3601.88,2025-07-17,Em atraso
1673,1673,Hora,31522.02,1850.07,2025-10-31,Ativo
1674,1674,Êxito,36871.68,12803.11,2025-07-19,Ativo
1675,1675,Misto,17454.41,4928.76,2025-07-22,Em atraso
1676,1676,Êxito,42659.8,3192.45,2025-12-03,Ativo
1677,1677,Hora,20320.7,1951.23,2025-11-22,Quitado
1678,1678,Fixo,44731.04,7391.39,2026-01-31,Ativo
1679,1679,Misto,8432.58,1334.2,2026-03-04,Ativo
1680,1680,Êxito,22591.6,199.81,2025-10-23,Ativo
1681,1681,Êxito,14574.55,2382.11,2025-09-23,Quitado
1682,1682,Êxito,15322.91,701.81,2026-01-16,Ativo
1683,1683,Êxito,21151.09,4295.02,2026-01-07,Ativo
1684,1684,Misto,22895.26,6763.95,2025-10-23,Quitado
1685,1685,Misto,13796.29,3152.6,2025-08-31,Em atraso
1686,1686,Hora,9459.22,2952.18,2026-01-16,Ativo
1687,1687,Fixo,16096.4,3410.41,2026-06-13,Quitado
1688,1688,Fixo,23846.04,7246.49,2026-01-06,Ativo
1689,1689,Hora,2989.19,772.45,2026-02-07,Ativo
1690,1690,Hora,14383.59,3281.41,2026-01-13,Em atraso
1691,1691,Fixo,6920.95,107.65,2026-03-16,Quitado
1692,1692,Misto,36376.66,1871.17,2026-05-27,Ativo
1693,1693,Êxito,37419.07,9046.28,2026-02-17,Ativo
1694,1694,Fixo,40623.7,7025.35,2025-09-03,Ativo
1695,1695,Misto,18029.45,6139.87,2025-07-03,Quitado
1696,1696,Misto,8410.92,584.96,2026-06-03,Quitado
1697,1697,Hora,21818.13,6766.05,2026-01-31,Ativo
1698,1698,Êxito,7639.71,2465.35,2026-06-04,Ativo
1699,1699,Hora,7860.23,2472.28,2025-08-23,Quitado
1700,1700,Êxito,4686.79,21.24,2025-09-16,Ativo
1701,1701,Êxito,30822.19,26.0,2025-07-04,Em atraso
1702,1702,Êxito,16824.76,5134.35,2025-12-30,Ativo
1703,1703,Êxito,4357.89,118.46,2025-09-16,Em atraso
1704,1704,Êxito,18161.16,2264.35,2026-01-03,Ativo
1705,1705,Hora,13506.14,911.04,2026-04-13,Ativo
1706,1706,Misto,33989.92,7994.33,2026-06-15,Quitado
1707,1707,Fixo,10295.04,1509.9,2026-06-25,Ativo
1708,1708,Êxito,1919.07,354.89,2026-05-09,Quitado
1709,1709,Êxito,29087.89,1899.4,2026-04-21,Ativo
1710,1710,Êxito,18178.37,3845.81,2025-10-16,Ativo
1711,1711,Hora,12037.81,201.95,2026-05-04,Em atraso
1712,1712,Êxito,10106.54,1084.0,2025-08-19,Em atraso
1713,1713,Misto,21705.78,2558.93,2025-07-12,Em atraso
1714,1714,Hora,4563.5,621.72,2026-05-19,Ativo
1715,1715,Misto,37858.55,6470.93,2025-07-25,Quitado
1716,1716,Êxito,22275.04,99.45,2025-11-02,Quitado
1717,1717,Hora,9989.44,2582.08,2026-03-06,Em atraso
1718,1718,Hora,6998.5,759.13,2025-09-05,Em atraso
1719,1719,Hora,41802.68,2150.91,2025-08-14,Ativo
1720,1720,Fixo,41595.39,5283.35,2025-07-29,Ativo
1721,1721,Fixo,17690.27,1330.65,2025-07-17,Ativo
1722,1722,Fixo,3529.23,44.55,2025-11-23,Em atraso
1723,1723,Misto,4636.33,534.7,2025-07-21,Em atraso
1724,1724,Fixo,38849.32,126.79,2025-07-09,Ativo
1725,1725,Misto,20031.36,4090.9,2025-07-26,Quitado
1726,1726,Fixo,19723.25,5498.22,2026-04-17,Quitado
1727,1727,Misto,3903.6,1126.15,2026-05-18,Ativo
1728,1728,Fixo,23959.39,7277.11,2026-06-27,Quitado
1729,1729,Misto,13236.64,4327.62,2026-04-15,Ativo
1730,1730,Fixo,18285.83,6172.37,2025-09-24,Quitado
1731,1731,Misto,29673.58,1157.37,2026-03-06,Ativo
1732,1732,Hora,32625.34,4691.74,2025-08-27,Em atraso
1733,1733,Hora,22077.04,136.93,2025-08-03,Ativo
1734,1734,Fixo,27516.22,8205.65,2026-01-31,Ativo
1735,1735,Êxito,26205.47,3548.35,2026-01-28,Ativo
1736,1736,Fixo,3397.54,930.26,2026-02-02,Em atraso
1737,1737,Hora,25008.85,287.38,2026-06-07,Em atraso
1738,1738,Êxito,37738.68,12931.39,2026-01-30,Quitado
1739,1739,Êxito,21803.3,2932.65,2026-02-03,Ativo
1740,1740,Êxito,15812.95,1352.02,2025-09-11,Em atraso
1741,1741,Misto,42735.11,1023.11,2025-08-01,Ativo
1742,1742,Fixo,2442.83,843.64,2025-12-09,Quitado
1743,1743,Hora,33601.01,2100.93,2026-06-14,Quitado
1744,1744,Fixo,14566.22,4563.28,2025-08-12,Quitado
1745,1745,Hora,38645.9,6428.29,2026-02-18,Em atraso
1746,1746,Fixo,13129.07,3916.15,2025-11-20,Ativo
1747,1747,Fixo,36701.09,12434.3,2025-10-29,Quitado
1748,1748,Hora,6040.64,1755.84,2025-11-22,Em atraso
1749,1749,Misto,17920.52,4277.84,2025-10-17,Ativo
1750,1750,Hora,26012.9,8307.48,2025-12-12,Em atraso
1751,1751,Êxito,35946.27,8816.47,2026-06-29,Em atraso
1752,1752,Fixo,20664.2,12.95,2025-07-07,Em atraso
1753,1753,Misto,7542.16,141.01,2026-02-28,Quitado
1754,1754,Hora,4452.82,812.79,2025-09-22,Ativo
1755,1755,Fixo,31056.38,2219.59,2025-08-24,Ativo
1756,1756,Misto,42966.48,3954.02,2025-12-04,Em atraso
1757,1757,Êxito,21958.84,6484.93,2025-11-23,Ativo
1758,1758,Misto,33413.0,6232.48,2026-06-11,Em atraso
1759,1759,Misto,6316.97,616.7,2026-02-22,Ativo
1760,1760,Hora,35098.07,3156.4,2026-01-17,Em atraso
1761,1761,Misto,36498.14,9069.07,2026-04-11,Quitado
1762,1762,Êxito,12094.34,2550.08,2025-08-12,Quitado
1763,1763,Êxito,13628.0,4748.61,2026-02-06,Ativo
1764,1764,Fixo,6714.09,539.89,2025-07-13,Ativo
1765,1765,Fixo,30355.11,1767.11,2026-06-03,Quitado
1766,1766,Hora,9944.18,656.9,2026-01-02,Quitado
1767,1767,Hora,22464.34,1674.27,2026-06-04,Ativo
1768,1768,Fixo,13483.75,4069.66,2026-05-23,Em atraso
