diagnostico_id;os_id;defeito_relatado;causa;taxa_diagnostico;data_diagnostico
2996;2996;Não liga;Impacto;74,35;2026-03-05
2997;2997;Não carrega;Oxidação;40,16;2026-05-06
2998;2998;Sem imagem;Impacto;122,4;2025-12-10
2999;2999;Sem imagem;Software;188,99;2025-08-28
3000;3000;Não liga;Oxidação;117,97;2025-08-05
3001;3001;Sem imagem;Oxidação;212,98;2026-03-10
3002;3002;Tela quebrada;Desgaste;172,26;2025-10-24
3003;3003;Tela quebrada;Oxidação;175,41;2026-01-17
3004;3004;Tela quebrada;Oxidação;42,17;2025-08-15
3005;3005;Não carrega;Oxidação;98,69;2025-12-28
3006;3006;Lento;Oxidação;218,05;2026-05-02
3007;3007;Falha de rede;Impacto;96,67;2025-07-06
3008;3008;Sem imagem;Impacto;51,98;2026-02-19
3009;3009;Ruído;Oxidação;72,36;2026-02-22
3010;3010;Sem imagem;Oxidação;117,7;2025-08-27
3011;3011;Lento;Software;121,28;2026-02-20
3012;3012;Superaquecimento;Impacto;159,8;2025-11-05
3013;3013;Não liga;Componente queimado;105,41;2025-12-22
3014;3014;Sem imagem;Desgaste;110,72;2026-01-13
3015;3015;Ruído;Oxidação;174,63;2026-04-22
3016;3016;Sem imagem;Oxidação;179,8;2025-12-29
3017;3017;Não liga;Desgaste;228,1;2026-02-23
3018;3018;Sem imagem;Oxidação;213,97;2025-11-16
3019;3019;Tela quebrada;Software;50,71;2026-05-11
3020;3020;Lento;Desgaste;96,03;2025-11-16
3021;3021;Tela quebrada;Software;219,01;2025-11-08
3022;3022;Falha de rede;Impacto;228,54;2025-10-26
3023;3023;Falha de rede;Oxidação;202,72;2026-06-07
3024;3024;Superaquecimento;Impacto;147,21;2026-05-04
3025;3025;Superaquecimento;Desgaste;133,63;2025-11-09
3026;3026;Lento;Desgaste;178,45;2025-07-16
3027;3027;Sem imagem;Impacto;168,77;2026-04-09
3028;3028;Ruído;Oxidação;188,56;2025-12-05
3029;3029;Lento;Desgaste;152,39;2025-10-08
3030;3030;Sem imagem;Software;84,61;2026-01-04
3031;3031;Sem imagem;Componente queimado;148,6;2025-11-08
3032;3032;Lento;Desgaste;35,21;2025-11-24
3033;3033;Não liga;Oxidação;165,26;2025-10-02
3034;3034;Ruído;Impacto;86,49;2025-12-26
3035;3035;Não liga;Desgaste;187,8;2026-03-29
3036;3036;Sem imagem;Componente queimado;223,78;2026-04-29
3037;3037;Superaquecimento;Desgaste;126,67;2026-02-27
3038;3038;Não liga;Oxidação;37,22;2025-11-27
3039;3039;Ruído;Impacto;145,28;2025-10-23
3040;3040;Superaquecimento;Software;96,39;2025-08-13
3041;3041;Lento;Impacto;246,09;2025-08-04
3042;3042;Falha de rede;Oxidação;189,19;2025-07-10
3043;3043;Falha de rede;Componente queimado;163,91;2026-04-04
3044;3044;Lento;Componente queimado;218,5;2026-06-28
3045;3045;Superaquecimento;Impacto;238,06;2025-08-24
3046;3046;Sem imagem;Impacto;185,01;2026-02-15
3047;3047;Ruído;Software;244,1;2026-05-07
3048;3048;Ruído;Desgaste;117,9;2026-03-16
3049;3049;Ruído;Desgaste;82,63;2025-12-07
3050;3050;Lento;Software;116,44;2025-08-20
3051;3051;Lento;Componente queimado;180,63;2026-03-27
3052;3052;Não carrega;Software;91,76;2025-08-28
3053;3053;Sem imagem;Desgaste;97,19;2026-02-24
3054;3054;Falha de rede;Oxidação;40,57;2025-12-30
3055;3055;Não liga;Impacto;85,38;2026-03-27
3056;3056;Falha de rede;Desgaste;88,82;2026-01-10
3057;3057;Falha de rede;Software;240,28;2025-11-17
3058;3058;Lento;Software;120,66;2026-06-28
3059;3059;Falha de rede;Componente queimado;125,75;2026-01-18
3060;3060;Tela quebrada;Oxidação;54,54;2025-11-05
3061;3061;Falha de rede;Desgaste;131,27;2026-04-28
3062;3062;Sem imagem;Impacto;121,46;2025-12-02
3063;3063;Ruído;Oxidação;154,43;2026-04-25
3064;3064;Falha de rede;Desgaste;45,74;2026-05-08
3065;3065;Sem imagem;Software;148,71;2025-12-07
3066;3066;Não carrega;Componente queimado;74,09;2026-05-06
3067;3067;Lento;Impacto;36,27;2025-11-11
3068;3068;Não carrega;Componente queimado;226,99;2025-07-09
3069;3069;Lento;Desgaste;135,4;2025-07-29
3070;3070;Superaquecimento;Impacto;201,58;2025-07-17
3071;3071;Ruído;Oxidação;247,25;2025-11-11
3072;3072;Falha de rede;Desgaste;77,9;2026-01-02
3073;3073;Falha de rede;Impacto;242,67;2025-11-05
3074;3074;Ruído;Desgaste;225,39;2025-09-18
3075;3075;Ruído;Desgaste;179,5;2026-02-12
3076;3076;Falha de rede;Desgaste;213,37;2026-03-05
3077;3077;Ruído;Impacto;142,7;2026-03-25
3078;3078;Superaquecimento;Oxidação;205,77;2026-02-27
3079;3079;Não liga;Software;209,7;2025-10-16
3080;3080;Não liga;Componente queimado;115,3;2026-04-03
3081;3081;Não liga;Componente queimado;49,12;2026-04-04
3082;3082;Não liga;Componente queimado;107,45;2026-02-28
3083;3083;Lento;Software;186,07;2026-06-26
3084;3084;Sem imagem;Impacto;175,0;2026-07-02
3085;3085;Falha de rede;Impacto;153,68;2026-03-04
3086;3086;Falha de rede;Oxidação;173,81;2025-11-10
3087;3087;Tela quebrada;Componente queimado;57,6;2025-10-30
3088;3088;Não liga;Software;214,67;2026-01-07
3089;3089;Falha de rede;Software;205,54;2026-05-21
3090;3090;Lento;Componente queimado;181,33;2025-10-29
3091;3091;Sem imagem;Componente queimado;231,49;2025-07-16
3092;3092;Tela quebrada;Desgaste;186,93;2025-10-07
3093;3093;Falha de rede;Componente queimado;235,47;2026-01-16
3094;3094;Tela quebrada;Software;221,26;2026-06-15
3095;3095;Superaquecimento;Componente queimado;72,66;2026-05-12
3096;3096;Lento;Oxidação;125,9;2025-11-26
3097;3097;Tela quebrada;Componente queimado;67,73;2025-08-19
3098;3098;Não carrega;Oxidação;146,21;2025-07-11
3099;3099;Sem imagem;Desgaste;137,65;2025-09-14
3100;3100;Lento;Desgaste;190,0;2026-04-27
3101;3101;Sem imagem;Oxidação;76,88;2026-02-28
3102;3102;Lento;Componente queimado;191,15;2025-09-23
3103;3103;Não carrega;Componente queimado;222,34;2026-06-04
3104;3104;Lento;Desgaste;132,72;2026-02-04
3105;3105;Superaquecimento;Componente queimado;206,89;2025-08-14
3106;3106;Sem imagem;Software;101,29;2026-01-19
3107;3107;Falha de rede;Componente queimado;102,95;2026-06-28
3108;3108;Tela quebrada;Software;100,48;2026-05-11
3109;3109;Sem imagem;Impacto;58,83;2026-04-07
3110;3110;Ruído;Desgaste;174,23;2025-10-13
3111;3111;Superaquecimento;Impacto;235,87;2025-11-13
3112;3112;Não liga;Impacto;154,91;2025-11-22
3113;3113;Não carrega;Impacto;37,18;2025-09-29
3114;3114;Não carrega;Componente queimado;195,51;2026-01-01
3115;3115;Ruído;Desgaste;237,16;2026-01-18
3116;3116;Superaquecimento;Desgaste;204,9;2025-09-16
3117;3117;Falha de rede;Software;200,63;2025-12-14
3118;3118;Superaquecimento;Componente queimado;120,44;2026-05-10
3119;3119;Lento;Desgaste;162,32;2025-10-20
3120;3120;Ruído;Desgaste;158,35;2025-08-27
3121;3121;Lento;Impacto;214,94;2026-01-23
3122;3122;Tela quebrada;Desgaste;77,72;2026-01-27
3123;3123;Sem imagem;Desgaste;190,3;2025-11-02
3124;3124;Não carrega;Desgaste;138,86;2025-10-08
3125;3125;Falha de rede;Componente queimado;92,31;2025-07-21
3126;3126;Ruído;Componente queimado;199,68;2025-10-08
3127;3127;Tela quebrada;Desgaste;198,91;2026-03-29
3128;3128;Tela quebrada;Impacto;248,89;2025-10-15
3129;3129;Não carrega;Componente queimado;235,29;2026-05-18
3130;3130;Lento;Desgaste;209,32;2026-05-19
3131;3131;Sem imagem;Oxidação;228,95;2026-05-14
3132;3132;Não liga;Impacto;136,23;2025-08-14
3133;3133;Sem imagem;Software;144,97;2026-05-23
3134;3134;Tela quebrada;Componente queimado;247,46;2025-10-05
3135;3135;Ruído;Impacto;114,71;2025-07-13
3136;3136;Superaquecimento;Desgaste;245,25;2025-09-16
3137;3137;Não liga;Oxidação;173,86;2025-07-08
3138;3138;Tela quebrada;Desgaste;114,54;2025-08-04
3139;3139;Superaquecimento;Componente queimado;107,83;2026-04-15
3140;3140;Ruído;Software;61,4;2025-11-05
3141;3141;Não carrega;Componente queimado;116,85;2025-10-30
3142;3142;Superaquecimento;Impacto;239,33;2025-07-30
3143;3143;Falha de rede;Componente queimado;153,72;2026-02-17
3144;3144;Lento;Desgaste;243,88;2025-09-03
3145;3145;Lento;Componente queimado;187,4;2026-05-23
3146;3146;Superaquecimento;Impacto;223,49;2025-08-24
3147;3147;Superaquecimento;Software;187,92;2025-07-14
3148;3148;Superaquecimento;Impacto;127,51;2026-06-14
3149;3149;Não carrega;Software;57,82;2026-04-14
3150;3150;Lento;Componente queimado;223,31;2026-03-15
3151;3151;Ruído;Componente queimado;192,68;2026-06-14
3152;3152;Sem imagem;Impacto;153,2;2026-06-07
3153;3153;Não liga;Software;117,9;2025-11-29
3154;3154;Ruído;Software;164,82;2026-01-06
3155;3155;Não liga;Desgaste;145,96;2026-05-13
3156;3156;Falha de rede;Desgaste;38,0;2025-08-12
3157;3157;Lento;Oxidação;143,78;2025-10-31
3158;3158;Falha de rede;Componente queimado;43,61;2025-12-18
3159;3159;Não liga;Desgaste;188,59;2026-02-07
3160;3160;Superaquecimento;Impacto;70,76;2026-02-03
3161;3161;Tela quebrada;Software;176,62;2026-06-28
3162;3162;Sem imagem;Oxidação;147,47;2025-10-25
3163;3163;Não carrega;Impacto;137,4;2026-05-18
3164;3164;Falha de rede;Oxidação;41,79;2025-09-09
3165;3165;Ruído;Software;176,81;2026-01-13
3166;3166;Sem imagem;Componente queimado;45,52;2026-03-25
3167;3167;Falha de rede;Componente queimado;224,54;2026-05-30
3168;3168;Não liga;Componente queimado;115,12;2025-11-21
3169;3169;Não liga;Componente queimado;90,77;2026-02-25
3170;3170;Não liga;Software;189,82;2026-02-08
3171;3171;Não carrega;Desgaste;101,06;2026-05-27
3172;3172;Sem imagem;Impacto;183,12;2026-05-23
3173;3173;Ruído;Software;213,74;2025-08-03
3174;3174;Sem imagem;Componente queimado;194,28;2026-01-16
3175;3175;Superaquecimento;Desgaste;86,1;2026-04-28
3176;3176;Superaquecimento;Desgaste;139,07;2026-02-19
3177;3177;Não liga;Software;104,15;2025-07-07
3178;3178;Falha de rede;Componente queimado;228,07;2026-01-17
3179;3179;Não liga;Impacto;191,36;2026-04-02
3180;3180;Superaquecimento;Impacto;41,49;2026-04-26
3181;3181;Não liga;Impacto;130,14;2025-07-29
3182;3182;Ruído;Software;133,33;2026-04-11
3183;3183;Superaquecimento;Software;75,08;2025-08-01
3184;3184;Não liga;Componente queimado;62,55;2025-10-12
3185;3185;Não carrega;Componente queimado;175,31;2025-08-16
3186;3186;Sem imagem;Oxidação;50,3;2025-11-24
3187;3187;Lento;Impacto;124,69;2025-09-14
3188;3188;Superaquecimento;Software;222,56;2025-09-26
3189;3189;Sem imagem;Desgaste;58,37;2025-11-29
3190;3190;Não liga;Impacto;104,19;2026-05-15
3191;3191;Não carrega;Desgaste;142,82;2025-07-11
3192;3192;Não liga;Componente queimado;155,02;2026-03-27
3193;3193;Lento;Software;34,37;2025-12-10
3194;3194;Tela quebrada;Desgaste;187,14;2026-02-28
3195;3195;Tela quebrada;Componente queimado;226,89;2025-08-16
3196;3196;Tela quebrada;Desgaste;42,29;2025-12-17
3197;3197;Sem imagem;Software;196,09;2025-08-31
3198;3198;Sem imagem;Impacto;241,15;2025-09-02
3199;3199;Sem imagem;Software;245,05;2026-04-27
3200;3200;Lento;Impacto;233,41;2026-04-24
3201;3201;Falha de rede;Software;246,54;2025-07-10
3202;3202;Não liga;Desgaste;219,97;2026-02-14
3203;3203;Lento;Componente queimado;131,51;2025-12-20
3204;3204;Superaquecimento;Componente queimado;136,92;2025-07-04
3205;3205;Não carrega;Desgaste;53,26;2026-04-19
3206;3206;Sem imagem;Oxidação;102,82;2026-05-19
3207;3207;Não liga;Componente queimado;224,08;2026-01-24
3208;3208;Ruído;Software;182,83;2026-03-30
3209;3209;Ruído;Componente queimado;211,64;2026-05-21
3210;3210;Sem imagem;Software;228,41;2025-08-09
3211;3211;Superaquecimento;Oxidação;174,43;2025-08-27
3212;3212;Tela quebrada;Desgaste;38,3;2025-07-10
3213;3213;Não liga;Componente queimado;204,6;2025-10-22
3214;3214;Ruído;Impacto;124,9;2026-04-27
3215;3215;Não liga;Impacto;187,53;2026-03-03
3216;3216;Tela quebrada;Desgaste;148,26;2026-06-20
3217;3217;Não liga;Componente queimado;77,09;2025-09-24
3218;3218;Lento;Software;173,72;2026-02-04
3219;3219;Superaquecimento;Software;125,58;2025-10-27
3220;3220;Falha de rede;Oxidação;118,14;2025-12-12
3221;3221;Ruído;Impacto;192,74;2025-11-23
3222;3222;Superaquecimento;Impacto;234,49;2026-04-17
3223;3223;Tela quebrada;Desgaste;99,16;2026-04-25
3224;3224;Superaquecimento;Software;37,83;2026-05-09
3225;3225;Ruído;Componente queimado;42,76;2026-04-29
3226;3226;Sem imagem;Desgaste;58,79;2025-11-21
3227;3227;Tela quebrada;Software;65,14;2025-08-17
3228;3228;Não liga;Oxidação;67,56;2025-09-24
3229;3229;Não liga;Oxidação;73,55;2026-02-09
3230;3230;Não carrega;Impacto;134,45;2025-11-24
3231;3231;Superaquecimento;Software;164,2;2026-03-22
3232;3232;Lento;Oxidação;136,71;2026-04-29
3233;3233;Não liga;Desgaste;53,88;2025-10-11
3234;3234;Ruído;Desgaste;169,01;2025-09-19
3235;3235;Não carrega;Impacto;40,31;2026-02-27
3236;3236;Não carrega;Oxidação;40,96;2025-12-28
3237;3237;Não liga;Impacto;208,37;2026-04-12
3238;3238;Não liga;Desgaste;188,65;2026-04-23
3239;3239;Ruído;Software;172,9;2026-05-16
3240;3240;Ruído;Impacto;169,74;2026-01-14
3241;3241;Sem imagem;Desgaste;48,04;2026-04-20
3242;3242;Falha de rede;Software;108,06;2025-07-16
3243;3243;Não carrega;Oxidação;155,8;2025-12-12
3244;3244;Superaquecimento;Desgaste;240,19;2026-05-01
3245;3245;Tela quebrada;Oxidação;145,59;2026-03-14
3246;3246;Falha de rede;Componente queimado;103,94;2025-10-21
3247;3247;Não liga;Software;170,96;2025-08-05
3248;3248;Não carrega;Oxidação;49,45;2026-03-26
3249;3249;Lento;Oxidação;39,29;2025-10-03
3250;3250;Ruído;Software;204,34;2026-02-04
3251;3251;Não carrega;Componente queimado;43,87;2025-12-09
3252;3252;Sem imagem;Desgaste;181,81;2026-05-27
3253;3253;Não liga;Impacto;203,29;2026-04-06
3254;3254;Superaquecimento;Oxidação;35,06;2025-09-28
3255;3255;Falha de rede;Componente queimado;130,36;2026-03-18
3256;3256;Superaquecimento;Software;207,74;2025-09-14
3257;3257;Lento;Oxidação;42,41;2025-11-20
3258;3258;Lento;Oxidação;213,85;2026-04-12
3259;3259;Não carrega;Software;87,64;2025-09-10
3260;3260;Ruído;Impacto;242,2;2025-09-25
3261;3261;Lento;Impacto;229,74;2026-01-17
3262;3262;Não carrega;Impacto;221,91;2025-07-15
3263;3263;Tela quebrada;Impacto;173,49;2026-05-16
3264;3264;Não liga;Oxidação;66,08;2025-07-22
3265;3265;Sem imagem;Componente queimado;69,88;2026-02-09
3266;3266;Falha de rede;Desgaste;166,83;2026-02-02
3267;3267;Não carrega;Componente queimado;51,44;2025-11-17
3268;3268;Ruído;Software;63,88;2026-02-28
3269;3269;Não liga;Componente queimado;219,63;2026-03-12
3270;3270;Tela quebrada;Software;156,53;2025-11-12
3271;3271;Lento;Oxidação;86,81;2025-07-08
3272;3272;Sem imagem;Software;92,69;2025-08-27
3273;3273;Sem imagem;Oxidação;244,25;2025-10-01
3274;3274;Ruído;Oxidação;140,19;2025-10-26
3275;3275;Não liga;Impacto;239,58;2026-01-10
3276;3276;Ruído;Componente queimado;168,68;2026-03-02
3277;3277;Tela quebrada;Software;207,25;2025-09-08
3278;3278;Lento;Impacto;166,75;2025-11-29
3279;3279;Tela quebrada;Impacto;228,21;2025-08-09
3280;3280;Superaquecimento;Desgaste;85,3;2025-10-29
3281;3281;Não carrega;Software;214,19;2026-05-22
3282;3282;Não carrega;Desgaste;87,63;2025-09-13
3283;3283;Lento;Impacto;148,13;2026-03-27
3284;3284;Lento;Componente queimado;92,28;2026-01-04
3285;3285;Não carrega;Desgaste;91,28;2026-03-19
3286;3286;Falha de rede;Componente queimado;136,43;2025-12-29
3287;3287;Tela quebrada;Oxidação;180,6;2026-02-25
3288;3288;Sem imagem;Software;205,95;2026-06-04
3289;3289;Ruído;Impacto;56,43;2025-11-05
3290;3290;Não carrega;Impacto;131,85;2025-09-29
3291;3291;Falha de rede;Oxidação;152,19;2025-10-30
3292;3292;Tela quebrada;Componente queimado;41,05;2026-02-11
3293;3293;Ruído;Oxidação;47,46;2025-07-10
3294;3294;Não liga;Componente queimado;122,07;2025-10-06
3295;3295;Superaquecimento;Impacto;114,56;2025-11-27
3296;3296;Não liga;Componente queimado;30,65;2026-04-02
3297;3297;Lento;Componente queimado;95,37;2026-05-01
3298;3298;Ruído;Impacto;202,02;2025-11-30
3299;3299;Ruído;Software;226,12;2025-07-18
3300;3300;Não carrega;Oxidação;221,15;2025-09-24
3301;3301;Lento;Componente queimado;34,09;2025-07-09
3302;3302;Não liga;Oxidação;196,81;2026-04-22
3303;3303;Tela quebrada;Componente queimado;119,64;2025-09-22
3304;3304;Tela quebrada;Desgaste;114,99;2025-10-15
3305;3305;Sem imagem;Oxidação;178,62;2026-01-04
3306;3306;Superaquecimento;Oxidação;167,83;2026-03-12
3307;3307;Falha de rede;Desgaste;181,89;2025-10-18
3308;3308;Sem imagem;Componente queimado;222,17;2025-08-04
3309;3309;Tela quebrada;Oxidação;155,89;2025-11-01
3310;3310;Sem imagem;Software;188,54;2026-02-15
3311;3311;Não liga;Oxidação;129,17;2026-05-10
3312;3312;Não carrega;Oxidação;219,85;2025-12-01
3313;3313;Não carrega;Oxidação;187,47;2025-10-01
3314;3314;Lento;Desgaste;249,87;2026-02-03
3315;3315;Sem imagem;Componente queimado;214,92;2026-01-12
3316;3316;Não carrega;Desgaste;80,39;2026-05-26
3317;3317;Não liga;Software;173,94;2025-09-16
3318;3318;Não carrega;Desgaste;135,03;2026-05-16
3319;3319;Não carrega;Oxidação;208,4;2025-09-02
3320;3320;Ruído;Software;241,67;2026-03-09
3321;3321;Superaquecimento;Desgaste;112,11;2026-01-06
3322;3322;Não liga;Desgaste;243,33;2025-11-18
3323;3323;Lento;Software;72,64;2026-05-08
3324;3324;Falha de rede;Oxidação;207,73;2026-06-14
3325;3325;Lento;Desgaste;90,55;2025-11-08
3326;3326;Falha de rede;Impacto;86,35;2026-04-30
3327;3327;Sem imagem;Software;192,6;2026-01-21
3328;3328;Sem imagem;Impacto;69,21;2026-01-02
3329;3329;Sem imagem;Oxidação;170,53;2025-07-26
3330;3330;Tela quebrada;Impacto;204,76;2025-10-06
3331;3331;Lento;Oxidação;149,59;2025-12-19
3332;3332;Ruído;Impacto;84,93;2025-12-19
3333;3333;Lento;Impacto;104,0;2026-06-02
3334;3334;Não liga;Componente queimado;121,3;2025-08-29
3335;3335;Lento;Oxidação;220,56;2026-06-22
3336;3336;Sem imagem;Impacto;54,94;2025-07-27
3337;3337;Ruído;Desgaste;100,81;2025-07-24
3338;3338;Sem imagem;Oxidação;134,25;2026-01-23
3339;3339;Ruído;Impacto;105,36;2026-05-13
3340;3340;Tela quebrada;Desgaste;106,12;2025-11-14
3341;3341;Lento;Software;150,39;2025-07-06
3342;3342;Ruído;Componente queimado;87,73;2026-04-08
3343;3343;Lento;Componente queimado;125,22;2025-11-25
3344;3344;Não carrega;Oxidação;41,63;2025-09-25
3345;3345;Lento;Software;201,16;2026-06-02
3346;3346;Lento;Desgaste;226,28;2026-05-02
3347;3347;Não carrega;Componente queimado;123,16;2026-02-26
3348;3348;Não carrega;Desgaste;34,78;2026-03-29
3349;3349;Superaquecimento;Oxidação;202,02;2026-05-11
3350;3350;Tela quebrada;Componente queimado;139,02;2026-05-09
3351;3351;Superaquecimento;Desgaste;79,5;2025-07-29
3352;3352;Lento;Desgaste;68,29;2025-12-06
3353;3353;Lento;Oxidação;179,51;2026-04-06
3354;3354;Não carrega;Software;177,54;2025-12-15
3355;3355;Sem imagem;Impacto;84,3;2025-07-30
3356;3356;Tela quebrada;Software;103,17;2026-01-24
3357;3357;Falha de rede;Impacto;53,33;2025-08-09
3358;3358;Tela quebrada;Impacto;44,42;2026-01-04
3359;3359;Tela quebrada;Componente queimado;51,83;2025-10-22
3360;3360;Superaquecimento;Componente queimado;203,51;2026-02-22
3361;3361;Lento;Software;156,64;2025-08-18
3362;3362;Tela quebrada;Oxidação;226,96;2025-11-02
3363;3363;Tela quebrada;Impacto;84,43;2025-12-30
3364;3364;Tela quebrada;Impacto;155,29;2026-01-19
3365;3365;Lento;Componente queimado;223,4;2025-08-12
3366;3366;Não carrega;Oxidação;143,93;2025-09-04
3367;3367;Ruído;Software;85,99;2026-04-21
3368;3368;Sem imagem;Impacto;169,32;2026-01-04
3369;3369;Lento;Impacto;191,71;2025-09-29
3370;3370;Superaquecimento;Desgaste;176,97;2026-04-03
3371;3371;Tela quebrada;Impacto;235,25;2025-07-08
3372;3372;Falha de rede;Oxidação;110,96;2026-05-24
3373;3373;Tela quebrada;Desgaste;92,59;2025-11-29
3374;3374;Não carrega;Impacto;99,22;2026-02-04
3375;3375;Não liga;Software;35,02;2026-01-15
3376;3376;Falha de rede;Desgaste;162,3;2025-07-15
3377;3377;Ruído;Desgaste;118,13;2026-06-09
3378;3378;Lento;Software;32,69;2025-11-12
3379;3379;Tela quebrada;Impacto;216,08;2025-07-25
3380;3380;Sem imagem;Desgaste;151,2;2025-08-28
3381;3381;Não liga;Software;115,33;2026-02-05
3382;3382;Ruído;Software;185,35;2026-01-01
3383;3383;Sem imagem;Desgaste;31,42;2026-02-17
3384;3384;Não liga;Componente queimado;51,92;2026-05-16
3385;3385;Superaquecimento;Software;65,36;2025-07-03
3386;3386;Ruído;Componente queimado;247,29;2025-08-03
3387;3387;Falha de rede;Software;212,13;2026-01-13
3388;3388;Tela quebrada;Impacto;208,16;2025-09-03
3389;3389;Tela quebrada;Impacto;77,0;2026-06-12
3390;3390;Não liga;Software;161,41;2026-01-30
3391;3391;Lento;Software;136,07;2025-07-05
3392;3392;Não liga;Desgaste;71,65;2025-09-19
3393;3393;Falha de rede;Desgaste;119,68;2026-05-07
3394;3394;Lento;Impacto;39,23;2026-01-07
3395;3395;Lento;Impacto;159,54;2026-03-20
3396;3396;Ruído;Oxidação;85,19;2025-12-24
3397;3397;Não liga;Desgaste;35,05;2025-12-19
3398;3398;Superaquecimento;Impacto;47,5;2025-09-09
3399;3399;Tela quebrada;Impacto;143,6;2025-11-01
3400;3400;Superaquecimento;Componente queimado;74,56;2025-11-24
3401;3401;Falha de rede;Desgaste;141,84;2025-07-09
3402;3402;Lento;Desgaste;115,37;2025-12-06
3403;3403;Não liga;Componente queimado;116,02;2026-01-17
3404;3404;Sem imagem;Oxidação;82,3;2026-01-11
3405;3405;Não liga;Software;189,69;2025-09-14
3406;3406;Tela quebrada;Software;137,85;2026-02-07
3407;3407;Lento;Oxidação;80,85;2026-03-03
3408;3408;Não liga;Oxidação;243,61;2026-04-27
3409;3409;Lento;Impacto;199,03;2026-01-10
3410;3410;Superaquecimento;Desgaste;231,09;2026-02-06
3411;3411;Ruído;Impacto;115,26;2026-03-10
3412;3412;Superaquecimento;Software;89,43;2025-09-24
3413;3413;Ruído;Software;224,42;2026-04-22
3414;3414;Não liga;Software;53,67;2026-06-06
3415;3415;Falha de rede;Oxidação;53,93;2026-04-23
3416;3416;Superaquecimento;Desgaste;54,02;2025-08-14
3417;3417;Tela quebrada;Impacto;241,72;2026-05-16
3418;3418;Ruído;Componente queimado;75,52;2026-02-07
3419;3419;Tela quebrada;Componente queimado;72,44;2025-12-12
3420;3420;Tela quebrada;Software;70,7;2026-03-01
3421;3421;Sem imagem;Oxidação;199,94;2025-09-06
3422;3422;Falha de rede;Componente queimado;89,22;2025-11-06
3423;3423;Lento;Componente queimado;57,35;2026-01-08
3424;3424;Lento;Impacto;98,72;2026-03-14
3425;3425;Superaquecimento;Software;117,68;2026-03-04
3426;3426;Não carrega;Componente queimado;128,12;2025-09-18
3427;3427;Lento;Oxidação;109,22;2026-06-29
3428;3428;Tela quebrada;Desgaste;180,19;2026-03-11
3429;3429;Não liga;Impacto;51,79;2026-04-26
3430;3430;Não carrega;Software;167,84;2025-09-14
3431;3431;Não carrega;Desgaste;126,3;2026-05-22
3432;3432;Falha de rede;Software;143,67;2025-08-23
3433;3433;Superaquecimento;Desgaste;168,88;2026-04-16
3434;3434;Não carrega;Desgaste;77,79;2025-09-11
3435;3435;Falha de rede;Impacto;34,52;2026-05-25
3436;3436;Não liga;Desgaste;92,74;2026-06-17
3437;3437;Lento;Oxidação;102,27;2025-08-30
3438;3438;Superaquecimento;Impacto;169,77;2026-03-20
3439;3439;Lento;Desgaste;183,93;2026-04-24
3440;3440;Ruído;Impacto;126,93;2026-01-06
3441;3441;Sem imagem;Software;215,7;2026-05-12
3442;3442;Sem imagem;Desgaste;194,21;2025-09-23
3443;3443;Superaquecimento;Software;173,15;2025-09-17
3444;3444;Superaquecimento;Impacto;51,33;2026-07-01
3445;3445;Tela quebrada;Impacto;33,66;2025-11-02
3446;3446;Não liga;Desgaste;153,92;2025-07-12
3447;3447;Ruído;Desgaste;185,69;2026-04-23
3448;3448;Sem imagem;Oxidação;33,99;2026-01-11
3449;3449;Não liga;Componente queimado;114,42;2026-04-04
3450;3450;Falha de rede;Software;85,97;2026-06-27
3451;3451;Tela quebrada;Desgaste;39,83;2026-04-03
3452;3452;Tela quebrada;Componente queimado;114,44;2025-09-02
3453;3453;Falha de rede;Oxidação;48,21;2025-12-02
3454;3454;Ruído;Componente queimado;65,04;2026-02-06
3455;3455;Tela quebrada;Impacto;213,72;2026-01-10
3456;3456;Lento;Desgaste;72,73;2026-04-12
3457;3457;Falha de rede;Componente queimado;39,06;2025-11-20
3458;3458;Não liga;Impacto;176,26;2025-10-03
3459;3459;Não liga;Desgaste;191,36;2025-12-06
3460;3460;Sem imagem;Componente queimado;109,0;2025-09-03
3461;3461;Ruído;Componente queimado;170,32;2026-03-24
3462;3462;Superaquecimento;Desgaste;107,13;2026-03-26
3463;3463;Superaquecimento;Impacto;162,13;2025-08-12
3464;3464;Lento;Oxidação;204,17;2026-03-30
3465;3465;Sem imagem;Desgaste;139,79;2026-06-01
3466;3466;Ruído;Desgaste;191,31;2026-05-04
3467;3467;Lento;Desgaste;237,71;2025-08-29
3468;3468;Ruído;Software;73,68;2026-02-26
3469;3469;Não carrega;Componente queimado;94,59;2026-06-30
3470;3470;Superaquecimento;Desgaste;167,54;2026-05-18
3471;3471;Não liga;Componente queimado;176,38;2025-12-16
3472;3472;Falha de rede;Impacto;187,22;2025-12-21
3473;3473;Superaquecimento;Componente queimado;234,02;2025-07-07
3474;3474;Lento;Impacto;64,78;2025-07-13
3475;3475;Sem imagem;Impacto;193,67;2025-09-06
3476;3476;Superaquecimento;Software;235,82;2026-04-30
3477;3477;Falha de rede;Impacto;243,89;2026-06-11
3478;3478;Sem imagem;Impacto;34,16;2025-07-26
3479;3479;Não carrega;Desgaste;96,37;2025-09-30
3480;3480;Superaquecimento;Componente queimado;32,93;2025-09-02
3481;3481;Tela quebrada;Componente queimado;90,44;2026-01-29
3482;3482;Superaquecimento;Desgaste;241,51;2026-06-14
3483;3483;Lento;Software;164,4;2025-07-13
