garantia_id;reparo_id;inicio;fim;status;retorno
1617;2004;2025-07-14;2025-10-12;Vigente;0
1618;2005;2025-12-31;2026-03-31;Expirada;0
1619;2006;2025-12-24;2026-03-24;Expirada;0
1620;2007;2025-12-27;2026-03-27;Vigente;0
1621;2008;2025-11-03;2026-02-01;Acionada;0
1622;2010;2026-04-10;2026-07-09;Acionada;0
1623;2011;2025-12-17;2026-03-17;Acionada;0
1624;2012;2026-04-01;2026-06-30;Vigente;0
1625;2013;2025-09-30;2025-12-29;Expirada;0
1626;2014;2026-05-12;2026-08-10;Expirada;0
1627;2015;2025-07-07;2025-10-05;Acionada;0
1628;2016;2026-02-03;2026-05-04;Acionada;0
1629;2018;2026-04-16;2026-07-15;Vigente;0
1630;2020;2025-09-26;2025-12-25;Vigente;0
1631;2022;2026-03-31;2026-06-29;Expirada;0
1632;2023;2025-11-22;2026-02-20;Vigente;0
1633;2024;2026-06-02;2026-08-31;Acionada;0
1634;2025;2025-12-14;2026-03-14;Vigente;0
1635;2026;2025-09-19;2025-12-18;Acionada;0
1636;2027;2025-10-07;2026-01-05;Acionada;0
1637;2028;2026-04-02;2026-07-01;Expirada;0
1638;2029;2025-09-16;2025-12-15;Acionada;0
1639;2030;2025-11-16;2026-02-14;Acionada;0
1640;2031;2025-12-23;2026-03-23;Acionada;0
1641;2032;2025-12-08;2026-03-08;Vigente;0
1642;2033;2026-06-29;2026-09-27;Acionada;0
1643;2034;2026-01-01;2026-04-01;Vigente;0
1644;2035;2025-11-11;2026-02-09;Expirada;0
1645;2036;2026-05-06;2026-08-04;Vigente;0
1646;2038;2026-02-03;2026-05-04;Vigente;0
1647;2039;2025-09-25;2025-12-24;Vigente;1
1648;2040;2026-02-15;2026-05-16;Expirada;0
1649;2041;2026-05-12;2026-08-10;Vigente;0
1650;2042;2025-10-12;2026-01-10;Acionada;0
1651;2043;2026-06-01;2026-08-30;Vigente;0
1652;2044;2025-11-01;2026-01-30;Expirada;0
1653;2045;2025-12-15;2026-03-15;Expirada;0
1654;2046;2025-07-19;2025-10-17;Expirada;0
1655;2047;2026-07-09;2026-10-07;Vigente;0
1656;2048;2025-11-09;2026-02-07;Vigente;0
1657;2049;2026-06-19;2026-09-17;Vigente;0
1658;2050;2025-09-12;2025-12-11;Vigente;0
1659;2051;2026-03-29;2026-06-27;Vigente;0
1660;2052;2025-08-22;2025-11-20;Vigente;0
1661;2053;2025-07-30;2025-10-28;Expirada;0
1662;2054;2026-06-02;2026-08-31;Expirada;0
1663;2056;2026-06-21;2026-09-19;Acionada;0
1664;2057;2025-11-10;2026-02-08;Expirada;0
1665;2058;2025-12-04;2026-03-04;Expirada;0
1666;2059;2025-08-03;2025-11-01;Acionada;0
1667;2060;2025-10-13;2026-01-11;Vigente;0
1668;2061;2026-01-26;2026-04-26;Vigente;0
1669;2062;2026-05-05;2026-08-03;Vigente;0
1670;2064;2026-01-20;2026-04-20;Expirada;0
1671;2066;2025-07-04;2025-10-02;Expirada;0
1672;2067;2026-05-26;2026-08-24;Expirada;0
1673;2068;2025-12-15;2026-03-15;Vigente;0
1674;2071;2025-08-03;2025-11-01;Expirada;0
1675;2072;2025-09-30;2025-12-29;Expirada;0
1676;2075;2026-01-08;2026-04-08;Vigente;0
1677;2076;2026-05-26;2026-08-24;Vigente;0
1678;2078;2025-09-11;2025-12-10;Expirada;0
1679;2080;2026-01-26;2026-04-26;Expirada;0
1680;2081;2025-08-05;2025-11-03;Acionada;0
1681;2082;2026-04-29;2026-07-28;Expirada;0
1682;2084;2025-10-01;2025-12-30;Expirada;1
1683;2085;2026-04-27;2026-07-26;Acionada;0
1684;2086;2025-07-17;2025-10-15;Vigente;0
1685;2087;2025-10-22;2026-01-20;Vigente;0
1686;2088;2026-06-02;2026-08-31;Acionada;0
1687;2089;2026-03-26;2026-06-24;Vigente;0
1688;2090;2025-12-22;2026-03-22;Expirada;0
1689;2091;2026-06-17;2026-09-15;Expirada;0
1690;2092;2026-04-26;2026-07-25;Vigente;0
1691;2093;2026-02-12;2026-05-13;Expirada;0
1692;2094;2026-03-27;2026-06-25;Vigente;0
1693;2096;2026-06-02;2026-08-31;Expirada;0
1694;2097;2025-09-30;2025-12-29;Expirada;1
1695;2098;2025-07-18;2025-10-16;Vigente;0
1696;2099;2026-06-28;2026-09-26;Vigente;0
1697;2100;2026-06-21;2026-09-19;Acionada;0
1698;2101;2026-07-02;2026-09-30;Vigente;0
1699;2103;2025-07-25;2025-10-23;Vigente;0
1700;2104;2026-06-07;2026-09-05;Expirada;0
1701;2105;2026-01-31;2026-05-01;Vigente;0
1702;2106;2026-05-16;2026-08-14;Vigente;0
1703;2107;2025-10-26;2026-01-24;Vigente;0
1704;2110;2026-06-06;2026-09-04;Vigente;0
1705;2111;2025-12-05;2026-03-05;Vigente;0
1706;2112;2025-07-19;2025-10-17;Expirada;0
1707;2113;2025-10-18;2026-01-16;Acionada;0
1708;2114;2026-04-09;2026-07-08;Acionada;0
1709;2115;2025-11-18;2026-02-16;Expirada;0
1710;2116;2026-02-05;2026-05-06;Expirada;0
1711;2117;2026-01-28;2026-04-28;Expirada;0
1712;2119;2026-05-31;2026-08-29;Vigente;0
1713;2120;2025-12-09;2026-03-09;Vigente;0
1714;2122;2026-04-12;2026-07-11;Vigente;0
1715;2123;2026-04-30;2026-07-29;Vigente;0
1716;2124;2025-10-22;2026-01-20;Expirada;0
1717;2126;2026-02-21;2026-05-22;Vigente;0
1718;2127;2025-12-07;2026-03-07;Expirada;0
1719;2129;2026-06-04;2026-09-02;Vigente;0
1720;2130;2025-07-14;2025-10-12;Vigente;0
1721;2131;2026-03-02;2026-05-31;Acionada;0
1722;2132;2026-04-14;2026-07-13;Expirada;0
1723;2133;2026-06-28;2026-09-26;Acionada;0
1724;2134;2025-10-07;2026-01-05;Vigente;0
1725;2135;2025-09-24;2025-12-23;Vigente;0
1726;2136;2026-01-28;2026-04-28;Acionada;0
1727;2137;2026-04-19;2026-07-18;Expirada;1
1728;2138;2026-04-16;2026-07-15;Expirada;0
1729;2139;2026-01-20;2026-04-20;Vigente;0
1730;2140;2025-12-28;2026-03-28;Acionada;0
1731;2142;2026-06-07;2026-09-05;Expirada;0
1732;2143;2025-12-14;2026-03-14;Acionada;0
1733;2145;2026-04-04;2026-07-03;Acionada;0
1734;2147;2026-05-02;2026-07-31;Vigente;0
1735;2148;2025-10-30;2026-01-28;Acionada;0
1736;2149;2025-08-27;2025-11-25;Acionada;0
1737;2152;2026-04-13;2026-07-12;Expirada;0
1738;2153;2026-03-15;2026-06-13;Vigente;0
1739;2154;2025-10-06;2026-01-04;Expirada;0
1740;2155;2025-10-06;2026-01-04;Expirada;0
1741;2156;2026-04-10;2026-07-09;Acionada;0
1742;2157;2025-07-22;2025-10-20;Expirada;0
1743;2158;2025-09-14;2025-12-13;Vigente;0
1744;2159;2025-09-20;2025-12-19;Expirada;0
1745;2160;2025-10-13;2026-01-11;Vigente;0
1746;2162;2025-08-24;2025-11-22;Acionada;0
1747;2163;2025-07-22;2025-10-20;Expirada;0
1748;2164;2026-02-23;2026-05-24;Expirada;0
1749;2166;2025-11-10;2026-02-08;Expirada;0
1750;2167;2026-05-04;2026-08-02;Expirada;0
1751;2168;2025-08-22;2025-11-20;Acionada;0
1752;2169;2026-06-09;2026-09-07;Expirada;0
1753;2170;2026-05-26;2026-08-24;Expirada;0
1754;2171;2025-11-15;2026-02-13;Expirada;0
1755;2172;2026-05-31;2026-08-29;Expirada;0
1756;2173;2025-09-15;2025-12-14;Expirada;0
1757;2174;2025-09-14;2025-12-13;Expirada;0
1758;2175;2026-06-10;2026-09-08;Vigente;0
1759;2176;2026-01-01;2026-04-01;Vigente;0
1760;2177;2025-09-14;2025-12-13;Acionada;0
1761;2178;2025-12-29;2026-03-29;Acionada;1
1762;2179;2026-02-20;2026-05-21;Acionada;0
1763;2180;2025-07-26;2025-10-24;Acionada;0
1764;2182;2025-09-27;2025-12-26;Vigente;0
1765;2184;2025-12-17;2026-03-17;Expirada;0
1766;2186;2026-01-11;2026-04-11;Expirada;0
1767;2188;2026-06-07;2026-09-05;Acionada;0
1768;2190;2025-10-24;2026-01-22;Vigente;0
1769;2192;2025-12-06;2026-03-06;Expirada;0
1770;2193;2025-09-09;2025-12-08;Expirada;0
1771;2194;2026-05-17;2026-08-15;Expirada;0
1772;2195;2026-03-18;2026-06-16;Acionada;0
1773;2196;2025-10-08;2026-01-06;Expirada;0
1774;2197;2026-02-11;2026-05-12;Vigente;0
1775;2199;2026-02-14;2026-05-15;Acionada;0
1776;2200;2025-12-22;2026-03-22;Acionada;0
1777;2201;2025-11-12;2026-02-10;Expirada;0
1778;2202;2025-09-21;2025-12-20;Vigente;0
1779;2206;2025-12-18;2026-03-18;Vigente;0
1780;2207;2025-09-28;2025-12-27;Acionada;0
1781;2208;2025-07-08;2025-10-06;Vigente;0
1782;2209;2025-12-31;2026-03-31;Expirada;0
1783;2210;2025-11-04;2026-02-02;Vigente;0
1784;2211;2026-05-17;2026-08-15;Expirada;0
1785;2212;2025-11-18;2026-02-16;Vigente;0
1786;2213;2026-06-09;2026-09-07;Acionada;0
1787;2214;2026-04-20;2026-07-19;Expirada;0
1788;2216;2026-05-06;2026-08-04;Expirada;0
1789;2217;2026-05-15;2026-08-13;Acionada;0
1790;2218;2026-04-25;2026-07-24;Expirada;0
1791;2219;2026-02-12;2026-05-13;Expirada;0
1792;2221;2026-03-26;2026-06-24;Expirada;0
1793;2222;2026-03-05;2026-06-03;Expirada;0
1794;2223;2025-12-29;2026-03-29;Vigente;0
1795;2224;2026-04-18;2026-07-17;Expirada;0
1796;2225;2025-08-19;2025-11-17;Expirada;0
1797;2226;2025-12-22;2026-03-22;Acionada;0
1798;2227;2025-07-31;2025-10-29;Expirada;0
1799;2228;2025-11-30;2026-02-28;Expirada;0
1800;2229;2025-10-03;2026-01-01;Vigente;0
1801;2231;2026-05-27;2026-08-25;Vigente;0
1802;2233;2026-06-20;2026-09-18;Expirada;0
1803;2234;2026-06-15;2026-09-13;Vigente;0
1804;2235;2025-08-09;2025-11-07;Acionada;0
1805;2237;2025-09-23;2025-12-22;Expirada;0
1806;2239;2026-02-06;2026-05-07;Vigente;0
1807;2240;2026-05-25;2026-08-23;Acionada;1
1808;2241;2026-05-13;2026-08-11;Expirada;0
1809;2242;2026-02-23;2026-05-24;Expirada;0
1810;2244;2025-10-02;2025-12-31;Vigente;1
1811;2245;2025-11-08;2026-02-06;Vigente;0
1812;2246;2026-06-15;2026-09-13;Expirada;0
1813;2248;2025-09-16;2025-12-15;Expirada;0
1814;2249;2026-01-20;2026-04-20;Acionada;0
1815;2250;2026-02-19;2026-05-20;Expirada;1
1816;2251;2026-05-04;2026-08-02;Vigente;0
1817;2252;2026-05-20;2026-08-18;Vigente;0
1818;2253;2026-05-04;2026-08-02;Vigente;0
1819;2254;2025-11-24;2026-02-22;Vigente;0
1820;2255;2026-03-15;2026-06-13;Acionada;0
1821;2256;2025-09-25;2025-12-24;Expirada;0
1822;2257;2025-12-27;2026-03-27;Vigente;0
1823;2258;2026-01-17;2026-04-17;Expirada;0
1824;2259;2026-06-03;2026-09-01;Acionada;0
1825;2260;2025-08-29;2025-11-27;Acionada;0
1826;2261;2026-01-15;2026-04-15;Acionada;0
1827;2262;2026-05-11;2026-08-09;Expirada;0
1828;2263;2025-12-03;2026-03-03;Acionada;0
1829;2264;2025-08-07;2025-11-05;Vigente;0
1830;2265;2026-06-25;2026-09-23;Acionada;0
1831;2266;2025-11-17;2026-02-15;Acionada;0
1832;2267;2025-10-04;2026-01-02;Vigente;0
1833;2268;2025-08-30;2025-11-28;Expirada;0
1834;2269;2025-11-30;2026-02-28;Expirada;0
1835;2270;2025-07-27;2025-10-25;Expirada;0
1836;2271;2025-11-04;2026-02-02;Vigente;0
1837;2272;2025-08-21;2025-11-19;Vigente;0
1838;2273;2026-06-04;2026-09-02;Vigente;0
1839;2274;2025-10-10;2026-01-08;Vigente;0
1840;2275;2026-02-16;2026-05-17;Vigente;0
1841;2276;2026-01-25;2026-04-25;Acionada;0
1842;2277;2025-11-13;2026-02-11;Vigente;0
1843;2278;2025-08-24;2025-11-22;Vigente;0
1844;2279;2026-04-28;2026-07-27;Acionada;0
1845;2280;2026-02-15;2026-05-16;Expirada;0
1846;2281;2026-03-11;2026-06-09;Vigente;1
1847;2282;2025-08-28;2025-11-26;Expirada;0
1848;2283;2025-12-12;2026-03-12;Vigente;0
1849;2284;2025-07-18;2025-10-16;Acionada;1
1850;2285;2025-08-13;2025-11-11;Acionada;0
1851;2287;2026-04-01;2026-06-30;Acionada;0
1852;2288;2026-01-05;2026-04-05;Acionada;0
1853;2289;2026-02-15;2026-05-16;Acionada;0
1854;2290;2026-06-25;2026-09-23;Vigente;0
1855;2291;2026-01-24;2026-04-24;Expirada;0
1856;2293;2025-12-02;2026-03-02;Expirada;0
1857;2294;2025-07-29;2025-10-27;Vigente;0
1858;2297;2025-07-13;2025-10-11;Vigente;1
1859;2298;2026-07-09;2026-10-07;Acionada;0
1860;2299;2026-03-21;2026-06-19;Expirada;0
1861;2300;2026-06-21;2026-09-19;Expirada;1
1862;2301;2026-04-08;2026-07-07;Vigente;0
1863;2302;2026-03-16;2026-06-14;Acionada;0
1864;2304;2026-02-08;2026-05-09;Expirada;0
1865;2305;2025-12-08;2026-03-08;Acionada;0
1866;2307;2025-07-24;2025-10-22;Acionada;0
1867;2308;2026-01-18;2026-04-18;Vigente;0
1868;2309;2025-12-20;2026-03-20;Expirada;0
1869;2310;2026-02-10;2026-05-11;Expirada;0
1870;2311;2025-11-07;2026-02-05;Expirada;0
1871;2312;2026-04-29;2026-07-28;Acionada;0
1872;2313;2026-01-20;2026-04-20;Acionada;0
1873;2314;2025-08-01;2025-10-30;Expirada;0
1874;2315;2026-02-04;2026-05-05;Expirada;0
1875;2316;2025-08-12;2025-11-10;Acionada;0
1876;2317;2025-10-21;2026-01-19;Vigente;0
1877;2318;2025-07-17;2025-10-15;Expirada;0
1878;2320;2026-04-17;2026-07-16;Vigente;0
1879;2321;2026-03-18;2026-06-16;Expirada;0
1880;2322;2025-07-23;2025-10-21;Expirada;0
1881;2323;2025-11-25;2026-02-23;Expirada;0
1882;2324;2026-01-01;2026-04-01;Expirada;0
1883;2325;2025-11-09;2026-02-07;Expirada;0
1884;2326;2025-11-15;2026-02-13;Expirada;0
1885;2327;2025-09-04;2025-12-03;Vigente;0
1886;2329;2026-03-27;2026-06-25;Expirada;0
1887;2330;2025-10-30;2026-01-28;Expirada;0
1888;2332;2026-05-31;2026-08-29;Expirada;0
1889;2333;2025-07-18;2025-10-16;Acionada;0
1890;2334;2026-04-07;2026-07-06;Vigente;0
1891;2335;2025-10-06;2026-01-04;Acionada;0
1892;2336;2025-07-26;2025-10-24;Vigente;0
1893;2337;2025-09-18;2025-12-17;Vigente;0
1894;2338;2026-03-01;2026-05-30;Acionada;0
1895;2339;2025-11-15;2026-02-13;Expirada;1
1896;2341;2025-12-28;2026-03-28;Expirada;0
1897;2342;2025-11-15;2026-02-13;Acionada;0
1898;2344;2025-12-31;2026-03-31;Expirada;0
1899;2348;2025-12-17;2026-03-17;Expirada;0
1900;2349;2026-04-24;2026-07-23;Acionada;0
1901;2351;2026-02-14;2026-05-15;Vigente;0
1902;2352;2025-11-02;2026-01-31;Acionada;0
1903;2353;2026-06-09;2026-09-07;Acionada;0
1904;2354;2026-03-17;2026-06-15;Acionada;0
1905;2355;2026-03-31;2026-06-29;Expirada;1
1906;2356;2025-08-11;2025-11-09;Acionada;0
1907;2357;2025-09-19;2025-12-18;Expirada;0
1908;2358;2026-02-16;2026-05-17;Acionada;0
1909;2360;2026-02-04;2026-05-05;Acionada;1
1910;2361;2026-04-05;2026-07-04;Vigente;0
1911;2362;2026-06-26;2026-09-24;Vigente;0
1912;2363;2026-04-13;2026-07-12;Expirada;0
1913;2364;2026-07-05;2026-10-03;Acionada;0
1914;2366;2026-05-08;2026-08-06;Expirada;0
1915;2367;2025-08-05;2025-11-03;Vigente;0
1916;2368;2025-08-07;2025-11-05;Expirada;0
1917;2369;2026-01-23;2026-04-23;Vigente;0
1918;2370;2026-04-17;2026-07-16;Expirada;0
1919;2371;2026-03-05;2026-06-03;Acionada;0
1920;2372;2025-11-29;2026-02-27;Expirada;0
1921;2373;2026-06-17;2026-09-15;Expirada;0
1922;2374;2025-07-16;2025-10-14;Acionada;0
1923;2375;2025-10-02;2025-12-31;Vigente;0
1924;2376;2026-01-07;2026-04-07;Vigente;0
1925;2377;2025-08-16;2025-11-14;Vigente;0
1926;2378;2026-04-10;2026-07-09;Acionada;0
1927;2379;2026-01-30;2026-04-30;Vigente;0
1928;2380;2026-07-14;2026-10-12;Vigente;1
1929;2382;2025-10-28;2026-01-26;Vigente;0
1930;2383;2025-08-10;2025-11-08;Vigente;0
1931;2384;2025-08-13;2025-11-11;Vigente;0
1932;2385;2026-06-30;2026-09-28;Vigente;0
1933;2386;2025-12-16;2026-03-16;Expirada;0
1934;2387;2026-04-13;2026-07-12;Vigente;0
1935;2388;2026-02-13;2026-05-14;Expirada;0
1936;2389;2025-08-15;2025-11-13;Acionada;0
1937;2390;2026-05-26;2026-08-24;Expirada;0
1938;2392;2025-12-20;2026-03-20;Acionada;0
1939;2393;2026-03-30;2026-06-28;Acionada;0
1940;2394;2026-02-27;2026-05-28;Acionada;0
1941;2395;2026-05-28;2026-08-26;Acionada;0
1942;2396;2026-03-15;2026-06-13;Vigente;1
1943;2397;2026-04-30;2026-07-29;Vigente;0
1944;2400;2026-01-06;2026-04-06;Vigente;0
1945;2401;2026-01-23;2026-04-23;Acionada;0
1946;2402;2026-03-13;2026-06-11;Expirada;0
1947;2403;2026-05-04;2026-08-02;Vigente;0
1948;2404;2025-12-28;2026-03-28;Vigente;0
1949;2405;2026-04-19;2026-07-18;Expirada;0
1950;2406;2026-02-03;2026-05-04;Acionada;0
1951;2407;2026-04-08;2026-07-07;Expirada;0
1952;2408;2026-06-02;2026-08-31;Vigente;0
1953;2409;2025-07-29;2025-10-27;Vigente;0
1954;2410;2025-09-25;2025-12-24;Vigente;0
1955;2413;2026-01-05;2026-04-05;Acionada;0
1956;2414;2026-03-31;2026-06-29;Vigente;0
1957;2415;2025-12-16;2026-03-16;Acionada;0
1958;2416;2025-08-29;2025-11-27;Acionada;0
1959;2417;2026-05-29;2026-08-27;Expirada;0
1960;2418;2026-05-12;2026-08-10;Vigente;0
1961;2419;2025-12-14;2026-03-14;Expirada;0
1962;2420;2025-12-14;2026-03-14;Acionada;0
1963;2421;2026-06-05;2026-09-03;Acionada;0
1964;2422;2025-12-06;2026-03-06;Vigente;0
1965;2423;2026-01-08;2026-04-08;Vigente;0
1966;2424;2026-04-15;2026-07-14;Acionada;0
1967;2425;2025-11-07;2026-02-05;Acionada;0
1968;2426;2026-02-03;2026-05-04;Expirada;0
1969;2427;2025-07-17;2025-10-15;Expirada;0
1970;2428;2025-08-08;2025-11-06;Acionada;0
1971;2429;2026-03-30;2026-06-28;Expirada;0
1972;2433;2026-05-06;2026-08-04;Expirada;0
1973;2434;2025-07-17;2025-10-15;Expirada;0
1974;2435;2026-05-05;2026-08-03;Expirada;0
1975;2436;2026-01-28;2026-04-28;Expirada;0
1976;2438;2026-01-04;2026-04-04;Expirada;0
1977;2439;2025-10-17;2026-01-15;Vigente;0
1978;2440;2026-02-22;2026-05-23;Expirada;0
1979;2441;2025-08-16;2025-11-14;Vigente;0
1980;2442;2026-01-26;2026-04-26;Acionada;0
1981;2443;2025-12-30;2026-03-30;Expirada;0
1982;2444;2026-04-24;2026-07-23;Expirada;0
1983;2445;2025-12-03;2026-03-03;Expirada;0
1984;2446;2026-03-31;2026-06-29;Acionada;0
1985;2448;2025-09-27;2025-12-26;Expirada;0
1986;2451;2025-10-20;2026-01-18;Expirada;0
1987;2452;2026-06-28;2026-09-26;Acionada;0
1988;2453;2026-01-04;2026-04-04;Vigente;0
1989;2454;2026-05-22;2026-08-20;Acionada;0
1990;2455;2026-06-13;2026-09-11;Vigente;0
1991;2456;2026-02-12;2026-05-13;Acionada;0
1992;2457;2025-12-20;2026-03-20;Expirada;0
1993;2459;2025-07-06;2025-10-04;Acionada;1
1994;2460;2026-01-04;2026-04-04;Vigente;0
1995;2461;2026-02-12;2026-05-13;Expirada;0
1996;2462;2025-09-22;2025-12-21;Vigente;0
1997;2464;2026-02-15;2026-05-16;Expirada;0
1998;2465;2025-10-22;2026-01-20;Expirada;0
1999;2466;2026-01-08;2026-04-08;Vigente;0
2000;2467;2026-05-22;2026-08-20;Expirada;0
2001;2468;2025-10-23;2026-01-21;Expirada;0
2002;2469;2026-06-23;2026-09-21;Acionada;0
2003;2470;2025-07-13;2025-10-11;Expirada;0
2004;2471;2026-05-10;2026-08-08;Acionada;0
2005;2472;2025-12-24;2026-03-24;Expirada;0
2006;2473;2026-06-16;2026-09-14;Expirada;1
2007;2475;2026-05-30;2026-08-28;Vigente;0
2008;2477;2025-08-12;2025-11-10;Expirada;0
2009;2478;2026-05-25;2026-08-23;Vigente;0
2010;2479;2026-05-23;2026-08-21;Expirada;0
2011;2480;2025-09-18;2025-12-17;Expirada;0
2012;2481;2026-06-08;2026-09-06;Expirada;0
2013;2483;2025-09-02;2025-12-01;Vigente;0
2014;2484;2026-01-29;2026-04-29;Expirada;0
2015;2485;2025-11-05;2026-02-03;Acionada;0
2016;2486;2026-05-26;2026-08-24;Acionada;0
2017;2487;2026-03-05;2026-06-03;Vigente;0
2018;2488;2026-04-09;2026-07-08;Acionada;0
2019;2489;2025-11-12;2026-02-10;Vigente;0
2020;2490;2025-11-19;2026-02-17;Expirada;0
2021;2491;2025-10-04;2026-01-02;Vigente;0
2022;2492;2026-05-19;2026-08-17;Expirada;0
2023;2493;2025-08-18;2025-11-16;Expirada;0
2024;2495;2025-11-08;2026-02-06;Acionada;0
2025;2496;2026-07-11;2026-10-09;Vigente;0
2026;2497;2026-06-12;2026-09-10;Acionada;0
2027;2498;2025-11-14;2026-02-12;Vigente;0
2028;2499;2026-05-30;2026-08-28;Acionada;0
2029;2500;2026-04-25;2026-07-24;Expirada;0
2030;2502;2026-02-02;2026-05-03;Vigente;0
2031;2503;2026-03-22;2026-06-20;Acionada;0
2032;2504;2026-01-10;2026-04-10;Acionada;0
2033;2505;2025-10-31;2026-01-29;Expirada;0
2034;2506;2026-05-13;2026-08-11;Acionada;0
2035;2508;2025-12-29;2026-03-29;Acionada;0
2036;2509;2026-05-25;2026-08-23;Expirada;0
2037;2510;2026-05-20;2026-08-18;Acionada;0
2038;2511;2026-02-15;2026-05-16;Acionada;0
2039;2512;2025-08-02;2025-10-31;Expirada;0
2040;2513;2025-10-29;2026-01-27;Vigente;1
2041;2514;2026-06-21;2026-09-19;Acionada;0
2042;2515;2026-01-17;2026-04-17;Expirada;0
2043;2516;2025-08-13;2025-11-11;Acionada;0
2044;2517;2026-03-31;2026-06-29;Vigente;0
2045;2518;2025-09-25;2025-12-24;Vigente;0
2046;2519;2026-02-11;2026-05-12;Acionada;0
2047;2520;2025-12-14;2026-03-14;Expirada;0
2048;2521;2026-01-26;2026-04-26;Acionada;0
2049;2522;2025-11-22;2026-02-20;Expirada;0
2050;2523;2026-02-02;2026-05-03;Vigente;0
2051;2525;2026-04-20;2026-07-19;Acionada;0
2052;2526;2025-12-18;2026-03-18;Expirada;0
2053;2527;2025-09-25;2025-12-24;Vigente;0
2054;2528;2025-08-06;2025-11-04;Vigente;0
2055;2529;2026-05-19;2026-08-17;Expirada;0
2056;2530;2025-10-12;2026-01-10;Expirada;0
2057;2531;2025-12-26;2026-03-26;Expirada;0
2058;2532;2026-05-18;2026-08-16;Acionada;0
2059;2533;2025-12-20;2026-03-20;Vigente;0
2060;2534;2026-05-05;2026-08-03;Acionada;0
2061;2535;2026-01-26;2026-04-26;Acionada;0
2062;2536;2025-07-25;2025-10-23;Expirada;0
2063;2538;2026-03-25;2026-06-23;Expirada;0
2064;2539;2025-12-30;2026-03-30;Acionada;0
2065;2541;2025-10-07;2026-01-05;Acionada;0
2066;2542;2025-12-17;2026-03-17;Vigente;0
2067;2543;2025-10-15;2026-01-13;Acionada;0
2068;2545;2026-01-07;2026-04-07;Acionada;0
2069;2546;2025-07-26;2025-10-24;Acionada;0
2070;2547;2026-06-06;2026-09-04;Vigente;0
2071;2548;2026-03-11;2026-06-09;Acionada;1
2072;2549;2026-02-24;2026-05-25;Acionada;0
2073;2550;2026-01-14;2026-04-14;Vigente;0
2074;2552;2026-01-16;2026-04-16;Expirada;0
2075;2553;2025-09-02;2025-12-01;Vigente;0
2076;2554;2025-10-03;2026-01-01;Vigente;0
2077;2555;2026-01-02;2026-04-02;Vigente;0
2078;2556;2025-10-09;2026-01-07;Expirada;0
2079;2557;2026-03-29;2026-06-27;Expirada;0
2080;2558;2026-04-16;2026-07-15;Vigente;0
2081;2559;2026-02-07;2026-05-08;Vigente;0
2082;2561;2026-01-31;2026-05-01;Acionada;0
2083;2563;2025-07-14;2025-10-12;Expirada;0
2084;2564;2025-08-13;2025-11-11;Acionada;0
2085;2565;2025-09-02;2025-12-01;Acionada;0
2086;2566;2025-10-28;2026-01-26;Acionada;0
2087;2567;2026-05-05;2026-08-03;Vigente;0
2088;2568;2026-03-09;2026-06-07;Vigente;0
2089;2570;2026-03-10;2026-06-08;Vigente;0
2090;2571;2025-11-10;2026-02-08;Vigente;0
2091;2573;2025-10-27;2026-01-25;Vigente;0
2092;2575;2026-02-24;2026-05-25;Acionada;0
2093;2577;2025-10-15;2026-01-13;Vigente;0
2094;2580;2026-03-05;2026-06-03;Acionada;0
2095;2581;2025-11-06;2026-02-04;Expirada;0
2096;2582;2026-01-07;2026-04-07;Expirada;0
2097;2583;2026-04-25;2026-07-24;Acionada;0
2098;2584;2026-07-02;2026-09-30;Vigente;0
2099;2586;2026-01-17;2026-04-17;Expirada;0
2100;2588;2026-02-18;2026-05-19;Acionada;0
2101;2589;2026-04-29;2026-07-28;Vigente;0
2102;2591;2025-12-11;2026-03-11;Acionada;0
2103;2592;2025-08-16;2025-11-14;Expirada;0
2104;2593;2026-06-05;2026-09-03;Expirada;0
2105;2594;2025-11-27;2026-02-25;Vigente;0
2106;2596;2026-04-24;2026-07-23;Vigente;0
2107;2597;2026-04-10;2026-07-09;Acionada;0
2108;2598;2025-10-11;2026-01-09;Vigente;0
2109;2599;2026-03-03;2026-06-01;Acionada;0
2110;2600;2025-08-26;2025-11-24;Expirada;0
2111;2601;2025-12-04;2026-03-04;Vigente;0
2112;2602;2026-04-21;2026-07-20;Expirada;0
2113;2603;2025-07-23;2025-10-21;Expirada;0
2114;2604;2026-02-13;2026-05-14;Expirada;0
2115;2605;2026-02-16;2026-05-17;Expirada;0
2116;2607;2025-07-31;2025-10-29;Expirada;0
2117;2608;2025-09-14;2025-12-13;Expirada;0
2118;2610;2026-05-03;2026-08-01;Expirada;0
2119;2611;2026-05-10;2026-08-08;Expirada;0
2120;2612;2025-10-24;2026-01-22;Vigente;0
2121;2613;2025-09-14;2025-12-13;Acionada;0
2122;2614;2025-09-07;2025-12-06;Acionada;0
2123;2615;2025-12-25;2026-03-25;Vigente;0
2124;2617;2025-10-22;2026-01-20;Vigente;0
2125;2618;2025-07-19;2025-10-17;Vigente;1
2126;2619;2025-07-28;2025-10-26;Acionada;0
2127;2621;2026-01-27;2026-04-27;Vigente;0
2128;2622;2026-02-19;2026-05-20;Acionada;0
2129;2623;2025-12-01;2026-03-01;Expirada;0
2130;2624;2026-01-31;2026-05-01;Expirada;0
2131;2626;2025-08-05;2025-11-03;Vigente;0
2132;2627;2025-09-14;2025-12-13;Expirada;1
2133;2628;2025-11-23;2026-02-21;Expirada;0
