loto_id;ativo_id;pessoa_id;cadeado_id;data_inicio;data_fim;motivo;status
LO05245;AT0006;P01364;CD0228;2025-05-24 00:00:00;2025-11-27;Inspeção;Concluído
LO05246;AT0370;P01228;CD0478;2024-05-17 00:00:00;2024-11-06;Limpeza;Concluído
LO05247;AT0409;P00299;CD0218;2025-09-27 00:00:00;2026-03-12;Limpeza;Concluído
LO05248;AT0119;P01335;CD0846;2026-06-20 00:00:00;2026-06-01;Setup;Concluído
LO05249;AT0312;P01489;CD0214;2024-11-30 00:00:00;2024-05-03;Limpeza;Concluído
LO05250;AT0287;P00552;CD0558;2024-10-14 00:00:00;2025-04-13;Setup;Concluído
LO05251;AT0329;P01432;CD0283;2024-08-13 00:00:00;2026-03-21;Setup;Cancelado
LO05252;AT0169;P00058;CD0091;2024-09-09 00:00:00;2024-03-09;Manutenção;Cancelado
LO05253;AT0372;P01089;CD0540;2026-03-22 00:00:00;2024-06-03;Setup;Concluído
LO05254;AT0153;P01027;CD0676;2025-03-21 00:00:00;2024-05-13;Manutenção;Cancelado
LO05255;AT0358;P00866;CD0069;2026-01-14 00:00:00;2024-01-04;Inspeção;Concluído
LO05256;AT0170;P00816;CD0350;2026-07-14 00:00:00;2025-02-26;Setup;Concluído
LO05257;AT0216;P01339;CD0109;2024-01-12 00:00:00;2025-08-13;Manutenção;Concluído
LO05258;AT0026;P00793;CD0218;2024-11-20 00:00:00;2024-06-18;Limpeza;Concluído
LO05259;AT0393;P01456;CD0032;2024-08-18 00:00:00;2025-03-31;Inspeção;Concluído
LO05260;AT0349;P00270;CD0528;2026-06-04 00:00:00;2024-09-21;Inspeção;Concluído
LO05261;AT0003;P00352;CD0463;2025-11-06 00:00:00;2026-02-17;Inspeção;Concluído
LO05262;AT0040;P00610;CD0814;2024-01-30 00:00:00;2026-03-28;Setup;Concluído
LO05263;AT0166;P00945;CD0484;2025-03-13 00:00:00;2024-08-08;Inspeção;Concluído
LO05264;AT0164;P01378;CD0676;2024-06-14 00:00:00;2025-08-28;Manutenção;Concluído
LO05265;AT0160;P00742;CD0142;2024-01-25 00:00:00;2025-08-14;Setup;Concluído
LO05266;AT0255;P01391;CD0007;2024-05-03 00:00:00;2025-10-19;Limpeza;Concluído
LO05267;AT0127;P01329;CD0698;2026-05-24 00:00:00;2025-04-19;Setup;Concluído
LO05268;AT0192;P01223;CD0153;2024-12-21 00:00:00;2026-05-29;Manutenção;Concluído
LO05269;AT0383;P00417;CD0531;2025-04-04 00:00:00;2025-02-21;Limpeza;Ativo
LO05270;AT0320;P00929;CD0806;2026-05-03 00:00:00;2024-09-27;Limpeza;Ativo
LO05271;AT0130;P01207;CD0167;2025-10-27 00:00:00;2026-03-21;Setup;Concluído
LO05272;AT0389;P01258;CD0435;2024-09-05 00:00:00;2024-07-27;Setup;Concluído
LO05273;AT0420;P00372;CD0048;2025-05-26 00:00:00;2025-03-23;Limpeza;Concluído
LO05274;AT0167;P00515;CD0461;2024-09-16 00:00:00;2025-07-18;Manutenção;Concluído
LO05275;AT0245;P00143;CD0578;2025-05-12 00:00:00;2025-11-28;Limpeza;Concluído
LO05276;AT0150;P00181;CD0588;2024-10-18 00:00:00;2025-07-25;Inspeção;Concluído
LO05277;AT0095;P00856;CD0602;2024-01-27 00:00:00;2024-08-02;Setup;Concluído
LO05278;AT0199;P00928;CD0449;2026-02-18 00:00:00;2024-05-31;Setup;Concluído
LO05279;AT0388;P00185;CD0527;2026-06-05 00:00:00;2024-10-02;Manutenção;Concluído
LO05280;AT0383;P00867;CD0153;2024-02-10 00:00:00;2026-01-27;Inspeção;Concluído
LO05281;AT0356;P00687;CD0840;2025-04-28 00:00:00;2025-07-25;Limpeza;Ativo
LO05282;AT0193;P00994;CD0006;2025-10-31 00:00:00;2025-05-02;Setup;Concluído
LO05283;AT0224;P01364;CD0383;2026-03-28 00:00:00;2025-07-19;Inspeção;Concluído
LO05284;AT0345;P01315;CD0260;2025-04-04 00:00:00;2026-07-18;Manutenção;Concluído
LO05285;AT0407;P00153;CD0665;2025-06-28 00:00:00;2025-04-24;Inspeção;Ativo
LO05286;AT0383;P00011;CD0300;2025-12-02 00:00:00;2026-02-11;Inspeção;Cancelado
LO05287;AT0088;P00146;CD0621;2025-02-19 00:00:00;2024-03-23;Setup;Concluído
LO05288;AT0228;P00165;CD0726;2024-01-04 00:00:00;2026-04-26;Setup;Concluído
LO05289;AT0355;P01012;CD0229;2024-02-22 00:00:00;2025-12-06;Setup;Concluído
LO05290;AT0132;P01437;CD0612;2025-11-21 00:00:00;2024-04-03;Setup;Concluído
LO05291;AT0344;P00243;CD0473;2026-02-11 00:00:00;2024-10-01;Limpeza;Concluído
LO05292;AT0163;P00505;CD0563;2025-05-01 00:00:00;2024-06-29;Manutenção;Ativo
LO05293;AT0321;P01197;CD0368;2025-04-30 00:00:00;2024-03-21;Setup;Concluído
LO05294;AT0040;P00564;CD0497;2024-05-12 00:00:00;2025-03-11;Limpeza;Concluído
LO05295;AT0238;P00981;CD0217;2024-06-16 00:00:00;2025-01-26;Manutenção;Ativo
LO05296;AT0134;P01371;CD0788;2026-04-12 00:00:00;2026-05-25;Setup;Concluído
LO05297;AT0094;P00470;CD0354;2024-04-29 00:00:00;2025-02-05;Inspeção;Concluído
LO05298;AT0364;P00336;CD0326;2025-08-31 00:00:00;2025-08-24;Manutenção;Concluído
LO05299;AT0396;P01466;CD0228;2025-08-02 00:00:00;2025-02-21;Limpeza;Concluído
LO05300;AT0038;P00837;CD0564;2025-04-01 00:00:00;2024-08-14;Setup;Concluído
LO05301;AT0197;P00607;CD0806;2024-10-28 00:00:00;2024-08-18;Manutenção;Concluído
LO05302;AT0006;P00162;CD0175;2024-01-18 00:00:00;2026-03-28;Setup;Concluído
LO05303;AT0008;P01352;CD0007;2024-06-17 00:00:00;2024-12-30;Inspeção;Concluído
LO05304;AT0164;P00331;CD0240;2024-06-11 00:00:00;2025-03-10;Limpeza;Concluído
LO05305;AT0414;P00419;CD0017;2026-06-18 00:00:00;2026-04-20;Setup;Concluído
LO05306;AT0118;P01406;CD0084;2026-01-03 00:00:00;2024-06-22;Setup;Concluído
LO05307;AT0209;P00941;CD0086;2026-03-17 00:00:00;2025-12-03;Setup;Concluído
LO05308;AT0111;P00830;CD0615;2024-12-16 00:00:00;2024-10-15;Inspeção;Concluído
LO05309;AT0138;P00673;CD0668;2025-08-03 00:00:00;2026-04-05;Setup;Concluído
LO05310;AT0358;P01390;CD0395;2025-11-02 00:00:00;2026-06-16;Limpeza;Concluído
LO05311;AT0307;P01315;CD0488;2024-04-25 00:00:00;2024-12-02;Setup;Concluído
LO05312;AT0183;P01167;CD0815;2025-10-24 00:00:00;2026-02-27;Inspeção;Concluído
LO05313;AT0198;P00678;CD0024;2025-03-03 00:00:00;2024-08-18;Manutenção;Concluído
LO05314;AT0088;P00300;CD0304;2025-08-01 00:00:00;2024-12-23;Inspeção;Concluído
LO05315;AT0114;P00055;CD0518;2024-07-16 00:00:00;2025-02-20;Manutenção;Concluído
LO05316;AT0405;P00327;CD0784;2026-02-25 00:00:00;2024-05-19;Limpeza;Concluído
LO05317;AT0206;P00151;CD0655;2024-10-10 00:00:00;2024-05-02;Limpeza;Concluído
LO05318;AT0093;P00636;CD0209;2025-05-16 00:00:00;2024-06-07;Setup;Concluído
LO05319;AT0020;P00549;CD0437;2024-03-14 00:00:00;2026-04-27;Manutenção;Concluído
LO05320;AT0038;P00515;CD0383;2026-03-25 00:00:00;2025-01-04;Manutenção;Concluído
LO05321;AT0016;P00368;CD0320;2025-09-11 00:00:00;2026-07-17;Manutenção;Concluído
LO05322;AT0043;P00468;CD0539;2025-08-21 00:00:00;2025-06-18;Inspeção;Concluído
LO05323;AT0367;P01067;CD0311;2024-12-22 00:00:00;2025-10-22;Manutenção;Cancelado
LO05324;AT0405;P00684;CD0124;2024-11-19 00:00:00;2024-01-29;Setup;Concluído
LO05325;AT0046;P01199;CD0241;2025-12-24 00:00:00;2024-09-06;Inspeção;Concluído
LO05326;AT0009;P00044;CD0099;2024-06-11 00:00:00;2026-06-30;Inspeção;Concluído
LO05327;AT0178;P01353;CD0271;2024-05-06 00:00:00;2025-05-20;Manutenção;Concluído
LO05328;AT0046;P00683;CD0617;2024-09-30 00:00:00;2025-10-23;Manutenção;Concluído
LO05329;AT0231;P01118;CD0601;2025-03-01 00:00:00;2024-11-22;Setup;Concluído
LO05330;AT0386;P01421;CD0730;2024-03-17 00:00:00;2024-02-08;Manutenção;Concluído
LO05331;AT0034;P00970;CD0380;2024-08-06 00:00:00;2025-01-14;Manutenção;Concluído
LO05332;AT0348;P00495;CD0594;2024-08-05 00:00:00;2025-10-05;Limpeza;Ativo
LO05333;AT0077;P00584;CD0001;2025-09-20 00:00:00;2026-02-26;Setup;Ativo
LO05334;AT0307;P00153;CD0793;2026-06-10 00:00:00;2024-10-26;Setup;Concluído
LO05335;AT0290;P01354;CD0352;2025-05-01 00:00:00;2025-05-27;Inspeção;Concluído
LO05336;AT0414;P01450;CD0727;2025-02-19 00:00:00;2025-12-21;Manutenção;Concluído
LO05337;AT0311;P01025;CD0605;2024-07-14 00:00:00;2024-09-08;Limpeza;Concluído
LO05338;AT0113;P01096;CD0065;2024-09-11 00:00:00;2024-10-10;Limpeza;Concluído
LO05339;AT0039;P01044;CD0594;2026-07-27 00:00:00;2025-03-05;Setup;Concluído
LO05340;AT0066;P01159;CD0135;2025-07-01 00:00:00;2026-02-09;Setup;Concluído
LO05341;AT0069;P00569;CD0680;2025-11-25 00:00:00;2025-12-28;Limpeza;Concluído
LO05342;AT0177;P00690;CD0666;2025-12-13 00:00:00;2024-03-08;Limpeza;Concluído
LO05343;AT0340;P01100;CD0324;2025-10-11 00:00:00;2024-10-10;Limpeza;Concluído
LO05344;AT0184;P00581;CD0821;2024-02-10 00:00:00;2025-03-09;Limpeza;Concluído
LO05345;AT0213;P01390;CD0271;2025-04-30 00:00:00;2025-07-31;Setup;Concluído
LO05346;AT0205;P00644;CD0815;2024-11-08 00:00:00;2024-05-02;Manutenção;Concluído
LO05347;AT0208;P00182;CD0442;2024-06-29 00:00:00;2024-01-24;Setup;Concluído
LO05348;AT0363;P00096;CD0217;2025-11-22 00:00:00;2025-11-14;Limpeza;Concluído
LO05349;AT0045;P01257;CD0812;2025-05-21 00:00:00;2025-06-12;Limpeza;Concluído
LO05350;AT0047;P00812;CD0433;2024-09-08 00:00:00;2025-06-29;Limpeza;Ativo
LO05351;AT0018;P01341;CD0210;2025-01-23 00:00:00;2025-09-19;Manutenção;Concluído
LO05352;AT0051;P00720;CD0151;2025-10-05 00:00:00;2026-01-24;Inspeção;Concluído
LO05353;AT0384;P00779;CD0232;2024-03-01 00:00:00;2025-09-06;Setup;Concluído
LO05354;AT0096;P00379;CD0350;2024-07-22 00:00:00;2026-03-03;Inspeção;Concluído
LO05355;AT0417;P00636;CD0535;2025-10-11 00:00:00;2024-11-12;Limpeza;Concluído
LO05356;AT0064;P01128;CD0321;2025-10-23 00:00:00;2024-12-26;Limpeza;Concluído
LO05357;AT0019;P00465;CD0287;2024-11-06 00:00:00;2025-10-19;Inspeção;Concluído
LO05358;AT0283;P00457;CD0740;2026-05-28 00:00:00;2026-03-06;Manutenção;Concluído
LO05359;AT0233;P01226;CD0004;2025-04-29 00:00:00;2025-07-08;Setup;Concluído
LO05360;AT0413;P00005;CD0534;2026-07-02 00:00:00;2024-06-20;Setup;Cancelado
LO05361;AT0106;P00622;CD0406;2026-04-19 00:00:00;2026-07-31;Manutenção;Concluído
LO05362;AT0323;P00928;CD0612;2025-04-23 00:00:00;2025-08-04;Limpeza;Concluído
LO05363;AT0209;P00427;CD0752;2025-10-10 00:00:00;2024-12-08;Limpeza;Concluído
LO05364;AT0275;P01374;CD0687;2024-08-23 00:00:00;2024-11-07;Manutenção;Concluído
LO05365;AT0072;P01193;CD0264;2025-06-05 00:00:00;2024-12-28;Manutenção;Concluído
LO05366;AT0039;P01308;CD0345;2024-08-11 00:00:00;2026-05-26;Manutenção;Concluído
LO05367;AT0356;P00020;CD0709;2025-08-18 00:00:00;2026-04-21;Manutenção;Concluído
LO05368;AT0031;P01070;CD0330;2024-05-07 00:00:00;2025-03-25;Limpeza;Concluído
LO05369;AT0248;P00990;CD0612;2024-03-15 00:00:00;2024-05-17;Limpeza;Cancelado
LO05370;AT0289;P01422;CD0044;2024-04-22 00:00:00;2026-03-31;Setup;Concluído
LO05371;AT0071;P00543;CD0743;2024-09-11 00:00:00;2025-11-19;Inspeção;Concluído
LO05372;AT0183;P00481;CD0455;2025-04-21 00:00:00;2025-01-20;Inspeção;Concluído
LO05373;AT0041;P00032;CD0654;2025-03-06 00:00:00;2026-01-06;Limpeza;Concluído
LO05374;AT0113;P01349;CD0744;2025-03-23 00:00:00;2026-01-23;Inspeção;Concluído
LO05375;AT0099;P00425;CD0575;2025-05-18 00:00:00;2024-10-15;Setup;Concluído
LO05376;AT0377;P01156;CD0102;2024-04-21 00:00:00;2026-01-31;Setup;Concluído
LO05377;AT0293;P00943;CD0439;2025-11-08 00:00:00;2025-05-02;Inspeção;Concluído
LO05378;AT0259;P01119;CD0494;2024-03-21 00:00:00;2026-05-12;Inspeção;Concluído
LO05379;AT0081;P00722;CD0030;2026-04-10 00:00:00;2025-06-25;Setup;Concluído
LO05380;AT0164;P00631;CD0302;2025-04-09 00:00:00;2024-05-01;Manutenção;Ativo
LO05381;AT0101;P00966;CD0150;2024-01-09 00:00:00;2024-11-29;Manutenção;Concluído
LO05382;AT0078;P00820;CD0481;2025-01-10 00:00:00;2025-08-06;Manutenção;Concluído
LO05383;AT0061;P00087;CD0513;2024-06-23 00:00:00;2024-03-26;Inspeção;Concluído
LO05384;AT0223;P00701;CD0810;2024-10-27 00:00:00;2026-04-11;Inspeção;Concluído
LO05385;AT0373;P00011;CD0529;2025-07-27 00:00:00;2025-10-09;Limpeza;Concluído
LO05386;AT0175;P00230;CD0477;2025-01-09 00:00:00;2025-08-02;Manutenção;Concluído
LO05387;AT0140;P01301;CD0568;2025-01-29 00:00:00;2025-08-05;Inspeção;Ativo
LO05388;AT0168;P00072;CD0512;2025-09-05 00:00:00;2024-06-24;Inspeção;Concluído
LO05389;AT0149;P01017;CD0640;2024-08-31 00:00:00;2026-07-02;Manutenção;Concluído
LO05390;AT0396;P00579;CD0116;2025-02-13 00:00:00;2025-04-03;Setup;Ativo
LO05391;AT0388;P00096;CD0624;2024-05-10 00:00:00;2026-05-14;Limpeza;Concluído
LO05392;AT0349;P00400;CD0319;2026-04-18 00:00:00;2024-07-21;Inspeção;Concluído
LO05393;AT0123;P00993;CD0806;2025-01-20 00:00:00;2025-02-16;Limpeza;Concluído
LO05394;AT0021;P00935;CD0121;2024-03-04 00:00:00;2025-04-15;Setup;Concluído
LO05395;AT0353;P00021;CD0693;2025-06-28 00:00:00;2024-10-24;Manutenção;Concluído
LO05396;AT0317;P00254;CD0559;2026-06-18 00:00:00;2025-01-10;Inspeção;Concluído
LO05397;AT0279;P01012;CD0459;2025-11-13 00:00:00;2025-02-24;Manutenção;Concluído
LO05398;AT0112;P00097;CD0387;2026-02-04 00:00:00;2025-03-17;Setup;Concluído
LO05399;AT0402;P01073;CD0396;2026-05-04 00:00:00;2026-07-15;Inspeção;Concluído
LO05400;AT0046;P00423;CD0276;2024-04-05 00:00:00;2025-11-06;Limpeza;Concluído
LO05401;AT0238;P01459;CD0040;2024-02-03 00:00:00;2025-09-06;Setup;Concluído
LO05402;AT0092;P00340;CD0731;2025-02-02 00:00:00;2024-01-02;Setup;Concluído
LO05403;AT0088;P00437;CD0410;2026-01-08 00:00:00;2025-04-08;Limpeza;Concluído
LO05404;AT0347;P00689;CD0812;2025-02-22 00:00:00;2024-10-05;Setup;Concluído
LO05405;AT0358;P01108;CD0108;2024-10-22 00:00:00;2024-12-09;Manutenção;Concluído
LO05406;AT0416;P00869;CD0131;2024-10-08 00:00:00;2025-12-05;Inspeção;Concluído
LO05407;AT0057;P01176;CD0414;2026-02-13 00:00:00;2025-04-13;Manutenção;Concluído
LO05408;AT0056;P01145;CD0086;2025-02-16 00:00:00;2024-06-01;Inspeção;Concluído
LO05409;AT0317;P00991;CD0766;2025-03-23 00:00:00;2025-06-13;Setup;Concluído
LO05410;AT0242;P00437;CD0826;2025-12-30 00:00:00;2025-11-25;Limpeza;Concluído
LO05411;AT0002;P01372;CD0119;2024-07-08 00:00:00;2025-08-04;Manutenção;Concluído
LO05412;AT0196;P01415;CD0625;2024-04-16 00:00:00;2024-11-11;Limpeza;Concluído
LO05413;AT0345;P00692;CD0702;2025-11-17 00:00:00;2026-07-02;Manutenção;Concluído
LO05414;AT0301;P00166;CD0741;2024-09-29 00:00:00;2024-07-31;Inspeção;Concluído
LO05415;AT0310;P00680;CD0060;2026-01-07 00:00:00;2025-08-17;Inspeção;Concluído
LO05416;AT0097;P00577;CD0085;2024-07-08 00:00:00;2026-07-03;Limpeza;Concluído
LO05417;AT0160;P00622;CD0432;2026-03-05 00:00:00;2025-10-28;Manutenção;Ativo
LO05418;AT0373;P00696;CD0491;2025-03-23 00:00:00;2025-04-05;Manutenção;Ativo
LO05419;AT0326;P00953;CD0728;2024-06-26 00:00:00;2026-03-26;Manutenção;Concluído
LO05420;AT0337;P00253;CD0711;2025-07-08 00:00:00;2025-08-23;Inspeção;Concluído
LO05421;AT0272;P01043;CD0739;2024-08-19 00:00:00;2024-03-24;Inspeção;Ativo
LO05422;AT0298;P00151;CD0111;2026-05-01 00:00:00;2026-06-29;Inspeção;Concluído
LO05423;AT0018;P01322;CD0502;2026-02-03 00:00:00;2024-03-25;Setup;Concluído
LO05424;AT0406;P01000;CD0438;2025-07-30 00:00:00;2025-12-16;Inspeção;Concluído
LO05425;AT0265;P01403;CD0053;2024-10-01 00:00:00;2024-08-04;Setup;Concluído
LO05426;AT0231;P00375;CD0083;2025-04-03 00:00:00;2025-01-12;Manutenção;Concluído
LO05427;AT0105;P00886;CD0124;2025-12-08 00:00:00;2024-08-10;Inspeção;Concluído
LO05428;AT0088;P00178;CD0553;2026-01-28 00:00:00;2025-08-30;Inspeção;Concluído
LO05429;AT0406;P00947;CD0518;2026-07-29 00:00:00;2025-11-22;Manutenção;Concluído
LO05430;AT0079;P00843;CD0316;2024-06-15 00:00:00;2026-06-13;Limpeza;Concluído
LO05431;AT0212;P00581;CD0514;2024-03-29 00:00:00;2026-06-02;Setup;Concluído
LO05432;AT0165;P00183;CD0022;2025-05-01 00:00:00;2026-05-15;Manutenção;Concluído
LO05433;AT0263;P00848;CD0028;2025-05-08 00:00:00;2024-08-02;Setup;Concluído
LO05434;AT0177;P00448;CD0222;2025-06-27 00:00:00;2025-08-13;Setup;Concluído
LO05435;AT0278;P00978;CD0683;2025-12-01 00:00:00;2024-09-06;Limpeza;Concluído
LO05436;AT0041;P00853;CD0296;2024-03-16 00:00:00;2026-02-18;Inspeção;Concluído
LO05437;AT0214;P00824;CD0034;2024-04-03 00:00:00;2025-09-21;Setup;Concluído
LO05438;AT0397;P00080;CD0368;2025-05-09 00:00:00;2024-12-02;Setup;Concluído
LO05439;AT0009;P00483;CD0451;2026-05-13 00:00:00;2025-09-24;Limpeza;Concluído
LO05440;AT0075;P00142;CD0845;2026-06-29 00:00:00;2024-03-23;Limpeza;Ativo
LO05441;AT0397;P00602;CD0710;2024-04-20 00:00:00;2025-01-12;Inspeção;Concluído
LO05442;AT0031;P01252;CD0396;2025-06-09 00:00:00;2025-03-12;Limpeza;Concluído
LO05443;AT0407;P00429;CD0542;2026-04-09 00:00:00;2024-12-10;Inspeção;Concluído
LO05444;AT0065;P01211;CD0845;2025-09-13 00:00:00;2024-06-16;Manutenção;Concluído
LO05445;AT0082;P00068;CD0458;2024-12-12 00:00:00;2024-07-27;Inspeção;Concluído
LO05446;AT0125;P00690;CD0132;2025-09-12 00:00:00;2026-06-13;Manutenção;Concluído
LO05447;AT0291;P00123;CD0495;2024-08-09 00:00:00;2025-06-27;Inspeção;Ativo
LO05448;AT0129;P01498;CD0628;2025-08-03 00:00:00;2025-01-17;Inspeção;Ativo
LO05449;AT0197;P00617;CD0482;2024-10-02 00:00:00;2024-01-02;Manutenção;Concluído
LO05450;AT0251;P00151;CD0152;2025-02-11 00:00:00;2024-01-04;Inspeção;Concluído
LO05451;AT0349;P00385;CD0829;2024-04-24 00:00:00;2024-02-29;Inspeção;Concluído
LO05452;AT0156;P00657;CD0621;2024-06-04 00:00:00;2025-06-24;Inspeção;Concluído
LO05453;AT0143;P00934;CD0014;2024-04-14 00:00:00;2024-01-24;Setup;Concluído
LO05454;AT0080;P00402;CD0263;2025-06-27 00:00:00;2025-06-29;Manutenção;Ativo
LO05455;AT0253;P00022;CD0380;2024-01-23 00:00:00;2024-06-07;Inspeção;Concluído
LO05456;AT0368;P00195;CD0451;2026-01-03 00:00:00;2024-06-24;Setup;Concluído
LO05457;AT0010;P00712;CD0670;2024-04-24 00:00:00;2026-01-17;Setup;Concluído
LO05458;AT0186;P00395;CD0771;2024-05-31 00:00:00;2026-06-26;Manutenção;Concluído
LO05459;AT0121;P00489;CD0109;2026-06-26 00:00:00;2024-06-02;Setup;Concluído
LO05460;AT0351;P01234;CD0762;2026-07-26 00:00:00;2024-06-10;Setup;Concluído
LO05461;AT0207;P00240;CD0231;2026-05-17 00:00:00;2024-11-11;Inspeção;Concluído
LO05462;AT0017;P00392;CD0460;2026-04-12 00:00:00;2024-04-21;Limpeza;Concluído
LO05463;AT0277;P00685;CD0698;2026-07-30 00:00:00;2025-01-18;Inspeção;Concluído
LO05464;AT0205;P01094;CD0192;2026-06-12 00:00:00;2026-02-19;Inspeção;Concluído
LO05465;AT0145;P00921;CD0371;2024-06-26 00:00:00;2025-11-20;Setup;Concluído
LO05466;AT0364;P00045;CD0745;2026-02-14 00:00:00;2024-06-19;Manutenção;Concluído
LO05467;AT0186;P01332;CD0095;2025-01-12 00:00:00;2025-06-11;Manutenção;Concluído
LO05468;AT0253;P00464;CD0055;2025-02-08 00:00:00;2025-09-21;Manutenção;Ativo
LO05469;AT0419;P00352;CD0823;2024-01-04 00:00:00;2024-03-04;Limpeza;Ativo
LO05470;AT0135;P01362;CD0689;2024-03-16 00:00:00;2025-10-27;Inspeção;Concluído
LO05471;AT0279;P00800;CD0835;2026-04-16 00:00:00;2024-05-20;Limpeza;Concluído
LO05472;AT0408;P00562;CD0572;2025-12-11 00:00:00;2024-03-19;Manutenção;Concluído
LO05473;AT0292;P01024;CD0834;2024-07-23 00:00:00;2024-02-05;Manutenção;Concluído
LO05474;AT0325;P00808;CD0080;2025-09-01 00:00:00;2024-04-11;Inspeção;Concluído
LO05475;AT0129;P00055;CD0295;2024-07-21 00:00:00;2024-08-09;Setup;Concluído
LO05476;AT0076;P01155;CD0305;2024-01-11 00:00:00;2024-08-19;Inspeção;Ativo
LO05477;AT0260;P00303;CD0467;2025-07-28 00:00:00;2024-10-29;Inspeção;Ativo
LO05478;AT0197;P01265;CD0075;2025-02-17 00:00:00;2024-01-18;Limpeza;Concluído
LO05479;AT0250;P00484;CD0250;2025-04-11 00:00:00;2026-04-17;Manutenção;Concluído
LO05480;AT0185;P00002;CD0845;2025-12-04 00:00:00;2024-01-04;Limpeza;Concluído
LO05481;AT0413;P01472;CD0035;2026-03-20 00:00:00;2026-04-18;Limpeza;Concluído
LO05482;AT0025;P01095;CD0353;2024-08-24 00:00:00;2025-08-10;Inspeção;Concluído
LO05483;AT0113;P01425;CD0348;2026-04-28 00:00:00;2026-02-27;Limpeza;Concluído
LO05484;AT0310;P00929;CD0545;2025-08-28 00:00:00;2026-03-02;Manutenção;Concluído
LO05485;AT0388;P00907;CD0149;2025-01-24 00:00:00;2025-03-24;Limpeza;Ativo
LO05486;AT0257;P00657;CD0493;2024-03-07 00:00:00;2025-01-17;Limpeza;Concluído
LO05487;AT0312;P00368;CD0560;2024-11-20 00:00:00;2026-06-07;Setup;Concluído
LO05488;AT0060;P00588;CD0351;2024-02-14 00:00:00;2024-06-08;Manutenção;Concluído
LO05489;AT0306;P01274;CD0590;2025-11-04 00:00:00;2024-08-20;Setup;Concluído
LO05490;AT0078;P00275;CD0064;2026-06-18 00:00:00;2026-06-18;Limpeza;Ativo
LO05491;AT0269;P00900;CD0149;2025-12-19 00:00:00;2025-04-23;Inspeção;Concluído
LO05492;AT0248;P00999;CD0435;2025-09-15 00:00:00;2026-04-07;Inspeção;Concluído
LO05493;AT0004;P00163;CD0090;2026-05-15 00:00:00;2024-12-14;Manutenção;Cancelado
LO05494;AT0042;P00644;CD0572;2024-07-15 00:00:00;2026-05-09;Inspeção;Concluído
LO05495;AT0155;P01166;CD0376;2026-02-11 00:00:00;2025-12-28;Limpeza;Concluído
LO05496;AT0338;P00199;CD0679;2024-05-30 00:00:00;2024-03-15;Limpeza;Concluído
LO05497;AT0236;P01354;CD0026;2024-02-11 00:00:00;2026-01-28;Inspeção;Concluído
LO05498;AT0214;P01265;CD0166;2025-10-20 00:00:00;2024-09-06;Manutenção;Concluído
LO05499;AT0239;P00905;CD0175;2025-01-04 00:00:00;2026-04-04;Setup;Concluído
LO05500;AT0226;P00507;CD0843;2025-12-03 00:00:00;2026-01-11;Setup;Concluído
LO05501;AT0037;P00009;CD0093;2026-05-19 00:00:00;2025-11-08;Limpeza;Concluído
LO05502;AT0351;P01216;CD0095;2025-04-21 00:00:00;2024-12-16;Manutenção;Concluído
LO05503;AT0300;P00067;CD0568;2024-01-22 00:00:00;2025-08-16;Limpeza;Concluído
LO05504;AT0337;P00990;CD0155;2025-08-16 00:00:00;2025-11-17;Inspeção;Concluído
LO05505;AT0003;P00718;CD0695;2025-05-06 00:00:00;2024-11-28;Limpeza;Concluído
LO05506;AT0347;P00489;CD0609;2026-04-19 00:00:00;2024-09-28;Setup;Concluído
LO05507;AT0293;P01453;CD0281;2024-06-29 00:00:00;2025-10-15;Inspeção;Concluído
LO05508;AT0108;P00937;CD0749;2024-05-19 00:00:00;2026-06-19;Limpeza;Concluído
LO05509;AT0322;P00464;CD0802;2026-03-07 00:00:00;2025-06-10;Setup;Concluído
LO05510;AT0238;P00812;CD0181;2025-08-16 00:00:00;2026-01-22;Inspeção;Concluído
LO05511;AT0008;P00150;CD0607;2025-12-21 00:00:00;2026-07-04;Limpeza;Concluído
LO05512;AT0163;P00860;CD0686;2024-01-13 00:00:00;2024-05-25;Setup;Cancelado
LO05513;AT0268;P00545;CD0307;2025-09-14 00:00:00;2025-10-04;Limpeza;Concluído
LO05514;AT0185;P01019;CD0321;2024-11-09 00:00:00;2025-07-14;Setup;Concluído
LO05515;AT0416;P01314;CD0650;2026-02-24 00:00:00;2026-01-21;Setup;Concluído
LO05516;AT0268;P00239;CD0493;2024-03-18 00:00:00;2025-06-13;Limpeza;Concluído
LO05517;AT0014;P00158;CD0678;2026-03-19 00:00:00;2026-07-22;Setup;Concluído
LO05518;AT0138;P01390;CD0795;2025-09-03 00:00:00;2024-06-21;Setup;Concluído
LO05519;AT0412;P00847;CD0828;2024-02-10 00:00:00;2026-03-28;Limpeza;Concluído
LO05520;AT0393;P00970;CD0542;2026-01-31 00:00:00;2024-11-29;Setup;Concluído
LO05521;AT0327;P01222;CD0548;2024-04-14 00:00:00;2024-05-17;Inspeção;Concluído
LO05522;AT0046;P01209;CD0407;2025-02-19 00:00:00;2024-01-03;Setup;Concluído
LO05523;AT0217;P01418;CD0666;2025-09-10 00:00:00;2024-03-24;Limpeza;Ativo
LO05524;AT0198;P01133;CD0163;2026-04-09 00:00:00;2024-02-26;Inspeção;Concluído
LO05525;AT0045;P00786;CD0309;2024-03-01 00:00:00;2024-01-22;Manutenção;Concluído
LO05526;AT0330;P00481;CD0439;2025-04-18 00:00:00;2026-05-15;Inspeção;Concluído
