acao_id;inspecao_id;responsavel_id;prazo;status;custo
AO01128;IS02319;P00730;2025-05-08 00:00:00;Atrasada;14395,75
AO01129;IS07566;P00946;2024-05-03 00:00:00;Concluída;7915,14
AO01130;IS05423;P01159;2024-02-19 00:00:00;Concluída;2559,84
AO01131;IS03911;P01117;2026-05-27 00:00:00;Concluída;14424,3
AO01132;IS10702;P00733;2025-05-10 00:00:00;Concluída;4784,98
AO01133;IS04937;P00979;2024-03-01 00:00:00;Atrasada;6740,46
AO01134;IS10703;P00061;2026-04-12 00:00:00;Atrasada;13063,55
AO01135;IS02181;P00702;2025-09-18 00:00:00;Concluída;16414,66
AO01136;IS04234;P01381;2025-06-13 00:00:00;Concluída;7299,1
AO01137;IS03377;P01108;2024-08-14 00:00:00;Concluída;16456,03
AO01138;IS00285;P01413;2026-04-24 00:00:00;Concluída;6166,58
AO01139;IS03977;P00058;2024-03-07 00:00:00;Concluída;924,09
AO01140;IS08274;P00983;2026-04-25 00:00:00;Em execução;10904,95
AO01141;IS06260;P00159;2026-05-09 00:00:00;Concluída;16819,16
AO01142;IS07211;P00604;2024-02-28 00:00:00;Atrasada;14391,05
AO01143;IS07169;P00466;2026-01-19 00:00:00;Atrasada;1313,29
AO01144;IS03122;P00003;2026-04-26 00:00:00;Concluída;16596,74
AO01145;IS07335;P01381;2025-06-13 00:00:00;Em execução;17046,91
AO01146;IS02310;P00656;2025-08-07 00:00:00;Concluída;9751,42
AO01147;IS03995;P00372;2024-01-16 00:00:00;Concluída;13643,41
AO01148;IS02546;P00292;2024-05-18 00:00:00;Atrasada;4383,96
AO01149;IS05760;P01048;2024-08-01 00:00:00;Concluída;12300,35
AO01150;IS02317;P01214;2025-06-05 00:00:00;Concluída;3661,3
AO01151;IS04812;P00795;2025-04-02 00:00:00;Concluída;8410,93
AO01152;IS05445;P01169;2026-05-03 00:00:00;Concluída;8902,36
AO01153;IS09563;P00365;2024-07-07 00:00:00;Concluída;6590,88
AO01154;IS07499;P00693;2026-03-29 00:00:00;Em execução;10910,09
AO01155;IS09235;P01424;2026-01-02 00:00:00;Concluída;8600,34
AO01156;IS08289;P00728;2024-06-03 00:00:00;Atrasada;6933,72
AO01157;IS03056;P00334;2026-02-02 00:00:00;Concluída;1616,85
AO01158;IS05223;P01280;2025-12-23 00:00:00;Em execução;11686,78
AO01159;IS07537;P01498;2025-03-19 00:00:00;Concluída;12648,83
AO01160;IS00087;P00803;2025-01-04 00:00:00;Concluída;12090,61
AO01161;IS07808;P00912;2026-07-20 00:00:00;Concluída;10121,16
AO01162;IS09140;P01332;2025-08-25 00:00:00;Concluída;58,73
AO01163;IS03377;P01196;2024-08-02 00:00:00;Concluída;5423,87
AO01164;IS01859;P00350;2024-02-02 00:00:00;Concluída;7745,93
AO01165;IS06096;P00294;2024-07-19 00:00:00;Concluída;633,11
AO01166;IS10048;P01441;2025-09-16 00:00:00;Concluída;12553,31
AO01167;IS00151;P01097;2024-04-06 00:00:00;Concluída;13380,61
AO01168;IS09736;P00645;2024-11-01 00:00:00;Atrasada;10828,79
AO01169;IS04607;P00472;2026-04-19 00:00:00;Concluída;8751,7
AO01170;IS08858;P00700;2026-06-04 00:00:00;Concluída;6276,07
AO01171;IS01746;P00925;2024-05-09 00:00:00;Concluída;3137,23
AO01172;IS01949;P01001;2025-07-02 00:00:00;Concluída;16354,65
AO01173;IS02577;P00789;2024-02-17 00:00:00;Em execução;2535,97
AO01174;IS04986;P00552;2024-12-15 00:00:00;Concluída;17237,7
AO01175;IS06929;P00465;2025-02-27 00:00:00;Concluída;13623,61
AO01176;IS04261;P00305;2024-08-23 00:00:00;Concluída;8216,59
AO01177;IS00933;P00608;2024-06-10 00:00:00;Concluída;12307,85
AO01178;IS04373;P00461;2024-09-20 00:00:00;Em execução;10798,54
AO01179;IS05371;P00873;2026-01-08 00:00:00;Em execução;14114,13
AO01180;IS07046;P01274;2026-03-31 00:00:00;Concluída;3752,04
AO01181;IS05338;P00483;2026-05-29 00:00:00;Concluída;8001,82
AO01182;IS00987;P00305;2026-05-16 00:00:00;Concluída;321,25
AO01183;IS06742;P00999;2025-06-26 00:00:00;Atrasada;10486,63
AO01184;IS00969;P00215;2025-02-16 00:00:00;Atrasada;2690,07
AO01185;IS10202;P00973;2026-07-15 00:00:00;Concluída;1801,21
AO01186;IS05965;P00032;2026-01-19 00:00:00;Concluída;12846,66
AO01187;IS09322;P01259;2024-02-05 00:00:00;Concluída;16484,21
AO01188;IS08773;P00410;2024-09-16 00:00:00;Concluída;6752,86
AO01189;IS04388;P01343;2024-09-18 00:00:00;Concluída;3654,32
AO01190;IS07801;P00281;2024-03-16 00:00:00;Atrasada;13573,52
AO01191;IS00577;P00573;2025-05-09 00:00:00;Concluída;17142,98
AO01192;IS07808;P01430;2024-06-07 00:00:00;Concluída;1866,36
AO01193;IS03289;P00749;2026-06-09 00:00:00;Atrasada;3948,5
AO01194;IS10972;P00095;2024-06-18 00:00:00;Concluída;15763,89
AO01195;IS08447;P00429;2025-03-08 00:00:00;Atrasada;14108,65
AO01196;IS00892;P00922;2024-06-16 00:00:00;Concluída;11320,59
AO01197;IS02229;P00854;2025-02-16 00:00:00;Concluída;11620,03
AO01198;IS03105;P00620;2024-12-03 00:00:00;Concluída;14807,77
AO01199;IS08001;P01229;2026-03-12 00:00:00;Atrasada;7197,46
AO01200;IS08496;P00988;2025-06-15 00:00:00;Concluída;6575,19
AO01201;IS01930;P01047;2025-12-08 00:00:00;Concluída;7543,33
AO01202;IS03398;P01270;2026-03-30 00:00:00;Concluída;4390,3
AO01203;IS10693;P01285;2024-11-22 00:00:00;Concluída;12754,87
AO01204;IS06589;P00319;2026-05-20 00:00:00;Atrasada;410,81
AO01205;IS04506;P00874;2024-11-19 00:00:00;Concluída;2821,13
AO01206;IS06156;P00908;2026-04-08 00:00:00;Em execução;14279,96
AO01207;IS08708;P00784;2025-11-17 00:00:00;Concluída;1001,66
AO01208;IS01201;P00969;2024-04-13 00:00:00;Em execução;17707,36
AO01209;IS08029;P00972;2024-06-19 00:00:00;Concluída;1438,01
AO01210;IS03942;P00597;2024-04-05 00:00:00;Atrasada;5190,98
AO01211;IS05334;P01336;2026-06-19 00:00:00;Concluída;9538,57
AO01212;IS05095;P01050;2025-03-28 00:00:00;Concluída;8996,68
AO01213;IS03042;P01360;2026-04-25 00:00:00;Em execução;981,07
AO01214;IS10333;P00899;2026-05-19 00:00:00;Atrasada;7305,86
AO01215;IS05340;P00623;2025-07-22 00:00:00;Concluída;4639,2
AO01216;IS05746;P01391;2025-09-09 00:00:00;Concluída;1904,42
AO01217;IS04848;P00606;2024-12-15 00:00:00;Concluída;4175,41
AO01218;IS03921;P00334;2025-06-16 00:00:00;Concluída;12708,94
AO01219;IS08169;P00052;2026-03-23 00:00:00;Atrasada;15349,23
AO01220;IS01918;P00572;2026-06-21 00:00:00;Concluída;17571,88
AO01221;IS04685;P01469;2024-10-22 00:00:00;Concluída;8675,91
AO01222;IS07655;P00658;2025-02-19 00:00:00;Concluída;4596,77
AO01223;IS09043;P01379;2024-11-10 00:00:00;Concluída;4171,53
AO01224;IS01852;P00464;2026-06-17 00:00:00;Concluída;14062,02
AO01225;IS08600;P00230;2024-08-12 00:00:00;Concluída;8547,31
AO01226;IS07004;P00678;2024-01-21 00:00:00;Concluída;8593,58
AO01227;IS03841;P00267;2025-11-15 00:00:00;Em execução;9827,25
AO01228;IS09290;P01334;2024-07-13 00:00:00;Atrasada;14416,84
AO01229;IS05473;P00061;2024-10-11 00:00:00;Atrasada;1555,67
AO01230;IS05851;P01041;2026-03-13 00:00:00;Concluída;8030,72
AO01231;IS03281;P00715;2026-03-15 00:00:00;Em execução;9387,12
AO01232;IS06915;P00574;2025-06-30 00:00:00;Em execução;14976,99
AO01233;IS07454;P00631;2026-02-16 00:00:00;Atrasada;15593,42
AO01234;IS04216;P01360;2026-01-02 00:00:00;Em execução;4762,49
AO01235;IS06762;P01258;2025-06-21 00:00:00;Em execução;3584,52
AO01236;IS00086;P00967;2025-11-08 00:00:00;Concluída;13442,0
AO01237;IS03887;P00561;2026-04-01 00:00:00;Concluída;3043,64
AO01238;IS02512;P01236;2025-08-24 00:00:00;Em execução;14906,45
AO01239;IS01322;P00949;2026-04-27 00:00:00;Em execução;12777,22
AO01240;IS08236;P01136;2024-11-24 00:00:00;Concluída;4704,39
AO01241;IS06936;P01456;2026-07-11 00:00:00;Em execução;4212,57
AO01242;IS02926;P00033;2024-05-27 00:00:00;Concluída;2546,03
AO01243;IS08232;P01452;2024-02-22 00:00:00;Concluída;15550,27
AO01244;IS01298;P01289;2025-01-08 00:00:00;Concluída;6810,74
AO01245;IS05164;P00108;2026-05-13 00:00:00;Em execução;8627,72
AO01246;IS10508;P01295;2026-01-25 00:00:00;Concluída;970,53
AO01247;IS00183;P00696;2026-01-27 00:00:00;Concluída;14127,0
AO01248;IS10893;P01138;2024-10-23 00:00:00;Concluída;916,82
AO01249;IS07947;P01006;2024-03-13 00:00:00;Concluída;12270,62
AO01250;IS06301;P00274;2024-05-06 00:00:00;Atrasada;11930,25
AO01251;IS09253;P01120;2026-06-05 00:00:00;Concluída;16150,91
AO01252;IS09992;P01462;2024-06-05 00:00:00;Atrasada;12393,71
AO01253;IS10067;P00125;2024-08-09 00:00:00;Concluída;14991,16
AO01254;IS08552;P01192;2024-08-25 00:00:00;Atrasada;11361,71
AO01255;IS05685;P00652;2024-11-25 00:00:00;Concluída;7203,24
AO01256;IS02999;P00187;2024-08-05 00:00:00;Concluída;12761,21
AO01257;IS02680;P00657;2024-07-19 00:00:00;Em execução;17842,39
AO01258;IS03274;P01341;2024-09-06 00:00:00;Concluída;6764,64
AO01259;IS00912;P00988;2026-02-10 00:00:00;Concluída;12521,07
AO01260;IS04357;P01177;2025-01-09 00:00:00;Em execução;10813,48
AO01261;IS02845;P00624;2026-05-12 00:00:00;Em execução;11330,8
AO01262;IS07875;P00383;2024-06-21 00:00:00;Em execução;3584,51
AO01263;IS03034;P00054;2025-08-22 00:00:00;Concluída;14297,52
AO01264;IS06734;P00788;2025-09-20 00:00:00;Em execução;4915,36
AO01265;IS05895;P00421;2024-04-24 00:00:00;Concluída;5133,04
AO01266;IS10349;P00390;2024-01-06 00:00:00;Concluída;17828,39
AO01267;IS05685;P00054;2025-07-23 00:00:00;Em execução;6588,85
AO01268;IS00625;P00061;2025-11-09 00:00:00;Concluída;12973,14
AO01269;IS07479;P00281;2026-02-23 00:00:00;Atrasada;4479,28
AO01270;IS06210;P00015;2024-07-16 00:00:00;Concluída;9347,32
AO01271;IS09258;P00537;2024-12-28 00:00:00;Em execução;11736,57
AO01272;IS03494;P00513;2024-07-28 00:00:00;Concluída;1693,25
AO01273;IS02675;P00656;2024-08-23 00:00:00;Concluída;3884,99
AO01274;IS02790;P00524;2025-12-30 00:00:00;Concluída;6194,62
AO01275;IS10757;P00299;2025-03-18 00:00:00;Em execução;5581,93
AO01276;IS00472;P01494;2024-09-10 00:00:00;Concluída;9952,41
AO01277;IS02010;P00256;2026-03-28 00:00:00;Concluída;15727,83
AO01278;IS04640;P00078;2024-01-20 00:00:00;Concluída;3839,56
AO01279;IS02233;P00072;2026-06-18 00:00:00;Concluída;4307,16
AO01280;IS06024;P00352;2026-03-07 00:00:00;Concluída;17184,8
AO01281;IS05569;P00400;2025-11-21 00:00:00;Em execução;13347,99
AO01282;IS05138;P00890;2025-06-07 00:00:00;Atrasada;1830,26
AO01283;IS00995;P01194;2026-03-21 00:00:00;Concluída;3653,53
AO01284;IS04423;P01284;2024-11-10 00:00:00;Concluída;2634,98
AO01285;IS07115;P01211;2024-06-19 00:00:00;Concluída;10510,62
AO01286;IS04988;P00002;2025-01-16 00:00:00;Concluída;2680,57
AO01287;IS03135;P00324;2026-07-15 00:00:00;Em execução;434,15
AO01288;IS10770;P00511;2024-10-12 00:00:00;Atrasada;10914,19
AO01289;IS08777;P01441;2024-07-11 00:00:00;Concluída;2943,17
AO01290;IS06866;P00890;2024-07-06 00:00:00;Concluída;13440,4
AO01291;IS08965;P01409;2025-03-31 00:00:00;Concluída;17390,46
AO01292;IS09642;P01454;2026-01-06 00:00:00;Concluída;9309,64
AO01293;IS06840;P00989;2024-04-16 00:00:00;Concluída;13480,21
AO01294;IS05311;P01450;2026-05-15 00:00:00;Atrasada;12029,95
AO01295;IS02208;P00310;2024-04-20 00:00:00;Concluída;8474,46
AO01296;IS10476;P00218;2024-09-24 00:00:00;Concluída;5683,17
AO01297;IS10206;P00594;2025-03-09 00:00:00;Em execução;10943,43
AO01298;IS03646;P00757;2024-03-13 00:00:00;Concluída;139,35
AO01299;IS10422;P00755;2024-07-24 00:00:00;Concluída;4685,29
AO01300;IS06659;P00838;2025-02-19 00:00:00;Concluída;12801,95
AO01301;IS02653;P01500;2025-03-27 00:00:00;Concluída;7415,8
AO01302;IS06703;P00258;2024-12-03 00:00:00;Atrasada;3249,33
AO01303;IS09602;P00721;2024-09-11 00:00:00;Em execução;9454,86
AO01304;IS04916;P01488;2024-08-31 00:00:00;Concluída;11902,08
AO01305;IS02231;P01229;2025-11-15 00:00:00;Concluída;5550,61
AO01306;IS03008;P01488;2025-04-12 00:00:00;Concluída;2037,5
AO01307;IS10822;P01388;2024-12-31 00:00:00;Concluída;16012,89
AO01308;IS08454;P01385;2024-04-20 00:00:00;Concluída;15665,13
AO01309;IS04439;P00534;2026-02-12 00:00:00;Atrasada;15717,82
AO01310;IS04730;P00132;2024-02-02 00:00:00;Concluída;13048,01
AO01311;IS02893;P00226;2025-06-15 00:00:00;Em execução;9023,83
AO01312;IS08170;P01135;2024-06-11 00:00:00;Em execução;14378,24
AO01313;IS00230;P00541;2025-07-26 00:00:00;Concluída;4602,07
AO01314;IS07760;P01186;2025-04-05 00:00:00;Concluída;3296,19
AO01315;IS08205;P01350;2024-08-15 00:00:00;Atrasada;12124,04
AO01316;IS08793;P00376;2026-05-31 00:00:00;Concluída;2267,92
AO01317;IS01953;P00118;2024-06-22 00:00:00;Em execução;912,06
AO01318;IS03864;P00034;2024-11-20 00:00:00;Concluída;2296,62
AO01319;IS02631;P00100;2025-01-29 00:00:00;Concluída;1245,38
AO01320;IS00953;P01398;2025-05-14 00:00:00;Concluída;7737,29
AO01321;IS00347;P00232;2025-01-30 00:00:00;Em execução;8812,42
AO01322;IS01040;P01306;2025-10-23 00:00:00;Concluída;8829,93
AO01323;IS03230;P01177;2024-03-14 00:00:00;Em execução;3680,45
AO01324;IS02102;P00437;2025-12-06 00:00:00;Concluída;6756,51
AO01325;IS03109;P00154;2024-05-29 00:00:00;Concluída;17773,89
AO01326;IS08182;P01241;2026-05-03 00:00:00;Em execução;4396,61
AO01327;IS03226;P00442;2025-01-28 00:00:00;Em execução;17935,5
AO01328;IS10096;P00096;2025-07-15 00:00:00;Em execução;14160,62
AO01329;IS08480;P01429;2025-02-18 00:00:00;Concluída;13212,29
AO01330;IS00516;P00643;2025-07-31 00:00:00;Concluída;4998,82
AO01331;IS03334;P00745;2024-09-23 00:00:00;Concluída;3920,97
AO01332;IS10726;P00108;2025-05-26 00:00:00;Em execução;1128,3
AO01333;IS04794;P00903;2025-04-22 00:00:00;Concluída;10264,78
AO01334;IS09801;P00633;2024-08-02 00:00:00;Concluída;6882,77
AO01335;IS07016;P01420;2026-07-10 00:00:00;Concluída;29,37
AO01336;IS06505;P00974;2024-12-16 00:00:00;Em execução;14524,83
AO01337;IS04129;P00674;2026-03-13 00:00:00;Concluída;1756,98
AO01338;IS07482;P00118;2024-02-18 00:00:00;Atrasada;5308,86
AO01339;IS10116;P00879;2025-08-10 00:00:00;Concluída;6952,47
AO01340;IS01989;P00973;2025-12-12 00:00:00;Concluída;8099,08
AO01341;IS06910;P01200;2026-07-20 00:00:00;Concluída;9666,19
AO01342;IS03740;P00765;2025-02-04 00:00:00;Em execução;4912,42
AO01343;IS04578;P01364;2024-01-04 00:00:00;Concluída;10157,34
AO01344;IS06524;P00747;2026-03-20 00:00:00;Atrasada;6070,56
AO01345;IS00741;P00585;2025-09-22 00:00:00;Em execução;460,41
AO01346;IS01606;P01130;2024-11-10 00:00:00;Concluída;8786,95
AO01347;IS03205;P00024;2024-04-16 00:00:00;Concluída;4541,83
AO01348;IS01917;P00355;2024-07-29 00:00:00;Concluída;8066,99
AO01349;IS08863;P00114;2025-01-01 00:00:00;Atrasada;11674,47
AO01350;IS10397;P00198;2025-01-26 00:00:00;Em execução;6794,23
AO01351;IS07479;P00126;2024-05-23 00:00:00;Atrasada;14090,19
AO01352;IS00318;P00809;2024-08-25 00:00:00;Concluída;14059,77
AO01353;IS02026;P01466;2025-12-18 00:00:00;Concluída;14464,45
AO01354;IS06851;P01028;2024-04-05 00:00:00;Atrasada;15720,58
AO01355;IS09555;P01073;2025-04-07 00:00:00;Concluída;12889,01
AO01356;IS01907;P01205;2025-01-10 00:00:00;Concluída;6435,39
AO01357;IS09178;P01000;2024-04-13 00:00:00;Concluída;5445,01
AO01358;IS08185;P01263;2025-05-04 00:00:00;Concluída;788,13
AO01359;IS01983;P01463;2024-08-01 00:00:00;Em execução;6609,1
AO01360;IS04951;P01114;2025-05-31 00:00:00;Concluída;5071,92
AO01361;IS02802;P01233;2025-12-06 00:00:00;Concluída;17347,99
AO01362;IS00858;P01447;2025-11-23 00:00:00;Atrasada;16822,14
AO01363;IS04405;P01343;2026-03-01 00:00:00;Concluída;414,61
AO01364;IS01540;P00760;2026-04-01 00:00:00;Concluída;17705,43
AO01365;IS09760;P00441;2024-04-12 00:00:00;Concluída;7142,36
AO01366;IS05200;P00637;2024-04-13 00:00:00;Em execução;11927,09
AO01367;IS10047;P01236;2024-03-20 00:00:00;Em execução;13248,85
AO01368;IS01791;P01069;2025-12-23 00:00:00;Concluída;1644,15
AO01369;IS05723;P01410;2024-12-05 00:00:00;Concluída;1202,78
AO01370;IS02243;P00303;2026-07-08 00:00:00;Concluída;17869,1
AO01371;IS10319;P00832;2026-05-11 00:00:00;Atrasada;16523,06
AO01372;IS02552;P00864;2025-02-03 00:00:00;Em execução;2679,79
AO01373;IS06600;P01404;2026-04-21 00:00:00;Concluída;13963,93
AO01374;IS10783;P00918;2025-06-10 00:00:00;Concluída;8584,8
AO01375;IS03973;P00169;2026-07-19 00:00:00;Concluída;5701,94
AO01376;IS02273;P00443;2024-03-17 00:00:00;Em execução;1158,04
AO01377;IS08365;P01015;2024-12-20 00:00:00;Atrasada;17996,38
AO01378;IS09804;P01294;2025-03-19 00:00:00;Concluída;17297,82
AO01379;IS00443;P00886;2024-05-21 00:00:00;Atrasada;16136,37
AO01380;IS09766;P00609;2026-05-20 00:00:00;Concluída;10631,57
AO01381;IS07096;P00125;2025-07-17 00:00:00;Concluída;1822,56
AO01382;IS10194;P00783;2024-04-24 00:00:00;Concluída;9970,23
AO01383;IS10806;P00497;2025-11-20 00:00:00;Concluída;17576,78
AO01384;IS02448;P00860;2026-07-22 00:00:00;Concluída;271,75
AO01385;IS05232;P00606;2025-02-09 00:00:00;Em execução;8248,14
AO01386;IS00586;P00841;2026-06-24 00:00:00;Atrasada;2408,03
AO01387;IS05495;P00126;2026-01-03 00:00:00;Em execução;8765,41
AO01388;IS00907;P00283;2026-06-04 00:00:00;Concluída;16093,97
AO01389;IS00574;P00816;2024-06-24 00:00:00;Concluída;724,25
AO01390;IS04259;P00802;2024-03-28 00:00:00;Concluída;17208,48
AO01391;IS05734;P00258;2024-06-01 00:00:00;Concluída;3048,25
AO01392;IS04091;P00212;2026-06-04 00:00:00;Concluída;17229,24
AO01393;IS07851;P00196;2026-06-05 00:00:00;Concluída;14767,62
AO01394;IS05295;P01278;2025-04-15 00:00:00;Concluída;11683,11
AO01395;IS06041;P00769;2025-01-02 00:00:00;Concluída;14231,0
AO01396;IS00043;P01062;2025-07-13 00:00:00;Concluída;16320,16
AO01397;IS01982;P00375;2026-03-29 00:00:00;Concluída;8745,16
AO01398;IS02798;P00167;2025-06-12 00:00:00;Em execução;6696,98
AO01399;IS02969;P00412;2025-09-21 00:00:00;Concluída;12361,62
AO01400;IS10409;P01468;2024-10-25 00:00:00;Concluída;5518,74
AO01401;IS02743;P00151;2024-12-10 00:00:00;Concluída;2899,62
AO01402;IS01399;P01027;2024-06-05 00:00:00;Concluída;16299,4
AO01403;IS00370;P01251;2024-11-21 00:00:00;Concluída;12631,12
AO01404;IS01248;P00094;2026-05-24 00:00:00;Em execução;8038,99
AO01405;IS06511;P00386;2024-09-02 00:00:00;Atrasada;3992,78
AO01406;IS07842;P00600;2024-10-31 00:00:00;Concluída;2934,98
AO01407;IS06391;P00240;2025-02-03 00:00:00;Atrasada;7450,94
AO01408;IS02340;P00083;2024-03-30 00:00:00;Em execução;15296,91
AO01409;IS03753;P01287;2026-04-02 00:00:00;Atrasada;3003,13
AO01410;IS01596;P00395;2024-03-05 00:00:00;Em execução;13704,07
AO01411;IS05355;P00050;2025-02-17 00:00:00;Concluída;8783,37
AO01412;IS09638;P00230;2025-04-25 00:00:00;Concluída;3260,1
AO01413;IS05284;P00763;2024-07-12 00:00:00;Concluída;10062,3
AO01414;IS01831;P00512;2024-12-31 00:00:00;Concluída;10148,19
AO01415;IS10769;P01120;2024-10-08 00:00:00;Concluída;4108,74
AO01416;IS01915;P00787;2025-08-31 00:00:00;Concluída;16289,85
AO01417;IS01449;P00021;2025-04-13 00:00:00;Concluída;9878,28
AO01418;IS10702;P00380;2024-12-15 00:00:00;Atrasada;3203,24
AO01419;IS04632;P00383;2025-08-01 00:00:00;Concluída;16833,81
AO01420;IS09369;P00047;2025-10-21 00:00:00;Concluída;211,01
AO01421;IS10136;P00515;2024-04-08 00:00:00;Concluída;9483,52
AO01422;IS04656;P00724;2024-12-30 00:00:00;Concluída;11703,82
AO01423;IS10932;P01013;2024-05-19 00:00:00;Atrasada;6223,21
AO01424;IS01369;P01137;2024-04-04 00:00:00;Concluída;10574,46
AO01425;IS00572;P00804;2024-12-17 00:00:00;Concluída;17915,28
AO01426;IS06995;P00401;2024-03-01 00:00:00;Atrasada;15183,07
AO01427;IS01555;P00732;2025-07-29 00:00:00;Concluída;5882,02
AO01428;IS06465;P00129;2026-02-16 00:00:00;Atrasada;11530,17
AO01429;IS06693;P01026;2024-11-04 00:00:00;Em execução;3482,11
AO01430;IS02522;P00919;2024-01-28 00:00:00;Em execução;290,35
AO01431;IS02504;P01453;2025-11-03 00:00:00;Concluída;549,96
AO01432;IS08408;P01459;2026-03-07 00:00:00;Concluída;5897,47
AO01433;IS08249;P01461;2025-04-22 00:00:00;Em execução;11963,97
AO01434;IS10915;P00303;2025-07-21 00:00:00;Concluída;11522,66
AO01435;IS07260;P01380;2026-03-25 00:00:00;Concluída;11051,19
AO01436;IS02919;P00658;2024-12-07 00:00:00;Concluída;2132,54
AO01437;IS10689;P00741;2026-04-11 00:00:00;Concluída;7579,92
AO01438;IS07744;P01217;2024-05-10 00:00:00;Atrasada;13629,39
AO01439;IS05122;P00055;2026-04-18 00:00:00;Concluída;16482,06
AO01440;IS01322;P01136;2024-04-16 00:00:00;Concluída;5288,98
AO01441;IS06400;P01307;2025-09-30 00:00:00;Concluída;7933,03
AO01442;IS02336;P00921;2026-04-14 00:00:00;Em execução;4404,2
AO01443;IS05594;P01035;2026-04-03 00:00:00;Em execução;6139,46
AO01444;IS05568;P00450;2025-04-26 00:00:00;Atrasada;3091,63
AO01445;IS10059;P00837;2025-01-16 00:00:00;Atrasada;7111,89
AO01446;IS04716;P00351;2026-02-15 00:00:00;Concluída;12043,89
AO01447;IS06867;P00059;2024-10-28 00:00:00;Atrasada;3216,09
AO01448;IS02563;P00157;2024-01-14 00:00:00;Concluída;5567,89
AO01449;IS00180;P00289;2024-08-15 00:00:00;Concluída;13718,95
AO01450;IS01840;P00132;2025-01-10 00:00:00;Concluída;17123,34
AO01451;IS03644;P00965;2024-01-12 00:00:00;Em execução;1428,03
AO01452;IS00899;P00832;2026-06-30 00:00:00;Concluída;6647,5
AO01453;IS10686;P00318;2026-06-30 00:00:00;Atrasada;17809,82
AO01454;IS07167;P00998;2025-10-12 00:00:00;Concluída;513,12
AO01455;IS05264;P00387;2024-10-23 00:00:00;Concluída;4267,76
AO01456;IS10725;P01373;2024-11-21 00:00:00;Concluída;17996,39
AO01457;IS02508;P00350;2024-07-16 00:00:00;Em execução;5168,41
AO01458;IS05774;P01273;2024-10-29 00:00:00;Concluída;17745,03
AO01459;IS05483;P00993;2024-03-24 00:00:00;Em execução;9418,21
AO01460;IS05494;P00983;2025-07-18 00:00:00;Concluída;16973,08
AO01461;IS01823;P00189;2025-05-27 00:00:00;Concluída;16320,7
AO01462;IS08571;P00367;2024-02-24 00:00:00;Atrasada;10507,49
AO01463;IS09861;P01131;2024-04-09 00:00:00;Em execução;6462,51
AO01464;IS05236;P00580;2025-05-09 00:00:00;Concluída;6061,23
AO01465;IS09025;P01012;2024-09-26 00:00:00;Concluída;13457,92
AO01466;IS08577;P00770;2024-03-31 00:00:00;Concluída;361,67
AO01467;IS05077;P01463;2024-12-14 00:00:00;Concluída;12785,95
AO01468;IS07881;P00716;2025-12-25 00:00:00;Em execução;11249,35
AO01469;IS00111;P00881;2025-07-24 00:00:00;Em execução;2875,22
AO01470;IS06539;P00982;2025-06-01 00:00:00;Em execução;16388,66
AO01471;IS06042;P01194;2024-12-19 00:00:00;Atrasada;3337,5
AO01472;IS03263;P00591;2025-06-22 00:00:00;Atrasada;11557,05
AO01473;IS01799;P00566;2025-02-10 00:00:00;Concluída;7722,8
AO01474;IS05527;P01430;2025-06-01 00:00:00;Concluída;17917,91
AO01475;IS08183;P01170;2024-01-29 00:00:00;Concluída;14389,0
AO01476;IS06365;P00316;2025-04-05 00:00:00;Concluída;1358,43
AO01477;IS01630;P00377;2026-01-04 00:00:00;Concluída;3073,35
AO01478;IS01246;P00448;2024-02-19 00:00:00;Concluída;2811,07
AO01479;IS04443;P00355;2024-11-23 00:00:00;Concluída;14453,16
AO01480;IS05901;P01057;2026-03-25 00:00:00;Concluída;4538,25
AO01481;IS09473;P00221;2024-12-30 00:00:00;Concluída;17654,32
AO01482;IS00820;P01425;2024-11-22 00:00:00;Concluída;3518,04
AO01483;IS01905;P00599;2024-09-05 00:00:00;Concluída;17021,97
AO01484;IS09184;P00410;2025-08-19 00:00:00;Concluída;2475,67
AO01485;IS02313;P00015;2026-07-09 00:00:00;Concluída;9298,61
AO01486;IS07144;P00060;2026-07-29 00:00:00;Concluída;7060,15
AO01487;IS02969;P00371;2026-04-06 00:00:00;Concluída;11948,19
AO01488;IS03073;P01276;2024-03-26 00:00:00;Concluída;5639,11
AO01489;IS02151;P00050;2026-01-11 00:00:00;Concluída;9254,0
AO01490;IS02062;P00329;2024-05-14 00:00:00;Em execução;7350,03
AO01491;IS05757;P01385;2026-07-30 00:00:00;Atrasada;1968,13
AO01492;IS05093;P00810;2024-10-30 00:00:00;Concluída;6124,2
AO01493;IS00303;P00343;2025-02-09 00:00:00;Em execução;13549,2
AO01494;IS10620;P00776;2024-05-20 00:00:00;Concluída;4866,6
AO01495;IS09654;P01452;2025-06-19 00:00:00;Concluída;7014,9
AO01496;IS06956;P00022;2026-02-05 00:00:00;Em execução;9122,65
AO01497;IS09597;P00874;2024-05-18 00:00:00;Concluída;4910,07
AO01498;IS02878;P00730;2024-02-22 00:00:00;Concluída;2349,75
AO01499;IS07327;P00866;2025-12-13 00:00:00;Concluída;12089,38
AO01500;IS07749;P00550;2024-03-18 00:00:00;Em execução;1282,24
AO01501;IS06749;P00839;2025-01-28 00:00:00;Concluída;9473,5
AO01502;IS06199;P00500;2024-12-24 00:00:00;Concluída;7787,67
AO01503;IS07347;P01327;2025-01-06 00:00:00;Em execução;11999,42
