acesso_id,visita_id,data_hora,ponto,evento
AC26107,VI06872,2025-09-24,Laboratório,Saída
AC26108,VI09183,2025-02-02,Portaria,Entrada
AC26109,VI00349,2024-10-04,Portaria,Saída
AC26110,VI02937,2026-02-09,Almoxarifado,Saída
AC26111,VI06091,2025-03-08,Laboratório,Entrada
AC26112,VI03406,2024-07-03,Produção,Entrada
AC26113,VI06551,2025-12-28,Laboratório,Entrada
AC26114,VI01232,2026-01-23,Laboratório,Entrada
AC26115,VI08941,2024-10-27,Portaria,Entrada
AC26116,VI08887,2024-11-05,Laboratório,Saída
AC26117,VI04800,2025-08-20,Produção,Entrada
AC26118,VI07542,2024-11-16,Almoxarifado,Entrada
AC26119,VI00385,2024-03-05,Almoxarifado,Saída
AC26120,VI08204,2024-08-20,Portaria,Saída
AC26121,VI07567,2025-02-23,Laboratório,Saída
AC26122,VI06388,2024-05-09,Produção,Entrada
AC26123,VI08618,2025-03-29,Almoxarifado,Entrada
AC26124,VI08615,2024-09-02,Almoxarifado,Saída
AC26125,VI04635,2024-10-16,Almoxarifado,Saída
AC26126,VI00045,2026-02-27,Laboratório,Saída
AC26127,VI07289,2024-01-25,Produção,Entrada
AC26128,VI07785,2024-04-25,Produção,Entrada
AC26129,VI04486,2024-06-25,Laboratório,Saída
AC26130,VI09424,2024-05-21,Portaria,Entrada
AC26131,VI05280,2024-10-11,Portaria,Entrada
AC26132,VI06979,2024-08-25,Produção,Saída
AC26133,VI01160,2026-04-23,Almoxarifado,Saída
AC26134,VI09085,2024-12-24,Produção,Saída
AC26135,VI02528,2024-07-06,Portaria,Saída
AC26136,VI07004,2024-01-19,Produção,Entrada
AC26137,VI00778,2024-09-14,Almoxarifado,Saída
AC26138,VI02929,2024-03-21,Almoxarifado,Entrada
AC26139,VI02723,2026-01-25,Produção,Entrada
AC26140,VI09327,2026-05-16,Almoxarifado,Saída
AC26141,VI09470,2025-03-28,Laboratório,Entrada
AC26142,VI03107,2024-06-01,Almoxarifado,Entrada
AC26143,VI03087,2024-05-01,Almoxarifado,Saída
AC26144,VI09260,2025-02-18,Produção,Entrada
AC26145,VI03710,2026-07-15,Almoxarifado,Saída
AC26146,VI02971,2026-01-29,Almoxarifado,Entrada
AC26147,VI04205,2024-07-03,Laboratório,Saída
AC26148,VI04083,2025-09-02,Portaria,Saída
AC26149,VI03153,2024-05-04,Laboratório,Saída
AC26150,VI05999,2025-03-13,Laboratório,Entrada
AC26151,VI00666,2024-03-05,Almoxarifado,Saída
AC26152,VI04402,2025-01-01,Portaria,Entrada
AC26153,VI02675,2024-07-09,Laboratório,Saída
AC26154,VI07333,2024-08-27,Portaria,Entrada
AC26155,VI02029,2024-01-02,Produção,Entrada
AC26156,VI07555,2024-01-09,Laboratório,Entrada
AC26157,VI07311,2025-08-18,Laboratório,Saída
AC26158,VI01442,2024-05-30,Produção,Saída
AC26159,VI07918,2026-06-25,Almoxarifado,Entrada
AC26160,VI04844,2026-06-08,Laboratório,Entrada
AC26161,VI03899,2025-01-12,Produção,Saída
AC26162,VI05951,2026-03-13,Almoxarifado,Saída
AC26163,VI04262,2024-12-23,Laboratório,Saída
AC26164,VI01169,2026-07-13,Almoxarifado,Entrada
AC26165,VI08818,2025-03-13,Produção,Entrada
AC26166,VI05993,2024-07-26,Almoxarifado,Saída
AC26167,VI06163,2025-08-29,Laboratório,Entrada
AC26168,VI03667,2026-07-07,Produção,Entrada
AC26169,VI03553,2025-07-22,Almoxarifado,Saída
AC26170,VI00138,2024-11-17,Portaria,Entrada
AC26171,VI03974,2025-03-01,Portaria,Saída
AC26172,VI07061,2025-10-03,Portaria,Entrada
AC26173,VI08391,2026-07-08,Almoxarifado,Entrada
AC26174,VI02089,2026-01-04,Laboratório,Saída
AC26175,VI05610,2025-10-05,Produção,Saída
AC26176,VI03332,2026-04-30,Produção,Entrada
AC26177,VI08633,2025-11-19,Produção,Saída
AC26178,VI06514,2026-02-07,Portaria,Entrada
AC26179,VI02121,2026-01-25,Laboratório,Saída
AC26180,VI06116,2025-12-15,Produção,Entrada
AC26181,VI02858,2024-12-19,Produção,Saída
AC26182,VI03002,2025-01-30,Produção,Saída
AC26183,VI07803,2026-03-03,Portaria,Entrada
AC26184,VI08503,2024-11-30,Portaria,Negado
AC26185,VI00022,2025-12-28,Laboratório,Saída
AC26186,VI08497,2025-04-28,Portaria,Saída
AC26187,VI00972,2024-11-26,Portaria,Entrada
AC26188,VI09024,2025-11-05,Laboratório,Entrada
AC26189,VI00541,2024-06-25,Portaria,Entrada
AC26190,VI03043,2025-04-23,Laboratório,Saída
AC26191,VI01437,2024-12-27,Almoxarifado,Saída
AC26192,VI04322,2024-05-06,Produção,Entrada
AC26193,VI00797,2026-03-10,Laboratório,Saída
AC26194,VI00804,2024-01-29,Laboratório,Entrada
AC26195,VI00402,2025-11-03,Portaria,Saída
AC26196,VI05741,2025-07-27,Produção,Saída
AC26197,VI02736,2026-06-17,Almoxarifado,Entrada
AC26198,VI06130,2026-01-12,Produção,Saída
AC26199,VI00173,2024-05-24,Almoxarifado,Negado
AC26200,VI01600,2025-01-03,Produção,Saída
AC26201,VI06156,2026-05-23,Laboratório,Entrada
AC26202,VI04430,2025-12-01,Portaria,Saída
AC26203,VI01805,2026-05-30,Almoxarifado,Entrada
AC26204,VI03083,2025-08-28,Produção,Entrada
AC26205,VI00178,2026-03-12,Laboratório,Entrada
AC26206,VI03090,2025-10-16,Laboratório,Negado
AC26207,VI07473,2025-05-02,Almoxarifado,Entrada
AC26208,VI01087,2024-12-01,Laboratório,Entrada
AC26209,VI06906,2025-03-22,Produção,Saída
AC26210,VI04131,2026-07-13,Laboratório,Saída
AC26211,VI02861,2025-04-06,Portaria,Saída
AC26212,VI07400,2026-06-15,Laboratório,Entrada
AC26213,VI05070,2025-02-27,Laboratório,Entrada
AC26214,VI08041,2026-05-25,Laboratório,Entrada
AC26215,VI04987,2024-06-10,Almoxarifado,Saída
AC26216,VI06342,2025-06-16,Portaria,Entrada
AC26217,VI05741,2026-02-01,Laboratório,Saída
AC26218,VI07647,2024-02-04,Produção,Entrada
AC26219,VI07788,2025-02-28,Portaria,Entrada
AC26220,VI04668,2026-02-07,Almoxarifado,Entrada
AC26221,VI07525,2025-02-12,Produção,Saída
AC26222,VI04533,2024-05-16,Produção,Saída
AC26223,VI01551,2025-09-14,Produção,Saída
AC26224,VI03865,2024-11-18,Portaria,Saída
AC26225,VI06270,2024-11-27,Laboratório,Saída
AC26226,VI03105,2025-01-23,Portaria,Entrada
AC26227,VI05402,2024-05-03,Portaria,Entrada
AC26228,VI09128,2026-03-15,Produção,Entrada
AC26229,VI04242,2025-02-17,Produção,Entrada
AC26230,VI06635,2025-04-06,Almoxarifado,Saída
AC26231,VI01580,2024-08-21,Portaria,Entrada
AC26232,VI02790,2025-08-12,Portaria,Entrada
AC26233,VI08868,2024-03-30,Produção,Saída
AC26234,VI08652,2024-07-27,Laboratório,Saída
AC26235,VI00996,2024-11-24,Portaria,Saída
AC26236,VI07026,2024-10-02,Produção,Entrada
AC26237,VI02331,2025-06-24,Laboratório,Entrada
AC26238,VI07317,2024-03-08,Produção,Entrada
AC26239,VI06304,2024-07-25,Portaria,Entrada
AC26240,VI00743,2024-02-10,Almoxarifado,Entrada
AC26241,VI04312,2024-05-04,Produção,Entrada
AC26242,VI00534,2024-08-12,Laboratório,Saída
AC26243,VI08190,2025-01-18,Produção,Entrada
AC26244,VI03857,2025-07-27,Portaria,Saída
AC26245,VI06230,2025-02-26,Portaria,Entrada
AC26246,VI01151,2025-05-22,Produção,Saída
AC26247,VI06555,2024-05-21,Produção,Saída
AC26248,VI05806,2025-08-10,Produção,Saída
AC26249,VI02562,2024-12-10,Laboratório,Saída
AC26250,VI08529,2025-08-05,Laboratório,Entrada
AC26251,VI02494,2024-06-22,Almoxarifado,Saída
AC26252,VI02331,2024-04-18,Laboratório,Saída
AC26253,VI06535,2024-03-06,Laboratório,Saída
AC26254,VI02467,2025-01-13,Produção,Saída
AC26255,VI03129,2026-02-19,Almoxarifado,Entrada
AC26256,VI02737,2024-10-15,Laboratório,Entrada
AC26257,VI01153,2025-03-11,Portaria,Negado
AC26258,VI08418,2024-07-16,Produção,Saída
AC26259,VI04245,2026-07-15,Portaria,Saída
AC26260,VI00698,2025-01-14,Laboratório,Entrada
AC26261,VI00542,2026-07-04,Laboratório,Entrada
AC26262,VI04769,2026-04-22,Produção,Negado
AC26263,VI06049,2024-01-02,Portaria,Entrada
AC26264,VI09408,2025-04-22,Almoxarifado,Entrada
AC26265,VI00728,2025-02-03,Produção,Entrada
AC26266,VI01172,2024-10-16,Produção,Saída
AC26267,VI02447,2024-03-20,Produção,Saída
AC26268,VI08303,2025-08-05,Almoxarifado,Saída
AC26269,VI02056,2024-07-09,Portaria,Saída
AC26270,VI03698,2024-04-18,Laboratório,Saída
AC26271,VI07842,2026-02-20,Portaria,Saída
AC26272,VI07714,2025-03-05,Laboratório,Saída
AC26273,VI06982,2024-01-09,Produção,Entrada
AC26274,VI03746,2024-07-18,Laboratório,Negado
AC26275,VI08025,2024-12-25,Almoxarifado,Saída
AC26276,VI05246,2024-06-06,Produção,Entrada
AC26277,VI04180,2024-02-15,Almoxarifado,Saída
AC26278,VI00692,2025-10-11,Produção,Entrada
AC26279,VI07127,2025-10-01,Almoxarifado,Saída
AC26280,VI05841,2025-09-02,Produção,Saída
AC26281,VI05548,2024-07-06,Almoxarifado,Entrada
AC26282,VI07337,2024-11-27,Portaria,Saída
AC26283,VI01282,2024-10-26,Portaria,Entrada
AC26284,VI04893,2025-10-16,Laboratório,Saída
AC26285,VI02731,2025-10-16,Portaria,Entrada
AC26286,VI02848,2026-07-09,Portaria,Entrada
AC26287,VI05955,2025-01-05,Portaria,Saída
AC26288,VI00972,2024-08-19,Almoxarifado,Saída
AC26289,VI04772,2025-04-03,Produção,Entrada
AC26290,VI06957,2026-03-07,Portaria,Entrada
AC26291,VI00728,2026-04-26,Laboratório,Entrada
AC26292,VI07140,2024-03-13,Portaria,Entrada
AC26293,VI09217,2025-10-29,Portaria,Entrada
AC26294,VI02667,2026-02-23,Portaria,Saída
AC26295,VI02382,2024-05-05,Laboratório,Saída
AC26296,VI06600,2025-04-14,Portaria,Saída
AC26297,VI06896,2024-07-09,Almoxarifado,Saída
AC26298,VI03761,2024-12-14,Laboratório,Saída
AC26299,VI06638,2025-04-24,Laboratório,Saída
AC26300,VI05768,2024-06-17,Laboratório,Entrada
AC26301,VI03405,2026-01-21,Almoxarifado,Saída
AC26302,VI04323,2024-12-11,Produção,Entrada
AC26303,VI06048,2024-09-27,Almoxarifado,Saída
AC26304,VI04146,2026-05-25,Portaria,Saída
AC26305,VI06959,2026-03-03,Almoxarifado,Saída
AC26306,VI00079,2024-02-08,Laboratório,Entrada
AC26307,VI00223,2026-03-20,Portaria,Entrada
AC26308,VI04956,2024-03-18,Laboratório,Entrada
AC26309,VI08026,2026-05-31,Almoxarifado,Saída
AC26310,VI02218,2026-02-12,Laboratório,Entrada
AC26311,VI03409,2024-05-05,Laboratório,Entrada
AC26312,VI00664,2025-06-07,Almoxarifado,Entrada
AC26313,VI01369,2025-03-12,Almoxarifado,Entrada
AC26314,VI07314,2024-01-05,Portaria,Saída
AC26315,VI08818,2024-06-23,Portaria,Negado
AC26316,VI08103,2024-02-21,Produção,Saída
AC26317,VI03797,2024-01-18,Almoxarifado,Entrada
AC26318,VI00424,2025-01-17,Produção,Saída
AC26319,VI04307,2024-01-26,Almoxarifado,Entrada
AC26320,VI07320,2024-03-16,Almoxarifado,Entrada
AC26321,VI05407,2024-09-27,Produção,Negado
AC26322,VI00332,2024-04-21,Almoxarifado,Saída
AC26323,VI06491,2024-05-26,Portaria,Saída
AC26324,VI05437,2025-04-01,Portaria,Saída
AC26325,VI04189,2025-12-01,Produção,Entrada
AC26326,VI00535,2024-01-10,Produção,Saída
AC26327,VI06222,2026-01-02,Laboratório,Entrada
AC26328,VI03213,2024-07-01,Laboratório,Negado
AC26329,VI03588,2024-01-03,Portaria,Saída
AC26330,VI05899,2025-02-23,Almoxarifado,Entrada
AC26331,VI03470,2025-11-06,Produção,Saída
AC26332,VI04258,2026-07-18,Produção,Entrada
AC26333,VI08350,2024-11-13,Laboratório,Entrada
AC26334,VI07230,2025-01-29,Produção,Negado
AC26335,VI08419,2025-05-28,Almoxarifado,Entrada
AC26336,VI00648,2024-08-30,Laboratório,Entrada
AC26337,VI08307,2024-07-12,Portaria,Saída
AC26338,VI05654,2024-06-17,Laboratório,Entrada
AC26339,VI06696,2026-05-23,Portaria,Entrada
AC26340,VI03087,2026-04-27,Laboratório,Saída
AC26341,VI05600,2024-05-26,Almoxarifado,Saída
AC26342,VI00328,2025-01-09,Portaria,Entrada
AC26343,VI00339,2025-09-20,Produção,Entrada
AC26344,VI04640,2025-07-21,Almoxarifado,Saída
AC26345,VI05487,2024-07-22,Produção,Entrada
AC26346,VI06780,2026-06-27,Portaria,Saída
AC26347,VI01358,2025-05-07,Produção,Saída
AC26348,VI07344,2024-06-20,Laboratório,Saída
AC26349,VI01725,2025-03-02,Almoxarifado,Saída
AC26350,VI05146,2024-12-15,Almoxarifado,Entrada
AC26351,VI03424,2026-01-17,Portaria,Entrada
AC26352,VI09308,2025-03-19,Almoxarifado,Saída
AC26353,VI07724,2026-05-16,Almoxarifado,Entrada
AC26354,VI02173,2024-07-07,Laboratório,Entrada
AC26355,VI06384,2024-09-14,Produção,Saída
AC26356,VI09497,2024-08-19,Produção,Saída
AC26357,VI08605,2024-05-19,Produção,Saída
AC26358,VI02755,2026-06-10,Produção,Saída
AC26359,VI07359,2025-09-01,Produção,Saída
AC26360,VI09339,2024-02-19,Produção,Entrada
AC26361,VI01800,2026-04-27,Almoxarifado,Saída
AC26362,VI02640,2026-02-23,Almoxarifado,Saída
AC26363,VI02021,2025-12-07,Almoxarifado,Entrada
AC26364,VI08733,2025-01-26,Almoxarifado,Entrada
AC26365,VI09449,2024-07-03,Portaria,Entrada
AC26366,VI08172,2026-01-25,Laboratório,Entrada
AC26367,VI08588,2024-07-28,Almoxarifado,Entrada
AC26368,VI04166,2025-05-18,Portaria,Entrada
AC26369,VI06848,2024-07-24,Laboratório,Entrada
AC26370,VI00638,2026-06-16,Almoxarifado,Entrada
AC26371,VI03171,2025-03-03,Almoxarifado,Saída
AC26372,VI08710,2026-06-25,Almoxarifado,Entrada
AC26373,VI03598,2024-12-18,Produção,Saída
AC26374,VI09143,2024-05-05,Portaria,Saída
AC26375,VI06083,2024-08-22,Produção,Entrada
AC26376,VI02952,2025-10-27,Produção,Entrada
AC26377,VI01909,2024-12-17,Laboratório,Saída
AC26378,VI01763,2025-07-10,Produção,Entrada
AC26379,VI04542,2024-07-13,Almoxarifado,Saída
AC26380,VI08005,2024-11-10,Laboratório,Negado
AC26381,VI04106,2024-07-19,Produção,Saída
AC26382,VI05302,2024-07-10,Almoxarifado,Entrada
AC26383,VI03917,2025-07-23,Produção,Saída
AC26384,VI07445,2024-02-26,Produção,Entrada
AC26385,VI03766,2026-03-25,Laboratório,Saída
AC26386,VI03890,2024-09-16,Laboratório,Entrada
AC26387,VI09438,2026-02-03,Almoxarifado,Entrada
AC26388,VI03265,2026-07-05,Almoxarifado,Entrada
AC26389,VI04890,2025-12-06,Almoxarifado,Saída
AC26390,VI00450,2026-01-18,Almoxarifado,Saída
AC26391,VI05825,2025-07-22,Portaria,Entrada
AC26392,VI04781,2024-03-26,Portaria,Entrada
AC26393,VI06011,2026-03-24,Almoxarifado,Entrada
AC26394,VI03795,2025-11-23,Laboratório,Entrada
AC26395,VI02388,2024-06-12,Portaria,Saída
AC26396,VI07054,2025-04-10,Portaria,Saída
AC26397,VI00959,2024-07-29,Produção,Entrada
AC26398,VI04882,2025-12-19,Almoxarifado,Entrada
AC26399,VI07719,2024-08-27,Almoxarifado,Entrada
AC26400,VI04994,2026-05-15,Produção,Entrada
AC26401,VI04603,2024-05-26,Almoxarifado,Saída
AC26402,VI08132,2026-06-17,Almoxarifado,Saída
AC26403,VI00339,2024-06-18,Produção,Saída
AC26404,VI07639,2024-08-22,Produção,Entrada
AC26405,VI04417,2026-01-12,Produção,Entrada
AC26406,VI00433,2025-05-10,Laboratório,Entrada
AC26407,VI05188,2025-05-25,Produção,Entrada
AC26408,VI08932,2025-05-06,Produção,Saída
AC26409,VI05557,2026-02-10,Laboratório,Saída
AC26410,VI04860,2025-05-14,Portaria,Entrada
AC26411,VI01609,2025-10-09,Produção,Saída
AC26412,VI08476,2025-10-19,Laboratório,Saída
AC26413,VI03078,2024-05-13,Laboratório,Entrada
AC26414,VI08607,2024-12-13,Laboratório,Entrada
AC26415,VI07636,2025-01-31,Almoxarifado,Entrada
AC26416,VI01567,2024-04-03,Produção,Entrada
AC26417,VI06318,2024-09-09,Portaria,Saída
AC26418,VI04245,2024-08-11,Almoxarifado,Entrada
AC26419,VI07242,2026-04-16,Produção,Entrada
AC26420,VI06709,2026-07-05,Produção,Saída
AC26421,VI01307,2024-12-30,Almoxarifado,Saída
AC26422,VI06909,2024-05-10,Produção,Entrada
AC26423,VI04860,2025-06-06,Portaria,Saída
AC26424,VI03852,2026-01-13,Laboratório,Entrada
AC26425,VI05677,2025-02-16,Laboratório,Saída
AC26426,VI08498,2024-02-27,Produção,Saída
AC26427,VI09034,2024-04-02,Produção,Entrada
AC26428,VI08792,2025-09-29,Almoxarifado,Entrada
AC26429,VI00952,2024-11-13,Almoxarifado,Saída
AC26430,VI01765,2024-01-28,Almoxarifado,Saída
AC26431,VI00957,2026-05-09,Produção,Entrada
AC26432,VI05030,2026-02-03,Laboratório,Saída
AC26433,VI07973,2025-02-25,Almoxarifado,Entrada
AC26434,VI05110,2025-08-21,Produção,Entrada
AC26435,VI09259,2025-05-21,Almoxarifado,Entrada
AC26436,VI09453,2025-06-11,Portaria,Saída
AC26437,VI00088,2026-04-19,Produção,Entrada
AC26438,VI07104,2026-07-26,Laboratório,Saída
AC26439,VI04603,2025-12-16,Produção,Entrada
AC26440,VI07129,2025-04-27,Portaria,Entrada
AC26441,VI08395,2026-07-12,Almoxarifado,Entrada
AC26442,VI05159,2025-04-04,Portaria,Saída
AC26443,VI05567,2026-06-24,Portaria,Saída
AC26444,VI02589,2025-04-27,Almoxarifado,Saída
AC26445,VI06535,2025-03-10,Almoxarifado,Entrada
AC26446,VI06292,2025-03-10,Portaria,Entrada
AC26447,VI01575,2024-08-29,Portaria,Entrada
AC26448,VI08528,2026-02-21,Portaria,Saída
AC26449,VI01010,2025-01-26,Laboratório,Saída
AC26450,VI04839,2025-10-18,Almoxarifado,Entrada
AC26451,VI08433,2026-06-30,Laboratório,Entrada
AC26452,VI09495,2024-03-24,Produção,Negado
AC26453,VI01175,2024-06-17,Almoxarifado,Entrada
AC26454,VI03688,2024-09-16,Portaria,Entrada
AC26455,VI02219,2026-07-20,Produção,Entrada
AC26456,VI07736,2024-02-15,Laboratório,Entrada
AC26457,VI07763,2024-12-17,Portaria,Negado
AC26458,VI06202,2024-02-27,Almoxarifado,Entrada
AC26459,VI09102,2024-02-28,Portaria,Entrada
AC26460,VI03876,2024-12-08,Portaria,Entrada
AC26461,VI01129,2026-01-08,Almoxarifado,Saída
AC26462,VI00798,2025-12-08,Almoxarifado,Entrada
AC26463,VI08472,2025-07-02,Produção,Saída
AC26464,VI00270,2025-12-29,Laboratório,Saída
AC26465,VI03960,2025-04-29,Almoxarifado,Entrada
AC26466,VI04487,2025-04-09,Produção,Saída
AC26467,VI08337,2025-01-08,Portaria,Entrada
AC26468,VI03448,2024-10-09,Laboratório,Saída
AC26469,VI05037,2025-11-01,Produção,Entrada
AC26470,VI02309,2024-11-18,Portaria,Entrada
AC26471,VI03598,2026-05-27,Laboratório,Saída
AC26472,VI02150,2025-05-01,Portaria,Entrada
AC26473,VI07800,2024-02-17,Laboratório,Saída
AC26474,VI01051,2024-02-21,Laboratório,Entrada
AC26475,VI07912,2026-02-14,Almoxarifado,Saída
AC26476,VI00054,2025-02-01,Portaria,Saída
AC26477,VI05294,2026-07-10,Produção,Entrada
AC26478,VI06833,2025-08-19,Laboratório,Saída
AC26479,VI03171,2025-03-03,Produção,Saída
AC26480,VI06339,2026-07-13,Almoxarifado,Saída
AC26481,VI07491,2025-12-27,Portaria,Entrada
AC26482,VI03713,2025-12-09,Laboratório,Entrada
AC26483,VI05643,2024-03-26,Laboratório,Entrada
AC26484,VI00348,2024-08-22,Produção,Entrada
AC26485,VI07914,2024-06-18,Almoxarifado,Entrada
AC26486,VI04414,2024-03-29,Almoxarifado,Saída
AC26487,VI09168,2025-12-15,Almoxarifado,Entrada
AC26488,VI09303,2024-02-17,Laboratório,Entrada
AC26489,VI06117,2024-10-03,Portaria,Saída
AC26490,VI07954,2024-01-27,Laboratório,Saída
AC26491,VI02477,2024-10-17,Portaria,Entrada
AC26492,VI08450,2025-04-18,Laboratório,Saída
AC26493,VI06787,2026-03-02,Laboratório,Saída
AC26494,VI05080,2025-06-03,Almoxarifado,Saída
AC26495,VI09234,2026-02-11,Almoxarifado,Entrada
AC26496,VI05863,2024-04-14,Almoxarifado,Entrada
AC26497,VI02283,2024-03-17,Laboratório,Entrada
AC26498,VI08253,2025-11-19,Portaria,Entrada
AC26499,VI03921,2026-01-27,Produção,Entrada
AC26500,VI07835,2026-07-19,Laboratório,Entrada
AC26501,VI02448,2025-11-29,Produção,Entrada
AC26502,VI08184,2025-01-08,Portaria,Saída
AC26503,VI06258,2024-09-25,Laboratório,Saída
AC26504,VI08502,2024-12-24,Laboratório,Saída
AC26505,VI01791,2025-11-12,Portaria,Saída
AC26506,VI05003,2026-07-01,Portaria,Entrada
AC26507,VI08599,2026-01-18,Laboratório,Entrada
AC26508,VI06806,2024-01-18,Produção,Entrada
AC26509,VI02826,2024-05-08,Portaria,Entrada
AC26510,VI06635,2024-02-11,Produção,Saída
AC26511,VI02125,2025-01-15,Portaria,Entrada
AC26512,VI03431,2025-08-30,Produção,Saída
AC26513,VI05133,2025-10-13,Produção,Entrada
AC26514,VI07680,2025-04-02,Portaria,Saída
AC26515,VI07173,2024-10-26,Produção,Entrada
AC26516,VI04141,2025-07-06,Laboratório,Entrada
AC26517,VI02652,2025-10-24,Laboratório,Entrada
AC26518,VI03636,2025-06-04,Almoxarifado,Entrada
AC26519,VI04880,2025-04-03,Laboratório,Entrada
AC26520,VI00328,2024-04-14,Portaria,Saída
AC26521,VI06877,2024-05-15,Laboratório,Negado
AC26522,VI00906,2026-01-12,Produção,Entrada
AC26523,VI02174,2025-02-06,Portaria,Saída
AC26524,VI02960,2025-07-01,Laboratório,Saída
AC26525,VI05520,2025-11-27,Laboratório,Entrada
AC26526,VI02566,2024-02-26,Portaria,Saída
AC26527,VI00249,2026-04-16,Portaria,Saída
AC26528,VI09053,2024-12-06,Laboratório,Saída
AC26529,VI03716,2025-08-21,Produção,Saída
AC26530,VI03604,2025-10-27,Laboratório,Saída
AC26531,VI06453,2025-03-08,Laboratório,Entrada
AC26532,VI05086,2024-07-16,Laboratório,Entrada
AC26533,VI04522,2025-12-16,Laboratório,Saída
AC26534,VI02568,2024-09-16,Portaria,Entrada
AC26535,VI07418,2025-08-23,Laboratório,Saída
AC26536,VI00699,2026-05-10,Almoxarifado,Entrada
AC26537,VI01710,2025-04-25,Laboratório,Saída
AC26538,VI03221,2024-08-03,Almoxarifado,Entrada
AC26539,VI02263,2025-02-03,Portaria,Entrada
AC26540,VI06078,2025-03-11,Produção,Saída
AC26541,VI02795,2026-02-08,Almoxarifado,Entrada
AC26542,VI06567,2024-11-16,Portaria,Saída
AC26543,VI06294,2024-02-02,Produção,Entrada
AC26544,VI04972,2025-10-08,Laboratório,Saída
AC26545,VI01031,2025-02-02,Almoxarifado,Entrada
AC26546,VI07292,2024-01-28,Almoxarifado,Entrada
AC26547,VI05381,2024-10-09,Almoxarifado,Saída
AC26548,VI09106,2026-01-07,Portaria,Entrada
AC26549,VI05420,2024-12-23,Portaria,Saída
AC26550,VI03271,2025-05-03,Portaria,Entrada
AC26551,VI05819,2026-04-11,Almoxarifado,Entrada
AC26552,VI01316,2026-03-24,Laboratório,Saída
AC26553,VI01631,2026-03-27,Laboratório,Negado
AC26554,VI02288,2026-02-01,Almoxarifado,Saída
AC26555,VI00428,2024-09-23,Laboratório,Entrada
AC26556,VI09018,2024-02-16,Laboratório,Entrada
AC26557,VI05129,2024-08-07,Laboratório,Entrada
AC26558,VI00299,2025-03-07,Almoxarifado,Saída
AC26559,VI02856,2025-03-23,Almoxarifado,Entrada
AC26560,VI05051,2024-07-07,Laboratório,Entrada
AC26561,VI04107,2025-11-07,Portaria,Saída
AC26562,VI07342,2025-02-15,Laboratório,Saída
AC26563,VI05260,2025-02-12,Laboratório,Saída
AC26564,VI01644,2026-04-27,Portaria,Entrada
AC26565,VI03721,2025-04-15,Produção,Saída
AC26566,VI00088,2024-01-25,Almoxarifado,Saída
AC26567,VI03105,2025-09-05,Laboratório,Negado
AC26568,VI05378,2026-02-10,Produção,Entrada
AC26569,VI03358,2024-08-01,Almoxarifado,Saída
AC26570,VI00323,2025-02-11,Portaria,Saída
AC26571,VI08640,2024-08-25,Portaria,Entrada
AC26572,VI03937,2024-04-18,Produção,Entrada
AC26573,VI01781,2024-03-05,Produção,Entrada
AC26574,VI00033,2026-02-11,Produção,Saída
AC26575,VI02236,2026-01-15,Almoxarifado,Saída
AC26576,VI03218,2024-05-24,Almoxarifado,Saída
AC26577,VI08194,2024-08-29,Almoxarifado,Saída
AC26578,VI00744,2025-04-17,Almoxarifado,Saída
AC26579,VI04033,2025-07-03,Produção,Negado
AC26580,VI06962,2024-02-06,Produção,Entrada
AC26581,VI04249,2025-01-07,Almoxarifado,Entrada
AC26582,VI07288,2026-05-22,Produção,Saída
AC26583,VI06168,2026-03-24,Almoxarifado,Saída
AC26584,VI09439,2025-08-14,Laboratório,Entrada
AC26585,VI06995,2025-08-17,Almoxarifado,Negado
AC26586,VI08675,2026-01-24,Portaria,Entrada
AC26587,VI07686,2024-05-26,Almoxarifado,Entrada
AC26588,VI08640,2024-01-26,Laboratório,Entrada
AC26589,VI05903,2026-03-12,Almoxarifado,Saída
AC26590,VI01487,2025-11-12,Laboratório,Entrada
AC26591,VI00932,2026-07-30,Produção,Entrada
AC26592,VI02546,2026-04-11,Almoxarifado,Entrada
AC26593,VI08261,2024-02-24,Produção,Negado
AC26594,VI00983,2024-06-05,Laboratório,Saída
AC26595,VI05310,2025-07-02,Almoxarifado,Saída
AC26596,VI05812,2026-01-18,Produção,Entrada
AC26597,VI02481,2024-07-09,Produção,Saída
AC26598,VI03200,2025-12-29,Portaria,Entrada
AC26599,VI01637,2025-09-28,Laboratório,Saída
AC26600,VI01630,2025-06-20,Laboratório,Saída
AC26601,VI05631,2025-08-25,Produção,Entrada
AC26602,VI08925,2024-04-11,Almoxarifado,Saída
AC26603,VI03528,2026-07-30,Almoxarifado,Entrada
AC26604,VI03940,2024-03-09,Laboratório,Entrada
AC26605,VI02711,2025-03-17,Portaria,Entrada
AC26606,VI06554,2025-12-01,Laboratório,Saída
AC26607,VI09383,2024-10-01,Produção,Entrada
AC26608,VI04106,2024-05-30,Portaria,Entrada
AC26609,VI06456,2024-06-19,Portaria,Saída
AC26610,VI04891,2024-12-01,Produção,Entrada
AC26611,VI05485,2026-04-24,Laboratório,Saída
AC26612,VI01615,2024-10-31,Laboratório,Entrada
AC26613,VI09464,2024-08-14,Produção,Entrada
AC26614,VI05548,2024-03-01,Produção,Saída
AC26615,VI02267,2024-10-08,Produção,Entrada
AC26616,VI02106,2025-04-25,Produção,Entrada
AC26617,VI02475,2025-12-15,Laboratório,Entrada
AC26618,VI03277,2024-05-22,Almoxarifado,Entrada
