documento_id,cliente_id,competencia,tipo_documento,data_solicitacao,data_recebimento,status
5658,472,2025-11,Documentos societários,2025-12-13,2025-12-22,Recebido
5659,472,2025-12,Folha,2025-12-28,2025-12-26,Recebido
5660,472,2026-01,Notas fiscais,2026-01-29,2026-01-19,Recebido
5661,472,2026-02,Notas fiscais,2026-03-06,2026-03-13,Recebido
5662,472,2026-03,Extratos,2026-04-02,2026-03-23,Recebido
5663,472,2026-04,Extratos,2026-05-09,2026-05-16,Recebido
5664,472,2026-05,Documentos societários,2026-06-08,2026-06-11,Recebido
5665,473,2025-07,Extratos,2025-07-14,2025-07-09,Recebido
5666,473,2025-07,Notas fiscais,2025-08-03,2025-08-04,Recebido
5667,473,2025-08,Extratos,2025-08-31,2025-09-09,Recebido
5668,473,2025-09,Documentos societários,2025-10-12,2025-10-12,Recebido
5669,473,2025-10,Extratos,2025-11-11,2025-11-04,Recebido
5670,473,2025-11,Extratos,2025-12-09,2025-11-30,Recebido
5671,473,2025-12,Extratos,2026-01-10,2026-01-17,Recebido
5672,473,2026-01,Folha,2026-02-03,2026-01-25,Recebido
5673,473,2026-02,Documentos societários,2026-03-10,2026-03-02,Recebido
5674,473,2026-03,Notas fiscais,2026-03-29,2026-03-27,Recebido
5675,473,2026-04,Extratos,2026-05-05,2026-05-02,Recebido
5676,473,2026-05,Extratos,2026-06-03,2026-06-09,Recebido
5677,474,2025-07,Notas fiscais,2025-07-13,2025-07-20,Recebido
5678,474,2025-07,Folha,2025-08-09,,Pendente
5679,474,2025-08,Notas fiscais,2025-09-06,2025-09-13,Recebido
5680,474,2025-09,Documentos societários,2025-09-29,,Pendente
5681,474,2025-10,Folha,2025-11-06,2025-11-13,Recebido
5682,474,2025-11,Documentos societários,2025-12-07,2025-12-11,Recebido
5683,474,2025-12,Documentos societários,2026-01-02,2025-12-28,Recebido
5684,474,2026-01,Extratos,2026-02-06,2026-01-30,Recebido
5685,474,2026-02,Folha,2026-03-13,2026-03-12,Recebido
5686,474,2026-03,Extratos,2026-04-08,,Pendente
5687,474,2026-04,Folha,2026-04-27,2026-04-28,Recebido
5688,474,2026-05,Extratos,2026-06-01,2026-06-10,Recebido
5689,475,2025-07,Documentos societários,2025-07-04,2025-07-01,Recebido
5690,475,2025-07,Notas fiscais,2025-08-05,2025-07-30,Recebido
5691,475,2025-08,Documentos societários,2025-09-12,2025-09-16,Recebido
5692,475,2025-09,Folha,2025-10-09,2025-10-02,Recebido
5693,475,2025-10,Notas fiscais,2025-10-31,2025-11-02,Recebido
5694,475,2025-11,Folha,2025-12-10,2025-12-01,Recebido
5695,475,2025-12,Documentos societários,2026-01-11,2026-01-14,Recebido
5696,475,2026-01,Notas fiscais,2026-02-07,2026-02-05,Recebido
5697,475,2026-02,Folha,2026-03-03,,Pendente
5698,475,2026-03,Folha,2026-04-07,,Pendente
5699,475,2026-04,Documentos societários,2026-05-05,2026-04-26,Recebido
5700,475,2026-05,Extratos,2026-05-27,2026-05-20,Recebido
5701,476,2025-07,Extratos,2025-07-03,2025-06-28,Recebido
5702,476,2025-07,Documentos societários,2025-08-13,2025-08-07,Recebido
5703,476,2025-08,Notas fiscais,2025-09-05,2025-08-31,Recebido
5704,476,2025-09,Documentos societários,2025-10-05,2025-10-02,Recebido
5705,476,2025-10,Extratos,2025-11-11,2025-11-08,Recebido
5706,476,2025-11,Folha,2025-12-07,,Pendente
5707,476,2025-12,Documentos societários,2026-01-09,,Pendente
5708,476,2026-01,Folha,2026-01-31,2026-02-01,Recebido
5709,476,2026-02,Extratos,2026-03-02,2026-03-06,Recebido
5710,476,2026-03,Notas fiscais,2026-04-04,2026-04-05,Recebido
5711,476,2026-04,Folha,2026-04-28,,Pendente
5712,476,2026-05,Extratos,2026-06-04,2026-05-29,Recebido
5713,477,2025-07,Extratos,2025-07-10,2025-07-12,Recebido
5714,477,2025-07,Folha,2025-08-04,2025-08-08,Recebido
5715,477,2025-08,Notas fiscais,2025-09-05,,Pendente
5716,477,2025-09,Extratos,2025-10-09,,Pendente
5717,477,2025-10,Notas fiscais,2025-11-11,2025-11-07,Recebido
5718,477,2025-11,Documentos societários,2025-12-10,2025-12-02,Recebido
5719,477,2025-12,Extratos,2026-01-05,2026-01-09,Recebido
5720,477,2026-01,Documentos societários,2026-02-10,2026-02-09,Recebido
5721,477,2026-02,Notas fiscais,2026-03-02,,Pendente
5722,477,2026-03,Notas fiscais,2026-03-28,2026-03-19,Recebido
5723,477,2026-04,Notas fiscais,2026-05-05,2026-05-01,Recebido
5724,477,2026-05,Documentos societários,2026-06-10,2026-06-06,Recebido
5725,478,2025-07,Extratos,2025-07-06,2025-07-11,Recebido
5726,478,2025-07,Extratos,2025-08-03,2025-08-07,Recebido
5727,478,2025-08,Notas fiscais,2025-09-12,,Pendente
5728,478,2025-09,Documentos societários,2025-10-12,2025-10-04,Recebido
5729,478,2025-10,Notas fiscais,2025-10-29,2025-10-31,Recebido
5730,478,2025-11,Extratos,2025-12-09,2025-12-07,Recebido
5731,478,2025-12,Folha,2026-01-01,2025-12-26,Recebido
5732,478,2026-01,Notas fiscais,2026-01-29,2026-02-07,Recebido
5733,478,2026-02,Extratos,2026-02-27,,Pendente
5734,478,2026-03,Folha,2026-04-09,2026-03-31,Recebido
5735,478,2026-04,Folha,2026-04-29,2026-04-27,Recebido
5736,478,2026-05,Documentos societários,2026-05-28,2026-05-20,Recebido
5737,479,2025-07,Extratos,2025-07-09,2025-07-13,Recebido
5738,479,2025-07,Notas fiscais,2025-07-31,,Pendente
5739,479,2025-08,Extratos,2025-09-09,2025-09-05,Recebido
5740,479,2025-09,Notas fiscais,2025-10-09,2025-10-08,Recebido
5741,479,2025-10,Notas fiscais,2025-10-29,2025-10-30,Recebido
5742,479,2025-11,Extratos,2025-12-13,2025-12-21,Recebido
5743,479,2025-12,Extratos,2026-01-11,2026-01-15,Recebido
5744,479,2026-01,Folha,2026-02-05,2026-02-05,Recebido
5745,479,2026-02,Documentos societários,2026-02-28,,Pendente
5746,479,2026-03,Folha,2026-04-08,2026-04-16,Recebido
5747,479,2026-04,Documentos societários,2026-05-07,,Pendente
5748,479,2026-05,Documentos societários,2026-06-08,,Pendente
5749,480,2025-07,Folha,2025-07-02,2025-06-22,Recebido
5750,480,2025-07,Extratos,2025-08-06,2025-08-11,Recebido
5751,480,2025-08,Documentos societários,2025-09-14,,Pendente
5752,480,2025-09,Extratos,2025-10-06,2025-10-09,Recebido
5753,480,2025-10,Extratos,2025-11-09,2025-11-09,Recebido
5754,480,2025-11,Extratos,2025-12-06,2025-12-11,Recebido
5755,480,2025-12,Extratos,2026-01-02,2026-01-03,Recebido
5756,480,2026-01,Folha,2026-02-01,2026-02-01,Recebido
5757,480,2026-02,Extratos,2026-03-03,2026-03-11,Recebido
5758,480,2026-03,Documentos societários,2026-03-29,2026-03-31,Recebido
5759,480,2026-04,Notas fiscais,2026-05-10,2026-05-05,Recebido
5760,480,2026-05,Notas fiscais,2026-06-03,2026-06-12,Recebido
5761,481,2025-07,Documentos societários,2025-07-10,2025-07-07,Recebido
5762,481,2025-07,Folha,2025-08-10,,Pendente
5763,481,2025-08,Notas fiscais,2025-09-04,2025-08-28,Recebido
5764,481,2025-09,Documentos societários,2025-10-12,2025-10-06,Recebido
5765,481,2025-10,Notas fiscais,2025-11-11,2025-11-20,Recebido
5766,481,2025-11,Notas fiscais,2025-12-02,2025-12-08,Recebido
5767,481,2025-12,Documentos societários,2026-01-08,2026-01-10,Recebido
5768,481,2026-01,Folha,2026-01-28,2026-01-23,Recebido
5769,481,2026-02,Notas fiscais,2026-03-06,2026-03-15,Recebido
5770,481,2026-03,Folha,2026-04-10,2026-04-16,Recebido
5771,481,2026-04,Folha,2026-05-07,2026-05-05,Recebido
5772,481,2026-05,Notas fiscais,2026-06-04,2026-06-04,Recebido
5773,482,2025-07,Folha,2025-07-14,2025-07-10,Recebido
5774,482,2025-07,Notas fiscais,2025-08-06,2025-08-10,Recebido
5775,482,2025-08,Extratos,2025-09-03,2025-09-05,Recebido
5776,482,2025-09,Folha,2025-10-06,2025-09-29,Recebido
5777,482,2025-10,Documentos societários,2025-11-13,2025-11-13,Recebido
5778,482,2025-11,Notas fiscais,2025-12-06,2025-12-15,Recebido
5779,482,2025-12,Extratos,2026-01-07,2025-12-29,Recebido
5780,482,2026-01,Folha,2026-01-30,2026-02-07,Recebido
5781,482,2026-02,Notas fiscais,2026-03-13,2026-03-03,Recebido
5782,482,2026-03,Folha,2026-03-29,2026-03-30,Recebido
5783,482,2026-04,Folha,2026-05-01,2026-04-29,Recebido
5784,482,2026-05,Folha,2026-06-02,2026-05-26,Recebido
5785,483,2025-07,Extratos,2025-07-12,2025-07-20,Recebido
5786,483,2025-07,Notas fiscais,2025-08-06,2025-08-10,Recebido
5787,483,2025-08,Folha,2025-08-31,2025-09-07,Recebido
5788,483,2025-09,Folha,2025-10-14,2025-10-10,Recebido
5789,483,2025-10,Folha,2025-11-10,2025-11-05,Recebido
5790,483,2025-11,Extratos,2025-12-01,2025-12-08,Recebido
5791,483,2025-12,Documentos societários,2025-12-28,,Pendente
5792,483,2026-01,Notas fiscais,2026-01-30,2026-01-23,Recebido
5793,483,2026-02,Folha,2026-03-11,2026-03-09,Recebido
5794,483,2026-03,Notas fiscais,2026-04-11,2026-04-08,Recebido
5795,483,2026-04,Notas fiscais,2026-05-07,2026-05-14,Recebido
5796,483,2026-05,Documentos societários,2026-05-28,2026-05-22,Recebido
5797,484,2025-07,Folha,2025-07-01,2025-06-29,Recebido
5798,484,2025-07,Extratos,2025-08-04,2025-07-27,Recebido
5799,484,2025-08,Documentos societários,2025-09-09,2025-09-10,Recebido
5800,484,2025-09,Documentos societários,2025-09-29,2025-09-19,Recebido
5801,484,2025-10,Documentos societários,2025-11-07,2025-11-09,Recebido
5802,484,2025-11,Documentos societários,2025-12-07,2025-12-11,Recebido
5803,484,2025-12,Extratos,2026-01-10,2026-01-03,Recebido
5804,484,2026-01,Extratos,2026-02-04,2026-01-26,Recebido
5805,484,2026-02,Documentos societários,2026-03-08,,Pendente
5806,484,2026-03,Notas fiscais,2026-03-31,2026-03-31,Recebido
5807,484,2026-04,Folha,2026-05-08,2026-05-11,Recebido
5808,484,2026-05,Documentos societários,2026-06-03,2026-05-27,Recebido
5809,485,2025-07,Folha,2025-07-13,2025-07-21,Recebido
5810,485,2025-07,Extratos,2025-08-13,2025-08-21,Recebido
5811,485,2025-08,Documentos societários,2025-09-04,2025-09-12,Recebido
5812,485,2025-09,Notas fiscais,2025-10-02,2025-09-22,Recebido
5813,485,2025-10,Extratos,2025-11-04,2025-11-05,Recebido
5814,485,2025-11,Extratos,2025-12-07,2025-12-05,Recebido
5815,485,2025-12,Documentos societários,2025-12-28,2026-01-01,Recebido
5816,485,2026-01,Extratos,2026-02-02,2026-01-25,Recebido
5817,485,2026-02,Extratos,2026-03-06,2026-03-02,Recebido
5818,485,2026-03,Extratos,2026-04-12,2026-04-17,Recebido
5819,485,2026-04,Documentos societários,2026-05-03,2026-05-12,Recebido
5820,485,2026-05,Extratos,2026-05-30,2026-05-25,Recebido
5821,486,2025-07,Folha,2025-07-15,2025-07-23,Recebido
5822,486,2025-07,Notas fiscais,2025-08-06,2025-07-30,Recebido
5823,486,2025-08,Notas fiscais,2025-09-11,2025-09-03,Recebido
5824,486,2025-09,Notas fiscais,2025-10-04,2025-10-11,Recebido
5825,486,2025-10,Notas fiscais,2025-11-09,2025-11-05,Recebido
5826,486,2025-11,Extratos,2025-12-08,2025-12-03,Recebido
5827,486,2025-12,Notas fiscais,2026-01-03,2025-12-25,Recebido
5828,486,2026-01,Folha,2026-02-05,2026-02-07,Recebido
5829,486,2026-02,Notas fiscais,2026-02-27,2026-03-08,Recebido
5830,486,2026-03,Documentos societários,2026-04-07,2026-04-06,Recebido
5831,486,2026-04,Folha,2026-05-11,2026-05-08,Recebido
5832,486,2026-05,Extratos,2026-06-06,2026-06-01,Recebido
5833,487,2025-07,Notas fiscais,2025-07-11,2025-07-16,Recebido
5834,487,2025-07,Folha,2025-08-03,,Pendente
5835,487,2025-08,Folha,2025-09-13,2025-09-05,Recebido
5836,487,2025-09,Extratos,2025-10-08,2025-10-05,Recebido
5837,487,2025-10,Documentos societários,2025-11-03,2025-10-24,Recebido
5838,487,2025-11,Folha,2025-12-09,2025-12-18,Recebido
5839,487,2025-12,Folha,2026-01-01,2026-01-01,Recebido
5840,487,2026-01,Extratos,2026-02-10,,Pendente
5841,487,2026-02,Folha,2026-03-08,2026-03-14,Recebido
5842,487,2026-03,Extratos,2026-03-29,2026-04-07,Recebido
5843,487,2026-04,Extratos,2026-05-01,,Pendente
5844,487,2026-05,Notas fiscais,2026-06-08,2026-05-31,Recebido
5845,488,2025-07,Notas fiscais,2025-07-07,2025-07-06,Recebido
5846,488,2025-07,Documentos societários,2025-08-02,2025-08-01,Recebido
5847,488,2025-08,Extratos,2025-09-02,2025-09-11,Recebido
5848,488,2025-09,Documentos societários,2025-10-10,2025-10-13,Recebido
5849,488,2025-10,Notas fiscais,2025-11-04,2025-11-02,Recebido
5850,488,2025-11,Documentos societários,2025-12-05,,Pendente
5851,488,2025-12,Folha,2026-01-02,2026-01-07,Recebido
5852,488,2026-01,Notas fiscais,2026-01-29,2026-02-04,Recebido
5853,488,2026-02,Folha,2026-02-28,2026-03-07,Recebido
5854,488,2026-03,Notas fiscais,2026-04-10,,Pendente
5855,488,2026-04,Notas fiscais,2026-05-12,2026-05-11,Recebido
5856,488,2026-05,Extratos,2026-05-31,2026-06-05,Recebido
5857,489,2025-07,Folha,2025-07-06,2025-06-30,Recebido
5858,489,2025-07,Notas fiscais,2025-08-15,2025-08-11,Recebido
5859,489,2025-08,Notas fiscais,2025-09-14,2025-09-13,Recebido
5860,489,2025-09,Extratos,2025-10-03,2025-10-03,Recebido
5861,489,2025-10,Documentos societários,2025-11-10,,Pendente
5862,489,2025-11,Documentos societários,2025-12-08,2025-12-09,Recebido
5863,489,2025-12,Folha,2026-01-09,2026-01-04,Recebido
5864,489,2026-01,Documentos societários,2026-02-10,,Pendente
5865,489,2026-02,Extratos,2026-03-01,2026-02-24,Recebido
5866,489,2026-03,Documentos societários,2026-04-03,2026-04-10,Recebido
5867,489,2026-04,Folha,2026-04-28,2026-04-25,Recebido
5868,489,2026-05,Notas fiscais,2026-06-07,,Pendente
5869,490,2025-07,Notas fiscais,2025-07-02,2025-07-04,Recebido
5870,490,2025-07,Folha,2025-08-13,2025-08-09,Recebido
5871,490,2025-08,Extratos,2025-09-13,2025-09-16,Recebido
5872,490,2025-09,Notas fiscais,2025-10-05,2025-09-28,Recebido
5873,490,2025-10,Extratos,2025-11-08,2025-11-16,Recebido
5874,490,2025-11,Notas fiscais,2025-12-09,2025-12-17,Recebido
5875,490,2025-12,Notas fiscais,2026-01-01,2026-01-05,Recebido
5876,490,2026-01,Notas fiscais,2026-02-10,2026-02-06,Recebido
5877,490,2026-02,Folha,2026-03-06,2026-03-04,Recebido
5878,490,2026-03,Documentos societários,2026-04-09,2026-03-30,Recebido
5879,490,2026-04,Notas fiscais,2026-05-03,2026-05-07,Recebido
5880,490,2026-05,Extratos,2026-05-29,2026-05-21,Recebido
5881,491,2025-07,Extratos,2025-07-13,2025-07-14,Recebido
5882,491,2025-07,Extratos,2025-08-07,2025-08-15,Recebido
5883,491,2025-08,Folha,2025-09-01,2025-08-24,Recebido
5884,491,2025-09,Extratos,2025-10-06,2025-10-10,Recebido
5885,491,2025-10,Notas fiscais,2025-11-02,2025-11-07,Recebido
5886,491,2025-11,Folha,2025-12-04,2025-12-06,Recebido
5887,491,2025-12,Notas fiscais,2026-01-09,2026-01-10,Recebido
5888,491,2026-01,Extratos,2026-01-27,2026-01-22,Recebido
5889,491,2026-02,Extratos,2026-03-06,2026-02-24,Recebido
5890,491,2026-03,Folha,2026-03-29,2026-03-19,Recebido
5891,491,2026-04,Documentos societários,2026-05-03,2026-05-01,Recebido
5892,491,2026-05,Notas fiscais,2026-05-28,2026-05-21,Recebido
5893,492,2025-07,Extratos,2025-07-06,2025-07-10,Recebido
5894,492,2025-07,Folha,2025-08-05,2025-08-02,Recebido
5895,492,2025-08,Extratos,2025-09-10,,Pendente
5896,492,2025-09,Documentos societários,2025-09-30,2025-09-24,Recebido
5897,492,2025-10,Notas fiscais,2025-11-09,,Pendente
5898,492,2025-11,Folha,2025-12-06,2025-11-26,Recebido
5899,492,2025-12,Extratos,2026-01-10,2026-01-09,Recebido
5900,492,2026-01,Extratos,2026-02-06,2026-02-14,Recebido
5901,492,2026-02,Notas fiscais,2026-03-02,2026-02-28,Recebido
5902,492,2026-03,Folha,2026-04-02,2026-04-04,Recebido
5903,492,2026-04,Extratos,2026-04-29,2026-04-21,Recebido
5904,492,2026-05,Documentos societários,2026-06-05,2026-06-09,Recebido
5905,493,2025-07,Folha,2025-07-08,,Pendente
5906,493,2025-07,Documentos societários,2025-08-05,2025-08-07,Recebido
5907,493,2025-08,Notas fiscais,2025-09-02,2025-08-31,Recebido
5908,493,2025-09,Extratos,2025-10-02,2025-09-30,Recebido
5909,493,2025-10,Notas fiscais,2025-11-05,2025-11-10,Recebido
5910,493,2025-11,Folha,2025-11-29,2025-11-23,Recebido
5911,493,2025-12,Documentos societários,2026-01-12,2026-01-02,Recebido
5912,493,2026-01,Extratos,2026-01-29,2026-01-28,Recebido
5913,493,2026-02,Documentos societários,2026-02-27,2026-03-04,Recebido
5914,493,2026-03,Documentos societários,2026-04-10,2026-04-15,Recebido
5915,493,2026-04,Notas fiscais,2026-05-01,2026-04-27,Recebido
5916,493,2026-05,Folha,2026-05-29,2026-05-29,Recebido
5917,494,2025-07,Notas fiscais,2025-07-12,,Pendente
5918,494,2025-07,Folha,2025-08-01,2025-07-31,Recebido
5919,494,2025-08,Folha,2025-09-05,2025-08-29,Recebido
5920,494,2025-09,Folha,2025-10-13,2025-10-04,Recebido
5921,494,2025-10,Documentos societários,2025-10-29,2025-10-28,Recebido
5922,494,2025-11,Documentos societários,2025-12-07,2025-12-01,Recebido
5923,494,2025-12,Documentos societários,2025-12-28,2025-12-31,Recebido
5924,494,2026-01,Extratos,2026-02-06,,Pendente
5925,494,2026-02,Extratos,2026-02-27,2026-03-03,Recebido
5926,494,2026-03,Documentos societários,2026-04-07,2026-04-07,Recebido
5927,494,2026-04,Folha,2026-05-04,2026-05-06,Recebido
5928,494,2026-05,Extratos,2026-06-07,2026-06-08,Recebido
5929,495,2025-07,Documentos societários,2025-07-05,2025-07-03,Recebido
5930,495,2025-07,Folha,2025-08-12,2025-08-02,Recebido
5931,495,2025-08,Documentos societários,2025-09-09,2025-09-04,Recebido
5932,495,2025-09,Documentos societários,2025-10-13,2025-10-18,Recebido
5933,495,2025-10,Extratos,2025-11-10,2025-11-03,Recebido
5934,495,2025-11,Folha,2025-12-08,2025-12-14,Recebido
5935,495,2025-12,Notas fiscais,2026-01-03,2026-01-09,Recebido
5936,495,2026-01,Documentos societários,2026-02-08,2026-02-04,Recebido
5937,495,2026-02,Folha,2026-03-07,2026-03-09,Recebido
5938,495,2026-03,Documentos societários,2026-04-05,2026-03-30,Recebido
5939,495,2026-04,Extratos,2026-05-11,2026-05-07,Recebido
5940,495,2026-05,Documentos societários,2026-06-07,2026-06-14,Recebido
5941,496,2025-07,Notas fiscais,2025-07-14,,Pendente
5942,496,2025-07,Notas fiscais,2025-08-04,2025-08-06,Recebido
5943,496,2025-08,Documentos societários,2025-09-11,2025-09-20,Recebido
5944,496,2025-09,Documentos societários,2025-10-14,2025-10-07,Recebido
5945,496,2025-10,Extratos,2025-11-03,2025-11-03,Recebido
5946,496,2025-11,Folha,2025-12-13,,Pendente
5947,496,2025-12,Documentos societários,2026-01-04,2026-01-13,Recebido
5948,496,2026-01,Extratos,2026-02-09,,Pendente
5949,496,2026-02,Extratos,2026-03-11,2026-03-14,Recebido
5950,496,2026-03,Extratos,2026-04-03,,Pendente
5951,496,2026-04,Extratos,2026-05-11,2026-05-19,Recebido
5952,496,2026-05,Notas fiscais,2026-05-27,2026-05-20,Recebido
5953,497,2025-07,Folha,2025-07-08,2025-07-07,Recebido
5954,497,2025-07,Extratos,2025-08-07,2025-08-16,Recebido
5955,497,2025-08,Documentos societários,2025-09-02,2025-08-28,Recebido
5956,497,2025-09,Notas fiscais,2025-10-08,2025-10-07,Recebido
5957,497,2025-10,Notas fiscais,2025-10-31,,Pendente
5958,497,2025-11,Folha,2025-12-02,2025-12-06,Recebido
5959,497,2025-12,Extratos,2026-01-09,2026-01-13,Recebido
5960,497,2026-01,Documentos societários,2026-01-27,2026-01-31,Recebido
5961,497,2026-02,Folha,2026-03-04,2026-03-09,Recebido
5962,497,2026-03,Folha,2026-03-28,2026-03-18,Recebido
5963,497,2026-04,Folha,2026-04-30,2026-04-24,Recebido
5964,497,2026-05,Folha,2026-05-30,2026-05-29,Recebido
5965,498,2025-07,Folha,2025-07-03,,Pendente
5966,498,2025-07,Notas fiscais,2025-08-03,2025-07-31,Recebido
5967,498,2025-08,Folha,2025-09-12,2025-09-02,Recebido
5968,498,2025-09,Extratos,2025-10-10,2025-10-16,Recebido
5969,498,2025-10,Notas fiscais,2025-11-13,2025-11-03,Recebido
5970,498,2025-11,Folha,2025-12-10,2025-12-16,Recebido
5971,498,2025-12,Notas fiscais,2026-01-01,2025-12-27,Recebido
5972,498,2026-01,Folha,2026-02-03,,Pendente
5973,498,2026-02,Extratos,2026-03-09,2026-03-15,Recebido
5974,498,2026-03,Documentos societários,2026-04-07,2026-03-31,Recebido
5975,498,2026-04,Documentos societários,2026-05-05,2026-05-06,Recebido
5976,498,2026-05,Documentos societários,2026-06-02,2026-06-02,Recebido
5977,499,2025-07,Notas fiscais,2025-07-08,2025-07-01,Recebido
5978,499,2025-07,Extratos,2025-08-12,2025-08-21,Recebido
5979,499,2025-08,Folha,2025-09-11,2025-09-16,Recebido
5980,499,2025-09,Notas fiscais,2025-10-05,,Pendente
5981,499,2025-10,Notas fiscais,2025-11-01,,Pendente
5982,499,2025-11,Notas fiscais,2025-12-13,2025-12-17,Recebido
5983,499,2025-12,Folha,2026-01-08,,Pendente
5984,499,2026-01,Folha,2026-01-27,,Pendente
5985,499,2026-02,Notas fiscais,2026-03-09,2026-03-18,Recebido
5986,499,2026-03,Extratos,2026-04-01,2026-04-09,Recebido
5987,499,2026-04,Documentos societários,2026-05-02,2026-05-11,Recebido
5988,499,2026-05,Folha,2026-06-10,2026-06-02,Recebido
5989,500,2025-07,Extratos,2025-07-14,2025-07-06,Recebido
5990,500,2025-07,Folha,2025-08-01,2025-07-31,Recebido
5991,500,2025-08,Documentos societários,2025-09-11,2025-09-18,Recebido
5992,500,2025-09,Notas fiscais,2025-10-06,,Pendente
5993,500,2025-10,Folha,2025-11-10,,Pendente
5994,500,2025-11,Notas fiscais,2025-12-04,2025-12-02,Recebido
5995,500,2025-12,Extratos,2026-01-07,,Pendente
5996,500,2026-01,Extratos,2026-02-08,2026-02-01,Recebido
5997,500,2026-02,Notas fiscais,2026-03-05,,Pendente
5998,500,2026-03,Extratos,2026-04-08,2026-04-05,Recebido
5999,500,2026-04,Folha,2026-05-02,2026-05-11,Recebido
6000,500,2026-05,Folha,2026-06-10,2026-06-10,Recebido
6001,501,2025-07,Notas fiscais,2025-07-09,2025-07-04,Recebido
6002,501,2025-07,Extratos,2025-08-12,,Pendente
6003,501,2025-08,Documentos societários,2025-09-12,2025-09-14,Recebido
6004,501,2025-09,Extratos,2025-10-03,,Pendente
6005,501,2025-10,Notas fiscais,2025-11-08,,Pendente
6006,501,2025-11,Notas fiscais,2025-12-02,,Pendente
6007,501,2025-12,Documentos societários,2026-01-04,2026-01-09,Recebido
6008,501,2026-01,Folha,2026-02-11,2026-02-10,Recebido
6009,501,2026-02,Extratos,2026-03-01,2026-02-28,Recebido
6010,501,2026-03,Documentos societários,2026-04-07,,Pendente
6011,501,2026-04,Documentos societários,2026-05-08,2026-05-02,Recebido
6012,501,2026-05,Documentos societários,2026-06-08,,Pendente
6013,502,2025-07,Folha,2025-07-03,2025-07-08,Recebido
6014,502,2025-07,Notas fiscais,2025-08-07,2025-08-12,Recebido
6015,502,2025-08,Documentos societários,2025-09-02,2025-08-29,Recebido
6016,502,2025-09,Notas fiscais,2025-10-08,2025-10-08,Recebido
6017,502,2025-10,Notas fiscais,2025-11-04,2025-11-01,Recebido
6018,502,2025-11,Folha,2025-12-04,2025-11-27,Recebido
6019,502,2025-12,Extratos,2026-01-01,2025-12-24,Recebido
6020,502,2026-01,Extratos,2026-01-31,2026-02-03,Recebido
6021,502,2026-02,Notas fiscais,2026-03-02,2026-03-03,Recebido
6022,502,2026-03,Extratos,2026-03-28,2026-03-31,Recebido
6023,502,2026-04,Notas fiscais,2026-05-03,2026-05-07,Recebido
6024,502,2026-05,Extratos,2026-05-31,2026-06-06,Recebido
6025,503,2025-07,Notas fiscais,2025-07-09,2025-07-01,Recebido
6026,503,2025-07,Documentos societários,2025-08-14,2025-08-11,Recebido
6027,503,2025-08,Documentos societários,2025-09-09,2025-09-04,Recebido
6028,503,2025-09,Notas fiscais,2025-10-03,,Pendente
6029,503,2025-10,Folha,2025-10-31,2025-11-08,Recebido
6030,503,2025-11,Notas fiscais,2025-11-30,2025-12-01,Recebido
6031,503,2025-12,Folha,2026-01-07,2026-01-01,Recebido
6032,503,2026-01,Documentos societários,2026-02-03,2026-01-26,Recebido
6033,503,2026-02,Extratos,2026-02-26,2026-02-21,Recebido
6034,503,2026-03,Extratos,2026-04-05,2026-04-04,Recebido
6035,503,2026-04,Documentos societários,2026-05-04,2026-04-27,Recebido
6036,503,2026-05,Notas fiscais,2026-06-08,2026-06-14,Recebido
6037,504,2025-07,Documentos societários,2025-07-02,2025-07-01,Recebido
6038,504,2025-07,Documentos societários,2025-08-04,2025-07-26,Recebido
6039,504,2025-08,Folha,2025-09-05,2025-09-10,Recebido
6040,504,2025-09,Extratos,2025-10-07,2025-10-16,Recebido
6041,504,2025-10,Folha,2025-11-04,2025-10-25,Recebido
6042,504,2025-11,Notas fiscais,2025-12-08,2025-12-01,Recebido
6043,504,2025-12,Documentos societários,2025-12-31,2025-12-29,Recebido
6044,504,2026-01,Documentos societários,2026-01-29,2026-02-07,Recebido
6045,504,2026-02,Notas fiscais,2026-03-08,2026-02-26,Recebido
6046,504,2026-03,Folha,2026-04-04,2026-04-12,Recebido
6047,504,2026-04,Extratos,2026-05-11,2026-05-13,Recebido
6048,504,2026-05,Notas fiscais,2026-06-04,,Pendente
6049,505,2025-07,Folha,2025-07-09,2025-07-04,Recebido
6050,505,2025-07,Extratos,2025-08-11,2025-08-14,Recebido
6051,505,2025-08,Extratos,2025-09-14,,Pendente
6052,505,2025-09,Documentos societários,2025-10-02,2025-09-26,Recebido
6053,505,2025-10,Notas fiscais,2025-11-09,2025-11-11,Recebido
6054,505,2025-11,Extratos,2025-12-11,,Pendente
6055,505,2025-12,Documentos societários,2026-01-05,2026-01-06,Recebido
6056,505,2026-01,Extratos,2026-02-05,2026-02-03,Recebido
6057,505,2026-02,Documentos societários,2026-03-12,2026-03-05,Recebido
6058,505,2026-03,Extratos,2026-04-02,2026-04-06,Recebido
6059,505,2026-04,Notas fiscais,2026-04-29,2026-04-22,Recebido
6060,505,2026-05,Folha,2026-05-27,2026-05-26,Recebido
6061,506,2025-07,Extratos,2025-07-01,2025-06-21,Recebido
6062,506,2025-07,Documentos societários,2025-08-12,2025-08-20,Recebido
6063,506,2025-08,Folha,2025-09-05,2025-08-26,Recebido
6064,506,2025-09,Extratos,2025-10-03,2025-09-30,Recebido
6065,506,2025-10,Folha,2025-11-01,2025-10-24,Recebido
6066,506,2025-11,Extratos,2025-12-10,2025-12-01,Recebido
