pendencia_id,cliente_id,responsavel_id,data_abertura,tipo,prioridade,status
1338,501,31,2025-09-23,Documento ausente,Baixa,Aberta
1339,501,24,2025-12-07,Documento ausente,Baixa,Resolvida
1340,501,24,2026-04-14,Cadastro desatualizado,Média,Resolvida
1341,502,29,2025-07-06,Guia vencida,Alta,Resolvida
1342,502,29,2026-03-11,Cadastro desatualizado,Baixa,Resolvida
1343,503,28,2025-11-01,Guia vencida,Baixa,Aberta
1344,503,24,2026-03-07,Divergência fiscal,Baixa,Resolvida
1345,503,2,2026-04-09,Divergência fiscal,Alta,Aberta
1346,503,3,2026-05-29,Cadastro desatualizado,Baixa,Resolvida
1347,504,21,2025-08-31,Cadastro desatualizado,Baixa,Resolvida
1348,504,10,2025-12-17,Guia vencida,Baixa,Aberta
1349,504,24,2026-01-26,Cadastro desatualizado,Alta,Aberta
1350,505,33,2026-05-20,Cadastro desatualizado,Alta,Resolvida
1351,506,18,2025-11-09,Divergência fiscal,Alta,Aberta
1352,507,25,2025-11-26,Cadastro desatualizado,Média,Aberta
1353,507,11,2026-02-04,Divergência fiscal,Baixa,Aberta
1354,507,6,2026-03-01,Divergência fiscal,Alta,Resolvida
1355,508,21,2025-11-06,Divergência fiscal,Alta,Resolvida
1356,508,15,2025-12-31,Cadastro desatualizado,Alta,Aberta
1357,509,13,2025-08-03,Divergência fiscal,Média,Aberta
1358,509,2,2026-02-03,Divergência fiscal,Alta,Aberta
1359,509,19,2026-06-01,Documento ausente,Alta,Aberta
1360,510,27,2025-07-28,Cadastro desatualizado,Média,Resolvida
1361,510,29,2025-11-05,Cadastro desatualizado,Alta,Resolvida
1362,510,7,2026-03-08,Documento ausente,Baixa,Aberta
1363,511,9,2026-04-30,Divergência fiscal,Alta,Aberta
1364,512,28,2026-05-17,Cadastro desatualizado,Média,Resolvida
1365,512,5,2026-06-09,Divergência fiscal,Média,Aberta
1366,513,14,2025-07-06,Divergência fiscal,Baixa,Resolvida
1367,514,17,2025-09-11,Cadastro desatualizado,Média,Aberta
1368,514,23,2025-11-12,Cadastro desatualizado,Baixa,Aberta
1369,514,2,2026-03-10,Cadastro desatualizado,Baixa,Resolvida
1370,514,25,2026-06-14,Documento ausente,Baixa,Resolvida
1371,515,33,2025-08-14,Documento ausente,Baixa,Aberta
1372,515,21,2025-12-04,Guia vencida,Baixa,Aberta
1373,515,13,2026-03-21,Cadastro desatualizado,Alta,Aberta
1374,515,9,2026-04-03,Divergência fiscal,Média,Resolvida
1375,515,12,2026-06-14,Documento ausente,Alta,Resolvida
1376,516,14,2025-09-23,Documento ausente,Alta,Aberta
1377,516,3,2025-10-13,Documento ausente,Baixa,Aberta
1378,516,5,2026-03-31,Guia vencida,Média,Resolvida
1379,517,16,2025-09-03,Guia vencida,Alta,Aberta
1380,517,18,2025-12-31,Documento ausente,Média,Resolvida
1381,517,24,2026-03-21,Cadastro desatualizado,Média,Resolvida
1382,518,29,2026-01-08,Divergência fiscal,Baixa,Aberta
1383,518,4,2026-01-23,Cadastro desatualizado,Média,Aberta
1384,518,22,2026-05-02,Guia vencida,Alta,Resolvida
1385,518,13,2026-06-07,Documento ausente,Média,Resolvida
1386,519,19,2025-08-22,Divergência fiscal,Alta,Aberta
1387,520,16,2026-03-03,Documento ausente,Média,Aberta
1388,520,15,2026-05-03,Guia vencida,Média,Aberta
1389,521,29,2025-09-05,Divergência fiscal,Baixa,Resolvida
1390,521,20,2026-04-07,Documento ausente,Média,Resolvida
1391,521,22,2026-05-30,Documento ausente,Baixa,Aberta
1392,522,27,2025-08-17,Cadastro desatualizado,Média,Resolvida
1393,522,23,2026-06-11,Divergência fiscal,Média,Aberta
1394,523,29,2026-02-26,Guia vencida,Alta,Resolvida
1395,523,28,2026-05-04,Cadastro desatualizado,Baixa,Aberta
1396,524,35,2025-07-12,Documento ausente,Alta,Aberta
1397,524,22,2025-08-24,Guia vencida,Alta,Resolvida
1398,524,27,2025-11-10,Cadastro desatualizado,Alta,Resolvida
1399,524,22,2026-01-06,Divergência fiscal,Média,Aberta
1400,525,28,2025-09-24,Guia vencida,Média,Aberta
1401,525,13,2026-03-06,Guia vencida,Alta,Aberta
1402,525,20,2026-05-08,Guia vencida,Alta,Aberta
1403,525,14,2026-06-08,Divergência fiscal,Média,Resolvida
1404,526,28,2025-07-30,Documento ausente,Baixa,Aberta
1405,526,20,2025-08-28,Cadastro desatualizado,Média,Resolvida
1406,526,24,2026-01-04,Documento ausente,Baixa,Aberta
1407,526,1,2026-04-20,Divergência fiscal,Média,Resolvida
1408,527,25,2025-12-05,Guia vencida,Baixa,Resolvida
1409,527,29,2026-03-28,Divergência fiscal,Média,Aberta
1410,527,15,2026-06-12,Cadastro desatualizado,Média,Aberta
1411,528,31,2025-09-08,Documento ausente,Média,Aberta
1412,528,9,2025-09-25,Documento ausente,Alta,Aberta
1413,529,9,2026-01-23,Guia vencida,Alta,Aberta
1414,529,13,2026-04-23,Guia vencida,Baixa,Aberta
1415,531,31,2025-07-04,Divergência fiscal,Média,Resolvida
1416,531,5,2025-10-03,Cadastro desatualizado,Baixa,Aberta
1417,531,23,2025-12-09,Guia vencida,Baixa,Resolvida
1418,531,14,2026-02-02,Guia vencida,Baixa,Resolvida
1419,531,28,2026-04-11,Cadastro desatualizado,Baixa,Resolvida
1420,531,17,2026-06-10,Documento ausente,Alta,Aberta
1421,532,11,2025-08-10,Cadastro desatualizado,Baixa,Aberta
1422,532,11,2025-09-24,Cadastro desatualizado,Alta,Aberta
1423,532,30,2026-03-30,Guia vencida,Alta,Resolvida
1424,532,17,2026-04-29,Divergência fiscal,Média,Resolvida
1425,533,18,2025-06-24,Guia vencida,Média,Resolvida
1426,533,35,2025-09-18,Guia vencida,Média,Resolvida
1427,533,11,2025-09-27,Divergência fiscal,Alta,Aberta
1428,533,20,2026-01-07,Guia vencida,Baixa,Aberta
1429,533,35,2026-03-06,Divergência fiscal,Alta,Aberta
1430,533,25,2026-05-09,Divergência fiscal,Baixa,Resolvida
1431,534,30,2026-05-04,Divergência fiscal,Alta,Aberta
1432,535,27,2025-10-26,Documento ausente,Baixa,Resolvida
1433,535,7,2026-02-01,Documento ausente,Baixa,Resolvida
1434,536,19,2026-05-01,Cadastro desatualizado,Alta,Resolvida
1435,537,7,2025-09-09,Cadastro desatualizado,Baixa,Aberta
1436,537,13,2025-10-08,Documento ausente,Alta,Resolvida
1437,537,19,2025-11-25,Divergência fiscal,Média,Resolvida
1438,537,7,2026-01-16,Divergência fiscal,Alta,Resolvida
1439,537,2,2026-05-08,Documento ausente,Alta,Resolvida
1440,538,17,2025-07-15,Divergência fiscal,Alta,Aberta
1441,538,35,2025-10-27,Guia vencida,Alta,Aberta
1442,538,32,2025-12-28,Guia vencida,Baixa,Aberta
1443,538,14,2026-04-19,Documento ausente,Alta,Aberta
1444,538,21,2026-05-12,Divergência fiscal,Média,Aberta
1445,539,27,2025-10-12,Divergência fiscal,Baixa,Aberta
1446,539,25,2026-03-01,Guia vencida,Média,Aberta
1447,540,30,2025-07-30,Divergência fiscal,Média,Aberta
1448,540,9,2025-09-03,Guia vencida,Média,Resolvida
1449,540,28,2026-03-28,Cadastro desatualizado,Baixa,Resolvida
1450,541,7,2025-07-03,Divergência fiscal,Média,Aberta
1451,541,2,2025-08-19,Documento ausente,Alta,Resolvida
1452,541,35,2025-11-03,Cadastro desatualizado,Média,Resolvida
1453,541,7,2025-12-07,Divergência fiscal,Alta,Resolvida
1454,541,12,2026-01-03,Documento ausente,Média,Resolvida
1455,541,14,2026-02-06,Documento ausente,Baixa,Resolvida
1456,541,21,2026-04-08,Guia vencida,Média,Aberta
1457,541,25,2026-06-08,Guia vencida,Média,Aberta
1458,542,27,2026-06-02,Divergência fiscal,Média,Resolvida
1459,543,24,2025-07-03,Divergência fiscal,Média,Aberta
1460,543,9,2025-09-06,Cadastro desatualizado,Alta,Resolvida
1461,543,21,2026-05-05,Cadastro desatualizado,Alta,Aberta
1462,544,8,2025-10-14,Cadastro desatualizado,Média,Resolvida
1463,544,3,2025-11-07,Cadastro desatualizado,Baixa,Resolvida
1464,544,19,2025-12-30,Documento ausente,Alta,Resolvida
1465,544,11,2026-03-15,Documento ausente,Média,Aberta
1466,544,25,2026-05-28,Divergência fiscal,Baixa,Aberta
1467,545,26,2025-09-28,Divergência fiscal,Média,Resolvida
1468,546,6,2025-08-31,Divergência fiscal,Média,Resolvida
1469,546,27,2026-03-13,Cadastro desatualizado,Baixa,Resolvida
1470,546,22,2026-04-13,Cadastro desatualizado,Alta,Aberta
1471,547,30,2025-11-10,Guia vencida,Alta,Aberta
1472,547,10,2026-01-17,Divergência fiscal,Alta,Resolvida
1473,548,22,2026-03-28,Cadastro desatualizado,Alta,Aberta
1474,549,29,2025-08-11,Divergência fiscal,Alta,Resolvida
1475,549,33,2025-12-11,Documento ausente,Alta,Aberta
1476,549,25,2026-06-06,Divergência fiscal,Baixa,Resolvida
1477,550,35,2025-09-05,Guia vencida,Baixa,Resolvida
1478,550,21,2025-10-13,Divergência fiscal,Média,Aberta
1479,550,12,2026-03-16,Divergência fiscal,Alta,Resolvida
1480,550,24,2026-06-05,Documento ausente,Média,Aberta
1481,552,22,2025-11-05,Divergência fiscal,Baixa,Aberta
1482,552,16,2026-01-27,Guia vencida,Média,Resolvida
1483,552,3,2026-05-03,Documento ausente,Média,Aberta
1484,553,19,2025-09-06,Divergência fiscal,Alta,Resolvida
1485,553,27,2025-12-05,Guia vencida,Baixa,Aberta
1486,553,11,2026-02-10,Guia vencida,Baixa,Resolvida
1487,553,1,2026-04-08,Documento ausente,Média,Resolvida
1488,553,3,2026-05-06,Divergência fiscal,Média,Resolvida
1489,554,10,2025-07-24,Cadastro desatualizado,Baixa,Aberta
1490,554,8,2025-11-17,Divergência fiscal,Alta,Resolvida
1491,555,16,2025-07-10,Divergência fiscal,Baixa,Aberta
1492,555,35,2025-12-09,Cadastro desatualizado,Baixa,Aberta
1493,555,9,2026-01-01,Guia vencida,Média,Aberta
1494,555,1,2026-05-05,Documento ausente,Baixa,Resolvida
1495,556,19,2025-06-30,Divergência fiscal,Alta,Resolvida
1496,556,29,2025-08-23,Cadastro desatualizado,Baixa,Resolvida
1497,556,12,2026-03-08,Divergência fiscal,Média,Resolvida
1498,556,4,2026-03-24,Documento ausente,Média,Resolvida
1499,556,28,2026-06-12,Divergência fiscal,Baixa,Aberta
1500,557,33,2026-02-05,Documento ausente,Baixa,Resolvida
1501,557,6,2026-03-09,Divergência fiscal,Média,Aberta
1502,558,8,2025-08-17,Cadastro desatualizado,Baixa,Aberta
1503,558,9,2025-09-15,Guia vencida,Baixa,Resolvida
1504,558,22,2026-06-08,Documento ausente,Baixa,Resolvida
1505,559,31,2025-07-14,Guia vencida,Alta,Aberta
1506,559,9,2025-08-10,Documento ausente,Média,Aberta
1507,559,17,2025-11-28,Cadastro desatualizado,Baixa,Resolvida
1508,559,32,2026-03-30,Cadastro desatualizado,Alta,Aberta
1509,559,34,2026-04-24,Divergência fiscal,Alta,Resolvida
1510,559,16,2026-05-26,Guia vencida,Alta,Resolvida
1511,561,7,2025-10-02,Cadastro desatualizado,Média,Aberta
1512,561,20,2025-12-10,Cadastro desatualizado,Alta,Resolvida
1513,561,8,2026-05-01,Cadastro desatualizado,Baixa,Resolvida
1514,562,18,2025-08-09,Cadastro desatualizado,Baixa,Aberta
1515,562,6,2026-02-02,Divergência fiscal,Baixa,Resolvida
1516,562,27,2026-03-07,Divergência fiscal,Alta,Resolvida
1517,562,29,2026-05-09,Cadastro desatualizado,Alta,Aberta
1518,563,2,2025-07-23,Guia vencida,Média,Aberta
1519,563,23,2025-10-02,Divergência fiscal,Média,Resolvida
1520,563,19,2025-12-31,Guia vencida,Alta,Aberta
1521,563,8,2026-03-07,Guia vencida,Baixa,Aberta
1522,563,31,2026-03-25,Divergência fiscal,Média,Aberta
1523,563,23,2026-04-30,Divergência fiscal,Média,Aberta
1524,565,26,2025-09-18,Guia vencida,Baixa,Aberta
1525,565,1,2025-11-15,Cadastro desatualizado,Alta,Aberta
1526,565,9,2025-11-28,Documento ausente,Alta,Resolvida
1527,566,15,2025-12-07,Divergência fiscal,Baixa,Aberta
1528,566,16,2026-01-27,Documento ausente,Média,Aberta
1529,566,15,2026-03-04,Documento ausente,Alta,Aberta
1530,567,8,2025-08-01,Divergência fiscal,Média,Resolvida
1531,567,2,2025-09-11,Cadastro desatualizado,Baixa,Aberta
1532,567,27,2025-09-28,Documento ausente,Baixa,Aberta
1533,567,19,2025-12-08,Guia vencida,Baixa,Aberta
1534,567,25,2026-04-22,Cadastro desatualizado,Alta,Aberta
1535,568,2,2025-07-10,Documento ausente,Média,Aberta
1536,568,26,2025-08-22,Guia vencida,Baixa,Resolvida
1537,568,23,2026-01-21,Documento ausente,Alta,Resolvida
1538,568,11,2026-06-07,Documento ausente,Baixa,Aberta
1539,569,28,2025-09-05,Documento ausente,Média,Resolvida
1540,569,10,2025-12-10,Guia vencida,Baixa,Resolvida
1541,569,34,2026-04-21,Guia vencida,Média,Resolvida
1542,570,18,2025-09-06,Guia vencida,Alta,Aberta
1543,570,16,2025-10-27,Documento ausente,Alta,Aberta
1544,570,4,2026-03-05,Documento ausente,Alta,Aberta
1545,570,29,2026-05-06,Guia vencida,Baixa,Resolvida
1546,571,11,2025-09-06,Divergência fiscal,Alta,Aberta
1547,571,31,2025-09-29,Guia vencida,Baixa,Resolvida
1548,571,35,2025-11-25,Divergência fiscal,Baixa,Resolvida
1549,571,26,2025-12-23,Cadastro desatualizado,Baixa,Resolvida
1550,571,27,2026-04-02,Guia vencida,Alta,Resolvida
1551,572,27,2025-10-26,Divergência fiscal,Alta,Aberta
1552,572,13,2025-12-30,Guia vencida,Alta,Aberta
1553,572,17,2026-03-21,Guia vencida,Média,Resolvida
1554,574,31,2025-08-06,Cadastro desatualizado,Média,Aberta
1555,574,27,2025-10-08,Documento ausente,Alta,Aberta
1556,574,4,2026-02-03,Documento ausente,Alta,Aberta
1557,574,24,2026-03-08,Cadastro desatualizado,Alta,Aberta
1558,574,27,2026-05-18,Divergência fiscal,Baixa,Resolvida
1559,575,2,2025-07-03,Cadastro desatualizado,Baixa,Resolvida
1560,576,30,2025-10-13,Cadastro desatualizado,Média,Resolvida
1561,576,11,2026-01-05,Documento ausente,Média,Resolvida
1562,577,11,2025-07-09,Cadastro desatualizado,Baixa,Aberta
1563,577,7,2025-10-26,Divergência fiscal,Média,Resolvida
1564,577,25,2026-03-19,Cadastro desatualizado,Baixa,Aberta
1565,577,12,2026-05-25,Documento ausente,Baixa,Resolvida
1566,578,31,2025-07-07,Documento ausente,Média,Aberta
1567,578,20,2025-09-02,Cadastro desatualizado,Alta,Resolvida
1568,578,34,2025-10-28,Divergência fiscal,Baixa,Aberta
1569,578,2,2025-12-08,Divergência fiscal,Alta,Resolvida
1570,578,19,2026-05-26,Divergência fiscal,Média,Resolvida
1571,579,17,2026-02-15,Documento ausente,Alta,Resolvida
1572,580,23,2026-03-06,Cadastro desatualizado,Baixa,Resolvida
1573,581,33,2026-03-16,Cadastro desatualizado,Alta,Aberta
1574,582,16,2025-12-11,Divergência fiscal,Baixa,Resolvida
1575,582,11,2026-02-11,Divergência fiscal,Média,Aberta
1576,582,28,2026-04-01,Guia vencida,Alta,Aberta
1577,582,20,2026-05-02,Guia vencida,Alta,Resolvida
1578,583,31,2025-08-07,Cadastro desatualizado,Média,Resolvida
1579,583,15,2025-08-26,Guia vencida,Média,Resolvida
1580,583,28,2026-04-14,Divergência fiscal,Alta,Aberta
1581,583,33,2026-06-09,Divergência fiscal,Alta,Aberta
1582,584,35,2025-11-10,Divergência fiscal,Alta,Aberta
1583,584,15,2025-11-28,Documento ausente,Baixa,Aberta
1584,584,32,2026-01-04,Guia vencida,Média,Resolvida
1585,585,8,2025-07-12,Guia vencida,Baixa,Resolvida
1586,585,25,2025-11-21,Documento ausente,Média,Resolvida
1587,586,26,2025-07-28,Documento ausente,Baixa,Aberta
1588,586,24,2025-11-01,Divergência fiscal,Baixa,Resolvida
1589,586,35,2025-12-11,Divergência fiscal,Baixa,Aberta
1590,586,5,2026-03-29,Documento ausente,Média,Resolvida
1591,586,33,2026-04-23,Guia vencida,Alta,Aberta
1592,587,24,2025-07-11,Guia vencida,Baixa,Aberta
1593,587,18,2025-09-19,Documento ausente,Baixa,Resolvida
1594,587,16,2026-03-31,Guia vencida,Média,Resolvida
1595,587,20,2026-05-30,Cadastro desatualizado,Baixa,Aberta
1596,588,16,2025-07-13,Guia vencida,Baixa,Resolvida
1597,588,8,2025-08-08,Divergência fiscal,Baixa,Resolvida
1598,588,11,2025-11-16,Divergência fiscal,Média,Aberta
1599,589,22,2025-08-04,Cadastro desatualizado,Alta,Resolvida
1600,589,23,2025-09-02,Documento ausente,Alta,Aberta
1601,589,32,2025-10-03,Guia vencida,Alta,Resolvida
1602,589,8,2025-11-15,Guia vencida,Média,Aberta
1603,590,23,2025-08-19,Guia vencida,Média,Resolvida
1604,590,15,2025-09-12,Documento ausente,Alta,Resolvida
1605,590,20,2025-10-29,Documento ausente,Média,Aberta
1606,590,2,2026-01-03,Documento ausente,Alta,Resolvida
1607,590,17,2026-02-01,Divergência fiscal,Média,Aberta
1608,590,8,2026-03-13,Divergência fiscal,Baixa,Aberta
1609,590,24,2026-05-31,Cadastro desatualizado,Baixa,Resolvida
1610,591,21,2025-08-10,Cadastro desatualizado,Média,Aberta
1611,591,7,2025-09-02,Documento ausente,Média,Aberta
1612,591,6,2025-12-02,Documento ausente,Baixa,Aberta
1613,591,23,2026-04-03,Documento ausente,Alta,Aberta
1614,592,20,2025-09-02,Documento ausente,Baixa,Resolvida
1615,593,29,2026-01-21,Documento ausente,Baixa,Aberta
1616,593,15,2026-04-05,Documento ausente,Média,Aberta
1617,594,7,2025-07-06,Guia vencida,Alta,Aberta
1618,594,34,2025-08-21,Documento ausente,Baixa,Resolvida
1619,595,22,2025-07-12,Divergência fiscal,Alta,Resolvida
1620,595,11,2025-08-03,Documento ausente,Alta,Aberta
1621,595,1,2025-12-05,Documento ausente,Alta,Resolvida
1622,595,30,2026-01-11,Cadastro desatualizado,Baixa,Aberta
1623,595,17,2026-04-19,Divergência fiscal,Média,Resolvida
1624,596,5,2025-09-11,Documento ausente,Baixa,Resolvida
1625,596,6,2025-10-29,Documento ausente,Média,Resolvida
1626,596,24,2026-01-07,Divergência fiscal,Alta,Resolvida
1627,596,13,2026-02-23,Guia vencida,Alta,Aberta
1628,597,27,2025-07-06,Divergência fiscal,Baixa,Aberta
1629,598,13,2025-09-04,Cadastro desatualizado,Alta,Resolvida
1630,598,3,2025-12-26,Documento ausente,Média,Resolvida
1631,599,6,2025-12-18,Documento ausente,Média,Resolvida
1632,599,34,2026-04-06,Divergência fiscal,Baixa,Aberta
1633,599,20,2026-04-26,Guia vencida,Média,Resolvida
1634,600,27,2025-10-07,Cadastro desatualizado,Alta,Aberta
1635,600,21,2026-02-06,Guia vencida,Média,Resolvida
