inspecao_id,pessoa_id,data_inspecao,area,condicao_insegura,criticidade
IS08912,P00060,2024-10-07,Produção,0,Alta
IS08913,P00721,2025-09-09,Logística,1,Baixa
IS08914,P00473,2025-09-17,Laboratório,1,Média
IS08915,P01380,2026-03-05,Logística,1,Baixa
IS08916,P00922,2026-05-14,Produção,1,Baixa
IS08917,P00819,2025-10-10,Laboratório,0,Baixa
IS08918,P00537,2026-01-25,Produção,0,Média
IS08919,P00917,2025-08-13,Manutenção,1,Alta
IS08920,P01327,2024-02-13,Laboratório,1,Alta
IS08921,P01293,2025-07-03,Manutenção,1,Alta
IS08922,P01136,2025-06-24,Produção,0,Alta
IS08923,P01229,2026-05-30,Laboratório,0,Média
IS08924,P01476,2025-01-31,Laboratório,0,Baixa
IS08925,P01196,2026-06-03,Produção,0,Alta
IS08926,P00891,2025-02-27,Laboratório,1,Média
IS08927,P01472,2024-09-05,Produção,0,Baixa
IS08928,P01396,2025-08-27,Logística,0,Baixa
IS08929,P00798,2025-10-27,Manutenção,1,Média
IS08930,P00218,2025-01-30,Logística,0,Baixa
IS08931,P00958,2025-05-02,Manutenção,1,Baixa
IS08932,P00510,2025-10-07,Logística,0,Média
IS08933,P01077,2024-11-28,Laboratório,0,Média
IS08934,P00039,2026-02-19,Logística,0,Alta
IS08935,P01308,2025-01-22,Logística,1,Alta
IS08936,P00280,2025-12-31,Laboratório,0,Alta
IS08937,P00905,2024-09-17,Produção,0,Baixa
IS08938,P01063,2026-06-28,Manutenção,0,Baixa
IS08939,P01245,2025-11-20,Manutenção,0,Média
IS08940,P00894,2024-05-23,Manutenção,0,Média
IS08941,P01318,2024-03-24,Produção,1,Alta
IS08942,P00195,2024-08-16,Laboratório,0,Média
IS08943,P00777,2026-07-02,Produção,0,Alta
IS08944,P00888,2024-02-05,Laboratório,0,Baixa
IS08945,P01210,2026-05-05,Laboratório,0,Média
IS08946,P00634,2025-08-16,Manutenção,0,Alta
IS08947,P01333,2025-10-26,Produção,0,Alta
IS08948,P00834,2024-02-17,Laboratório,0,Alta
IS08949,P01073,2025-06-20,Laboratório,1,Baixa
IS08950,P00143,2025-04-29,Logística,1,Média
IS08951,P00838,2026-07-17,Manutenção,0,Alta
IS08952,P00046,2024-03-14,Logística,0,Baixa
IS08953,P01242,2026-06-18,Logística,0,Alta
IS08954,P00547,2024-06-24,Logística,1,Alta
IS08955,P01360,2025-06-04,Produção,0,Alta
IS08956,P00062,2024-01-16,Logística,0,Média
IS08957,P01047,2025-08-10,Manutenção,0,Alta
IS08958,P01039,2024-03-17,Logística,1,Média
IS08959,P00457,2025-08-08,Manutenção,0,Média
IS08960,P01244,2024-09-05,Manutenção,1,Média
IS08961,P00086,2024-01-06,Laboratório,0,Média
IS08962,P01285,2026-07-19,Produção,1,Média
IS08963,P00799,2024-05-27,Laboratório,0,Média
IS08964,P00107,2024-05-01,Logística,0,Baixa
IS08965,P01005,2026-02-09,Produção,0,Média
IS08966,P00531,2025-08-15,Laboratório,0,Alta
IS08967,P00458,2025-07-13,Laboratório,1,Alta
IS08968,P00736,2025-11-12,Logística,0,Média
IS08969,P01007,2025-08-10,Produção,0,Média
IS08970,P00062,2025-09-19,Logística,0,Média
IS08971,P00479,2025-09-03,Laboratório,1,Alta
IS08972,P00458,2026-07-07,Manutenção,0,Média
IS08973,P00556,2024-10-11,Logística,0,Alta
IS08974,P00062,2026-06-15,Logística,0,Alta
IS08975,P00442,2026-06-28,Manutenção,0,Baixa
IS08976,P00581,2025-02-22,Logística,1,Baixa
IS08977,P00014,2024-11-17,Produção,0,Alta
IS08978,P01340,2026-07-19,Logística,1,Média
IS08979,P01289,2025-12-10,Produção,0,Média
IS08980,P00948,2025-05-15,Logística,0,Alta
IS08981,P00691,2025-03-20,Logística,0,Média
IS08982,P00481,2026-05-16,Laboratório,0,Média
IS08983,P00509,2025-10-19,Laboratório,0,Baixa
IS08984,P00644,2024-05-27,Logística,0,Baixa
IS08985,P01459,2024-07-11,Logística,0,Alta
IS08986,P00493,2026-07-10,Manutenção,0,Baixa
IS08987,P01037,2024-06-03,Produção,1,Baixa
IS08988,P01113,2026-04-14,Laboratório,0,Alta
IS08989,P00078,2024-09-09,Logística,0,Média
IS08990,P01191,2025-08-06,Manutenção,1,Baixa
IS08991,P01057,2025-07-30,Manutenção,0,Baixa
IS08992,P00877,2025-12-06,Laboratório,1,Alta
IS08993,P00666,2024-04-30,Logística,0,Alta
IS08994,P00736,2025-01-13,Laboratório,0,Baixa
IS08995,P01285,2025-12-28,Logística,0,Média
IS08996,P00265,2026-03-14,Manutenção,0,Média
IS08997,P01332,2024-02-20,Manutenção,0,Baixa
IS08998,P00035,2024-07-04,Logística,0,Baixa
IS08999,P00371,2025-03-08,Produção,1,Baixa
IS09000,P01047,2024-08-26,Laboratório,0,Alta
IS09001,P00218,2024-06-24,Manutenção,0,Média
IS09002,P00126,2026-04-13,Manutenção,0,Alta
IS09003,P00272,2024-04-28,Manutenção,0,Alta
IS09004,P00495,2026-02-11,Manutenção,0,Alta
IS09005,P01324,2026-01-24,Manutenção,0,Média
IS09006,P01332,2024-12-09,Laboratório,0,Alta
IS09007,P00488,2026-01-03,Manutenção,0,Baixa
IS09008,P00509,2025-07-28,Logística,0,Baixa
IS09009,P00450,2024-12-22,Manutenção,0,Baixa
IS09010,P01017,2025-04-01,Produção,0,Média
IS09011,P01338,2025-03-15,Produção,0,Baixa
IS09012,P00554,2026-06-20,Logística,0,Alta
IS09013,P01304,2024-10-22,Manutenção,1,Baixa
IS09014,P00872,2024-10-17,Manutenção,0,Alta
IS09015,P01278,2026-06-02,Manutenção,0,Média
IS09016,P00096,2024-02-15,Produção,0,Baixa
IS09017,P01113,2025-11-07,Produção,0,Média
IS09018,P01342,2025-12-24,Produção,1,Média
IS09019,P01359,2026-01-09,Manutenção,0,Média
IS09020,P01485,2024-01-03,Logística,0,Baixa
IS09021,P00077,2026-05-12,Produção,0,Baixa
IS09022,P00366,2024-06-08,Logística,0,Alta
IS09023,P00171,2026-03-30,Produção,0,Baixa
IS09024,P01216,2024-05-15,Manutenção,0,Baixa
IS09025,P00097,2026-05-25,Produção,0,Média
IS09026,P01149,2025-09-04,Manutenção,1,Média
IS09027,P01260,2026-05-25,Logística,1,Média
IS09028,P00989,2025-10-19,Manutenção,1,Alta
IS09029,P01047,2024-08-28,Manutenção,0,Média
IS09030,P01385,2024-11-03,Manutenção,0,Alta
IS09031,P01033,2024-04-23,Produção,0,Baixa
IS09032,P00386,2024-12-12,Manutenção,0,Alta
IS09033,P00743,2024-08-27,Produção,1,Baixa
IS09034,P00777,2025-07-13,Manutenção,0,Alta
IS09035,P00800,2025-12-04,Manutenção,0,Alta
IS09036,P00012,2025-12-14,Laboratório,0,Baixa
IS09037,P00067,2025-12-02,Laboratório,0,Alta
IS09038,P00318,2024-03-06,Produção,0,Média
IS09039,P01132,2025-05-23,Logística,0,Alta
IS09040,P00948,2024-12-10,Produção,0,Média
IS09041,P01224,2025-09-17,Logística,0,Baixa
IS09042,P01153,2024-06-16,Produção,1,Média
IS09043,P01401,2024-03-26,Manutenção,0,Alta
IS09044,P00067,2026-04-21,Laboratório,0,Alta
IS09045,P00649,2025-05-16,Logística,1,Alta
IS09046,P00680,2025-06-03,Manutenção,1,Baixa
IS09047,P01039,2025-05-14,Produção,0,Alta
IS09048,P00237,2024-02-19,Produção,0,Baixa
IS09049,P00773,2025-09-20,Produção,0,Baixa
IS09050,P00249,2026-05-12,Laboratório,0,Alta
IS09051,P00614,2026-04-24,Laboratório,0,Baixa
IS09052,P01273,2025-04-13,Logística,1,Alta
IS09053,P01419,2024-01-01,Produção,0,Baixa
IS09054,P00049,2026-03-29,Logística,0,Média
IS09055,P01076,2025-12-08,Produção,0,Média
IS09056,P01276,2026-06-29,Produção,1,Alta
IS09057,P00515,2025-03-29,Laboratório,0,Baixa
IS09058,P01183,2025-04-26,Manutenção,1,Alta
IS09059,P00740,2024-08-02,Manutenção,0,Alta
IS09060,P01448,2025-12-08,Laboratório,1,Baixa
IS09061,P00971,2025-12-20,Laboratório,0,Baixa
IS09062,P01091,2024-09-26,Laboratório,0,Baixa
IS09063,P01085,2025-10-07,Logística,0,Média
IS09064,P00167,2024-03-05,Logística,0,Média
IS09065,P01406,2024-09-23,Produção,0,Baixa
IS09066,P00665,2026-06-12,Laboratório,0,Baixa
IS09067,P01084,2025-10-01,Produção,0,Média
IS09068,P00311,2026-06-05,Manutenção,1,Média
IS09069,P00725,2025-01-25,Produção,0,Alta
IS09070,P00545,2025-02-09,Logística,1,Baixa
IS09071,P01145,2024-12-03,Manutenção,0,Alta
IS09072,P00159,2024-06-05,Produção,0,Alta
IS09073,P00532,2025-10-09,Logística,0,Média
IS09074,P00400,2026-04-20,Logística,0,Média
IS09075,P01072,2025-05-24,Laboratório,0,Média
IS09076,P01381,2024-02-11,Produção,1,Média
IS09077,P00360,2024-05-31,Logística,0,Baixa
IS09078,P01481,2026-01-12,Laboratório,0,Alta
IS09079,P00909,2024-06-03,Manutenção,0,Alta
IS09080,P01279,2024-06-02,Manutenção,1,Alta
IS09081,P00381,2024-05-24,Produção,0,Alta
IS09082,P01143,2024-05-11,Laboratório,1,Média
IS09083,P00239,2025-10-27,Logística,1,Baixa
IS09084,P01127,2025-12-29,Logística,0,Baixa
IS09085,P00328,2024-07-23,Manutenção,0,Baixa
IS09086,P01162,2025-04-30,Produção,0,Média
IS09087,P00600,2024-03-24,Laboratório,1,Baixa
IS09088,P01114,2024-10-04,Laboratório,0,Baixa
IS09089,P00252,2025-07-09,Manutenção,0,Média
IS09090,P00548,2025-06-20,Manutenção,0,Média
IS09091,P00413,2024-04-11,Laboratório,0,Baixa
IS09092,P00503,2024-11-16,Laboratório,0,Média
IS09093,P01472,2024-09-20,Logística,1,Alta
IS09094,P00042,2025-08-25,Manutenção,0,Alta
IS09095,P01302,2025-09-29,Produção,0,Alta
IS09096,P00654,2025-05-01,Logística,0,Média
IS09097,P00479,2025-07-05,Manutenção,0,Alta
IS09098,P01317,2025-08-10,Manutenção,0,Média
IS09099,P00790,2024-09-22,Manutenção,0,Alta
IS09100,P00350,2025-05-16,Logística,0,Baixa
IS09101,P00108,2025-09-17,Logística,0,Média
IS09102,P00764,2024-11-23,Produção,1,Média
IS09103,P00789,2025-10-10,Manutenção,0,Média
IS09104,P00561,2025-02-17,Manutenção,0,Média
IS09105,P00642,2025-09-12,Laboratório,0,Baixa
IS09106,P01271,2025-06-08,Produção,0,Alta
IS09107,P00376,2025-07-16,Logística,1,Baixa
IS09108,P01373,2025-08-07,Logística,0,Média
IS09109,P01292,2025-09-30,Logística,0,Alta
IS09110,P01123,2025-07-28,Laboratório,0,Média
IS09111,P01105,2024-07-10,Laboratório,0,Média
IS09112,P01423,2025-04-19,Produção,1,Alta
IS09113,P01438,2024-11-06,Manutenção,0,Alta
IS09114,P00721,2024-05-24,Logística,0,Média
IS09115,P00839,2026-03-23,Logística,0,Baixa
IS09116,P00910,2024-07-14,Produção,0,Baixa
IS09117,P01108,2026-03-10,Produção,0,Média
IS09118,P00419,2025-05-02,Logística,0,Baixa
IS09119,P00830,2025-12-15,Logística,0,Baixa
IS09120,P01397,2025-03-30,Laboratório,1,Média
IS09121,P00069,2024-06-11,Manutenção,0,Média
IS09122,P01274,2026-03-06,Manutenção,0,Alta
IS09123,P00781,2024-05-15,Produção,0,Alta
IS09124,P00244,2025-02-09,Produção,1,Média
IS09125,P01022,2024-03-31,Produção,0,Média
IS09126,P00400,2025-07-03,Laboratório,0,Baixa
IS09127,P00808,2026-01-20,Produção,0,Baixa
IS09128,P00513,2024-11-01,Produção,1,Média
IS09129,P00264,2025-01-22,Logística,0,Baixa
IS09130,P01483,2024-08-19,Laboratório,1,Média
IS09131,P00396,2025-07-21,Laboratório,0,Baixa
IS09132,P01008,2026-01-11,Laboratório,0,Baixa
IS09133,P00390,2025-11-15,Laboratório,1,Baixa
IS09134,P01149,2025-03-21,Manutenção,0,Baixa
IS09135,P00841,2024-10-22,Laboratório,0,Média
IS09136,P01234,2024-08-06,Logística,0,Média
IS09137,P01101,2024-02-28,Manutenção,0,Média
IS09138,P00121,2025-04-24,Laboratório,0,Média
IS09139,P00556,2026-06-11,Logística,0,Média
IS09140,P00149,2025-10-12,Produção,1,Alta
IS09141,P00638,2026-04-23,Manutenção,0,Alta
IS09142,P00757,2026-07-13,Produção,0,Média
IS09143,P00040,2024-08-27,Logística,1,Alta
IS09144,P01321,2026-07-22,Produção,0,Média
IS09145,P00700,2026-05-11,Produção,0,Baixa
IS09146,P00811,2025-07-30,Logística,0,Média
IS09147,P00139,2025-10-05,Laboratório,1,Baixa
IS09148,P00207,2025-10-25,Manutenção,1,Média
IS09149,P00972,2025-05-18,Logística,1,Média
IS09150,P01408,2025-03-10,Logística,0,Média
IS09151,P00039,2024-06-18,Laboratório,1,Alta
IS09152,P01353,2025-02-03,Produção,0,Média
IS09153,P00180,2025-08-25,Produção,0,Baixa
IS09154,P00337,2024-02-06,Laboratório,0,Baixa
IS09155,P00279,2024-01-31,Produção,0,Baixa
IS09156,P00227,2026-03-06,Laboratório,0,Baixa
IS09157,P01042,2025-04-26,Produção,0,Baixa
IS09158,P01015,2024-02-03,Manutenção,0,Alta
IS09159,P01358,2024-06-24,Laboratório,0,Média
IS09160,P01450,2024-09-27,Manutenção,1,Alta
IS09161,P01050,2024-10-03,Laboratório,1,Baixa
IS09162,P00096,2026-05-22,Laboratório,0,Alta
IS09163,P00374,2026-02-04,Laboratório,1,Baixa
IS09164,P00264,2024-04-16,Laboratório,0,Média
IS09165,P00048,2024-08-11,Manutenção,0,Baixa
IS09166,P00814,2025-11-01,Logística,0,Alta
IS09167,P00957,2024-01-23,Produção,1,Média
IS09168,P01133,2026-02-11,Produção,0,Média
IS09169,P00389,2025-11-21,Manutenção,0,Baixa
IS09170,P00845,2024-05-29,Produção,0,Alta
IS09171,P00232,2025-04-10,Logística,1,Média
IS09172,P00505,2024-07-08,Produção,1,Média
IS09173,P00260,2026-02-14,Laboratório,0,Alta
IS09174,P00114,2026-07-12,Laboratório,0,Alta
IS09175,P00243,2025-01-21,Produção,1,Alta
IS09176,P00599,2025-11-20,Laboratório,0,Média
IS09177,P00657,2025-11-11,Manutenção,0,Baixa
IS09178,P01313,2024-06-10,Manutenção,0,Média
IS09179,P00548,2024-04-09,Laboratório,0,Média
IS09180,P00258,2025-01-07,Laboratório,1,Alta
IS09181,P00312,2024-03-25,Logística,0,Baixa
IS09182,P00801,2026-06-09,Laboratório,0,Alta
IS09183,P00345,2025-07-01,Produção,0,Baixa
IS09184,P00662,2026-06-12,Produção,1,Alta
IS09185,P00721,2024-04-28,Produção,0,Média
IS09186,P00252,2026-06-29,Produção,0,Média
IS09187,P01307,2026-06-20,Manutenção,0,Baixa
IS09188,P01299,2024-07-17,Logística,0,Baixa
IS09189,P01283,2025-07-18,Laboratório,0,Baixa
IS09190,P00105,2025-10-22,Laboratório,0,Baixa
IS09191,P01050,2025-11-03,Laboratório,0,Média
IS09192,P00754,2025-10-29,Laboratório,0,Baixa
IS09193,P00782,2025-03-06,Produção,0,Alta
IS09194,P00466,2024-12-09,Produção,0,Baixa
IS09195,P00450,2025-06-27,Laboratório,0,Alta
IS09196,P00089,2026-02-23,Produção,1,Média
IS09197,P01136,2026-04-22,Manutenção,0,Média
IS09198,P00715,2025-12-05,Produção,0,Alta
IS09199,P00731,2024-11-17,Logística,0,Baixa
IS09200,P00785,2025-06-18,Produção,1,Alta
IS09201,P00883,2024-09-12,Produção,0,Média
IS09202,P00840,2026-06-13,Laboratório,1,Média
IS09203,P00945,2025-11-28,Logística,1,Alta
IS09204,P00752,2026-01-17,Produção,0,Média
IS09205,P01009,2024-03-18,Laboratório,1,Média
IS09206,P00227,2025-01-10,Manutenção,0,Alta
IS09207,P00950,2026-06-04,Produção,0,Baixa
IS09208,P00459,2025-01-05,Produção,1,Baixa
IS09209,P00671,2026-04-20,Logística,0,Alta
IS09210,P01044,2024-10-30,Manutenção,1,Alta
IS09211,P00292,2026-04-28,Produção,0,Baixa
IS09212,P01485,2025-11-25,Manutenção,0,Média
IS09213,P00268,2025-05-28,Manutenção,0,Baixa
IS09214,P00826,2026-01-05,Logística,0,Baixa
IS09215,P00480,2024-08-10,Laboratório,0,Baixa
IS09216,P00581,2024-12-29,Manutenção,0,Baixa
IS09217,P00083,2025-11-24,Laboratório,0,Alta
IS09218,P00799,2025-03-14,Produção,0,Média
IS09219,P00667,2024-01-01,Produção,0,Alta
IS09220,P01490,2026-05-25,Laboratório,0,Média
IS09221,P00878,2024-04-26,Manutenção,1,Alta
IS09222,P00782,2025-10-30,Produção,0,Média
IS09223,P00451,2024-07-12,Logística,0,Alta
IS09224,P00977,2024-07-07,Laboratório,0,Média
IS09225,P01262,2026-03-24,Produção,0,Média
IS09226,P00736,2024-11-13,Manutenção,1,Média
IS09227,P00685,2024-05-19,Logística,0,Baixa
IS09228,P00688,2024-06-10,Logística,0,Média
IS09229,P01436,2025-10-30,Produção,0,Baixa
IS09230,P00465,2026-04-26,Produção,0,Baixa
IS09231,P01174,2025-06-23,Logística,1,Alta
IS09232,P00020,2025-12-27,Laboratório,0,Alta
IS09233,P00567,2024-01-13,Logística,1,Média
IS09234,P01471,2024-01-19,Logística,0,Média
IS09235,P01205,2025-11-25,Laboratório,0,Baixa
IS09236,P01186,2026-01-06,Manutenção,0,Média
IS09237,P00511,2025-08-14,Produção,0,Alta
IS09238,P01148,2025-08-16,Logística,0,Média
IS09239,P00469,2024-09-20,Logística,1,Média
IS09240,P01368,2025-09-03,Logística,0,Baixa
IS09241,P00161,2025-05-13,Laboratório,1,Média
IS09242,P01253,2024-12-05,Laboratório,1,Alta
IS09243,P01441,2025-02-02,Manutenção,0,Baixa
IS09244,P00910,2026-02-22,Logística,0,Alta
IS09245,P00699,2024-09-12,Produção,0,Média
IS09246,P01045,2025-05-17,Produção,0,Alta
IS09247,P00421,2025-12-25,Logística,0,Média
IS09248,P00908,2026-02-22,Laboratório,0,Alta
IS09249,P01280,2024-08-15,Produção,1,Média
IS09250,P00773,2025-03-08,Laboratório,0,Média
IS09251,P00388,2026-07-27,Manutenção,0,Alta
IS09252,P01480,2026-05-11,Logística,0,Alta
IS09253,P00756,2025-04-21,Laboratório,1,Alta
IS09254,P00881,2025-04-03,Produção,0,Baixa
IS09255,P00396,2026-01-23,Laboratório,0,Baixa
IS09256,P01235,2025-06-29,Logística,0,Baixa
IS09257,P00491,2025-03-25,Laboratório,0,Alta
IS09258,P00080,2024-06-01,Produção,0,Baixa
IS09259,P01369,2026-06-06,Manutenção,0,Média
IS09260,P00693,2024-03-16,Laboratório,0,Baixa
IS09261,P01494,2025-02-21,Produção,0,Média
IS09262,P01405,2024-10-31,Produção,1,Alta
IS09263,P00543,2025-02-18,Produção,0,Alta
IS09264,P01012,2024-04-25,Manutenção,0,Baixa
IS09265,P01076,2025-07-23,Produção,0,Alta
IS09266,P01337,2025-09-07,Logística,1,Média
IS09267,P00441,2024-05-04,Manutenção,0,Alta
IS09268,P00398,2025-08-28,Produção,0,Média
IS09269,P00517,2024-02-21,Manutenção,1,Média
IS09270,P00206,2025-03-27,Produção,1,Média
IS09271,P01108,2025-12-28,Logística,0,Alta
IS09272,P00447,2025-09-05,Manutenção,1,Baixa
IS09273,P01179,2025-03-05,Manutenção,0,Média
IS09274,P00131,2024-03-07,Manutenção,1,Média
IS09275,P00058,2025-02-01,Produção,0,Alta
IS09276,P00950,2026-03-11,Produção,0,Baixa
IS09277,P01271,2025-06-14,Manutenção,0,Baixa
IS09278,P01194,2024-12-01,Manutenção,0,Baixa
IS09279,P00418,2025-05-06,Manutenção,1,Média
IS09280,P01059,2024-09-07,Produção,0,Baixa
IS09281,P00153,2026-07-12,Logística,0,Baixa
IS09282,P00001,2025-11-21,Laboratório,0,Baixa
IS09283,P00642,2026-07-11,Laboratório,1,Alta
IS09284,P01316,2025-07-21,Manutenção,1,Baixa
IS09285,P00658,2025-11-05,Manutenção,1,Alta
IS09286,P01312,2024-10-14,Manutenção,0,Média
IS09287,P00928,2026-04-12,Logística,0,Alta
IS09288,P00150,2026-06-27,Produção,0,Alta
IS09289,P00603,2024-04-12,Manutenção,1,Baixa
IS09290,P00360,2024-11-01,Manutenção,0,Alta
IS09291,P00933,2024-09-25,Laboratório,1,Baixa
IS09292,P01090,2025-05-23,Laboratório,0,Média
IS09293,P01171,2024-04-14,Logística,1,Alta
IS09294,P00463,2024-02-26,Produção,0,Média
IS09295,P00163,2024-08-06,Produção,0,Alta
IS09296,P00619,2026-04-18,Manutenção,0,Média
IS09297,P00454,2026-01-17,Manutenção,0,Baixa
IS09298,P00574,2025-12-28,Manutenção,1,Média
IS09299,P00983,2026-04-14,Laboratório,0,Média
IS09300,P01103,2026-03-16,Logística,0,Média
IS09301,P00811,2024-06-21,Produção,0,Alta
IS09302,P00297,2025-03-13,Produção,0,Baixa
IS09303,P00769,2024-09-17,Logística,0,Alta
IS09304,P01352,2026-01-04,Logística,0,Média
IS09305,P01040,2025-07-01,Produção,0,Alta
IS09306,P00268,2024-07-28,Logística,0,Baixa
IS09307,P00911,2024-12-15,Produção,0,Baixa
IS09308,P00405,2025-02-11,Manutenção,0,Baixa
IS09309,P01178,2025-05-03,Manutenção,0,Baixa
IS09310,P00804,2026-05-18,Produção,1,Alta
IS09311,P00211,2025-10-23,Laboratório,0,Alta
IS09312,P00500,2025-03-02,Logística,0,Baixa
IS09313,P01113,2026-07-08,Manutenção,0,Média
IS09314,P01392,2024-05-05,Laboratório,0,Baixa
IS09315,P00712,2024-08-18,Laboratório,0,Média
IS09316,P01443,2025-02-13,Manutenção,0,Alta
IS09317,P01323,2024-03-19,Manutenção,0,Baixa
IS09318,P00433,2024-02-21,Produção,0,Alta
IS09319,P00421,2025-03-26,Manutenção,0,Alta
IS09320,P00592,2024-07-11,Manutenção,0,Alta
IS09321,P00952,2025-07-05,Laboratório,0,Alta
IS09322,P01092,2026-02-04,Manutenção,0,Média
IS09323,P00626,2025-02-13,Manutenção,0,Alta
IS09324,P00200,2025-01-28,Logística,1,Baixa
IS09325,P00179,2024-05-31,Produção,0,Baixa
IS09326,P01419,2025-12-22,Laboratório,1,Alta
IS09327,P00007,2025-11-16,Produção,0,Baixa
IS09328,P00579,2025-08-02,Produção,0,Média
IS09329,P00541,2025-10-29,Produção,0,Média
IS09330,P01236,2024-09-18,Laboratório,1,Baixa
IS09331,P00278,2026-05-13,Manutenção,0,Alta
IS09332,P00609,2026-05-18,Produção,0,Média
IS09333,P00554,2026-01-31,Produção,0,Baixa
IS09334,P00469,2025-06-09,Logística,0,Média
IS09335,P00207,2025-05-23,Laboratório,0,Alta
IS09336,P00615,2025-01-07,Laboratório,1,Alta
IS09337,P00473,2025-10-07,Laboratório,0,Média
IS09338,P00364,2024-03-26,Manutenção,0,Alta
IS09339,P00234,2025-09-06,Logística,0,Média
IS09340,P00602,2025-06-15,Laboratório,0,Média
IS09341,P00233,2024-01-31,Produção,0,Baixa
IS09342,P00060,2026-02-14,Laboratório,1,Alta
IS09343,P01190,2026-06-06,Manutenção,1,Média
IS09344,P00901,2025-03-22,Logística,0,Baixa
IS09345,P01211,2025-01-28,Logística,0,Média
IS09346,P00494,2026-04-08,Manutenção,0,Média
IS09347,P00686,2024-09-30,Laboratório,0,Baixa
IS09348,P00822,2026-07-28,Manutenção,0,Média
IS09349,P01357,2025-01-19,Produção,0,Baixa
IS09350,P01357,2026-07-17,Logística,1,Média
IS09351,P00765,2024-12-20,Laboratório,0,Alta
IS09352,P00329,2025-07-25,Manutenção,0,Baixa
IS09353,P00084,2024-12-29,Manutenção,0,Alta
IS09354,P00800,2025-07-03,Logística,1,Média
IS09355,P00030,2024-01-31,Logística,0,Alta
IS09356,P00240,2026-03-31,Manutenção,0,Baixa
IS09357,P01289,2025-01-05,Manutenção,0,Baixa
IS09358,P00127,2025-05-11,Laboratório,0,Média
IS09359,P01264,2024-06-21,Manutenção,0,Média
IS09360,P00379,2026-07-13,Produção,0,Alta
IS09361,P00304,2025-07-29,Logística,0,Alta
IS09362,P00459,2025-01-06,Manutenção,0,Alta
IS09363,P00640,2025-02-18,Produção,0,Média
IS09364,P00295,2024-05-11,Laboratório,0,Baixa
IS09365,P00277,2024-01-09,Laboratório,1,Baixa
IS09366,P00305,2026-01-29,Manutenção,1,Alta
IS09367,P00324,2025-11-20,Logística,1,Alta
IS09368,P00232,2026-03-13,Laboratório,0,Média
IS09369,P01491,2024-05-19,Produção,0,Média
IS09370,P01042,2024-12-30,Logística,0,Média
IS09371,P00504,2024-09-29,Laboratório,0,Baixa
IS09372,P00891,2025-09-18,Logística,0,Média
IS09373,P00420,2024-10-11,Laboratório,0,Média
IS09374,P01227,2025-06-21,Produção,1,Baixa
IS09375,P00354,2026-07-20,Logística,1,Alta
IS09376,P01197,2025-10-23,Laboratório,0,Baixa
IS09377,P00312,2024-10-01,Logística,0,Alta
IS09378,P01166,2026-01-30,Manutenção,1,Alta
IS09379,P00336,2025-11-27,Manutenção,0,Média
IS09380,P01097,2025-04-08,Manutenção,0,Alta
IS09381,P00851,2025-03-21,Manutenção,0,Média
IS09382,P00659,2025-12-18,Laboratório,0,Baixa
IS09383,P01260,2024-05-28,Produção,0,Alta
IS09384,P00504,2026-03-30,Logística,0,Média
IS09385,P00553,2025-05-13,Logística,0,Média
IS09386,P00843,2024-02-17,Logística,0,Alta
IS09387,P01281,2024-02-12,Laboratório,1,Alta
IS09388,P00117,2024-06-30,Manutenção,0,Alta
IS09389,P00165,2025-08-18,Logística,1,Média
IS09390,P00481,2024-10-08,Logística,0,Alta
IS09391,P01062,2024-04-05,Produção,0,Baixa
IS09392,P00863,2026-02-16,Logística,0,Alta
IS09393,P00415,2024-02-22,Laboratório,0,Baixa
IS09394,P00882,2026-04-28,Manutenção,0,Alta
IS09395,P00304,2024-02-16,Laboratório,0,Média
IS09396,P00520,2024-03-19,Laboratório,0,Baixa
IS09397,P00844,2024-12-25,Laboratório,0,Alta
IS09398,P01476,2025-09-23,Logística,0,Alta
IS09399,P00258,2026-02-01,Logística,0,Média
IS09400,P00962,2025-05-21,Logística,0,Média
IS09401,P00635,2025-09-03,Produção,0,Baixa
IS09402,P01382,2026-05-07,Produção,0,Média
IS09403,P00672,2024-08-15,Logística,0,Baixa
IS09404,P00400,2024-04-08,Logística,1,Média
IS09405,P00682,2026-03-27,Manutenção,0,Média
IS09406,P00055,2025-05-31,Produção,0,Baixa
IS09407,P00421,2026-06-20,Logística,0,Baixa
IS09408,P00583,2024-07-01,Logística,1,Alta
IS09409,P01293,2025-06-23,Laboratório,0,Baixa
IS09410,P01106,2024-02-16,Produção,1,Baixa
IS09411,P00262,2024-05-06,Logística,0,Baixa
IS09412,P01204,2025-03-13,Logística,0,Média
IS09413,P00005,2024-06-10,Manutenção,0,Alta
IS09414,P00726,2025-05-05,Manutenção,0,Média
IS09415,P01164,2025-05-16,Manutenção,1,Baixa
IS09416,P01452,2025-11-03,Logística,0,Baixa
IS09417,P00554,2024-08-28,Produção,0,Baixa
IS09418,P00494,2025-12-11,Produção,0,Baixa
IS09419,P00542,2024-06-23,Produção,0,Baixa
IS09420,P00832,2024-10-13,Laboratório,0,Baixa
IS09421,P00504,2025-01-30,Manutenção,0,Alta
IS09422,P00274,2024-11-16,Produção,1,Baixa
IS09423,P01307,2026-05-12,Produção,0,Alta
IS09424,P00101,2026-07-16,Laboratório,1,Alta
IS09425,P00242,2024-08-07,Produção,0,Média
IS09426,P00938,2026-05-20,Manutenção,1,Alta
IS09427,P01393,2026-01-12,Manutenção,0,Baixa
IS09428,P01139,2025-06-30,Laboratório,0,Baixa
