reserva_id;viagem_id;veiculo_id;km_previsto;km_real
RV02274;VG01396;VE034;690;150
RV02275;VG04178;VE070;352;956
RV02276;VG02043;VE056;783;709
RV02277;VG00676;VE026;601;98
RV02278;VG01127;VE052;615;835
RV02279;VG01580;VE022;1066;372
RV02280;VG01587;VE046;708;1134
RV02281;VG00640;VE005;1082;565
RV02282;VG02663;VE043;997;380
RV02283;VG03362;VE054;549;602
RV02284;VG00739;VE018;866;726
RV02285;VG00421;VE013;410;152
RV02286;VG00305;VE013;957;187
RV02287;VG00795;VE006;180;366
RV02288;VG02486;VE024;949;664
RV02289;VG01810;VE048;916;121
RV02290;VG02501;VE056;460;893
RV02291;VG01579;VE024;725;87
RV02292;VG02099;VE069;423;354
RV02293;VG00602;VE033;562;1107
RV02294;VG03348;VE052;650;224
RV02295;VG03541;VE056;162;1089
RV02296;VG02512;VE004;518;222
RV02297;VG00310;VE036;644;1192
RV02298;VG00456;VE004;388;597
RV02299;VG01458;VE021;53;66
RV02300;VG03029;VE009;590;828
RV02301;VG02951;VE034;694;306
RV02302;VG01575;VE064;591;1092
RV02303;VG04028;VE060;760;1251
RV02304;VG01150;VE002;1003;144
RV02305;VG02259;VE036;663;225
RV02306;VG03064;VE032;123;750
RV02307;VG03295;VE016;432;130
RV02308;VG03876;VE051;1105;523
RV02309;VG01637;VE056;398;571
RV02310;VG01968;VE055;981;48
RV02311;VG02147;VE052;883;646
RV02312;VG03219;VE001;1150;64
RV02313;VG00372;VE037;40;95
RV02314;VG03357;VE066;905;30
RV02315;VG01426;VE007;190;598
RV02316;VG02995;VE031;321;729
RV02317;VG02809;VE048;828;1249
RV02318;VG03251;VE065;720;1187
RV02319;VG03547;VE058;729;689
RV02320;VG01192;VE048;1150;168
RV02321;VG02178;VE043;98;749
RV02322;VG00691;VE052;410;556
RV02323;VG01293;VE064;740;46
RV02324;VG01305;VE040;443;342
RV02325;VG03517;VE020;1156;136
RV02326;VG00511;VE051;38;1121
RV02327;VG01650;VE052;264;536
RV02328;VG01340;VE054;316;1138
RV02329;VG02721;VE034;489;829
RV02330;VG02642;VE043;906;936
RV02331;VG03583;VE066;988;223
RV02332;VG00811;VE066;258;105
RV02333;VG03398;VE023;543;1053
RV02334;VG02125;VE018;252;960
RV02335;VG00456;VE022;1153;1034
RV02336;VG02003;VE003;535;233
RV02337;VG02369;VE040;227;1230
RV02338;VG01002;VE004;224;1118
RV02339;VG01245;VE057;356;172
RV02340;VG00614;VE023;381;1262
RV02341;VG00340;VE046;275;507
RV02342;VG01044;VE070;403;710
RV02343;VG01882;VE047;955;743
RV02344;VG02162;VE066;598;373
RV02345;VG01335;VE052;750;884
RV02346;VG02518;VE007;782;826
RV02347;VG04062;VE045;24;329
RV02348;VG00764;VE020;367;1164
RV02349;VG03874;VE026;322;424
RV02350;VG00927;VE015;68;483
RV02351;VG03856;VE036;577;1060
RV02352;VG02297;VE042;1086;279
RV02353;VG00928;VE024;690;1018
RV02354;VG02464;VE058;1168;985
RV02355;VG01670;VE048;1142;671
RV02356;VG01237;VE016;45;1136
RV02357;VG02721;VE012;784;892
RV02358;VG01309;VE029;917;570
RV02359;VG02505;VE009;139;762
RV02360;VG00394;VE011;1053;1072
RV02361;VG01855;VE029;143;893
RV02362;VG04177;VE005;693;245
RV02363;VG02863;VE061;296;199
RV02364;VG03313;VE006;89;908
RV02365;VG01614;VE047;366;103
RV02366;VG03962;VE056;419;691
RV02367;VG02626;VE063;67;505
RV02368;VG03767;VE036;615;784
RV02369;VG00432;VE044;551;347
RV02370;VG02020;VE061;774;640
RV02371;VG02576;VE066;137;436
RV02372;VG03391;VE039;784;640
RV02373;VG00605;VE003;1144;935
RV02374;VG03321;VE059;998;1263
RV02375;VG03271;VE042;564;539
RV02376;VG02866;VE049;217;928
RV02377;VG00612;VE011;545;511
RV02378;VG03472;VE001;884;466
RV02379;VG04137;VE045;143;734
RV02380;VG02105;VE002;248;63
RV02381;VG03609;VE064;271;1258
RV02382;VG02363;VE003;1028;779
RV02383;VG01901;VE029;1117;48
RV02384;VG03317;VE016;118;876
RV02385;VG02494;VE029;1166;433
RV02386;VG03117;VE044;935;1109
RV02387;VG02492;VE017;184;193
RV02388;VG00898;VE057;745;182
RV02389;VG03836;VE040;746;599
RV02390;VG02616;VE032;921;723
RV02391;VG00193;VE053;1107;667
RV02392;VG02656;VE011;535;78
RV02393;VG00757;VE060;1159;729
RV02394;VG01354;VE015;179;362
RV02395;VG02548;VE053;515;282
RV02396;VG03788;VE018;505;86
RV02397;VG03372;VE020;1093;754
RV02398;VG03895;VE037;1176;1200
RV02399;VG01389;VE039;376;687
RV02400;VG01118;VE046;602;423
RV02401;VG00654;VE002;672;1098
RV02402;VG01080;VE059;446;410
RV02403;VG00963;VE059;385;119
RV02404;VG01492;VE054;1039;1259
RV02405;VG04111;VE069;990;95
RV02406;VG02159;VE036;486;281
RV02407;VG01415;VE049;304;705
RV02408;VG02289;VE024;870;1153
RV02409;VG02159;VE001;610;477
RV02410;VG01454;VE043;674;1103
RV02411;VG02127;VE050;1044;404
RV02412;VG02294;VE035;812;796
RV02413;VG04172;VE015;1040;428
RV02414;VG00346;VE048;886;1260
RV02415;VG00133;VE029;587;487
RV02416;VG03159;VE001;503;424
RV02417;VG02171;VE040;652;208
RV02418;VG00571;VE035;889;970
RV02419;VG00939;VE002;1196;546
RV02420;VG03818;VE044;829;1098
RV02421;VG01742;VE024;1173;692
RV02422;VG02737;VE064;1127;744
RV02423;VG02649;VE048;1190;54
RV02424;VG01814;VE003;837;1191
RV02425;VG02797;VE024;1146;1172
RV02426;VG03214;VE047;41;960
RV02427;VG02102;VE032;651;40
RV02428;VG00623;VE007;1025;740
RV02429;VG02487;VE066;515;926
RV02430;VG02673;VE025;582;1112
RV02431;VG00989;VE039;803;1290
RV02432;VG03056;VE049;483;511
RV02433;VG01130;VE001;1196;281
RV02434;VG03470;VE066;1039;1203
RV02435;VG00961;VE053;387;488
RV02436;VG03314;VE069;309;1015
RV02437;VG00528;VE024;617;554
RV02438;VG02627;VE041;515;1065
RV02439;VG03552;VE049;1075;481
RV02440;VG01537;VE057;494;835
RV02441;VG03242;VE003;198;1006
RV02442;VG01981;VE054;346;914
RV02443;VG04096;VE026;292;1283
RV02444;VG03142;VE031;137;528
RV02445;VG04046;VE034;1139;882
RV02446;VG01475;VE016;976;217
RV02447;VG02116;VE045;682;513
RV02448;VG01450;VE050;893;256
RV02449;VG00994;VE007;692;654
RV02450;VG03134;VE067;931;536
RV02451;VG02975;VE060;205;137
RV02452;VG02598;VE057;354;1217
RV02453;VG01864;VE028;1150;644
RV02454;VG02256;VE046;1112;726
RV02455;VG03416;VE044;1008;282
RV02456;VG02114;VE015;234;1032
RV02457;VG01806;VE038;918;719
RV02458;VG02771;VE040;376;1283
RV02459;VG02206;VE032;136;951
RV02460;VG00897;VE035;1030;739
RV02461;VG01982;VE013;812;379
RV02462;VG03418;VE047;740;474
RV02463;VG02080;VE054;551;848
RV02464;VG02369;VE023;1041;704
RV02465;VG01491;VE026;43;937
RV02466;VG02204;VE044;402;1129
RV02467;VG03691;VE068;135;803
RV02468;VG03081;VE003;324;748
RV02469;VG01680;VE009;478;770
RV02470;VG01395;VE014;789;1205
RV02471;VG03214;VE036;550;376
RV02472;VG01515;VE052;813;646
RV02473;VG00948;VE039;1140;754
RV02474;VG04018;VE020;1158;1219
RV02475;VG01078;VE049;1065;172
RV02476;VG02776;VE065;507;1051
RV02477;VG00700;VE016;576;1240
RV02478;VG00641;VE033;1074;97
RV02479;VG03770;VE041;1007;705
RV02480;VG02808;VE046;331;451
RV02481;VG01692;VE061;526;65
RV02482;VG02193;VE045;504;568
RV02483;VG00468;VE009;192;912
RV02484;VG03486;VE018;505;150
RV02485;VG02984;VE068;720;927
RV02486;VG02407;VE036;310;182
RV02487;VG03751;VE066;840;459
RV02488;VG01122;VE066;507;546
RV02489;VG00932;VE008;249;955
RV02490;VG00811;VE066;442;487
RV02491;VG03157;VE070;533;1053
RV02492;VG02845;VE004;600;698
RV02493;VG02254;VE056;988;791
RV02494;VG03898;VE036;241;689
RV02495;VG01390;VE051;561;278
RV02496;VG00609;VE067;906;653
RV02497;VG02429;VE068;936;765
RV02498;VG00617;VE015;990;201
RV02499;VG03262;VE014;1056;1093
RV02500;VG02383;VE029;1130;1089
RV02501;VG03693;VE021;838;230
RV02502;VG02306;VE052;421;685
RV02503;VG03621;VE043;535;783
RV02504;VG03513;VE029;688;20
RV02505;VG04065;VE013;1147;1199
RV02506;VG02752;VE009;733;323
RV02507;VG01893;VE070;205;1188
RV02508;VG01489;VE039;863;1050
RV02509;VG03627;VE022;1009;984
RV02510;VG01538;VE018;571;68
RV02511;VG01625;VE007;981;40
RV02512;VG03348;VE025;1034;246
RV02513;VG01834;VE063;126;810
RV02514;VG00228;VE043;146;408
RV02515;VG03986;VE009;200;448
RV02516;VG04069;VE001;180;742
RV02517;VG03088;VE056;508;811
RV02518;VG02408;VE065;720;511
RV02519;VG01037;VE007;1003;1140
RV02520;VG01921;VE055;937;332
RV02521;VG03461;VE046;460;484
RV02522;VG03259;VE025;1189;210
RV02523;VG02434;VE037;140;421
RV02524;VG02820;VE028;595;883
RV02525;VG00442;VE056;66;818
RV02526;VG00725;VE042;464;275
RV02527;VG04070;VE037;794;155
RV02528;VG02576;VE050;1046;777
RV02529;VG03652;VE012;785;605
RV02530;VG01965;VE005;919;169
RV02531;VG03892;VE036;422;1102
RV02532;VG01128;VE006;730;657
RV02533;VG02983;VE018;977;143
RV02534;VG01315;VE026;911;298
RV02535;VG00045;VE055;966;575
RV02536;VG00682;VE025;433;120
RV02537;VG03235;VE008;1145;1157
RV02538;VG01083;VE041;619;652
RV02539;VG01180;VE036;491;1154
RV02540;VG04132;VE032;699;83
RV02541;VG00772;VE029;1005;517
RV02542;VG02214;VE012;492;290
RV02543;VG03454;VE012;1051;200
RV02544;VG03512;VE047;743;1231
RV02545;VG00766;VE010;494;616
RV02546;VG00300;VE028;681;1244
RV02547;VG00781;VE064;408;422
RV02548;VG03859;VE009;431;1248
RV02549;VG00213;VE057;1078;201
RV02550;VG00780;VE046;1082;984
RV02551;VG00984;VE042;983;1185
RV02552;VG03298;VE055;512;142
RV02553;VG00650;VE038;117;349
RV02554;VG02294;VE004;550;1170
RV02555;VG01324;VE039;414;961
RV02556;VG01798;VE050;555;368
RV02557;VG01835;VE044;108;230
RV02558;VG01908;VE006;106;1024
RV02559;VG01802;VE055;212;1248
RV02560;VG02805;VE061;89;583
RV02561;VG01050;VE031;139;729
RV02562;VG02348;VE054;1056;732
RV02563;VG01398;VE050;788;828
RV02564;VG01258;VE058;931;817
RV02565;VG04011;VE044;150;927
RV02566;VG04022;VE016;538;577
RV02567;VG00056;VE044;677;348
RV02568;VG02943;VE052;572;441
RV02569;VG02734;VE027;703;370
RV02570;VG03536;VE032;470;735
RV02571;VG00960;VE004;522;1086
RV02572;VG03460;VE020;1133;98
RV02573;VG03888;VE008;320;696
RV02574;VG04095;VE039;350;1203
RV02575;VG03194;VE013;682;838
RV02576;VG03978;VE063;674;488
RV02577;VG03537;VE051;125;197
RV02578;VG02964;VE065;1010;620
RV02579;VG03632;VE032;622;111
RV02580;VG02934;VE025;1020;274
RV02581;VG01617;VE026;445;381
RV02582;VG04140;VE010;30;638
RV02583;VG03314;VE053;542;27
RV02584;VG03681;VE047;1025;1018
RV02585;VG04082;VE039;143;1121
RV02586;VG01756;VE025;963;1069
RV02587;VG00012;VE016;543;889
RV02588;VG03266;VE045;697;438
RV02589;VG03630;VE032;202;957
RV02590;VG03619;VE061;93;575
RV02591;VG03306;VE030;60;1219
RV02592;VG01173;VE007;357;543
RV02593;VG00848;VE059;362;1140
RV02594;VG03939;VE020;928;498
RV02595;VG01019;VE042;1004;378
RV02596;VG03521;VE014;517;811
RV02597;VG02401;VE061;394;923
RV02598;VG01094;VE016;709;345
RV02599;VG03087;VE012;1087;822
RV02600;VG03146;VE049;1025;87
RV02601;VG00887;VE019;816;988
RV02602;VG02678;VE039;342;407
RV02603;VG01934;VE011;694;675
RV02604;VG00431;VE060;704;276
RV02605;VG01718;VE027;575;919
RV02606;VG01160;VE023;554;806
RV02607;VG03333;VE056;677;342
RV02608;VG00516;VE030;137;1229
RV02609;VG00924;VE039;240;1097
RV02610;VG00628;VE021;520;311
RV02611;VG00103;VE060;371;862
RV02612;VG00643;VE014;985;67
RV02613;VG00513;VE021;528;519
RV02614;VG03508;VE042;116;528
RV02615;VG02411;VE015;278;893
RV02616;VG02178;VE027;1130;1109
RV02617;VG00401;VE016;311;213
RV02618;VG01338;VE047;910;868
RV02619;VG01053;VE057;905;911
RV02620;VG01743;VE043;441;507
RV02621;VG01983;VE041;1175;42
RV02622;VG01012;VE047;59;1210
RV02623;VG01347;VE028;645;171
RV02624;VG02745;VE062;189;204
RV02625;VG00882;VE018;965;830
RV02626;VG01164;VE002;311;432
RV02627;VG01581;VE003;503;1113
RV02628;VG02501;VE019;1178;391
RV02629;VG02654;VE049;496;405
RV02630;VG04004;VE010;91;1187
RV02631;VG03577;VE033;179;771
RV02632;VG01423;VE025;248;731
RV02633;VG03779;VE022;385;833
RV02634;VG01634;VE054;1101;577
RV02635;VG03859;VE025;457;283
RV02636;VG01330;VE010;37;546
RV02637;VG03409;VE036;84;1019
RV02638;VG03291;VE007;619;252
RV02639;VG03572;VE034;593;264
RV02640;VG01176;VE049;665;1033
RV02641;VG01942;VE014;865;1042
RV02642;VG02643;VE026;197;765
RV02643;VG00921;VE034;99;609
RV02644;VG00291;VE005;124;906
RV02645;VG01707;VE035;845;1059
RV02646;VG03989;VE041;1048;286
RV02647;VG01245;VE003;717;957
RV02648;VG02297;VE051;31;109
RV02649;VG02726;VE010;468;946
RV02650;VG02925;VE020;912;943
RV02651;VG00383;VE064;471;387
RV02652;VG02815;VE014;723;432
RV02653;VG02124;VE042;998;1274
RV02654;VG00134;VE010;593;105
RV02655;VG00038;VE033;1171;561
RV02656;VG03422;VE048;354;878
RV02657;VG01783;VE033;158;529
RV02658;VG02082;VE031;130;564
RV02659;VG03516;VE001;295;1219
RV02660;VG00389;VE041;754;84
RV02661;VG02411;VE064;736;404
RV02662;VG00713;VE037;795;77
RV02663;VG02127;VE002;125;1250
RV02664;VG04111;VE016;415;40
RV02665;VG04121;VE046;33;706
RV02666;VG00773;VE005;412;310
RV02667;VG01022;VE013;38;892
RV02668;VG03214;VE017;634;105
RV02669;VG00578;VE065;704;842
RV02670;VG02580;VE029;194;483
RV02671;VG03720;VE022;524;280
RV02672;VG02955;VE009;915;956
RV02673;VG03065;VE023;642;1118
RV02674;VG03044;VE004;209;820
RV02675;VG03773;VE026;643;825
RV02676;VG00119;VE043;482;428
RV02677;VG02993;VE059;209;1141
RV02678;VG03545;VE057;446;1018
RV02679;VG02953;VE033;549;204
RV02680;VG02398;VE020;917;874
RV02681;VG01460;VE031;1110;391
RV02682;VG03052;VE002;527;683
RV02683;VG04166;VE038;1032;1158
RV02684;VG01292;VE069;1127;171
RV02685;VG00717;VE064;582;660
RV02686;VG02191;VE065;1094;829
RV02687;VG01127;VE037;55;784
RV02688;VG03796;VE026;232;1017
RV02689;VG03935;VE011;212;614
RV02690;VG02296;VE018;866;404
RV02691;VG01154;VE037;275;757
RV02692;VG03057;VE053;73;436
RV02693;VG02113;VE023;365;576
RV02694;VG02990;VE043;385;1210
RV02695;VG03753;VE059;909;1214
RV02696;VG01116;VE067;635;809
RV02697;VG02092;VE002;98;609
RV02698;VG01741;VE058;480;392
RV02699;VG02851;VE057;702;1263
RV02700;VG01481;VE049;535;1188
RV02701;VG03560;VE024;954;938
RV02702;VG00529;VE048;299;438
RV02703;VG03176;VE052;184;49
RV02704;VG02272;VE035;319;271
RV02705;VG03827;VE036;186;759
RV02706;VG01482;VE047;471;1287
RV02707;VG01112;VE070;410;736
RV02708;VG03755;VE045;512;476
RV02709;VG00158;VE052;1103;1285
RV02710;VG01447;VE054;972;838
RV02711;VG03380;VE046;26;690
RV02712;VG02000;VE042;855;772
RV02713;VG02847;VE040;332;720
RV02714;VG01550;VE047;842;1001
RV02715;VG03585;VE048;364;93
RV02716;VG02319;VE024;744;1273
RV02717;VG00816;VE006;489;580
RV02718;VG02145;VE047;1066;1065
RV02719;VG03539;VE029;1187;267
RV02720;VG02276;VE064;1071;215
RV02721;VG03136;VE059;1075;803
RV02722;VG03502;VE034;30;240
RV02723;VG01181;VE023;264;722
RV02724;VG03938;VE015;38;1048
RV02725;VG00513;VE037;313;1296
RV02726;VG01007;VE001;110;718
RV02727;VG02493;VE029;948;649
RV02728;VG03929;VE042;1095;96
RV02729;VG01743;VE019;771;506
RV02730;VG04023;VE011;606;765
RV02731;VG00742;VE017;1108;305
RV02732;VG00276;VE030;1020;230
RV02733;VG01720;VE008;949;591
RV02734;VG03784;VE015;355;186
RV02735;VG00508;VE065;716;947
RV02736;VG00090;VE041;1104;839
RV02737;VG00210;VE017;784;397
RV02738;VG00051;VE026;1184;955
RV02739;VG00605;VE036;493;543
RV02740;VG01530;VE069;60;792
RV02741;VG03294;VE018;313;890
RV02742;VG01847;VE051;1157;829
RV02743;VG01373;VE029;867;1219
RV02744;VG04119;VE003;949;371
RV02745;VG04088;VE019;989;1283
RV02746;VG00396;VE036;211;790
RV02747;VG02943;VE046;41;571
RV02748;VG03776;VE032;1030;337
RV02749;VG03510;VE024;70;803
RV02750;VG01220;VE029;154;1089
RV02751;VG02982;VE056;836;1269
RV02752;VG00430;VE042;853;58
RV02753;VG03084;VE049;1069;575
RV02754;VG01559;VE005;718;806
RV02755;VG00525;VE015;473;954
RV02756;VG03481;VE041;738;873
RV02757;VG02128;VE018;398;224
RV02758;VG00687;VE013;420;726
RV02759;VG02053;VE068;216;183
RV02760;VG03870;VE070;573;1167
RV02761;VG01568;VE034;891;714
RV02762;VG00635;VE049;290;1054
RV02763;VG03951;VE053;757;974
RV02764;VG00823;VE047;455;21
RV02765;VG00009;VE068;211;745
RV02766;VG02301;VE040;666;594
RV02767;VG00918;VE057;1165;979
RV02768;VG00094;VE021;663;722
RV02769;VG03283;VE009;981;424
RV02770;VG00556;VE057;132;1119
RV02771;VG01101;VE006;779;864
RV02772;VG03364;VE066;1014;184
RV02773;VG01646;VE059;792;803
RV02774;VG01006;VE064;341;231
RV02775;VG03856;VE059;600;941
RV02776;VG04014;VE004;951;787
RV02777;VG00321;VE020;874;1050
RV02778;VG00956;VE070;805;106
RV02779;VG02263;VE027;256;581
RV02780;VG02196;VE052;1046;286
RV02781;VG01638;VE008;674;195
RV02782;VG01717;VE052;1137;907
RV02783;VG01296;VE009;368;430
RV02784;VG02113;VE044;606;1205
RV02785;VG01232;VE068;1196;1037
RV02786;VG00751;VE070;126;864
RV02787;VG01931;VE027;166;187
RV02788;VG00569;VE004;170;1101
RV02789;VG02997;VE063;685;205
RV02790;VG01735;VE065;576;828
RV02791;VG03727;VE038;520;943
RV02792;VG00772;VE041;743;839
RV02793;VG03828;VE025;499;48
RV02794;VG01032;VE038;1113;1139
RV02795;VG02062;VE064;788;705
RV02796;VG00291;VE059;757;1163
RV02797;VG02152;VE064;1153;165
RV02798;VG00899;VE038;299;1279
RV02799;VG02008;VE049;1186;278
RV02800;VG00783;VE041;732;773
RV02801;VG02477;VE045;146;924
RV02802;VG02534;VE054;634;440
RV02803;VG01830;VE063;901;1270
RV02804;VG02403;VE055;965;117
RV02805;VG00443;VE037;567;464
RV02806;VG02308;VE056;304;351
RV02807;VG03235;VE031;392;163
RV02808;VG03694;VE041;242;171
RV02809;VG04027;VE033;369;773
RV02810;VG00468;VE036;758;654
RV02811;VG02562;VE037;1017;965
RV02812;VG03827;VE009;1133;20
RV02813;VG02776;VE005;740;602
RV02814;VG04078;VE020;32;672
RV02815;VG03827;VE023;936;341
RV02816;VG04150;VE022;620;489
RV02817;VG03733;VE041;670;543
RV02818;VG04179;VE061;446;152
RV02819;VG00107;VE056;968;1112
RV02820;VG03463;VE036;831;93
RV02821;VG02447;VE064;746;201
RV02822;VG00584;VE058;826;498
RV02823;VG03061;VE069;266;1164
RV02824;VG00005;VE051;618;791
RV02825;VG01979;VE063;780;959
RV02826;VG00697;VE024;101;762
RV02827;VG02706;VE024;759;1069
RV02828;VG02159;VE002;956;208
RV02829;VG02105;VE040;38;372
RV02830;VG01405;VE040;629;191
RV02831;VG01887;VE057;127;206
RV02832;VG01177;VE040;509;678
RV02833;VG03527;VE007;990;1237
RV02834;VG03869;VE047;608;732
RV02835;VG02936;VE041;1144;187
RV02836;VG01296;VE020;289;699
RV02837;VG00385;VE018;887;618
RV02838;VG01261;VE030;333;23
RV02839;VG02825;VE065;992;49
RV02840;VG01658;VE055;1162;519
RV02841;VG00507;VE022;200;85
RV02842;VG00625;VE023;726;926
RV02843;VG01326;VE004;489;214
RV02844;VG01374;VE055;139;1252
RV02845;VG00553;VE066;1057;145
RV02846;VG02022;VE032;1054;127
RV02847;VG00899;VE008;901;827
RV02848;VG01139;VE030;891;294
RV02849;VG04161;VE009;765;36
RV02850;VG03846;VE011;163;76
RV02851;VG01766;VE038;632;598
RV02852;VG02517;VE067;1007;355
RV02853;VG02612;VE001;164;1279
RV02854;VG03110;VE006;339;345
RV02855;VG00911;VE045;960;602
RV02856;VG01279;VE033;414;153
RV02857;VG04182;VE069;151;465
RV02858;VG01215;VE042;685;560
RV02859;VG02572;VE043;696;413
RV02860;VG03270;VE050;897;1032
RV02861;VG02358;VE030;969;508
RV02862;VG01151;VE061;887;613
RV02863;VG02137;VE014;384;375
RV02864;VG02053;VE021;154;1240
RV02865;VG03609;VE063;646;889
RV02866;VG01045;VE067;194;623
RV02867;VG02375;VE067;956;725
RV02868;VG01964;VE020;967;940
RV02869;VG02783;VE030;887;160
RV02870;VG02864;VE061;777;102
RV02871;VG03678;VE014;779;1152
RV02872;VG00086;VE024;1178;1176
RV02873;VG01058;VE002;709;544
RV02874;VG00819;VE038;904;1106
RV02875;VG00657;VE015;688;172
RV02876;VG03187;VE019;366;1034
RV02877;VG03803;VE042;763;1203
RV02878;VG00722;VE055;165;288
RV02879;VG00562;VE002;989;1126
RV02880;VG02050;VE013;989;1266
RV02881;VG02629;VE031;613;819
RV02882;VG01299;VE008;510;311
RV02883;VG03309;VE050;85;487
RV02884;VG04038;VE015;926;228
RV02885;VG02166;VE037;177;381
RV02886;VG01264;VE028;1009;359
RV02887;VG00410;VE031;135;1137
RV02888;VG03131;VE062;814;1173
RV02889;VG00340;VE062;413;151
RV02890;VG03557;VE061;253;206
RV02891;VG03990;VE043;379;1151
RV02892;VG02281;VE028;280;691
RV02893;VG00166;VE014;635;122
RV02894;VG01981;VE002;338;889
RV02895;VG03642;VE051;753;523
RV02896;VG01449;VE003;847;947
RV02897;VG00568;VE039;802;1111
RV02898;VG02211;VE054;1089;379
RV02899;VG03736;VE032;283;728
RV02900;VG01180;VE007;797;831
RV02901;VG03618;VE003;217;585
RV02902;VG02465;VE052;131;628
RV02903;VG03463;VE038;1058;738
RV02904;VG01891;VE036;333;881
RV02905;VG01484;VE063;566;304
RV02906;VG00103;VE001;518;901
RV02907;VG03018;VE012;254;445
RV02908;VG01269;VE034;371;86
RV02909;VG02340;VE006;652;1288
RV02910;VG03796;VE050;1078;1285
RV02911;VG02739;VE019;727;110
RV02912;VG00862;VE057;619;326
RV02913;VG03971;VE043;473;171
RV02914;VG02310;VE041;403;809
RV02915;VG01869;VE012;813;409
RV02916;VG01423;VE066;825;1216
RV02917;VG03769;VE043;305;1233
RV02918;VG01462;VE053;997;498
RV02919;VG01914;VE009;721;815
RV02920;VG01201;VE019;758;1169
RV02921;VG01833;VE030;871;690
RV02922;VG01278;VE016;162;385
RV02923;VG01350;VE020;250;714
RV02924;VG00372;VE045;520;535
RV02925;VG01973;VE010;660;567
RV02926;VG03881;VE008;327;831
RV02927;VG03759;VE025;865;596
RV02928;VG03698;VE040;1038;971
RV02929;VG02961;VE049;909;1263
RV02930;VG04011;VE002;998;1029
RV02931;VG03281;VE053;64;997
RV02932;VG03110;VE011;796;164
RV02933;VG00934;VE056;676;465
RV02934;VG01540;VE066;1193;1240
RV02935;VG00784;VE009;414;674
RV02936;VG03483;VE031;504;34
RV02937;VG03779;VE064;71;1093
RV02938;VG01698;VE011;1147;560
RV02939;VG02616;VE025;450;375
RV02940;VG03447;VE024;1145;85
RV02941;VG00260;VE030;954;550
RV02942;VG00810;VE026;801;623
RV02943;VG02466;VE066;595;996
RV02944;VG00557;VE005;155;44
RV02945;VG00882;VE032;511;1190
RV02946;VG01525;VE017;709;1135
RV02947;VG02554;VE049;988;1246
RV02948;VG02619;VE057;947;89
RV02949;VG00608;VE034;778;588
RV02950;VG02682;VE043;1129;379
RV02951;VG02088;VE036;497;1152
RV02952;VG01699;VE054;365;446
RV02953;VG02221;VE067;345;459
RV02954;VG01588;VE015;693;278
RV02955;VG01079;VE020;630;126
RV02956;VG03245;VE035;233;442
RV02957;VG03544;VE042;1162;973
RV02958;VG03456;VE008;1166;1101
RV02959;VG00462;VE032;590;904
RV02960;VG02356;VE042;1059;129
RV02961;VG03138;VE045;1063;511
RV02962;VG02616;VE042;836;919
RV02963;VG03477;VE046;1039;571
RV02964;VG04106;VE017;465;796
RV02965;VG02477;VE050;510;728
RV02966;VG02766;VE049;282;517
RV02967;VG02937;VE038;484;1080
RV02968;VG00968;VE042;280;418
RV02969;VG03664;VE002;661;247
RV02970;VG00816;VE051;422;384
RV02971;VG01273;VE011;841;125
RV02972;VG01193;VE033;292;702
RV02973;VG02697;VE007;1136;1252
RV02974;VG00734;VE046;968;205
RV02975;VG03085;VE061;461;967
RV02976;VG00119;VE032;654;773
RV02977;VG02861;VE049;463;1241
RV02978;VG00289;VE057;42;672
RV02979;VG02394;VE019;599;354
RV02980;VG01996;VE009;702;1165
RV02981;VG03836;VE036;340;1176
RV02982;VG02046;VE010;328;1283
RV02983;VG02709;VE057;1084;980
RV02984;VG00842;VE055;538;179
RV02985;VG01050;VE042;111;812
RV02986;VG02160;VE037;79;63
RV02987;VG02503;VE063;284;964
RV02988;VG03760;VE044;375;1261
RV02989;VG00822;VE066;973;658
RV02990;VG00330;VE053;917;1283
RV02991;VG02891;VE007;1054;1181
RV02992;VG00367;VE004;136;783
RV02993;VG00892;VE003;843;791
RV02994;VG02968;VE041;1151;532
RV02995;VG02209;VE002;274;930
RV02996;VG01084;VE057;177;331
RV02997;VG00753;VE022;423;645
RV02998;VG03614;VE017;735;976
RV02999;VG04151;VE056;168;1122
RV03000;VG01287;VE065;545;701
RV03001;VG03748;VE023;1080;271
RV03002;VG04154;VE060;302;586
RV03003;VG01967;VE062;536;574
RV03004;VG03220;VE065;1040;20
RV03005;VG03845;VE051;288;659
RV03006;VG04109;VE042;407;67
RV03007;VG00732;VE067;233;886
RV03008;VG00614;VE060;115;683
RV03009;VG04016;VE033;1176;935
RV03010;VG01665;VE065;1030;28
RV03011;VG03991;VE009;422;1222
RV03012;VG03927;VE018;876;721
RV03013;VG00192;VE040;876;645
RV03014;VG03645;VE059;372;712
RV03015;VG03059;VE054;59;800
RV03016;VG00576;VE058;218;1218
RV03017;VG03868;VE046;651;648
RV03018;VG02954;VE057;649;760
RV03019;VG01886;VE052;1164;157
RV03020;VG00671;VE056;690;779
RV03021;VG03157;VE021;788;455
RV03022;VG00610;VE041;1043;232
RV03023;VG02406;VE028;1182;834
RV03024;VG02510;VE053;619;32
RV03025;VG00745;VE056;575;566
RV03026;VG03169;VE029;541;796
RV03027;VG03002;VE037;1188;631
RV03028;VG03193;VE022;238;1053
RV03029;VG03008;VE053;1001;618
RV03030;VG01751;VE014;1034;347
RV03031;VG00645;VE068;54;960
RV03032;VG01432;VE046;35;1112
