aprovacao_id;viagem_id;nivel;tempo_aprovacao_h;resultado
AP01642;VG01642;Gestor;11,8;Aprovada
AP01643;VG01643;Diretoria;1,5;Aprovada
AP01644;VG01644;Gestor;16,7;Aprovada
AP01645;VG01645;Gestor;17,9;Aprovada
AP01646;VG01646;Diretoria;13,9;Aprovada
AP01647;VG01647;Diretoria;12,3;Aprovada
AP01648;VG01648;Diretoria;19,3;Aprovada
AP01649;VG01649;Gestor;10,4;Aprovada
AP01650;VG01650;Diretoria;3,2;Aprovada
AP01651;VG01651;Gestor;42,6;Aprovada
AP01652;VG01652;Gestor;5,4;Aprovada
AP01653;VG01653;Gestor;8,6;Aprovada
AP01654;VG01654;Gestor;3,8;Aprovada
AP01655;VG01655;Diretoria;16,9;Aprovada
AP01656;VG01656;Gestor;31,8;Aprovada
AP01657;VG01657;Gestor;44,6;Aprovada
AP01658;VG01658;Gestor;6,6;Aprovada
AP01659;VG01659;Gestor;38,5;Aprovada
AP01660;VG01660;Gestor;22,4;Aprovada
AP01661;VG01661;Diretoria;29,6;Aprovada
AP01662;VG01662;Gestor;57,3;Reprovada
AP01663;VG01663;Diretoria;42,6;Aprovada
AP01664;VG01664;Diretoria;18,5;Aprovada
AP01665;VG01665;Diretoria;19,2;Aprovada
AP01666;VG01666;Diretoria;7,0;Aprovada
AP01667;VG01667;Diretoria;12,0;Aprovada
AP01668;VG01668;Gestor;5,8;Aprovada
AP01669;VG01669;Diretoria;8,4;Aprovada
AP01670;VG01670;Gestor;20,7;Aprovada
AP01671;VG01671;Diretoria;9,3;Aprovada
AP01672;VG01672;Gestor;8,1;Aprovada
AP01673;VG01673;Gestor;3,2;Aprovada
AP01674;VG01674;Gestor;13,3;Aprovada
AP01675;VG01675;Diretoria;15,1;Aprovada
AP01676;VG01676;Gestor;12,5;Aprovada
AP01677;VG01677;Gestor;9,1;Aprovada
AP01678;VG01678;Diretoria;26,2;Aprovada
AP01679;VG01679;Diretoria;53,1;Aprovada
AP01680;VG01680;Gestor;41,7;Reprovada
AP01681;VG01681;Diretoria;25,6;Aprovada
AP01682;VG01682;Diretoria;31,0;Aprovada
AP01683;VG01683;Gestor;9,6;Aprovada
AP01684;VG01684;Gestor;16,6;Reprovada
AP01685;VG01685;Diretoria;16,4;Aprovada
AP01686;VG01686;Diretoria;7,9;Aprovada
AP01687;VG01687;Diretoria;11,9;Aprovada
AP01688;VG01688;Diretoria;17,9;Aprovada
AP01689;VG01689;Gestor;15,8;Aprovada
AP01690;VG01690;Diretoria;23,0;Aprovada
AP01691;VG01691;Diretoria;42,0;Aprovada
AP01692;VG01692;Diretoria;18,0;Reprovada
AP01693;VG01693;Gestor;7,2;Aprovada
AP01694;VG01694;Diretoria;40,1;Aprovada
AP01695;VG01695;Diretoria;31,8;Reprovada
AP01696;VG01696;Diretoria;2,6;Aprovada
AP01697;VG01697;Diretoria;20,4;Aprovada
AP01698;VG01698;Diretoria;23,5;Aprovada
AP01699;VG01699;Diretoria;41,5;Reprovada
AP01700;VG01700;Gestor;10,8;Aprovada
AP01701;VG01701;Gestor;11,3;Aprovada
AP01702;VG01702;Gestor;16,4;Aprovada
AP01703;VG01703;Diretoria;12,4;Aprovada
AP01704;VG01704;Gestor;24,2;Aprovada
AP01705;VG01705;Gestor;39,4;Aprovada
AP01706;VG01706;Gestor;59,6;Aprovada
AP01707;VG01707;Gestor;22,5;Aprovada
AP01708;VG01708;Gestor;28,7;Aprovada
AP01709;VG01709;Gestor;26,5;Aprovada
AP01710;VG01710;Gestor;5,7;Aprovada
AP01711;VG01711;Diretoria;26,9;Aprovada
AP01712;VG01712;Diretoria;10,0;Aprovada
AP01713;VG01713;Gestor;51,9;Aprovada
AP01714;VG01714;Diretoria;4,6;Aprovada
AP01715;VG01715;Diretoria;7,9;Aprovada
AP01716;VG01716;Diretoria;12,0;Aprovada
AP01717;VG01717;Gestor;15,7;Aprovada
AP01718;VG01718;Diretoria;7,3;Aprovada
AP01719;VG01719;Gestor;3,4;Aprovada
AP01720;VG01720;Gestor;11,1;Aprovada
AP01721;VG01721;Gestor;36,0;Reprovada
AP01722;VG01722;Diretoria;25,2;Aprovada
AP01723;VG01723;Gestor;8,4;Reprovada
AP01724;VG01724;Gestor;6,2;Aprovada
AP01725;VG01725;Gestor;22,9;Aprovada
AP01726;VG01726;Gestor;11,7;Aprovada
AP01727;VG01727;Gestor;12,0;Aprovada
AP01728;VG01728;Gestor;14,1;Aprovada
AP01729;VG01729;Gestor;15,2;Aprovada
AP01730;VG01730;Gestor;4,0;Aprovada
AP01731;VG01731;Gestor;11,1;Aprovada
AP01732;VG01732;Gestor;15,5;Aprovada
AP01733;VG01733;Diretoria;3,2;Aprovada
AP01734;VG01734;Gestor;19,6;Aprovada
AP01735;VG01735;Diretoria;19,5;Aprovada
AP01736;VG01736;Diretoria;17,1;Aprovada
AP01737;VG01737;Diretoria;22,4;Aprovada
AP01738;VG01738;Gestor;11,6;Aprovada
AP01739;VG01739;Diretoria;16,5;Aprovada
AP01740;VG01740;Diretoria;7,5;Aprovada
AP01741;VG01741;Gestor;39,4;Aprovada
AP01742;VG01742;Diretoria;15,1;Aprovada
AP01743;VG01743;Gestor;11,0;Aprovada
AP01744;VG01744;Gestor;24,7;Aprovada
AP01745;VG01745;Gestor;34,7;Aprovada
AP01746;VG01746;Gestor;4,1;Aprovada
AP01747;VG01747;Gestor;30,6;Aprovada
AP01748;VG01748;Diretoria;16,6;Aprovada
AP01749;VG01749;Diretoria;10,3;Aprovada
AP01750;VG01750;Gestor;13,2;Reprovada
AP01751;VG01751;Diretoria;27,7;Aprovada
AP01752;VG01752;Diretoria;27,1;Reprovada
AP01753;VG01753;Gestor;16,9;Aprovada
AP01754;VG01754;Gestor;10,7;Reprovada
AP01755;VG01755;Diretoria;6,2;Aprovada
AP01756;VG01756;Diretoria;7,6;Aprovada
AP01757;VG01757;Gestor;5,5;Aprovada
AP01758;VG01758;Diretoria;3,8;Aprovada
AP01759;VG01759;Gestor;18,6;Aprovada
AP01760;VG01760;Diretoria;9,1;Aprovada
AP01761;VG01761;Diretoria;15,7;Aprovada
AP01762;VG01762;Gestor;5,0;Aprovada
AP01763;VG01763;Diretoria;26,5;Aprovada
AP01764;VG01764;Diretoria;4,0;Reprovada
AP01765;VG01765;Diretoria;34,3;Aprovada
AP01766;VG01766;Gestor;39,7;Aprovada
AP01767;VG01767;Diretoria;17,7;Aprovada
AP01768;VG01768;Gestor;8,1;Aprovada
AP01769;VG01769;Gestor;7,0;Aprovada
AP01770;VG01770;Diretoria;16,4;Reprovada
AP01771;VG01771;Diretoria;25,1;Aprovada
AP01772;VG01772;Gestor;20,5;Aprovada
AP01773;VG01773;Diretoria;23,7;Aprovada
AP01774;VG01774;Diretoria;26,3;Aprovada
AP01775;VG01775;Diretoria;6,9;Aprovada
AP01776;VG01776;Gestor;41,8;Aprovada
AP01777;VG01777;Diretoria;21,3;Reprovada
AP01778;VG01778;Diretoria;3,8;Aprovada
AP01779;VG01779;Gestor;10,4;Aprovada
AP01780;VG01780;Diretoria;4,3;Aprovada
AP01781;VG01781;Gestor;13,8;Aprovada
AP01782;VG01782;Gestor;31,9;Aprovada
AP01783;VG01783;Diretoria;14,7;Aprovada
AP01784;VG01784;Gestor;10,6;Aprovada
AP01785;VG01785;Diretoria;3,9;Aprovada
AP01786;VG01786;Diretoria;11,7;Aprovada
AP01787;VG01787;Diretoria;21,1;Aprovada
AP01788;VG01788;Diretoria;5,4;Aprovada
AP01789;VG01789;Gestor;9,5;Aprovada
AP01790;VG01790;Diretoria;18,3;Aprovada
AP01791;VG01791;Gestor;11,8;Aprovada
AP01792;VG01792;Diretoria;4,6;Aprovada
AP01793;VG01793;Diretoria;14,1;Aprovada
AP01794;VG01794;Gestor;3,4;Aprovada
AP01795;VG01795;Gestor;19,6;Aprovada
AP01796;VG01796;Gestor;1,8;Aprovada
AP01797;VG01797;Diretoria;5,9;Aprovada
AP01798;VG01798;Gestor;10,0;Aprovada
AP01799;VG01799;Gestor;19,2;Aprovada
AP01800;VG01800;Gestor;27,7;Aprovada
AP01801;VG01801;Gestor;9,7;Aprovada
AP01802;VG01802;Diretoria;11,6;Aprovada
AP01803;VG01803;Diretoria;70,6;Aprovada
AP01804;VG01804;Diretoria;20,7;Aprovada
AP01805;VG01805;Diretoria;12,0;Aprovada
AP01806;VG01806;Diretoria;4,8;Aprovada
AP01807;VG01807;Gestor;20,8;Aprovada
AP01808;VG01808;Diretoria;2,4;Aprovada
AP01809;VG01809;Gestor;8,9;Aprovada
AP01810;VG01810;Diretoria;41,5;Aprovada
AP01811;VG01811;Diretoria;21,1;Aprovada
AP01812;VG01812;Diretoria;4,2;Aprovada
AP01813;VG01813;Gestor;17,6;Aprovada
AP01814;VG01814;Gestor;8,4;Aprovada
AP01815;VG01815;Gestor;15,0;Aprovada
AP01816;VG01816;Gestor;3,1;Aprovada
AP01817;VG01817;Diretoria;44,8;Aprovada
AP01818;VG01818;Diretoria;20,6;Reprovada
AP01819;VG01819;Diretoria;16,7;Aprovada
AP01820;VG01820;Gestor;13,0;Aprovada
AP01821;VG01821;Gestor;16,9;Aprovada
AP01822;VG01822;Diretoria;57,4;Aprovada
AP01823;VG01823;Diretoria;24,9;Aprovada
AP01824;VG01824;Gestor;23,0;Aprovada
AP01825;VG01825;Diretoria;15,7;Aprovada
AP01826;VG01826;Gestor;34,6;Aprovada
AP01827;VG01827;Diretoria;22,4;Aprovada
AP01828;VG01828;Diretoria;19,2;Aprovada
AP01829;VG01829;Diretoria;11,6;Aprovada
AP01830;VG01830;Diretoria;21,3;Aprovada
AP01831;VG01831;Gestor;21,0;Aprovada
AP01832;VG01832;Gestor;9,1;Aprovada
AP01833;VG01833;Gestor;4,3;Aprovada
AP01834;VG01834;Diretoria;16,8;Aprovada
AP01835;VG01835;Diretoria;10,5;Aprovada
AP01836;VG01836;Diretoria;14,5;Aprovada
AP01837;VG01837;Gestor;24,5;Aprovada
AP01838;VG01838;Gestor;13,7;Aprovada
AP01839;VG01839;Diretoria;26,1;Aprovada
AP01840;VG01840;Gestor;9,5;Aprovada
AP01841;VG01841;Gestor;24,7;Aprovada
AP01842;VG01842;Gestor;23,6;Aprovada
AP01843;VG01843;Gestor;10,5;Aprovada
AP01844;VG01844;Diretoria;17,7;Aprovada
AP01845;VG01845;Gestor;9,6;Aprovada
AP01846;VG01846;Diretoria;14,2;Aprovada
AP01847;VG01847;Gestor;43,6;Aprovada
AP01848;VG01848;Gestor;4,7;Aprovada
AP01849;VG01849;Gestor;4,1;Aprovada
AP01850;VG01850;Diretoria;10,6;Aprovada
AP01851;VG01851;Diretoria;15,4;Aprovada
AP01852;VG01852;Diretoria;14,0;Aprovada
AP01853;VG01853;Diretoria;39,2;Aprovada
AP01854;VG01854;Diretoria;9,8;Aprovada
AP01855;VG01855;Diretoria;2,6;Aprovada
AP01856;VG01856;Gestor;12,5;Aprovada
AP01857;VG01857;Gestor;8,3;Aprovada
AP01858;VG01858;Gestor;34,6;Aprovada
AP01859;VG01859;Diretoria;38,2;Aprovada
AP01860;VG01860;Diretoria;14,1;Reprovada
AP01861;VG01861;Diretoria;15,9;Aprovada
AP01862;VG01862;Gestor;25,6;Aprovada
AP01863;VG01863;Gestor;11,3;Aprovada
AP01864;VG01864;Gestor;15,2;Aprovada
AP01865;VG01865;Gestor;20,8;Aprovada
AP01866;VG01866;Diretoria;24,7;Aprovada
AP01867;VG01867;Gestor;38,7;Aprovada
AP01868;VG01868;Diretoria;44,5;Aprovada
AP01869;VG01869;Gestor;20,2;Aprovada
AP01870;VG01870;Gestor;13,7;Aprovada
AP01871;VG01871;Gestor;12,4;Aprovada
AP01872;VG01872;Diretoria;4,0;Aprovada
AP01873;VG01873;Gestor;1,3;Aprovada
AP01874;VG01874;Diretoria;17,1;Aprovada
AP01875;VG01875;Diretoria;14,4;Aprovada
AP01876;VG01876;Gestor;14,2;Aprovada
AP01877;VG01877;Diretoria;25,7;Aprovada
AP01878;VG01878;Gestor;16,5;Aprovada
AP01879;VG01879;Diretoria;9,9;Aprovada
AP01880;VG01880;Gestor;27,2;Aprovada
AP01881;VG01881;Diretoria;9,1;Aprovada
AP01882;VG01882;Diretoria;7,8;Aprovada
AP01883;VG01883;Gestor;15,2;Aprovada
AP01884;VG01884;Gestor;8,2;Reprovada
AP01885;VG01885;Diretoria;10,1;Aprovada
AP01886;VG01886;Gestor;58,8;Aprovada
AP01887;VG01887;Diretoria;7,3;Aprovada
AP01888;VG01888;Gestor;54,8;Reprovada
AP01889;VG01889;Gestor;11,4;Aprovada
AP01890;VG01890;Diretoria;21,8;Aprovada
AP01891;VG01891;Diretoria;57,1;Reprovada
AP01892;VG01892;Diretoria;17,7;Aprovada
AP01893;VG01893;Gestor;22,1;Aprovada
AP01894;VG01894;Gestor;1,7;Aprovada
AP01895;VG01895;Diretoria;49,5;Aprovada
AP01896;VG01896;Diretoria;3,3;Aprovada
AP01897;VG01897;Diretoria;27,3;Aprovada
AP01898;VG01898;Diretoria;17,6;Aprovada
AP01899;VG01899;Diretoria;22,5;Aprovada
AP01900;VG01900;Diretoria;8,4;Aprovada
AP01901;VG01901;Diretoria;17,7;Aprovada
AP01902;VG01902;Diretoria;26,6;Aprovada
AP01903;VG01903;Diretoria;28,0;Aprovada
AP01904;VG01904;Diretoria;10,0;Aprovada
AP01905;VG01905;Gestor;55,9;Aprovada
AP01906;VG01906;Diretoria;7,3;Reprovada
AP01907;VG01907;Diretoria;7,3;Aprovada
AP01908;VG01908;Diretoria;21,5;Aprovada
AP01909;VG01909;Diretoria;12,8;Aprovada
AP01910;VG01910;Gestor;6,5;Aprovada
AP01911;VG01911;Gestor;25,5;Aprovada
AP01912;VG01912;Gestor;18,2;Aprovada
AP01913;VG01913;Gestor;18,3;Aprovada
AP01914;VG01914;Diretoria;7,6;Aprovada
AP01915;VG01915;Diretoria;9,3;Aprovada
AP01916;VG01916;Diretoria;4,6;Aprovada
AP01917;VG01917;Gestor;8,2;Aprovada
AP01918;VG01918;Diretoria;21,1;Aprovada
AP01919;VG01919;Gestor;5,2;Aprovada
AP01920;VG01920;Diretoria;9,0;Aprovada
AP01921;VG01921;Diretoria;24,6;Aprovada
AP01922;VG01922;Gestor;39,8;Aprovada
AP01923;VG01923;Gestor;28,1;Aprovada
AP01924;VG01924;Diretoria;10,3;Aprovada
AP01925;VG01925;Diretoria;5,9;Aprovada
AP01926;VG01926;Gestor;20,7;Aprovada
AP01927;VG01927;Gestor;26,5;Aprovada
AP01928;VG01928;Diretoria;4,5;Aprovada
AP01929;VG01929;Diretoria;28,1;Aprovada
AP01930;VG01930;Gestor;32,5;Aprovada
AP01931;VG01931;Gestor;15,5;Reprovada
AP01932;VG01932;Diretoria;38,0;Aprovada
AP01933;VG01933;Gestor;39,1;Aprovada
AP01934;VG01934;Diretoria;13,0;Aprovada
AP01935;VG01935;Gestor;28,3;Aprovada
AP01936;VG01936;Diretoria;10,5;Aprovada
AP01937;VG01937;Gestor;4,0;Aprovada
AP01938;VG01938;Diretoria;30,8;Aprovada
AP01939;VG01939;Diretoria;1,8;Aprovada
AP01940;VG01940;Diretoria;15,4;Aprovada
AP01941;VG01941;Diretoria;13,9;Aprovada
AP01942;VG01942;Gestor;31,5;Aprovada
AP01943;VG01943;Gestor;11,9;Aprovada
AP01944;VG01944;Diretoria;4,6;Aprovada
AP01945;VG01945;Diretoria;9,4;Aprovada
AP01946;VG01946;Diretoria;14,4;Aprovada
AP01947;VG01947;Diretoria;20,3;Aprovada
AP01948;VG01948;Diretoria;17,3;Aprovada
AP01949;VG01949;Gestor;21,8;Aprovada
AP01950;VG01950;Gestor;3,8;Aprovada
AP01951;VG01951;Gestor;16,5;Aprovada
AP01952;VG01952;Gestor;15,0;Reprovada
AP01953;VG01953;Gestor;28,1;Aprovada
AP01954;VG01954;Diretoria;9,2;Aprovada
AP01955;VG01955;Gestor;9,9;Aprovada
AP01956;VG01956;Gestor;13,6;Aprovada
AP01957;VG01957;Gestor;6,9;Reprovada
AP01958;VG01958;Gestor;17,2;Aprovada
AP01959;VG01959;Gestor;17,4;Aprovada
AP01960;VG01960;Gestor;12,4;Aprovada
AP01961;VG01961;Gestor;33,8;Aprovada
AP01962;VG01962;Gestor;3,6;Aprovada
AP01963;VG01963;Diretoria;2,7;Aprovada
AP01964;VG01964;Gestor;7,2;Aprovada
AP01965;VG01965;Gestor;31,4;Aprovada
AP01966;VG01966;Diretoria;6,9;Aprovada
AP01967;VG01967;Gestor;5,3;Aprovada
AP01968;VG01968;Gestor;11,7;Aprovada
AP01969;VG01969;Diretoria;5,2;Aprovada
AP01970;VG01970;Gestor;30,2;Aprovada
AP01971;VG01971;Diretoria;6,4;Aprovada
AP01972;VG01972;Diretoria;16,4;Aprovada
AP01973;VG01973;Diretoria;55,7;Aprovada
AP01974;VG01974;Gestor;13,1;Aprovada
AP01975;VG01975;Diretoria;6,7;Aprovada
AP01976;VG01976;Diretoria;17,4;Reprovada
AP01977;VG01977;Gestor;4,6;Aprovada
AP01978;VG01978;Diretoria;14,5;Aprovada
AP01979;VG01979;Gestor;8,2;Aprovada
AP01980;VG01980;Gestor;45,7;Aprovada
AP01981;VG01981;Diretoria;10,1;Aprovada
AP01982;VG01982;Gestor;23,6;Aprovada
AP01983;VG01983;Gestor;15,2;Aprovada
AP01984;VG01984;Diretoria;7,7;Aprovada
AP01985;VG01985;Gestor;12,1;Aprovada
AP01986;VG01986;Gestor;10,0;Aprovada
AP01987;VG01987;Gestor;10,5;Aprovada
AP01988;VG01988;Gestor;73,8;Aprovada
AP01989;VG01989;Diretoria;3,3;Aprovada
AP01990;VG01990;Diretoria;11,9;Aprovada
AP01991;VG01991;Gestor;17,7;Aprovada
AP01992;VG01992;Gestor;11,9;Aprovada
AP01993;VG01993;Diretoria;11,9;Aprovada
AP01994;VG01994;Diretoria;13,1;Aprovada
AP01995;VG01995;Diretoria;10,7;Aprovada
AP01996;VG01996;Diretoria;17,9;Aprovada
AP01997;VG01997;Diretoria;18,3;Aprovada
AP01998;VG01998;Gestor;9,3;Aprovada
AP01999;VG01999;Gestor;37,3;Aprovada
AP02000;VG02000;Diretoria;5,1;Reprovada
AP02001;VG02001;Diretoria;21,3;Reprovada
AP02002;VG02002;Gestor;19,6;Aprovada
AP02003;VG02003;Diretoria;19,7;Aprovada
AP02004;VG02004;Diretoria;63,9;Aprovada
AP02005;VG02005;Diretoria;3,2;Aprovada
AP02006;VG02006;Diretoria;15,0;Aprovada
AP02007;VG02007;Gestor;35,6;Aprovada
AP02008;VG02008;Gestor;4,8;Aprovada
AP02009;VG02009;Gestor;18,8;Aprovada
AP02010;VG02010;Gestor;29,1;Aprovada
AP02011;VG02011;Diretoria;12,1;Aprovada
AP02012;VG02012;Diretoria;21,5;Reprovada
AP02013;VG02013;Diretoria;22,9;Aprovada
AP02014;VG02014;Diretoria;17,5;Aprovada
AP02015;VG02015;Gestor;9,2;Aprovada
AP02016;VG02016;Gestor;18,3;Aprovada
AP02017;VG02017;Diretoria;11,4;Aprovada
AP02018;VG02018;Diretoria;8,4;Aprovada
AP02019;VG02019;Diretoria;3,2;Reprovada
AP02020;VG02020;Gestor;6,6;Aprovada
AP02021;VG02021;Gestor;25,9;Aprovada
AP02022;VG02022;Gestor;12,7;Aprovada
AP02023;VG02023;Diretoria;24,0;Aprovada
AP02024;VG02024;Diretoria;16,1;Aprovada
AP02025;VG02025;Diretoria;25,9;Aprovada
AP02026;VG02026;Diretoria;8,9;Aprovada
AP02027;VG02027;Gestor;27,8;Aprovada
AP02028;VG02028;Diretoria;4,5;Aprovada
AP02029;VG02029;Gestor;9,5;Aprovada
AP02030;VG02030;Diretoria;22,5;Aprovada
AP02031;VG02031;Gestor;6,8;Aprovada
AP02032;VG02032;Gestor;17,1;Aprovada
AP02033;VG02033;Gestor;14,0;Aprovada
AP02034;VG02034;Gestor;19,6;Aprovada
AP02035;VG02035;Gestor;7,0;Reprovada
AP02036;VG02036;Diretoria;29,8;Aprovada
AP02037;VG02037;Gestor;17,3;Aprovada
AP02038;VG02038;Diretoria;23,4;Aprovada
AP02039;VG02039;Gestor;12,2;Aprovada
AP02040;VG02040;Gestor;41,0;Aprovada
AP02041;VG02041;Diretoria;20,5;Aprovada
AP02042;VG02042;Diretoria;14,2;Aprovada
AP02043;VG02043;Gestor;19,3;Aprovada
AP02044;VG02044;Gestor;14,6;Aprovada
AP02045;VG02045;Diretoria;39,0;Aprovada
AP02046;VG02046;Gestor;26,7;Aprovada
AP02047;VG02047;Gestor;15,2;Aprovada
AP02048;VG02048;Diretoria;18,3;Aprovada
AP02049;VG02049;Diretoria;34,4;Aprovada
AP02050;VG02050;Diretoria;5,6;Aprovada
AP02051;VG02051;Gestor;6,0;Aprovada
AP02052;VG02052;Diretoria;5,1;Aprovada
AP02053;VG02053;Diretoria;16,6;Aprovada
AP02054;VG02054;Gestor;12,1;Aprovada
AP02055;VG02055;Gestor;27,4;Aprovada
AP02056;VG02056;Gestor;1,1;Aprovada
AP02057;VG02057;Gestor;28,0;Aprovada
AP02058;VG02058;Diretoria;37,4;Aprovada
AP02059;VG02059;Diretoria;16,5;Aprovada
AP02060;VG02060;Gestor;2,6;Aprovada
AP02061;VG02061;Gestor;5,3;Aprovada
AP02062;VG02062;Gestor;26,4;Aprovada
AP02063;VG02063;Gestor;24,3;Aprovada
AP02064;VG02064;Gestor;40,9;Aprovada
AP02065;VG02065;Gestor;4,0;Aprovada
AP02066;VG02066;Diretoria;3,1;Aprovada
AP02067;VG02067;Diretoria;6,3;Aprovada
AP02068;VG02068;Diretoria;4,1;Aprovada
AP02069;VG02069;Diretoria;10,3;Aprovada
AP02070;VG02070;Gestor;3,4;Aprovada
AP02071;VG02071;Diretoria;11,4;Aprovada
AP02072;VG02072;Gestor;1,6;Aprovada
AP02073;VG02073;Diretoria;11,4;Aprovada
AP02074;VG02074;Gestor;8,7;Aprovada
AP02075;VG02075;Diretoria;4,4;Aprovada
AP02076;VG02076;Gestor;29,0;Aprovada
AP02077;VG02077;Diretoria;10,8;Aprovada
AP02078;VG02078;Gestor;6,9;Aprovada
AP02079;VG02079;Diretoria;10,4;Aprovada
AP02080;VG02080;Diretoria;12,1;Reprovada
AP02081;VG02081;Gestor;9,7;Aprovada
AP02082;VG02082;Gestor;32,7;Aprovada
AP02083;VG02083;Gestor;22,9;Aprovada
AP02084;VG02084;Diretoria;6,1;Aprovada
AP02085;VG02085;Diretoria;24,9;Aprovada
AP02086;VG02086;Diretoria;4,3;Reprovada
AP02087;VG02087;Gestor;7,2;Aprovada
AP02088;VG02088;Gestor;15,5;Reprovada
AP02089;VG02089;Diretoria;2,8;Aprovada
AP02090;VG02090;Diretoria;26,5;Aprovada
AP02091;VG02091;Gestor;27,4;Aprovada
AP02092;VG02092;Gestor;10,9;Reprovada
AP02093;VG02093;Diretoria;9,2;Aprovada
AP02094;VG02094;Gestor;13,0;Aprovada
AP02095;VG02095;Gestor;17,4;Aprovada
AP02096;VG02096;Gestor;18,1;Aprovada
AP02097;VG02097;Gestor;4,4;Aprovada
AP02098;VG02098;Diretoria;37,3;Aprovada
AP02099;VG02099;Diretoria;5,0;Aprovada
AP02100;VG02100;Gestor;2,7;Aprovada
AP02101;VG02101;Diretoria;13,7;Aprovada
AP02102;VG02102;Diretoria;1,8;Aprovada
AP02103;VG02103;Gestor;17,6;Aprovada
AP02104;VG02104;Diretoria;17,9;Aprovada
AP02105;VG02105;Gestor;13,8;Aprovada
AP02106;VG02106;Gestor;23,1;Aprovada
AP02107;VG02107;Diretoria;7,0;Aprovada
AP02108;VG02108;Diretoria;6,6;Aprovada
AP02109;VG02109;Gestor;11,0;Aprovada
AP02110;VG02110;Diretoria;24,8;Aprovada
AP02111;VG02111;Gestor;22,4;Aprovada
AP02112;VG02112;Gestor;7,1;Aprovada
AP02113;VG02113;Gestor;8,3;Aprovada
AP02114;VG02114;Diretoria;22,4;Aprovada
AP02115;VG02115;Gestor;6,2;Aprovada
AP02116;VG02116;Gestor;3,7;Aprovada
AP02117;VG02117;Gestor;6,2;Aprovada
AP02118;VG02118;Diretoria;14,5;Aprovada
AP02119;VG02119;Gestor;5,3;Aprovada
AP02120;VG02120;Diretoria;22,3;Aprovada
AP02121;VG02121;Diretoria;21,3;Aprovada
AP02122;VG02122;Gestor;18,3;Aprovada
AP02123;VG02123;Gestor;25,9;Aprovada
AP02124;VG02124;Diretoria;8,0;Aprovada
AP02125;VG02125;Diretoria;24,2;Reprovada
AP02126;VG02126;Gestor;7,1;Aprovada
AP02127;VG02127;Gestor;47,0;Aprovada
AP02128;VG02128;Gestor;41,9;Aprovada
AP02129;VG02129;Gestor;6,9;Aprovada
AP02130;VG02130;Diretoria;2,4;Aprovada
AP02131;VG02131;Gestor;6,7;Aprovada
AP02132;VG02132;Gestor;10,2;Reprovada
AP02133;VG02133;Gestor;26,2;Aprovada
AP02134;VG02134;Gestor;17,1;Aprovada
AP02135;VG02135;Gestor;34,9;Reprovada
AP02136;VG02136;Diretoria;25,7;Aprovada
AP02137;VG02137;Gestor;8,0;Aprovada
AP02138;VG02138;Diretoria;4,8;Aprovada
AP02139;VG02139;Gestor;11,0;Aprovada
AP02140;VG02140;Diretoria;3,3;Aprovada
AP02141;VG02141;Gestor;23,4;Aprovada
AP02142;VG02142;Gestor;68,7;Aprovada
AP02143;VG02143;Gestor;36,0;Aprovada
AP02144;VG02144;Diretoria;7,9;Aprovada
AP02145;VG02145;Diretoria;19,1;Aprovada
AP02146;VG02146;Gestor;9,2;Aprovada
AP02147;VG02147;Gestor;18,5;Aprovada
AP02148;VG02148;Gestor;3,2;Aprovada
AP02149;VG02149;Diretoria;24,4;Aprovada
AP02150;VG02150;Gestor;27,7;Aprovada
AP02151;VG02151;Diretoria;15,6;Aprovada
AP02152;VG02152;Gestor;13,8;Aprovada
AP02153;VG02153;Gestor;15,3;Aprovada
AP02154;VG02154;Diretoria;26,6;Reprovada
AP02155;VG02155;Gestor;14,7;Aprovada
AP02156;VG02156;Gestor;24,0;Aprovada
AP02157;VG02157;Diretoria;4,7;Aprovada
AP02158;VG02158;Gestor;3,8;Aprovada
AP02159;VG02159;Gestor;37,5;Aprovada
AP02160;VG02160;Gestor;9,9;Aprovada
AP02161;VG02161;Gestor;3,6;Aprovada
AP02162;VG02162;Gestor;49,3;Aprovada
AP02163;VG02163;Diretoria;8,1;Aprovada
AP02164;VG02164;Diretoria;20,1;Aprovada
AP02165;VG02165;Gestor;7,1;Aprovada
AP02166;VG02166;Gestor;10,1;Aprovada
AP02167;VG02167;Gestor;15,5;Aprovada
AP02168;VG02168;Diretoria;2,9;Aprovada
AP02169;VG02169;Diretoria;15,6;Reprovada
AP02170;VG02170;Gestor;5,3;Aprovada
AP02171;VG02171;Diretoria;10,8;Aprovada
AP02172;VG02172;Gestor;11,2;Aprovada
AP02173;VG02173;Gestor;18,6;Aprovada
AP02174;VG02174;Gestor;30,1;Aprovada
AP02175;VG02175;Diretoria;12,0;Aprovada
AP02176;VG02176;Gestor;23,1;Aprovada
AP02177;VG02177;Diretoria;16,9;Aprovada
AP02178;VG02178;Gestor;6,0;Aprovada
AP02179;VG02179;Gestor;18,1;Aprovada
AP02180;VG02180;Gestor;28,6;Reprovada
AP02181;VG02181;Gestor;5,9;Aprovada
AP02182;VG02182;Diretoria;43,9;Aprovada
AP02183;VG02183;Diretoria;18,7;Aprovada
AP02184;VG02184;Gestor;43,7;Aprovada
AP02185;VG02185;Gestor;17,5;Aprovada
AP02186;VG02186;Gestor;5,1;Aprovada
AP02187;VG02187;Gestor;27,9;Aprovada
AP02188;VG02188;Gestor;19,5;Aprovada
AP02189;VG02189;Diretoria;4,5;Aprovada
