lote_id,produto_id,unidade_id,data_inicio,quantidade_planejada,quantidade_produzida,horas_planejadas,horas_reais,refugo_kg,consumo_energia_kwh,consumo_agua_l,rendimento_pct,refugo_pct,produtividade_kg_h
L003609,P001,U01,2025-10-03,1682.75,1494.01,12.56,14.15,47.53,756.98,1157.28,0.887838359827663,0.03181370941292227,105.58374558303886
L003610,P004,U01,2024-09-19,677.12,659.73,4.04,4.42,2.7,318.95,1749.74,0.9743176984877127,0.004092583329543905,149.2601809954751
L003611,P006,U01,2025-09-18,581.46,585.79,3.55,3.62,20.05,235.61,702.97,1.0074467719189626,0.034227282814660545,161.82044198895025
L003612,P008,U03,2026-01-12,810.69,797.52,4.63,4.33,21.5,283.9,883.73,0.9837545794323354,0.026958571571872807,184.18475750577366
L003613,P002,U01,2025-04-25,1325.65,1175.0,8.88,9.43,37.1,453.06,2858.51,0.8863576358767397,0.03157446808510638,124.60233297985154
L003614,P002,U02,2024-04-20,293.0,261.47,1.47,1.33,3.86,80.55,623.67,0.8923890784982936,0.01476268788006272,196.593984962406
L003615,P003,U03,2026-07-17,1998.83,2028.36,10.34,11.19,65.57,527.56,5242.86,1.0147736425809097,0.03232660868879291,181.26541554959786
L003616,P007,U03,2024-05-12,1565.57,1388.4,7.6,10.23,28.78,397.57,1743.5,0.8868335494420564,0.0207288965715932,135.71847507331378
L003617,P006,U01,2025-10-11,1706.31,1618.01,8.91,8.75,35.72,842.05,1194.89,0.9482509039975151,0.022076501381326444,184.91542857142858
L003618,P003,U02,2025-03-19,1536.67,1358.44,8.1,10.07,19.23,484.65,2129.84,0.884015435975193,0.014155943582344453,134.8997020854022
L003619,P004,U01,2026-07-07,424.91,406.92,2.12,2.19,17.88,150.94,935.63,0.9576616224612271,0.04393984075493954,185.8082191780822
L003620,P003,U03,2025-02-11,1425.06,1380.49,8.05,10.64,61.42,825.91,3474.81,0.9687241238965377,0.044491448688509155,129.74530075187968
L003621,P007,U03,2024-07-11,1591.84,1629.93,7.71,8.44,71.55,782.62,4002.76,1.0239282842496735,0.043897590694078885,193.1196682464455
L003622,P002,U02,2024-02-28,1774.05,1695.22,13.22,12.42,13.0,488.04,1425.26,0.9555649502550662,0.007668621181911492,136.49114331723027
L003623,P003,U01,2025-11-18,1093.45,980.84,8.13,9.83,38.28,603.55,836.65,0.8970140381361745,0.03902777211369846,99.78026449643947
L003624,P003,U02,2025-02-22,2198.0,2013.53,13.42,14.65,85.79,811.52,5149.22,0.916073703366697,0.042606765233197424,137.4423208191126
L003625,P007,U03,2025-02-13,478.31,417.58,3.44,4.09,8.68,223.75,993.87,0.873032133971692,0.02078643613199866,102.09779951100245
L003626,P001,U03,2024-04-23,1336.79,1329.17,9.33,12.22,35.38,494.47,2238.51,0.9942997778259862,0.02661811506428824,108.77004909983633
L003627,P005,U02,2024-02-17,2187.0,1936.88,14.29,18.97,44.56,618.57,3539.47,0.8856332876085963,0.023006071620337864,102.1022667369531
L003628,P005,U03,2025-08-07,1180.0,1118.9,7.24,8.36,36.23,556.68,2413.26,0.9482203389830509,0.03238001608722852,133.8397129186603
L003629,P005,U01,2026-07-17,1474.24,1468.27,8.95,8.25,39.17,493.63,3101.36,0.9959504558280877,0.026677654654797826,177.9721212121212
L003630,P006,U02,2026-01-21,1833.26,1795.37,11.18,12.9,72.38,692.43,3070.65,0.9793319005487492,0.040314809760662144,139.17596899224804
L003631,P008,U03,2025-11-18,799.52,714.29,5.94,5.46,5.81,185.97,1363.01,0.8933985391234741,0.008133951196292823,130.82234432234432
L003632,P008,U02,2024-05-18,1767.79,1681.27,11.19,14.51,59.84,907.97,2413.32,0.951057535114465,0.03559214165482046,115.8697450034459
L003633,P007,U03,2024-10-22,921.85,834.43,4.8,5.87,31.3,199.66,1256.36,0.9051689537343385,0.03751063600302003,142.15161839863714
L003634,P008,U01,2024-07-01,2004.78,1814.24,13.33,13.98,73.04,736.49,2647.35,0.9049571524057503,0.04025928212364406,129.77396280400572
L003635,P002,U02,2026-07-04,239.2,220.76,1.87,2.32,3.32,57.34,310.04,0.9229096989966555,0.015038956332668961,95.15517241379311
L003636,P004,U02,2025-05-09,591.0,607.93,3.33,4.23,10.14,282.27,1028.26,1.0286463620981388,0.016679551922096296,143.7186761229314
L003637,P004,U03,2026-03-24,1488.75,1366.71,8.19,10.7,26.72,674.14,1943.48,0.9180251889168766,0.019550599615134154,127.72990654205609
L003638,P002,U03,2024-12-26,1568.16,1560.71,10.36,11.16,33.16,618.11,2219.99,0.9952492092643608,0.021246740265648323,139.84856630824373
L003639,P007,U02,2024-02-05,564.39,507.06,2.99,2.92,13.21,257.31,667.75,0.8984213044171584,0.026052143730524988,173.65068493150685
L003640,P001,U01,2026-06-16,259.95,258.62,1.59,2.08,5.09,115.36,645.26,0.99488363146759,0.019681385817028843,124.33653846153845
L003641,P005,U02,2024-03-30,331.57,325.81,1.66,2.14,6.56,115.28,834.66,0.9826281026630878,0.020134434179429728,152.24766355140187
L003642,P001,U01,2025-04-10,840.64,821.9,5.39,6.77,29.95,395.81,1760.05,0.9777074609821088,0.03643995619905098,121.40324963072379
L003643,P005,U03,2025-09-01,1370.39,1400.72,8.23,7.81,36.92,830.53,3551.65,1.0221323856712323,0.026357873093837456,179.34955185659413
L003644,P001,U01,2025-10-30,928.68,916.01,5.51,5.21,15.03,489.29,1176.63,0.986356979799285,0.016408117815307693,175.8176583493282
L003645,P005,U03,2026-06-06,1373.41,1214.71,6.59,7.39,33.38,486.7,3225.98,0.884448198280193,0.02747980999580147,164.37212449255753
L003646,P008,U03,2025-02-27,769.17,687.8,5.82,7.63,21.25,329.67,1489.38,0.8942106426407687,0.030895609188717654,90.14416775884665
L003647,P006,U02,2024-06-04,2084.66,2022.36,15.61,17.05,33.95,632.6,3200.59,0.9701150307484194,0.01678731778713978,118.61348973607038
L003648,P001,U01,2026-06-28,1622.66,1581.99,9.19,12.14,13.77,528.25,3229.77,0.9749362158431217,0.008704226954658374,130.31219110378913
L003649,P004,U02,2024-10-12,236.67,233.97,1.32,1.65,4.51,92.22,568.86,0.9885917099759158,0.01927597555242125,141.8
L003650,P002,U01,2026-04-10,937.96,860.8,5.94,7.3,14.69,419.93,1511.09,0.9177363640240521,0.017065520446096653,117.91780821917808
L003651,P006,U03,2025-09-27,397.9,399.6,1.98,1.93,4.85,163.64,514.15,1.004272430258859,0.012137137137137136,207.04663212435236
L003652,P004,U02,2024-11-23,1741.96,1614.82,14.26,19.05,32.36,564.02,1231.48,0.9270132494431559,0.020039385194634697,84.76745406824146
L003653,P008,U03,2024-12-28,1192.62,1171.38,8.4,8.64,14.98,322.6,855.07,0.9821904713991046,0.012788335126090592,135.57638888888889
L003654,P005,U01,2026-03-09,1471.89,1440.87,7.56,9.39,4.82,431.17,3388.28,0.9789250555408351,0.003345201163186131,153.4472843450479
L003655,P002,U02,2026-04-12,833.09,734.6,6.87,7.18,12.23,196.19,862.83,0.8817774790238749,0.016648516199292133,102.31197771587745
L003656,P005,U02,2024-05-01,309.91,292.36,2.01,1.93,7.42,82.05,781.46,0.9433706559969023,0.025379668901354492,151.4818652849741
L003657,P006,U01,2025-03-21,452.43,402.98,3.17,3.03,12.6,226.59,827.96,0.8907013239617179,0.03126706040001985,132.996699669967
L003658,P002,U01,2025-10-19,462.61,438.57,3.45,3.71,10.62,184.66,842.4,0.948033981107196,0.02421506258978042,118.21293800539084
L003659,P003,U03,2024-04-29,1958.89,2001.98,11.57,15.45,49.66,1232.36,3816.95,1.021997151448014,0.0248054426118143,129.57799352750808
L003660,P005,U02,2025-07-13,378.27,370.22,2.21,2.2,15.2,122.83,983.82,0.9787189044862137,0.041056669007617085,168.28181818181818
L003661,P007,U02,2024-10-20,1754.14,1535.23,10.65,10.67,55.41,784.35,3608.81,0.8752038035732609,0.03609231190114836,143.88284910965322
L003662,P003,U02,2025-05-04,2016.86,2046.37,15.58,17.81,81.42,640.95,4612.1,1.01463165514711,0.03978752620493851,114.90005614823133
L003663,P005,U01,2026-01-13,2192.17,1906.72,16.92,16.36,11.06,1053.53,3654.05,0.8697865585242021,0.005800537047914744,116.5476772616137
L003664,P005,U02,2024-01-03,1372.74,1222.97,9.97,10.9,2.83,558.5,2444.75,0.890897038040707,0.0023140387744588994,112.19908256880734
L003665,P008,U01,2025-08-28,777.99,748.83,3.86,4.13,11.93,421.81,1974.1,0.9625187984421394,0.01593151983761334,181.31476997578693
L003666,P002,U03,2025-01-15,1317.09,1269.34,9.77,11.82,50.38,367.47,2511.04,0.9637458336180519,0.03968991759497062,107.3891708967851
L003667,P007,U01,2026-04-28,1823.05,1721.51,9.43,10.47,41.73,591.98,4374.57,0.9443021310441294,0.024240347137106377,164.42311365807066
L003668,P007,U02,2025-11-24,490.04,483.57,3.57,3.6,13.26,262.77,1223.83,0.9867969961635784,0.027421055896767788,134.325
L003669,P005,U02,2024-11-19,1389.7,1318.96,6.64,7.75,56.25,715.26,2063.5,0.9490969273944017,0.04264723721720143,170.1883870967742
L003670,P005,U03,2026-05-31,2070.04,1912.26,10.09,10.53,47.22,1004.31,2227.38,0.9237792506424997,0.024693294844843273,181.6011396011396
L003671,P007,U02,2025-07-11,1279.17,1317.18,9.58,11.16,57.0,802.33,2624.0,1.0297145805483243,0.04327426775383774,118.02688172043011
L003672,P003,U02,2024-07-11,1913.82,1791.8,14.38,16.52,69.5,563.05,4593.25,0.9362426978503725,0.03878781113963612,108.46246973365618
L003673,P004,U02,2024-07-15,1647.67,1503.1,9.16,9.06,46.19,719.6,3875.33,0.9122579157234154,0.0307298250282749,165.90507726269314
L003674,P002,U03,2024-01-28,708.08,670.45,3.91,4.71,29.72,199.06,1834.87,0.9468562874251497,0.044328436124990676,142.34607218683652
L003675,P005,U03,2025-03-08,439.96,392.72,2.62,3.45,17.23,172.44,980.45,0.8926266024184017,0.04387349765736402,113.83188405797101
L003676,P005,U01,2025-01-26,1567.66,1553.4,11.57,14.8,43.23,556.06,3029.28,0.9909036398198589,0.027829277713402854,104.95945945945947
L003677,P006,U02,2025-03-07,2194.71,2080.78,12.1,15.24,4.22,1035.17,4522.35,0.948088813556233,0.0020280856217380016,136.53412073490816
L003678,P003,U01,2026-06-09,790.68,757.56,4.16,4.36,26.68,179.08,1662.42,0.9581120048565791,0.035218332541316864,173.75229357798162
L003679,P005,U01,2025-03-01,1030.69,1044.33,5.8,5.61,13.19,306.86,1286.52,1.0132338530498985,0.012630107341549127,186.15508021390372
L003680,P003,U01,2024-07-10,1695.18,1728.78,8.31,11.1,20.75,907.64,4420.62,1.0198209039747992,0.012002683973669293,155.74594594594595
L003681,P003,U01,2024-11-21,1369.02,1217.07,6.52,7.43,14.57,563.12,2373.15,0.889008195643599,0.01197137387331871,163.8048452220727
L003682,P002,U03,2025-03-31,1992.16,1905.02,13.57,16.04,45.5,924.54,2645.71,0.9562585334511283,0.02388426368227105,118.76683291770574
L003683,P002,U02,2026-01-08,1383.52,1401.03,9.25,10.05,59.55,828.1,2009.61,1.0126561235110443,0.04250444315967538,139.40597014925373
L003684,P007,U02,2026-02-28,2040.24,1858.79,10.09,11.92,40.8,601.11,1948.58,0.911064384582206,0.02194976301787722,155.93875838926175
L003685,P006,U01,2025-03-15,799.03,783.27,6.56,6.61,10.42,402.7,938.22,0.9802760847527627,0.013303203237708582,118.49773071104386
L003686,P004,U01,2025-12-04,986.21,850.84,5.21,5.71,35.64,420.41,2013.24,0.8627371452327598,0.04188801654835222,149.00875656742556
L003687,P007,U02,2026-01-19,1147.0,1102.61,8.6,11.05,38.7,618.71,1633.63,0.9612990409764602,0.03509853892128677,99.78371040723981
L003688,P003,U01,2025-06-23,1401.98,1398.01,7.83,7.09,5.12,776.26,1754.34,0.9971682905604929,0.0036623486241157076,197.1805359661495
L003689,P005,U02,2024-05-31,1999.98,1994.83,10.23,12.16,19.72,1150.57,5384.31,0.9974249742497424,0.00988555415749713,164.0485197368421
L003690,P007,U01,2024-11-25,551.51,479.13,4.09,5.33,21.18,110.81,1064.72,0.8687603125963265,0.04420512178323211,89.89305816135084
L003691,P005,U02,2026-01-24,958.58,847.84,5.5,6.79,12.36,250.57,2310.09,0.8844749525339565,0.01457822230609549,124.86597938144331
L003692,P001,U02,2026-07-04,841.32,787.65,4.19,5.46,23.46,304.24,1269.04,0.9362073883896733,0.029784802894686727,144.25824175824175
L003693,P007,U03,2024-06-08,2082.62,1888.25,12.42,12.73,15.1,1168.66,2509.43,0.906670443960012,0.00799682245465378,148.33071484681852
L003694,P006,U02,2025-11-04,819.13,728.95,3.92,4.6,28.73,423.01,854.47,0.8899075848766375,0.03941285410521984,158.46739130434784
L003695,P005,U03,2025-04-03,2192.99,2138.34,14.53,13.33,9.59,713.84,4970.29,0.9750796857258812,0.004484787264887716,160.41560390097524
L003696,P004,U01,2024-05-24,1300.08,1295.64,6.56,7.33,21.72,474.54,3581.06,0.9965848255491971,0.016763915902565527,176.75852660300137
L003697,P008,U03,2026-03-17,1530.03,1387.73,11.89,12.26,40.29,648.89,2998.14,0.9069952876740979,0.029033025156190325,113.19168026101143
L003698,P006,U02,2024-08-26,929.04,839.01,5.25,6.38,21.72,345.7,1364.69,0.9030935158873676,0.025887653305681695,131.50626959247649
L003699,P007,U02,2026-05-08,1107.68,1138.28,5.3,5.61,24.51,413.35,1489.15,1.027625306947855,0.021532487612889624,202.9019607843137
L003700,P004,U02,2024-02-25,986.63,975.67,6.87,7.97,20.93,256.14,2597.16,0.9888914790752359,0.021451925343610033,122.41781681304893
L003701,P004,U01,2024-04-26,1068.73,1095.4,6.06,7.1,35.08,506.46,2062.46,1.0249548529563126,0.03202483111192258,154.2816901408451
L003702,P005,U03,2026-04-22,768.75,787.04,3.89,5.08,3.56,205.23,1841.69,1.0237918699186992,0.004523277088839196,154.9291338582677
L003703,P006,U03,2026-03-12,764.33,775.37,4.22,4.45,15.06,217.0,1192.08,1.014444022869703,0.01942298515547416,174.24044943820223
L003704,P002,U02,2024-02-27,915.74,872.85,6.12,6.78,22.42,261.65,1965.8,0.9531635617096555,0.0256859712436272,128.73893805309734
L003705,P005,U01,2026-07-17,1023.07,969.39,8.37,8.35,4.6,234.75,1708.01,0.9475304720107128,0.004745252168889714,116.09461077844311
L003706,P007,U03,2025-02-23,2023.46,2033.79,11.86,11.88,52.97,1187.03,2904.27,1.0051051169778498,0.026044970227997975,171.19444444444443
L003707,P001,U02,2024-12-22,1456.84,1494.77,8.28,9.37,22.87,624.37,2497.8,1.0260358035199473,0.015300012710985637,159.5272145144077
L003708,P002,U01,2026-07-14,915.89,938.73,4.49,4.08,4.12,408.72,2131.0,1.02493749249364,0.0043889084188211734,230.0808823529412
L003709,P007,U01,2025-12-28,1440.2,1481.07,8.28,8.88,8.64,667.62,3741.69,1.028378003055131,0.005833620288035002,166.78716216216213
L003710,P006,U02,2025-09-10,1408.66,1353.86,8.36,9.86,34.67,446.59,3775.89,0.9610977808697626,0.025608260824605208,137.30831643002028
L003711,P006,U03,2026-07-14,1978.51,1859.29,14.26,15.05,9.87,1022.11,4503.17,0.9397425335227014,0.005308477967396156,123.5408637873754
L003712,P006,U03,2025-02-18,371.05,377.07,2.63,3.24,5.41,200.73,611.55,1.016224228540628,0.014347468639775108,116.37962962962962
L003713,P004,U03,2026-03-12,441.63,437.57,2.61,3.2,1.49,139.01,382.29,0.990806783959423,0.0034051694586009094,136.740625
L003714,P007,U02,2026-06-14,1056.56,1053.18,6.86,7.38,17.2,622.77,773.65,0.99680093889604,0.016331491293036328,142.70731707317074
L003715,P005,U02,2024-09-04,1516.17,1402.29,9.11,8.7,59.17,551.21,2325.39,0.9248896891509527,0.042195266314385756,161.18275862068967
L003716,P006,U02,2026-04-15,602.34,555.8,3.01,3.33,22.22,222.58,1317.37,0.9227346681276354,0.03997840949982008,166.9069069069069
L003717,P007,U03,2024-03-09,1877.18,1930.53,12.36,15.44,29.89,979.51,2374.55,1.0284202900094823,0.015482794880162442,125.03432642487047
L003718,P007,U02,2026-04-09,394.47,394.79,2.55,3.15,16.34,87.33,1071.8,1.000811215048039,0.041389092935484685,125.33015873015874
L003719,P004,U02,2026-02-04,1983.74,1941.72,16.41,18.07,46.39,677.24,5429.98,0.9788177886214927,0.02389118925488742,107.45545102379634
L003720,P008,U03,2026-06-26,2164.1,2009.11,12.33,15.65,89.76,1242.75,3234.71,0.9283813132480014,0.044676498549108816,128.3776357827476
L003721,P003,U01,2025-05-17,1501.78,1392.4,8.76,9.74,47.81,370.89,3281.64,0.9271664291707175,0.03433639758690032,142.95687885010267
L003722,P004,U01,2026-05-13,1552.55,1519.04,12.4,14.94,44.67,749.41,1583.74,0.9784161540691121,0.02940673056667369,101.6760374832664
L003723,P004,U01,2025-08-31,1236.07,1253.09,7.24,6.62,24.6,688.88,2109.04,1.013769446714183,0.01963147100367891,189.28851963746223
L003724,P004,U03,2026-07-06,489.64,470.86,2.47,3.2,20.43,189.52,381.21,0.9616452904174496,0.043388693029775306,147.14374999999998
L003725,P003,U01,2025-07-04,351.73,314.61,2.34,2.96,10.88,84.15,592.16,0.8944645040229722,0.03458249896697498,106.28716216216216
L003726,P007,U01,2024-07-08,2033.82,1911.66,13.88,15.18,37.67,756.69,3772.97,0.9399356875239697,0.019705386941192473,125.93280632411069
L003727,P007,U01,2026-03-27,1362.0,1294.94,8.78,11.42,58.26,528.7,2528.65,0.9507635829662262,0.04499050149041654,113.3922942206655
L003728,P001,U02,2025-05-17,468.45,478.29,3.01,3.81,3.97,157.9,1112.39,1.0210054434838298,0.008300403520876456,125.53543307086615
L003729,P006,U03,2024-07-05,612.57,604.56,2.93,3.51,10.35,200.74,998.65,0.9869239433860618,0.017119888844779677,172.23931623931622
L003730,P007,U01,2025-12-30,1895.97,1765.29,9.45,11.35,76.1,867.92,1377.56,0.931074858779411,0.04310906423307218,155.53215859030837
L003731,P001,U03,2024-03-10,890.33,869.2,4.77,5.71,13.36,425.85,1339.94,0.9762672267586175,0.015370455591348364,152.22416812609458
L003732,P003,U03,2026-07-28,656.92,568.98,3.99,3.72,18.55,186.67,954.25,0.8661328624490046,0.03260220042883757,152.9516129032258
L003733,P008,U03,2025-04-03,1948.26,1768.53,10.32,12.31,72.84,727.11,2072.67,0.9077484524652767,0.04118674831639837,143.66612510154346
L003734,P008,U03,2024-03-07,771.83,749.31,4.31,5.04,4.69,303.5,1983.42,0.9708225904668125,0.006259091697695214,148.67261904761904
L003735,P005,U02,2024-05-13,332.67,329.55,2.07,2.37,12.09,150.36,888.47,0.9906213364595545,0.036686390532544376,139.0506329113924
L003736,P008,U03,2026-04-21,354.01,308.72,1.8,2.15,9.3,93.84,597.29,0.8720657608542133,0.030124384555584346,143.59069767441864
L003737,P005,U03,2024-02-14,1435.09,1445.36,8.5,8.92,8.46,409.48,3293.75,1.0071563455950499,0.00585321304034981,162.03587443946188
L003738,P005,U03,2024-12-17,1935.31,1921.09,11.61,10.92,69.78,692.82,2636.89,0.9926523399352042,0.036323129056941635,175.92399267399267
L003739,P006,U02,2025-03-07,438.61,389.72,2.5,2.32,10.5,102.11,526.46,0.8885342331456192,0.026942420199117315,167.98275862068968
L003740,P002,U02,2024-03-14,1740.41,1645.91,10.81,10.41,19.92,854.81,3433.24,0.9457024494228371,0.012102727366623935,158.10854947166186
L003741,P006,U03,2024-02-13,1404.23,1380.72,7.76,7.05,55.71,401.24,2586.87,0.9832577284348005,0.04034851381887711,195.8468085106383
L003742,P008,U03,2025-11-27,591.76,603.55,3.02,2.77,26.39,153.23,1310.75,1.0199236176828443,0.04372462927677906,217.88808664259926
L003743,P003,U01,2025-06-30,944.93,883.77,5.44,5.09,36.58,426.31,1259.02,0.9352756288825628,0.041390859612795185,173.6286836935167
L003744,P003,U02,2026-01-26,1027.54,942.92,7.74,7.21,11.9,528.5,1351.56,0.9176479747747046,0.012620370763161245,130.77947295423024
L003745,P004,U02,2026-03-31,362.3,356.58,1.88,1.81,14.71,119.9,351.75,0.9842119790229091,0.04125301475124797,197.00552486187843
L003746,P004,U01,2024-09-12,1141.01,1156.25,7.31,9.0,3.22,515.1,2886.17,1.0133565875846837,0.0027848648648648652,128.47222222222223
L003747,P008,U03,2025-08-19,1051.05,1051.27,7.34,9.32,28.82,593.05,1188.91,1.0002093144950288,0.0274144606047923,112.79721030042919
L003748,P007,U01,2026-07-02,460.96,451.22,2.63,2.91,7.48,111.07,1134.34,0.9788701839639016,0.01657727937591419,155.05841924398626
L003749,P006,U02,2026-07-08,1817.1,1615.1,12.48,13.87,30.87,660.56,2594.44,0.8888338561444059,0.019113367593337875,116.44556596971881
L003750,P005,U02,2024-09-05,509.71,461.28,3.66,4.9,1.62,211.04,1207.36,0.9049851876557258,0.003511966701352758,94.13877551020407
L003751,P004,U03,2024-07-19,356.55,328.42,2.81,2.94,7.98,94.99,460.45,0.9211050343570327,0.024298154801778212,111.70748299319729
L003752,P004,U03,2026-07-27,2130.71,1841.8,13.39,12.56,21.68,809.07,3399.11,0.8644067001140464,0.011771093495493538,146.64012738853503
L003753,P002,U01,2024-01-25,1252.44,1233.13,8.14,7.45,36.97,272.8,2254.73,0.9845820957490978,0.029980618426281087,165.52080536912752
L003754,P004,U03,2025-10-10,216.08,219.55,1.71,1.75,5.06,80.2,306.65,1.0160588670862643,0.023047141881120472,125.45714285714287
L003755,P003,U03,2025-06-10,262.06,241.22,1.61,2.17,1.31,140.36,293.91,0.9204762268182859,0.005430727137053313,111.16129032258065
L003756,P006,U03,2025-06-27,1003.38,886.51,5.26,6.47,11.11,318.47,1513.14,0.8835236899280432,0.012532289539881107,137.01854714064916
L003757,P003,U03,2024-03-04,362.06,329.01,1.91,2.16,4.27,98.8,855.1,0.9087167872728277,0.012978328926172455,152.31944444444443
L003758,P006,U02,2024-05-09,1273.4,1298.37,9.41,12.21,3.96,540.31,3458.74,1.0196089209989003,0.0030499780494004022,106.33660933660931
L003759,P004,U01,2026-04-16,1846.41,1698.04,13.84,14.94,8.2,716.19,2978.99,0.9196440660525018,0.004829097076629526,113.65729585006693
L003760,P005,U03,2026-01-06,448.14,410.2,2.17,2.12,13.61,124.57,941.86,0.91533895657607,0.03317893710385178,193.49056603773585
L003761,P004,U02,2025-11-26,1800.11,1557.53,9.88,11.65,41.66,603.97,3861.33,0.8652415685708096,0.02674747837922865,133.69356223175964
L003762,P008,U02,2024-01-07,709.06,664.19,4.81,5.15,3.27,238.86,534.17,0.9367190364708207,0.004923290022433339,128.96893203883496
L003763,P008,U01,2024-07-17,387.23,336.32,1.95,1.8,13.96,151.75,923.66,0.8685277483666037,0.041508087535680305,186.84444444444443
L003764,P005,U03,2025-05-31,1718.2,1765.99,10.08,12.86,70.5,858.13,1742.63,1.0278139913863344,0.03992095085476135,137.32426127527216
L003765,P001,U01,2025-06-29,2148.34,2065.59,11.76,11.75,32.53,503.17,2205.32,0.9614818883416963,0.01574852705522393,175.7948936170213
L003766,P006,U02,2025-09-10,1599.24,1640.78,10.25,10.61,15.71,894.2,3743.56,1.0259748380480729,0.009574714465071492,154.64467483506127
L003767,P003,U02,2026-07-06,392.05,341.64,2.2,2.11,9.68,123.07,489.68,0.8714194618033414,0.02833391874487765,161.91469194312796
L003768,P001,U02,2026-07-09,294.78,300.53,1.52,1.5,10.19,143.39,456.58,1.019506072325124,0.03390676471566899,200.35333333333332
L003769,P001,U01,2024-12-29,1974.02,1868.74,10.6,11.77,8.79,1004.32,5210.86,0.9466672070191792,0.004703704100088829,158.7714528462192
L003770,P006,U02,2025-01-13,1418.27,1346.08,8.57,11.48,57.79,617.42,2758.13,0.9490999598101912,0.04293206941637941,117.25435540069685
L003771,P005,U01,2026-06-16,1121.63,1032.24,5.83,7.82,39.46,493.83,825.46,0.9203034868896159,0.038227543982019684,132.0
L003772,P001,U03,2026-04-11,276.72,269.22,2.01,2.65,4.02,95.61,314.97,0.972896790980052,0.014932025852462666,101.59245283018869
L003773,P007,U02,2025-05-25,1860.47,1896.27,8.95,8.97,31.94,855.7,2412.48,1.0192424494885701,0.01684359294826159,211.40133779264212
L003774,P006,U03,2024-06-24,526.27,462.33,3.84,5.05,6.89,285.29,363.76,0.8785034297983925,0.014902775074081285,91.55049504950495
L003775,P004,U03,2024-10-17,2198.85,2000.4,13.87,13.01,72.69,661.82,2397.35,0.9097482775086978,0.0363377324535093,153.7586471944658
L003776,P004,U03,2025-01-18,1445.94,1387.13,7.87,7.28,61.6,428.78,1466.91,0.9593274962999848,0.044408238593354625,190.53983516483518
L003777,P007,U03,2024-09-14,1934.35,1919.28,12.65,13.56,51.18,455.54,1883.57,0.992209269263577,0.026666249843691384,141.53982300884954
L003778,P008,U02,2024-12-25,1213.07,1179.58,6.91,7.12,26.73,698.08,2310.58,0.9723923598803037,0.022660608013021586,165.67134831460672
L003779,P008,U01,2024-06-04,304.17,286.09,1.52,1.69,1.57,137.8,377.76,0.9405595555117203,0.005487783564612535,169.28402366863904
L003780,P005,U02,2025-08-17,794.67,784.89,4.43,4.26,10.59,480.31,781.78,0.9876930046434369,0.013492336505752399,184.24647887323945
L003781,P004,U03,2026-02-11,1412.46,1268.61,11.4,11.36,23.43,461.66,2092.9,0.8981564079690751,0.018469033036157687,111.67341549295774
L003782,P007,U02,2026-07-23,1315.36,1193.05,9.35,12.08,5.39,544.3,2811.79,0.9070140493857195,0.004517832446251205,98.76241721854304
L003783,P007,U01,2026-02-17,2028.34,1963.58,11.88,11.91,7.27,845.18,4385.94,0.9680724138951063,0.0037024210880127113,164.86817800167924
L003784,P008,U01,2024-06-07,231.16,204.13,1.14,1.29,8.81,73.44,377.68,0.8830680048451289,0.04315877137118503,158.24031007751938
L003785,P008,U03,2024-06-23,1412.46,1415.33,8.47,8.64,40.9,422.14,2889.63,1.0020319159480622,0.02889785421067878,163.81134259259258
L003786,P003,U02,2026-01-12,1309.2,1205.87,6.79,8.87,35.38,436.38,3072.37,0.9210739382829207,0.02933981274930134,135.94926719278467
L003787,P002,U02,2025-05-16,792.38,794.14,4.44,5.94,23.97,445.74,779.68,1.002221156515813,0.030183594832145465,133.69360269360268
L003788,P004,U02,2024-03-11,1974.18,1968.03,13.8,17.69,85.8,755.82,4232.82,0.9968847825426252,0.04359689638877456,111.25098925946861
L003789,P005,U02,2024-08-14,1219.69,1093.96,6.21,5.63,41.42,450.31,1165.88,0.8969164295845665,0.03786244469633259,194.30905861456483
L003790,P002,U01,2024-07-04,1685.4,1658.59,11.88,11.13,5.14,912.17,3245.1,0.9840927969621454,0.003099017840454844,149.01976639712487
L003791,P007,U02,2024-12-16,815.0,788.87,4.97,4.94,25.96,214.68,2158.34,0.9679386503067485,0.03290783018748336,159.6902834008097
L003792,P003,U02,2024-02-01,750.19,647.88,4.81,5.45,14.93,286.65,1209.27,0.8636212159586237,0.023044390936593197,118.87706422018348
L003793,P004,U02,2025-01-10,1901.18,1771.39,12.5,14.63,42.88,1097.02,2147.68,0.9317318717848915,0.02420697870034267,121.07928913192072
L003794,P001,U02,2024-08-28,296.97,278.72,2.26,2.47,4.77,142.86,619.84,0.9385459810755296,0.017113949483352466,112.84210526315789
L003795,P007,U01,2025-11-12,1520.82,1431.55,10.72,13.37,17.79,503.39,1820.96,0.9413014031903841,0.012427089518354232,107.07180254300674
L003796,P005,U03,2026-05-12,216.28,221.76,1.15,1.55,7.36,55.24,609.5,1.0253375254299981,0.03318903318903319,143.07096774193548
L003797,P008,U02,2024-10-15,2101.67,1992.54,12.32,12.39,57.69,524.74,4546.08,0.9480746263685544,0.028952994670119546,160.818401937046
L003798,P001,U03,2025-02-17,256.11,261.71,1.92,2.06,5.91,87.05,422.37,1.0218656046230135,0.022582247525887434,127.04368932038834
L003799,P001,U02,2025-12-26,219.92,222.06,1.16,1.47,3.12,136.91,549.81,1.0097308112040744,0.01405025668738179,151.06122448979593
