pedido_id,data_pedido,cliente_id,produto_id,unidade_id,quantidade,desconto_pct,status,receita_bruta,receita_liquida,custo_total,data_prometida,data_entrega,margem,margem_pct
PV009755,2026-06-27,C0050,P005,U01,29.06,0.0157,Entregue,921.2,906.74,437.4,2026-07-06,2026-07-09,469.34000000000003,0.51761254604407
PV009756,2024-12-09,C0279,P004,U02,17.64,0.134,Faturado,236.38,204.71,97.43,2024-12-20,2024-12-26,107.28,0.5240584241121586
PV009757,2024-11-07,C0212,P003,U02,66.02,0.0084,Entregue,2772.84,2749.55,1325.91,2024-11-13,2024-11-15,1423.64,0.5177719990543908
PV009758,2024-06-27,C0209,P008,U01,47.01,0.1614,Entregue,827.38,693.84,410.03,2024-06-30,2024-07-06,283.81000000000006,0.4090424305315347
PV009759,2026-02-14,C0400,P002,U01,12.16,0.1766,Entregue,278.46,229.28,111.9,2026-02-19,2026-02-22,117.38,0.511950453593859
PV009761,2025-08-07,C0415,P001,U02,89.68,0.0869,Entregue,1659.08,1514.91,735.74,2025-08-17,2025-08-17,779.1700000000001,0.5143341848690681
PV009762,2025-08-25,C0180,P006,U01,9.04,0.0654,Faturado,497.2,464.68,239.87,2025-09-03,2025-09-02,224.81,0.4837952999913919
PV009763,2026-02-02,C0252,P008,U02,28.85,0.0781,Entregue,507.76,468.1,228.57,2026-02-11,2026-02-14,239.53000000000003,0.5117069002349925
PV009764,2024-08-13,C0473,P002,U02,27.1,0.0877,Entregue,620.59,566.16,260.92,2024-08-23,2024-08-29,305.23999999999995,0.5391408789034902
PV009765,2024-11-25,C0116,P007,U02,68.22,0.0591,Entregue,668.56,629.05,273.08,2024-12-04,2024-12-10,355.96999999999997,0.5658850647802242
PV009766,2024-10-31,C0315,P008,U01,18.41,0.1568,Entregue,324.02,273.21,135.19,2024-11-08,2024-11-11,138.01999999999998,0.5051791662091432
PV009767,2024-04-15,C0105,P005,U02,33.28,0.1092,Entregue,1054.98,939.78,527.09,2024-04-26,2024-05-02,412.68999999999994,0.4391346910979165
PV009768,2025-01-02,C0241,P007,U01,30.71,0.0999,Entregue,300.96,270.89,137.02,2025-01-06,2025-01-08,133.86999999999998,0.49418583188748194
PV009769,2024-08-28,C0396,P005,U01,39.86,0.1037,Entregue,1263.56,1132.53,631.8,2024-08-31,2024-08-31,500.73,0.44213398320574293
PV009770,2025-07-26,C0152,P007,U02,111.05,0.1657,Faturado,1088.29,907.96,463.27,2025-08-04,2025-08-07,444.69000000000005,0.4897682717300322
PV009771,2025-11-17,C0420,P006,U01,294.13,0.0924,Cancelado,16177.15,14682.38,7876.51,2025-11-21,2025-11-21,6805.869999999999,0.4635399710401174
PV009772,2024-12-21,C0083,P004,U01,8.9,0.0608,Entregue,119.26,112.01,49.64,2025-01-02,2025-01-02,62.370000000000005,0.5568252834568342
PV009773,2026-02-28,C0391,P001,U01,37.95,0.1227,Entregue,702.08,615.93,279.98,2026-03-06,2026-03-09,335.94999999999993,0.5454353579140486
PV009774,2024-10-25,C0113,P004,U02,7.81,0.1372,Entregue,104.65,90.29,51.04,2024-11-06,2024-11-05,39.25000000000001,0.434710377671946
PV009775,2025-01-21,C0290,P007,U01,23.86,0.0526,Entregue,233.83,221.53,101.73,2025-01-29,2025-02-04,119.8,0.5407845438541056
PV009776,2025-08-26,C0419,P002,U01,64.35,0.1383,Entregue,1473.61,1269.81,633.2,2025-08-29,2025-08-29,636.6099999999999,0.5013427205644938
PV009777,2024-04-03,C0463,P005,U02,18.21,0.1008,Entregue,577.26,519.07,276.63,2024-04-14,2024-04-17,242.44000000000005,0.46706609898472273
PV009778,2024-07-27,C0010,P006,U01,21.7,0.1735,Entregue,1193.5,986.43,553.02,2024-08-10,2024-08-08,433.40999999999997,0.4393722818649068
PV009779,2025-10-13,C0146,P002,U03,37.9,0.1423,Entregue,867.91,744.41,339.65,2025-10-23,2025-10-24,404.76,0.543732620464529
PV009780,2024-01-31,C0214,P003,U03,118.5,0.1433,Entregue,4977.0,4263.8,2455.31,2024-02-07,2024-02-13,1808.4900000000002,0.4241498194099161
PV009781,2025-04-11,C0208,P002,U01,400.98,0.1142,Faturado,9182.44,8133.81,4078.59,2025-04-22,2025-04-22,4055.2200000000003,0.4985634038660849
PV009782,2024-02-15,C0157,P005,U01,14.86,0.0144,Faturado,471.06,464.28,223.57,2024-02-26,2024-02-28,240.70999999999998,0.5184586887223227
PV009783,2024-02-07,C0494,P002,U01,50.3,0.0278,Entregue,1151.87,1119.85,519.75,2024-02-18,2024-02-20,600.0999999999999,0.5358753404473813
PV009784,2025-02-12,C0346,P005,U01,85.97,0.0668,Entregue,2725.25,2543.2,1267.41,2025-02-17,2025-02-20,1275.7899999999997,0.501647530670022
PV009785,2024-02-20,C0288,P001,U01,21.46,0.0553,Entregue,397.01,375.06,167.1,2024-03-03,2024-03-03,207.96,0.5544712845944649
PV009786,2025-04-10,C0096,P004,U02,45.01,0.0846,Entregue,603.13,552.11,251.12,2025-04-22,2025-04-21,300.99,0.5451631015558493
PV009787,2024-12-09,C0449,P004,U03,31.15,0.1619,Faturado,417.41,349.83,178.74,2024-12-22,2024-12-20,171.08999999999997,0.4890661178286596
PV009788,2024-12-21,C0223,P003,U01,13.86,0.1066,Entregue,582.12,520.07,261.72,2025-01-04,2025-01-03,258.35,0.4967600515315246
PV009789,2026-03-21,C0157,P005,U01,20.72,0.0854,Entregue,656.82,600.73,326.0,2026-04-02,2026-04-03,274.73,0.45732691891531974
PV009790,2025-09-08,C0436,P003,U03,23.66,0.1691,Entregue,993.72,825.68,493.2,2025-09-16,2025-09-15,332.47999999999996,0.4026741594806705
PV009791,2026-04-22,C0452,P007,U01,71.73,0.0838,Entregue,702.95,644.04,315.37,2026-05-04,2026-05-10,328.66999999999996,0.5103254456244953
PV009792,2024-05-09,C0100,P002,U01,37.97,0.0691,Entregue,869.51,809.43,366.84,2024-05-20,2024-05-19,442.59,0.5467921870946222
PV009793,2025-07-24,C0331,P008,U03,23.6,0.0841,Entregue,415.36,380.43,207.39,2025-07-30,2025-08-01,173.04000000000002,0.4548537181610284
PV009794,2024-04-27,C0039,P001,U01,30.74,0.0755,Faturado,568.69,525.75,231.07,2024-05-11,2024-05-11,294.68,0.5604945316214931
PV009795,2026-06-20,C0436,P007,U01,19.93,0.0785,Entregue,195.31,179.98,87.36,2026-06-25,2026-06-25,92.61999999999999,0.5146127347483054
PV009796,2024-10-06,C0417,P007,U02,43.99,0.1286,Entregue,431.1,375.66,176.49,2024-10-13,2024-10-14,199.17000000000002,0.5301868711068519
PV009797,2026-04-14,C0336,P005,U01,59.45,0.0518,Entregue,1884.56,1786.94,855.72,2026-04-25,2026-04-25,931.22,0.5211254994571726
PV009798,2025-09-25,C0075,P001,U01,35.4,0.1448,Entregue,654.9,560.07,293.93,2025-10-05,2025-10-05,266.14000000000004,0.4751906011748532
PV009799,2026-02-27,C0360,P004,U01,16.77,0.0541,Faturado,224.72,212.56,106.85,2026-03-06,2026-03-04,105.71000000000001,0.4973184042152804
PV009800,2026-05-22,C0347,P001,U02,15.65,0.1205,Entregue,289.53,254.64,119.3,2026-05-27,2026-05-25,135.33999999999997,0.5314954445491674
PV009801,2025-04-22,C0045,P004,U02,53.08,0.1195,Entregue,711.27,626.27,350.33,2025-04-30,2025-04-30,275.94,0.44060868315582735
PV009802,2025-04-25,C0022,P005,U02,27.16,0.1155,Entregue,860.97,761.53,413.84,2025-04-28,2025-05-01,347.69,0.45656769923706225
PV009803,2025-05-18,C0143,P003,U01,101.05,0.1706,Entregue,4244.1,3520.06,1925.61,2025-05-21,2025-05-20,1594.45,0.4529610290733681
PV009804,2026-02-09,C0421,P007,U01,150.8,0.1433,Entregue,1477.84,1266.07,603.17,2026-02-12,2026-02-10,662.9,0.5235887431184689
PV009805,2024-02-17,C0438,P002,U01,18.61,0.1409,Entregue,426.17,366.12,180.94,2024-03-02,2024-03-05,185.18,0.5057904512181799
PV009806,2026-01-16,C0310,P006,U01,92.76,0.1494,Entregue,5101.8,4339.59,2333.36,2026-01-23,2026-01-25,2006.23,0.4623086512781161
PV009807,2024-08-16,C0031,P002,U01,15.85,0.1241,Cancelado,362.96,317.92,142.78,2024-08-22,2024-08-24,175.14000000000001,0.5508933064921994
PV009808,2025-10-09,C0341,P001,U01,51.05,0.0393,Entregue,944.42,907.3,382.11,2025-10-15,2025-10-13,525.1899999999999,0.5788493331863771
PV009809,2026-03-24,C0444,P004,U01,68.11,0.1336,Entregue,912.67,790.74,449.07,2026-03-27,2026-03-29,341.67,0.4320889293573109
PV009810,2025-05-31,C0001,P005,U01,49.14,0.153,Entregue,1557.74,1319.41,651.17,2025-06-13,2025-06-13,668.2400000000001,0.5064688004486855
PV009811,2025-08-31,C0047,P001,U01,28.55,0.0587,Entregue,528.18,497.18,199.05,2025-09-13,2025-09-16,298.13,0.5996419807715515
PV009812,2025-07-23,C0338,P003,U03,71.3,0.107,Cancelado,2994.6,2674.18,1370.49,2025-07-28,2025-07-28,1303.6899999999998,0.4875101900395635
PV009813,2026-02-10,C0219,P004,U01,225.72,0.013,Entregue,3024.65,2985.33,1280.77,2026-02-19,2026-02-17,1704.56,0.5709787527677007
PV009814,2026-04-19,C0178,P008,U01,46.67,0.1747,Cancelado,821.39,677.89,391.46,2026-04-29,2026-04-30,286.43,0.4225316791809881
PV009815,2026-03-27,C0500,P001,U03,6.77,0.1707,Entregue,125.24,103.86,52.52,2026-04-05,2026-04-05,51.339999999999996,0.49431927594839203
PV009816,2024-05-09,C0171,P004,U02,49.31,0.1064,Faturado,660.75,590.45,320.2,2024-05-18,2024-05-18,270.25000000000006,0.4577017529003303
PV009817,2025-10-31,C0105,P003,U01,183.36,0.0811,Entregue,7701.12,7076.56,3597.54,2025-11-06,2025-11-06,3479.0200000000004,0.49162587471878993
PV009818,2024-09-03,C0106,P007,U01,41.45,0.074,Entregue,406.21,376.15,170.26,2024-09-12,2024-09-15,205.89,0.5473614249634454
PV009819,2026-06-07,C0336,P003,U02,16.61,0.067,Entregue,697.62,650.88,313.55,2026-06-10,2026-06-10,337.33,0.5182675762045231
PV009820,2026-04-20,C0428,P002,U02,106.73,0.0897,Entregue,2444.12,2224.88,990.88,2026-04-30,2026-05-01,1234.0,0.5546366545611449
PV009821,2024-05-31,C0092,P006,U02,24.3,0.0602,Entregue,1336.5,1256.04,588.86,2024-06-14,2024-06-15,667.18,0.5311773510397758
PV009822,2025-02-25,C0405,P004,U03,21.7,0.117,Entregue,290.78,256.76,130.89,2025-03-01,2025-02-28,125.87,0.4902243340084126
PV009823,2024-12-12,C0481,P006,U01,21.32,0.0936,Entregue,1172.6,1062.84,572.67,2024-12-18,2024-12-24,490.16999999999996,0.46118889014338943
PV009824,2026-04-18,C0443,P004,U01,69.98,0.1518,Entregue,937.73,795.38,397.57,2026-05-02,2026-04-30,397.81,0.5001508712816516
PV009825,2024-08-03,C0136,P006,U02,114.16,0.1348,Faturado,6278.8,5432.42,3284.71,2024-08-13,2024-08-16,2147.71,0.39535050677230404
PV009826,2026-06-11,C0270,P008,U02,73.03,0.0873,Entregue,1285.33,1173.12,542.52,2026-06-19,2026-06-19,630.5999999999999,0.5375409165302782
PV009827,2026-07-01,C0037,P002,U01,38.94,0.0466,Entregue,891.73,850.18,396.93,2026-07-06,2026-07-09,453.24999999999994,0.5331223976099179
PV009828,2024-05-03,C0266,P008,U03,22.78,0.0822,Entregue,400.93,367.97,169.11,2024-05-14,2024-05-14,198.86,0.5404244911269941
PV009829,2024-08-28,C0301,P003,U01,135.83,0.0014,Faturado,5704.86,5696.87,2517.69,2024-09-10,2024-09-09,3179.18,0.5580573191945752
PV009830,2026-01-03,C0464,P008,U01,224.8,0.0904,Faturado,3956.48,3598.81,1732.31,2026-01-14,2026-01-12,1866.5,0.5186436627663034
PV009831,2024-07-17,C0092,P004,U02,25.47,0.0951,Entregue,341.3,308.84,136.54,2024-07-29,2024-07-29,172.29999999999998,0.5578940551742002
PV009832,2024-07-30,C0367,P004,U03,98.36,0.1063,Entregue,1318.02,1177.91,645.88,2024-08-07,2024-08-13,532.0300000000001,0.4516728782334814
PV009833,2024-12-16,C0420,P003,U01,32.9,0.0624,Faturado,1381.8,1295.58,737.29,2024-12-23,2024-12-23,558.29,0.43091897065407
PV009834,2024-03-23,C0038,P006,U02,13.22,0.0248,Entregue,727.1,709.07,326.31,2024-03-30,2024-03-31,382.76000000000005,0.5398056609361558
PV009835,2024-07-22,C0083,P004,U01,96.94,0.0833,Entregue,1299.0,1190.79,619.44,2024-07-25,2024-07-28,571.3499999999999,0.47980752273700644
PV009836,2025-03-22,C0485,P002,U02,35.38,0.0391,Entregue,810.2,778.52,327.37,2025-03-30,2025-04-02,451.15,0.579496994296871
PV009837,2025-09-11,C0193,P003,U01,72.09,0.0841,Entregue,3027.78,2773.14,1586.68,2025-09-15,2025-09-13,1186.4599999999998,0.42783992153299144
PV009838,2025-08-12,C0137,P003,U01,38.34,0.0048,Entregue,1610.28,1602.55,808.51,2025-08-17,2025-08-17,794.04,0.4954853202708184
PV009839,2025-11-16,C0203,P001,U02,108.85,0.0127,Entregue,2013.72,1988.15,782.52,2025-11-25,2025-11-25,1205.63,0.6064079672056938
PV009840,2026-07-19,C0021,P008,U01,109.45,0.1305,Entregue,1926.32,1674.94,837.53,2026-08-02,2026-08-02,837.4100000000001,0.4999641778212951
PV009841,2025-03-24,C0160,P002,U03,26.86,0.1097,Entregue,615.09,547.61,248.63,2025-03-28,2025-03-31,298.98,0.5459724986760651
PV009842,2025-06-08,C0373,P004,U03,17.34,0.0904,Entregue,232.36,211.35,104.04,2025-06-20,2025-06-22,107.30999999999999,0.507735982966643
PV009843,2025-12-09,C0461,P002,U03,47.85,0.0852,Entregue,1095.76,1002.4,442.14,2025-12-17,2025-12-15,560.26,0.5589185953711093
PV009844,2025-12-02,C0338,P007,U01,32.77,0.1403,Faturado,321.15,276.09,149.6,2025-12-08,2025-12-07,126.48999999999998,0.458147705458365
PV009845,2025-06-28,C0320,P005,U01,66.4,0.062,Entregue,2104.88,1974.38,1066.28,2025-07-11,2025-07-12,908.1000000000001,0.45994185516465935
PV009846,2024-07-12,C0411,P007,U03,29.25,0.1737,Entregue,286.65,236.86,122.39,2024-07-18,2024-07-21,114.47000000000001,0.4832812631934476
PV009847,2024-03-17,C0322,P002,U01,11.59,0.0637,Entregue,265.41,248.5,108.34,2024-03-28,2024-03-27,140.16,0.5640241448692153
PV009848,2026-02-08,C0070,P002,U02,55.07,0.1603,Entregue,1261.1,1058.95,569.43,2026-02-18,2026-02-18,489.5200000000001,0.46226922895320843
PV009849,2024-03-23,C0353,P006,U01,30.75,0.1385,Entregue,1691.25,1457.01,776.04,2024-03-28,2024-03-26,680.97,0.467374966541067
PV009851,2025-10-02,C0467,P004,U01,27.21,0.036,Entregue,364.61,351.48,172.84,2025-10-13,2025-10-15,178.64000000000001,0.5082508250825083
PV009852,2025-04-06,C0026,P002,U01,113.16,0.1122,Faturado,2591.36,2300.61,1154.98,2025-04-16,2025-04-17,1145.63,0.4979679302445873
PV009853,2025-01-23,C0460,P008,U03,27.26,0.1562,Faturado,479.78,404.84,225.96,2025-01-31,2025-01-30,178.87999999999997,0.44185357178144447
PV009854,2024-08-29,C0216,P003,U01,14.18,0.0796,Faturado,595.56,548.15,291.52,2024-09-08,2024-09-07,256.63,0.4681747696798322
PV009855,2024-12-16,C0127,P007,U02,15.12,0.0697,Entregue,148.18,137.85,66.02,2024-12-26,2024-12-29,71.83,0.5210736307580703
PV009856,2025-04-25,C0029,P008,U03,11.3,0.0006,Cancelado,198.88,198.76,94.74,2025-04-28,2025-04-28,104.02,0.5233447373717046
PV009857,2026-05-10,C0457,P008,U01,56.19,0.0674,Entregue,988.94,922.29,445.91,2026-05-23,2026-05-23,476.37999999999994,0.5165186654956684
PV009858,2025-08-17,C0080,P006,U02,67.66,0.0996,Entregue,3721.3,3350.66,1652.22,2025-08-24,2025-08-25,1698.4399999999998,0.5068971486214656
PV009859,2025-06-11,C0212,P008,U01,20.29,0.099,Entregue,357.1,321.75,147.51,2025-06-21,2025-06-20,174.24,0.5415384615384615
PV009860,2024-04-29,C0490,P001,U03,78.18,0.1754,Entregue,1446.33,1192.64,638.24,2024-05-07,2024-05-09,554.4000000000001,0.46485108666487795
PV009861,2025-08-18,C0444,P008,U01,148.47,0.1452,Entregue,2613.07,2233.65,1301.6,2025-08-30,2025-08-30,932.0500000000002,0.4172766548026773
PV009862,2026-02-03,C0199,P004,U01,12.86,0.0913,Entregue,172.32,156.59,72.89,2026-02-13,2026-02-16,83.7,0.5345168912446516
PV009863,2025-03-29,C0373,P007,U03,77.3,0.01,Entregue,757.54,749.96,326.48,2025-04-09,2025-04-15,423.48,0.5646701157395061
PV009864,2025-05-10,C0304,P006,U03,22.55,0.1753,Entregue,1240.25,1022.83,579.16,2025-05-16,2025-05-19,443.6700000000001,0.433767097171573
PV009865,2025-08-17,C0284,P008,U02,35.73,0.1666,Entregue,628.85,524.08,287.67,2025-08-26,2025-08-29,236.41000000000003,0.4510952526331858
PV009866,2024-04-12,C0399,P002,U01,14.28,0.1336,Entregue,327.01,283.32,127.78,2024-04-20,2024-04-18,155.54,0.5489905407313285
PV009867,2025-08-04,C0346,P003,U02,25.47,0.01,Entregue,1069.74,1059.04,480.41,2025-08-09,2025-08-10,578.6299999999999,0.5463721861308354
PV009868,2026-06-29,C0380,P003,U01,14.34,0.125,Entregue,602.28,527.0,323.04,2026-07-03,2026-07-05,203.95999999999998,0.3870208728652751
PV009869,2026-02-20,C0176,P005,U03,13.66,0.0315,Entregue,433.02,419.38,208.48,2026-02-28,2026-03-03,210.9,0.5028852115026945
PV009870,2024-09-25,C0021,P004,U03,16.51,0.1358,Entregue,221.23,191.19,108.15,2024-10-05,2024-10-07,83.03999999999999,0.4343323395575082
PV009871,2024-11-26,C0199,P001,U02,55.35,0.059,Cancelado,1023.98,963.57,421.14,2024-12-03,2024-12-04,542.4300000000001,0.5629378249634174
PV009872,2025-03-26,C0220,P002,U02,34.98,0.0234,Entregue,801.04,782.3,349.73,2025-03-30,2025-03-30,432.56999999999994,0.5529464399846605
PV009873,2026-01-09,C0273,P002,U03,52.07,0.0121,Entregue,1192.4,1177.97,490.91,2026-01-19,2026-01-19,687.06,0.5832576381401903
PV009874,2026-03-23,C0301,P003,U01,47.36,0.0253,Entregue,1989.12,1938.8,933.47,2026-03-31,2026-03-31,1005.3299999999999,0.5185320817000206
PV009875,2026-06-14,C0374,P004,U03,15.2,0.1604,Entregue,203.68,171.01,90.3,2026-06-17,2026-06-18,80.71,0.4719607040523946
PV009876,2024-07-18,C0334,P007,U01,60.15,0.0956,Entregue,589.47,533.12,280.61,2024-08-01,2024-08-01,252.51,0.4736457082833133
PV009877,2026-07-28,C0443,P008,U02,28.33,0.0383,Entregue,498.61,479.51,221.68,2026-08-04,2026-08-02,257.83,0.5376947300369127
PV009878,2025-03-24,C0225,P003,U02,65.71,0.1025,Entregue,2759.82,2476.94,1417.37,2025-03-27,2025-03-30,1059.5700000000002,0.42777378539649735
PV009879,2024-03-17,C0124,P007,U01,21.47,0.0852,Entregue,210.41,192.48,85.36,2024-03-29,2024-03-27,107.11999999999999,0.556525353283458
PV009880,2025-11-05,C0160,P002,U03,8.38,0.0415,Entregue,191.9,183.94,82.59,2025-11-11,2025-11-10,101.35,0.5509948896379254
PV009881,2024-06-16,C0139,P007,U02,20.75,0.042,Faturado,203.35,194.81,81.9,2024-06-23,2024-06-29,112.91,0.5795903701042041
PV009882,2025-04-29,C0299,P002,U01,150.88,0.1298,Entregue,3455.15,3006.67,1450.53,2025-05-11,2025-05-14,1556.14,0.5175626191101784
PV009883,2025-01-24,C0049,P004,U02,20.76,0.1324,Faturado,278.18,241.35,137.06,2025-02-04,2025-02-06,104.28999999999999,0.43211104205510664
PV009884,2025-06-28,C0194,P006,U02,53.84,0.021,Entregue,2961.2,2899.01,1499.44,2025-07-06,2025-07-06,1399.5700000000002,0.48277515427680484
PV009885,2024-12-14,C0041,P005,U01,19.35,0.0074,Entregue,613.4,608.86,290.99,2024-12-18,2024-12-17,317.87,0.5220740400091975
PV009886,2026-05-22,C0420,P005,U01,15.84,0.1529,Entregue,502.13,425.35,241.54,2026-05-25,2026-05-23,183.81000000000003,0.4321382390972141
PV009887,2024-11-04,C0080,P007,U01,14.03,0.0701,Entregue,137.49,127.85,60.3,2024-11-09,2024-11-09,67.55,0.5283535393038717
PV009888,2025-11-09,C0043,P008,U03,17.13,0.0739,Entregue,301.49,279.21,142.31,2025-11-13,2025-11-12,136.89999999999998,0.4903119515776655
PV009889,2024-05-24,C0189,P006,U01,35.22,0.1206,Entregue,1937.1,1703.49,840.89,2024-06-05,2024-06-06,862.6,0.506372212340548
PV009890,2025-01-23,C0306,P004,U01,40.28,0.1373,Entregue,539.75,465.64,236.78,2025-01-29,2025-01-31,228.85999999999999,0.4914955759814449
PV009891,2025-06-30,C0101,P007,U01,17.74,0.1604,Cancelado,173.85,145.96,71.43,2025-07-11,2025-07-12,74.53,0.5106193477665113
PV009892,2024-04-15,C0175,P008,U01,24.56,0.0552,Faturado,432.26,408.4,193.33,2024-04-28,2024-04-28,215.06999999999996,0.5266160626836435
PV009893,2024-02-09,C0162,P001,U01,25.02,0.1448,Entregue,462.87,395.85,193.76,2024-02-18,2024-02-16,202.09000000000003,0.5105216622458002
PV009894,2025-03-29,C0494,P006,U03,38.38,0.1607,Entregue,2110.9,1771.68,915.98,2025-04-09,2025-04-09,855.7,0.482987898491827
PV009895,2025-08-20,C0325,P007,U02,77.58,0.0338,Entregue,760.28,734.58,314.46,2025-08-25,2025-08-25,420.12000000000006,0.5719186473903456
PV009896,2025-02-01,C0264,P007,U02,7.49,0.0565,Entregue,73.4,69.25,29.8,2025-02-15,2025-02-15,39.45,0.5696750902527076
PV009897,2025-02-03,C0057,P003,U01,17.22,0.0156,Entregue,723.24,711.96,331.1,2025-02-12,2025-02-15,380.86,0.5349457834709815
PV009898,2025-04-16,C0098,P006,U02,26.16,0.0506,Entregue,1438.8,1366.0,717.26,2025-04-22,2025-04-20,648.74,0.4749194729136164
PV009899,2024-08-24,C0004,P008,U02,219.3,0.0754,Entregue,3859.68,3568.66,1725.02,2024-09-06,2024-09-09,1843.6399999999999,0.5166196835787102
PV009900,2026-04-13,C0343,P006,U01,49.63,0.0856,Entregue,2729.65,2495.99,1194.15,2026-04-16,2026-04-18,1301.8399999999997,0.5215726024543367
PV009901,2024-03-17,C0441,P001,U01,64.17,0.0733,Cancelado,1187.14,1100.12,468.35,2024-03-25,2024-03-25,631.7699999999999,0.5742737155946623
PV009902,2026-05-11,C0138,P003,U03,87.56,0.0517,Entregue,3677.52,3487.39,1750.12,2026-05-19,2026-05-17,1737.27,0.4981576479831622
PV009903,2024-11-17,C0298,P007,U03,50.92,0.0739,Entregue,499.02,462.14,210.85,2024-12-01,2024-12-01,251.29,0.5437529752888735
PV009904,2025-06-07,C0366,P008,U01,9.78,0.1419,Entregue,172.13,147.7,83.91,2025-06-17,2025-06-15,63.78999999999999,0.4318889641164522
PV009905,2025-12-14,C0175,P005,U02,47.98,0.0384,Entregue,1520.97,1462.56,754.55,2025-12-20,2025-12-20,708.01,0.4840895416256427
PV009906,2025-01-06,C0341,P006,U03,9.31,0.1319,Entregue,512.05,444.51,240.26,2025-01-12,2025-01-18,204.25,0.4594947245281321
PV009907,2025-05-03,C0272,P002,U02,107.51,0.0858,Entregue,2461.98,2250.74,1012.14,2025-05-15,2025-05-17,1238.6,0.550307898735527
PV009908,2025-02-04,C0497,P008,U03,21.51,0.0404,Entregue,378.58,363.29,174.3,2025-02-11,2025-02-14,188.99,0.5202180076522888
PV009909,2025-01-07,C0044,P005,U02,32.06,0.0948,Entregue,1016.3,919.95,433.98,2025-01-17,2025-01-16,485.97,0.5282569704875265
PV009910,2024-10-27,C0188,P001,U01,35.36,0.0795,Entregue,654.16,602.15,255.78,2024-11-09,2024-11-10,346.37,0.5752221207340364
PV009911,2024-11-12,C0470,P007,U02,90.58,0.1104,Entregue,887.68,789.68,398.91,2024-11-24,2024-11-24,390.7699999999999,0.494846013575119
PV009912,2026-03-17,C0169,P003,U01,62.85,0.1571,Entregue,2639.7,2225.0,1322.0,2026-03-26,2026-03-28,903.0,0.40584269662921346
PV009913,2024-08-21,C0019,P006,U03,33.12,0.0816,Faturado,1821.6,1672.96,778.96,2024-08-30,2024-09-02,894.0,0.5343821729150727
PV009914,2026-01-22,C0404,P002,U01,132.19,0.0415,Cancelado,3027.15,2901.52,1297.89,2026-01-27,2026-01-28,1603.6299999999999,0.5526861782789709
PV009915,2026-06-23,C0142,P005,U03,136.97,0.0373,Faturado,4341.95,4180.0,2095.26,2026-06-29,2026-07-01,2084.74,0.4987416267942583
PV009916,2026-04-21,C0002,P001,U01,92.91,0.1465,Entregue,1718.84,1467.03,655.24,2026-04-25,2026-04-23,811.79,0.5533561004205776
PV009917,2025-07-09,C0377,P003,U01,55.74,0.1454,Faturado,2341.08,2000.69,1240.05,2025-07-15,2025-07-15,760.6400000000001,0.38018883485197613
PV009918,2026-05-28,C0134,P005,U01,28.36,0.0084,Faturado,899.01,891.46,431.51,2026-06-07,2026-06-08,459.95000000000005,0.5159513606892066
PV009919,2024-08-07,C0254,P007,U01,51.99,0.0132,Entregue,509.5,502.77,240.48,2024-08-18,2024-08-21,262.28999999999996,0.521689838295841
PV009920,2026-04-28,C0145,P007,U01,43.28,0.1298,Entregue,424.14,369.09,189.03,2026-05-06,2026-05-06,180.05999999999997,0.4878484922376656
PV009921,2025-01-31,C0164,P001,U01,9.71,0.1374,Cancelado,179.64,154.96,78.6,2025-02-14,2025-02-17,76.36000000000001,0.4927723283427982
PV009922,2026-07-13,C0270,P007,U02,49.51,0.1072,Entregue,485.2,433.19,224.38,2026-07-19,2026-07-21,208.81,0.4820286710219534
PV009923,2026-05-29,C0490,P003,U02,10.4,0.1057,Entregue,436.8,390.63,213.22,2026-06-02,2026-05-31,177.41,0.4541637867035302
PV009924,2025-10-01,C0087,P003,U03,16.17,0.1037,Faturado,679.14,608.71,361.61,2025-10-13,2025-10-12,247.10000000000002,0.4059404314041169
PV009925,2025-09-18,C0096,P001,U01,24.56,0.1318,Entregue,454.36,394.48,200.05,2025-09-26,2025-09-26,194.43,0.4928766984384506
PV009926,2026-01-29,C0176,P003,U03,31.17,0.09,Entregue,1309.14,1191.32,573.3,2026-02-06,2026-02-05,618.02,0.518769096464426
PV009927,2026-04-05,C0393,P008,U03,51.1,0.0317,Faturado,899.36,870.85,385.36,2026-04-12,2026-04-18,485.49,0.5574898088074869
PV009928,2024-12-19,C0038,P005,U01,34.78,0.1741,Entregue,1102.53,910.58,486.27,2024-12-28,2024-12-28,424.31000000000006,0.4659777284807486
PV009929,2024-06-25,C0487,P003,U02,156.42,0.097,Entregue,6569.64,5932.38,3330.01,2024-06-28,2024-07-01,2602.37,0.4386721686742926
PV009930,2025-05-20,C0039,P008,U02,27.97,0.0489,Entregue,492.27,468.2,222.0,2025-06-03,2025-06-03,246.2,0.5258436565570269
PV009931,2026-04-13,C0254,P001,U03,9.72,0.1481,Faturado,179.82,153.19,67.28,2026-04-24,2026-04-24,85.91,0.5608068411776226
PV009932,2024-12-27,C0055,P008,U02,75.57,0.1506,Entregue,1330.03,1129.73,659.34,2025-01-10,2025-01-10,470.39,0.41637382383401345
PV009933,2026-01-06,C0465,P008,U01,22.19,0.1434,Faturado,390.54,334.54,167.39,2026-01-09,2026-01-09,167.15000000000003,0.4996412984994321
PV009934,2024-08-18,C0452,P002,U03,27.71,0.0926,Entregue,634.56,575.8,281.01,2024-08-28,2024-08-27,294.78999999999996,0.5119659604029176
