inspecao_id,lote_id,ph,viscosidade_cp,resultado,tempo_liberacao_h
IQ001444,L001444,7.13,5508.0,Aprovado,6.2
IQ001445,L001445,7.8,4291.0,Aprovado,11.6
IQ001446,L001446,7.01,4158.0,Aprovado,5.3
IQ001447,L001447,6.15,3981.0,Aprovado,4.0
IQ001448,L001448,7.54,4126.0,Aprovado com desvio,9.3
IQ001449,L001449,6.79,4988.0,Aprovado,4.3
IQ001450,L001450,7.46,5047.0,Aprovado,16.5
IQ001451,L001451,6.1,4817.0,Aprovado,25.4
IQ001452,L001452,6.72,5729.0,Aprovado,10.9
IQ001453,L001453,6.55,5489.0,Aprovado,5.2
IQ001454,L001454,6.99,4990.0,Aprovado,26.0
IQ001455,L001455,7.22,5606.0,Aprovado,25.2
IQ001456,L001456,6.22,5728.0,Aprovado,7.3
IQ001457,L001457,8.37,5630.0,Aprovado,13.9
IQ001458,L001458,6.45,4499.0,Aprovado,2.5
IQ001459,L001459,7.7,5420.0,Aprovado,7.2
IQ001460,L001460,5.67,3800.0,Aprovado,20.6
IQ001461,L001461,7.37,4970.0,Aprovado,13.8
IQ001462,L001462,7.21,4575.0,Aprovado,9.4
IQ001463,L001463,6.47,5079.0,Aprovado,3.9
IQ001464,L001464,5.89,6202.0,Aprovado,21.8
IQ001465,L001465,7.9,5198.0,Aprovado,8.0
IQ001466,L001466,6.15,4815.0,Aprovado,11.7
IQ001467,L001467,6.35,5562.0,Aprovado,7.2
IQ001468,L001468,8.35,6212.0,Aprovado,2.8
IQ001469,L001469,7.81,5041.0,Aprovado,20.3
IQ001470,L001470,5.92,5305.0,Aprovado,3.6
IQ001471,L001471,7.32,5745.0,Aprovado,7.8
IQ001472,L001472,6.96,5101.0,Aprovado,4.2
IQ001473,L001473,7.69,4873.0,Aprovado,14.9
IQ001474,L001474,8.54,4970.0,Reprovado,8.6
IQ001475,L001475,6.15,4596.0,Aprovado,6.6
IQ001476,L001476,7.38,5137.0,Aprovado,3.6
IQ001477,L001477,6.64,6971.0,Aprovado,7.1
IQ001478,L001478,8.48,6270.0,Aprovado,7.2
IQ001479,L001479,6.65,5443.0,Aprovado,3.6
IQ001480,L001480,6.68,5489.0,Aprovado,9.1
IQ001481,L001481,8.58,5244.0,Aprovado,11.2
IQ001482,L001482,6.92,5504.0,Aprovado,4.0
IQ001483,L001483,7.34,5287.0,Aprovado,14.5
IQ001484,L001484,6.1,6077.0,Aprovado,6.9
IQ001485,L001485,7.43,6118.0,Aprovado,11.7
IQ001486,L001486,8.27,6754.0,Aprovado com desvio,5.5
IQ001487,L001487,5.99,5309.0,Aprovado,2.3
IQ001488,L001488,8.15,4392.0,Aprovado,9.0
IQ001489,L001489,6.62,5099.0,Aprovado,5.2
IQ001490,L001490,7.11,4734.0,Aprovado,9.5
IQ001491,L001491,7.9,5096.0,Aprovado,22.0
IQ001492,L001492,9.74,6739.0,Aprovado,4.2
IQ001493,L001493,6.11,5417.0,Aprovado,22.0
IQ001494,L001494,7.74,5695.0,Aprovado,11.7
IQ001495,L001495,7.24,5002.0,Aprovado,20.1
IQ001496,L001496,6.08,5597.0,Aprovado,16.7
IQ001497,L001497,6.7,4588.0,Aprovado,5.0
IQ001498,L001498,9.06,4633.0,Aprovado,4.5
IQ001499,L001499,6.97,6037.0,Aprovado,6.9
IQ001500,L001500,8.6,6012.0,Aprovado,8.5
IQ001501,L001501,6.81,5815.0,Aprovado,11.3
IQ001502,L001502,6.53,5625.0,Aprovado com desvio,1.8
IQ001503,L001503,8.74,5276.0,Aprovado,4.4
IQ001504,L001504,7.4,5028.0,Aprovado,10.3
IQ001505,L001505,6.24,5277.0,Aprovado,4.8
IQ001506,L001506,6.39,4957.0,Reprovado,10.7
IQ001507,L001507,6.87,4975.0,Aprovado,12.8
IQ001508,L001508,6.45,5098.0,Aprovado,2.6
IQ001509,L001509,6.34,6063.0,Reprovado,5.3
IQ001510,L001510,6.52,4500.0,Aprovado,10.3
IQ001511,L001511,8.04,6103.0,Aprovado,16.6
IQ001512,L001512,5.16,5745.0,Aprovado,7.1
IQ001513,L001513,4.93,4180.0,Aprovado,14.9
IQ001514,L001514,7.33,5979.0,Aprovado,1.3
IQ001515,L001515,6.29,4898.0,Aprovado,9.4
IQ001516,L001516,8.35,4857.0,Aprovado,9.3
IQ001517,L001517,6.74,4319.0,Aprovado,9.5
IQ001518,L001518,7.11,5052.0,Aprovado,4.6
IQ001519,L001519,6.81,5676.0,Aprovado,1.0
IQ001520,L001520,7.03,4498.0,Aprovado,8.6
IQ001521,L001521,7.22,4326.0,Aprovado,4.8
IQ001522,L001522,7.64,6377.0,Aprovado,26.1
IQ001523,L001523,7.02,5436.0,Aprovado,11.4
IQ001524,L001524,6.5,4285.0,Aprovado,22.1
IQ001525,L001525,8.48,4503.0,Aprovado,9.5
IQ001526,L001526,7.14,5394.0,Aprovado,1.1
IQ001527,L001527,9.02,5222.0,Aprovado,6.1
IQ001528,L001528,6.74,5933.0,Aprovado,11.4
IQ001529,L001529,6.23,5879.0,Aprovado,17.3
IQ001530,L001530,7.92,5541.0,Aprovado,0.8
IQ001531,L001531,7.73,5127.0,Aprovado,12.7
IQ001532,L001532,9.47,5216.0,Aprovado,6.4
IQ001533,L001533,7.35,6149.0,Aprovado,10.8
IQ001534,L001534,5.6,5175.0,Aprovado,6.6
IQ001535,L001535,7.7,5856.0,Aprovado,3.3
IQ001536,L001536,6.3,5426.0,Aprovado,11.6
IQ001537,L001537,7.48,5244.0,Aprovado,14.6
IQ001538,L001538,6.52,4441.0,Aprovado,7.3
IQ001539,L001539,8.82,4671.0,Aprovado,20.0
IQ001540,L001540,6.42,4997.0,Aprovado,4.6
IQ001541,L001541,8.4,4812.0,Aprovado,7.9
IQ001542,L001542,5.99,5468.0,Aprovado,9.1
IQ001543,L001543,7.32,5474.0,Aprovado,4.7
IQ001544,L001544,6.35,5845.0,Aprovado,6.9
IQ001545,L001545,8.16,5381.0,Aprovado,7.4
IQ001546,L001546,7.69,5213.0,Aprovado com desvio,1.8
IQ001547,L001547,8.49,4791.0,Aprovado,17.0
IQ001548,L001548,8.38,5746.0,Aprovado,2.7
IQ001549,L001549,7.71,4689.0,Aprovado,5.4
IQ001550,L001550,7.01,6118.0,Aprovado,7.0
IQ001551,L001551,6.45,5046.0,Aprovado,8.7
IQ001552,L001552,7.96,4847.0,Aprovado,1.6
IQ001553,L001553,8.07,4144.0,Aprovado,14.1
IQ001554,L001554,7.72,4916.0,Aprovado,14.8
IQ001555,L001555,8.64,4607.0,Aprovado,20.5
IQ001556,L001556,7.42,4367.0,Aprovado com desvio,10.6
IQ001557,L001557,7.39,5414.0,Aprovado,6.6
IQ001558,L001558,7.34,3939.0,Aprovado,13.3
IQ001559,L001559,6.18,6292.0,Aprovado,3.1
IQ001560,L001560,8.79,4170.0,Aprovado,6.5
IQ001561,L001561,7.65,5714.0,Aprovado,22.4
IQ001562,L001562,4.92,4564.0,Aprovado com desvio,28.5
IQ001563,L001563,7.94,5086.0,Aprovado,5.2
IQ001564,L001564,7.53,5512.0,Aprovado,11.1
IQ001565,L001565,7.35,6237.0,Aprovado,15.5
IQ001566,L001566,9.54,6534.0,Aprovado,7.4
IQ001567,L001567,8.63,5011.0,Aprovado,16.7
IQ001568,L001568,7.28,5629.0,Aprovado,5.2
IQ001569,L001569,6.46,4444.0,Aprovado,4.0
IQ001570,L001570,7.88,4837.0,Aprovado,0.6
IQ001571,L001571,7.52,5055.0,Aprovado,4.2
IQ001572,L001572,9.11,6554.0,Reprovado,9.2
IQ001573,L001573,5.63,5325.0,Aprovado,7.9
IQ001574,L001574,7.5,5777.0,Aprovado,9.0
IQ001575,L001575,5.91,5861.0,Aprovado,9.3
IQ001576,L001576,7.85,5811.0,Aprovado,5.0
IQ001577,L001577,5.81,5354.0,Aprovado,24.3
IQ001578,L001578,8.17,4179.0,Aprovado,3.7
IQ001579,L001579,7.09,5765.0,Aprovado,13.2
IQ001580,L001580,7.35,4386.0,Aprovado,29.7
IQ001581,L001581,4.37,5556.0,Aprovado,3.6
IQ001582,L001582,7.88,5929.0,Aprovado,43.2
IQ001583,L001583,6.55,5083.0,Aprovado,3.6
IQ001584,L001584,6.14,5268.0,Reprovado,4.9
IQ001585,L001585,6.18,4662.0,Aprovado,21.7
IQ001586,L001586,6.26,5025.0,Aprovado,6.1
IQ001587,L001587,5.04,5572.0,Aprovado,4.1
IQ001588,L001588,6.31,4604.0,Aprovado,11.8
IQ001589,L001589,8.78,5005.0,Aprovado,3.2
IQ001590,L001590,6.17,5355.0,Aprovado,5.7
IQ001591,L001591,8.22,5711.0,Aprovado,17.0
IQ001592,L001592,6.16,6430.0,Aprovado,2.8
IQ001593,L001593,6.42,5135.0,Aprovado,18.7
IQ001594,L001594,7.35,5204.0,Aprovado,8.7
IQ001595,L001595,6.74,5655.0,Aprovado,20.2
IQ001596,L001596,6.63,4666.0,Aprovado,3.4
IQ001597,L001597,7.19,5407.0,Aprovado,5.4
IQ001598,L001598,5.85,4327.0,Aprovado,6.0
IQ001599,L001599,7.32,4935.0,Aprovado,3.4
IQ001600,L001600,6.64,5628.0,Aprovado,13.5
IQ001601,L001601,6.86,5377.0,Aprovado,11.4
IQ001602,L001602,8.88,5387.0,Aprovado,18.7
IQ001603,L001603,6.82,6203.0,Aprovado,16.5
IQ001604,L001604,6.44,5480.0,Aprovado,5.1
IQ001605,L001605,8.04,4423.0,Aprovado,3.5
IQ001606,L001606,7.22,5252.0,Aprovado,6.2
IQ001607,L001607,8.03,5303.0,Aprovado,10.4
IQ001608,L001608,8.03,6534.0,Aprovado,17.0
IQ001609,L001609,6.45,5655.0,Aprovado,18.9
IQ001610,L001610,7.15,4777.0,Aprovado,4.7
IQ001611,L001611,7.52,4376.0,Aprovado,15.1
IQ001612,L001612,7.29,4999.0,Aprovado,7.0
IQ001613,L001613,7.52,5461.0,Aprovado,5.7
IQ001614,L001614,6.07,3986.0,Aprovado,24.7
IQ001615,L001615,7.82,5449.0,Aprovado,13.7
IQ001616,L001616,7.53,4247.0,Aprovado,4.9
IQ001617,L001617,5.24,5350.0,Aprovado,13.0
IQ001618,L001618,7.97,5026.0,Aprovado,9.2
IQ001619,L001619,6.72,4660.0,Aprovado,1.8
IQ001620,L001620,7.85,6099.0,Aprovado,5.1
IQ001621,L001621,9.61,5304.0,Aprovado,31.3
IQ001622,L001622,6.92,6183.0,Aprovado,5.6
IQ001623,L001623,8.84,4954.0,Aprovado,16.8
IQ001624,L001624,5.73,5341.0,Aprovado,18.5
IQ001625,L001625,7.32,4284.0,Aprovado,26.1
IQ001626,L001626,6.3,4900.0,Aprovado,29.8
IQ001627,L001627,6.78,5265.0,Aprovado,9.6
IQ001628,L001628,5.57,4383.0,Aprovado,13.2
IQ001629,L001629,9.82,5382.0,Aprovado,8.8
IQ001630,L001630,7.0,5327.0,Aprovado,19.8
IQ001631,L001631,8.14,5081.0,Aprovado,16.0
IQ001632,L001632,8.16,4334.0,Aprovado,54.5
IQ001633,L001633,7.4,5696.0,Aprovado,16.9
IQ001634,L001634,7.34,5078.0,Aprovado,4.2
IQ001635,L001635,7.12,7104.0,Aprovado,29.9
IQ001636,L001636,6.64,5614.0,Aprovado,5.8
IQ001637,L001637,7.27,5047.0,Aprovado,14.3
IQ001638,L001638,7.1,5912.0,Aprovado,8.6
IQ001639,L001639,9.22,4811.0,Aprovado,7.6
IQ001640,L001640,7.32,4060.0,Aprovado,9.3
IQ001641,L001641,7.39,4502.0,Aprovado,13.2
IQ001642,L001642,5.82,5144.0,Aprovado com desvio,18.6
IQ001643,L001643,7.01,4482.0,Aprovado,1.6
IQ001644,L001644,6.56,5300.0,Aprovado,31.8
IQ001645,L001645,7.18,5300.0,Aprovado,9.8
IQ001646,L001646,8.06,4979.0,Aprovado,16.1
IQ001647,L001647,6.2,5709.0,Aprovado,14.0
IQ001648,L001648,6.91,5662.0,Aprovado,5.7
IQ001649,L001649,7.09,5947.0,Aprovado,9.3
IQ001650,L001650,6.99,5503.0,Aprovado,8.3
IQ001651,L001651,7.3,5553.0,Aprovado,28.4
IQ001652,L001652,8.63,5444.0,Aprovado,16.7
IQ001653,L001653,6.76,5181.0,Aprovado com desvio,4.3
IQ001654,L001654,6.29,5254.0,Aprovado,4.5
IQ001655,L001655,6.08,5184.0,Aprovado,8.1
IQ001656,L001656,5.74,4130.0,Aprovado,8.0
IQ001657,L001657,8.21,3912.0,Aprovado,5.1
IQ001658,L001658,7.97,4801.0,Aprovado,7.9
IQ001659,L001659,6.43,5061.0,Aprovado com desvio,4.2
IQ001660,L001660,8.1,5475.0,Aprovado,29.7
IQ001661,L001661,7.66,6100.0,Aprovado,4.2
IQ001662,L001662,7.14,4698.0,Aprovado,14.5
IQ001663,L001663,7.14,5267.0,Aprovado,6.4
IQ001664,L001664,7.63,5717.0,Aprovado,3.3
IQ001666,L001666,7.96,5586.0,Aprovado com desvio,8.2
IQ001667,L001667,5.56,5263.0,Aprovado,7.8
IQ001668,L001668,8.26,4609.0,Aprovado,13.5
IQ001669,L001669,7.43,4579.0,Aprovado,29.2
IQ001670,L001670,6.72,3586.0,Aprovado,14.5
IQ001671,L001671,6.71,6543.0,Aprovado,6.0
IQ001673,L001673,6.96,4513.0,Aprovado,6.0
IQ001674,L001674,8.06,3581.0,Aprovado,3.0
IQ001675,L001675,7.75,5784.0,Aprovado,8.4
IQ001676,L001676,7.4,5673.0,Aprovado,18.9
IQ001677,L001677,7.36,5506.0,Aprovado,19.0
IQ001678,L001678,8.73,4943.0,Aprovado,12.3
IQ001679,L001679,7.51,6648.0,Aprovado,1.4
IQ001680,L001680,7.32,5462.0,Aprovado,26.9
IQ001681,L001681,8.09,6990.0,Aprovado,21.5
IQ001682,L001682,7.4,5311.0,Aprovado,2.1
IQ001683,L001683,8.39,4342.0,Aprovado,9.8
IQ001684,L001684,6.59,5084.0,Aprovado,4.8
IQ001685,L001685,6.45,5840.0,Aprovado,25.7
IQ001686,L001686,8.47,4578.0,Aprovado,6.4
IQ001687,L001687,8.22,5095.0,Aprovado,4.0
IQ001688,L001688,8.64,4918.0,Aprovado,8.0
IQ001689,L001689,5.85,4600.0,Aprovado,7.8
IQ001690,L001690,7.55,5617.0,Aprovado,10.1
IQ001691,L001691,6.26,5530.0,Aprovado,16.2
IQ001692,L001692,6.16,5510.0,Aprovado,24.4
IQ001693,L001693,6.65,4633.0,Aprovado,5.4
IQ001694,L001694,8.12,4947.0,Aprovado,12.1
IQ001695,L001695,6.46,5550.0,Aprovado com desvio,18.2
IQ001696,L001696,7.94,4699.0,Aprovado,15.4
IQ001697,L001697,6.94,5718.0,Reprovado,5.4
IQ001698,L001698,7.71,6080.0,Aprovado,8.8
IQ001699,L001699,6.98,5401.0,Aprovado,3.4
IQ001700,L001700,8.18,4305.0,Aprovado,3.8
IQ001701,L001701,6.74,5090.0,Aprovado,13.6
IQ001702,L001702,5.91,4881.0,Aprovado,2.5
IQ001703,L001703,6.68,6119.0,Aprovado,8.1
IQ001704,L001704,7.03,5766.0,Aprovado,6.9
IQ001705,L001705,7.96,5281.0,Aprovado,12.2
IQ001706,L001706,6.67,6773.0,Aprovado,3.3
IQ001707,L001707,7.98,5486.0,Aprovado,11.1
IQ001708,L001708,7.48,5064.0,Aprovado,9.3
IQ001709,L001709,4.9,5536.0,Aprovado,14.1
IQ001710,L001710,6.32,4265.0,Aprovado,13.3
IQ001711,L001711,5.81,5139.0,Aprovado,15.3
IQ001712,L001712,8.16,5915.0,Aprovado,5.0
IQ001713,L001713,5.76,4850.0,Aprovado,4.1
IQ001714,L001714,8.17,5811.0,Aprovado,16.6
IQ001715,L001715,8.17,4510.0,Aprovado,5.9
IQ001716,L001716,8.82,5874.0,Aprovado,7.0
IQ001717,L001717,5.92,5758.0,Aprovado,8.1
IQ001718,L001718,6.97,4938.0,Aprovado,32.3
IQ001719,L001719,7.24,5131.0,Aprovado,9.7
IQ001720,L001720,8.26,5256.0,Aprovado,2.7
IQ001721,L001721,6.82,5908.0,Aprovado,11.1
IQ001722,L001722,7.89,5402.0,Aprovado,15.2
IQ001723,L001723,7.25,4787.0,Aprovado,4.8
IQ001724,L001724,7.64,4737.0,Aprovado,3.6
IQ001725,L001725,6.94,5036.0,Aprovado,1.6
IQ001726,L001726,8.25,4534.0,Aprovado,20.0
IQ001727,L001727,7.89,5523.0,Aprovado,3.7
IQ001728,L001728,7.81,5588.0,Aprovado,5.8
IQ001729,L001729,6.76,5746.0,Aprovado,26.6
IQ001730,L001730,7.78,5529.0,Aprovado com desvio,3.2
IQ001731,L001731,6.31,5730.0,Aprovado,1.1
IQ001732,L001732,6.68,5950.0,Aprovado,6.0
IQ001733,L001733,6.93,5220.0,Aprovado,15.2
IQ001734,L001734,7.2,5222.0,Aprovado,31.3
IQ001735,L001735,6.75,5740.0,Aprovado,4.6
IQ001736,L001736,6.7,6020.0,Aprovado com desvio,13.4
IQ001737,L001737,7.51,5284.0,Aprovado,11.6
IQ001738,L001738,7.62,5486.0,Aprovado,11.6
IQ001739,L001739,7.07,6009.0,Aprovado,9.6
IQ001740,L001740,6.67,5444.0,Aprovado,7.0
IQ001741,L001741,7.11,6091.0,Aprovado,16.0
IQ001742,L001742,7.86,4861.0,Aprovado,2.2
IQ001743,L001743,6.35,5543.0,Aprovado,26.0
IQ001744,L001744,6.08,6248.0,Reprovado,8.5
IQ001745,L001745,7.51,4458.0,Aprovado,11.5
IQ001746,L001746,6.78,5737.0,Reprovado,5.6
IQ001747,L001747,7.98,4959.0,Aprovado,9.5
IQ001748,L001748,6.06,5179.0,Aprovado,24.6
IQ001749,L001749,7.25,4092.0,Aprovado,4.4
IQ001750,L001750,5.55,6037.0,Aprovado,31.2
IQ001751,L001751,6.19,4957.0,Aprovado,10.2
IQ001752,L001752,6.94,4028.0,Aprovado,2.6
IQ001753,L001753,6.85,4598.0,Aprovado,2.2
IQ001754,L001754,6.32,4597.0,Aprovado,28.0
IQ001755,L001755,8.24,6062.0,Aprovado,5.8
IQ001756,L001756,8.79,4576.0,Aprovado,14.7
IQ001757,L001757,8.55,5292.0,Aprovado,4.4
IQ001758,L001758,7.69,5059.0,Aprovado,9.7
IQ001759,L001759,6.94,4932.0,Aprovado,7.4
IQ001760,L001760,5.1,5159.0,Aprovado,8.0
IQ001761,L001761,7.43,4808.0,Aprovado,13.4
IQ001762,L001762,7.26,5226.0,Aprovado,8.3
IQ001763,L001763,7.18,4996.0,Aprovado,22.1
IQ001764,L001764,6.42,5658.0,Aprovado,11.2
IQ001765,L001765,6.89,4761.0,Aprovado,4.9
IQ001766,L001766,7.4,4771.0,Aprovado,17.6
IQ001767,L001767,8.03,5079.0,Aprovado,12.9
IQ001768,L001768,8.36,3325.0,Aprovado,11.7
IQ001769,L001769,6.53,5578.0,Aprovado,30.9
IQ001770,L001770,6.95,4843.0,Aprovado,2.8
IQ001771,L001771,7.03,6221.0,Aprovado,8.5
IQ001772,L001772,9.36,4289.0,Aprovado,5.9
IQ001773,L001773,6.29,5446.0,Aprovado,18.9
IQ001774,L001774,9.53,5089.0,Aprovado,4.1
IQ001775,L001775,7.41,5187.0,Aprovado,1.2
IQ001776,L001776,7.94,5048.0,Aprovado,19.6
IQ001777,L001777,6.75,5352.0,Aprovado,20.4
IQ001778,L001778,7.09,3805.0,Aprovado,8.3
IQ001779,L001779,7.81,5633.0,Aprovado,7.5
IQ001780,L001780,8.77,5741.0,Aprovado,19.4
IQ001781,L001781,5.81,4429.0,Aprovado,4.1
IQ001782,L001782,7.1,5350.0,Aprovado,15.1
IQ001783,L001783,5.99,4586.0,Aprovado,4.1
IQ001784,L001784,6.93,5732.0,Aprovado com desvio,4.9
IQ001785,L001785,7.66,5133.0,Aprovado,10.7
IQ001786,L001786,9.28,5518.0,Aprovado com desvio,11.3
IQ001787,L001787,6.96,5173.0,Aprovado,19.5
IQ001788,L001788,7.34,4372.0,Aprovado,32.8
IQ001789,L001789,7.17,5007.0,Aprovado,9.1
IQ001790,L001790,7.25,5759.0,Aprovado com desvio,8.2
IQ001791,L001791,7.78,4202.0,Aprovado com desvio,0.5
IQ001792,L001792,6.37,4665.0,Aprovado,1.1
IQ001793,L001793,7.59,5211.0,Aprovado,4.5
IQ001794,L001794,7.96,5991.0,Aprovado,5.9
IQ001795,L001795,7.76,5998.0,Aprovado,2.9
IQ001796,L001796,8.91,6026.0,Aprovado,15.4
IQ001797,L001797,6.49,5975.0,Aprovado,15.9
IQ001798,L001798,5.55,5491.0,Aprovado,12.6
IQ001799,L001799,7.49,5956.0,Aprovado,1.8
IQ001800,L001800,5.96,5438.0,Aprovado,4.9
IQ001801,L001801,6.54,6441.0,Reprovado,4.2
IQ001802,L001802,7.0,5558.0,Aprovado,8.1
IQ001803,L001803,7.96,4591.0,Aprovado,5.4
IQ001804,L001804,7.25,5965.0,Aprovado,31.4
IQ001805,L001805,6.52,5706.0,Aprovado,16.8
IQ001806,L001806,7.04,4709.0,Aprovado,7.3
IQ001807,L001807,9.22,3900.0,Aprovado,19.4
IQ001808,L001808,6.11,4703.0,Aprovado,8.8
IQ001809,L001809,8.3,5394.0,Aprovado com desvio,14.6
IQ001810,L001810,8.86,4870.0,Aprovado com desvio,5.0
IQ001811,L001811,7.69,4603.0,Aprovado,3.3
IQ001812,L001812,6.98,5709.0,Aprovado,3.3
IQ001813,L001813,7.78,5033.0,Aprovado,14.0
IQ001814,L001814,5.6,4486.0,Aprovado,2.6
IQ001815,L001815,7.95,5705.0,Aprovado,14.3
IQ001816,L001816,5.79,4747.0,Aprovado,33.0
IQ001817,L001817,7.74,4920.0,Aprovado,18.9
IQ001818,L001818,5.45,5817.0,Aprovado,24.5
IQ001819,L001819,6.65,5149.0,Aprovado,7.3
IQ001820,L001820,8.11,5262.0,Aprovado,3.2
IQ001821,L001821,5.93,5238.0,Aprovado,29.7
IQ001822,L001822,7.29,6436.0,Aprovado,5.0
IQ001823,L001823,6.96,5254.0,Aprovado,12.4
IQ001824,L001824,7.28,5787.0,Aprovado,6.9
IQ001825,L001825,7.58,5917.0,Aprovado,22.9
IQ001826,L001826,7.04,5660.0,Aprovado com desvio,7.2
IQ001827,L001827,6.82,4655.0,Aprovado,26.8
IQ001828,L001828,6.74,4873.0,Aprovado,5.3
IQ001829,L001829,7.11,5293.0,Aprovado,15.0
IQ001830,L001830,7.52,5541.0,Aprovado,10.2
IQ001831,L001831,6.9,5632.0,Aprovado,6.9
IQ001832,L001832,7.25,5005.0,Aprovado,11.3
IQ001833,L001833,5.86,4568.0,Aprovado com desvio,5.2
IQ001834,L001834,6.24,5980.0,Aprovado,16.8
IQ001835,L001835,6.8,5300.0,Aprovado,3.9
IQ001836,L001836,6.09,5063.0,Aprovado,8.1
IQ001837,L001837,7.41,5527.0,Aprovado,6.7
IQ001838,L001838,7.72,5777.0,Aprovado,8.5
IQ001839,L001839,5.66,4999.0,Aprovado,20.4
IQ001840,L001840,7.15,5270.0,Aprovado,33.3
IQ001841,L001841,7.69,5198.0,Aprovado,8.0
IQ001842,L001842,7.28,5503.0,Aprovado com desvio,11.7
IQ001843,L001843,6.17,5169.0,Reprovado,18.7
IQ001844,L001844,5.79,5472.0,Aprovado,28.1
IQ001845,L001845,7.4,5077.0,Aprovado,9.1
IQ001846,L001846,7.36,4211.0,Aprovado,25.3
IQ001847,L001847,8.07,5083.0,Aprovado,0.8
IQ001848,L001848,7.16,4639.0,Aprovado,6.3
IQ001849,L001849,6.6,5440.0,Aprovado,1.4
IQ001850,L001850,6.85,4443.0,Aprovado,17.5
IQ001851,L001851,7.29,5682.0,Aprovado,8.7
IQ001852,L001852,7.17,5562.0,Aprovado,2.4
IQ001853,L001853,7.18,5260.0,Aprovado,4.8
IQ001854,L001854,7.31,4309.0,Aprovado,3.5
IQ001855,L001855,7.67,5438.0,Aprovado,14.7
IQ001856,L001856,6.02,4892.0,Aprovado,12.6
IQ001857,L001857,7.91,5513.0,Aprovado,4.1
IQ001858,L001858,7.17,4250.0,Aprovado,15.4
IQ001859,L001859,8.86,5825.0,Aprovado,2.8
IQ001860,L001860,7.04,5334.0,Aprovado,9.3
IQ001861,L001861,7.65,5768.0,Aprovado,16.8
IQ001862,L001862,7.39,5492.0,Aprovado,13.1
IQ001863,L001863,8.33,4080.0,Aprovado,2.7
IQ001864,L001864,7.56,5541.0,Aprovado,7.4
IQ001865,L001865,9.18,5655.0,Aprovado,12.3
IQ001866,L001866,5.65,5842.0,Aprovado,21.3
IQ001867,L001867,7.92,5713.0,Aprovado,12.1
IQ001868,L001868,7.51,5304.0,Aprovado,5.4
IQ001869,L001869,6.76,4859.0,Aprovado,7.4
IQ001870,L001870,7.21,4565.0,Aprovado,6.1
IQ001871,L001871,7.64,3753.0,Aprovado,5.1
IQ001872,L001872,6.52,4130.0,Aprovado,11.3
IQ001873,L001873,7.51,5355.0,Aprovado,11.4
IQ001874,L001874,8.04,5733.0,Aprovado,18.0
IQ001875,L001875,6.61,5127.0,Aprovado,4.5
IQ001876,L001876,6.69,6008.0,Aprovado,19.3
IQ001877,L001877,7.66,5669.0,Aprovado,1.6
IQ001878,L001878,6.57,6010.0,Aprovado,33.5
IQ001879,L001879,6.77,4308.0,Aprovado com desvio,12.9
IQ001880,L001880,6.7,6156.0,Aprovado,3.7
IQ001881,L001881,7.35,4633.0,Aprovado,5.8
IQ001882,L001882,6.24,5704.0,Aprovado,2.8
IQ001883,L001883,6.76,4300.0,Aprovado com desvio,11.9
IQ001884,L001884,4.6,6028.0,Aprovado,13.6
IQ001885,L001885,6.36,5010.0,Aprovado,19.0
IQ001886,L001886,6.95,5731.0,Aprovado,2.6
IQ001887,L001887,6.14,5744.0,Aprovado,1.8
IQ001888,L001888,6.94,5292.0,Aprovado,3.6
IQ001889,L001889,6.63,5593.0,Reprovado,7.5
IQ001890,L001890,6.81,5776.0,Aprovado,13.6
IQ001891,L001891,6.68,4745.0,Aprovado,14.7
IQ001892,L001892,7.5,5175.0,Aprovado,11.9
IQ001893,L001893,5.36,5275.0,Aprovado,6.5
IQ001894,L001894,7.19,5238.0,Aprovado,10.0
IQ001895,L001895,6.73,5150.0,Aprovado,12.0
IQ001896,L001896,6.73,5229.0,Aprovado,7.0
IQ001897,L001897,7.26,5585.0,Aprovado,0.7
IQ001898,L001898,6.59,4898.0,Aprovado,4.7
IQ001899,L001899,6.78,5383.0,Aprovado,7.9
IQ001900,L001900,7.05,4350.0,Aprovado,9.5
IQ001901,L001901,8.6,5667.0,Aprovado,19.3
IQ001902,L001902,7.91,5973.0,Aprovado,5.9
IQ001903,L001903,7.66,4141.0,Aprovado,20.6
IQ001904,L001904,7.59,5471.0,Aprovado,4.8
IQ001905,L001905,9.23,4922.0,Reprovado,15.7
IQ001906,L001906,7.43,5809.0,Reprovado,9.4
IQ001907,L001907,7.5,5355.0,Aprovado,8.7
IQ001908,L001908,5.38,5267.0,Aprovado,12.1
IQ001909,L001909,6.98,5941.0,Aprovado,3.8
IQ001910,L001910,5.76,4069.0,Reprovado,10.8
IQ001911,L001911,7.14,5055.0,Aprovado,4.5
IQ001912,L001912,5.74,5292.0,Aprovado,27.3
IQ001913,L001913,7.74,4620.0,Aprovado com desvio,3.1
IQ001914,L001914,7.67,4887.0,Aprovado,5.6
IQ001915,L001915,5.96,5728.0,Aprovado,5.2
IQ001916,L001916,7.63,5765.0,Aprovado,9.9
IQ001917,L001917,5.97,5585.0,Aprovado,9.9
IQ001918,L001918,7.66,5122.0,Aprovado,21.7
IQ001919,L001919,7.57,4700.0,Aprovado,8.5
IQ001920,L001920,7.73,4599.0,Aprovado,9.7
IQ001921,L001921,8.11,5269.0,Aprovado,8.8
IQ001922,L001922,6.48,4101.0,Aprovado,21.0
