pedido_compra_id,data_pedido,fornecedor_id,unidade_id,material,quantidade_kg,custo_unitario,data_prevista,data_recebimento,status_qualidade,entrega_no_prazo,valor_compra
PC004467,2026-04-04,F007,U01,Embalagem,664.42,21.0,2026-04-22,2026-04-24,Aprovado,False,13952.82
PC004468,2024-05-05,F021,U02,Pigmento,336.52,41.8,2024-05-13,2024-05-12,Aprovado,True,14066.535999999998
PC004469,2024-06-25,F025,U02,Carga Mineral,332.59,23.21,2024-06-30,2024-06-30,Aprovado,True,7719.4139
PC004470,2024-10-24,F022,U02,Embalagem,305.09,46.76,2024-11-16,2024-11-17,Aprovado,False,14266.008399999999
PC004471,2025-12-25,F023,U02,Isocianato,218.36,23.9,2026-01-12,2026-01-10,Aprovado,True,5218.804
PC004472,2026-02-20,F023,U03,Silicone Base,30.58,35.3,2026-02-24,2026-02-26,Bloqueado,False,1079.474
PC004473,2024-03-19,F011,U03,Carga Mineral,302.92,15.72,2024-04-06,2024-04-08,Aprovado,False,4761.902400000001
PC004474,2024-03-08,F002,U02,Solvente,164.51,28.18,2024-03-20,2024-03-21,Aprovado,False,4635.891799999999
PC004475,2024-03-28,F011,U03,Embalagem,141.43,24.85,2024-04-17,2024-04-17,Aprovado,True,3514.5355000000004
PC004476,2025-08-25,F019,U02,Aditivo,267.26,37.21,2025-09-06,2025-09-04,Aprovado,True,9944.7446
PC004477,2026-06-08,F001,U01,Poliol,306.36,35.04,2026-06-25,2026-06-23,Aprovado,True,10734.8544
PC004478,2025-02-26,F011,U02,Carga Mineral,220.32,26.15,2025-03-03,2025-03-05,Aprovado,False,5761.3679999999995
PC004479,2026-02-01,F024,U02,Embalagem,160.47,29.35,2026-02-19,2026-02-18,Aprovado,True,4709.7945
PC004480,2025-10-01,F020,U03,Carga Mineral,509.57,8.97,2025-10-16,2025-10-17,Aprovado,False,4570.842900000001
PC004481,2025-09-12,F025,U02,Solvente,172.68,42.46,2025-09-19,2025-09-18,Aprovado,True,7331.9928
PC004482,2025-12-19,F028,U03,Poliol,134.21,8.06,2025-12-28,2025-12-28,Aprovado,True,1081.7326
PC004483,2025-04-07,F025,U02,Poliol,586.49,38.0,2025-04-17,2025-04-16,Aprovado,True,22286.62
PC004484,2025-07-09,F027,U01,Isocianato,318.61,6.27,2025-07-13,2025-07-12,Aprovado,True,1997.6847
PC004485,2024-10-06,F023,U02,Aditivo,411.88,9.59,2024-10-25,2024-10-24,Aprovado,True,3949.9292
PC004486,2025-07-03,F016,U02,Embalagem,247.83,39.33,2025-07-09,2025-07-09,Aprovado,True,9747.1539
PC004487,2026-01-04,F026,U02,Solvente,131.58,19.84,2026-01-18,2026-01-18,Aprovado,True,2610.5472000000004
PC004488,2024-12-29,F019,U03,Pigmento,132.14,6.21,2025-01-09,2025-01-10,Bloqueado,False,820.5894
PC004489,2024-08-02,F018,U01,Carga Mineral,274.64,4.41,2024-08-17,2024-08-17,Aprovado,True,1211.1624
PC004490,2024-09-21,F006,U03,Silicone Base,114.16,47.33,2024-10-10,2024-10-11,Aprovado,False,5403.1928
PC004491,2026-04-30,F004,U02,Carga Mineral,152.57,10.59,2026-05-23,2026-05-21,Aprovado,True,1615.7162999999998
PC004492,2026-05-25,F019,U02,Silicone Base,279.21,22.07,2026-06-13,2026-06-13,Aprovado,True,6162.164699999999
PC004493,2024-01-28,F024,U02,Silicone Base,637.3,29.55,2024-02-14,2024-02-14,Aprovado,True,18832.215
PC004494,2025-01-03,F027,U01,Carga Mineral,344.62,9.96,2025-01-15,2025-01-20,Bloqueado,False,3432.4152000000004
PC004495,2026-06-24,F003,U02,Solvente,197.48,33.28,2026-07-09,2026-07-09,Aprovado,True,6572.1344
PC004496,2026-02-18,F030,U03,Silicone Base,288.84,19.89,2026-02-25,2026-02-23,Aprovado,True,5745.027599999999
PC004497,2025-06-20,F004,U01,Pigmento,174.12,11.59,2025-06-29,2025-06-28,Aprovado,True,2018.0508
PC004498,2026-04-05,F009,U03,Solvente,304.71,4.03,2026-04-24,2026-04-24,Aprovado,True,1227.9813
PC004499,2025-09-05,F016,U01,Silicone Base,759.73,5.74,2025-09-14,2025-09-12,Aprovado,True,4360.8502
PC004500,2024-06-18,F015,U03,Solvente,1517.32,19.86,2024-06-29,2024-06-29,Aprovado,True,30133.975199999997
PC004501,2024-07-12,F005,U03,Silicone Base,58.83,38.03,2024-07-25,2024-07-23,Aprovado,True,2237.3049
PC004502,2026-05-27,F025,U01,Pigmento,265.07,5.64,2026-06-08,2026-06-10,Aprovado,False,1494.9948
PC004503,2025-02-24,F022,U01,Poliol,398.3,31.17,2025-03-03,2025-03-05,Aprovado,False,12415.011
PC004504,2024-03-24,F015,U02,Carga Mineral,201.75,13.91,2024-04-08,2024-04-09,Aprovado,False,2806.3425
PC004505,2025-12-08,F025,U03,Isocianato,489.38,9.08,2025-12-14,2025-12-16,Aprovado,False,4443.5704
PC004506,2025-04-17,F015,U03,Aditivo,519.8,23.84,2025-05-08,2025-05-08,Aprovado,True,12392.032
PC004507,2024-11-09,F003,U02,Isocianato,385.66,27.51,2024-11-22,2024-11-22,Aprovado,True,10609.5066
PC004508,2026-05-27,F007,U03,Aditivo,262.36,14.18,2026-06-18,2026-06-19,Aprovado,False,3720.2648
PC004509,2025-02-16,F028,U02,Aditivo,1449.83,44.72,2025-02-24,2025-03-01,Aprovado,False,64836.3976
PC004510,2025-07-19,F016,U03,Pigmento,311.77,22.22,2025-07-26,2025-07-24,Aprovado,True,6927.529399999999
PC004511,2025-04-24,F029,U01,Solvente,601.82,39.05,2025-05-08,2025-05-13,Aprovado,False,23501.071
PC004512,2025-05-24,F029,U03,Solvente,189.41,42.04,2025-05-31,2025-05-31,Aprovado,True,7962.796399999999
PC004513,2025-04-10,F011,U01,Silicone Base,121.57,39.52,2025-04-19,2025-04-18,Aprovado,True,4804.4464
PC004514,2026-05-20,F024,U02,Solvente,779.78,43.56,2026-06-05,2026-06-06,Aprovado,False,33967.2168
PC004515,2026-03-30,F003,U03,Poliol,161.15,16.61,2026-04-15,2026-04-16,Aprovado,False,2676.7015
PC004516,2024-12-17,F013,U01,Pigmento,319.76,23.68,2024-12-24,2024-12-22,Aprovado,True,7571.9168
PC004517,2024-06-10,F008,U02,Carga Mineral,221.63,44.06,2024-06-18,2024-06-18,Reprovado,True,9765.0178
PC004518,2026-06-23,F003,U03,Solvente,180.76,27.4,2026-07-14,2026-07-15,Aprovado,False,4952.824
PC004519,2024-12-08,F023,U03,Carga Mineral,729.36,14.47,2024-12-30,2024-12-30,Aprovado,True,10553.8392
PC004520,2024-08-30,F013,U03,Poliol,78.45,40.63,2024-09-23,2024-09-23,Aprovado,True,3187.4235000000003
PC004521,2026-02-18,F030,U02,Carga Mineral,249.96,24.66,2026-02-28,2026-02-26,Aprovado,True,6164.0136
PC004522,2025-05-18,F013,U01,Aditivo,129.63,12.77,2025-05-31,2025-06-01,Aprovado,False,1655.3751
PC004523,2024-10-23,F005,U01,Silicone Base,333.19,16.65,2024-10-31,2024-10-31,Aprovado,True,5547.6134999999995
PC004524,2025-09-01,F002,U03,Silicone Base,294.94,36.35,2025-09-17,2025-09-19,Aprovado,False,10721.069
PC004525,2024-10-14,F002,U02,Poliol,318.28,41.1,2024-10-26,2024-10-31,Aprovado,False,13081.307999999999
PC004526,2025-10-07,F029,U02,Embalagem,109.73,44.62,2025-10-15,2025-10-14,Aprovado,True,4896.1526
PC004527,2025-02-21,F006,U01,Embalagem,683.59,42.8,2025-03-16,2025-03-21,Aprovado,False,29257.652
PC004528,2025-07-21,F008,U03,Aditivo,233.61,28.9,2025-08-08,2025-08-09,Aprovado,False,6751.329
PC004529,2025-09-12,F014,U02,Isocianato,241.01,9.31,2025-09-17,2025-09-22,Aprovado,False,2243.8031
PC004530,2024-04-25,F003,U02,Solvente,187.18,45.86,2024-05-06,2024-05-06,Aprovado,True,8584.0748
PC004531,2024-05-26,F004,U03,Solvente,449.63,36.32,2024-06-19,2024-06-19,Aprovado,True,16330.561599999999
PC004532,2026-03-23,F027,U02,Silicone Base,415.12,45.33,2026-04-15,2026-04-15,Aprovado,True,18817.3896
PC004533,2024-10-31,F010,U03,Carga Mineral,280.7,8.44,2024-11-17,2024-11-17,Aprovado,True,2369.1079999999997
PC004534,2026-05-06,F020,U03,Poliol,281.7,39.13,2026-05-19,2026-05-19,Aprovado,True,11022.921
PC004535,2026-04-06,F018,U03,Carga Mineral,52.79,45.46,2026-04-18,2026-04-16,Aprovado,True,2399.8334
PC004536,2024-04-12,F027,U03,Aditivo,171.3,24.08,2024-04-30,2024-04-29,Aprovado,True,4124.9039999999995
PC004537,2026-02-20,F005,U02,Poliol,186.82,40.38,2026-03-06,2026-03-04,Aprovado,True,7543.7916000000005
PC004538,2024-12-06,F015,U01,Isocianato,454.24,5.94,2024-12-28,2024-12-27,Aprovado,True,2698.1856000000002
PC004539,2024-01-12,F012,U01,Carga Mineral,168.02,12.27,2024-01-18,2024-01-19,Bloqueado,False,2061.6054
PC004540,2024-02-22,F002,U03,Pigmento,203.38,5.06,2024-03-08,2024-03-08,Aprovado,True,1029.1028
PC004541,2024-05-02,F020,U02,Isocianato,481.37,33.01,2024-05-14,2024-05-14,Aprovado,True,15890.0237
PC004542,2024-12-07,F022,U01,Isocianato,334.41,28.98,2024-12-28,2025-01-02,Aprovado,False,9691.2018
PC004543,2024-04-11,F012,U02,Carga Mineral,358.39,20.25,2024-04-30,2024-04-30,Aprovado,True,7257.3975
PC004544,2024-07-31,F007,U01,Embalagem,81.65,33.08,2024-08-14,2024-08-12,Aprovado,True,2700.982
PC004545,2025-07-15,F030,U01,Embalagem,176.21,39.13,2025-07-25,2025-07-30,Aprovado,False,6895.0973
PC004546,2024-01-21,F025,U02,Aditivo,28.63,32.7,2024-02-09,2024-02-10,Aprovado,False,936.201
PC004547,2026-05-10,F030,U03,Embalagem,93.41,4.76,2026-05-28,2026-05-27,Aprovado,True,444.6316
PC004548,2026-07-02,F006,U02,Aditivo,233.03,44.76,2026-07-06,2026-07-06,Aprovado,True,10430.4228
PC004549,2024-04-29,F001,U03,Pigmento,176.65,23.69,2024-05-12,2024-05-12,Aprovado,True,4184.838500000001
PC004550,2024-11-02,F013,U01,Silicone Base,918.9,18.02,2024-11-24,2024-11-24,Aprovado,True,16558.577999999998
PC004551,2025-12-12,F011,U01,Carga Mineral,173.8,35.9,2025-12-20,2025-12-18,Aprovado,True,6239.42
PC004552,2024-02-07,F018,U02,Poliol,390.55,19.49,2024-02-21,2024-02-22,Aprovado,False,7611.8195
PC004553,2024-04-12,F025,U03,Aditivo,478.19,25.73,2024-04-22,2024-04-22,Aprovado,True,12303.8287
PC004554,2025-05-28,F021,U01,Poliol,177.74,15.33,2025-06-11,2025-06-12,Aprovado,False,2724.7542000000003
PC004555,2024-01-07,F011,U03,Poliol,111.89,22.93,2024-01-21,2024-01-21,Aprovado,True,2565.6376999999998
PC004556,2025-11-11,F016,U03,Silicone Base,555.9,44.42,2025-11-20,2025-11-20,Aprovado,True,24693.078
PC004557,2026-06-23,F029,U03,Poliol,375.27,42.68,2026-07-08,2026-07-09,Aprovado,False,16016.523599999999
PC004558,2025-03-24,F025,U01,Solvente,515.88,17.76,2025-03-29,2025-04-03,Aprovado,False,9162.0288
PC004559,2024-06-29,F021,U02,Aditivo,240.95,46.09,2024-07-10,2024-07-10,Aprovado,True,11105.3855
PC004560,2025-10-15,F008,U03,Carga Mineral,188.39,33.45,2025-11-03,2025-11-05,Aprovado,False,6301.6455
PC004561,2026-07-10,F018,U03,Silicone Base,111.34,12.61,2026-07-23,2026-07-23,Aprovado,True,1403.9974
PC004562,2025-04-20,F029,U02,Solvente,764.06,14.27,2025-04-26,2025-04-26,Aprovado,True,10903.136199999999
PC004563,2025-10-20,F004,U02,Silicone Base,173.4,3.28,2025-11-06,2025-11-08,Aprovado,False,568.752
PC004564,2025-06-12,F030,U01,Pigmento,621.48,36.97,2025-07-06,2025-07-04,Aprovado,True,22976.1156
PC004565,2026-06-30,F018,U03,Silicone Base,120.5,12.61,2026-07-20,2026-07-25,Aprovado,False,1519.5049999999999
PC004566,2024-05-18,F020,U02,Isocianato,582.08,34.2,2024-06-04,2024-06-05,Aprovado,False,19907.136000000002
PC004567,2024-02-03,F014,U02,Carga Mineral,106.35,18.96,2024-02-21,2024-02-19,Aprovado,True,2016.396
PC004568,2025-01-16,F020,U02,Embalagem,118.75,12.16,2025-01-27,2025-01-28,Aprovado,False,1444.0
PC004569,2026-03-11,F014,U01,Silicone Base,139.86,43.5,2026-03-30,2026-04-04,Aprovado,False,6083.910000000001
PC004570,2024-10-19,F009,U02,Embalagem,222.1,19.33,2024-10-31,2024-10-29,Aprovado,True,4293.192999999999
PC004571,2024-08-28,F019,U01,Pigmento,493.9,46.6,2024-09-05,2024-09-04,Aprovado,True,23015.739999999998
PC004572,2025-12-05,F024,U01,Poliol,141.06,38.49,2025-12-16,2025-12-18,Aprovado,False,5429.3994
PC004573,2025-02-01,F015,U02,Solvente,246.08,22.98,2025-02-08,2025-02-10,Aprovado,False,5654.9184000000005
PC004574,2025-03-25,F020,U02,Poliol,907.42,34.28,2025-04-02,2025-03-31,Aprovado,True,31106.3576
PC004575,2024-01-09,F024,U02,Solvente,164.6,15.13,2024-01-31,2024-01-31,Aprovado,True,2490.398
PC004576,2024-01-18,F022,U01,Aditivo,219.78,9.81,2024-02-08,2024-02-07,Aprovado,True,2156.0418
PC004577,2026-01-16,F006,U01,Solvente,266.47,10.23,2026-02-06,2026-02-07,Aprovado,False,2725.9881000000005
PC004578,2024-04-20,F003,U02,Embalagem,724.71,9.93,2024-05-12,2024-05-12,Bloqueado,True,7196.3703000000005
PC004579,2025-11-21,F014,U03,Pigmento,225.73,9.59,2025-12-14,2025-12-14,Aprovado,True,2164.7507
PC004580,2024-04-09,F029,U02,Solvente,380.74,9.58,2024-04-30,2024-04-28,Aprovado,True,3647.4892
PC004581,2025-11-11,F019,U03,Carga Mineral,227.45,47.47,2025-11-19,2025-11-17,Aprovado,True,10797.0515
PC004582,2024-05-14,F005,U03,Carga Mineral,431.05,33.69,2024-06-07,2024-06-09,Aprovado,False,14522.074499999999
PC004583,2025-12-31,F012,U01,Embalagem,78.3,33.2,2026-01-19,2026-01-19,Aprovado,True,2599.56
PC004584,2024-06-08,F015,U03,Isocianato,127.35,7.54,2024-06-23,2024-06-25,Aprovado,False,960.2189999999999
PC004585,2024-01-14,F019,U02,Silicone Base,71.9,18.42,2024-02-04,2024-02-05,Aprovado,False,1324.3980000000001
PC004586,2025-01-24,F021,U02,Poliol,237.24,6.78,2025-02-10,2025-02-09,Aprovado,True,1608.4872
PC004587,2025-09-06,F006,U03,Pigmento,490.4,7.53,2025-09-11,2025-09-16,Aprovado,False,3692.712
PC004588,2024-06-06,F030,U02,Silicone Base,187.22,28.43,2024-06-14,2024-06-19,Aprovado,False,5322.6646
PC004589,2025-05-11,F025,U02,Poliol,277.87,13.89,2025-05-23,2025-05-24,Aprovado,False,3859.6143
PC004590,2025-03-08,F019,U01,Pigmento,674.53,32.8,2025-03-30,2025-03-29,Aprovado,True,22124.584
PC004591,2026-02-01,F015,U02,Aditivo,275.27,42.53,2026-02-24,2026-02-25,Aprovado,False,11707.2331
PC004592,2024-03-05,F004,U03,Silicone Base,402.79,6.0,2024-03-26,2024-03-31,Reprovado,False,2416.7400000000002
PC004593,2024-01-19,F004,U02,Silicone Base,70.94,27.3,2024-01-27,2024-01-25,Aprovado,True,1936.662
PC004594,2025-08-29,F009,U01,Solvente,93.45,39.17,2025-09-14,2025-09-16,Aprovado,False,3660.4365000000003
PC004595,2024-04-22,F029,U01,Embalagem,149.25,4.39,2024-04-26,2024-04-25,Aprovado,True,655.2075
PC004596,2025-09-24,F012,U01,Aditivo,77.86,25.48,2025-10-10,2025-10-15,Aprovado,False,1983.8728
PC004597,2024-02-29,F009,U02,Aditivo,132.37,44.42,2024-03-15,2024-03-17,Aprovado,False,5879.875400000001
PC004598,2026-02-02,F028,U03,Solvente,539.82,29.25,2026-02-24,2026-02-26,Aprovado,False,15789.735
PC004599,2025-08-01,F016,U03,Aditivo,111.93,8.45,2025-08-07,2025-08-08,Bloqueado,False,945.8085
PC004600,2025-08-19,F005,U02,Aditivo,190.59,11.0,2025-08-31,2025-08-30,Aprovado,True,2096.4900000000002
PC004601,2024-07-19,F013,U02,Pigmento,90.73,29.18,2024-08-11,2024-08-13,Aprovado,False,2647.5014
PC004602,2024-10-12,F006,U02,Aditivo,141.14,34.04,2024-10-19,2024-10-21,Aprovado,False,4804.405599999999
PC004603,2024-08-30,F014,U03,Carga Mineral,1763.73,11.58,2024-09-08,2024-09-06,Aprovado,True,20423.9934
PC004604,2026-02-04,F016,U03,Embalagem,87.03,24.02,2026-02-11,2026-02-16,Aprovado,False,2090.4606
PC004605,2024-10-10,F008,U03,Solvente,232.62,38.09,2024-11-01,2024-10-31,Aprovado,True,8860.4958
PC004606,2024-04-23,F022,U03,Poliol,382.11,4.73,2024-05-14,2024-05-16,Aprovado,False,1807.3803000000003
PC004607,2025-10-17,F016,U02,Carga Mineral,302.92,39.42,2025-11-09,2025-11-08,Aprovado,True,11941.1064
PC004608,2025-04-10,F009,U03,Aditivo,424.92,8.91,2025-04-20,2025-04-25,Aprovado,False,3786.0372
PC004609,2025-01-22,F003,U03,Isocianato,251.64,10.21,2025-02-04,2025-02-09,Aprovado,False,2569.2444
PC004610,2025-01-22,F022,U03,Aditivo,324.09,18.64,2025-01-27,2025-01-27,Bloqueado,True,6041.0376
PC004611,2024-04-29,F008,U01,Silicone Base,205.69,35.31,2024-05-23,2024-05-21,Aprovado,True,7262.9139000000005
PC004612,2025-03-24,F012,U01,Aditivo,533.67,12.2,2025-04-01,2025-03-31,Aprovado,True,6510.773999999999
PC004613,2026-03-22,F014,U01,Poliol,224.8,7.84,2026-04-13,2026-04-11,Aprovado,True,1762.432
PC004614,2024-05-06,F023,U02,Aditivo,226.04,24.07,2024-05-12,2024-05-10,Aprovado,True,5440.7828
PC004615,2024-08-30,F011,U03,Embalagem,167.32,37.7,2024-09-06,2024-09-06,Aprovado,True,6307.964
PC004616,2024-06-24,F018,U02,Pigmento,641.97,25.2,2024-07-15,2024-07-15,Aprovado,True,16177.644
PC004617,2025-02-15,F008,U01,Solvente,618.68,38.18,2025-02-22,2025-02-22,Aprovado,True,23621.2024
PC004618,2025-11-06,F010,U01,Isocianato,154.21,8.27,2025-11-15,2025-11-15,Aprovado,True,1275.3167
PC004619,2025-09-30,F030,U03,Carga Mineral,143.98,45.56,2025-10-20,2025-10-20,Aprovado,True,6559.7288
PC004620,2024-02-05,F010,U01,Solvente,349.7,5.81,2024-02-20,2024-02-22,Aprovado,False,2031.7569999999998
PC004621,2026-05-31,F009,U03,Carga Mineral,236.21,31.76,2026-06-20,2026-06-21,Aprovado,False,7502.029600000001
PC004622,2025-03-13,F017,U01,Aditivo,527.45,19.18,2025-03-26,2025-03-25,Aprovado,True,10116.491
PC004623,2026-06-24,F002,U03,Embalagem,483.49,12.26,2026-07-10,2026-07-09,Aprovado,True,5927.5874
PC004624,2025-09-01,F001,U03,Isocianato,387.37,26.24,2025-09-15,2025-09-13,Aprovado,True,10164.5888
PC004625,2024-03-18,F018,U03,Solvente,680.42,3.5,2024-04-03,2024-04-04,Aprovado,False,2381.47
PC004626,2025-05-07,F018,U01,Carga Mineral,217.0,15.47,2025-05-16,2025-05-16,Aprovado,True,3356.9900000000002
PC004627,2024-02-17,F024,U01,Solvente,422.16,18.13,2024-03-08,2024-03-08,Aprovado,True,7653.7608
PC004628,2025-11-21,F020,U02,Embalagem,578.73,39.27,2025-12-15,2025-12-16,Aprovado,False,22726.727100000004
PC004629,2024-09-01,F017,U01,Poliol,225.52,28.76,2024-09-05,2024-09-07,Aprovado,False,6485.9552
PC004630,2024-07-11,F027,U03,Silicone Base,155.49,4.24,2024-07-16,2024-07-15,Aprovado,True,659.2776000000001
PC004631,2024-06-16,F019,U02,Aditivo,159.83,27.91,2024-06-28,2024-07-03,Aprovado,False,4460.8553
PC004632,2026-05-14,F019,U02,Aditivo,248.92,37.08,2026-05-18,2026-05-18,Aprovado,True,9229.953599999999
PC004633,2025-01-17,F019,U01,Embalagem,651.96,12.7,2025-01-24,2025-01-24,Aprovado,True,8279.892
PC004634,2025-11-19,F005,U03,Embalagem,82.86,45.67,2025-12-11,2025-12-11,Aprovado,True,3784.2162000000003
PC004635,2026-05-22,F001,U01,Silicone Base,305.23,28.9,2026-05-28,2026-05-28,Aprovado,True,8821.147
PC004636,2024-10-22,F013,U02,Aditivo,546.74,39.3,2024-11-05,2024-11-05,Aprovado,True,21486.881999999998
PC004637,2026-04-10,F024,U01,Silicone Base,1469.5,39.93,2026-05-01,2026-05-02,Aprovado,False,58677.135
PC004638,2025-01-13,F014,U01,Aditivo,168.4,45.32,2025-01-30,2025-01-30,Aprovado,True,7631.888
PC004639,2026-05-09,F020,U01,Aditivo,371.57,15.97,2026-05-27,2026-05-27,Aprovado,True,5933.9729
PC004640,2026-04-25,F013,U01,Silicone Base,223.77,42.82,2026-05-08,2026-05-06,Aprovado,True,9581.831400000001
PC004641,2026-06-06,F016,U03,Pigmento,353.65,48.0,2026-06-30,2026-06-29,Aprovado,True,16975.199999999997
PC004642,2024-05-20,F009,U02,Poliol,193.06,12.67,2024-05-30,2024-05-30,Aprovado,True,2446.0702
PC004643,2024-12-24,F028,U01,Embalagem,287.35,30.64,2025-01-15,2025-01-13,Aprovado,True,8804.404
PC004644,2024-12-03,F012,U02,Pigmento,352.28,23.73,2024-12-09,2024-12-09,Aprovado,True,8359.6044
PC004645,2024-03-26,F003,U01,Pigmento,223.55,29.94,2024-04-15,2024-04-13,Aprovado,True,6693.087
PC004646,2026-05-03,F014,U01,Aditivo,646.07,15.41,2026-05-24,2026-05-23,Aprovado,True,9955.9387
PC004647,2024-07-09,F028,U02,Carga Mineral,91.13,24.12,2024-07-13,2024-07-11,Bloqueado,True,2198.0556
PC004648,2025-12-17,F003,U01,Aditivo,167.63,42.35,2026-01-07,2026-01-08,Aprovado,False,7099.1305
PC004649,2024-04-09,F013,U01,Carga Mineral,194.05,18.77,2024-04-14,2024-04-13,Aprovado,True,3642.3185000000003
PC004650,2024-10-01,F014,U02,Silicone Base,137.91,16.91,2024-10-10,2024-10-08,Aprovado,True,2332.0580999999997
PC004651,2025-07-11,F025,U02,Poliol,66.58,19.58,2025-07-25,2025-07-30,Aprovado,False,1303.6363999999999
PC004652,2024-01-07,F027,U02,Pigmento,484.34,38.1,2024-01-17,2024-01-16,Aprovado,True,18453.354
PC004653,2025-08-26,F004,U02,Poliol,160.28,27.73,2025-08-30,2025-08-30,Aprovado,True,4444.5644
PC004654,2025-03-24,F006,U01,Poliol,246.85,26.04,2025-03-28,2025-03-28,Aprovado,True,6427.973999999999
PC004655,2024-06-04,F012,U02,Embalagem,253.84,31.18,2024-06-09,2024-06-10,Aprovado,False,7914.7312
PC004656,2026-05-14,F012,U03,Aditivo,386.69,36.3,2026-05-19,2026-05-21,Aprovado,False,14036.846999999998
PC004657,2026-06-01,F006,U03,Carga Mineral,236.59,39.08,2026-06-10,2026-06-10,Aprovado,True,9245.9372
PC004658,2024-02-07,F001,U03,Aditivo,356.47,6.07,2024-02-26,2024-02-28,Aprovado,False,2163.7729000000004
PC004659,2025-01-10,F028,U03,Carga Mineral,212.64,17.47,2025-02-01,2025-01-31,Aprovado,True,3714.8207999999995
PC004660,2025-09-27,F009,U03,Isocianato,103.06,39.78,2025-10-11,2025-10-11,Aprovado,True,4099.7268
PC004661,2025-10-12,F013,U03,Aditivo,352.39,44.85,2025-10-25,2025-10-25,Aprovado,True,15804.691499999999
PC004662,2024-10-28,F025,U02,Embalagem,200.02,46.2,2024-11-01,2024-11-06,Aprovado,False,9240.924
PC004663,2024-02-03,F010,U02,Embalagem,94.41,5.53,2024-02-27,2024-02-27,Aprovado,True,522.0873
PC004664,2024-06-14,F014,U03,Isocianato,284.5,26.27,2024-07-07,2024-07-06,Bloqueado,True,7473.815
PC004665,2025-05-26,F015,U02,Aditivo,497.46,41.52,2025-06-18,2025-06-23,Aprovado,False,20654.5392
PC004666,2024-10-18,F017,U03,Isocianato,61.16,14.69,2024-11-10,2024-11-10,Aprovado,True,898.4404
PC004667,2025-02-15,F015,U02,Isocianato,68.49,43.5,2025-02-24,2025-02-23,Bloqueado,True,2979.3149999999996
PC004668,2026-06-03,F016,U01,Silicone Base,203.6,45.98,2026-06-19,2026-06-17,Aprovado,True,9361.527999999998
PC004669,2024-07-09,F029,U01,Silicone Base,153.97,46.3,2024-08-01,2024-08-01,Aprovado,True,7128.811
PC004670,2024-02-18,F016,U01,Silicone Base,206.26,34.65,2024-03-09,2024-03-11,Aprovado,False,7146.909
PC004671,2025-05-07,F009,U01,Pigmento,862.46,32.87,2025-05-14,2025-05-14,Aprovado,True,28349.0602
PC004672,2024-02-05,F011,U03,Aditivo,143.79,39.78,2024-02-19,2024-02-19,Aprovado,True,5719.9662
PC004673,2024-03-23,F004,U03,Isocianato,408.97,30.97,2024-04-14,2024-04-16,Aprovado,False,12665.8009
PC004674,2024-11-20,F008,U02,Pigmento,210.91,13.45,2024-11-28,2024-11-26,Aprovado,True,2836.7394999999997
PC004675,2024-09-02,F030,U03,Isocianato,222.89,28.97,2024-09-20,2024-09-20,Aprovado,True,6457.123299999999
PC004676,2024-08-23,F012,U03,Carga Mineral,245.68,41.27,2024-09-07,2024-09-09,Aprovado,False,10139.213600000001
PC004677,2024-09-07,F002,U03,Pigmento,747.73,39.76,2024-09-28,2024-10-03,Aprovado,False,29729.7448
PC004678,2025-10-16,F024,U01,Solvente,375.0,22.73,2025-10-31,2025-10-31,Aprovado,True,8523.75
PC004679,2026-05-27,F022,U03,Pigmento,108.06,7.0,2026-06-19,2026-06-19,Aprovado,True,756.4200000000001
PC004680,2024-01-06,F009,U03,Solvente,255.69,47.34,2024-01-16,2024-01-16,Aprovado,True,12104.3646
PC004681,2026-05-21,F016,U01,Poliol,91.0,35.16,2026-05-27,2026-05-29,Aprovado,False,3199.5599999999995
PC004682,2026-07-29,F001,U02,Carga Mineral,731.22,14.43,2026-08-18,2026-08-19,Aprovado,False,10551.5046
PC004683,2024-02-12,F027,U02,Poliol,433.06,44.52,2024-02-19,2024-02-19,Aprovado,True,19279.8312
PC004684,2025-12-26,F023,U01,Poliol,514.18,16.3,2026-01-08,2026-01-08,Aprovado,True,8381.134
PC004685,2024-11-30,F001,U02,Embalagem,102.38,13.63,2024-12-15,2024-12-17,Aprovado,False,1395.4394
PC004686,2026-04-05,F009,U03,Poliol,121.16,41.73,2026-04-09,2026-04-07,Aprovado,True,5056.006799999999
PC004687,2024-10-28,F022,U02,Aditivo,168.03,41.52,2024-11-01,2024-11-03,Aprovado,False,6976.605600000001
PC004688,2024-12-24,F003,U01,Poliol,107.19,46.47,2024-12-28,2025-01-02,Aprovado,False,4981.119299999999
PC004689,2026-05-17,F009,U01,Carga Mineral,73.19,39.35,2026-05-31,2026-05-31,Aprovado,True,2880.0265
PC004690,2025-10-10,F015,U03,Pigmento,435.83,46.13,2025-10-31,2025-11-05,Aprovado,False,20104.8379
PC004691,2024-03-19,F021,U03,Carga Mineral,215.8,27.08,2024-04-07,2024-04-06,Aprovado,True,5843.864
PC004692,2025-02-27,F016,U02,Silicone Base,136.51,31.36,2025-03-16,2025-03-15,Aprovado,True,4280.9536
PC004693,2025-08-10,F015,U02,Isocianato,115.64,44.5,2025-08-26,2025-08-26,Aprovado,True,5145.9800000000005
PC004694,2024-01-15,F019,U02,Embalagem,1032.49,19.43,2024-01-30,2024-01-31,Aprovado,False,20061.2807
