viagem_id,pessoa_id,data_solicitacao,destino,finalidade,status,orcamento
VG03132,P00378,2025-12-12,Curitiba,Fornecedor,Em análise,2360.03
VG03133,P00129,2026-02-11,São Paulo,Projeto,Concluída,1683.58
VG03134,P00604,2025-09-09,São Paulo,Treinamento,Em análise,1503.22
VG03135,P00721,2026-02-24,Curitiba,Projeto,Concluída,1078.83
VG03136,P00398,2025-04-13,Belo Horizonte,Cliente,Em análise,1276.74
VG03137,P00796,2024-08-20,Curitiba,Treinamento,Concluída,1603.85
VG03138,P00753,2025-08-16,Campinas,Fornecedor,Concluída,1014.21
VG03139,P00661,2025-04-25,Campinas,Treinamento,Concluída,950.92
VG03140,P00852,2025-09-21,Campinas,Projeto,Aprovada,4211.9
VG03141,P00175,2024-01-25,Rio de Janeiro,Projeto,Concluída,965.1
VG03142,P00357,2025-06-11,São Paulo,Auditoria,Concluída,736.13
VG03143,P00075,2025-03-08,Campinas,Cliente,Concluída,1246.27
VG03144,P00713,2024-07-27,Campinas,Projeto,Concluída,592.31
VG03145,P00512,2025-12-05,Curitiba,Auditoria,Concluída,1408.03
VG03146,P00745,2025-06-11,Campinas,Fornecedor,Concluída,1793.29
VG03147,P00328,2025-10-24,Rio de Janeiro,Cliente,Aprovada,2388.92
VG03148,P00733,2024-02-12,Rio de Janeiro,Projeto,Aprovada,3029.03
VG03149,P00727,2026-04-03,Rio de Janeiro,Treinamento,Concluída,1263.08
VG03150,P00295,2024-02-03,Campinas,Cliente,Concluída,1053.48
VG03151,P00615,2026-03-26,Campinas,Cliente,Concluída,1328.94
VG03152,P00067,2024-10-09,Rio de Janeiro,Cliente,Concluída,9379.51
VG03153,P00112,2025-03-30,Belo Horizonte,Auditoria,Concluída,740.66
VG03154,P00172,2026-03-18,Belo Horizonte,Cliente,Em análise,1213.18
VG03155,P00538,2024-04-17,Campinas,Treinamento,Concluída,2000.85
VG03156,P00147,2025-05-23,Curitiba,Auditoria,Concluída,3119.19
VG03157,P00470,2025-02-24,São Paulo,Fornecedor,Concluída,1500.54
VG03158,P00187,2024-08-10,Rio de Janeiro,Projeto,Em análise,1271.82
VG03159,P00675,2026-04-21,Belo Horizonte,Fornecedor,Concluída,3973.51
VG03160,P00646,2025-01-30,Curitiba,Fornecedor,Concluída,2182.62
VG03161,P00839,2024-08-08,Belo Horizonte,Fornecedor,Em análise,1532.04
VG03162,P00429,2024-10-14,São Paulo,Projeto,Concluída,624.82
VG03163,P00857,2026-06-27,Rio de Janeiro,Treinamento,Concluída,1922.32
VG03164,P00119,2025-06-16,Rio de Janeiro,Auditoria,Concluída,1513.11
VG03165,P00610,2026-06-05,São Paulo,Fornecedor,Aprovada,2233.24
VG03166,P00862,2025-01-18,Belo Horizonte,Fornecedor,Concluída,7021.87
VG03167,P00362,2024-02-15,Belo Horizonte,Cliente,Concluída,986.8
VG03168,P00277,2026-01-13,São Paulo,Treinamento,Aprovada,2825.59
VG03169,P00125,2026-05-22,Belo Horizonte,Projeto,Concluída,1357.48
VG03170,P00823,2026-05-20,Rio de Janeiro,Fornecedor,Cancelada,1489.68
VG03171,P00891,2024-04-03,São Paulo,Auditoria,Em análise,1049.77
VG03172,P00749,2025-06-23,Curitiba,Projeto,Concluída,2646.81
VG03173,P00769,2025-10-29,São Paulo,Cliente,Concluída,1094.24
VG03174,P00106,2025-09-18,Rio de Janeiro,Cliente,Concluída,2133.86
VG03175,P00434,2025-12-21,Curitiba,Cliente,Concluída,4977.31
VG03176,P00080,2024-12-10,Curitiba,Fornecedor,Concluída,1168.02
VG03177,P00237,2024-02-24,São Paulo,Projeto,Concluída,869.44
VG03178,P00122,2024-04-10,Rio de Janeiro,Treinamento,Em análise,948.44
VG03179,P00691,2025-07-29,Curitiba,Projeto,Concluída,2612.19
VG03180,P00281,2026-04-19,Rio de Janeiro,Treinamento,Concluída,1904.31
VG03181,P00427,2024-10-14,Belo Horizonte,Auditoria,Concluída,1619.15
VG03182,P00002,2025-07-06,Belo Horizonte,Treinamento,Concluída,1929.25
VG03183,P00136,2026-01-22,São Paulo,Auditoria,Aprovada,1526.01
VG03184,P00207,2025-03-11,Belo Horizonte,Cliente,Concluída,1509.33
VG03185,P00321,2024-07-02,São Paulo,Cliente,Concluída,1206.97
VG03186,P00569,2024-01-24,Campinas,Cliente,Concluída,995.71
VG03187,P00338,2025-01-05,Rio de Janeiro,Cliente,Cancelada,1230.07
VG03188,P00597,2025-11-01,São Paulo,Fornecedor,Aprovada,2323.99
VG03189,P00880,2024-09-15,Curitiba,Treinamento,Concluída,1043.6
VG03190,P00895,2025-12-31,Campinas,Fornecedor,Cancelada,808.04
VG03191,P00735,2024-11-18,Belo Horizonte,Fornecedor,Concluída,1287.14
VG03192,P00408,2026-01-10,Campinas,Treinamento,Concluída,2347.14
VG03193,P00371,2025-04-12,São Paulo,Fornecedor,Concluída,1638.01
VG03194,P00567,2025-02-10,Campinas,Auditoria,Concluída,645.36
VG03195,P00659,2024-05-31,Curitiba,Auditoria,Aprovada,2158.3
VG03196,P00506,2024-06-24,São Paulo,Fornecedor,Em análise,3953.55
VG03197,P00510,2024-11-12,Belo Horizonte,Projeto,Concluída,1362.96
VG03198,P00034,2025-04-25,São Paulo,Treinamento,Cancelada,1672.13
VG03199,P00526,2026-04-06,Campinas,Treinamento,Concluída,2639.47
VG03200,P00358,2024-02-06,Curitiba,Projeto,Aprovada,2411.53
VG03201,P00310,2025-10-01,Rio de Janeiro,Treinamento,Aprovada,536.77
VG03202,P00351,2025-07-05,Campinas,Auditoria,Concluída,716.58
VG03203,P00532,2024-11-25,Campinas,Cliente,Concluída,575.46
VG03204,P00880,2026-07-11,Belo Horizonte,Cliente,Concluída,1451.44
VG03205,P00280,2025-03-24,Curitiba,Cliente,Em análise,2278.97
VG03206,P00558,2024-11-11,Belo Horizonte,Treinamento,Concluída,3347.99
VG03207,P00712,2026-02-12,Curitiba,Fornecedor,Aprovada,1423.03
VG03208,P00181,2026-05-30,Campinas,Projeto,Concluída,1784.83
VG03209,P00098,2026-07-05,Curitiba,Auditoria,Aprovada,744.89
VG03210,P00663,2024-08-09,Campinas,Treinamento,Concluída,1238.31
VG03211,P00349,2025-11-22,Rio de Janeiro,Auditoria,Aprovada,870.98
VG03212,P00515,2025-05-12,Belo Horizonte,Cliente,Concluída,752.92
VG03213,P00607,2024-06-02,Curitiba,Projeto,Concluída,4478.38
VG03214,P00609,2025-02-20,São Paulo,Auditoria,Em análise,2960.29
VG03215,P00379,2024-05-21,Rio de Janeiro,Cliente,Concluída,2557.19
VG03216,P00867,2025-02-17,Campinas,Auditoria,Em análise,1041.69
VG03217,P00240,2026-01-16,Campinas,Cliente,Concluída,476.36
VG03218,P00122,2026-05-21,Campinas,Cliente,Concluída,1005.89
VG03219,P00382,2025-08-26,São Paulo,Treinamento,Concluída,1271.61
VG03220,P00405,2024-10-30,São Paulo,Treinamento,Concluída,3972.27
VG03221,P00200,2024-12-12,Belo Horizonte,Projeto,Em análise,1059.62
VG03222,P00274,2024-11-22,Curitiba,Projeto,Concluída,1070.81
VG03223,P00226,2024-07-13,Rio de Janeiro,Auditoria,Concluída,1123.89
VG03224,P00297,2024-05-27,São Paulo,Projeto,Concluída,1566.6
VG03225,P00684,2025-07-03,Campinas,Auditoria,Concluída,493.6
VG03226,P00505,2025-02-05,Belo Horizonte,Treinamento,Concluída,1773.45
VG03227,P00190,2024-02-16,Rio de Janeiro,Treinamento,Aprovada,472.35
VG03228,P00726,2024-02-09,Campinas,Fornecedor,Concluída,2190.68
VG03229,P00353,2025-03-24,Campinas,Treinamento,Concluída,1568.34
VG03230,P00696,2024-01-11,Curitiba,Treinamento,Concluída,2939.45
VG03231,P00420,2024-10-17,Rio de Janeiro,Cliente,Em análise,959.19
VG03232,P00252,2025-01-08,Rio de Janeiro,Cliente,Concluída,726.32
VG03233,P00766,2025-12-03,Belo Horizonte,Fornecedor,Em análise,1674.86
VG03234,P00254,2025-05-23,São Paulo,Treinamento,Concluída,1094.52
VG03235,P00779,2024-09-05,Rio de Janeiro,Cliente,Em análise,2731.72
VG03236,P00174,2024-01-02,Campinas,Auditoria,Concluída,1621.76
VG03237,P00575,2026-03-05,Belo Horizonte,Cliente,Concluída,2149.68
VG03238,P00513,2024-11-26,São Paulo,Projeto,Concluída,1624.91
VG03239,P00726,2026-04-15,Curitiba,Auditoria,Concluída,2210.32
VG03240,P00435,2026-01-01,Rio de Janeiro,Fornecedor,Concluída,2253.44
VG03241,P00022,2024-08-30,São Paulo,Cliente,Concluída,2186.48
VG03242,P00034,2024-08-05,São Paulo,Auditoria,Concluída,4425.39
VG03243,P00019,2026-02-19,Campinas,Treinamento,Aprovada,1042.36
VG03244,P00493,2024-04-14,Campinas,Projeto,Aprovada,1402.67
VG03245,P00504,2025-05-07,Rio de Janeiro,Cliente,Concluída,918.08
VG03246,P00319,2024-02-28,Campinas,Treinamento,Concluída,2105.01
VG03247,P00491,2024-09-24,Belo Horizonte,Projeto,Aprovada,2083.36
VG03248,P00712,2024-12-27,Rio de Janeiro,Cliente,Concluída,3912.78
VG03249,P00498,2025-11-25,São Paulo,Fornecedor,Concluída,1395.43
VG03250,P00120,2024-10-16,Campinas,Auditoria,Cancelada,2577.37
VG03251,P00742,2024-11-09,São Paulo,Fornecedor,Concluída,1305.27
VG03252,P00050,2024-04-24,Rio de Janeiro,Projeto,Aprovada,3706.01
VG03253,P00266,2025-11-26,Campinas,Auditoria,Aprovada,1314.14
VG03254,P00071,2024-03-30,São Paulo,Auditoria,Concluída,528.25
VG03255,P00526,2025-02-13,São Paulo,Cliente,Concluída,2164.2
VG03256,P00433,2025-11-13,Campinas,Fornecedor,Concluída,2496.01
VG03257,P00817,2024-03-28,Curitiba,Cliente,Concluída,710.63
VG03258,P00116,2024-04-29,Curitiba,Auditoria,Concluída,3094.93
VG03259,P00880,2025-06-03,Belo Horizonte,Projeto,Concluída,2259.01
VG03260,P00553,2024-06-27,Curitiba,Cliente,Concluída,1348.77
VG03261,P00052,2025-10-10,Curitiba,Fornecedor,Concluída,5976.41
VG03262,P00331,2025-01-24,Rio de Janeiro,Treinamento,Concluída,1491.19
VG03263,P00297,2024-05-07,Campinas,Projeto,Concluída,1278.23
VG03264,P00265,2024-05-04,Belo Horizonte,Projeto,Concluída,1922.41
VG03265,P00214,2024-12-29,São Paulo,Treinamento,Concluída,2579.92
VG03266,P00223,2024-07-19,Belo Horizonte,Fornecedor,Concluída,1752.16
VG03267,P00418,2024-10-25,Curitiba,Treinamento,Cancelada,1622.17
VG03268,P00809,2026-06-02,Campinas,Projeto,Cancelada,796.11
VG03269,P00350,2025-12-12,Curitiba,Cliente,Aprovada,1473.87
VG03270,P00534,2025-05-27,Campinas,Auditoria,Concluída,1269.25
VG03271,P00272,2026-01-18,Rio de Janeiro,Cliente,Concluída,1181.63
VG03272,P00791,2026-03-14,Belo Horizonte,Cliente,Concluída,754.06
VG03273,P00646,2024-10-28,Campinas,Fornecedor,Concluída,1786.38
VG03274,P00860,2026-01-06,Belo Horizonte,Treinamento,Aprovada,1206.25
VG03275,P00843,2024-06-29,Belo Horizonte,Treinamento,Concluída,1313.9
VG03276,P00108,2024-07-31,Rio de Janeiro,Treinamento,Concluída,636.89
VG03277,P00082,2024-10-04,Campinas,Cliente,Cancelada,2173.85
VG03278,P00101,2025-08-17,São Paulo,Fornecedor,Concluída,1438.56
VG03279,P00657,2024-03-16,Rio de Janeiro,Cliente,Concluída,724.52
VG03280,P00071,2026-01-24,Campinas,Projeto,Concluída,1005.52
VG03281,P00147,2024-12-20,Rio de Janeiro,Fornecedor,Concluída,2099.4
VG03282,P00599,2024-06-22,Campinas,Fornecedor,Em análise,3712.35
VG03283,P00393,2024-04-21,Belo Horizonte,Cliente,Concluída,1434.92
VG03284,P00459,2025-01-02,Belo Horizonte,Cliente,Concluída,3549.97
VG03285,P00054,2025-09-20,Belo Horizonte,Auditoria,Concluída,6074.16
VG03286,P00634,2024-03-14,Rio de Janeiro,Fornecedor,Concluída,1626.85
VG03287,P00223,2026-02-10,Rio de Janeiro,Auditoria,Concluída,2571.36
VG03288,P00160,2026-01-27,São Paulo,Cliente,Concluída,2121.9
VG03289,P00359,2026-03-19,Curitiba,Fornecedor,Concluída,2168.35
VG03290,P00347,2025-02-05,Belo Horizonte,Projeto,Concluída,1863.68
VG03291,P00188,2026-02-20,Campinas,Fornecedor,Concluída,1746.32
VG03292,P00658,2025-07-04,São Paulo,Fornecedor,Concluída,1317.42
VG03293,P00115,2024-10-07,Curitiba,Treinamento,Concluída,4889.54
VG03294,P00079,2025-08-24,Rio de Janeiro,Treinamento,Concluída,9475.4
VG03295,P00131,2024-11-01,Campinas,Treinamento,Concluída,1802.13
VG03296,P00801,2026-07-30,Belo Horizonte,Fornecedor,Concluída,1024.92
VG03297,P00737,2026-07-12,Campinas,Treinamento,Em análise,1510.32
VG03298,P00631,2025-09-08,Campinas,Projeto,Concluída,731.71
VG03299,P00662,2024-12-04,Belo Horizonte,Treinamento,Concluída,8186.11
VG03300,P00378,2026-05-03,Rio de Janeiro,Cliente,Concluída,3382.33
VG03301,P00091,2026-06-05,Rio de Janeiro,Cliente,Cancelada,917.53
VG03302,P00205,2025-04-15,Campinas,Treinamento,Concluída,826.38
VG03303,P00812,2026-05-01,Curitiba,Projeto,Concluída,590.62
VG03304,P00612,2024-06-25,Rio de Janeiro,Projeto,Concluída,1637.47
VG03305,P00011,2024-02-24,Campinas,Fornecedor,Concluída,1364.74
VG03306,P00671,2025-04-10,Belo Horizonte,Projeto,Concluída,3209.24
VG03307,P00177,2025-06-21,Campinas,Treinamento,Concluída,2129.09
VG03308,P00124,2025-03-30,São Paulo,Fornecedor,Cancelada,2708.72
VG03309,P00886,2026-03-26,Rio de Janeiro,Fornecedor,Concluída,3507.88
VG03310,P00065,2025-09-08,Belo Horizonte,Projeto,Aprovada,2422.88
VG03311,P00762,2024-11-03,Curitiba,Treinamento,Concluída,2557.26
VG03312,P00674,2025-09-05,Campinas,Treinamento,Concluída,4439.62
VG03313,P00016,2024-12-17,Rio de Janeiro,Projeto,Em análise,2162.14
VG03314,P00535,2024-01-13,Rio de Janeiro,Treinamento,Concluída,993.37
VG03315,P00469,2025-10-26,São Paulo,Treinamento,Concluída,2205.65
VG03316,P00486,2026-03-20,Belo Horizonte,Auditoria,Concluída,1937.57
VG03317,P00630,2024-11-05,Belo Horizonte,Cliente,Concluída,2555.26
VG03318,P00826,2026-02-11,São Paulo,Treinamento,Em análise,1862.24
VG03319,P00506,2025-12-26,Rio de Janeiro,Projeto,Cancelada,2057.97
VG03320,P00408,2024-04-22,Campinas,Fornecedor,Concluída,1619.06
VG03321,P00458,2024-12-04,Curitiba,Cliente,Concluída,1717.26
VG03322,P00066,2024-09-25,Curitiba,Fornecedor,Concluída,858.59
VG03323,P00814,2024-01-28,Campinas,Fornecedor,Concluída,2006.06
VG03324,P00745,2025-09-03,Belo Horizonte,Cliente,Concluída,608.39
VG03325,P00471,2024-11-05,São Paulo,Auditoria,Concluída,371.24
VG03326,P00459,2024-03-24,Campinas,Fornecedor,Concluída,2696.93
VG03327,P00197,2025-07-12,São Paulo,Auditoria,Concluída,2395.26
VG03328,P00225,2026-06-10,Rio de Janeiro,Treinamento,Cancelada,2462.92
VG03329,P00460,2025-05-02,Belo Horizonte,Treinamento,Concluída,2044.93
VG03330,P00096,2024-01-13,Curitiba,Projeto,Concluída,2362.63
VG03331,P00191,2024-11-17,Belo Horizonte,Cliente,Concluída,808.79
VG03332,P00241,2026-05-25,São Paulo,Fornecedor,Em análise,1098.0
VG03333,P00526,2024-06-04,Campinas,Fornecedor,Concluída,3735.41
VG03334,P00202,2024-06-13,Rio de Janeiro,Projeto,Cancelada,1687.7
VG03335,P00892,2025-01-06,São Paulo,Projeto,Concluída,1651.32
VG03336,P00672,2024-03-17,Curitiba,Treinamento,Concluída,2143.7
VG03337,P00188,2025-05-04,Rio de Janeiro,Treinamento,Concluída,1761.09
VG03338,P00435,2025-12-15,Campinas,Treinamento,Aprovada,2525.12
VG03339,P00727,2025-12-06,Curitiba,Auditoria,Concluída,992.3
VG03340,P00792,2026-03-06,Curitiba,Projeto,Concluída,1414.01
VG03341,P00451,2025-06-26,São Paulo,Projeto,Concluída,3777.68
VG03342,P00141,2024-08-13,Curitiba,Auditoria,Concluída,1601.32
VG03343,P00599,2024-10-18,Belo Horizonte,Auditoria,Concluída,1945.35
VG03344,P00344,2024-06-20,Rio de Janeiro,Projeto,Concluída,915.4
VG03345,P00046,2025-10-12,São Paulo,Auditoria,Concluída,1592.14
VG03346,P00338,2024-11-05,Rio de Janeiro,Auditoria,Concluída,911.71
VG03347,P00258,2026-04-08,Belo Horizonte,Treinamento,Aprovada,2568.29
VG03348,P00793,2026-03-07,Campinas,Fornecedor,Concluída,702.62
VG03349,P00801,2024-05-09,Rio de Janeiro,Cliente,Cancelada,406.48
VG03350,P00729,2024-11-16,Campinas,Fornecedor,Concluída,827.9
VG03351,P00485,2025-07-10,Curitiba,Treinamento,Concluída,2014.13
VG03352,P00744,2024-12-30,Curitiba,Auditoria,Concluída,3107.05
VG03353,P00102,2026-07-21,Campinas,Treinamento,Concluída,947.03
VG03354,P00247,2025-11-23,Belo Horizonte,Fornecedor,Concluída,3097.33
VG03355,P00613,2024-09-29,Rio de Janeiro,Fornecedor,Concluída,1754.9
VG03356,P00800,2025-04-01,São Paulo,Treinamento,Cancelada,1458.9
VG03357,P00399,2025-09-23,Rio de Janeiro,Fornecedor,Concluída,2757.85
VG03358,P00596,2024-05-08,São Paulo,Auditoria,Concluída,1130.3
VG03359,P00187,2024-04-04,Belo Horizonte,Treinamento,Concluída,859.31
VG03360,P00198,2025-05-26,Rio de Janeiro,Fornecedor,Em análise,1424.1
VG03361,P00473,2026-05-13,Campinas,Treinamento,Concluída,4058.83
VG03362,P00234,2026-03-03,Belo Horizonte,Auditoria,Concluída,2815.64
VG03363,P00877,2024-11-03,Belo Horizonte,Auditoria,Concluída,327.93
VG03364,P00548,2025-01-25,São Paulo,Cliente,Concluída,1863.46
VG03365,P00258,2025-05-02,Rio de Janeiro,Projeto,Concluída,2626.24
VG03366,P00786,2024-06-19,Campinas,Fornecedor,Concluída,1111.54
VG03367,P00352,2025-01-12,São Paulo,Projeto,Aprovada,3085.57
VG03368,P00463,2026-05-05,Belo Horizonte,Treinamento,Concluída,656.03
VG03369,P00713,2025-03-24,São Paulo,Cliente,Concluída,681.96
VG03370,P00176,2026-07-26,Campinas,Fornecedor,Concluída,1970.71
VG03371,P00235,2025-09-30,Belo Horizonte,Fornecedor,Concluída,2744.25
VG03372,P00420,2025-11-14,Belo Horizonte,Fornecedor,Concluída,1319.73
VG03373,P00221,2024-07-25,Campinas,Projeto,Cancelada,2139.44
VG03374,P00087,2024-10-03,São Paulo,Auditoria,Aprovada,1358.96
VG03375,P00797,2026-04-29,São Paulo,Treinamento,Concluída,1009.67
VG03376,P00469,2026-04-28,Belo Horizonte,Cliente,Concluída,869.14
VG03377,P00541,2024-02-11,Rio de Janeiro,Projeto,Concluída,3169.02
VG03378,P00755,2024-10-16,Curitiba,Cliente,Concluída,1591.46
VG03379,P00443,2024-05-20,Belo Horizonte,Cliente,Concluída,1256.16
VG03380,P00109,2026-04-01,São Paulo,Fornecedor,Concluída,1704.33
VG03381,P00094,2024-11-25,São Paulo,Fornecedor,Em análise,1107.76
VG03382,P00789,2024-04-27,Campinas,Auditoria,Concluída,2309.33
VG03383,P00547,2025-10-17,Campinas,Projeto,Em análise,1416.11
VG03384,P00253,2026-01-03,Curitiba,Fornecedor,Em análise,2042.42
VG03385,P00849,2024-02-20,Belo Horizonte,Fornecedor,Concluída,1316.36
VG03386,P00519,2024-03-27,Rio de Janeiro,Treinamento,Concluída,968.99
VG03387,P00750,2025-06-04,Belo Horizonte,Treinamento,Concluída,2384.3
VG03388,P00315,2025-05-03,Curitiba,Treinamento,Concluída,1543.5
VG03389,P00496,2024-03-10,Campinas,Auditoria,Aprovada,1013.94
VG03390,P00892,2025-05-18,Curitiba,Cliente,Aprovada,1296.27
VG03391,P00239,2025-05-30,São Paulo,Cliente,Concluída,4251.54
VG03392,P00117,2026-06-26,Rio de Janeiro,Cliente,Concluída,1971.69
VG03393,P00545,2024-05-12,Curitiba,Projeto,Concluída,619.31
VG03394,P00441,2024-04-08,São Paulo,Cliente,Aprovada,885.67
VG03395,P00896,2025-01-16,São Paulo,Projeto,Concluída,2260.12
VG03396,P00064,2024-03-02,Rio de Janeiro,Projeto,Aprovada,2035.75
VG03397,P00384,2026-01-22,Rio de Janeiro,Auditoria,Concluída,2026.22
VG03398,P00022,2024-05-24,Curitiba,Auditoria,Cancelada,529.03
VG03399,P00454,2025-12-13,Campinas,Cliente,Concluída,1644.31
VG03400,P00714,2025-08-26,Rio de Janeiro,Projeto,Em análise,1108.86
VG03401,P00770,2026-07-13,Belo Horizonte,Treinamento,Concluída,978.6
VG03402,P00378,2024-05-01,Campinas,Fornecedor,Em análise,1085.01
VG03403,P00198,2026-01-18,Campinas,Cliente,Concluída,2203.22
VG03404,P00571,2026-07-23,Belo Horizonte,Cliente,Aprovada,2864.68
VG03405,P00600,2025-04-03,São Paulo,Auditoria,Concluída,1270.67
VG03406,P00602,2024-09-04,Rio de Janeiro,Fornecedor,Concluída,617.83
VG03407,P00326,2026-06-10,São Paulo,Cliente,Concluída,416.16
VG03408,P00417,2024-03-14,Campinas,Auditoria,Concluída,3540.28
VG03409,P00127,2026-01-07,Curitiba,Auditoria,Concluída,2654.2
VG03410,P00613,2026-04-28,Belo Horizonte,Treinamento,Aprovada,1651.58
VG03411,P00559,2025-06-11,Curitiba,Treinamento,Concluída,1378.61
VG03412,P00291,2026-01-09,Campinas,Fornecedor,Concluída,2297.9
VG03413,P00830,2024-12-01,Curitiba,Auditoria,Aprovada,2307.22
VG03414,P00529,2024-12-27,Campinas,Fornecedor,Concluída,528.55
VG03415,P00799,2025-02-18,Campinas,Auditoria,Concluída,1666.84
VG03416,P00035,2024-08-19,Campinas,Projeto,Concluída,3897.09
VG03417,P00331,2025-10-28,Campinas,Projeto,Concluída,2078.57
VG03418,P00637,2025-10-30,Campinas,Fornecedor,Concluída,665.46
VG03419,P00199,2024-11-15,Rio de Janeiro,Cliente,Concluída,1461.21
VG03420,P00344,2026-03-22,Rio de Janeiro,Fornecedor,Concluída,2852.11
VG03421,P00356,2025-03-28,Rio de Janeiro,Treinamento,Concluída,943.19
VG03422,P00345,2024-03-05,Rio de Janeiro,Fornecedor,Concluída,4058.81
VG03423,P00494,2025-10-10,Rio de Janeiro,Projeto,Concluída,638.52
VG03424,P00722,2025-06-09,São Paulo,Auditoria,Concluída,1172.83
VG03425,P00872,2024-03-06,Rio de Janeiro,Cliente,Concluída,7659.7
VG03426,P00696,2024-08-03,Rio de Janeiro,Auditoria,Concluída,1082.14
VG03427,P00150,2024-07-01,Campinas,Fornecedor,Concluída,1192.85
VG03428,P00840,2024-07-20,São Paulo,Projeto,Aprovada,698.39
VG03429,P00120,2026-06-24,Belo Horizonte,Auditoria,Concluída,530.0
VG03430,P00331,2024-08-24,Rio de Janeiro,Cliente,Concluída,2247.84
VG03431,P00593,2025-04-17,Rio de Janeiro,Auditoria,Concluída,1168.7
VG03432,P00619,2026-01-11,São Paulo,Treinamento,Em análise,3199.99
VG03433,P00569,2026-07-07,Rio de Janeiro,Fornecedor,Concluída,338.11
VG03434,P00569,2025-10-11,Campinas,Treinamento,Concluída,5074.88
VG03435,P00227,2025-11-05,Campinas,Cliente,Concluída,2636.69
VG03436,P00564,2026-07-22,Curitiba,Treinamento,Concluída,301.29
VG03437,P00217,2025-02-19,Curitiba,Treinamento,Aprovada,5458.55
VG03438,P00452,2026-03-23,São Paulo,Fornecedor,Cancelada,1406.69
VG03439,P00495,2026-06-21,Campinas,Treinamento,Concluída,2274.18
VG03440,P00739,2024-08-30,Curitiba,Projeto,Concluída,1284.44
VG03441,P00532,2025-01-31,São Paulo,Fornecedor,Concluída,2592.71
VG03442,P00860,2024-07-15,Belo Horizonte,Projeto,Concluída,1830.25
VG03443,P00091,2025-04-18,São Paulo,Fornecedor,Concluída,3073.42
VG03444,P00773,2026-01-28,Curitiba,Auditoria,Concluída,575.46
VG03445,P00137,2025-01-15,Curitiba,Projeto,Concluída,1445.66
VG03446,P00198,2024-01-04,Belo Horizonte,Treinamento,Em análise,1361.6
VG03447,P00841,2025-12-10,Belo Horizonte,Cliente,Concluída,2143.02
VG03448,P00457,2024-11-28,Belo Horizonte,Cliente,Concluída,1900.33
VG03449,P00210,2026-02-26,Belo Horizonte,Treinamento,Concluída,1662.77
VG03450,P00096,2026-04-13,Belo Horizonte,Auditoria,Concluída,3097.26
VG03451,P00897,2024-06-14,Campinas,Fornecedor,Concluída,1403.88
VG03452,P00114,2025-06-04,São Paulo,Cliente,Cancelada,2242.66
VG03453,P00782,2025-07-10,Campinas,Fornecedor,Concluída,1560.31
VG03454,P00586,2026-06-05,Rio de Janeiro,Auditoria,Concluída,1080.28
VG03455,P00067,2024-08-25,Rio de Janeiro,Projeto,Aprovada,3047.47
VG03456,P00863,2025-03-05,São Paulo,Fornecedor,Concluída,1547.94
VG03457,P00850,2025-10-02,Curitiba,Auditoria,Aprovada,736.62
VG03458,P00111,2024-04-08,Curitiba,Projeto,Concluída,644.99
VG03459,P00569,2025-08-03,Campinas,Auditoria,Concluída,1121.91
VG03460,P00729,2024-02-17,Campinas,Cliente,Concluída,1154.72
VG03461,P00412,2024-12-21,Campinas,Auditoria,Concluída,1745.64
VG03462,P00789,2025-12-25,Rio de Janeiro,Auditoria,Concluída,1857.39
VG03463,P00056,2025-11-24,Rio de Janeiro,Auditoria,Concluída,1081.26
VG03464,P00482,2024-12-16,Curitiba,Cliente,Concluída,1067.11
VG03465,P00391,2025-03-06,Rio de Janeiro,Projeto,Concluída,2708.52
VG03466,P00857,2026-01-13,Belo Horizonte,Cliente,Concluída,1839.61
VG03467,P00104,2024-12-12,São Paulo,Fornecedor,Concluída,901.52
VG03468,P00272,2026-01-24,Belo Horizonte,Auditoria,Concluída,1260.58
VG03469,P00396,2026-06-05,Campinas,Fornecedor,Concluída,5189.78
VG03470,P00149,2026-04-24,São Paulo,Cliente,Concluída,612.09
VG03471,P00224,2025-11-21,Rio de Janeiro,Treinamento,Concluída,2433.65
VG03472,P00479,2025-06-02,São Paulo,Fornecedor,Em análise,1508.8
VG03473,P00662,2024-08-20,São Paulo,Cliente,Concluída,2557.16
VG03474,P00557,2026-01-06,Curitiba,Treinamento,Concluída,1705.18
VG03475,P00499,2025-09-13,Campinas,Fornecedor,Concluída,802.38
VG03476,P00493,2024-09-18,Rio de Janeiro,Treinamento,Aprovada,3059.99
VG03477,P00478,2025-11-08,São Paulo,Treinamento,Em análise,1430.84
VG03478,P00232,2026-07-11,Rio de Janeiro,Cliente,Concluída,626.55
VG03479,P00753,2024-01-23,Rio de Janeiro,Fornecedor,Aprovada,2871.04
VG03480,P00880,2025-07-03,São Paulo,Fornecedor,Concluída,3762.64
VG03481,P00138,2024-11-30,Rio de Janeiro,Projeto,Concluída,697.58
VG03482,P00830,2024-10-01,Belo Horizonte,Treinamento,Cancelada,4327.5
VG03483,P00690,2026-02-13,Belo Horizonte,Fornecedor,Aprovada,1824.98
VG03484,P00105,2024-12-18,Belo Horizonte,Treinamento,Em análise,1806.19
VG03485,P00899,2024-09-06,Campinas,Fornecedor,Concluída,420.84
VG03486,P00280,2026-05-21,Rio de Janeiro,Cliente,Concluída,621.4
VG03487,P00446,2026-06-01,Belo Horizonte,Treinamento,Aprovada,3699.73
VG03488,P00771,2026-05-05,São Paulo,Cliente,Concluída,1468.74
