mensuracao_id,projeto_id,competencia,valor_realizado,saving_validado,status
MN06668,CS03029,2024-05-01,1558.73,516.65,Validado
MN06669,CS02046,2025-05-01,22289.07,261.6,Rejeitado
MN06670,CS01666,2025-01-01,4620.27,3246.48,Validado
MN06671,CS02610,2024-10-01,9574.79,431.24,Validado
MN06672,CS03267,2026-03-01,2120.38,2929.74,Rejeitado
MN06673,CS02280,2025-07-01,4941.48,1167.85,Pendente
MN06674,CS03434,2025-11-01,12973.73,1475.7,Validado
MN06675,CS00812,2025-07-01,3371.34,1183.66,Validado
MN06676,CS03140,2025-10-01,8993.31,712.26,Validado
MN06677,CS03472,2025-10-01,7689.41,646.27,Validado
MN06678,CS03517,2025-01-01,3154.14,450.05,Validado
MN06679,CS03015,2025-10-01,15248.08,242.55,Validado
MN06680,CS00427,2024-01-01,3658.57,2756.66,Validado
MN06681,CS01807,2024-07-01,1440.35,879.39,Validado
MN06682,CS01363,2025-08-01,4055.9,917.59,Validado
MN06683,CS01634,2025-12-01,4182.92,1367.61,Validado
MN06684,CS00595,2025-06-01,3259.93,1157.1,Validado
MN06685,CS02652,2026-02-01,2076.24,672.63,Validado
MN06686,CS00268,2024-12-01,1862.85,176.55,Validado
MN06687,CS00821,2024-03-01,4035.56,665.07,Rejeitado
MN06688,CS03289,2025-09-01,8836.9,1201.9,Validado
MN06689,CS01316,2026-02-01,3945.43,2008.6,Validado
MN06690,CS00529,2025-09-01,9365.14,3027.99,Pendente
MN06691,CS00818,2026-07-01,10576.97,1739.26,Rejeitado
MN06692,CS01249,2025-07-01,2594.2,434.55,Pendente
MN06693,CS01680,2024-11-01,4616.91,322.87,Validado
MN06694,CS02311,2024-11-01,4301.84,1499.0,Pendente
MN06695,CS02212,2025-06-01,24544.8,1211.31,Validado
MN06696,CS02269,2026-07-01,17652.26,1166.94,Validado
MN06697,CS00639,2024-05-01,7111.76,1302.16,Validado
MN06698,CS02178,2025-07-01,40548.39,2882.59,Validado
MN06699,CS02427,2026-02-01,2077.39,750.83,Validado
MN06700,CS03589,2024-12-01,1378.32,2219.77,Validado
MN06701,CS01351,2026-04-01,38449.22,209.31,Validado
MN06702,CS01716,2025-09-01,1056.9,332.95,Validado
MN06703,CS00148,2026-07-01,6692.81,4559.89,Validado
MN06704,CS03543,2026-01-01,5966.9,741.72,Pendente
MN06705,CS02398,2025-02-01,7274.7,1435.66,Validado
MN06706,CS01858,2025-07-01,9406.84,1676.74,Pendente
MN06707,CS03252,2024-02-01,8320.09,1032.56,Validado
MN06708,CS02974,2026-06-01,3795.47,8286.61,Validado
MN06709,CS03190,2025-07-01,9600.04,665.71,Validado
MN06710,CS00849,2026-03-01,17309.44,2315.23,Validado
MN06711,CS01755,2025-12-01,3586.32,146.74,Validado
MN06712,CS02320,2024-04-01,1651.88,2194.52,Validado
MN06713,CS02585,2024-11-01,1545.6,953.36,Validado
MN06714,CS01758,2025-03-01,638.3,288.8,Validado
MN06715,CS00056,2024-06-01,6437.18,822.36,Validado
MN06716,CS01522,2024-05-01,2975.05,2131.41,Pendente
MN06717,CS00580,2025-03-01,10882.65,2175.41,Validado
MN06718,CS03556,2025-02-01,2029.93,1392.81,Validado
MN06719,CS03378,2026-05-01,2121.28,2212.22,Pendente
MN06720,CS00150,2024-10-01,8271.25,677.61,Validado
MN06721,CS01396,2024-04-01,6781.11,1045.02,Validado
MN06722,CS01448,2025-08-01,4776.6,3022.03,Validado
MN06723,CS01008,2024-04-01,5469.62,881.61,Validado
MN06724,CS00430,2024-03-01,3801.57,560.44,Validado
MN06725,CS00046,2024-11-01,4491.74,1921.2,Validado
MN06726,CS00537,2024-10-01,13031.12,723.87,Pendente
MN06727,CS01067,2025-07-01,8993.39,2049.26,Validado
MN06728,CS01092,2026-01-01,14784.84,689.07,Pendente
MN06729,CS02816,2026-06-01,5216.66,3784.69,Validado
MN06730,CS03171,2024-05-01,2463.41,516.54,Validado
MN06731,CS01800,2025-11-01,9000.44,771.88,Validado
MN06732,CS03393,2026-02-01,6345.27,372.22,Validado
MN06733,CS00687,2025-09-01,10712.44,1536.31,Validado
MN06734,CS03486,2024-05-01,16730.46,1750.15,Validado
MN06735,CS00721,2024-04-01,3980.31,905.48,Validado
MN06736,CS03502,2025-03-01,3742.28,1475.92,Validado
MN06737,CS03256,2024-04-01,4576.88,704.63,Validado
MN06738,CS03295,2026-05-01,3676.82,286.93,Pendente
MN06739,CS00148,2024-07-01,3003.75,1262.66,Validado
MN06740,CS00404,2025-11-01,410.61,858.52,Validado
MN06741,CS00113,2024-05-01,3787.86,1563.51,Validado
MN06742,CS01736,2026-03-01,2374.12,658.61,Validado
MN06743,CS01300,2025-08-01,3825.5,2118.6,Validado
MN06744,CS02097,2026-02-01,43834.82,839.87,Validado
MN06745,CS02255,2025-07-01,6430.96,267.29,Validado
MN06746,CS02998,2025-03-01,2769.93,841.13,Pendente
MN06747,CS00513,2025-03-01,22672.38,348.96,Pendente
MN06748,CS03248,2024-08-01,2847.2,2761.86,Validado
MN06749,CS03569,2026-02-01,3216.16,462.04,Pendente
MN06750,CS01588,2026-06-01,9586.98,422.05,Validado
MN06751,CS01833,2025-08-01,3368.86,2186.62,Validado
MN06752,CS02421,2024-12-01,1028.74,629.57,Validado
MN06753,CS00558,2025-10-01,1276.27,530.83,Validado
MN06754,CS01360,2024-11-01,1624.1,2605.87,Rejeitado
MN06755,CS01115,2024-12-01,6790.05,243.87,Validado
MN06756,CS02310,2024-08-01,3156.48,1993.39,Pendente
MN06757,CS00836,2025-08-01,16983.9,1112.04,Validado
MN06758,CS01102,2024-10-01,3703.3,211.24,Pendente
MN06759,CS02745,2025-05-01,2006.16,548.32,Pendente
MN06760,CS02068,2026-06-01,36958.98,2548.96,Pendente
MN06761,CS01987,2025-02-01,6059.45,865.24,Validado
MN06762,CS00736,2025-05-01,3954.31,553.72,Validado
MN06763,CS02572,2025-01-01,3569.48,258.41,Pendente
MN06764,CS00589,2026-05-01,2472.16,3992.03,Validado
MN06765,CS01093,2025-07-01,4957.76,431.76,Validado
MN06766,CS02650,2024-10-01,5287.01,353.43,Validado
MN06767,CS01413,2024-06-01,4036.66,279.71,Validado
MN06768,CS00500,2024-07-01,8415.78,4180.66,Validado
MN06769,CS03505,2025-05-01,3766.02,433.34,Pendente
MN06770,CS02602,2025-09-01,1954.75,631.38,Validado
MN06771,CS02804,2024-06-01,8279.16,701.51,Validado
MN06772,CS01340,2025-06-01,3465.75,337.7,Validado
MN06773,CS00596,2026-07-01,6890.04,632.1,Validado
MN06774,CS03039,2026-03-01,3442.35,2318.8,Validado
MN06775,CS00632,2025-09-01,5778.24,1468.62,Rejeitado
MN06776,CS02698,2024-06-01,15195.53,17619.96,Validado
MN06777,CS02013,2026-03-01,21623.81,372.49,Validado
MN06778,CS03647,2024-03-01,8201.75,739.97,Validado
MN06779,CS03120,2025-06-01,3114.2,2318.35,Pendente
MN06780,CS02124,2024-08-01,1663.38,140.07,Validado
MN06781,CS03483,2024-08-01,18881.37,169.03,Validado
MN06782,CS02907,2026-02-01,3031.82,339.28,Validado
MN06783,CS00839,2025-07-01,18689.18,1392.49,Validado
MN06784,CS03008,2025-01-01,7592.52,203.0,Validado
MN06785,CS01456,2026-05-01,4046.24,467.44,Validado
MN06786,CS02601,2024-11-01,3263.97,1415.48,Validado
MN06787,CS03081,2026-03-01,1025.59,2623.59,Validado
MN06788,CS01382,2024-04-01,2706.27,724.26,Validado
MN06789,CS02286,2025-11-01,7140.17,1100.53,Validado
MN06790,CS00638,2024-04-01,8073.91,597.26,Validado
MN06791,CS01834,2024-02-01,1129.22,1574.66,Validado
MN06792,CS02989,2025-02-01,16551.93,318.72,Pendente
MN06793,CS03748,2025-01-01,9425.03,163.74,Pendente
MN06794,CS00206,2025-01-01,1307.86,1617.03,Validado
MN06795,CS02783,2026-04-01,8314.41,1359.74,Validado
MN06796,CS02039,2025-12-01,9241.57,1924.61,Validado
MN06797,CS02802,2026-04-01,23151.21,2360.63,Validado
MN06798,CS03787,2025-11-01,5781.93,1641.31,Pendente
MN06799,CS00543,2025-09-01,9496.56,1085.79,Pendente
MN06800,CS00446,2024-09-01,4484.54,6768.96,Validado
MN06801,CS00652,2025-08-01,18900.91,2486.91,Validado
MN06802,CS03768,2024-09-01,2934.29,225.94,Validado
MN06803,CS01011,2026-02-01,3091.04,820.3,Pendente
MN06804,CS02135,2025-12-01,4399.64,770.28,Validado
MN06805,CS01951,2024-03-01,2103.29,905.05,Validado
MN06806,CS03553,2025-01-01,4740.03,1194.79,Validado
MN06807,CS03355,2024-06-01,2259.91,1676.41,Validado
MN06808,CS00383,2024-03-01,10981.48,1261.93,Validado
MN06809,CS00077,2024-11-01,1271.96,2012.26,Validado
MN06810,CS00217,2025-04-01,2067.64,1273.84,Validado
MN06811,CS03147,2026-04-01,9182.53,2565.8,Validado
MN06812,CS01336,2024-09-01,5341.3,1083.73,Validado
MN06813,CS03463,2026-02-01,12169.45,1981.54,Validado
MN06814,CS01190,2025-08-01,10034.35,1029.91,Validado
MN06815,CS02071,2025-09-01,25655.03,1388.48,Validado
MN06816,CS02880,2024-12-01,5089.26,1977.53,Validado
MN06817,CS00579,2024-08-01,4372.89,635.78,Validado
MN06818,CS01050,2025-04-01,12657.55,1889.85,Validado
MN06819,CS00700,2024-02-01,3856.9,1486.21,Validado
MN06820,CS03211,2024-07-01,6665.45,1119.33,Validado
MN06821,CS00894,2024-03-01,3584.16,396.3,Validado
MN06822,CS02633,2024-12-01,1965.58,587.5,Validado
MN06823,CS03178,2024-03-01,6439.41,5055.17,Validado
MN06824,CS02661,2024-08-01,19244.05,2521.79,Validado
MN06825,CS02055,2024-11-01,6223.27,289.43,Validado
MN06826,CS00969,2025-07-01,2043.53,382.68,Validado
MN06827,CS00358,2026-07-01,5945.82,1821.95,Validado
MN06828,CS00470,2026-07-01,22950.83,6742.16,Pendente
MN06829,CS02097,2024-08-01,2647.55,2471.41,Validado
MN06830,CS03728,2026-04-01,7714.37,569.04,Rejeitado
MN06831,CS00646,2024-07-01,5626.15,388.85,Validado
MN06832,CS00226,2024-02-01,1954.5,758.0,Validado
MN06833,CS01223,2026-02-01,3122.17,997.83,Validado
MN06834,CS00886,2024-10-01,4628.81,1719.25,Pendente
MN06835,CS02599,2025-09-01,18163.03,640.54,Pendente
MN06836,CS02559,2024-09-01,6841.22,3315.77,Validado
MN06837,CS00670,2024-02-01,11920.68,1399.94,Validado
MN06838,CS03109,2025-01-01,1854.86,1131.08,Pendente
MN06839,CS01161,2026-03-01,4648.65,1023.56,Validado
MN06840,CS01459,2025-10-01,3804.77,695.79,Pendente
MN06841,CS03087,2025-06-01,6351.14,1924.84,Validado
MN06842,CS03249,2025-09-01,2883.64,501.58,Pendente
MN06843,CS02852,2026-05-01,14094.61,393.3,Validado
MN06844,CS02043,2025-05-01,8399.73,1167.35,Validado
MN06845,CS01449,2024-11-01,12836.35,928.22,Validado
MN06846,CS03791,2025-09-01,1500.69,212.65,Validado
MN06847,CS01904,2024-02-01,4102.21,7895.91,Validado
MN06848,CS01096,2024-05-01,1118.45,381.95,Validado
MN06849,CS03788,2025-03-01,2630.53,471.79,Validado
MN06850,CS00331,2024-07-01,747.22,166.84,Validado
MN06851,CS02853,2025-05-01,826.18,1857.06,Validado
MN06852,CS00936,2026-01-01,7612.29,1560.8,Validado
MN06853,CS02130,2025-03-01,928.27,1062.85,Validado
MN06854,CS02550,2024-07-01,8829.32,1433.48,Validado
MN06855,CS03042,2025-03-01,6402.1,1762.13,Validado
MN06856,CS02918,2025-06-01,20842.93,1997.64,Validado
MN06857,CS02594,2024-12-01,766.28,1366.23,Validado
MN06858,CS00872,2026-06-01,7472.03,683.84,Pendente
MN06859,CS02429,2024-03-01,2151.46,1077.42,Validado
MN06860,CS01993,2024-05-01,2937.26,882.32,Validado
MN06861,CS02196,2026-05-01,2242.88,1053.95,Validado
MN06862,CS02868,2024-03-01,2460.66,351.3,Validado
MN06863,CS03088,2026-02-01,9863.32,3342.53,Validado
MN06864,CS02722,2024-12-01,3481.82,4960.29,Validado
MN06865,CS03532,2025-10-01,1933.78,287.15,Validado
MN06866,CS01663,2025-10-01,13320.59,1350.47,Pendente
MN06867,CS01172,2026-04-01,7775.71,2670.11,Validado
MN06868,CS01181,2025-04-01,3355.43,279.96,Validado
MN06869,CS03091,2025-03-01,10310.64,584.48,Pendente
MN06870,CS00616,2026-05-01,11227.69,743.55,Validado
MN06871,CS02888,2025-01-01,7032.09,186.29,Validado
MN06872,CS01065,2025-02-01,1695.74,1135.33,Validado
MN06873,CS00793,2025-10-01,6730.01,1053.01,Validado
MN06874,CS02524,2024-10-01,5121.44,322.33,Validado
MN06875,CS00619,2025-08-01,4211.43,1432.16,Validado
MN06876,CS01916,2024-09-01,1792.45,3135.1,Validado
MN06877,CS02997,2025-06-01,26580.18,3554.37,Validado
MN06878,CS01267,2025-06-01,5538.62,835.53,Validado
MN06879,CS02176,2024-02-01,3671.25,630.05,Pendente
MN06880,CS01662,2024-08-01,8351.83,735.71,Validado
MN06881,CS02753,2026-04-01,38008.49,914.79,Validado
MN06882,CS01409,2026-05-01,3032.38,1419.94,Rejeitado
MN06883,CS01518,2025-03-01,2903.98,845.93,Validado
MN06884,CS00477,2026-02-01,3866.47,2305.07,Validado
MN06885,CS02534,2025-06-01,3189.72,724.87,Validado
MN06886,CS01485,2024-05-01,4607.7,11435.13,Validado
MN06887,CS01318,2024-01-01,2321.9,928.73,Validado
MN06888,CS02922,2025-10-01,27490.36,1199.26,Validado
MN06889,CS02726,2025-04-01,5380.9,734.7,Validado
MN06890,CS01620,2024-03-01,33701.52,3839.19,Validado
MN06891,CS01134,2024-05-01,3374.07,2030.12,Validado
MN06892,CS00313,2026-07-01,2542.96,2680.51,Validado
MN06893,CS02949,2026-01-01,9372.69,1621.44,Validado
MN06894,CS01985,2025-02-01,2119.19,2273.63,Validado
MN06895,CS00506,2026-03-01,6002.59,1132.28,Validado
MN06896,CS00337,2025-02-01,4182.71,517.74,Validado
MN06897,CS00632,2026-03-01,15854.47,392.44,Validado
MN06898,CS00452,2025-04-01,1872.37,1151.91,Validado
MN06899,CS00559,2025-08-01,1721.15,1434.48,Validado
MN06900,CS03740,2026-04-01,27061.25,711.43,Validado
MN06901,CS02424,2026-02-01,4753.71,646.68,Validado
MN06902,CS00004,2024-01-01,6202.26,1798.27,Pendente
MN06903,CS02850,2025-11-01,2774.97,801.18,Validado
MN06904,CS00361,2025-05-01,3508.82,415.26,Validado
MN06905,CS01960,2024-11-01,2583.75,534.89,Validado
MN06906,CS01101,2025-11-01,1228.45,1067.07,Validado
MN06907,CS03123,2026-02-01,23581.48,3854.35,Validado
MN06908,CS02924,2026-06-01,2084.06,5063.42,Validado
MN06909,CS00158,2025-02-01,6375.68,2686.85,Rejeitado
MN06910,CS02950,2025-10-01,28818.9,282.24,Pendente
MN06911,CS03680,2025-12-01,5269.26,288.8,Validado
MN06912,CS02966,2025-10-01,5749.98,864.76,Rejeitado
MN06913,CS02393,2024-10-01,4888.75,2337.42,Validado
MN06914,CS02321,2024-08-01,2709.95,337.64,Pendente
MN06915,CS00494,2024-09-01,2892.04,3532.76,Validado
MN06916,CS01344,2025-04-01,9005.86,2279.89,Validado
MN06917,CS00561,2026-06-01,7339.55,291.13,Validado
MN06918,CS00554,2025-03-01,2072.92,3181.79,Validado
MN06919,CS03741,2026-04-01,5598.82,1862.66,Rejeitado
MN06920,CS01291,2024-08-01,6420.96,1660.15,Validado
MN06921,CS02276,2026-06-01,4848.97,6865.69,Validado
MN06922,CS02175,2025-08-01,2488.65,1332.52,Validado
MN06923,CS01452,2024-01-01,8382.01,1701.57,Validado
MN06924,CS01466,2024-02-01,8599.68,1833.61,Validado
MN06925,CS02887,2026-05-01,11890.82,1441.79,Pendente
MN06926,CS00213,2026-05-01,4939.29,1584.67,Rejeitado
MN06927,CS01142,2025-11-01,7810.32,263.07,Rejeitado
MN06928,CS03448,2025-11-01,3781.67,618.68,Validado
MN06929,CS00306,2026-02-01,3666.45,446.72,Validado
MN06930,CS02853,2025-08-01,5542.96,1287.07,Validado
MN06931,CS03177,2026-05-01,1323.04,8128.19,Pendente
MN06932,CS01436,2024-05-01,7556.58,569.68,Validado
MN06933,CS00523,2024-03-01,2884.11,1244.43,Validado
MN06934,CS01226,2024-05-01,2433.71,804.81,Validado
MN06935,CS02361,2024-12-01,4230.18,1216.17,Validado
MN06936,CS03639,2026-02-01,2060.15,1589.29,Validado
MN06937,CS03059,2025-12-01,2580.16,2187.56,Validado
MN06938,CS01055,2026-06-01,1487.61,349.69,Validado
MN06939,CS00901,2025-04-01,1812.32,1729.38,Validado
MN06940,CS03592,2026-03-01,29302.87,2258.08,Validado
MN06941,CS02257,2024-06-01,6051.7,968.03,Validado
MN06942,CS03022,2026-04-01,7602.68,418.97,Validado
MN06943,CS02017,2026-01-01,2631.47,281.6,Pendente
MN06944,CS02541,2025-07-01,4612.19,507.87,Validado
MN06945,CS02271,2025-05-01,835.21,536.96,Validado
MN06946,CS03492,2024-09-01,2236.61,1109.98,Validado
MN06947,CS02742,2024-01-01,5181.07,313.26,Rejeitado
MN06948,CS00941,2025-06-01,2689.57,711.89,Validado
MN06949,CS00203,2025-06-01,1253.89,1152.83,Validado
MN06950,CS02150,2024-02-01,11166.94,695.33,Validado
MN06951,CS00256,2024-08-01,12418.23,567.25,Rejeitado
MN06952,CS03655,2025-05-01,6416.9,579.05,Validado
MN06953,CS00298,2024-12-01,3906.55,579.56,Pendente
MN06954,CS01282,2026-07-01,841.93,103.92,Validado
MN06955,CS02578,2026-03-01,4073.62,1658.64,Pendente
MN06956,CS01988,2026-01-01,6226.38,1035.2,Validado
MN06957,CS01037,2026-03-01,1713.86,3676.99,Pendente
MN06958,CS03232,2025-09-01,10916.96,1701.74,Validado
MN06959,CS03478,2024-02-01,6598.49,1019.46,Rejeitado
MN06960,CS00729,2026-06-01,1792.96,379.31,Validado
MN06961,CS02152,2026-06-01,4472.96,2650.15,Validado
MN06962,CS01578,2026-04-01,1177.36,1826.19,Validado
MN06963,CS02504,2026-06-01,996.56,6386.79,Validado
MN06964,CS00475,2024-04-01,4790.17,407.68,Validado
MN06965,CS00814,2026-07-01,1778.85,2495.29,Validado
MN06966,CS02083,2026-03-01,8920.38,1161.53,Validado
MN06967,CS02260,2024-12-01,3229.09,2730.58,Validado
MN06968,CS03325,2024-02-01,2530.99,2917.05,Pendente
MN06969,CS02885,2024-02-01,1459.33,1382.52,Validado
MN06970,CS02134,2025-08-01,5221.69,1996.36,Validado
MN06971,CS03426,2024-11-01,6887.58,1493.12,Validado
MN06972,CS02995,2024-02-01,7821.05,3270.92,Validado
MN06973,CS02484,2024-07-01,1084.2,2359.7,Validado
MN06974,CS03539,2025-03-01,6394.51,1029.67,Validado
MN06975,CS00240,2025-02-01,11576.94,1345.54,Validado
MN06976,CS00434,2025-01-01,6902.24,674.29,Validado
MN06977,CS00747,2025-06-01,10790.57,1564.58,Validado
MN06978,CS00216,2025-11-01,3061.56,993.73,Validado
MN06979,CS01585,2025-06-01,5655.04,627.28,Validado
MN06980,CS01815,2025-02-01,11373.56,228.9,Validado
MN06981,CS02186,2025-02-01,6057.87,784.88,Pendente
MN06982,CS01511,2025-09-01,6977.93,1001.81,Validado
MN06983,CS00200,2024-01-01,4937.97,2477.05,Validado
MN06984,CS00267,2026-04-01,6644.12,1775.37,Validado
MN06985,CS03251,2026-03-01,3034.08,3332.44,Pendente
MN06986,CS03661,2025-01-01,1395.96,1369.55,Validado
MN06987,CS00371,2024-12-01,5424.07,3537.63,Validado
MN06988,CS01996,2024-02-01,7708.69,902.13,Validado
MN06989,CS01731,2024-05-01,2936.57,780.4,Validado
MN06990,CS03108,2025-03-01,7382.17,492.27,Pendente
MN06991,CS00607,2024-11-01,4627.59,606.62,Validado
MN06992,CS00401,2024-11-01,1357.8,640.24,Validado
MN06993,CS00813,2025-08-01,1387.79,1018.67,Validado
MN06994,CS01664,2024-08-01,5902.33,324.09,Validado
MN06995,CS02592,2024-11-01,6643.84,1098.62,Pendente
MN06996,CS03275,2026-02-01,1213.45,1335.47,Validado
MN06997,CS02418,2025-11-01,7348.78,2825.72,Pendente
MN06998,CS01966,2026-04-01,4941.08,2586.16,Validado
MN06999,CS00445,2026-05-01,1564.07,1136.83,Validado
MN07000,CS03481,2025-06-01,13098.01,515.42,Pendente
MN07001,CS03592,2025-09-01,3523.6,609.22,Validado
MN07002,CS03029,2024-05-01,6024.14,605.14,Validado
MN07003,CS01081,2024-03-01,3943.17,1603.19,Validado
MN07004,CS00124,2024-08-01,5650.3,612.49,Validado
MN07005,CS00144,2026-05-01,6240.12,4472.41,Validado
MN07006,CS02818,2024-05-01,2630.32,1363.23,Validado
MN07007,CS03742,2024-09-01,3268.33,445.53,Validado
MN07008,CS02891,2026-04-01,4081.51,430.25,Validado
MN07009,CS01268,2025-04-01,8202.43,3783.93,Validado
MN07010,CS02829,2026-04-01,7140.49,695.59,Validado
MN07011,CS03536,2024-03-01,5839.17,848.9,Pendente
MN07012,CS02214,2025-07-01,3343.16,114.29,Validado
MN07013,CS02092,2024-02-01,6616.68,964.98,Pendente
MN07014,CS02418,2024-09-01,6836.25,913.58,Validado
MN07015,CS00734,2025-07-01,8047.78,1136.1,Validado
MN07016,CS03064,2025-05-01,2556.5,646.03,Rejeitado
MN07017,CS01894,2025-05-01,8671.09,294.92,Validado
MN07018,CS03571,2025-01-01,21011.3,188.49,Validado
MN07019,CS02506,2026-07-01,2538.02,260.05,Validado
MN07020,CS01952,2024-12-01,12336.02,656.33,Validado
MN07021,CS02301,2025-06-01,4785.83,993.21,Validado
MN07022,CS02107,2026-01-01,2255.43,7382.72,Validado
MN07023,CS03471,2024-08-01,8545.64,810.89,Validado
MN07024,CS02228,2025-10-01,5726.65,2343.88,Validado
MN07025,CS01473,2024-04-01,3185.2,1734.99,Validado
MN07026,CS03346,2026-06-01,4217.41,720.49,Pendente
MN07027,CS00254,2024-01-01,36192.92,1224.94,Validado
MN07028,CS02674,2024-09-01,4159.35,666.49,Validado
MN07029,CS02831,2025-05-01,6592.88,1183.04,Validado
MN07030,CS02113,2024-04-01,9386.0,2187.78,Validado
MN07031,CS03562,2024-06-01,7774.62,1173.97,Validado
MN07032,CS00449,2024-11-01,2520.98,5568.17,Validado
MN07033,CS02798,2026-06-01,19056.58,652.33,Validado
MN07034,CS01918,2024-07-01,3522.61,1211.47,Validado
MN07035,CS00744,2026-03-01,3760.9,1647.08,Rejeitado
MN07036,CS00203,2025-05-01,1832.3,207.17,Validado
MN07037,CS02646,2026-06-01,6268.87,1938.71,Validado
MN07038,CS02161,2024-04-01,10768.92,420.05,Validado
MN07039,CS01237,2024-06-01,13869.07,915.97,Validado
MN07040,CS02682,2025-10-01,4825.93,879.85,Validado
MN07041,CS03018,2024-07-01,2780.7,435.82,Validado
MN07042,CS01005,2025-11-01,2047.22,439.91,Rejeitado
MN07043,CS02334,2024-04-01,8012.26,850.99,Validado
MN07044,CS03585,2024-06-01,3020.88,2002.84,Validado
MN07045,CS03390,2025-07-01,1647.63,1329.43,Validado
MN07046,CS01187,2024-12-01,2150.1,483.23,Validado
MN07047,CS01412,2024-09-01,3438.22,1442.91,Validado
MN07048,CS01359,2024-01-01,3984.83,293.45,Pendente
MN07049,CS01820,2025-12-01,5023.7,974.14,Validado
MN07050,CS01105,2024-07-01,2029.36,1628.12,Validado
MN07051,CS01234,2024-08-01,8864.77,5146.38,Validado
MN07052,CS00550,2024-09-01,11142.93,454.8,Validado
MN07053,CS02468,2025-12-01,3727.26,491.53,Validado
MN07054,CS01050,2025-12-01,11132.56,452.14,Validado
MN07055,CS02237,2024-11-01,9233.57,233.47,Validado
MN07056,CS01799,2024-02-01,2414.74,3486.94,Validado
MN07057,CS00809,2024-03-01,3694.96,333.42,Validado
MN07058,CS03550,2024-10-01,5389.65,1380.24,Validado
MN07059,CS03370,2025-12-01,2011.14,628.58,Validado
MN07060,CS00303,2026-07-01,10214.29,1798.16,Validado
MN07061,CS03512,2025-08-01,867.0,1022.5,Validado
MN07062,CS01932,2025-12-01,1890.26,1458.74,Validado
MN07063,CS00890,2025-10-01,9795.5,1424.19,Validado
MN07064,CS01187,2026-02-01,5483.09,1612.07,Validado
MN07065,CS00822,2024-09-01,696.26,788.51,Validado
MN07066,CS03050,2026-06-01,4479.11,799.36,Validado
MN07067,CS02262,2026-02-01,2180.62,10316.75,Validado
MN07068,CS01838,2025-03-01,25037.38,1634.58,Validado
MN07069,CS00495,2024-01-01,4509.96,224.88,Validado
MN07070,CS02466,2024-03-01,4027.27,755.8,Validado
MN07071,CS01020,2024-08-01,2620.69,1260.14,Validado
MN07072,CS03393,2026-07-01,961.64,837.72,Validado
MN07073,CS02882,2024-08-01,9061.98,516.36,Validado
MN07074,CS00998,2024-04-01,2180.47,749.8,Validado
MN07075,CS00489,2025-03-01,2932.89,758.62,Validado
MN07076,CS00694,2024-06-01,10192.41,1553.82,Validado
MN07077,CS01693,2026-05-01,8059.56,818.12,Validado
MN07078,CS02653,2024-04-01,3360.13,997.75,Validado
MN07079,CS01042,2024-05-01,2134.5,1490.75,Validado
MN07080,CS03203,2025-08-01,6643.03,401.11,Validado
MN07081,CS02704,2026-03-01,2729.02,1065.93,Pendente
MN07082,CS01345,2025-02-01,1479.69,1291.62,Validado
MN07083,CS01764,2026-07-01,3711.34,1552.58,Validado
MN07084,CS02884,2024-11-01,4386.64,686.03,Pendente
MN07085,CS01957,2025-07-01,4881.64,499.28,Validado
MN07086,CS00363,2025-05-01,2272.37,901.57,Validado
MN07087,CS00737,2024-07-01,17104.95,1782.05,Validado
MN07088,CS02477,2025-02-01,2404.69,2181.69,Validado
MN07089,CS03699,2025-09-01,1867.29,801.21,Validado
MN07090,CS00390,2026-01-01,3804.78,1625.56,Pendente
MN07091,CS00436,2025-06-01,2120.14,652.58,Validado
MN07092,CS03721,2025-09-01,75375.43,3518.3,Validado
MN07093,CS02147,2025-08-01,7125.89,396.8,Validado
MN07094,CS03427,2024-03-01,3947.85,999.08,Validado
MN07095,CS03073,2024-08-01,3535.72,1033.66,Validado
MN07096,CS03428,2025-06-01,4130.81,1625.09,Validado
MN07097,CS00403,2026-02-01,10349.53,376.38,Validado
MN07098,CS02421,2025-11-01,635.58,874.75,Validado
MN07099,CS03216,2025-02-01,11483.0,2765.88,Validado
MN07100,CS00859,2025-06-01,7718.49,1565.88,Validado
MN07101,CS01199,2026-06-01,4068.23,241.02,Validado
MN07102,CS00067,2024-08-01,4057.15,2408.42,Validado
MN07103,CS01355,2025-02-01,3230.76,286.02,Validado
MN07104,CS03040,2024-06-01,3689.63,557.23,Validado
MN07105,CS02574,2024-06-01,21210.82,5219.62,Pendente
MN07106,CS03324,2025-08-01,2122.03,676.84,Validado
MN07107,CS03317,2026-04-01,17117.86,1505.47,Validado
MN07108,CS00049,2025-04-01,2308.41,5389.34,Validado
MN07109,CS01294,2024-06-01,7591.2,1610.42,Pendente
MN07110,CS01244,2025-02-01,7150.58,501.09,Validado
MN07111,CS00048,2025-01-01,3632.03,684.79,Validado
MN07112,CS03584,2026-03-01,7163.28,174.29,Validado
MN07113,CS01232,2024-03-01,8370.81,1735.7,Validado
MN07114,CS03120,2026-05-01,2309.13,1291.33,Rejeitado
MN07115,CS00119,2024-08-01,3153.87,4214.07,Validado
MN07116,CS02577,2024-01-01,3254.67,886.46,Validado
MN07117,CS00314,2026-04-01,12046.65,1348.46,Validado
MN07118,CS02840,2024-04-01,6611.76,1733.13,Pendente
MN07119,CS02394,2026-05-01,8376.0,2033.5,Validado
MN07120,CS01808,2025-10-01,4852.24,1433.92,Validado
MN07121,CS00284,2026-07-01,2279.56,570.07,Pendente
