pedido_id,fornecedor_id,comprador_id,data_pedido,valor,prazo_dias,entregue_no_prazo
PC08657,FO0059,CB006,2024-03-29,2666.41,54,1
PC08658,FO0244,CB007,2025-08-20,1736.57,33,1
PC08659,FO0198,CB021,2026-04-13,17731.22,13,1
PC08660,FO0140,CB001,2025-10-18,5081.88,33,1
PC08661,FO0022,CB026,2024-12-05,463.34,58,1
PC08662,FO0266,CB012,2025-10-29,951.36,51,1
PC08663,FO0043,CB015,2024-12-30,5766.82,2,1
PC08664,FO0137,CB004,2026-02-09,4113.81,16,1
PC08665,FO0146,CB002,2025-08-14,3817.76,14,0
PC08666,FO0146,CB011,2025-09-27,8421.13,54,1
PC08667,FO0080,CB004,2026-07-31,3443.39,35,1
PC08668,FO0115,CB009,2025-11-02,3310.32,19,0
PC08669,FO0135,CB031,2025-04-04,3543.31,46,1
PC08670,FO0034,CB037,2025-11-15,17831.14,24,1
PC08671,FO0118,CB018,2025-03-23,3275.04,22,1
PC08672,FO0052,CB018,2024-07-22,874.45,25,1
PC08673,FO0096,CB018,2025-03-09,1137.91,5,1
PC08674,FO0283,CB030,2024-10-30,3345.99,33,1
PC08675,FO0227,CB011,2024-06-21,7076.4,25,1
PC08676,FO0225,CB003,2024-03-11,3528.38,8,1
PC08677,FO0305,CB018,2025-11-05,4202.65,50,1
PC08678,FO0179,CB010,2024-08-20,3066.12,19,1
PC08679,FO0229,CB027,2025-06-15,3504.47,11,0
PC08680,FO0005,CB019,2024-06-18,2711.62,20,1
PC08681,FO0233,CB036,2026-04-28,1137.47,25,1
PC08682,FO0229,CB005,2024-07-06,4368.47,54,1
PC08683,FO0201,CB035,2024-11-02,1920.11,3,1
PC08684,FO0253,CB035,2026-04-14,4013.03,24,1
PC08685,FO0301,CB023,2025-12-05,3502.99,21,1
PC08686,FO0034,CB038,2025-05-12,245.35,40,0
PC08687,FO0013,CB023,2024-06-15,2358.56,40,1
PC08688,FO0235,CB026,2025-04-20,3703.0,23,0
PC08689,FO0221,CB038,2026-04-23,820.65,57,1
PC08690,FO0080,CB009,2025-08-30,3779.74,8,1
PC08691,FO0226,CB022,2025-10-04,5700.59,50,1
PC08692,FO0287,CB007,2026-05-25,13913.99,2,1
PC08693,FO0229,CB016,2026-02-26,2799.41,17,0
PC08694,FO0038,CB013,2024-07-31,719.94,26,0
PC08695,FO0249,CB021,2025-05-02,2005.41,51,1
PC08696,FO0066,CB009,2025-08-22,4610.16,55,1
PC08697,FO0043,CB007,2025-11-18,1964.17,46,1
PC08698,FO0008,CB033,2025-12-23,4209.14,11,1
PC08699,FO0141,CB023,2025-11-25,1480.79,53,1
PC08700,FO0277,CB014,2025-11-02,3277.69,25,1
PC08701,FO0130,CB039,2025-05-28,4064.96,25,1
PC08702,FO0008,CB017,2026-07-04,2190.6,44,1
PC08703,FO0175,CB040,2025-09-03,1034.74,59,0
PC08704,FO0039,CB016,2025-04-26,4875.06,38,1
PC08705,FO0049,CB013,2025-10-20,479.97,30,1
PC08706,FO0083,CB018,2024-08-05,716.52,50,1
PC08707,FO0161,CB036,2025-11-01,1750.28,55,1
PC08708,FO0244,CB026,2024-08-02,1282.85,24,1
PC08709,FO0281,CB031,2025-09-11,11040.76,27,0
PC08710,FO0185,CB006,2025-07-20,2593.91,25,1
PC08711,FO0265,CB020,2025-10-12,2131.94,27,0
PC08712,FO0299,CB005,2026-02-01,2701.28,25,1
PC08713,FO0284,CB016,2026-05-06,5702.85,4,0
PC08714,FO0250,CB039,2024-08-25,4176.47,2,0
PC08715,FO0138,CB011,2024-06-12,5710.71,40,1
PC08716,FO0149,CB001,2025-10-04,2688.42,11,1
PC08717,FO0038,CB011,2024-06-14,2730.29,23,1
PC08718,FO0136,CB039,2025-08-31,2345.28,58,1
PC08719,FO0191,CB032,2025-07-29,1623.29,23,1
PC08720,FO0093,CB010,2025-06-07,110.09,16,1
PC08721,FO0234,CB028,2025-10-23,6805.13,47,0
PC08722,FO0038,CB007,2025-05-20,5831.48,29,1
PC08723,FO0171,CB039,2026-07-16,15799.37,23,1
PC08724,FO0081,CB034,2025-01-22,671.45,27,1
PC08725,FO0161,CB032,2025-09-18,361.15,19,0
PC08726,FO0311,CB034,2024-07-18,1511.52,17,0
PC08727,FO0001,CB024,2026-05-26,1158.21,29,1
PC08728,FO0162,CB022,2026-02-07,437.99,48,1
PC08729,FO0315,CB031,2026-05-14,2902.8,55,1
PC08730,FO0304,CB027,2026-05-09,5209.38,34,1
PC08731,FO0032,CB017,2025-02-12,1121.43,15,0
PC08732,FO0065,CB029,2025-09-10,5358.42,14,0
PC08733,FO0057,CB037,2024-12-30,1190.65,21,1
PC08734,FO0199,CB019,2024-01-05,2546.41,49,0
PC08735,FO0013,CB004,2024-09-19,869.3,25,1
PC08736,FO0225,CB008,2024-03-24,1871.44,59,1
PC08737,FO0155,CB006,2025-01-20,1078.74,3,1
PC08738,FO0130,CB023,2025-03-03,1182.81,26,1
PC08739,FO0092,CB010,2026-03-06,1295.17,27,1
PC08740,FO0283,CB025,2024-08-05,519.22,40,1
PC08741,FO0246,CB028,2024-03-30,14186.96,32,1
PC08742,FO0315,CB029,2026-05-22,923.73,39,1
PC08743,FO0007,CB002,2024-03-25,482.4,20,1
PC08744,FO0298,CB025,2025-07-18,10793.97,5,1
PC08745,FO0005,CB026,2026-05-24,1397.59,5,1
PC08746,FO0259,CB020,2025-02-15,1460.6,49,1
PC08747,FO0006,CB009,2024-05-07,2053.83,34,0
PC08748,FO0096,CB013,2024-06-24,3048.09,20,1
PC08749,FO0161,CB031,2026-07-17,3909.88,19,1
PC08750,FO0300,CB019,2025-01-04,1241.89,43,1
PC08751,FO0084,CB029,2025-02-11,713.29,51,1
PC08752,FO0304,CB026,2024-02-08,6128.8,33,1
PC08753,FO0234,CB039,2025-11-05,1655.77,4,1
PC08754,FO0139,CB033,2026-04-10,10568.71,31,1
PC08755,FO0288,CB015,2024-07-23,419.96,35,1
PC08756,FO0264,CB031,2024-01-07,651.83,7,1
PC08757,FO0118,CB029,2025-12-09,6695.12,35,1
PC08758,FO0137,CB011,2024-03-18,1335.06,2,1
PC08759,FO0131,CB018,2024-12-15,419.22,49,1
PC08760,FO0278,CB034,2024-02-11,1489.28,47,1
PC08761,FO0262,CB011,2025-01-10,3033.05,2,1
PC08762,FO0277,CB014,2026-01-04,1255.15,41,1
PC08763,FO0098,CB018,2025-11-22,12133.13,30,1
PC08764,FO0134,CB039,2026-04-26,2131.91,28,1
PC08765,FO0274,CB035,2026-03-19,3382.15,30,1
PC08766,FO0059,CB020,2026-01-23,1604.99,47,1
PC08767,FO0002,CB018,2025-05-12,3939.96,24,1
PC08768,FO0179,CB004,2026-01-12,5683.35,9,1
PC08769,FO0063,CB010,2025-12-18,2080.18,58,1
PC08770,FO0205,CB036,2024-01-14,3734.47,32,1
PC08771,FO0287,CB030,2025-07-06,1060.32,35,1
PC08772,FO0090,CB025,2026-01-09,3068.22,54,1
PC08773,FO0005,CB006,2024-11-18,1490.68,10,1
PC08774,FO0249,CB022,2025-02-02,2976.55,41,1
PC08775,FO0256,CB036,2026-04-18,1640.68,26,1
PC08776,FO0248,CB027,2025-03-14,5573.37,59,1
PC08777,FO0057,CB012,2025-04-05,2528.64,20,1
PC08778,FO0168,CB013,2025-12-08,961.57,5,1
PC08779,FO0308,CB035,2024-05-10,3904.12,37,1
PC08780,FO0298,CB019,2025-03-21,1464.04,54,1
PC08781,FO0205,CB035,2024-05-30,1029.46,16,1
PC08782,FO0290,CB028,2024-12-24,4838.5,34,1
PC08783,FO0310,CB034,2026-03-04,3933.2,24,1
PC08784,FO0274,CB029,2026-06-28,4323.47,14,1
PC08785,FO0236,CB017,2026-07-21,6048.58,29,1
PC08786,FO0281,CB033,2026-02-13,4860.22,59,1
PC08787,FO0263,CB006,2026-04-30,1527.36,8,1
PC08788,FO0310,CB038,2025-05-26,492.43,44,0
PC08789,FO0174,CB036,2026-04-08,1883.94,18,0
PC08790,FO0152,CB040,2024-04-09,2714.78,24,1
PC08791,FO0115,CB034,2026-01-29,1094.64,46,1
PC08792,FO0095,CB004,2024-03-05,4841.32,8,1
PC08793,FO0263,CB020,2024-03-04,825.98,40,1
PC08794,FO0036,CB009,2026-06-23,864.3,56,1
PC08795,FO0190,CB006,2024-03-28,1652.58,57,0
PC08796,FO0298,CB033,2024-10-02,779.16,26,1
PC08797,FO0285,CB013,2025-08-08,3195.38,53,1
PC08798,FO0038,CB028,2026-03-14,6909.43,10,1
PC08799,FO0194,CB032,2026-02-02,337.46,30,1
PC08800,FO0005,CB030,2024-04-23,2501.33,47,1
PC08801,FO0272,CB038,2026-01-07,1257.92,17,1
PC08802,FO0209,CB038,2024-08-14,1082.63,10,1
PC08803,FO0135,CB038,2024-10-08,1583.14,40,1
PC08804,FO0059,CB023,2025-07-04,1133.43,32,1
PC08805,FO0155,CB007,2025-01-25,553.25,31,1
PC08806,FO0097,CB013,2024-03-21,3778.39,36,1
PC08807,FO0253,CB014,2025-05-02,5697.28,23,1
PC08808,FO0189,CB022,2026-07-25,3197.75,11,1
PC08809,FO0036,CB006,2026-07-20,7589.12,4,0
PC08810,FO0303,CB023,2024-11-30,2673.25,28,1
PC08811,FO0055,CB027,2025-02-09,79.59,31,1
PC08812,FO0276,CB003,2025-09-20,1160.46,22,1
PC08813,FO0096,CB018,2025-11-28,7426.55,9,1
PC08814,FO0309,CB018,2026-06-18,1783.48,15,1
PC08815,FO0117,CB038,2025-07-11,875.11,55,0
PC08816,FO0024,CB017,2025-12-06,4074.5,54,1
PC08817,FO0003,CB001,2025-04-30,5030.4,21,1
PC08818,FO0041,CB025,2026-07-28,7041.85,9,1
PC08819,FO0285,CB011,2025-03-08,549.62,25,1
PC08820,FO0089,CB020,2024-02-21,654.37,39,1
PC08821,FO0228,CB008,2024-09-18,3973.0,28,1
PC08822,FO0206,CB036,2026-01-11,8017.85,11,1
PC08823,FO0135,CB020,2026-03-29,11204.67,8,1
PC08824,FO0269,CB031,2024-07-11,11632.83,6,1
PC08825,FO0296,CB030,2025-06-27,1809.02,15,1
PC08826,FO0119,CB001,2025-06-09,5581.58,49,1
PC08827,FO0120,CB023,2025-08-27,7875.1,54,1
PC08828,FO0009,CB007,2025-03-06,1575.93,7,1
PC08829,FO0013,CB006,2026-05-25,9476.78,9,0
PC08830,FO0020,CB013,2026-05-11,2009.51,29,1
PC08831,FO0194,CB003,2024-02-26,1244.02,31,1
PC08832,FO0145,CB007,2024-12-09,2051.3,10,1
PC08833,FO0024,CB015,2026-05-18,1506.49,23,1
PC08834,FO0249,CB035,2026-04-22,6934.75,2,1
PC08835,FO0019,CB015,2024-07-07,2286.34,11,1
PC08836,FO0299,CB026,2024-12-02,1037.16,39,0
PC08837,FO0319,CB038,2026-01-22,6243.72,58,0
PC08838,FO0007,CB021,2024-05-08,3350.0,2,1
PC08839,FO0214,CB026,2025-06-18,987.78,35,1
PC08840,FO0103,CB021,2024-12-29,3095.79,44,1
PC08841,FO0113,CB018,2025-09-07,617.68,32,1
PC08842,FO0240,CB005,2026-03-03,3152.7,40,1
PC08843,FO0096,CB015,2024-08-19,20685.43,15,1
PC08844,FO0074,CB012,2025-04-01,8383.08,20,1
PC08845,FO0034,CB040,2026-01-11,133.96,18,1
PC08846,FO0174,CB001,2025-07-21,2471.97,28,1
PC08847,FO0057,CB036,2025-09-14,404.15,37,1
PC08848,FO0100,CB032,2024-02-20,9426.05,27,1
PC08849,FO0294,CB027,2024-10-05,148.65,18,1
PC08850,FO0147,CB022,2026-07-10,693.75,30,1
PC08851,FO0150,CB013,2025-06-16,2835.45,7,1
PC08852,FO0097,CB040,2025-02-05,1550.54,4,1
PC08853,FO0052,CB037,2025-02-14,512.07,57,1
PC08854,FO0066,CB001,2024-02-06,1163.04,57,1
PC08855,FO0096,CB021,2025-10-15,1596.11,57,1
PC08856,FO0312,CB021,2025-11-07,1549.92,9,0
PC08857,FO0027,CB011,2024-02-04,1088.57,59,0
PC08858,FO0297,CB014,2026-04-28,3832.0,2,1
PC08859,FO0233,CB005,2024-04-04,2181.17,45,1
PC08860,FO0153,CB021,2025-08-10,8306.89,59,1
PC08861,FO0312,CB022,2024-08-07,3039.26,23,1
PC08862,FO0306,CB037,2025-07-15,564.54,40,0
PC08863,FO0050,CB011,2024-11-04,699.08,37,1
PC08864,FO0060,CB032,2024-07-04,2662.5,14,1
PC08865,FO0053,CB014,2024-03-21,5418.13,20,1
PC08866,FO0175,CB016,2024-04-25,5882.03,33,1
PC08867,FO0200,CB007,2024-06-08,3969.81,52,0
PC08868,FO0282,CB027,2025-08-24,2357.42,56,1
PC08869,FO0038,CB025,2025-05-05,3886.1,46,1
PC08870,FO0055,CB006,2024-02-17,554.42,6,1
PC08871,FO0020,CB003,2024-01-06,658.59,11,1
PC08872,FO0022,CB009,2024-04-26,13005.67,14,1
PC08873,FO0262,CB007,2026-05-03,1334.0,3,0
PC08874,FO0121,CB021,2026-06-07,4354.54,58,1
PC08875,FO0067,CB030,2025-04-08,3303.1,55,1
PC08876,FO0007,CB001,2025-08-30,215.48,7,1
PC08877,FO0058,CB026,2025-10-05,8415.41,7,1
PC08878,FO0242,CB022,2024-07-22,1899.56,6,1
PC08879,FO0254,CB018,2026-01-09,514.19,54,1
PC08880,FO0062,CB031,2025-08-28,3985.52,42,1
PC08881,FO0033,CB004,2026-01-28,10448.49,4,1
PC08882,FO0099,CB014,2024-07-01,9311.63,42,1
PC08883,FO0109,CB026,2026-01-01,1235.68,58,1
PC08884,FO0172,CB034,2025-06-10,4676.84,31,1
PC08885,FO0247,CB005,2026-01-25,2120.81,53,0
PC08886,FO0084,CB020,2025-07-30,31291.63,6,1
PC08887,FO0064,CB037,2025-03-30,5113.7,8,1
PC08888,FO0007,CB021,2024-05-29,3010.34,9,0
PC08889,FO0073,CB003,2024-05-07,1821.71,8,1
PC08890,FO0044,CB034,2026-02-03,2193.35,13,1
PC08891,FO0141,CB036,2024-10-03,979.32,31,0
PC08892,FO0021,CB001,2025-04-25,3698.12,16,1
PC08893,FO0215,CB030,2024-02-08,5548.47,11,1
PC08894,FO0202,CB032,2026-06-21,1246.27,5,1
PC08895,FO0102,CB015,2025-07-10,1399.49,18,1
PC08896,FO0022,CB013,2025-09-20,1388.39,55,0
PC08897,FO0280,CB021,2025-01-01,2391.33,33,1
PC08898,FO0274,CB024,2024-08-03,2756.12,28,1
PC08899,FO0024,CB036,2026-03-21,3060.88,17,1
PC08900,FO0125,CB011,2024-06-20,2443.69,13,1
PC08901,FO0288,CB003,2024-06-27,1098.83,52,1
PC08902,FO0094,CB026,2026-03-16,7427.25,5,1
PC08903,FO0151,CB027,2024-11-19,3789.28,38,1
PC08904,FO0281,CB024,2025-09-18,3068.15,38,1
PC08905,FO0280,CB007,2025-07-31,6936.55,48,1
PC08906,FO0127,CB028,2025-10-24,16408.71,22,1
PC08907,FO0053,CB014,2026-03-13,8218.38,2,1
PC08908,FO0019,CB015,2025-09-07,2997.65,53,1
PC08909,FO0281,CB024,2024-09-15,894.79,57,1
PC08910,FO0091,CB015,2025-01-29,4065.8,57,0
PC08911,FO0173,CB007,2024-01-18,3721.69,11,0
PC08912,FO0253,CB036,2024-09-18,1889.43,25,1
PC08913,FO0085,CB009,2026-07-04,24559.93,29,1
PC08914,FO0080,CB007,2024-02-08,1987.45,12,1
PC08915,FO0048,CB032,2024-09-03,4283.77,2,1
PC08916,FO0072,CB020,2024-07-10,8401.22,6,1
PC08917,FO0023,CB017,2025-03-30,10431.95,4,1
PC08918,FO0309,CB007,2024-05-14,12881.89,52,1
PC08919,FO0113,CB008,2024-06-28,2333.72,28,1
PC08920,FO0277,CB019,2025-07-29,2090.23,43,1
PC08921,FO0008,CB008,2025-01-22,1398.07,58,1
PC08922,FO0107,CB011,2026-05-19,1268.84,59,1
PC08923,FO0209,CB037,2024-11-26,12496.6,23,1
PC08924,FO0293,CB040,2025-06-01,3507.53,22,1
PC08925,FO0194,CB030,2026-02-27,1228.71,14,1
PC08926,FO0122,CB027,2024-08-25,1825.9,14,1
PC08927,FO0221,CB005,2024-10-02,7246.27,22,1
PC08928,FO0173,CB019,2024-05-17,11992.64,14,1
PC08929,FO0034,CB036,2025-01-10,397.45,7,1
PC08930,FO0299,CB003,2026-07-22,2908.65,55,1
PC08931,FO0047,CB003,2026-06-30,1944.11,58,1
PC08932,FO0282,CB019,2026-07-05,999.77,23,1
PC08933,FO0239,CB008,2024-08-30,37614.73,24,1
PC08934,FO0036,CB014,2024-09-28,3833.29,28,1
PC08935,FO0230,CB017,2024-01-24,1211.44,58,1
PC08936,FO0108,CB004,2025-01-17,5310.06,11,1
PC08937,FO0129,CB020,2024-11-28,24847.4,10,1
PC08938,FO0279,CB020,2025-01-13,1234.99,16,1
PC08939,FO0318,CB019,2025-02-11,307.74,31,1
PC08940,FO0280,CB021,2026-02-25,1887.1,9,1
PC08941,FO0187,CB014,2024-01-13,2657.86,34,0
PC08942,FO0205,CB032,2024-10-03,1670.49,34,1
PC08943,FO0235,CB036,2024-05-29,2274.65,43,1
PC08944,FO0122,CB004,2025-06-07,1163.44,39,1
PC08945,FO0044,CB039,2024-08-15,5878.88,22,1
PC08946,FO0319,CB026,2025-04-21,4330.32,15,1
PC08947,FO0275,CB001,2026-06-11,5891.02,31,1
PC08948,FO0030,CB002,2026-01-26,13519.05,11,1
PC08949,FO0051,CB039,2025-06-12,1164.97,51,1
PC08950,FO0116,CB016,2025-04-04,1103.58,38,1
PC08951,FO0179,CB025,2024-07-26,3807.26,3,1
PC08952,FO0203,CB036,2026-04-24,1401.75,25,1
PC08953,FO0274,CB006,2026-06-10,318.47,8,1
PC08954,FO0089,CB024,2026-04-18,1091.48,4,0
PC08955,FO0221,CB034,2025-01-24,2214.09,56,1
PC08956,FO0264,CB016,2025-03-17,2779.32,38,1
PC08957,FO0216,CB005,2025-04-28,2016.06,21,0
PC08958,FO0226,CB032,2025-02-05,1800.42,49,0
PC08959,FO0107,CB013,2025-04-26,10416.5,57,0
PC08960,FO0116,CB028,2024-10-22,1077.93,23,1
PC08961,FO0250,CB017,2026-04-06,2894.6,16,1
PC08962,FO0297,CB029,2024-07-21,3246.27,8,1
PC08963,FO0155,CB010,2025-02-23,7489.9,38,0
PC08964,FO0297,CB028,2024-06-13,7149.21,48,1
PC08965,FO0069,CB012,2024-10-31,1048.96,37,1
PC08966,FO0050,CB001,2025-12-18,825.53,19,1
PC08967,FO0026,CB020,2026-05-08,5697.47,41,1
PC08968,FO0154,CB011,2025-06-11,6101.7,59,1
PC08969,FO0203,CB029,2024-07-06,1236.66,16,1
PC08970,FO0270,CB016,2024-05-05,3124.67,57,1
PC08971,FO0016,CB028,2026-04-16,8470.5,23,1
PC08972,FO0096,CB024,2025-06-25,862.7,54,1
PC08973,FO0279,CB025,2026-01-03,839.22,10,1
PC08974,FO0258,CB040,2025-02-20,10722.3,10,1
PC08975,FO0020,CB025,2026-04-05,4409.39,53,1
PC08976,FO0186,CB034,2024-10-11,4192.83,45,1
PC08977,FO0022,CB015,2025-11-16,3382.25,40,1
PC08978,FO0312,CB009,2024-11-24,1501.38,6,1
PC08979,FO0206,CB035,2025-03-29,354.49,33,1
PC08980,FO0163,CB023,2024-06-05,1139.74,17,1
PC08981,FO0014,CB024,2024-01-09,1651.74,26,1
PC08982,FO0011,CB020,2025-01-08,1211.91,23,1
PC08983,FO0031,CB010,2024-09-23,6203.88,40,1
PC08984,FO0040,CB039,2024-01-14,2508.41,53,1
PC08985,FO0171,CB012,2025-07-14,2166.71,49,1
PC08986,FO0269,CB036,2026-05-24,1538.68,12,1
PC08987,FO0078,CB038,2024-02-18,3569.59,38,1
PC08988,FO0054,CB023,2024-08-04,2771.43,54,1
PC08989,FO0007,CB019,2025-07-14,1069.18,15,0
PC08990,FO0070,CB013,2024-09-11,5652.5,17,1
PC08991,FO0188,CB004,2026-05-15,4965.97,36,1
PC08992,FO0114,CB001,2025-08-30,1107.45,15,1
PC08993,FO0190,CB012,2024-02-27,898.59,27,1
PC08994,FO0167,CB035,2025-12-21,1878.56,25,0
PC08995,FO0185,CB007,2024-03-08,33396.59,15,1
PC08996,FO0144,CB015,2025-07-13,2121.72,22,1
PC08997,FO0145,CB022,2025-02-02,531.82,21,0
PC08998,FO0183,CB033,2024-06-16,775.92,15,0
PC08999,FO0138,CB036,2024-02-04,9420.34,25,1
PC09000,FO0200,CB003,2025-04-21,514.07,19,1
PC09001,FO0039,CB035,2025-03-29,2465.12,30,1
PC09002,FO0177,CB005,2024-09-17,1082.72,29,1
PC09003,FO0060,CB025,2025-02-27,3504.41,11,0
PC09004,FO0292,CB002,2025-12-19,1194.06,38,1
PC09005,FO0318,CB001,2026-03-29,4594.94,13,0
PC09006,FO0197,CB006,2026-06-12,1523.29,19,1
PC09007,FO0078,CB016,2024-04-14,1295.77,52,1
PC09008,FO0171,CB033,2024-01-25,658.9,17,0
PC09009,FO0064,CB028,2024-09-11,968.49,54,1
PC09010,FO0072,CB022,2026-01-28,499.05,2,1
PC09011,FO0300,CB016,2025-06-11,13554.67,50,0
PC09012,FO0261,CB030,2026-04-16,1762.21,4,1
PC09013,FO0314,CB003,2025-03-01,1886.13,31,1
PC09014,FO0258,CB021,2025-10-19,3200.51,45,1
PC09015,FO0288,CB028,2026-04-25,11647.55,24,1
PC09016,FO0240,CB013,2026-05-03,1329.58,35,0
PC09017,FO0101,CB019,2024-10-26,1731.48,52,1
PC09018,FO0101,CB015,2024-12-03,907.49,58,0
PC09019,FO0117,CB026,2024-06-04,1186.06,33,1
PC09020,FO0106,CB038,2026-02-14,333.63,33,1
PC09021,FO0141,CB039,2025-09-20,368.69,4,1
PC09022,FO0143,CB023,2025-01-18,1968.38,10,0
PC09023,FO0089,CB024,2024-07-04,4091.99,50,1
PC09024,FO0300,CB008,2025-08-19,2932.01,59,1
PC09025,FO0125,CB002,2026-07-07,325.87,46,0
PC09026,FO0175,CB002,2025-12-16,1835.08,5,1
PC09027,FO0293,CB003,2025-02-21,15093.58,44,1
PC09028,FO0015,CB017,2026-01-15,1647.73,35,1
PC09029,FO0214,CB035,2024-12-19,2737.22,37,0
PC09030,FO0120,CB021,2025-07-30,2720.67,3,1
PC09031,FO0268,CB005,2025-04-04,570.74,43,0
PC09032,FO0136,CB038,2026-04-24,9614.04,2,1
PC09033,FO0139,CB004,2024-09-04,5794.24,9,1
PC09034,FO0035,CB012,2024-05-26,3420.32,49,1
PC09035,FO0224,CB027,2025-06-16,3344.15,42,1
PC09036,FO0231,CB025,2025-12-14,2434.09,14,1
PC09037,FO0319,CB010,2026-01-13,240.71,36,0
PC09038,FO0191,CB019,2024-07-28,6326.76,55,0
PC09039,FO0318,CB005,2025-08-15,7568.47,31,1
PC09040,FO0018,CB006,2025-03-10,1129.72,7,1
PC09041,FO0257,CB006,2026-04-26,3546.78,31,0
PC09042,FO0014,CB010,2026-01-08,1949.38,58,1
PC09043,FO0287,CB019,2024-10-27,1559.54,36,1
PC09044,FO0098,CB012,2024-01-11,776.6,42,1
PC09045,FO0059,CB035,2024-02-23,15705.71,2,1
PC09046,FO0175,CB024,2024-04-14,1756.47,31,0
PC09047,FO0150,CB040,2025-04-12,142.06,9,1
PC09048,FO0017,CB016,2025-12-25,5528.5,29,0
PC09049,FO0301,CB020,2026-01-10,2721.73,21,1
PC09050,FO0139,CB006,2024-07-26,1962.91,14,1
PC09051,FO0303,CB014,2024-10-07,646.28,45,1
PC09052,FO0038,CB031,2026-03-02,305.77,16,1
PC09053,FO0210,CB030,2024-01-05,9273.19,40,1
PC09054,FO0077,CB027,2025-09-03,1973.1,53,1
PC09055,FO0302,CB040,2024-09-17,2321.08,29,1
PC09056,FO0193,CB020,2025-03-02,1991.53,8,1
PC09057,FO0255,CB027,2024-09-25,5565.39,54,1
PC09058,FO0104,CB021,2024-09-04,2356.23,3,1
PC09059,FO0155,CB011,2024-09-10,27106.18,26,1
PC09060,FO0195,CB026,2024-06-07,594.98,48,1
PC09061,FO0133,CB036,2025-04-28,2055.94,2,1
PC09062,FO0074,CB022,2024-07-27,1249.63,38,1
PC09063,FO0205,CB003,2024-09-15,5167.73,53,1
PC09064,FO0070,CB031,2026-05-09,1592.41,33,1
PC09065,FO0158,CB003,2024-07-14,3283.62,40,1
PC09066,FO0246,CB001,2025-11-12,3607.34,42,0
PC09067,FO0221,CB017,2025-08-16,4106.16,54,1
PC09068,FO0015,CB011,2025-04-25,4593.78,21,1
PC09069,FO0001,CB040,2026-04-14,5295.96,12,0
PC09070,FO0139,CB026,2025-09-09,4660.1,44,0
PC09071,FO0267,CB031,2025-01-09,2515.21,47,1
PC09072,FO0079,CB011,2026-05-21,2206.08,39,0
PC09073,FO0147,CB009,2024-10-15,23057.21,20,0
PC09074,FO0116,CB006,2024-05-22,2184.35,45,0
PC09075,FO0199,CB012,2025-02-11,5242.02,47,1
PC09076,FO0293,CB011,2024-08-12,924.0,34,1
PC09077,FO0221,CB036,2024-03-23,133.05,13,1
PC09078,FO0116,CB004,2024-06-15,2478.33,36,1
PC09079,FO0285,CB036,2025-12-27,1788.33,2,1
PC09080,FO0273,CB019,2026-06-15,1161.43,7,1
PC09081,FO0292,CB039,2025-12-30,1350.47,8,1
PC09082,FO0043,CB021,2024-10-07,10451.59,44,1
PC09083,FO0254,CB032,2025-03-17,22389.84,53,1
PC09084,FO0145,CB014,2024-07-07,17298.03,31,1
PC09085,FO0052,CB016,2026-03-24,4760.88,10,1
PC09086,FO0247,CB021,2025-09-18,713.56,6,0
PC09087,FO0024,CB021,2025-08-07,614.6,2,0
PC09088,FO0030,CB006,2025-07-20,961.67,2,1
PC09089,FO0205,CB037,2025-11-24,5630.21,54,1
PC09090,FO0249,CB030,2026-05-29,4813.51,17,1
PC09091,FO0145,CB021,2025-11-22,4721.84,27,1
PC09092,FO0176,CB008,2025-08-11,1157.36,31,1
PC09093,FO0213,CB037,2024-02-11,1039.67,12,1
PC09094,FO0292,CB027,2024-11-21,981.7,5,1
PC09095,FO0183,CB040,2025-11-04,1924.48,20,1
PC09096,FO0046,CB018,2024-02-07,3549.05,4,0
PC09097,FO0157,CB003,2026-07-06,7308.53,22,0
PC09098,FO0031,CB035,2024-04-08,2185.3,57,1
PC09099,FO0006,CB007,2024-11-03,1457.52,20,1
PC09100,FO0270,CB019,2026-07-06,6293.7,29,1
PC09101,FO0039,CB039,2026-01-03,3536.87,37,1
PC09102,FO0040,CB030,2025-08-20,575.72,29,1
PC09103,FO0085,CB021,2026-02-07,826.54,24,1
PC09104,FO0005,CB002,2026-07-12,1402.97,51,1
PC09105,FO0165,CB015,2026-04-08,1569.41,10,0
PC09106,FO0049,CB020,2025-12-26,3706.41,42,1
PC09107,FO0300,CB018,2026-06-29,7274.51,39,1
PC09108,FO0282,CB023,2025-03-25,2519.43,33,1
PC09109,FO0220,CB006,2026-04-26,4949.99,55,1
PC09110,FO0276,CB036,2024-01-01,1993.61,43,1
PC09111,FO0105,CB031,2025-03-20,1658.77,41,1
PC09112,FO0029,CB031,2024-08-24,6070.42,19,1
PC09113,FO0095,CB040,2025-04-26,2382.33,57,1
PC09114,FO0092,CB027,2026-01-06,778.89,4,1
PC09115,FO0172,CB016,2025-04-24,8153.29,11,1
PC09116,FO0182,CB038,2025-07-20,639.76,8,1
PC09117,FO0278,CB034,2026-03-21,3916.58,53,1
PC09118,FO0170,CB019,2025-06-18,2273.74,39,1
PC09119,FO0136,CB022,2025-08-06,4966.31,54,1
PC09120,FO0142,CB006,2024-11-22,6965.04,58,0
PC09121,FO0319,CB033,2025-08-07,266.39,50,0
PC09122,FO0094,CB004,2026-03-13,14611.27,51,1
PC09123,FO0230,CB018,2025-06-15,22101.36,14,0
