reparo_id,os_id,data_inicio,data_fim,solucao,horas_tecnicas,resultado
3084,3084,2026-07-01,2026-07-05,Limpeza técnica,11.1,Resolvido
3085,3085,2026-03-05,2026-03-14,Limpeza técnica,32.7,Resolvido
3086,3086,2025-11-08,2025-11-19,Reparo de placa,20.3,Resolvido
3087,3087,2025-10-30,2025-11-03,Limpeza técnica,13.0,Retorno
3088,3088,2026-01-08,2026-01-09,Reparo de placa,4.6,Resolvido
3090,3090,2025-10-27,2025-10-30,Reparo de placa,4.2,Resolvido
3091,3091,2025-07-17,2025-07-21,Atualização de software,10.9,Resolvido
3092,3092,2025-10-06,2025-10-19,Troca de componente,17.2,Resolvido
3094,3094,2026-06-15,2026-06-23,Atualização de software,10.7,Resolvido
3095,3095,2026-05-10,2026-05-21,Reparo de placa,19.1,Resolvido
3097,3097,2025-08-18,2025-08-26,Reparo de placa,27.8,Resolvido
3098,3098,2025-07-09,2025-07-14,Atualização de software,16.2,Resolvido
3099,3099,2025-09-12,2025-09-25,Atualização de software,51.3,Resolvido
3101,3101,2026-03-01,2026-03-01,Atualização de software,1.9,Resolvido
3102,3102,2025-09-23,2025-10-01,Reparo de placa,21.2,Resolvido
3105,3105,2025-08-12,2025-08-19,Troca de componente,11.8,Resolvido
3106,3106,2026-01-17,2026-01-24,Limpeza técnica,22.7,Resolvido
3107,3107,2026-06-28,2026-07-02,Troca de componente,9.2,Resolvido
3108,3108,2026-05-11,2026-05-14,Limpeza técnica,8.3,Resolvido
3109,3109,2026-04-06,2026-04-11,Troca de componente,10.4,Resolvido
3111,3111,2025-11-11,2025-11-21,Troca de componente,25.8,Resolvido
3112,3112,2025-11-23,2025-11-28,Troca de componente,8.7,Resolvido
3113,3113,2025-09-28,2025-09-29,Limpeza técnica,5.7,Resolvido
3115,3115,2026-01-16,2026-01-16,Reparo de placa,3.1,Resolvido
3116,3116,2025-09-14,2025-09-22,Troca de componente,21.4,Resolvido
3117,3117,2025-12-15,2025-12-23,Atualização de software,16.1,Resolvido
3118,3118,2026-05-10,2026-05-19,Reparo de placa,22.7,Resolvido
3119,3119,2025-10-20,2025-10-26,Limpeza técnica,27.8,Resolvido
3120,3120,2025-08-25,2025-08-31,Limpeza técnica,23.2,Resolvido
3121,3121,2026-01-22,2026-02-03,Reparo de placa,43.0,Resolvido
3122,3122,2026-01-25,2026-02-05,Limpeza técnica,28.5,Resolvido
3123,3123,2025-10-31,2025-11-12,Troca de componente,40.7,Resolvido
3124,3124,2025-10-09,2025-10-18,Atualização de software,17.7,Resolvido
3125,3125,2025-07-22,2025-07-28,Troca de componente,8.1,Resolvido
3127,3127,2026-03-30,2026-04-01,Troca de componente,11.3,Resolvido
3128,3128,2025-10-15,2025-10-19,Atualização de software,17.5,Resolvido
3130,3130,2026-05-18,2026-05-21,Atualização de software,9.9,Resolvido
3131,3131,2026-05-15,2026-05-15,Limpeza técnica,2.4,Resolvido
3134,3134,2025-10-05,2025-10-12,Limpeza técnica,26.8,Resolvido
3136,3136,2025-09-15,2025-09-22,Atualização de software,16.0,Retorno
3137,3137,2025-07-08,2025-07-18,Reparo de placa,40.2,Resolvido
3138,3138,2025-08-05,2025-08-13,Atualização de software,35.7,Resolvido
3139,3139,2026-04-16,2026-04-29,Atualização de software,26.4,Resolvido
3140,3140,2025-11-04,2025-11-12,Reparo de placa,18.1,Resolvido
3141,3141,2025-10-28,2025-10-31,Atualização de software,9.1,Resolvido
3142,3142,2025-07-30,2025-08-10,Troca de componente,14.0,Resolvido
3143,3143,2026-02-16,2026-02-21,Limpeza técnica,17.5,Resolvido
3144,3144,2025-09-01,2025-09-10,Reparo de placa,25.7,Resolvido
3145,3145,2026-05-23,2026-05-23,Reparo de placa,1.3,Resolvido
3146,3146,2025-08-23,2025-08-28,Atualização de software,6.5,Resolvido
3147,3147,2025-07-13,2025-07-14,Reparo de placa,5.2,Resolvido
3149,3149,2026-04-12,2026-04-13,Limpeza técnica,7.8,Resolvido
3151,3151,2026-06-14,2026-06-20,Troca de componente,11.7,Resolvido
3152,3152,2026-06-05,2026-06-14,Atualização de software,38.3,Resolvido
3153,3153,2025-11-28,2025-12-08,Reparo de placa,13.6,Resolvido
3154,3154,2026-01-04,2026-01-14,Troca de componente,23.7,Retorno
3155,3155,2026-05-12,2026-05-25,Atualização de software,38.1,Resolvido
3156,3156,2025-08-13,2025-08-16,Atualização de software,7.6,Resolvido
3157,3157,2025-10-31,2025-11-09,Troca de componente,27.5,Resolvido
3158,3158,2025-12-19,2025-12-22,Atualização de software,11.2,Resolvido
3160,3160,2026-02-02,2026-02-04,Troca de componente,3.0,Resolvido
3161,3161,2026-06-26,2026-06-29,Limpeza técnica,7.6,Resolvido
3162,3162,2025-10-23,2025-11-04,Atualização de software,50.6,Resolvido
3163,3163,2026-05-18,2026-05-31,Limpeza técnica,27.1,Resolvido
3164,3164,2025-09-07,2025-09-18,Atualização de software,33.9,Resolvido
3165,3165,2026-01-14,2026-01-15,Troca de componente,7.0,Resolvido
3166,3166,2026-03-24,2026-03-30,Limpeza técnica,14.2,Resolvido
3167,3167,2026-05-29,2026-05-29,Troca de componente,3.9,Resolvido
3168,3168,2025-11-20,2025-11-28,Atualização de software,16.9,Retorno
3169,3169,2026-02-26,2026-03-04,Troca de componente,23.8,Resolvido
3170,3170,2026-02-09,2026-02-18,Reparo de placa,22.0,Resolvido
3171,3171,2026-05-27,2026-06-09,Atualização de software,15.5,Resolvido
3172,3172,2026-05-23,2026-05-30,Troca de componente,18.9,Resolvido
3173,3173,2025-08-02,2025-08-09,Troca de componente,10.6,Resolvido
3174,3174,2026-01-17,2026-01-19,Atualização de software,11.8,Resolvido
3176,3176,2026-02-17,2026-02-23,Atualização de software,25.6,Resolvido
3177,3177,2025-07-07,2025-07-10,Troca de componente,13.6,Resolvido
3178,3178,2026-01-15,2026-01-16,Atualização de software,7.2,Resolvido
3180,3180,2026-04-26,2026-04-29,Atualização de software,13.7,Resolvido
3181,3181,2025-07-27,2025-08-03,Reparo de placa,10.2,Resolvido
3182,3182,2026-04-09,2026-04-22,Reparo de placa,15.1,Resolvido
3183,3183,2025-08-01,2025-08-04,Limpeza técnica,14.9,Resolvido
3184,3184,2025-10-12,2025-10-13,Atualização de software,7.5,Resolvido
3186,3186,2025-11-24,2025-12-02,Atualização de software,13.4,Resolvido
3187,3187,2025-09-14,2025-09-18,Limpeza técnica,9.0,Resolvido
3188,3188,2025-09-26,2025-10-07,Troca de componente,40.5,Resolvido
3189,3189,2025-11-28,2025-12-07,Reparo de placa,39.0,Resolvido
3190,3190,2026-05-13,2026-05-25,Troca de componente,35.1,Resolvido
3191,3191,2025-07-10,2025-07-14,Atualização de software,12.4,Resolvido
3192,3192,2026-03-27,2026-04-01,Limpeza técnica,13.6,Resolvido
3193,3193,2025-12-08,2025-12-14,Atualização de software,11.8,Resolvido
3194,3194,2026-02-28,2026-03-10,Troca de componente,24.1,Resolvido
3195,3195,2025-08-17,2025-08-28,Atualização de software,33.9,Resolvido
3196,3196,2025-12-15,2025-12-16,Troca de componente,4.9,Retorno
3197,3197,2025-08-29,2025-09-08,Reparo de placa,12.5,Resolvido
3198,3198,2025-08-31,2025-09-09,Limpeza técnica,15.3,Resolvido
3200,3200,2026-04-22,2026-05-03,Atualização de software,37.3,Resolvido
3202,3202,2026-02-13,2026-02-22,Troca de componente,32.5,Resolvido
3203,3203,2025-12-18,2025-12-18,Atualização de software,2.7,Resolvido
3204,3204,2025-07-03,2025-07-05,Troca de componente,5.6,Resolvido
3205,3205,2026-04-19,2026-04-24,Limpeza técnica,10.6,Resolvido
3206,3206,2026-05-17,2026-05-24,Troca de componente,21.5,Resolvido
3208,3208,2026-03-31,2026-04-12,Reparo de placa,47.8,Resolvido
3209,3209,2026-05-20,2026-05-25,Troca de componente,20.4,Resolvido
3210,3210,2025-08-08,2025-08-09,Atualização de software,2.3,Resolvido
3211,3211,2025-08-28,2025-09-08,Limpeza técnica,35.9,Resolvido
3212,3212,2025-07-08,2025-07-19,Troca de componente,44.7,Resolvido
3213,3213,2025-10-23,2025-10-27,Limpeza técnica,14.3,Resolvido
3214,3214,2026-04-27,2026-05-04,Troca de componente,26.5,Resolvido
3215,3215,2026-03-01,2026-03-03,Limpeza técnica,4.8,Resolvido
3216,3216,2026-06-18,2026-06-27,Atualização de software,33.2,Resolvido
3218,3218,2026-02-04,2026-02-10,Limpeza técnica,15.9,Resolvido
3219,3219,2025-10-28,2025-11-02,Reparo de placa,15.2,Resolvido
3220,3220,2025-12-10,2025-12-11,Reparo de placa,3.7,Resolvido
3222,3222,2026-04-18,2026-04-18,Atualização de software,1.6,Resolvido
3223,3223,2026-04-25,2026-04-25,Limpeza técnica,2.6,Resolvido
3224,3224,2026-05-07,2026-05-17,Reparo de placa,30.9,Resolvido
3225,3225,2026-04-30,2026-05-05,Limpeza técnica,21.5,Resolvido
3226,3226,2025-11-19,2025-12-02,Reparo de placa,23.0,Resolvido
3228,3228,2025-09-25,2025-10-01,Reparo de placa,11.1,Resolvido
3229,3229,2026-02-09,2026-02-19,Atualização de software,15.2,Resolvido
3232,3232,2026-04-28,2026-05-10,Limpeza técnica,48.5,Resolvido
3233,3233,2025-10-11,2025-10-23,Reparo de placa,31.8,Resolvido
3235,3235,2026-02-27,2026-03-06,Troca de componente,18.1,Resolvido
3236,3236,2025-12-27,2026-01-01,Troca de componente,17.0,Resolvido
3237,3237,2026-04-10,2026-04-15,Reparo de placa,22.7,Resolvido
3238,3238,2026-04-23,2026-04-25,Reparo de placa,6.7,Resolvido
3239,3239,2026-05-15,2026-05-17,Troca de componente,10.1,Resolvido
3240,3240,2026-01-14,2026-01-21,Reparo de placa,23.8,Resolvido
3241,3241,2026-04-18,2026-04-30,Troca de componente,29.2,Resolvido
3242,3242,2025-07-14,2025-07-24,Atualização de software,29.6,Resolvido
3244,3244,2026-04-29,2026-05-04,Limpeza técnica,13.0,Resolvido
3245,3245,2026-03-13,2026-03-26,Troca de componente,55.5,Resolvido
3247,3247,2025-08-04,2025-08-17,Atualização de software,37.5,Resolvido
3248,3248,2026-03-25,2026-04-03,Troca de componente,37.6,Resolvido
3251,3251,2025-12-08,2025-12-16,Limpeza técnica,19.2,Resolvido
3252,3252,2026-05-25,2026-05-29,Limpeza técnica,8.4,Resolvido
3254,3254,2025-09-28,2025-10-10,Atualização de software,28.8,Resolvido
3256,3256,2025-09-15,2025-09-18,Limpeza técnica,7.7,Retorno
3257,3257,2025-11-20,2025-11-24,Troca de componente,5.6,Resolvido
3258,3258,2026-04-12,2026-04-22,Limpeza técnica,17.5,Resolvido
3259,3259,2025-09-10,2025-09-19,Limpeza técnica,14.5,Resolvido
3260,3260,2025-09-23,2025-10-04,Reparo de placa,43.9,Resolvido
3261,3261,2026-01-15,2026-01-18,Atualização de software,6.3,Resolvido
3262,3262,2025-07-14,2025-07-15,Atualização de software,5.1,Resolvido
3264,3264,2025-07-21,2025-08-02,Atualização de software,45.4,Resolvido
3266,3266,2026-02-03,2026-02-03,Limpeza técnica,1.8,Resolvido
3267,3267,2025-11-18,2025-11-29,Reparo de placa,30.4,Resolvido
3268,3268,2026-02-28,2026-03-13,Troca de componente,39.1,Resolvido
3269,3269,2026-03-13,2026-03-18,Limpeza técnica,9.8,Resolvido
3270,3270,2025-11-11,2025-11-14,Reparo de placa,14.3,Resolvido
3271,3271,2025-07-08,2025-07-15,Limpeza técnica,20.3,Resolvido
3274,3274,2025-10-26,2025-11-06,Reparo de placa,31.8,Resolvido
3275,3275,2026-01-08,2026-01-11,Atualização de software,5.4,Resolvido
3277,3277,2025-09-07,2025-09-14,Atualização de software,16.5,Resolvido
3278,3278,2025-11-29,2025-12-12,Atualização de software,49.4,Resolvido
3279,3279,2025-08-10,2025-08-22,Troca de componente,14.0,Resolvido
3280,3280,2025-10-27,2025-11-06,Reparo de placa,22.6,Resolvido
3281,3281,2026-05-23,2026-05-25,Reparo de placa,10.1,Resolvido
3282,3282,2025-09-13,2025-09-15,Troca de componente,6.6,Resolvido
3283,3283,2026-03-26,2026-03-29,Limpeza técnica,8.8,Resolvido
3284,3284,2026-01-05,2026-01-06,Troca de componente,4.6,Resolvido
3287,3287,2026-02-24,2026-02-24,Limpeza técnica,2.6,Resolvido
3291,3291,2025-10-30,2025-11-09,Troca de componente,32.6,Resolvido
3292,3292,2026-02-10,2026-02-19,Reparo de placa,17.9,Retorno
3293,3293,2025-07-09,2025-07-13,Atualização de software,12.1,Resolvido
3294,3294,2025-10-05,2025-10-11,Atualização de software,28.0,Resolvido
3296,3296,2026-04-03,2026-04-05,Troca de componente,6.2,Resolvido
3297,3297,2026-05-01,2026-05-10,Reparo de placa,36.7,Resolvido
3299,3299,2025-07-16,2025-07-28,Atualização de software,31.7,Resolvido
3300,3300,2025-09-25,2025-10-07,Troca de componente,34.9,Resolvido
3301,3301,2025-07-09,2025-07-16,Limpeza técnica,9.8,Resolvido
3302,3302,2026-04-21,2026-04-22,Limpeza técnica,3.5,Resolvido
3303,3303,2025-09-23,2025-10-02,Reparo de placa,16.6,Resolvido
3304,3304,2025-10-13,2025-10-15,Atualização de software,8.5,Resolvido
3305,3305,2026-01-05,2026-01-05,Troca de componente,2.4,Resolvido
3306,3306,2026-03-13,2026-03-24,Troca de componente,33.1,Resolvido
3307,3307,2025-10-19,2025-10-26,Troca de componente,11.8,Resolvido
3308,3308,2025-08-05,2025-08-16,Atualização de software,40.3,Resolvido
3309,3309,2025-10-31,2025-11-09,Reparo de placa,37.1,Resolvido
3310,3310,2026-02-13,2026-02-18,Troca de componente,10.0,Retorno
3311,3311,2026-05-10,2026-05-22,Troca de componente,39.9,Resolvido
3314,3314,2026-02-04,2026-02-17,Troca de componente,53.0,Resolvido
3317,3317,2025-09-14,2025-09-19,Limpeza técnica,14.9,Resolvido
3318,3318,2026-05-16,2026-05-26,Reparo de placa,11.3,Resolvido
3319,3319,2025-09-03,2025-09-09,Atualização de software,7.7,Resolvido
3320,3320,2026-03-08,2026-03-11,Reparo de placa,6.1,Resolvido
3321,3321,2026-01-04,2026-01-07,Troca de componente,6.3,Resolvido
3322,3322,2025-11-18,2025-11-20,Troca de componente,8.6,Resolvido
3323,3323,2026-05-07,2026-05-07,Reparo de placa,3.3,Resolvido
3324,3324,2026-06-13,2026-06-15,Troca de componente,11.5,Resolvido
3327,3327,2026-01-21,2026-02-02,Limpeza técnica,25.4,Resolvido
3328,3328,2025-12-31,2026-01-12,Reparo de placa,50.2,Resolvido
3329,3329,2025-07-27,2025-08-01,Reparo de placa,13.2,Resolvido
3330,3330,2025-10-04,2025-10-07,Limpeza técnica,10.3,Resolvido
3332,3332,2025-12-19,2025-12-19,Limpeza técnica,1.9,Resolvido
3333,3333,2026-06-01,2026-06-14,Atualização de software,43.5,Resolvido
3335,3335,2026-06-22,2026-06-29,Limpeza técnica,19.2,Resolvido
3336,3336,2025-07-27,2025-07-30,Reparo de placa,11.0,Resolvido
3337,3337,2025-07-25,2025-08-02,Atualização de software,25.9,Retorno
3338,3338,2026-01-24,2026-02-06,Reparo de placa,33.1,Resolvido
3339,3339,2026-05-12,2026-05-24,Reparo de placa,40.4,Resolvido
3340,3340,2025-11-15,2025-11-23,Limpeza técnica,16.1,Resolvido
3341,3341,2025-07-07,2025-07-10,Reparo de placa,9.5,Resolvido
3343,3343,2025-11-23,2025-11-26,Reparo de placa,15.6,Resolvido
3346,3346,2026-05-01,2026-05-12,Atualização de software,17.4,Resolvido
3347,3347,2026-02-27,2026-03-08,Limpeza técnica,32.3,Resolvido
3348,3348,2026-03-28,2026-03-29,Troca de componente,7.5,Resolvido
3349,3349,2026-05-12,2026-05-23,Reparo de placa,46.4,Resolvido
3350,3350,2026-05-08,2026-05-10,Troca de componente,8.0,Resolvido
3351,3351,2025-07-29,2025-07-29,Atualização de software,3.6,Resolvido
3353,3353,2026-04-06,2026-04-15,Limpeza técnica,34.1,Resolvido
3354,3354,2025-12-14,2025-12-16,Reparo de placa,7.4,Resolvido
3355,3355,2025-07-30,2025-08-05,Limpeza técnica,20.1,Resolvido
3356,3356,2026-01-24,2026-01-25,Limpeza técnica,5.7,Resolvido
3357,3357,2025-08-07,2025-08-16,Limpeza técnica,21.9,Resolvido
3359,3359,2025-10-21,2025-10-30,Atualização de software,14.1,Resolvido
3360,3360,2026-02-22,2026-02-25,Atualização de software,12.6,Resolvido
3361,3361,2025-08-18,2025-08-29,Atualização de software,42.9,Resolvido
3362,3362,2025-10-31,2025-11-11,Atualização de software,16.0,Resolvido
3363,3363,2025-12-29,2026-01-05,Atualização de software,26.0,Resolvido
3364,3364,2026-01-17,2026-01-17,Limpeza técnica,3.3,Resolvido
3365,3365,2025-08-13,2025-08-25,Troca de componente,47.1,Resolvido
3366,3366,2025-09-04,2025-09-13,Troca de componente,10.9,Resolvido
3367,3367,2026-04-20,2026-04-26,Troca de componente,26.6,Resolvido
3368,3368,2026-01-04,2026-01-13,Troca de componente,26.3,Resolvido
3369,3369,2025-09-30,2025-10-13,Reparo de placa,40.3,Resolvido
3370,3370,2026-04-02,2026-04-04,Reparo de placa,8.2,Retorno
3371,3371,2025-07-06,2025-07-17,Atualização de software,41.2,Resolvido
3372,3372,2026-05-22,2026-05-27,Limpeza técnica,20.1,Resolvido
3373,3373,2025-11-27,2025-11-30,Atualização de software,7.8,Resolvido
3374,3374,2026-02-02,2026-02-13,Troca de componente,18.0,Resolvido
3377,3377,2026-06-07,2026-06-20,Atualização de software,24.7,Resolvido
3378,3378,2025-11-12,2025-11-23,Reparo de placa,15.4,Resolvido
3380,3380,2025-08-28,2025-09-02,Limpeza técnica,9.9,Resolvido
3381,3381,2026-02-06,2026-02-07,Troca de componente,4.5,Resolvido
3382,3382,2025-12-30,2026-01-12,Limpeza técnica,35.2,Resolvido
3383,3383,2026-02-17,2026-02-21,Reparo de placa,9.8,Resolvido
3385,3385,2025-07-03,2025-07-12,Atualização de software,32.1,Resolvido
3387,3387,2026-01-14,2026-01-15,Limpeza técnica,7.4,Resolvido
3390,3390,2026-01-30,2026-02-01,Limpeza técnica,10.6,Resolvido
3391,3391,2025-07-06,2025-07-11,Reparo de placa,12.6,Resolvido
3392,3392,2025-09-18,2025-09-21,Limpeza técnica,12.1,Resolvido
3393,3393,2026-05-07,2026-05-09,Atualização de software,7.1,Resolvido
3394,3394,2026-01-05,2026-01-05,Reparo de placa,1.3,Resolvido
3396,3396,2025-12-23,2025-12-23,Atualização de software,1.7,Resolvido
3397,3397,2025-12-18,2025-12-23,Reparo de placa,17.4,Resolvido
3398,3398,2025-09-07,2025-09-13,Reparo de placa,16.7,Resolvido
3400,3400,2025-11-25,2025-12-05,Reparo de placa,29.6,Resolvido
3402,3402,2025-12-04,2025-12-05,Reparo de placa,4.0,Resolvido
3403,3403,2026-01-17,2026-01-27,Atualização de software,27.4,Resolvido
3404,3404,2026-01-09,2026-01-17,Limpeza técnica,32.0,Resolvido
3405,3405,2025-09-12,2025-09-18,Troca de componente,21.1,Resolvido
3407,3407,2026-03-01,2026-03-06,Limpeza técnica,15.2,Resolvido
3408,3408,2026-04-28,2026-04-28,Limpeza técnica,1.4,Resolvido
3409,3409,2026-01-10,2026-01-15,Atualização de software,20.9,Resolvido
3410,3410,2026-02-07,2026-02-07,Troca de componente,1.7,Resolvido
3411,3411,2026-03-11,2026-03-20,Reparo de placa,11.3,Resolvido
3412,3412,2025-09-24,2025-09-30,Reparo de placa,13.1,Retorno
3413,3413,2026-04-21,2026-04-25,Atualização de software,7.6,Resolvido
3415,3415,2026-04-24,2026-04-29,Atualização de software,12.9,Resolvido
3416,3416,2025-08-14,2025-08-18,Troca de componente,13.6,Resolvido
3417,3417,2026-05-14,2026-05-17,Limpeza técnica,7.8,Resolvido
3418,3418,2026-02-05,2026-02-14,Atualização de software,21.6,Resolvido
3420,3420,2026-03-02,2026-03-04,Troca de componente,10.8,Resolvido
3421,3421,2025-09-04,2025-09-17,Limpeza técnica,39.8,Resolvido
3422,3422,2025-11-06,2025-11-12,Reparo de placa,22.0,Resolvido
3423,3423,2026-01-08,2026-01-10,Atualização de software,5.8,Resolvido
3424,3424,2026-03-15,2026-03-23,Troca de componente,19.2,Resolvido
3425,3425,2026-03-04,2026-03-13,Limpeza técnica,37.9,Resolvido
3426,3426,2025-09-18,2025-09-24,Troca de componente,22.7,Resolvido
3427,3427,2026-06-30,2026-07-06,Troca de componente,21.3,Resolvido
3428,3428,2026-03-10,2026-03-15,Reparo de placa,21.6,Resolvido
3429,3429,2026-04-26,2026-04-26,Reparo de placa,2.6,Resolvido
3431,3431,2026-05-22,2026-05-26,Limpeza técnica,17.3,Resolvido
3433,3433,2026-04-14,2026-04-17,Reparo de placa,11.3,Resolvido
3434,3434,2025-09-12,2025-09-23,Atualização de software,29.5,Resolvido
3437,3437,2025-08-29,2025-08-31,Troca de componente,5.2,Resolvido
3438,3438,2026-03-21,2026-04-01,Reparo de placa,14.5,Resolvido
3439,3439,2026-04-23,2026-04-27,Limpeza técnica,19.1,Resolvido
3440,3440,2026-01-07,2026-01-18,Limpeza técnica,27.3,Resolvido
3441,3441,2026-05-12,2026-05-13,Troca de componente,5.7,Resolvido
3442,3442,2025-09-21,2025-10-01,Troca de componente,38.2,Resolvido
3443,3443,2025-09-17,2025-09-17,Reparo de placa,1.1,Resolvido
3444,3444,2026-06-30,2026-07-11,Limpeza técnica,34.1,Resolvido
3445,3445,2025-10-31,2025-11-12,Troca de componente,20.1,Resolvido
3446,3446,2025-07-11,2025-07-22,Limpeza técnica,22.4,Resolvido
3448,3448,2026-01-11,2026-01-12,Reparo de placa,4.0,Resolvido
3449,3449,2026-04-03,2026-04-08,Atualização de software,23.4,Resolvido
3450,3450,2026-06-25,2026-07-02,Atualização de software,31.7,Resolvido
3451,3451,2026-04-02,2026-04-13,Reparo de placa,46.8,Resolvido
3452,3452,2025-09-02,2025-09-02,Limpeza técnica,2.6,Resolvido
3455,3455,2026-01-10,2026-01-13,Reparo de placa,6.2,Resolvido
3456,3456,2026-04-11,2026-04-17,Limpeza técnica,10.4,Resolvido
3457,3457,2025-11-19,2025-11-21,Limpeza técnica,4.8,Resolvido
3458,3458,2025-10-03,2025-10-08,Reparo de placa,15.6,Resolvido
3459,3459,2025-12-05,2025-12-12,Limpeza técnica,25.2,Resolvido
3460,3460,2025-09-04,2025-09-05,Reparo de placa,3.5,Retorno
3461,3461,2026-03-23,2026-04-04,Limpeza técnica,50.3,Resolvido
3462,3462,2026-03-25,2026-03-28,Troca de componente,5.8,Resolvido
3463,3463,2025-08-13,2025-08-22,Troca de componente,17.1,Resolvido
3464,3464,2026-03-29,2026-03-30,Atualização de software,6.5,Resolvido
3465,3465,2026-05-30,2026-05-30,Limpeza técnica,2.3,Resolvido
3466,3466,2026-05-04,2026-05-06,Troca de componente,11.9,Resolvido
3468,3468,2026-02-24,2026-03-03,Atualização de software,8.6,Resolvido
3469,3469,2026-06-30,2026-07-10,Reparo de placa,27.2,Resolvido
3470,3470,2026-05-18,2026-05-27,Troca de componente,22.1,Resolvido
3471,3471,2025-12-17,2025-12-19,Reparo de placa,8.6,Resolvido
3472,3472,2025-12-22,2025-12-28,Limpeza técnica,14.5,Resolvido
3473,3473,2025-07-05,2025-07-13,Atualização de software,20.0,Resolvido
3474,3474,2025-07-12,2025-07-25,Reparo de placa,17.6,Retorno
3475,3475,2025-09-04,2025-09-17,Troca de componente,53.7,Resolvido
3476,3476,2026-04-28,2026-05-04,Reparo de placa,12.6,Resolvido
3477,3477,2026-06-12,2026-06-18,Limpeza técnica,7.5,Resolvido
3478,3478,2025-07-26,2025-08-08,Troca de componente,36.4,Resolvido
3479,3479,2025-09-29,2025-10-12,Atualização de software,52.4,Resolvido
3480,3480,2025-09-01,2025-09-04,Troca de componente,9.4,Resolvido
3482,3482,2026-06-14,2026-06-22,Atualização de software,22.8,Resolvido
3483,3483,2025-07-13,2025-07-19,Atualização de software,21.1,Resolvido
3484,3484,2025-10-27,2025-10-29,Troca de componente,9.6,Resolvido
3485,3485,2026-05-02,2026-05-03,Reparo de placa,3.1,Resolvido
3487,3487,2026-05-27,2026-05-31,Atualização de software,15.2,Resolvido
3488,3488,2025-12-04,2025-12-09,Limpeza técnica,17.3,Resolvido
3489,3489,2025-07-07,2025-07-20,Troca de componente,16.3,Resolvido
3490,3490,2025-07-12,2025-07-20,Limpeza técnica,21.5,Resolvido
3491,3491,2025-09-05,2025-09-14,Atualização de software,15.3,Resolvido
3492,3492,2025-09-05,2025-09-11,Limpeza técnica,27.1,Resolvido
3494,3494,2025-08-12,2025-08-17,Atualização de software,10.0,Retorno
3495,3495,2026-03-13,2026-03-23,Limpeza técnica,11.3,Resolvido
3496,3496,2026-01-18,2026-01-27,Reparo de placa,20.4,Resolvido
3497,3497,2026-03-18,2026-03-19,Troca de componente,3.9,Resolvido
3498,3498,2025-12-03,2025-12-15,Reparo de placa,33.7,Resolvido
3499,3499,2025-12-25,2026-01-02,Reparo de placa,24.4,Resolvido
3500,3500,2026-01-12,2026-01-15,Limpeza técnica,4.4,Resolvido
3501,3501,2026-05-09,2026-05-16,Limpeza técnica,23.2,Resolvido
3502,3502,2025-07-16,2025-07-26,Limpeza técnica,38.1,Resolvido
3503,3503,2025-11-19,2025-11-22,Troca de componente,6.7,Resolvido
3504,3504,2025-11-26,2025-12-01,Troca de componente,19.2,Resolvido
3505,3505,2026-02-10,2026-02-22,Reparo de placa,22.8,Resolvido
3507,3507,2025-12-24,2025-12-31,Troca de componente,23.6,Resolvido
3509,3509,2025-12-01,2025-12-14,Limpeza técnica,35.8,Resolvido
3510,3510,2026-03-17,2026-03-19,Troca de componente,4.3,Resolvido
3511,3511,2026-03-02,2026-03-05,Atualização de software,5.7,Resolvido
3513,3513,2026-04-15,2026-04-22,Reparo de placa,12.7,Resolvido
3514,3514,2025-10-03,2025-10-03,Atualização de software,3.5,Resolvido
3515,3515,2025-10-21,2025-11-03,Limpeza técnica,48.7,Resolvido
3516,3516,2026-06-13,2026-06-22,Reparo de placa,29.7,Resolvido
3517,3517,2026-03-12,2026-03-22,Reparo de placa,19.0,Resolvido
3518,3518,2025-09-24,2025-09-30,Limpeza técnica,27.6,Resolvido
3519,3519,2025-11-07,2025-11-07,Troca de componente,1.3,Resolvido
3520,3520,2026-01-08,2026-01-20,Limpeza técnica,48.9,Resolvido
3521,3521,2025-11-06,2025-11-10,Atualização de software,9.6,Resolvido
3523,3523,2025-11-08,2025-11-14,Troca de componente,16.5,Resolvido
3524,3524,2026-02-09,2026-02-13,Reparo de placa,19.0,Resolvido
3525,3525,2026-03-08,2026-03-17,Atualização de software,29.7,Resolvido
3526,3526,2025-08-02,2025-08-11,Limpeza técnica,18.3,Retorno
3527,3527,2026-02-01,2026-02-07,Atualização de software,19.5,Resolvido
3528,3528,2025-07-04,2025-07-10,Troca de componente,7.6,Resolvido
3529,3529,2026-06-02,2026-06-10,Reparo de placa,19.6,Resolvido
3530,3530,2026-05-21,2026-05-26,Reparo de placa,8.5,Resolvido
3533,3533,2026-03-25,2026-03-25,Reparo de placa,3.8,Resolvido
3534,3534,2026-01-27,2026-02-03,Reparo de placa,10.9,Resolvido
3535,3535,2026-01-15,2026-01-21,Troca de componente,27.0,Retorno
3538,3538,2025-11-17,2025-11-20,Atualização de software,15.9,Resolvido
3539,3539,2025-10-12,2025-10-22,Reparo de placa,20.8,Resolvido
3540,3540,2026-05-22,2026-05-28,Troca de componente,26.2,Resolvido
3541,3541,2026-01-18,2026-01-26,Troca de componente,13.4,Resolvido
3542,3542,2026-04-12,2026-04-24,Atualização de software,15.0,Resolvido
3544,3544,2025-09-21,2025-09-28,Troca de componente,27.5,Resolvido
3546,3546,2026-03-20,2026-03-21,Atualização de software,5.5,Retorno
