equipamento_id,cliente_id,tipo_id,marca_id,modelo,numero_serie_ficticio,ano_fabricacao
1700,396,7,7,MOD-265,SER-0001700,2025
1701,1192,9,7,MOD-167,SER-0001701,2019
1702,736,7,4,MOD-802,SER-0001702,2021
1703,855,6,8,MOD-449,SER-0001703,2025
1704,525,7,10,MOD-639,SER-0001704,2020
1705,652,9,3,MOD-239,SER-0001705,2025
1706,830,6,11,MOD-586,SER-0001706,2022
1707,631,10,5,MOD-148,SER-0001707,2018
1708,1108,7,1,MOD-331,SER-0001708,2021
1709,600,10,7,MOD-993,SER-0001709,2022
1710,344,1,5,MOD-507,SER-0001710,2018
1711,708,1,2,MOD-665,SER-0001711,2024
1712,535,5,2,MOD-127,SER-0001712,2018
1713,309,1,6,MOD-978,SER-0001713,2021
1714,922,5,11,MOD-910,SER-0001714,2026
1715,737,10,2,MOD-718,SER-0001715,2025
1716,58,5,8,MOD-380,SER-0001716,2024
1717,593,7,11,MOD-590,SER-0001717,2024
1718,755,6,10,MOD-855,SER-0001718,2019
1719,72,3,4,MOD-833,SER-0001719,2018
1720,440,2,12,MOD-583,SER-0001720,2023
1721,707,6,2,MOD-729,SER-0001721,2022
1722,465,4,6,MOD-739,SER-0001722,2026
1723,1060,7,11,MOD-726,SER-0001723,2024
1724,45,2,4,MOD-200,SER-0001724,2022
1725,253,6,9,MOD-524,SER-0001725,2021
1726,104,5,5,MOD-194,SER-0001726,2020
1727,293,7,7,MOD-194,SER-0001727,2019
1728,712,10,8,MOD-575,SER-0001728,2023
1729,423,9,10,MOD-982,SER-0001729,2022
1730,69,1,5,MOD-232,SER-0001730,2022
1731,491,3,1,MOD-940,SER-0001731,2021
1732,799,2,1,MOD-788,SER-0001732,2021
1733,1190,2,1,MOD-854,SER-0001733,2020
1734,626,3,7,MOD-174,SER-0001734,2026
1735,620,9,12,MOD-171,SER-0001735,2021
1736,32,2,1,MOD-178,SER-0001736,2026
1737,490,3,11,MOD-381,SER-0001737,2026
1738,972,1,3,MOD-570,SER-0001738,2021
1739,269,8,3,MOD-391,SER-0001739,2023
1740,872,5,11,MOD-986,SER-0001740,2021
1741,53,3,1,MOD-108,SER-0001741,2024
1742,793,5,2,MOD-797,SER-0001742,2018
1743,390,10,4,MOD-852,SER-0001743,2019
1744,964,9,8,MOD-979,SER-0001744,2018
1745,936,10,4,MOD-793,SER-0001745,2018
1746,917,1,4,MOD-400,SER-0001746,2018
1747,1170,4,12,MOD-265,SER-0001747,2023
1748,148,3,1,MOD-780,SER-0001748,2019
1749,1092,3,7,MOD-280,SER-0001749,2025
1750,1200,6,7,MOD-912,SER-0001750,2026
1751,1178,2,1,MOD-354,SER-0001751,2020
1752,41,6,2,MOD-187,SER-0001752,2018
1753,337,8,3,MOD-905,SER-0001753,2022
1754,236,7,6,MOD-955,SER-0001754,2020
1755,723,1,3,MOD-281,SER-0001755,2026
1756,462,8,1,MOD-535,SER-0001756,2023
1757,213,3,9,MOD-844,SER-0001757,2018
1758,56,4,12,MOD-969,SER-0001758,2025
1759,618,8,5,MOD-473,SER-0001759,2021
1760,331,10,1,MOD-700,SER-0001760,2026
1761,136,9,5,MOD-651,SER-0001761,2023
1762,231,5,3,MOD-497,SER-0001762,2022
1763,1170,9,8,MOD-481,SER-0001763,2020
1764,556,1,1,MOD-298,SER-0001764,2019
1765,272,4,5,MOD-411,SER-0001765,2023
1766,370,8,9,MOD-766,SER-0001766,2020
1767,482,9,2,MOD-720,SER-0001767,2024
1768,412,7,7,MOD-311,SER-0001768,2019
1769,1170,6,2,MOD-643,SER-0001769,2023
1770,862,3,3,MOD-552,SER-0001770,2023
1771,660,3,5,MOD-572,SER-0001771,2023
1772,683,4,3,MOD-727,SER-0001772,2019
1773,299,3,11,MOD-175,SER-0001773,2021
1774,307,1,3,MOD-409,SER-0001774,2024
1775,856,5,9,MOD-758,SER-0001775,2025
1776,38,9,10,MOD-668,SER-0001776,2019
1777,408,4,6,MOD-149,SER-0001777,2023
1778,807,6,11,MOD-819,SER-0001778,2024
1779,34,3,8,MOD-692,SER-0001779,2020
1780,540,2,12,MOD-452,SER-0001780,2023
1781,491,10,6,MOD-426,SER-0001781,2023
1782,1108,10,2,MOD-894,SER-0001782,2026
1783,226,7,8,MOD-499,SER-0001783,2020
1784,1184,9,2,MOD-120,SER-0001784,2020
1785,470,5,2,MOD-277,SER-0001785,2018
1786,483,3,8,MOD-124,SER-0001786,2025
1787,519,10,9,MOD-652,SER-0001787,2021
1788,791,1,1,MOD-591,SER-0001788,2024
1789,920,5,10,MOD-984,SER-0001789,2022
1790,78,8,12,MOD-717,SER-0001790,2023
1791,798,3,10,MOD-445,SER-0001791,2018
1792,997,1,5,MOD-560,SER-0001792,2021
1793,1158,5,10,MOD-814,SER-0001793,2022
1794,458,8,7,MOD-247,SER-0001794,2019
1795,163,5,1,MOD-955,SER-0001795,2022
1796,667,1,1,MOD-274,SER-0001796,2024
1797,1079,3,6,MOD-872,SER-0001797,2019
1798,701,7,1,MOD-775,SER-0001798,2025
1799,1139,4,6,MOD-354,SER-0001799,2024
1800,617,8,10,MOD-430,SER-0001800,2022
1801,249,10,3,MOD-709,SER-0001801,2022
1802,886,4,4,MOD-654,SER-0001802,2022
1803,45,2,1,MOD-379,SER-0001803,2018
1804,92,7,4,MOD-418,SER-0001804,2021
1805,1038,2,9,MOD-257,SER-0001805,2024
1806,577,1,11,MOD-266,SER-0001806,2019
1807,1061,6,12,MOD-295,SER-0001807,2023
1808,1152,10,7,MOD-890,SER-0001808,2025
1809,454,7,7,MOD-153,SER-0001809,2021
1810,30,7,3,MOD-676,SER-0001810,2025
1811,341,2,12,MOD-582,SER-0001811,2021
1812,897,3,9,MOD-211,SER-0001812,2019
1813,284,1,10,MOD-387,SER-0001813,2024
1814,330,5,12,MOD-498,SER-0001814,2024
1815,978,6,6,MOD-542,SER-0001815,2021
1816,811,8,11,MOD-199,SER-0001816,2022
1817,278,3,4,MOD-571,SER-0001817,2019
1818,1117,4,3,MOD-329,SER-0001818,2022
1819,746,8,12,MOD-713,SER-0001819,2025
1820,919,6,6,MOD-531,SER-0001820,2022
1821,214,10,2,MOD-347,SER-0001821,2018
1822,1021,5,9,MOD-294,SER-0001822,2022
1823,800,9,11,MOD-434,SER-0001823,2023
1824,395,1,5,MOD-463,SER-0001824,2023
1825,113,4,5,MOD-530,SER-0001825,2018
1826,307,7,7,MOD-376,SER-0001826,2020
1827,1010,7,3,MOD-941,SER-0001827,2023
1828,116,7,6,MOD-774,SER-0001828,2021
1829,237,4,8,MOD-566,SER-0001829,2019
1830,529,10,7,MOD-102,SER-0001830,2026
1831,578,9,3,MOD-221,SER-0001831,2022
1832,407,10,8,MOD-884,SER-0001832,2026
1833,33,6,3,MOD-976,SER-0001833,2024
1834,986,1,12,MOD-623,SER-0001834,2019
1835,396,6,9,MOD-229,SER-0001835,2018
1836,243,3,7,MOD-794,SER-0001836,2021
1837,457,8,2,MOD-222,SER-0001837,2021
1838,133,3,11,MOD-140,SER-0001838,2025
1839,175,4,8,MOD-749,SER-0001839,2022
1840,637,10,7,MOD-102,SER-0001840,2026
1841,586,1,1,MOD-461,SER-0001841,2026
1842,624,9,9,MOD-600,SER-0001842,2023
1843,766,10,5,MOD-730,SER-0001843,2018
1844,1059,2,11,MOD-933,SER-0001844,2024
1845,577,9,4,MOD-934,SER-0001845,2021
1846,430,2,1,MOD-211,SER-0001846,2018
1847,417,10,7,MOD-428,SER-0001847,2020
1848,872,9,5,MOD-590,SER-0001848,2021
1849,132,8,9,MOD-603,SER-0001849,2021
1850,6,3,4,MOD-168,SER-0001850,2024
1851,620,9,5,MOD-531,SER-0001851,2024
1852,929,9,10,MOD-743,SER-0001852,2025
1853,21,10,2,MOD-697,SER-0001853,2020
1854,1025,2,1,MOD-599,SER-0001854,2019
1855,747,9,5,MOD-335,SER-0001855,2024
1856,989,8,12,MOD-856,SER-0001856,2025
1857,829,7,5,MOD-961,SER-0001857,2020
1858,515,4,9,MOD-551,SER-0001858,2022
1859,383,10,8,MOD-329,SER-0001859,2026
1860,293,2,8,MOD-434,SER-0001860,2023
1861,12,3,2,MOD-465,SER-0001861,2026
1862,140,1,10,MOD-607,SER-0001862,2024
1863,35,4,3,MOD-783,SER-0001863,2018
1864,671,1,3,MOD-914,SER-0001864,2026
1865,1094,4,3,MOD-246,SER-0001865,2020
1866,692,10,5,MOD-389,SER-0001866,2019
1867,955,6,3,MOD-897,SER-0001867,2025
1868,725,3,12,MOD-870,SER-0001868,2022
1869,506,9,5,MOD-957,SER-0001869,2022
1870,75,8,12,MOD-910,SER-0001870,2024
1871,3,3,4,MOD-195,SER-0001871,2026
1872,347,4,8,MOD-374,SER-0001872,2024
1873,821,6,10,MOD-964,SER-0001873,2021
1874,296,4,10,MOD-194,SER-0001874,2024
1875,74,7,1,MOD-795,SER-0001875,2020
1876,1177,5,4,MOD-588,SER-0001876,2023
1877,885,10,4,MOD-671,SER-0001877,2023
1878,496,5,12,MOD-516,SER-0001878,2025
1879,773,2,1,MOD-188,SER-0001879,2022
1880,710,9,9,MOD-676,SER-0001880,2023
1881,669,6,4,MOD-898,SER-0001881,2019
1882,315,10,3,MOD-781,SER-0001882,2023
1883,93,9,11,MOD-276,SER-0001883,2024
1884,367,5,2,MOD-336,SER-0001884,2024
1885,278,8,1,MOD-240,SER-0001885,2025
1886,208,7,12,MOD-547,SER-0001886,2021
1887,395,6,5,MOD-641,SER-0001887,2025
1888,1004,7,7,MOD-824,SER-0001888,2021
1889,759,5,3,MOD-344,SER-0001889,2019
1890,510,6,6,MOD-986,SER-0001890,2019
1891,70,3,9,MOD-510,SER-0001891,2023
1892,438,3,12,MOD-812,SER-0001892,2022
1893,188,5,5,MOD-264,SER-0001893,2026
1894,263,8,8,MOD-789,SER-0001894,2019
1895,562,5,12,MOD-794,SER-0001895,2021
1896,135,6,9,MOD-411,SER-0001896,2026
1897,348,2,5,MOD-239,SER-0001897,2018
1898,367,3,1,MOD-163,SER-0001898,2024
1899,415,2,10,MOD-734,SER-0001899,2019
1900,1077,1,4,MOD-598,SER-0001900,2020
1901,64,7,12,MOD-520,SER-0001901,2025
1902,840,7,6,MOD-716,SER-0001902,2021
1903,840,6,2,MOD-420,SER-0001903,2019
1904,45,6,6,MOD-327,SER-0001904,2025
1905,860,3,3,MOD-276,SER-0001905,2021
1906,765,2,4,MOD-546,SER-0001906,2019
1907,214,3,11,MOD-184,SER-0001907,2026
1908,1030,8,2,MOD-721,SER-0001908,2020
1909,354,2,6,MOD-209,SER-0001909,2020
1910,17,3,1,MOD-490,SER-0001910,2018
1911,102,3,12,MOD-140,SER-0001911,2020
1912,524,1,12,MOD-167,SER-0001912,2018
1913,104,6,3,MOD-533,SER-0001913,2026
1914,72,6,10,MOD-324,SER-0001914,2020
1915,354,6,9,MOD-153,SER-0001915,2022
1916,296,2,12,MOD-936,SER-0001916,2022
1917,333,10,9,MOD-576,SER-0001917,2025
1918,913,8,2,MOD-133,SER-0001918,2019
1919,1197,8,6,MOD-144,SER-0001919,2026
1920,511,5,10,MOD-201,SER-0001920,2020
1921,109,6,12,MOD-173,SER-0001921,2025
1922,1048,5,8,MOD-370,SER-0001922,2025
1923,876,5,3,MOD-502,SER-0001923,2022
1924,458,3,6,MOD-444,SER-0001924,2025
1925,789,3,11,MOD-746,SER-0001925,2026
1926,581,1,8,MOD-754,SER-0001926,2023
1927,232,8,9,MOD-565,SER-0001927,2018
1928,424,8,8,MOD-763,SER-0001928,2020
1929,79,2,4,MOD-850,SER-0001929,2021
1930,562,9,5,MOD-936,SER-0001930,2018
1931,779,5,2,MOD-853,SER-0001931,2026
1932,681,3,10,MOD-764,SER-0001932,2025
1933,846,8,1,MOD-139,SER-0001933,2019
1934,648,3,7,MOD-285,SER-0001934,2021
1935,1055,8,9,MOD-746,SER-0001935,2020
1936,777,8,2,MOD-687,SER-0001936,2022
1937,262,1,4,MOD-441,SER-0001937,2024
1938,670,3,3,MOD-241,SER-0001938,2018
1939,609,7,11,MOD-434,SER-0001939,2025
1940,141,7,3,MOD-229,SER-0001940,2021
1941,881,1,4,MOD-498,SER-0001941,2018
1942,530,7,9,MOD-256,SER-0001942,2021
1943,627,8,6,MOD-703,SER-0001943,2025
1944,300,9,1,MOD-509,SER-0001944,2026
1945,1153,7,4,MOD-472,SER-0001945,2023
1946,468,10,3,MOD-776,SER-0001946,2024
1947,613,2,10,MOD-856,SER-0001947,2025
1948,205,2,3,MOD-297,SER-0001948,2022
1949,805,5,11,MOD-458,SER-0001949,2023
1950,283,10,7,MOD-130,SER-0001950,2019
1951,600,7,5,MOD-132,SER-0001951,2022
1952,1045,6,6,MOD-889,SER-0001952,2022
1953,791,3,7,MOD-303,SER-0001953,2018
1954,869,10,9,MOD-454,SER-0001954,2018
1955,409,10,7,MOD-339,SER-0001955,2025
1956,144,5,6,MOD-437,SER-0001956,2021
1957,722,1,6,MOD-427,SER-0001957,2022
1958,257,1,3,MOD-763,SER-0001958,2023
1959,548,5,10,MOD-836,SER-0001959,2022
1960,632,6,8,MOD-215,SER-0001960,2021
1961,680,1,6,MOD-302,SER-0001961,2024
1962,1164,4,7,MOD-653,SER-0001962,2025
1963,455,4,4,MOD-215,SER-0001963,2025
1964,1070,3,8,MOD-272,SER-0001964,2021
1965,1010,7,1,MOD-723,SER-0001965,2021
1966,218,1,10,MOD-458,SER-0001966,2026
1967,682,8,4,MOD-702,SER-0001967,2022
1968,186,6,7,MOD-147,SER-0001968,2019
1969,540,7,1,MOD-105,SER-0001969,2021
1970,303,5,3,MOD-356,SER-0001970,2019
1971,626,3,10,MOD-118,SER-0001971,2020
1972,1049,8,4,MOD-942,SER-0001972,2023
1973,445,5,8,MOD-380,SER-0001973,2019
1974,575,7,4,MOD-544,SER-0001974,2025
1975,22,4,11,MOD-606,SER-0001975,2022
1976,415,5,6,MOD-139,SER-0001976,2018
1977,435,9,7,MOD-765,SER-0001977,2022
1978,1181,4,9,MOD-912,SER-0001978,2018
1979,343,3,2,MOD-369,SER-0001979,2018
1980,1198,5,5,MOD-100,SER-0001980,2018
1981,410,4,3,MOD-167,SER-0001981,2020
1982,1112,4,2,MOD-178,SER-0001982,2019
1983,182,7,6,MOD-206,SER-0001983,2020
1984,1123,7,9,MOD-144,SER-0001984,2025
1985,614,10,5,MOD-135,SER-0001985,2026
1986,713,8,4,MOD-335,SER-0001986,2018
1987,83,8,3,MOD-597,SER-0001987,2022
1988,62,1,9,MOD-602,SER-0001988,2018
1989,818,9,3,MOD-369,SER-0001989,2019
1990,668,8,4,MOD-259,SER-0001990,2019
1991,726,8,10,MOD-720,SER-0001991,2026
1992,341,2,2,MOD-915,SER-0001992,2026
1993,121,3,12,MOD-913,SER-0001993,2026
1994,98,3,10,MOD-421,SER-0001994,2018
1995,1014,5,9,MOD-290,SER-0001995,2020
1996,393,6,9,MOD-212,SER-0001996,2023
1997,751,7,11,MOD-978,SER-0001997,2020
1998,239,7,6,MOD-873,SER-0001998,2021
1999,1074,7,10,MOD-459,SER-0001999,2019
2000,590,10,1,MOD-679,SER-0002000,2018
2001,322,10,5,MOD-227,SER-0002001,2026
2002,256,10,6,MOD-409,SER-0002002,2025
2003,252,6,8,MOD-441,SER-0002003,2026
2004,275,5,8,MOD-451,SER-0002004,2024
2005,557,8,8,MOD-962,SER-0002005,2021
2006,787,10,11,MOD-667,SER-0002006,2023
2007,875,3,6,MOD-915,SER-0002007,2025
2008,967,3,10,MOD-858,SER-0002008,2023
2009,156,4,11,MOD-192,SER-0002009,2021
2010,733,4,9,MOD-696,SER-0002010,2023
2011,154,6,9,MOD-305,SER-0002011,2020
2012,939,2,9,MOD-868,SER-0002012,2026
2013,987,7,2,MOD-319,SER-0002013,2024
2014,742,8,12,MOD-215,SER-0002014,2018
2015,1022,5,5,MOD-319,SER-0002015,2019
2016,876,5,2,MOD-217,SER-0002016,2021
2017,211,7,1,MOD-880,SER-0002017,2023
2018,1062,7,12,MOD-774,SER-0002018,2026
2019,1111,1,2,MOD-511,SER-0002019,2026
2020,965,10,7,MOD-786,SER-0002020,2020
2021,794,3,10,MOD-809,SER-0002021,2018
2022,459,7,3,MOD-255,SER-0002022,2018
2023,1072,7,12,MOD-387,SER-0002023,2025
2024,143,6,8,MOD-606,SER-0002024,2019
2025,237,7,10,MOD-644,SER-0002025,2021
2026,819,7,6,MOD-652,SER-0002026,2020
2027,293,1,9,MOD-505,SER-0002027,2022
2028,786,5,2,MOD-959,SER-0002028,2018
2029,523,6,10,MOD-250,SER-0002029,2022
2030,278,6,5,MOD-294,SER-0002030,2018
2031,715,10,11,MOD-359,SER-0002031,2024
2032,686,1,5,MOD-565,SER-0002032,2018
2033,785,9,1,MOD-233,SER-0002033,2025
2034,1117,3,1,MOD-143,SER-0002034,2018
2035,349,4,4,MOD-203,SER-0002035,2023
2036,6,7,11,MOD-382,SER-0002036,2026
2037,205,5,9,MOD-588,SER-0002037,2025
2038,612,1,9,MOD-753,SER-0002038,2020
2039,569,1,9,MOD-116,SER-0002039,2019
2040,98,7,11,MOD-786,SER-0002040,2018
2041,548,1,4,MOD-600,SER-0002041,2026
2042,566,1,12,MOD-134,SER-0002042,2026
2043,159,6,10,MOD-816,SER-0002043,2019
2044,1009,1,6,MOD-226,SER-0002044,2026
2045,40,5,11,MOD-270,SER-0002045,2026
2046,922,2,8,MOD-183,SER-0002046,2020
2047,1147,8,2,MOD-965,SER-0002047,2018
2048,862,6,9,MOD-725,SER-0002048,2023
2049,225,4,11,MOD-844,SER-0002049,2023
2050,1159,3,5,MOD-856,SER-0002050,2018
2051,619,7,1,MOD-375,SER-0002051,2025
2052,913,3,9,MOD-869,SER-0002052,2022
2053,328,7,9,MOD-431,SER-0002053,2024
2054,327,1,4,MOD-750,SER-0002054,2022
2055,261,7,10,MOD-993,SER-0002055,2019
2056,1180,5,7,MOD-385,SER-0002056,2020
2057,305,2,9,MOD-572,SER-0002057,2018
2058,752,4,10,MOD-557,SER-0002058,2025
2059,2,1,11,MOD-342,SER-0002059,2026
2060,515,2,5,MOD-323,SER-0002060,2023
2061,201,1,9,MOD-118,SER-0002061,2019
2062,792,3,4,MOD-256,SER-0002062,2026
2063,120,1,4,MOD-109,SER-0002063,2022
2064,470,2,1,MOD-914,SER-0002064,2022
2065,715,1,7,MOD-986,SER-0002065,2023
2066,1041,2,9,MOD-764,SER-0002066,2019
2067,1075,8,11,MOD-577,SER-0002067,2026
2068,1092,6,5,MOD-859,SER-0002068,2024
2069,186,10,8,MOD-735,SER-0002069,2021
2070,1081,4,5,MOD-407,SER-0002070,2023
2071,47,6,1,MOD-642,SER-0002071,2025
2072,1173,5,1,MOD-102,SER-0002072,2022
2073,752,8,12,MOD-557,SER-0002073,2024
2074,844,10,1,MOD-421,SER-0002074,2021
2075,400,1,2,MOD-310,SER-0002075,2026
2076,636,6,3,MOD-763,SER-0002076,2022
2077,435,7,11,MOD-233,SER-0002077,2025
2078,151,6,3,MOD-555,SER-0002078,2022
2079,661,4,4,MOD-810,SER-0002079,2021
2080,705,10,6,MOD-535,SER-0002080,2018
2081,625,7,10,MOD-404,SER-0002081,2025
2082,460,2,12,MOD-925,SER-0002082,2020
2083,832,1,6,MOD-877,SER-0002083,2025
2084,1160,3,7,MOD-615,SER-0002084,2026
2085,835,8,4,MOD-350,SER-0002085,2025
2086,967,10,1,MOD-672,SER-0002086,2018
2087,591,7,9,MOD-281,SER-0002087,2024
2088,351,7,1,MOD-568,SER-0002088,2025
2089,255,10,9,MOD-429,SER-0002089,2022
2090,1030,8,11,MOD-699,SER-0002090,2019
2091,591,6,11,MOD-401,SER-0002091,2019
2092,36,3,7,MOD-470,SER-0002092,2021
2093,137,9,11,MOD-735,SER-0002093,2025
2094,928,6,2,MOD-569,SER-0002094,2025
2095,1170,9,8,MOD-803,SER-0002095,2025
2096,96,7,11,MOD-347,SER-0002096,2026
2097,205,2,6,MOD-364,SER-0002097,2021
2098,1054,8,6,MOD-632,SER-0002098,2022
2099,226,10,12,MOD-971,SER-0002099,2026
2100,450,3,6,MOD-792,SER-0002100,2022
2101,710,1,2,MOD-829,SER-0002101,2026
2102,407,10,2,MOD-895,SER-0002102,2019
2103,1063,1,3,MOD-138,SER-0002103,2020
2104,350,8,7,MOD-192,SER-0002104,2022
2105,220,8,8,MOD-247,SER-0002105,2026
2106,199,10,9,MOD-193,SER-0002106,2019
2107,452,10,3,MOD-309,SER-0002107,2022
2108,313,7,2,MOD-228,SER-0002108,2021
2109,61,10,12,MOD-667,SER-0002109,2026
2110,175,10,7,MOD-819,SER-0002110,2020
2111,344,8,12,MOD-717,SER-0002111,2023
2112,1148,7,1,MOD-448,SER-0002112,2024
2113,626,6,7,MOD-978,SER-0002113,2022
2114,891,9,10,MOD-972,SER-0002114,2018
2115,44,6,9,MOD-661,SER-0002115,2020
2116,1171,8,2,MOD-952,SER-0002116,2026
2117,1065,2,2,MOD-721,SER-0002117,2022
2118,1094,8,9,MOD-338,SER-0002118,2021
2119,966,9,2,MOD-612,SER-0002119,2019
2120,730,4,8,MOD-510,SER-0002120,2026
2121,423,7,7,MOD-984,SER-0002121,2021
2122,985,4,9,MOD-414,SER-0002122,2018
2123,156,5,10,MOD-807,SER-0002123,2023
2124,10,1,8,MOD-200,SER-0002124,2024
2125,721,5,12,MOD-391,SER-0002125,2020
2126,767,1,6,MOD-218,SER-0002126,2018
2127,768,7,2,MOD-801,SER-0002127,2019
2128,176,2,5,MOD-660,SER-0002128,2018
2129,650,10,3,MOD-237,SER-0002129,2023
2130,723,8,1,MOD-562,SER-0002130,2025
2131,1043,7,11,MOD-533,SER-0002131,2025
2132,551,2,6,MOD-970,SER-0002132,2026
2133,593,5,6,MOD-248,SER-0002133,2025
2134,351,8,3,MOD-951,SER-0002134,2019
2135,922,4,9,MOD-694,SER-0002135,2023
2136,62,7,11,MOD-899,SER-0002136,2025
2137,128,5,3,MOD-920,SER-0002137,2021
2138,634,4,4,MOD-933,SER-0002138,2019
2139,453,5,10,MOD-236,SER-0002139,2020
2140,966,4,10,MOD-880,SER-0002140,2026
2141,1178,1,8,MOD-497,SER-0002141,2018
2142,599,8,9,MOD-507,SER-0002142,2022
2143,315,10,1,MOD-900,SER-0002143,2026
2144,1116,10,11,MOD-691,SER-0002144,2021
2145,55,7,1,MOD-751,SER-0002145,2018
2146,882,7,8,MOD-225,SER-0002146,2025
2147,227,3,7,MOD-983,SER-0002147,2020
2148,1070,4,1,MOD-523,SER-0002148,2020
2149,255,5,12,MOD-429,SER-0002149,2022
2150,625,10,1,MOD-455,SER-0002150,2021
2151,372,9,12,MOD-254,SER-0002151,2025
2152,998,8,10,MOD-740,SER-0002152,2018
2153,648,7,12,MOD-552,SER-0002153,2018
2154,659,2,4,MOD-209,SER-0002154,2025
2155,1029,10,7,MOD-761,SER-0002155,2023
2156,786,7,7,MOD-681,SER-0002156,2020
2157,68,4,2,MOD-727,SER-0002157,2022
2158,726,4,7,MOD-575,SER-0002158,2026
2159,1178,10,12,MOD-914,SER-0002159,2026
2160,534,7,4,MOD-146,SER-0002160,2023
2161,142,3,12,MOD-733,SER-0002161,2025
2162,192,2,5,MOD-989,SER-0002162,2023
2163,915,3,12,MOD-892,SER-0002163,2018
2164,1046,3,7,MOD-392,SER-0002164,2025
2165,26,5,5,MOD-906,SER-0002165,2025
2166,156,4,7,MOD-728,SER-0002166,2023
2167,409,2,5,MOD-493,SER-0002167,2023
2168,552,1,8,MOD-363,SER-0002168,2020
2169,222,5,7,MOD-606,SER-0002169,2019
2170,884,6,12,MOD-967,SER-0002170,2023
2171,538,7,9,MOD-134,SER-0002171,2018
2172,1175,4,10,MOD-351,SER-0002172,2022
2173,170,2,11,MOD-301,SER-0002173,2022
2174,321,8,11,MOD-360,SER-0002174,2024
2175,146,10,6,MOD-646,SER-0002175,2019
2176,380,4,11,MOD-974,SER-0002176,2021
2177,842,8,3,MOD-969,SER-0002177,2023
2178,1112,7,11,MOD-950,SER-0002178,2021
2179,619,3,6,MOD-780,SER-0002179,2020
2180,612,8,6,MOD-282,SER-0002180,2019
2181,818,7,12,MOD-877,SER-0002181,2026
2182,364,8,5,MOD-944,SER-0002182,2020
2183,783,6,11,MOD-379,SER-0002183,2025
2184,1163,5,5,MOD-684,SER-0002184,2019
2185,474,1,12,MOD-384,SER-0002185,2018
2186,1199,7,11,MOD-206,SER-0002186,2021
2187,1159,10,7,MOD-866,SER-0002187,2022
2188,613,6,6,MOD-425,SER-0002188,2018
2189,47,2,6,MOD-527,SER-0002189,2022
2190,743,4,1,MOD-975,SER-0002190,2021
2191,1059,5,11,MOD-773,SER-0002191,2021
2192,996,6,9,MOD-845,SER-0002192,2024
2193,125,6,6,MOD-340,SER-0002193,2018
2194,650,1,7,MOD-646,SER-0002194,2021
2195,32,5,4,MOD-441,SER-0002195,2020
2196,922,4,9,MOD-351,SER-0002196,2021
2197,512,10,10,MOD-586,SER-0002197,2021
2198,92,3,1,MOD-857,SER-0002198,2021
2199,1067,9,7,MOD-527,SER-0002199,2023
2200,335,7,10,MOD-377,SER-0002200,2018
2201,700,1,9,MOD-649,SER-0002201,2026
2202,1112,9,11,MOD-135,SER-0002202,2025
2203,1180,8,12,MOD-134,SER-0002203,2022
2204,737,3,11,MOD-643,SER-0002204,2020
2205,251,9,6,MOD-557,SER-0002205,2022
2206,652,10,7,MOD-561,SER-0002206,2022
2207,891,3,1,MOD-465,SER-0002207,2026
2208,516,8,11,MOD-876,SER-0002208,2024
2209,952,3,4,MOD-472,SER-0002209,2024
2210,1178,6,1,MOD-668,SER-0002210,2018
2211,69,10,1,MOD-748,SER-0002211,2019
2212,520,1,5,MOD-593,SER-0002212,2026
2213,32,5,2,MOD-927,SER-0002213,2024
2214,368,3,8,MOD-639,SER-0002214,2020
2215,5,8,5,MOD-143,SER-0002215,2025
2216,153,3,2,MOD-658,SER-0002216,2024
2217,647,3,4,MOD-984,SER-0002217,2020
2218,1040,1,9,MOD-711,SER-0002218,2026
2219,1024,9,6,MOD-142,SER-0002219,2021
2220,441,3,2,MOD-637,SER-0002220,2025
2221,711,1,8,MOD-889,SER-0002221,2022
2222,134,1,11,MOD-672,SER-0002222,2024
2223,279,9,11,MOD-543,SER-0002223,2020
2224,535,8,8,MOD-750,SER-0002224,2026
2225,18,4,12,MOD-909,SER-0002225,2022
2226,389,10,6,MOD-130,SER-0002226,2026
2227,324,6,1,MOD-925,SER-0002227,2022
2228,1157,7,1,MOD-728,SER-0002228,2024
2229,255,5,11,MOD-302,SER-0002229,2019
2230,263,9,7,MOD-443,SER-0002230,2018
2231,1007,1,12,MOD-743,SER-0002231,2019
2232,594,2,4,MOD-914,SER-0002232,2023
2233,921,3,5,MOD-138,SER-0002233,2023
2234,49,8,2,MOD-179,SER-0002234,2020
2235,907,9,7,MOD-703,SER-0002235,2020
2236,922,3,6,MOD-712,SER-0002236,2023
2237,1133,4,4,MOD-913,SER-0002237,2019
2238,153,3,4,MOD-785,SER-0002238,2023
2239,804,10,5,MOD-745,SER-0002239,2019
2240,310,9,12,MOD-926,SER-0002240,2022
2241,1103,6,5,MOD-891,SER-0002241,2025
2242,205,9,10,MOD-754,SER-0002242,2021
2243,842,8,12,MOD-906,SER-0002243,2022
2244,1190,3,1,MOD-917,SER-0002244,2019
2245,665,8,2,MOD-373,SER-0002245,2025
2246,433,2,12,MOD-335,SER-0002246,2023
2247,548,2,9,MOD-975,SER-0002247,2022
2248,301,6,12,MOD-752,SER-0002248,2024
2249,475,4,3,MOD-407,SER-0002249,2019
2250,192,10,9,MOD-341,SER-0002250,2021
2251,270,9,5,MOD-742,SER-0002251,2023
2252,935,8,6,MOD-713,SER-0002252,2026
2253,760,2,11,MOD-495,SER-0002253,2019
