medicao_id,calibracao_id,ponto,erro,tolerancia
ME15893,CA04923,25%,0.0738,0.147
ME15894,CA04131,25%,0.0785,0.188
ME15895,CA02848,25%,-0.2366,0.271
ME15896,CA06364,50%,0.097,0.334
ME15897,CA04730,75%,0.0874,0.444
ME15898,CA02814,100%,-0.133,0.416
ME15899,CA06812,100%,-0.1776,0.179
ME15900,CA00519,50%,-0.156,0.455
ME15901,CA06119,75%,0.1443,0.181
ME15902,CA06728,75%,-0.1157,0.485
ME15903,CA00883,100%,0.2161,0.489
ME15904,CA06737,100%,0.2592,0.315
ME15905,CA00883,100%,0.2562,0.475
ME15906,CA01937,25%,0.1059,0.496
ME15907,CA01789,75%,-0.0331,0.239
ME15908,CA06574,25%,-0.0781,0.437
ME15909,CA05752,75%,0.271,0.329
ME15910,CA03043,75%,0.0498,0.417
ME15911,CA02897,50%,-0.0072,0.252
ME15912,CA01032,50%,-0.0849,0.354
ME15913,CA04268,50%,-0.2671,0.337
ME15914,CA05739,75%,0.2866,0.31
ME15915,CA04195,100%,-0.1074,0.316
ME15916,CA04440,50%,-0.2173,0.307
ME15917,CA01720,100%,0.2534,0.226
ME15918,CA00174,75%,0.2326,0.148
ME15919,CA03915,100%,0.1406,0.456
ME15920,CA02291,50%,-0.2113,0.468
ME15921,CA05302,100%,-0.1248,0.211
ME15922,CA06088,100%,0.1381,0.436
ME15923,CA01349,100%,0.3745,0.393
ME15924,CA01364,50%,0.164,0.411
ME15925,CA04824,75%,0.1877,0.305
ME15926,CA05511,50%,-0.1915,0.347
ME15927,CA01276,25%,0.2076,0.123
ME15928,CA00588,100%,0.0463,0.412
ME15929,CA02572,50%,0.0209,0.488
ME15930,CA01849,75%,-0.2564,0.133
ME15931,CA00576,75%,0.0017,0.438
ME15932,CA00500,75%,0.0809,0.233
ME15933,CA07133,100%,-0.042,0.281
ME15934,CA03666,25%,0.1877,0.228
ME15935,CA03695,75%,-0.0448,0.209
ME15936,CA02108,75%,0.1778,0.448
ME15937,CA02428,100%,-0.3003,0.353
ME15938,CA06101,75%,-0.0748,0.112
ME15939,CA04720,75%,0.0566,0.173
ME15940,CA00965,25%,0.0231,0.137
ME15941,CA01599,50%,-0.1667,0.218
ME15942,CA02716,50%,-0.1981,0.497
ME15943,CA05513,100%,-0.018,0.246
ME15944,CA02177,75%,0.2319,0.36
ME15945,CA02134,100%,-0.0652,0.346
ME15946,CA03823,50%,-0.2406,0.298
ME15947,CA03040,50%,-0.1102,0.394
ME15948,CA04639,75%,0.0259,0.178
ME15949,CA03434,75%,-0.0001,0.298
ME15950,CA03661,75%,-0.1474,0.386
ME15951,CA05290,75%,-0.0266,0.109
ME15952,CA04965,50%,0.2284,0.102
ME15953,CA04266,75%,0.0426,0.144
ME15954,CA00597,25%,-0.3537,0.357
ME15955,CA03995,100%,-0.2689,0.328
ME15956,CA00762,75%,0.1258,0.18
ME15957,CA04665,100%,-0.1523,0.399
ME15958,CA04929,100%,0.0278,0.218
ME15959,CA07018,50%,-0.1329,0.5
ME15960,CA01460,25%,-0.3391,0.389
ME15961,CA06471,25%,-0.165,0.133
ME15962,CA03532,50%,-0.1328,0.38
ME15963,CA05680,25%,-0.2132,0.28
ME15964,CA04904,100%,-0.3297,0.353
ME15965,CA02450,75%,0.0693,0.317
ME15966,CA05820,25%,0.184,0.498
ME15967,CA01893,50%,-0.0198,0.214
ME15968,CA00085,25%,-0.0412,0.176
ME15969,CA06153,25%,0.2098,0.177
ME15970,CA05544,50%,0.0083,0.351
ME15971,CA01496,100%,0.0706,0.333
ME15972,CA05230,75%,-0.1415,0.286
ME15973,CA05093,100%,0.3208,0.492
ME15974,CA01311,50%,-0.178,0.491
ME15975,CA05628,75%,-0.0247,0.35
ME15976,CA00571,25%,0.1438,0.182
ME15977,CA01012,100%,-0.141,0.175
ME15978,CA05931,50%,-0.0706,0.424
ME15979,CA02933,50%,-0.1007,0.141
ME15980,CA03079,100%,0.1034,0.166
ME15981,CA02228,75%,0.0197,0.37
ME15982,CA00263,75%,-0.0783,0.443
ME15983,CA00486,100%,0.0373,0.443
ME15984,CA03862,25%,0.214,0.227
ME15985,CA07106,100%,0.2006,0.299
ME15986,CA07122,100%,0.0723,0.293
ME15987,CA07072,25%,-0.2356,0.268
ME15988,CA06960,50%,-0.2789,0.172
ME15989,CA02358,50%,-0.0747,0.382
ME15990,CA00670,100%,0.1469,0.468
ME15991,CA07019,100%,0.1638,0.243
ME15992,CA03541,75%,0.1713,0.445
ME15993,CA04924,75%,-0.3665,0.262
ME15994,CA00920,100%,-0.0318,0.405
ME15995,CA05490,25%,0.0163,0.299
ME15996,CA00509,75%,0.2608,0.135
ME15997,CA05833,75%,-0.3598,0.301
ME15998,CA04004,50%,0.0348,0.31
ME15999,CA06227,25%,-0.0464,0.41
ME16000,CA00464,75%,0.0407,0.393
ME16001,CA04109,50%,-0.0749,0.129
ME16002,CA04405,50%,0.2087,0.109
ME16003,CA00957,75%,-0.1026,0.217
ME16004,CA05220,100%,0.3189,0.257
ME16005,CA02304,50%,-0.1852,0.206
ME16006,CA06964,50%,-0.0076,0.432
ME16007,CA03295,75%,-0.1689,0.344
ME16008,CA05703,50%,-0.4103,0.145
ME16009,CA05039,50%,0.3174,0.386
ME16010,CA04701,50%,-0.2836,0.489
ME16011,CA01632,50%,-0.0512,0.216
ME16012,CA01286,100%,-0.2008,0.268
ME16013,CA04679,50%,0.0316,0.396
ME16014,CA04225,50%,0.0462,0.338
ME16015,CA04673,50%,-0.0315,0.389
ME16016,CA05290,25%,-0.1149,0.189
ME16017,CA00496,25%,0.0234,0.203
ME16018,CA04245,25%,-0.1045,0.138
ME16019,CA00718,75%,0.2715,0.378
ME16020,CA04009,100%,0.209,0.166
ME16021,CA00011,25%,0.1832,0.453
ME16022,CA05704,100%,-0.0225,0.116
ME16023,CA06667,25%,0.0349,0.367
ME16024,CA00415,100%,0.1202,0.482
ME16025,CA04524,50%,0.152,0.378
ME16026,CA02496,100%,0.1313,0.22
ME16027,CA03663,25%,0.0924,0.453
ME16028,CA05186,50%,-0.3071,0.461
ME16029,CA02052,50%,-0.3009,0.416
ME16030,CA03203,25%,0.0708,0.142
ME16031,CA06637,100%,0.0816,0.418
ME16032,CA01172,75%,-0.0234,0.116
ME16033,CA03019,75%,-0.41,0.162
ME16034,CA01967,100%,0.0666,0.238
ME16035,CA02479,50%,0.1287,0.447
ME16036,CA03079,100%,-0.0592,0.243
ME16037,CA02555,50%,0.1164,0.378
ME16038,CA02114,75%,-0.1849,0.378
ME16039,CA03266,100%,0.0516,0.371
ME16040,CA06940,75%,0.0417,0.457
ME16041,CA04452,100%,-0.2336,0.348
ME16042,CA02778,25%,0.0166,0.444
ME16043,CA04513,25%,0.2354,0.343
ME16044,CA05388,50%,0.0574,0.446
ME16045,CA03188,75%,0.0272,0.161
ME16046,CA04285,100%,-0.1514,0.399
ME16047,CA00667,100%,0.155,0.267
ME16048,CA04283,25%,-0.0284,0.163
ME16049,CA00627,50%,0.2375,0.498
ME16050,CA01081,75%,0.0364,0.2
ME16051,CA05277,75%,0.1579,0.446
ME16052,CA02307,100%,-0.0419,0.161
ME16053,CA02445,75%,0.2095,0.326
ME16054,CA03923,100%,0.4178,0.155
ME16055,CA05867,100%,0.2014,0.439
ME16056,CA06303,25%,0.3404,0.352
ME16057,CA00724,100%,0.4389,0.139
ME16058,CA06565,50%,-0.1432,0.342
ME16059,CA06734,25%,-0.1379,0.208
ME16060,CA02472,75%,0.0255,0.264
ME16061,CA07054,75%,0.2264,0.283
ME16062,CA00300,75%,-0.1191,0.495
ME16063,CA01325,75%,0.0403,0.487
ME16064,CA04383,25%,-0.1679,0.425
ME16065,CA01498,100%,-0.0783,0.445
ME16066,CA03907,100%,-0.1489,0.419
ME16067,CA04308,50%,-0.2036,0.302
ME16068,CA05400,100%,0.0659,0.359
ME16069,CA01073,25%,-0.1043,0.269
ME16070,CA01904,100%,-0.0401,0.404
ME16071,CA06167,50%,0.2739,0.215
ME16072,CA06567,50%,-0.0312,0.287
ME16073,CA03259,75%,0.328,0.44
ME16074,CA01133,50%,0.0109,0.181
ME16075,CA04837,25%,0.1248,0.327
ME16076,CA02111,50%,-0.1067,0.495
ME16077,CA03135,100%,0.1094,0.239
ME16078,CA01749,25%,0.2969,0.45
ME16079,CA02139,75%,-0.0459,0.314
ME16080,CA03106,75%,-0.0767,0.443
ME16081,CA00756,75%,0.2948,0.239
ME16082,CA04409,75%,-0.0187,0.319
ME16083,CA05683,75%,0.044,0.413
ME16084,CA01325,50%,0.1611,0.295
ME16085,CA02396,75%,0.2908,0.333
ME16086,CA00278,100%,-0.0963,0.429
ME16087,CA04020,75%,0.2935,0.327
ME16088,CA04456,50%,-0.0187,0.283
ME16089,CA07154,100%,0.1414,0.116
ME16090,CA04076,50%,0.0679,0.397
ME16091,CA02891,50%,0.1132,0.135
ME16092,CA05676,25%,-0.1861,0.428
ME16093,CA05383,25%,-0.0552,0.169
ME16094,CA06128,25%,0.1638,0.168
ME16095,CA03026,75%,0.2585,0.108
ME16096,CA06401,100%,0.126,0.473
ME16097,CA02812,25%,-0.1657,0.477
ME16098,CA02549,50%,0.0745,0.231
ME16099,CA02552,25%,0.0126,0.43
ME16100,CA01709,50%,0.0929,0.44
ME16101,CA03350,75%,-0.1662,0.15
ME16102,CA01706,50%,0.0416,0.193
ME16103,CA06514,75%,-0.0999,0.487
ME16104,CA02716,75%,-0.0941,0.208
ME16105,CA01500,25%,0.03,0.304
ME16106,CA00530,75%,-0.1556,0.352
ME16107,CA01284,75%,0.1106,0.18
ME16108,CA05882,50%,-0.1247,0.399
ME16109,CA01972,100%,0.0011,0.409
ME16110,CA03818,50%,0.0175,0.186
ME16111,CA07153,25%,-0.089,0.304
ME16112,CA02901,100%,0.2231,0.396
ME16113,CA06655,100%,0.1246,0.108
ME16114,CA04138,25%,-0.0859,0.158
ME16115,CA02072,50%,0.0347,0.479
ME16116,CA04443,100%,0.197,0.216
ME16117,CA01205,100%,0.0173,0.197
ME16118,CA04237,25%,-0.1455,0.197
ME16119,CA01704,100%,0.2842,0.248
ME16120,CA05877,75%,-0.0889,0.293
ME16121,CA00486,25%,0.1293,0.124
ME16122,CA00874,75%,0.149,0.184
ME16123,CA04929,100%,-0.1052,0.377
ME16124,CA03921,25%,-0.3191,0.124
ME16125,CA00612,50%,-0.0867,0.2
ME16126,CA04020,75%,-0.1197,0.34
ME16127,CA02471,25%,-0.1169,0.159
ME16128,CA05810,25%,-0.1377,0.321
ME16129,CA04722,25%,0.0566,0.191
ME16130,CA00672,75%,-0.0424,0.416
ME16131,CA01781,50%,-0.0609,0.128
ME16132,CA00703,25%,-0.187,0.435
ME16133,CA00617,100%,-0.1607,0.168
ME16134,CA06056,75%,-0.1825,0.389
ME16135,CA06771,75%,0.0512,0.345
ME16136,CA03468,100%,-0.0986,0.495
ME16137,CA04135,25%,-0.0264,0.204
ME16138,CA06845,75%,-0.0453,0.173
ME16139,CA01339,100%,0.1662,0.217
ME16140,CA02752,100%,0.2572,0.219
ME16141,CA06350,75%,0.1686,0.432
ME16142,CA04908,25%,0.4188,0.116
ME16143,CA02930,100%,-0.3295,0.318
ME16144,CA00735,100%,-0.0868,0.46
ME16145,CA04808,25%,0.1495,0.352
ME16146,CA03836,50%,-0.0788,0.141
ME16147,CA03359,75%,0.1518,0.418
ME16148,CA00660,75%,-0.0154,0.404
ME16149,CA05052,25%,-0.0325,0.42
ME16150,CA05102,25%,-0.0146,0.214
ME16151,CA01770,100%,-0.0765,0.217
ME16152,CA01479,100%,0.0139,0.145
ME16153,CA02568,25%,0.1318,0.254
ME16154,CA04296,25%,-0.2542,0.407
ME16155,CA06157,100%,0.1736,0.38
ME16156,CA00775,25%,-0.1496,0.231
ME16157,CA06747,50%,0.0018,0.224
ME16158,CA04045,25%,0.1373,0.27
ME16159,CA03805,100%,-0.1989,0.349
ME16160,CA05131,100%,0.2055,0.449
ME16161,CA02081,25%,0.1051,0.169
ME16162,CA03302,50%,-0.0054,0.413
ME16163,CA00179,25%,-0.2519,0.185
ME16164,CA07028,25%,0.2242,0.167
ME16165,CA05490,50%,-0.053,0.106
ME16166,CA06510,75%,-0.0699,0.107
ME16167,CA00867,25%,0.0114,0.211
ME16168,CA06468,25%,0.0019,0.209
ME16169,CA02478,25%,0.0845,0.361
ME16170,CA01840,25%,-0.0343,0.463
ME16171,CA04204,75%,0.1601,0.311
ME16172,CA00445,25%,0.0398,0.137
ME16173,CA00790,100%,-0.1592,0.396
ME16174,CA06858,100%,0.0749,0.389
ME16175,CA05312,75%,0.3289,0.32
ME16176,CA02807,100%,0.0786,0.336
ME16177,CA00422,75%,-0.201,0.466
ME16178,CA02548,50%,-0.245,0.122
ME16179,CA06662,100%,-0.1528,0.308
ME16180,CA00369,100%,0.0206,0.239
ME16181,CA06280,50%,0.1007,0.302
ME16182,CA05104,100%,0.058,0.419
ME16183,CA06857,25%,0.3029,0.297
ME16184,CA03042,50%,-0.0139,0.299
ME16185,CA03881,50%,0.0736,0.495
ME16186,CA03031,100%,-0.0381,0.359
ME16187,CA00902,100%,-0.2115,0.433
ME16188,CA01870,75%,0.0975,0.236
ME16189,CA05167,50%,0.1871,0.123
ME16190,CA02233,100%,-0.3036,0.144
ME16191,CA05434,100%,-0.3331,0.429
ME16192,CA06312,100%,0.1057,0.442
ME16193,CA03494,50%,-0.2001,0.143
ME16194,CA01761,25%,-0.3053,0.286
ME16195,CA05349,75%,0.01,0.45
ME16196,CA04420,25%,0.1906,0.111
ME16197,CA06384,50%,-0.051,0.144
ME16198,CA06096,100%,0.0475,0.382
ME16199,CA03428,50%,-0.2122,0.286
ME16200,CA01483,50%,-0.1375,0.222
ME16201,CA02202,50%,0.085,0.2
ME16202,CA06193,50%,-0.1654,0.296
ME16203,CA05799,100%,-0.2708,0.178
ME16204,CA01250,75%,0.092,0.233
ME16205,CA03267,25%,0.0541,0.217
ME16206,CA06238,50%,0.1068,0.279
ME16207,CA01948,75%,0.0365,0.449
ME16208,CA04228,25%,-0.1118,0.448
ME16209,CA05483,75%,-0.0199,0.228
ME16210,CA04935,100%,-0.1556,0.319
ME16211,CA05656,50%,-0.1364,0.276
ME16212,CA01221,100%,-0.164,0.455
ME16213,CA00758,75%,-0.3371,0.489
ME16214,CA02476,75%,0.0027,0.2
ME16215,CA04240,75%,-0.0673,0.471
ME16216,CA03412,75%,-0.4007,0.265
ME16217,CA05338,75%,0.1227,0.139
ME16218,CA01395,25%,0.2265,0.44
ME16219,CA01627,25%,-0.1344,0.499
ME16220,CA03064,100%,-0.2746,0.306
ME16221,CA05276,50%,-0.0593,0.123
ME16222,CA02333,100%,0.1158,0.47
ME16223,CA04932,100%,-0.323,0.311
ME16224,CA06868,50%,0.0377,0.119
ME16225,CA05621,75%,-0.2261,0.377
ME16226,CA00340,75%,-0.0935,0.371
ME16227,CA06397,100%,0.2287,0.477
ME16228,CA06572,100%,0.2777,0.122
ME16229,CA01321,50%,0.0579,0.397
ME16230,CA04437,75%,-0.0516,0.293
ME16231,CA05586,75%,-0.0578,0.271
ME16232,CA07051,25%,0.1626,0.239
ME16233,CA05921,100%,0.4293,0.283
ME16234,CA04520,75%,0.1325,0.269
ME16235,CA06717,100%,0.0286,0.314
ME16236,CA05569,75%,0.2338,0.214
ME16237,CA03064,50%,-0.182,0.15
ME16238,CA01082,50%,-0.2263,0.128
ME16239,CA03774,25%,-0.1812,0.342
ME16240,CA03625,25%,-0.0821,0.448
ME16241,CA01123,25%,-0.1875,0.249
ME16242,CA01816,100%,-0.1762,0.427
ME16243,CA04049,25%,0.1885,0.237
ME16244,CA05022,75%,-0.3295,0.389
ME16245,CA01525,50%,-0.3163,0.182
ME16246,CA04804,100%,0.0574,0.475
ME16247,CA02889,100%,-0.1973,0.405
ME16248,CA03998,50%,0.4946,0.392
ME16249,CA05816,50%,0.0807,0.389
ME16250,CA06534,75%,-0.3517,0.105
ME16251,CA05567,100%,0.0036,0.311
ME16252,CA04029,75%,0.1465,0.276
ME16253,CA04541,75%,0.0584,0.496
ME16254,CA07000,25%,-0.0141,0.132
ME16255,CA00795,100%,0.2798,0.269
ME16256,CA02586,25%,-0.1469,0.205
ME16257,CA02948,100%,0.0122,0.12
ME16258,CA06856,25%,-0.2437,0.488
ME16259,CA02375,100%,-0.0453,0.24
ME16260,CA06416,75%,-0.144,0.152
ME16261,CA05880,25%,0.1638,0.496
ME16262,CA02755,75%,0.23,0.43
ME16263,CA05652,25%,-0.4151,0.238
ME16264,CA00869,25%,-0.107,0.108
ME16265,CA03225,25%,-0.0108,0.222
ME16266,CA02901,50%,-0.191,0.219
ME16267,CA04227,100%,-0.0316,0.188
ME16268,CA04286,100%,0.1292,0.206
ME16269,CA02650,100%,0.3367,0.478
ME16270,CA00837,25%,-0.1848,0.398
ME16271,CA05424,75%,0.4273,0.204
ME16272,CA03508,75%,0.0119,0.477
ME16273,CA02864,100%,0.304,0.172
ME16274,CA02382,25%,-0.1464,0.118
ME16275,CA05616,75%,-0.0798,0.137
ME16276,CA04286,50%,0.4145,0.228
ME16277,CA02291,50%,-0.3457,0.387
ME16278,CA02140,25%,-0.1141,0.155
ME16279,CA00284,25%,0.114,0.167
ME16280,CA07184,100%,0.2654,0.256
ME16281,CA02948,75%,-0.3377,0.31
ME16282,CA04573,75%,-0.2334,0.475
ME16283,CA02040,50%,0.3008,0.126
ME16284,CA00529,100%,-0.0398,0.266
ME16285,CA04548,25%,0.0189,0.436
ME16286,CA03901,25%,0.0609,0.176
ME16287,CA04472,25%,-0.1438,0.122
ME16288,CA03745,75%,-0.0472,0.445
ME16289,CA03925,75%,0.114,0.335
ME16290,CA03680,75%,-0.0333,0.133
ME16291,CA06404,50%,-0.2343,0.118
ME16292,CA06706,75%,0.0112,0.381
ME16293,CA05237,50%,-0.1275,0.32
ME16294,CA03171,75%,-0.1319,0.367
ME16295,CA03684,75%,-0.1945,0.294
ME16296,CA04723,25%,-0.2239,0.202
ME16297,CA02659,75%,-0.0291,0.436
ME16298,CA06473,25%,0.2613,0.28
ME16299,CA00641,50%,0.0699,0.474
ME16300,CA04566,100%,-0.0136,0.312
ME16301,CA06775,50%,-0.0399,0.342
ME16302,CA05573,75%,0.3233,0.361
ME16303,CA01745,25%,-0.1589,0.179
ME16304,CA02933,50%,0.2577,0.134
ME16305,CA00373,25%,-0.0712,0.177
ME16306,CA01278,100%,-0.0734,0.15
ME16307,CA03994,50%,-0.1401,0.476
ME16308,CA06890,50%,-0.256,0.227
ME16309,CA00667,75%,0.2683,0.336
ME16310,CA06833,75%,-0.1321,0.177
ME16311,CA04253,100%,0.0296,0.47
ME16312,CA02289,50%,0.1557,0.299
ME16313,CA04962,50%,-0.1879,0.182
ME16314,CA00019,50%,0.1964,0.34
ME16315,CA07076,75%,0.135,0.273
ME16316,CA02949,25%,-0.0277,0.362
ME16317,CA06528,100%,0.083,0.144
ME16318,CA01426,100%,0.1888,0.458
ME16319,CA06203,50%,0.1868,0.206
ME16320,CA02672,50%,-0.2567,0.155
ME16321,CA02377,75%,0.2477,0.334
ME16322,CA04637,75%,-0.0764,0.209
ME16323,CA06094,75%,0.1982,0.316
ME16324,CA01553,25%,0.2276,0.385
ME16325,CA00959,100%,-0.0929,0.401
ME16326,CA00714,50%,-0.2698,0.192
ME16327,CA06290,25%,0.1147,0.432
ME16328,CA04283,50%,0.0424,0.214
ME16329,CA01601,50%,-0.1159,0.186
ME16330,CA00802,75%,0.1395,0.266
ME16331,CA05077,75%,0.0295,0.382
ME16332,CA06118,100%,0.1182,0.384
ME16333,CA05448,100%,0.12,0.23
ME16334,CA05988,50%,0.0872,0.169
ME16335,CA03249,25%,0.0089,0.223
ME16336,CA03062,100%,0.0069,0.133
ME16337,CA01378,50%,-0.4523,0.486
ME16338,CA00512,100%,0.2314,0.339
ME16339,CA05637,75%,-0.0749,0.323
ME16340,CA03238,50%,0.0751,0.125
ME16341,CA04719,100%,-0.125,0.271
ME16342,CA04971,75%,0.0148,0.357
ME16343,CA05858,50%,-0.267,0.185
ME16344,CA00969,25%,0.1962,0.445
ME16345,CA03551,25%,-0.1494,0.227
ME16346,CA05778,75%,0.0551,0.228
ME16347,CA02723,100%,-0.0371,0.33
ME16348,CA03883,75%,-0.0523,0.255
ME16349,CA00475,75%,0.1078,0.384
ME16350,CA04348,100%,-0.0502,0.43
ME16351,CA00010,50%,-0.1949,0.268
ME16352,CA01436,75%,-0.0613,0.179
ME16353,CA03798,100%,0.2982,0.297
ME16354,CA04561,75%,-0.0788,0.172
ME16355,CA00484,100%,0.2627,0.39
ME16356,CA05832,50%,-0.0279,0.174
ME16357,CA07035,75%,0.3402,0.276
ME16358,CA04235,75%,0.3605,0.405
ME16359,CA01262,75%,0.1882,0.392
ME16360,CA06937,75%,0.2979,0.497
ME16361,CA05491,25%,-0.1242,0.484
ME16362,CA01206,25%,-0.0522,0.332
ME16363,CA01799,50%,0.2454,0.243
ME16364,CA00950,75%,0.2365,0.274
ME16365,CA05436,25%,0.0107,0.387
ME16366,CA05474,100%,0.003,0.347
ME16367,CA01321,50%,-0.1597,0.467
ME16368,CA05567,100%,-0.0171,0.306
ME16369,CA00509,50%,-0.0155,0.16
ME16370,CA05450,25%,0.2443,0.342
ME16371,CA00087,50%,-0.1933,0.254
ME16372,CA04212,50%,-0.1078,0.472
ME16373,CA02091,100%,0.2845,0.393
ME16374,CA03987,25%,0.1344,0.286
ME16375,CA04463,100%,0.2269,0.385
ME16376,CA05079,75%,-0.0918,0.402
ME16377,CA03381,50%,0.0714,0.33
ME16378,CA02673,50%,-0.3052,0.259
ME16379,CA03893,100%,0.0795,0.255
ME16380,CA05811,25%,0.252,0.173
ME16381,CA01705,50%,-0.0458,0.402
ME16382,CA00884,75%,-0.2892,0.195
ME16383,CA06550,25%,0.0195,0.19
ME16384,CA07160,75%,0.02,0.396
ME16385,CA07112,100%,-0.0161,0.203
ME16386,CA05758,50%,0.2127,0.243
ME16387,CA06443,50%,-0.0121,0.491
ME16388,CA06923,100%,-0.0469,0.36
ME16389,CA01158,100%,0.0254,0.102
ME16390,CA01983,50%,0.3204,0.338
ME16391,CA04105,25%,-0.2657,0.363
ME16392,CA06676,50%,-0.2854,0.402
ME16393,CA03159,25%,-0.0488,0.307
ME16394,CA04446,50%,-0.0173,0.346
ME16395,CA02250,50%,0.1711,0.112
ME16396,CA04676,25%,0.0705,0.18
ME16397,CA05644,25%,-0.0229,0.276
ME16398,CA05141,25%,-0.3346,0.414
ME16399,CA01437,50%,-0.019,0.36
ME16400,CA03451,50%,-0.0278,0.19
ME16401,CA06607,75%,-0.1494,0.462
ME16402,CA03884,75%,0.0232,0.208
ME16403,CA03024,25%,0.1255,0.364
ME16404,CA00623,100%,-0.0375,0.3
ME16405,CA04041,100%,0.0697,0.265
ME16406,CA02425,75%,0.2318,0.376
ME16407,CA05935,50%,0.0413,0.212
ME16408,CA06453,75%,0.1379,0.495
ME16409,CA00236,50%,0.1386,0.266
ME16410,CA05164,100%,-0.0863,0.227
ME16411,CA01238,25%,0.1989,0.254
ME16412,CA03660,100%,0.2436,0.276
ME16413,CA05516,25%,-0.4464,0.113
ME16414,CA03363,75%,-0.0396,0.166
ME16415,CA05861,25%,-0.0424,0.201
ME16416,CA03052,50%,-0.0739,0.367
ME16417,CA01689,100%,0.0964,0.476
ME16418,CA04734,50%,-0.2968,0.149
ME16419,CA01841,75%,0.0576,0.293
ME16420,CA00494,75%,0.0722,0.484
ME16421,CA06456,50%,-0.1972,0.208
ME16422,CA05574,100%,0.1464,0.312
ME16423,CA04276,50%,0.1463,0.293
ME16424,CA04166,50%,0.1956,0.461
ME16425,CA05993,50%,0.1127,0.184
ME16426,CA02895,50%,-0.2169,0.146
ME16427,CA06222,25%,-0.0406,0.337
ME16428,CA05787,25%,-0.2865,0.429
ME16429,CA02106,25%,0.1541,0.338
ME16430,CA01746,50%,0.2689,0.383
ME16431,CA04429,50%,-0.3069,0.229
ME16432,CA01977,75%,0.1959,0.15
ME16433,CA06000,100%,0.0953,0.2
ME16434,CA02885,100%,0.3552,0.344
ME16435,CA04879,75%,0.0148,0.445
ME16436,CA02325,75%,-0.0753,0.351
ME16437,CA02524,50%,0.115,0.246
ME16438,CA02723,100%,-0.1811,0.234
ME16439,CA06066,50%,0.0754,0.297
ME16440,CA01763,25%,0.158,0.151
ME16441,CA01935,50%,0.2619,0.146
ME16442,CA00619,25%,0.1248,0.46
ME16443,CA03359,50%,-0.101,0.473
ME16444,CA06024,50%,-0.0702,0.427
ME16445,CA05243,25%,0.1799,0.347
ME16446,CA05364,50%,-0.3685,0.24
ME16447,CA03599,25%,0.1974,0.433
ME16448,CA04203,50%,0.5896,0.164
ME16449,CA03359,100%,0.1742,0.13
ME16450,CA03046,75%,0.0836,0.49
ME16451,CA03865,25%,-0.2592,0.453
ME16452,CA04307,75%,0.2541,0.411
ME16453,CA06329,50%,0.125,0.312
ME16454,CA01320,50%,-0.0932,0.279
ME16455,CA00217,75%,0.4049,0.275
ME16456,CA00227,75%,0.0621,0.16
ME16457,CA04974,75%,0.2705,0.481
ME16458,CA00154,100%,-0.1778,0.462
ME16459,CA00038,75%,0.2823,0.298
ME16460,CA04355,25%,-0.2504,0.193
ME16461,CA05788,75%,0.1448,0.318
ME16462,CA02549,50%,-0.1502,0.235
ME16463,CA02272,100%,-0.2198,0.377
ME16464,CA00031,50%,0.0908,0.439
ME16465,CA04264,75%,-0.1787,0.136
ME16466,CA00099,100%,-0.1869,0.136
ME16467,CA01600,25%,-0.0545,0.28
ME16468,CA03837,25%,-0.1078,0.362
ME16469,CA02809,25%,-0.2207,0.169
ME16470,CA06874,100%,-0.0902,0.131
ME16471,CA05568,100%,-0.2025,0.139
ME16472,CA04561,25%,0.0734,0.254
ME16473,CA00719,50%,-0.3913,0.105
ME16474,CA06992,50%,-0.045,0.226
ME16475,CA01427,100%,0.2378,0.128
ME16476,CA01583,75%,-0.4189,0.444
ME16477,CA04814,75%,-0.2126,0.124
ME16478,CA05552,75%,0.225,0.223
ME16479,CA05808,50%,-0.2299,0.345
ME16480,CA03250,25%,-0.042,0.272
ME16481,CA00100,100%,-0.1162,0.441
ME16482,CA05024,25%,-0.4332,0.153
ME16483,CA06579,100%,-0.2161,0.324
ME16484,CA01570,50%,-0.1208,0.459
ME16485,CA06549,50%,0.1878,0.414
ME16486,CA00143,75%,0.0676,0.43
ME16487,CA04879,75%,-0.1504,0.145
ME16488,CA05335,75%,-0.0826,0.435
ME16489,CA00236,50%,-0.1415,0.346
ME16490,CA02288,25%,-0.0371,0.426
ME16491,CA04332,25%,-0.2582,0.125
ME16492,CA02941,50%,0.058,0.444
ME16493,CA05388,75%,0.1089,0.434
ME16494,CA00872,75%,0.0312,0.187
ME16495,CA06062,100%,-0.0551,0.486
ME16496,CA06502,100%,-0.2812,0.313
ME16497,CA02487,75%,0.0926,0.483
ME16498,CA02597,100%,0.1292,0.274
ME16499,CA06406,50%,-0.0021,0.308
ME16500,CA06624,25%,-0.2515,0.431
ME16501,CA04253,50%,-0.0112,0.398
ME16502,CA03635,100%,-0.0046,0.472
ME16503,CA02168,75%,0.1365,0.261
ME16504,CA01734,100%,-0.0495,0.476
ME16505,CA03654,25%,-0.0537,0.247
ME16506,CA03555,75%,-0.2327,0.157
ME16507,CA06885,25%,-0.1189,0.341
ME16508,CA01486,50%,0.0677,0.248
ME16509,CA01978,25%,-0.2086,0.164
ME16510,CA05555,50%,0.0269,0.364
ME16511,CA06292,25%,-0.0225,0.399
ME16512,CA04922,25%,-0.2514,0.229
ME16513,CA06324,50%,-0.1736,0.484
ME16514,CA00416,50%,0.6434,0.22
ME16515,CA02048,100%,-0.1766,0.45
