calibracao_id;equipamento_id;laboratorio_id;data_programada;data_realizada;custo;resultado
CA05680;EQ01332;LB023;2025-05-05 00:00:00;2024-10-07;657,78;Aprovado
CA05681;EQ01136;LB001;2024-10-28 00:00:00;2024-12-26;958,57;Aprovado
CA05682;EQ00901;LB025;2024-06-23 00:00:00;2025-07-30;442,51;Aprovado
CA05683;EQ00241;LB004;2025-06-18 00:00:00;2026-07-18;1223,26;Aprovado
CA05684;EQ00185;LB018;2026-06-07 00:00:00;2025-03-23;735,51;Aprovado
CA05685;EQ00812;LB006;2025-10-20 00:00:00;2025-03-06;1403,84;Aprovado
CA05686;EQ00845;LB003;2025-10-07 00:00:00;2025-09-06;1295,04;Ajustado
CA05687;EQ00198;LB022;2024-03-16 00:00:00;2026-06-06;496,0;Aprovado
CA05688;EQ00471;LB025;2026-02-17 00:00:00;2026-07-19;294,79;Aprovado
CA05689;EQ00536;LB013;2026-02-03 00:00:00;2026-05-03;512,43;Aprovado
CA05690;EQ00685;LB016;2026-02-14 00:00:00;2025-07-17;639,11;Aprovado
CA05691;EQ01399;LB001;2025-09-25 00:00:00;2025-05-07;797,66;Aprovado
CA05692;EQ00584;LB025;2024-10-05 00:00:00;2025-02-04;1178,17;Aprovado
CA05693;EQ00367;LB025;2024-10-26 00:00:00;2024-09-01;1041,87;Aprovado
CA05694;EQ00959;LB007;2025-03-16 00:00:00;2025-04-30;1157,22;Aprovado
CA05695;EQ01029;LB009;2024-03-07 00:00:00;2024-10-11;1219,32;Aprovado
CA05696;EQ00033;LB010;2025-08-01 00:00:00;2025-12-03;1593,51;Aprovado
CA05697;EQ01142;LB020;2024-01-14 00:00:00;2024-02-21;1469,84;Aprovado
CA05698;EQ00259;LB025;2026-07-15 00:00:00;2024-08-11;1437,82;Aprovado
CA05699;EQ01259;LB007;2026-06-19 00:00:00;2026-07-29;1320,52;Aprovado
CA05700;EQ01138;LB016;2025-08-05 00:00:00;2024-05-03;1572,69;Reprovado
CA05701;EQ00271;LB023;2025-03-23 00:00:00;2025-01-25;911,62;Aprovado
CA05702;EQ01334;LB004;2024-07-03 00:00:00;2025-06-01;479,09;Aprovado
CA05703;EQ00410;LB010;2024-06-13 00:00:00;2024-02-24;862,72;Aprovado
CA05704;EQ00086;LB003;2025-11-21 00:00:00;2025-02-28;527,59;Aprovado
CA05705;EQ01044;LB023;2024-02-04 00:00:00;2024-11-08;946,78;Aprovado
CA05706;EQ01013;LB008;2025-03-14 00:00:00;2025-06-12;1131,86;Ajustado
CA05707;EQ00226;LB009;2024-10-09 00:00:00;2024-03-25;573,01;Aprovado
CA05708;EQ01299;LB021;2025-02-25 00:00:00;2026-02-19;1420,46;Aprovado
CA05709;EQ00249;LB012;2024-06-12 00:00:00;2024-06-30;1090,69;Aprovado
CA05710;EQ00820;LB013;2026-03-20 00:00:00;2026-06-26;1346,0;Aprovado
CA05711;EQ00453;LB004;2024-09-20 00:00:00;2025-08-02;360,65;Aprovado
CA05712;EQ00689;LB016;2025-06-14 00:00:00;2025-08-02;1426,52;Ajustado
CA05713;EQ01351;LB025;2026-01-19 00:00:00;2025-10-27;1173,01;Aprovado
CA05714;EQ00222;LB013;2025-11-04 00:00:00;2026-02-12;1423,57;Aprovado
CA05715;EQ00203;LB006;2024-03-17 00:00:00;2026-04-18;1079,79;Aprovado
CA05716;EQ00661;LB007;2025-11-04 00:00:00;2024-08-10;1164,51;Aprovado
CA05717;EQ00160;LB020;2025-03-16 00:00:00;2025-04-21;1139,36;Aprovado
CA05718;EQ00732;LB003;2025-10-25 00:00:00;2026-05-10;176,2;Aprovado
CA05719;EQ00203;LB021;2026-07-12 00:00:00;2024-09-30;673,38;Aprovado
CA05720;EQ00090;LB018;2024-05-20 00:00:00;2024-04-01;232,02;Ajustado
CA05721;EQ00213;LB015;2024-09-08 00:00:00;2025-05-24;1186,32;Aprovado
CA05722;EQ00777;LB014;2024-09-01 00:00:00;2026-05-13;1389,7;Aprovado
CA05723;EQ00161;LB006;2025-02-01 00:00:00;2026-04-26;1493,01;Aprovado
CA05724;EQ00733;LB008;2024-03-10 00:00:00;2024-12-24;964,16;Aprovado
CA05725;EQ01279;LB001;2024-04-03 00:00:00;2024-11-07;188,94;Aprovado
CA05726;EQ00698;LB021;2024-06-30 00:00:00;2025-07-07;247,46;Aprovado
CA05727;EQ00424;LB004;2024-08-31 00:00:00;2026-07-19;1005,55;Aprovado
CA05728;EQ00173;LB021;2025-12-06 00:00:00;2025-03-23;137,19;Aprovado
CA05729;EQ00518;LB010;2025-10-22 00:00:00;2025-01-01;301,92;Aprovado
CA05730;EQ00016;LB017;2026-05-03 00:00:00;2024-07-06;1210,16;Aprovado
CA05731;EQ00564;LB011;2024-10-29 00:00:00;2024-10-29;199,49;Aprovado
CA05732;EQ00229;LB024;2025-01-02 00:00:00;2026-07-11;725,29;Aprovado
CA05733;EQ00086;LB017;2026-05-10 00:00:00;2025-02-13;1109,79;Reprovado
CA05734;EQ00592;LB005;2026-03-30 00:00:00;2024-10-14;1529,5;Aprovado
CA05735;EQ00630;LB023;2025-06-16 00:00:00;2024-04-29;395,59;Aprovado
CA05736;EQ00500;LB001;2025-11-15 00:00:00;2025-01-20;1250,72;Aprovado
CA05737;EQ01370;LB021;2025-05-01 00:00:00;2025-04-24;475,88;Ajustado
CA05738;EQ01080;LB014;2025-06-04 00:00:00;2025-09-22;1298,34;Aprovado
CA05739;EQ00957;LB005;2024-12-02 00:00:00;2024-07-24;188,22;Reprovado
CA05740;EQ00063;LB004;2025-11-23 00:00:00;2025-09-23;1119,39;Aprovado
CA05741;EQ00052;LB009;2026-03-23 00:00:00;2025-05-15;1336,43;Ajustado
CA05742;EQ01109;LB006;2025-04-22 00:00:00;2025-03-04;733,83;Aprovado
CA05743;EQ00914;LB018;2026-01-26 00:00:00;2025-12-29;511,23;Aprovado
CA05744;EQ00220;LB009;2024-01-01 00:00:00;2026-07-31;841,53;Aprovado
CA05745;EQ00889;LB014;2025-11-30 00:00:00;2024-05-09;1544,88;Aprovado
CA05746;EQ00803;LB018;2024-05-05 00:00:00;2024-12-28;624,86;Aprovado
CA05747;EQ00268;LB004;2024-06-08 00:00:00;2024-03-15;854,5;Aprovado
CA05748;EQ01223;LB002;2024-03-17 00:00:00;2026-05-04;785,74;Aprovado
CA05749;EQ00999;LB010;2026-07-16 00:00:00;2024-07-21;1390,52;Aprovado
CA05750;EQ01274;LB009;2024-11-26 00:00:00;2026-07-26;420,29;Ajustado
CA05751;EQ01307;LB008;2025-05-31 00:00:00;2026-02-06;716,71;Reprovado
CA05752;EQ00834;LB012;2025-10-24 00:00:00;2025-09-17;324,32;Aprovado
CA05753;EQ01391;LB005;2024-03-03 00:00:00;2025-07-26;438,84;Aprovado
CA05754;EQ00049;LB017;2025-09-15 00:00:00;2025-09-14;1106,4;Aprovado
CA05755;EQ01358;LB005;2024-01-04 00:00:00;2024-04-28;566,26;Aprovado
CA05756;EQ01084;LB004;2025-10-06 00:00:00;2025-11-29;580,03;Aprovado
CA05757;EQ01230;LB022;2026-02-16 00:00:00;2026-03-02;846,54;Ajustado
CA05758;EQ00870;LB023;2026-02-28 00:00:00;2025-08-21;99,8;Ajustado
CA05759;EQ00950;LB002;2025-02-02 00:00:00;2025-11-18;429,85;Aprovado
CA05760;EQ01113;LB003;2025-05-01 00:00:00;2024-12-01;667,0;Aprovado
CA05761;EQ00964;LB023;2026-01-10 00:00:00;2025-06-30;1026,29;Aprovado
CA05762;EQ00451;LB015;2025-12-27 00:00:00;2024-05-11;517,21;Ajustado
CA05763;EQ00071;LB015;2026-01-03 00:00:00;2026-07-12;1566,77;Aprovado
CA05764;EQ00633;LB022;2024-05-21 00:00:00;2024-12-02;1232,25;Aprovado
CA05765;EQ00380;LB012;2024-09-02 00:00:00;2024-03-24;187,99;Aprovado
CA05766;EQ01070;LB019;2024-10-17 00:00:00;2024-01-11;768,66;Aprovado
CA05767;EQ00880;LB001;2024-12-11 00:00:00;2024-05-14;1355,52;Aprovado
CA05768;EQ00166;LB021;2026-07-03 00:00:00;2026-04-09;1425,0;Aprovado
CA05769;EQ00470;LB018;2024-09-02 00:00:00;2025-04-29;860,66;Aprovado
CA05770;EQ01225;LB013;2025-08-27 00:00:00;2025-10-19;1119,61;Aprovado
CA05771;EQ00486;LB018;2024-11-12 00:00:00;2025-04-23;1153,62;Aprovado
CA05772;EQ00278;LB018;2025-08-08 00:00:00;2024-02-24;923,63;Aprovado
CA05773;EQ00987;LB010;2024-11-07 00:00:00;2025-06-22;1578,38;Aprovado
CA05774;EQ00864;LB005;2025-12-06 00:00:00;2025-11-15;1143,37;Aprovado
CA05775;EQ00684;LB023;2025-02-19 00:00:00;2025-09-22;474,76;Aprovado
CA05776;EQ00564;LB004;2024-03-08 00:00:00;2024-04-02;1550,87;Ajustado
CA05777;EQ01320;LB002;2025-10-23 00:00:00;2025-07-27;541,31;Aprovado
CA05778;EQ00536;LB022;2025-08-13 00:00:00;2024-03-06;1239,39;Aprovado
CA05779;EQ00596;LB005;2025-03-14 00:00:00;2026-05-20;496,6;Aprovado
CA05780;EQ00652;LB014;2025-01-02 00:00:00;2024-10-19;210,44;Aprovado
CA05781;EQ00926;LB019;2026-04-09 00:00:00;2024-07-31;770,34;Aprovado
CA05782;EQ00514;LB001;2025-03-24 00:00:00;2026-07-19;870,79;Aprovado
CA05783;EQ00677;LB014;2025-08-08 00:00:00;2024-12-28;996,11;Aprovado
CA05784;EQ01313;LB008;2026-04-17 00:00:00;2024-11-04;1090,99;Aprovado
CA05785;EQ00143;LB004;2024-11-07 00:00:00;2025-09-29;1389,17;Aprovado
CA05786;EQ01081;LB013;2026-02-25 00:00:00;2026-01-24;179,3;Aprovado
CA05787;EQ01044;LB018;2024-12-05 00:00:00;2024-02-06;282,77;Aprovado
CA05788;EQ01369;LB009;2025-03-29 00:00:00;2025-12-24;538,96;Aprovado
CA05789;EQ00333;LB017;2025-06-24 00:00:00;2025-01-04;463,1;Aprovado
CA05790;EQ01017;LB013;2026-03-26 00:00:00;2024-02-02;1486,45;Aprovado
CA05791;EQ00598;LB011;2024-03-05 00:00:00;2025-05-10;304,76;Aprovado
CA05792;EQ00721;LB011;2024-11-09 00:00:00;2026-05-13;130,47;Aprovado
CA05793;EQ00409;LB022;2024-03-08 00:00:00;2024-04-07;1364,8;Aprovado
CA05794;EQ00760;LB024;2026-01-13 00:00:00;2025-06-09;619,16;Aprovado
CA05795;EQ01394;LB012;2025-03-13 00:00:00;2024-11-25;899,73;Aprovado
CA05796;EQ00488;LB019;2026-05-17 00:00:00;2024-04-18;1563,92;Aprovado
CA05797;EQ00599;LB004;2024-02-11 00:00:00;2024-05-10;1288,43;Aprovado
CA05798;EQ01374;LB005;2026-04-04 00:00:00;2024-11-11;676,71;Aprovado
CA05799;EQ00629;LB018;2025-05-17 00:00:00;2025-03-28;304,63;Aprovado
CA05800;EQ00065;LB022;2024-09-23 00:00:00;2025-11-04;199,58;Aprovado
CA05801;EQ00749;LB025;2024-04-29 00:00:00;2024-03-14;318,42;Aprovado
CA05802;EQ01115;LB001;2024-11-23 00:00:00;2024-07-01;1386,49;Aprovado
CA05803;EQ01348;LB023;2024-04-30 00:00:00;2025-07-07;1434,96;Aprovado
CA05804;EQ00197;LB013;2026-03-18 00:00:00;2026-04-05;1197,67;Aprovado
CA05805;EQ01226;LB016;2025-12-17 00:00:00;2025-04-30;576,86;Ajustado
CA05806;EQ00376;LB021;2026-05-18 00:00:00;2025-01-08;444,31;Aprovado
CA05807;EQ00784;LB014;2025-10-13 00:00:00;2025-08-02;298,21;Aprovado
CA05808;EQ00037;LB021;2025-11-17 00:00:00;2025-10-15;1282,26;Aprovado
CA05809;EQ01331;LB019;2025-01-28 00:00:00;2024-11-15;809,56;Aprovado
CA05810;EQ00759;LB004;2026-05-29 00:00:00;2025-03-26;148,55;Aprovado
CA05811;EQ00710;LB003;2025-03-13 00:00:00;2024-11-21;1224,63;Aprovado
CA05812;EQ00457;LB008;2024-10-28 00:00:00;2026-01-25;924,86;Aprovado
CA05813;EQ00506;LB025;2024-06-01 00:00:00;2025-07-21;158,99;Aprovado
CA05814;EQ01037;LB023;2024-09-10 00:00:00;2026-03-19;1257,19;Aprovado
CA05815;EQ00259;LB016;2026-03-30 00:00:00;2025-08-12;259,43;Aprovado
CA05816;EQ01042;LB024;2025-11-23 00:00:00;2026-04-19;482,8;Aprovado
CA05817;EQ00037;LB009;2026-04-28 00:00:00;2025-08-16;1530,56;Aprovado
CA05818;EQ01116;LB009;2024-09-06 00:00:00;2025-06-11;1243,59;Aprovado
CA05819;EQ01319;LB022;2025-07-19 00:00:00;2025-12-24;94,11;Aprovado
CA05820;EQ00433;LB015;2026-03-22 00:00:00;2025-04-18;280,5;Aprovado
CA05821;EQ00092;LB007;2024-11-17 00:00:00;2025-08-27;1190,44;Aprovado
CA05822;EQ00816;LB002;2025-05-24 00:00:00;2025-05-09;527,39;Aprovado
CA05823;EQ01162;LB024;2024-08-20 00:00:00;2025-10-08;863,34;Ajustado
CA05824;EQ00306;LB006;2025-12-08 00:00:00;2025-03-20;754,95;Aprovado
CA05825;EQ00869;LB014;2025-04-17 00:00:00;2024-01-07;181,65;Aprovado
CA05826;EQ01042;LB015;2026-07-07 00:00:00;2025-06-09;815,74;Aprovado
CA05827;EQ01046;LB006;2025-05-04 00:00:00;2026-01-03;1222,31;Aprovado
CA05828;EQ00661;LB005;2024-04-01 00:00:00;2024-08-03;290,09;Aprovado
CA05829;EQ01294;LB012;2026-06-04 00:00:00;2024-08-27;203,43;Aprovado
CA05830;EQ00774;LB012;2025-04-14 00:00:00;2026-05-03;1490,91;Ajustado
CA05831;EQ01253;LB019;2024-12-24 00:00:00;2025-10-07;211,77;Aprovado
CA05832;EQ00857;LB013;2025-04-10 00:00:00;2024-04-02;649,13;Aprovado
CA05833;EQ00892;LB016;2024-12-24 00:00:00;2025-05-15;211,83;Ajustado
CA05834;EQ01105;LB003;2024-01-17 00:00:00;2024-01-15;331,2;Aprovado
CA05835;EQ00198;LB023;2025-12-29 00:00:00;2024-09-04;340,75;Aprovado
CA05836;EQ00909;LB001;2025-05-15 00:00:00;2025-03-02;1346,51;Aprovado
CA05837;EQ01015;LB019;2026-06-08 00:00:00;2026-03-14;849,27;Aprovado
CA05838;EQ01149;LB002;2024-12-21 00:00:00;2025-01-10;1521,86;Aprovado
CA05839;EQ00659;LB019;2026-06-21 00:00:00;2024-08-03;1499,78;Ajustado
CA05840;EQ00879;LB011;2024-01-24 00:00:00;2024-02-16;532,3;Aprovado
CA05841;EQ00031;LB023;2024-09-29 00:00:00;2025-08-07;1359,65;Aprovado
CA05842;EQ01097;LB010;2024-12-09 00:00:00;2026-02-26;93,91;Aprovado
CA05843;EQ00428;LB011;2025-09-20 00:00:00;2025-08-24;1565,36;Aprovado
CA05844;EQ00762;LB004;2024-05-14 00:00:00;2025-10-26;92,22;Aprovado
CA05845;EQ00218;LB010;2024-03-05 00:00:00;2024-08-05;275,45;Aprovado
CA05846;EQ01087;LB011;2024-02-03 00:00:00;2024-09-15;1107,11;Aprovado
CA05847;EQ00498;LB004;2026-04-05 00:00:00;2026-03-05;506,06;Ajustado
CA05848;EQ00789;LB015;2024-06-13 00:00:00;2026-04-09;1196,05;Aprovado
CA05849;EQ01370;LB005;2025-03-23 00:00:00;2026-04-26;762,27;Aprovado
CA05850;EQ01273;LB022;2025-03-06 00:00:00;2025-07-05;618,19;Aprovado
CA05851;EQ01334;LB011;2026-06-06 00:00:00;2024-02-29;1095,66;Aprovado
CA05852;EQ00307;LB024;2026-04-16 00:00:00;2026-03-21;1340,7;Aprovado
CA05853;EQ00312;LB016;2024-03-28 00:00:00;2026-05-24;401,15;Aprovado
CA05854;EQ00142;LB008;2026-01-28 00:00:00;2025-08-16;1225,67;Aprovado
CA05855;EQ00628;LB020;2024-06-08 00:00:00;2024-01-19;1313,9;Ajustado
CA05856;EQ00470;LB008;2025-05-19 00:00:00;2026-05-17;1092,54;Aprovado
CA05857;EQ00557;LB013;2025-10-07 00:00:00;2024-05-02;919,13;Aprovado
CA05858;EQ00299;LB023;2024-01-24 00:00:00;2024-06-24;1246,67;Aprovado
CA05859;EQ00036;LB013;2024-02-03 00:00:00;2024-04-20;863,51;Aprovado
CA05860;EQ00860;LB003;2024-05-23 00:00:00;2025-07-17;952,93;Ajustado
CA05861;EQ00579;LB022;2025-04-02 00:00:00;2025-05-01;97,03;Aprovado
CA05862;EQ01031;LB008;2026-02-14 00:00:00;2025-03-08;1360,62;Aprovado
CA05863;EQ01315;LB017;2025-09-23 00:00:00;2024-07-22;1115,74;Aprovado
CA05864;EQ00561;LB017;2025-01-13 00:00:00;2025-05-29;460,7;Aprovado
CA05865;EQ00140;LB017;2025-07-17 00:00:00;2025-04-24;697,13;Aprovado
CA05866;EQ00735;LB018;2025-06-04 00:00:00;2026-03-26;1247,37;Aprovado
CA05867;EQ00631;LB009;2025-10-07 00:00:00;2026-03-08;870,29;Aprovado
CA05868;EQ01278;LB015;2024-02-01 00:00:00;2026-01-05;277,25;Aprovado
CA05869;EQ00844;LB004;2025-05-15 00:00:00;2026-04-07;1360,21;Reprovado
CA05870;EQ00992;LB021;2024-02-09 00:00:00;2025-11-14;433,53;Aprovado
CA05871;EQ01127;LB020;2024-05-22 00:00:00;2024-02-01;1215,96;Aprovado
CA05872;EQ00737;LB018;2024-05-15 00:00:00;2025-05-14;718,58;Aprovado
CA05873;EQ00411;LB012;2025-12-04 00:00:00;2026-02-27;97,51;Aprovado
CA05874;EQ01074;LB023;2024-07-15 00:00:00;2024-12-07;662,46;Aprovado
CA05875;EQ00761;LB011;2024-01-19 00:00:00;2026-07-17;1407,98;Aprovado
CA05876;EQ00757;LB025;2025-05-05 00:00:00;2024-06-08;393,0;Aprovado
CA05877;EQ00320;LB007;2025-11-06 00:00:00;2024-04-03;1155,26;Ajustado
CA05878;EQ00987;LB017;2025-07-23 00:00:00;2024-04-16;148,41;Aprovado
CA05879;EQ00689;LB009;2025-02-18 00:00:00;2025-01-29;1567,97;Aprovado
CA05880;EQ00625;LB021;2025-01-25 00:00:00;2025-01-23;698,37;Aprovado
CA05881;EQ00215;LB018;2024-10-02 00:00:00;2026-03-25;1229,34;Aprovado
CA05882;EQ00964;LB025;2025-07-24 00:00:00;2024-10-05;1209,17;Aprovado
CA05883;EQ01331;LB012;2025-03-29 00:00:00;2025-09-20;246,88;Aprovado
CA05884;EQ01259;LB022;2026-04-08 00:00:00;2025-02-14;1338,19;Aprovado
CA05885;EQ01398;LB016;2024-08-27 00:00:00;2024-08-14;1507,57;Aprovado
CA05886;EQ00032;LB005;2024-06-25 00:00:00;2025-09-30;1439,68;Aprovado
CA05887;EQ01149;LB025;2026-03-30 00:00:00;2025-01-10;1261,18;Aprovado
CA05888;EQ00426;LB019;2024-04-27 00:00:00;2024-07-23;828,26;Reprovado
CA05889;EQ00231;LB014;2025-06-02 00:00:00;2025-01-17;531,75;Reprovado
CA05890;EQ00959;LB008;2024-02-26 00:00:00;2024-09-16;1166,17;Aprovado
CA05891;EQ00702;LB024;2024-12-27 00:00:00;2024-11-27;1575,05;Aprovado
CA05892;EQ00002;LB020;2024-05-20 00:00:00;2025-01-26;1010,46;Aprovado
CA05893;EQ00605;LB022;2024-01-09 00:00:00;2026-03-30;319,87;Aprovado
CA05894;EQ00082;LB019;2025-01-09 00:00:00;2024-08-24;548,5;Aprovado
CA05895;EQ00444;LB019;2025-03-27 00:00:00;2026-04-11;606,64;Aprovado
CA05896;EQ00633;LB005;2025-05-27 00:00:00;2025-02-27;820,64;Aprovado
CA05897;EQ00800;LB001;2025-03-02 00:00:00;2025-10-18;484,86;Aprovado
CA05898;EQ00004;LB009;2026-07-06 00:00:00;2025-03-29;1560,98;Aprovado
CA05899;EQ00600;LB021;2024-02-24 00:00:00;2024-04-07;698,73;Aprovado
CA05900;EQ00641;LB006;2025-02-14 00:00:00;2024-10-25;797,39;Aprovado
CA05901;EQ00451;LB019;2024-08-02 00:00:00;2024-08-19;458,65;Aprovado
CA05902;EQ00053;LB003;2026-07-23 00:00:00;2024-02-10;915,33;Ajustado
CA05903;EQ01372;LB018;2025-08-11 00:00:00;2024-01-19;548,81;Aprovado
CA05904;EQ01269;LB021;2025-04-17 00:00:00;2026-02-01;1051,86;Aprovado
CA05905;EQ00744;LB011;2025-10-18 00:00:00;2026-07-30;114,38;Aprovado
CA05906;EQ01272;LB017;2026-05-05 00:00:00;2024-02-27;1189,41;Aprovado
CA05907;EQ00142;LB006;2024-09-13 00:00:00;2025-09-28;315,04;Aprovado
CA05908;EQ01035;LB001;2024-01-09 00:00:00;2024-01-24;665,29;Aprovado
CA05909;EQ00077;LB024;2026-06-26 00:00:00;2026-02-23;215,03;Aprovado
CA05910;EQ00035;LB013;2025-03-27 00:00:00;2025-09-11;1021,67;Aprovado
CA05911;EQ01075;LB002;2026-06-04 00:00:00;2026-07-26;1352,24;Aprovado
CA05912;EQ00780;LB022;2024-12-27 00:00:00;2024-12-24;748,42;Aprovado
CA05913;EQ00102;LB013;2025-09-28 00:00:00;2024-12-01;249,73;Ajustado
CA05914;EQ00263;LB012;2025-01-09 00:00:00;2024-08-12;1384,72;Aprovado
CA05915;EQ00679;LB021;2026-04-06 00:00:00;2025-04-25;648,69;Ajustado
CA05916;EQ00446;LB025;2026-05-15 00:00:00;2025-10-14;540,57;Aprovado
CA05917;EQ00507;LB019;2026-02-19 00:00:00;2024-05-31;539,49;Ajustado
CA05918;EQ00595;LB020;2025-04-29 00:00:00;2026-03-17;687,13;Aprovado
CA05919;EQ00748;LB011;2024-06-01 00:00:00;2025-05-26;1183,87;Aprovado
CA05920;EQ01212;LB012;2025-08-25 00:00:00;2025-09-10;487,44;Aprovado
CA05921;EQ00943;LB009;2026-01-21 00:00:00;2024-01-11;643,97;Aprovado
CA05922;EQ00145;LB016;2025-11-12 00:00:00;2025-11-11;1567,67;Aprovado
CA05923;EQ01028;LB005;2025-05-25 00:00:00;2026-01-17;1243,19;Aprovado
CA05924;EQ00820;LB017;2025-02-17 00:00:00;2026-02-22;1488,67;Aprovado
CA05925;EQ01095;LB023;2025-02-14 00:00:00;2024-06-05;1380,39;Aprovado
CA05926;EQ00545;LB011;2025-01-19 00:00:00;2026-05-30;299,54;Aprovado
CA05927;EQ00623;LB008;2024-09-06 00:00:00;2025-03-28;1099,4;Aprovado
CA05928;EQ01009;LB023;2025-11-06 00:00:00;2026-06-29;1006,43;Ajustado
CA05929;EQ00670;LB010;2026-02-26 00:00:00;2024-08-18;955,45;Aprovado
CA05930;EQ01284;LB005;2024-07-12 00:00:00;2025-09-27;1584,38;Aprovado
CA05931;EQ00748;LB014;2025-10-24 00:00:00;2025-04-25;1228,14;Aprovado
CA05932;EQ00909;LB011;2026-05-21 00:00:00;2025-11-30;185,74;Aprovado
CA05933;EQ01193;LB005;2024-08-03 00:00:00;2025-09-06;153,54;Aprovado
CA05934;EQ00415;LB003;2025-02-16 00:00:00;2024-03-02;1074,31;Aprovado
CA05935;EQ01132;LB019;2025-11-11 00:00:00;2024-08-17;204,37;Aprovado
CA05936;EQ00723;LB006;2024-02-26 00:00:00;2024-09-25;399,71;Aprovado
CA05937;EQ01145;LB025;2025-12-03 00:00:00;2024-10-21;1408,89;Aprovado
CA05938;EQ00839;LB025;2024-08-14 00:00:00;2025-06-12;1163,56;Aprovado
CA05939;EQ01245;LB020;2024-04-15 00:00:00;2024-12-07;392,46;Aprovado
CA05940;EQ00887;LB003;2025-01-16 00:00:00;2024-01-13;714,72;Aprovado
CA05941;EQ00611;LB005;2025-09-02 00:00:00;2026-05-29;1204,32;Aprovado
CA05942;EQ00270;LB015;2024-10-14 00:00:00;2024-01-11;591,02;Aprovado
CA05943;EQ00751;LB014;2024-03-04 00:00:00;2025-09-15;589,21;Aprovado
CA05944;EQ01299;LB015;2026-05-28 00:00:00;2024-08-03;730,39;Aprovado
CA05945;EQ00677;LB009;2025-07-29 00:00:00;2024-11-03;583,31;Aprovado
CA05946;EQ01216;LB004;2024-08-13 00:00:00;2024-05-03;1494,45;Aprovado
CA05947;EQ01238;LB020;2026-01-11 00:00:00;2024-12-24;1594,91;Aprovado
CA05948;EQ00031;LB021;2026-01-03 00:00:00;2025-06-01;328,05;Aprovado
CA05949;EQ00438;LB008;2024-01-12 00:00:00;2026-02-07;766,43;Aprovado
CA05950;EQ01177;LB009;2024-05-13 00:00:00;2024-01-01;1470,53;Aprovado
CA05951;EQ00495;LB013;2025-10-11 00:00:00;2025-04-05;362,07;Aprovado
CA05952;EQ00820;LB015;2026-07-08 00:00:00;2025-09-07;1258,34;Aprovado
CA05953;EQ00776;LB007;2026-03-09 00:00:00;2024-08-04;1588,28;Aprovado
CA05954;EQ00702;LB008;2024-06-06 00:00:00;2025-08-09;1561,68;Aprovado
CA05955;EQ00107;LB002;2024-10-04 00:00:00;2024-02-26;497,8;Aprovado
CA05956;EQ00872;LB001;2025-12-22 00:00:00;2025-11-07;1059,43;Ajustado
CA05957;EQ01073;LB006;2025-01-04 00:00:00;2024-05-02;1002,59;Ajustado
CA05958;EQ00532;LB007;2024-06-02 00:00:00;2026-03-06;955,67;Aprovado
CA05959;EQ00945;LB017;2025-10-15 00:00:00;2026-06-06;1392,2;Aprovado
CA05960;EQ01318;LB015;2025-06-14 00:00:00;2025-09-25;1247,26;Ajustado
CA05961;EQ00795;LB020;2024-01-18 00:00:00;2026-06-02;1229,12;Aprovado
CA05962;EQ00087;LB017;2025-04-16 00:00:00;2024-03-24;922,35;Aprovado
CA05963;EQ00305;LB017;2025-09-30 00:00:00;2025-01-21;165,93;Ajustado
CA05964;EQ01238;LB022;2024-04-17 00:00:00;2024-06-16;1379,67;Aprovado
CA05965;EQ00494;LB008;2025-03-16 00:00:00;2024-08-09;431,34;Aprovado
CA05966;EQ00110;LB007;2024-03-20 00:00:00;2026-03-21;470,47;Aprovado
CA05967;EQ00375;LB012;2025-09-01 00:00:00;2025-06-22;168,51;Aprovado
CA05968;EQ00350;LB004;2024-04-09 00:00:00;2026-06-17;1562,97;Reprovado
CA05969;EQ00836;LB016;2025-08-27 00:00:00;2024-04-02;125,75;Aprovado
CA05970;EQ00778;LB014;2025-02-05 00:00:00;2024-10-12;1093,55;Aprovado
CA05971;EQ00733;LB022;2025-03-29 00:00:00;2026-01-27;1482,36;Aprovado
CA05972;EQ01088;LB006;2024-06-13 00:00:00;2025-08-16;1095,38;Aprovado
CA05973;EQ00660;LB013;2026-05-21 00:00:00;2025-12-08;200,36;Aprovado
CA05974;EQ00555;LB019;2025-06-08 00:00:00;2025-05-16;678,93;Aprovado
CA05975;EQ00571;LB012;2025-07-17 00:00:00;2024-08-19;420,98;Aprovado
CA05976;EQ01148;LB012;2026-03-24 00:00:00;2025-05-10;1397,32;Aprovado
CA05977;EQ01033;LB005;2026-02-08 00:00:00;2025-12-27;963,71;Aprovado
CA05978;EQ00477;LB025;2026-01-06 00:00:00;2025-09-05;712,41;Aprovado
CA05979;EQ00243;LB023;2024-12-09 00:00:00;2025-10-08;1507,97;Ajustado
CA05980;EQ01068;LB007;2025-09-27 00:00:00;2024-01-15;169,51;Aprovado
CA05981;EQ00100;LB018;2024-02-07 00:00:00;2025-07-09;908,75;Aprovado
CA05982;EQ00367;LB023;2025-04-11 00:00:00;2026-05-12;1217,44;Aprovado
CA05983;EQ01036;LB022;2025-10-07 00:00:00;2024-11-11;526,22;Reprovado
CA05984;EQ00592;LB013;2024-10-24 00:00:00;2024-11-06;886,05;Aprovado
CA05985;EQ00538;LB013;2024-12-02 00:00:00;2026-07-05;430,48;Aprovado
CA05986;EQ00352;LB025;2024-06-26 00:00:00;2025-03-21;641,28;Aprovado
