visita_id,terceiro_id,data_visita,unidade,motivo,status
VI08164,TE00381,2024-05-10,Joinville,Entrega,Realizada
VI08165,TE02824,2025-12-31,Joinville,Entrega,Realizada
VI08166,TE01899,2026-06-29,Joinville,Entrega,Realizada
VI08167,TE00729,2025-12-08,Jaboticabal,Auditoria,Realizada
VI08168,TE02251,2024-10-01,Joinville,Serviço,Realizada
VI08169,TE02894,2025-02-19,Jaboticabal,Reunião,Cancelada
VI08170,TE03039,2025-06-16,Jaboticabal,Entrega,Realizada
VI08171,TE00524,2024-05-30,Jaboticabal,Auditoria,Realizada
VI08172,TE00283,2026-03-13,Jaboticabal,Reunião,Realizada
VI08173,TE01563,2025-10-02,Guarulhos,Entrega,Realizada
VI08174,TE02118,2024-03-12,Joinville,Entrega,Realizada
VI08175,TE00712,2026-04-08,Jaboticabal,Auditoria,Realizada
VI08176,TE01705,2024-11-10,Guarulhos,Auditoria,Agendada
VI08177,TE02126,2024-02-26,Guarulhos,Entrega,Agendada
VI08178,TE01258,2025-07-24,Joinville,Auditoria,Realizada
VI08179,TE02482,2026-01-24,Jaboticabal,Reunião,Realizada
VI08180,TE00947,2026-03-28,Guarulhos,Reunião,Realizada
VI08181,TE02605,2025-05-03,Guarulhos,Reunião,Realizada
VI08182,TE01089,2024-08-03,Joinville,Entrega,Realizada
VI08183,TE01052,2026-03-30,Joinville,Auditoria,Realizada
VI08184,TE00536,2026-01-29,Jaboticabal,Reunião,Realizada
VI08185,TE00612,2024-08-03,Guarulhos,Entrega,Realizada
VI08186,TE03186,2026-07-19,Jaboticabal,Auditoria,Realizada
VI08187,TE00971,2026-04-04,Joinville,Auditoria,Realizada
VI08188,TE00417,2024-03-04,Jaboticabal,Auditoria,Realizada
VI08189,TE02057,2026-06-26,Joinville,Entrega,Realizada
VI08190,TE00198,2025-11-12,Joinville,Entrega,Realizada
VI08191,TE00085,2025-01-11,Joinville,Entrega,Realizada
VI08192,TE02526,2026-03-18,Jaboticabal,Serviço,Cancelada
VI08193,TE00162,2024-01-01,Guarulhos,Auditoria,Realizada
VI08194,TE01049,2025-02-25,Jaboticabal,Reunião,Realizada
VI08195,TE00948,2025-01-14,Guarulhos,Reunião,Realizada
VI08196,TE03161,2026-07-04,Jaboticabal,Serviço,Realizada
VI08197,TE02773,2025-06-04,Joinville,Reunião,Realizada
VI08198,TE00183,2024-09-08,Jaboticabal,Entrega,Realizada
VI08199,TE00360,2026-05-06,Joinville,Serviço,Realizada
VI08200,TE00400,2024-01-15,Jaboticabal,Serviço,Agendada
VI08201,TE00886,2025-10-30,Joinville,Entrega,Cancelada
VI08202,TE01505,2026-02-16,Guarulhos,Auditoria,Realizada
VI08203,TE01557,2026-05-10,Jaboticabal,Entrega,Agendada
VI08204,TE03118,2024-06-17,Guarulhos,Auditoria,Realizada
VI08205,TE02480,2024-05-14,Joinville,Auditoria,Realizada
VI08206,TE02078,2025-08-10,Jaboticabal,Entrega,Realizada
VI08207,TE00931,2026-03-31,Jaboticabal,Reunião,Realizada
VI08208,TE00315,2025-08-19,Jaboticabal,Reunião,Agendada
VI08209,TE00984,2024-07-30,Joinville,Reunião,Realizada
VI08210,TE00518,2025-10-23,Joinville,Reunião,Cancelada
VI08211,TE00476,2024-07-20,Joinville,Reunião,Realizada
VI08212,TE02098,2026-05-18,Guarulhos,Reunião,Realizada
VI08213,TE00610,2024-03-21,Jaboticabal,Serviço,Realizada
VI08214,TE02339,2024-09-29,Joinville,Auditoria,Realizada
VI08215,TE00813,2026-01-08,Jaboticabal,Auditoria,Agendada
VI08216,TE02097,2026-04-22,Joinville,Reunião,Realizada
VI08217,TE02228,2026-03-01,Joinville,Reunião,Realizada
VI08218,TE02897,2024-09-17,Joinville,Auditoria,Realizada
VI08219,TE01182,2024-05-24,Jaboticabal,Serviço,Agendada
VI08220,TE02435,2026-06-22,Guarulhos,Entrega,Realizada
VI08221,TE01642,2026-05-29,Guarulhos,Auditoria,Realizada
VI08222,TE02792,2025-05-26,Joinville,Reunião,Realizada
VI08223,TE00499,2024-02-25,Guarulhos,Serviço,Realizada
VI08224,TE01473,2025-12-12,Guarulhos,Serviço,Realizada
VI08225,TE01123,2024-05-08,Guarulhos,Reunião,Realizada
VI08226,TE01994,2025-09-15,Guarulhos,Reunião,Realizada
VI08227,TE00470,2025-09-16,Guarulhos,Auditoria,Realizada
VI08228,TE00209,2024-01-29,Jaboticabal,Reunião,Realizada
VI08229,TE02962,2025-06-29,Guarulhos,Serviço,Realizada
VI08230,TE00914,2025-09-15,Jaboticabal,Auditoria,Realizada
VI08231,TE01056,2025-06-03,Joinville,Reunião,Cancelada
VI08232,TE00514,2026-02-12,Guarulhos,Reunião,Realizada
VI08233,TE00333,2025-05-05,Joinville,Auditoria,Agendada
VI08234,TE02013,2024-07-12,Joinville,Entrega,Realizada
VI08235,TE01576,2024-01-10,Jaboticabal,Serviço,Realizada
VI08236,TE00747,2025-06-11,Joinville,Serviço,Realizada
VI08237,TE01408,2024-10-02,Joinville,Reunião,Realizada
VI08238,TE02255,2024-03-03,Joinville,Entrega,Realizada
VI08239,TE00695,2026-02-04,Joinville,Entrega,Realizada
VI08240,TE02470,2025-07-12,Joinville,Serviço,Realizada
VI08241,TE01386,2026-02-26,Jaboticabal,Auditoria,Realizada
VI08242,TE03155,2025-08-12,Jaboticabal,Reunião,Realizada
VI08243,TE02671,2025-03-26,Joinville,Serviço,Realizada
VI08244,TE01468,2026-05-29,Jaboticabal,Entrega,Cancelada
VI08245,TE02430,2026-03-25,Joinville,Entrega,Realizada
VI08246,TE02300,2025-01-22,Guarulhos,Reunião,Realizada
VI08247,TE02134,2025-03-04,Jaboticabal,Auditoria,Realizada
VI08248,TE00983,2024-01-20,Joinville,Reunião,Cancelada
VI08249,TE01200,2025-05-09,Joinville,Reunião,Realizada
VI08250,TE00009,2025-08-10,Jaboticabal,Entrega,Realizada
VI08251,TE02189,2025-11-12,Joinville,Auditoria,Realizada
VI08252,TE01226,2025-11-07,Joinville,Serviço,Realizada
VI08253,TE02061,2024-08-29,Jaboticabal,Serviço,Realizada
VI08254,TE00121,2024-03-04,Jaboticabal,Entrega,Realizada
VI08255,TE01089,2026-05-30,Joinville,Auditoria,Realizada
VI08256,TE01026,2025-05-25,Joinville,Reunião,Realizada
VI08257,TE00258,2026-07-31,Guarulhos,Reunião,Realizada
VI08258,TE02976,2025-05-28,Joinville,Entrega,Realizada
VI08259,TE00267,2024-10-09,Guarulhos,Entrega,Realizada
VI08260,TE01761,2024-11-15,Joinville,Reunião,Realizada
VI08261,TE02825,2025-07-12,Guarulhos,Reunião,Realizada
VI08262,TE01265,2024-09-19,Guarulhos,Reunião,Realizada
VI08263,TE03171,2025-07-03,Guarulhos,Auditoria,Realizada
VI08264,TE03142,2024-01-24,Jaboticabal,Entrega,Cancelada
VI08265,TE00366,2025-08-22,Joinville,Entrega,Agendada
VI08266,TE01938,2024-02-05,Guarulhos,Entrega,Realizada
VI08267,TE02544,2026-03-02,Jaboticabal,Reunião,Realizada
VI08268,TE00875,2026-03-11,Joinville,Auditoria,Realizada
VI08269,TE01396,2024-02-04,Joinville,Entrega,Realizada
VI08270,TE00385,2025-01-29,Guarulhos,Reunião,Agendada
VI08271,TE01162,2025-11-01,Guarulhos,Serviço,Realizada
VI08272,TE01133,2026-06-06,Joinville,Entrega,Realizada
VI08273,TE01309,2025-07-13,Joinville,Entrega,Realizada
VI08274,TE02840,2024-01-01,Guarulhos,Entrega,Realizada
VI08275,TE00166,2025-11-17,Joinville,Auditoria,Realizada
VI08276,TE03126,2026-06-23,Guarulhos,Reunião,Realizada
VI08277,TE01821,2026-07-20,Jaboticabal,Auditoria,Realizada
VI08278,TE00903,2025-10-25,Guarulhos,Serviço,Realizada
VI08279,TE01764,2026-07-24,Joinville,Entrega,Realizada
VI08280,TE03025,2025-06-16,Guarulhos,Serviço,Agendada
VI08281,TE02724,2025-11-11,Jaboticabal,Entrega,Realizada
VI08282,TE01147,2026-06-20,Jaboticabal,Entrega,Cancelada
VI08283,TE00490,2024-10-04,Guarulhos,Reunião,Realizada
VI08284,TE01683,2024-07-15,Jaboticabal,Serviço,Cancelada
VI08285,TE01584,2025-09-20,Guarulhos,Auditoria,Realizada
VI08286,TE02505,2024-12-14,Joinville,Reunião,Realizada
VI08287,TE01286,2025-11-04,Jaboticabal,Reunião,Realizada
VI08288,TE01745,2026-06-06,Guarulhos,Auditoria,Realizada
VI08289,TE00543,2025-10-09,Guarulhos,Auditoria,Realizada
VI08290,TE01677,2024-06-27,Jaboticabal,Serviço,Realizada
VI08291,TE01170,2026-04-21,Joinville,Auditoria,Realizada
VI08292,TE01245,2024-11-23,Joinville,Reunião,Realizada
VI08293,TE01567,2026-02-05,Joinville,Entrega,Agendada
VI08294,TE01966,2024-12-13,Guarulhos,Entrega,Realizada
VI08295,TE03048,2025-11-26,Guarulhos,Auditoria,Agendada
VI08296,TE00052,2025-05-22,Guarulhos,Reunião,Realizada
VI08297,TE01366,2026-03-26,Jaboticabal,Serviço,Realizada
VI08298,TE02496,2026-07-16,Guarulhos,Entrega,Agendada
VI08299,TE01945,2024-01-23,Jaboticabal,Reunião,Realizada
VI08300,TE01177,2025-11-24,Guarulhos,Entrega,Realizada
VI08301,TE00786,2024-02-20,Joinville,Serviço,Realizada
VI08302,TE02810,2025-10-26,Guarulhos,Auditoria,Agendada
VI08303,TE00411,2025-05-10,Jaboticabal,Serviço,Realizada
VI08304,TE00714,2024-07-01,Guarulhos,Entrega,Realizada
VI08305,TE03180,2025-01-08,Guarulhos,Reunião,Realizada
VI08306,TE00103,2025-03-29,Guarulhos,Serviço,Realizada
VI08307,TE01348,2024-05-17,Jaboticabal,Auditoria,Realizada
VI08308,TE00695,2024-02-06,Joinville,Entrega,Realizada
VI08309,TE00728,2026-01-21,Guarulhos,Serviço,Realizada
VI08310,TE02219,2024-09-03,Joinville,Reunião,Realizada
VI08311,TE02097,2024-12-20,Jaboticabal,Auditoria,Realizada
VI08312,TE00392,2025-09-03,Joinville,Reunião,Realizada
VI08313,TE02131,2026-02-24,Guarulhos,Reunião,Realizada
VI08314,TE00552,2026-04-10,Guarulhos,Entrega,Realizada
VI08315,TE01023,2025-06-09,Jaboticabal,Entrega,Realizada
VI08316,TE01967,2025-07-15,Jaboticabal,Auditoria,Agendada
VI08317,TE00574,2025-03-23,Guarulhos,Entrega,Realizada
VI08318,TE00037,2025-05-27,Joinville,Auditoria,Realizada
VI08319,TE01737,2025-10-28,Guarulhos,Reunião,Realizada
VI08320,TE01596,2025-07-30,Jaboticabal,Entrega,Realizada
VI08321,TE02391,2026-04-16,Joinville,Auditoria,Agendada
VI08322,TE00639,2026-01-03,Jaboticabal,Serviço,Realizada
VI08323,TE01329,2025-08-03,Jaboticabal,Entrega,Realizada
VI08324,TE00667,2025-06-08,Jaboticabal,Serviço,Realizada
VI08325,TE00075,2026-04-28,Joinville,Reunião,Realizada
VI08326,TE01611,2024-05-11,Guarulhos,Serviço,Agendada
VI08327,TE02495,2025-07-02,Jaboticabal,Serviço,Realizada
VI08328,TE00858,2025-12-01,Jaboticabal,Entrega,Realizada
VI08329,TE01019,2025-01-05,Joinville,Serviço,Realizada
VI08330,TE02708,2026-06-07,Joinville,Reunião,Realizada
VI08331,TE00831,2026-02-24,Guarulhos,Auditoria,Realizada
VI08332,TE00550,2024-05-12,Guarulhos,Entrega,Realizada
VI08333,TE03000,2026-03-15,Jaboticabal,Entrega,Realizada
VI08334,TE01240,2025-12-28,Guarulhos,Serviço,Realizada
VI08335,TE02251,2025-05-06,Jaboticabal,Auditoria,Realizada
VI08336,TE02736,2026-03-19,Jaboticabal,Reunião,Realizada
VI08337,TE01710,2025-04-30,Joinville,Serviço,Realizada
VI08338,TE00072,2025-10-15,Guarulhos,Serviço,Realizada
VI08339,TE00702,2025-05-30,Guarulhos,Reunião,Realizada
VI08340,TE02337,2025-03-17,Guarulhos,Entrega,Realizada
VI08341,TE01836,2025-02-05,Jaboticabal,Serviço,Agendada
VI08342,TE02323,2024-10-21,Joinville,Auditoria,Realizada
VI08343,TE00258,2024-10-18,Guarulhos,Auditoria,Realizada
VI08344,TE01948,2024-12-20,Guarulhos,Auditoria,Realizada
VI08345,TE02191,2024-11-15,Joinville,Auditoria,Cancelada
VI08346,TE01990,2026-02-20,Joinville,Reunião,Realizada
VI08347,TE01539,2026-07-26,Joinville,Entrega,Realizada
VI08348,TE01326,2025-06-12,Guarulhos,Reunião,Realizada
VI08349,TE01757,2024-07-16,Joinville,Auditoria,Agendada
VI08350,TE00873,2026-03-18,Joinville,Entrega,Realizada
VI08351,TE02910,2026-02-19,Joinville,Entrega,Realizada
VI08352,TE02854,2024-02-03,Guarulhos,Reunião,Agendada
VI08353,TE03044,2025-11-11,Guarulhos,Auditoria,Realizada
VI08354,TE01639,2025-12-20,Joinville,Reunião,Realizada
VI08355,TE01953,2024-10-25,Jaboticabal,Serviço,Agendada
VI08356,TE01803,2024-07-23,Guarulhos,Serviço,Realizada
VI08357,TE03154,2024-11-28,Joinville,Reunião,Realizada
VI08358,TE02778,2024-05-04,Jaboticabal,Serviço,Agendada
VI08359,TE01694,2024-12-16,Jaboticabal,Auditoria,Agendada
VI08360,TE00565,2026-06-29,Jaboticabal,Entrega,Realizada
VI08361,TE02238,2026-05-01,Jaboticabal,Auditoria,Agendada
VI08362,TE02196,2025-04-06,Jaboticabal,Auditoria,Agendada
VI08363,TE00662,2024-06-03,Guarulhos,Entrega,Realizada
VI08364,TE01705,2024-06-05,Guarulhos,Serviço,Cancelada
VI08365,TE01763,2025-05-10,Guarulhos,Auditoria,Realizada
VI08366,TE00269,2026-07-24,Joinville,Entrega,Realizada
VI08367,TE00924,2024-01-25,Guarulhos,Entrega,Realizada
VI08368,TE02054,2025-03-26,Guarulhos,Auditoria,Agendada
VI08369,TE01455,2024-12-20,Guarulhos,Reunião,Realizada
VI08370,TE02745,2025-08-26,Jaboticabal,Serviço,Realizada
VI08371,TE03171,2026-04-17,Joinville,Reunião,Realizada
VI08372,TE02097,2024-02-12,Joinville,Auditoria,Realizada
VI08373,TE00461,2024-12-10,Guarulhos,Serviço,Realizada
VI08374,TE00249,2026-05-28,Guarulhos,Entrega,Realizada
VI08375,TE02190,2025-08-20,Guarulhos,Serviço,Agendada
VI08376,TE00321,2024-01-03,Guarulhos,Reunião,Realizada
VI08377,TE01277,2025-04-18,Guarulhos,Entrega,Realizada
VI08378,TE01854,2026-01-10,Jaboticabal,Entrega,Realizada
VI08379,TE01709,2024-07-16,Joinville,Entrega,Realizada
VI08380,TE03161,2025-03-31,Guarulhos,Serviço,Cancelada
VI08381,TE00646,2024-05-31,Guarulhos,Entrega,Cancelada
VI08382,TE02048,2025-02-01,Jaboticabal,Auditoria,Realizada
VI08383,TE02080,2024-06-25,Guarulhos,Auditoria,Realizada
VI08384,TE00307,2026-06-29,Joinville,Serviço,Realizada
VI08385,TE01716,2026-06-21,Guarulhos,Serviço,Realizada
VI08386,TE03034,2024-01-27,Guarulhos,Serviço,Realizada
VI08387,TE01513,2024-07-03,Guarulhos,Entrega,Realizada
VI08388,TE01687,2024-06-15,Guarulhos,Reunião,Realizada
VI08389,TE00308,2024-09-01,Guarulhos,Serviço,Agendada
VI08390,TE01316,2024-12-23,Jaboticabal,Entrega,Realizada
VI08391,TE00127,2025-08-11,Joinville,Auditoria,Realizada
VI08392,TE02089,2026-04-17,Guarulhos,Serviço,Realizada
VI08393,TE00338,2026-01-21,Guarulhos,Serviço,Realizada
VI08394,TE01708,2024-04-27,Guarulhos,Entrega,Realizada
VI08395,TE02255,2025-11-14,Guarulhos,Serviço,Realizada
VI08396,TE00689,2025-10-02,Guarulhos,Auditoria,Realizada
VI08397,TE01452,2025-05-22,Joinville,Auditoria,Realizada
VI08398,TE02678,2024-06-06,Guarulhos,Entrega,Realizada
VI08399,TE01640,2025-09-10,Jaboticabal,Entrega,Realizada
VI08400,TE02719,2024-04-30,Jaboticabal,Entrega,Realizada
VI08401,TE01400,2026-01-14,Guarulhos,Serviço,Agendada
VI08402,TE01835,2024-12-11,Guarulhos,Reunião,Realizada
VI08403,TE01770,2025-11-24,Jaboticabal,Auditoria,Agendada
VI08404,TE00424,2024-07-24,Guarulhos,Serviço,Realizada
VI08405,TE01710,2025-08-26,Guarulhos,Reunião,Realizada
VI08406,TE01415,2026-03-31,Jaboticabal,Reunião,Realizada
VI08407,TE01986,2024-10-31,Guarulhos,Serviço,Agendada
VI08408,TE00703,2026-01-17,Jaboticabal,Entrega,Cancelada
VI08409,TE02842,2025-01-04,Guarulhos,Reunião,Realizada
VI08410,TE00562,2024-11-11,Guarulhos,Auditoria,Realizada
VI08411,TE01194,2024-12-20,Jaboticabal,Reunião,Realizada
VI08412,TE00625,2024-09-02,Joinville,Serviço,Realizada
VI08413,TE01066,2026-02-01,Guarulhos,Entrega,Realizada
VI08414,TE00709,2024-06-23,Guarulhos,Serviço,Realizada
VI08415,TE02346,2024-08-08,Guarulhos,Serviço,Realizada
VI08416,TE01543,2026-01-24,Jaboticabal,Reunião,Realizada
VI08417,TE02862,2026-06-27,Guarulhos,Serviço,Agendada
VI08418,TE01543,2025-02-09,Joinville,Serviço,Agendada
VI08419,TE01064,2026-05-10,Jaboticabal,Auditoria,Agendada
VI08420,TE01797,2026-04-06,Guarulhos,Serviço,Realizada
VI08421,TE00413,2026-05-01,Joinville,Reunião,Realizada
VI08422,TE03171,2025-09-21,Guarulhos,Serviço,Realizada
VI08423,TE00046,2025-08-28,Jaboticabal,Reunião,Realizada
VI08424,TE00224,2026-02-01,Jaboticabal,Serviço,Realizada
VI08425,TE00634,2026-01-23,Guarulhos,Reunião,Realizada
VI08426,TE02966,2024-05-12,Jaboticabal,Serviço,Agendada
VI08427,TE03051,2024-01-02,Joinville,Reunião,Realizada
VI08428,TE02784,2026-03-19,Jaboticabal,Reunião,Realizada
VI08429,TE00954,2025-10-29,Jaboticabal,Entrega,Realizada
VI08430,TE01152,2024-10-21,Guarulhos,Serviço,Realizada
VI08431,TE02066,2024-12-05,Guarulhos,Reunião,Realizada
VI08432,TE02915,2026-04-22,Guarulhos,Auditoria,Realizada
VI08433,TE00549,2025-01-05,Joinville,Serviço,Realizada
VI08434,TE00402,2024-03-20,Jaboticabal,Auditoria,Realizada
VI08435,TE01629,2025-04-11,Joinville,Reunião,Realizada
VI08436,TE02319,2025-05-03,Jaboticabal,Auditoria,Realizada
VI08437,TE00019,2024-12-30,Jaboticabal,Reunião,Realizada
VI08438,TE02761,2026-04-13,Guarulhos,Auditoria,Realizada
VI08439,TE00575,2024-06-13,Guarulhos,Serviço,Realizada
VI08440,TE00554,2026-05-10,Joinville,Reunião,Realizada
VI08441,TE01621,2025-10-28,Guarulhos,Reunião,Realizada
VI08442,TE02969,2024-09-15,Jaboticabal,Auditoria,Realizada
VI08443,TE01574,2025-08-29,Guarulhos,Entrega,Realizada
VI08444,TE01383,2026-07-31,Guarulhos,Serviço,Realizada
VI08445,TE00994,2024-11-30,Joinville,Entrega,Cancelada
VI08446,TE00248,2026-04-16,Guarulhos,Reunião,Realizada
VI08447,TE02678,2024-04-21,Joinville,Serviço,Realizada
VI08448,TE02911,2025-10-25,Joinville,Auditoria,Realizada
VI08449,TE00431,2026-07-04,Joinville,Entrega,Realizada
VI08450,TE02935,2024-07-28,Jaboticabal,Serviço,Realizada
VI08451,TE00262,2024-11-06,Guarulhos,Entrega,Realizada
VI08452,TE01056,2024-07-24,Joinville,Serviço,Realizada
VI08453,TE00827,2024-05-20,Joinville,Serviço,Realizada
VI08454,TE00754,2025-01-24,Jaboticabal,Entrega,Realizada
VI08455,TE00331,2025-12-15,Guarulhos,Reunião,Realizada
VI08456,TE03005,2024-04-04,Guarulhos,Entrega,Realizada
VI08457,TE00249,2024-06-16,Guarulhos,Reunião,Realizada
VI08458,TE02425,2024-03-31,Guarulhos,Entrega,Realizada
VI08459,TE02376,2025-04-23,Jaboticabal,Reunião,Realizada
VI08460,TE02919,2026-04-08,Guarulhos,Serviço,Realizada
VI08461,TE02664,2025-09-15,Jaboticabal,Entrega,Realizada
VI08462,TE02953,2024-11-05,Guarulhos,Auditoria,Realizada
VI08463,TE00133,2026-06-22,Guarulhos,Reunião,Realizada
VI08464,TE02058,2025-03-30,Jaboticabal,Serviço,Realizada
VI08465,TE00128,2024-11-06,Guarulhos,Entrega,Realizada
VI08466,TE01118,2025-09-18,Jaboticabal,Serviço,Realizada
VI08467,TE01339,2024-11-20,Jaboticabal,Reunião,Realizada
VI08468,TE00769,2024-11-14,Jaboticabal,Reunião,Realizada
VI08469,TE00601,2024-12-11,Jaboticabal,Entrega,Realizada
VI08470,TE00301,2025-12-06,Joinville,Entrega,Realizada
VI08471,TE02767,2024-02-05,Guarulhos,Serviço,Realizada
VI08472,TE01978,2024-05-21,Joinville,Serviço,Cancelada
VI08473,TE01035,2025-09-28,Guarulhos,Auditoria,Cancelada
VI08474,TE00648,2024-07-04,Joinville,Auditoria,Realizada
VI08475,TE01684,2024-08-21,Joinville,Serviço,Realizada
VI08476,TE00340,2026-04-20,Jaboticabal,Serviço,Realizada
VI08477,TE00072,2026-04-04,Jaboticabal,Auditoria,Agendada
VI08478,TE00255,2026-04-18,Joinville,Auditoria,Realizada
VI08479,TE01707,2024-12-29,Guarulhos,Entrega,Realizada
VI08480,TE01936,2026-07-25,Guarulhos,Reunião,Realizada
VI08481,TE02035,2026-02-14,Guarulhos,Auditoria,Cancelada
VI08482,TE01563,2024-02-21,Guarulhos,Serviço,Realizada
VI08483,TE00064,2024-09-21,Jaboticabal,Auditoria,Realizada
VI08484,TE02625,2024-04-17,Guarulhos,Auditoria,Realizada
VI08485,TE00448,2026-05-16,Jaboticabal,Serviço,Realizada
VI08486,TE01299,2024-01-11,Joinville,Entrega,Cancelada
VI08487,TE00496,2024-06-23,Joinville,Reunião,Realizada
VI08488,TE01356,2026-05-07,Joinville,Serviço,Realizada
VI08489,TE01293,2024-11-28,Guarulhos,Reunião,Realizada
VI08490,TE00895,2026-01-09,Joinville,Auditoria,Realizada
VI08491,TE01407,2025-10-10,Joinville,Auditoria,Realizada
VI08492,TE00914,2025-03-18,Joinville,Entrega,Realizada
VI08493,TE02229,2025-05-08,Joinville,Serviço,Realizada
VI08494,TE03026,2025-04-26,Guarulhos,Auditoria,Realizada
VI08495,TE02393,2024-10-09,Joinville,Entrega,Agendada
VI08496,TE03069,2026-07-09,Jaboticabal,Auditoria,Agendada
VI08497,TE01321,2026-03-09,Guarulhos,Entrega,Realizada
VI08498,TE00271,2025-06-19,Jaboticabal,Entrega,Cancelada
VI08499,TE03052,2026-07-08,Guarulhos,Reunião,Cancelada
VI08500,TE01033,2025-07-16,Guarulhos,Reunião,Realizada
VI08501,TE03154,2024-07-07,Jaboticabal,Entrega,Agendada
VI08502,TE00451,2025-07-15,Joinville,Reunião,Realizada
VI08503,TE00410,2024-01-23,Guarulhos,Serviço,Agendada
VI08504,TE01449,2025-06-27,Guarulhos,Reunião,Realizada
VI08505,TE02148,2025-08-14,Joinville,Auditoria,Cancelada
VI08506,TE00663,2024-11-26,Joinville,Reunião,Realizada
VI08507,TE02681,2025-04-17,Guarulhos,Reunião,Realizada
VI08508,TE01553,2024-02-07,Joinville,Reunião,Realizada
VI08509,TE00637,2025-03-05,Jaboticabal,Entrega,Realizada
VI08510,TE00136,2024-05-30,Joinville,Reunião,Realizada
VI08511,TE01658,2024-05-08,Jaboticabal,Reunião,Realizada
VI08512,TE01552,2025-12-09,Guarulhos,Reunião,Agendada
VI08513,TE01893,2024-01-17,Guarulhos,Auditoria,Cancelada
VI08514,TE02676,2026-04-04,Guarulhos,Auditoria,Realizada
VI08515,TE02241,2024-05-06,Jaboticabal,Reunião,Realizada
VI08516,TE02583,2026-07-17,Guarulhos,Auditoria,Cancelada
VI08517,TE01589,2026-02-10,Joinville,Auditoria,Realizada
VI08518,TE02097,2026-07-30,Joinville,Entrega,Realizada
VI08519,TE00252,2024-05-01,Jaboticabal,Serviço,Realizada
VI08520,TE00335,2024-10-23,Jaboticabal,Serviço,Realizada
VI08521,TE00749,2026-06-28,Joinville,Entrega,Realizada
VI08522,TE02281,2024-10-06,Jaboticabal,Reunião,Realizada
VI08523,TE02709,2025-02-27,Jaboticabal,Auditoria,Realizada
VI08524,TE00177,2024-10-08,Guarulhos,Reunião,Realizada
VI08525,TE02770,2025-08-07,Guarulhos,Auditoria,Agendada
VI08526,TE03053,2025-08-04,Jaboticabal,Reunião,Realizada
VI08527,TE02008,2026-01-19,Joinville,Auditoria,Realizada
VI08528,TE01091,2025-02-22,Jaboticabal,Reunião,Realizada
VI08529,TE01374,2025-03-23,Guarulhos,Reunião,Realizada
VI08530,TE00050,2026-03-30,Guarulhos,Entrega,Realizada
VI08531,TE01166,2024-09-20,Guarulhos,Entrega,Realizada
VI08532,TE01921,2025-11-16,Jaboticabal,Entrega,Realizada
VI08533,TE01023,2024-10-08,Jaboticabal,Entrega,Realizada
VI08534,TE00272,2025-09-13,Joinville,Serviço,Realizada
VI08535,TE01807,2025-05-21,Joinville,Reunião,Realizada
VI08536,TE02415,2024-08-21,Joinville,Auditoria,Realizada
VI08537,TE01560,2025-12-22,Joinville,Auditoria,Realizada
VI08538,TE02535,2026-01-29,Joinville,Auditoria,Realizada
VI08539,TE02077,2026-06-20,Jaboticabal,Entrega,Realizada
VI08540,TE01167,2024-09-23,Jaboticabal,Reunião,Realizada
VI08541,TE01587,2025-09-14,Jaboticabal,Serviço,Realizada
VI08542,TE02873,2026-07-04,Jaboticabal,Entrega,Realizada
VI08543,TE01418,2024-01-16,Joinville,Reunião,Realizada
VI08544,TE01824,2025-09-10,Joinville,Auditoria,Realizada
VI08545,TE01936,2026-02-19,Jaboticabal,Auditoria,Realizada
VI08546,TE00599,2024-11-14,Joinville,Entrega,Realizada
VI08547,TE00316,2026-06-24,Guarulhos,Auditoria,Realizada
VI08548,TE00177,2025-01-21,Jaboticabal,Entrega,Realizada
VI08549,TE02774,2025-04-22,Joinville,Serviço,Realizada
VI08550,TE01582,2026-02-25,Joinville,Entrega,Agendada
VI08551,TE02036,2025-02-17,Joinville,Reunião,Agendada
VI08552,TE00954,2026-01-23,Guarulhos,Serviço,Realizada
VI08553,TE01395,2026-06-17,Jaboticabal,Reunião,Realizada
VI08554,TE02796,2025-07-08,Guarulhos,Entrega,Realizada
VI08555,TE00601,2025-01-02,Joinville,Entrega,Realizada
VI08556,TE02480,2024-03-28,Jaboticabal,Entrega,Realizada
VI08557,TE00848,2024-08-05,Jaboticabal,Auditoria,Realizada
VI08558,TE00630,2025-01-16,Joinville,Entrega,Realizada
VI08559,TE02261,2025-03-26,Joinville,Auditoria,Realizada
VI08560,TE01022,2024-09-27,Guarulhos,Auditoria,Realizada
VI08561,TE01039,2024-05-02,Joinville,Reunião,Agendada
VI08562,TE00706,2025-02-27,Guarulhos,Entrega,Realizada
VI08563,TE02439,2025-04-07,Joinville,Entrega,Realizada
VI08564,TE00471,2026-02-06,Jaboticabal,Entrega,Realizada
VI08565,TE02440,2026-05-04,Jaboticabal,Serviço,Realizada
VI08566,TE02348,2024-12-13,Jaboticabal,Auditoria,Agendada
VI08567,TE00583,2024-06-18,Joinville,Auditoria,Realizada
VI08568,TE02105,2025-10-03,Jaboticabal,Auditoria,Realizada
VI08569,TE03131,2024-09-20,Guarulhos,Entrega,Realizada
VI08570,TE00457,2025-07-11,Joinville,Auditoria,Realizada
VI08571,TE02839,2025-12-09,Guarulhos,Entrega,Realizada
VI08572,TE00342,2024-08-13,Guarulhos,Reunião,Cancelada
VI08573,TE01738,2026-04-19,Joinville,Auditoria,Realizada
VI08574,TE00350,2024-09-07,Jaboticabal,Entrega,Cancelada
