terceiro_id,empresa_id,funcao,data_inicio,data_fim,status
TE01265,EM183,Inspetor,2025-04-09,2026-07-22,Ativo
TE01266,EM027,Montador,2024-10-30,2025-11-22,Ativo
TE01267,EM118,Montador,2024-04-29,2024-07-01,Ativo
TE01268,EM120,Técnico,2025-09-16,2025-06-27,Ativo
TE01269,EM192,Motorista,2025-10-17,2025-01-13,Ativo
TE01270,EM188,Inspetor,2026-05-22,2025-11-11,Ativo
TE01271,EM207,Técnico,2025-03-21,2024-12-09,Ativo
TE01272,EM191,Consultor,2025-01-10,2024-03-01,Ativo
TE01273,EM132,Técnico,2025-11-04,2025-02-13,Ativo
TE01274,EM015,Motorista,2024-07-02,2024-02-25,Ativo
TE01275,EM010,Consultor,2025-04-22,2024-12-28,Ativo
TE01276,EM105,Motorista,2024-02-11,2025-10-05,Ativo
TE01277,EM027,Montador,2025-09-19,2024-02-02,Inativo
TE01278,EM147,Consultor,2024-07-31,2024-08-12,Bloqueado
TE01279,EM118,Montador,2026-05-13,2024-04-03,Ativo
TE01280,EM177,Técnico,2026-04-06,2026-04-24,Ativo
TE01281,EM023,Motorista,2024-12-16,2025-10-31,Ativo
TE01282,EM110,Montador,2025-12-03,2025-08-30,Ativo
TE01283,EM154,Montador,2024-01-05,2026-02-16,Inativo
TE01284,EM215,Consultor,2024-05-20,2024-03-03,Ativo
TE01285,EM178,Motorista,2025-09-10,2025-09-29,Ativo
TE01286,EM100,Técnico,2024-03-10,2024-10-24,Ativo
TE01287,EM026,Montador,2024-09-21,2026-04-10,Ativo
TE01288,EM021,Motorista,2024-05-11,2024-08-29,Ativo
TE01289,EM053,Montador,2024-09-21,2026-03-10,Ativo
TE01290,EM152,Motorista,2024-11-16,2026-04-13,Ativo
TE01291,EM166,Inspetor,2025-10-25,2024-12-04,Ativo
TE01292,EM185,Motorista,2025-12-26,2024-10-31,Ativo
TE01293,EM080,Consultor,2026-05-02,2025-09-05,Ativo
TE01294,EM099,Montador,2024-06-07,2025-05-13,Ativo
TE01295,EM018,Montador,2024-10-03,2025-03-23,Ativo
TE01296,EM013,Motorista,2024-03-24,2026-07-18,Inativo
TE01297,EM070,Consultor,2026-07-13,2024-06-10,Ativo
TE01298,EM037,Consultor,2024-12-15,2025-10-22,Ativo
TE01299,EM138,Técnico,2024-07-27,2026-07-25,Ativo
TE01300,EM175,Motorista,2024-03-18,2024-08-28,Ativo
TE01301,EM107,Consultor,2026-01-27,2026-07-05,Inativo
TE01302,EM182,Inspetor,2024-03-17,2024-10-30,Inativo
TE01303,EM119,Consultor,2026-02-27,2025-01-20,Bloqueado
TE01304,EM069,Motorista,2025-05-22,2026-05-09,Inativo
TE01305,EM211,Técnico,2025-04-24,2024-07-13,Ativo
TE01306,EM011,Consultor,2026-04-26,2024-01-05,Ativo
TE01307,EM173,Consultor,2025-08-06,2026-01-02,Inativo
TE01308,EM085,Montador,2024-03-10,2024-04-26,Ativo
TE01309,EM166,Consultor,2025-01-03,2025-08-17,Bloqueado
TE01310,EM028,Técnico,2025-08-13,2026-01-29,Ativo
TE01311,EM174,Montador,2025-04-09,2024-02-19,Inativo
TE01312,EM218,Técnico,2024-07-16,2026-07-27,Inativo
TE01313,EM019,Motorista,2025-12-26,2024-07-29,Bloqueado
TE01314,EM098,Consultor,2024-02-27,2024-09-16,Inativo
TE01315,EM218,Montador,2024-04-04,2025-08-21,Ativo
TE01316,EM210,Consultor,2026-02-17,2025-06-14,Ativo
TE01317,EM187,Técnico,2026-03-04,2025-12-05,Ativo
TE01318,EM199,Motorista,2024-11-07,2024-02-25,Ativo
TE01319,EM218,Montador,2026-01-20,2024-10-26,Ativo
TE01320,EM015,Técnico,2024-12-23,2025-04-28,Ativo
TE01321,EM003,Montador,2024-07-06,2024-12-25,Ativo
TE01322,EM178,Consultor,2025-05-29,2025-08-26,Ativo
TE01323,EM181,Montador,2025-02-10,2025-01-08,Inativo
TE01324,EM195,Montador,2024-03-08,2025-09-25,Ativo
TE01325,EM162,Motorista,2024-04-03,2025-10-18,Inativo
TE01326,EM119,Técnico,2025-04-01,2026-06-06,Inativo
TE01327,EM051,Técnico,2026-03-24,2024-06-10,Inativo
TE01328,EM041,Montador,2025-01-26,2024-12-12,Bloqueado
TE01329,EM100,Motorista,2025-12-11,2025-05-29,Ativo
TE01330,EM158,Técnico,2025-12-11,2024-07-28,Ativo
TE01331,EM142,Consultor,2026-05-14,2024-04-25,Ativo
TE01332,EM012,Montador,2025-09-16,2024-06-19,Inativo
TE01333,EM032,Técnico,2025-11-20,2024-02-09,Ativo
TE01334,EM210,Técnico,2025-04-13,2024-04-04,Ativo
TE01335,EM025,Montador,2024-05-03,2025-01-06,Ativo
TE01336,EM001,Consultor,2025-05-19,2025-09-16,Inativo
TE01337,EM037,Inspetor,2024-04-01,2025-04-21,Ativo
TE01338,EM170,Montador,2024-03-25,2025-05-07,Ativo
TE01339,EM098,Técnico,2025-06-29,2024-10-01,Ativo
TE01340,EM195,Inspetor,2025-04-06,2026-07-28,Bloqueado
TE01341,EM103,Inspetor,2025-11-17,2025-12-10,Ativo
TE01342,EM029,Consultor,2025-02-04,2025-09-22,Ativo
TE01343,EM210,Consultor,2024-04-27,2024-06-18,Ativo
TE01344,EM119,Consultor,2024-11-14,2025-08-22,Ativo
TE01345,EM042,Inspetor,2026-04-17,2025-10-04,Inativo
TE01346,EM071,Montador,2025-08-23,2026-04-25,Inativo
TE01347,EM097,Motorista,2025-02-11,2026-04-21,Ativo
TE01348,EM188,Inspetor,2025-06-07,2025-09-30,Ativo
TE01349,EM051,Inspetor,2026-01-27,2025-04-21,Ativo
TE01350,EM168,Montador,2026-06-29,2024-12-16,Ativo
TE01351,EM116,Técnico,2025-03-16,2026-06-19,Ativo
TE01352,EM146,Inspetor,2025-05-03,2025-05-23,Inativo
TE01353,EM175,Montador,2024-03-21,2026-07-25,Ativo
TE01354,EM135,Motorista,2024-10-05,2024-12-06,Ativo
TE01355,EM097,Montador,2024-07-05,2025-01-29,Ativo
TE01356,EM198,Consultor,2024-09-16,2025-02-26,Inativo
TE01357,EM083,Consultor,2026-04-23,2025-08-23,Inativo
TE01358,EM170,Técnico,2026-03-08,2024-05-03,Ativo
TE01359,EM007,Consultor,2026-05-28,2026-02-23,Ativo
TE01360,EM014,Montador,2024-12-10,2026-07-17,Ativo
TE01361,EM110,Motorista,2025-02-06,2024-12-07,Inativo
TE01362,EM155,Motorista,2024-03-29,2024-07-06,Ativo
TE01363,EM081,Inspetor,2024-02-05,2025-02-05,Ativo
TE01364,EM076,Motorista,2025-11-20,2025-12-11,Ativo
TE01365,EM140,Montador,2024-12-26,2025-08-24,Inativo
TE01366,EM131,Montador,2025-11-18,2024-03-10,Ativo
TE01367,EM181,Montador,2026-04-10,2026-01-18,Inativo
TE01368,EM150,Montador,2025-10-30,2024-02-16,Ativo
TE01369,EM061,Montador,2025-10-14,2025-11-05,Ativo
TE01370,EM168,Motorista,2025-12-06,2026-02-12,Ativo
TE01371,EM219,Montador,2026-03-24,2024-07-04,Ativo
TE01372,EM045,Inspetor,2024-05-11,2025-11-09,Ativo
TE01373,EM118,Consultor,2025-01-29,2026-04-07,Ativo
TE01374,EM045,Consultor,2024-04-12,2024-02-21,Ativo
TE01375,EM145,Consultor,2025-01-09,2024-11-13,Ativo
TE01376,EM144,Inspetor,2025-07-23,2024-04-06,Ativo
TE01377,EM101,Montador,2025-09-19,2024-11-18,Ativo
TE01378,EM093,Motorista,2025-06-15,2024-08-25,Ativo
TE01379,EM207,Inspetor,2026-04-09,2025-01-30,Ativo
TE01380,EM137,Técnico,2024-01-08,2026-05-16,Inativo
TE01381,EM155,Motorista,2024-11-25,2025-09-12,Inativo
TE01382,EM098,Inspetor,2025-12-24,2026-05-19,Ativo
TE01383,EM129,Técnico,2025-10-18,2026-07-04,Inativo
TE01384,EM043,Motorista,2026-03-08,2024-11-10,Ativo
TE01385,EM070,Técnico,2024-10-13,2024-01-15,Ativo
TE01386,EM013,Consultor,2024-03-15,2024-10-02,Ativo
TE01387,EM004,Inspetor,2025-08-27,2024-01-24,Inativo
TE01388,EM058,Motorista,2025-02-11,2024-11-19,Ativo
TE01389,EM129,Motorista,2026-06-26,2025-07-08,Ativo
TE01390,EM069,Montador,2026-04-18,2025-09-10,Ativo
TE01391,EM110,Técnico,2024-11-02,2024-07-17,Ativo
TE01392,EM128,Inspetor,2026-03-29,2024-04-30,Bloqueado
TE01393,EM220,Motorista,2024-07-27,2026-06-11,Ativo
TE01394,EM122,Montador,2024-02-25,2025-04-18,Ativo
TE01395,EM053,Inspetor,2024-01-26,2026-07-11,Ativo
TE01396,EM202,Motorista,2025-06-10,2024-04-06,Ativo
TE01397,EM167,Técnico,2025-04-07,2024-02-17,Ativo
TE01398,EM006,Inspetor,2024-06-01,2025-03-04,Ativo
TE01399,EM006,Motorista,2024-01-01,2026-05-10,Inativo
TE01400,EM175,Motorista,2024-08-13,2024-12-09,Ativo
TE01401,EM156,Técnico,2024-05-22,2025-01-30,Ativo
TE01402,EM066,Técnico,2026-05-22,2024-11-28,Ativo
TE01403,EM178,Montador,2025-08-16,2025-03-12,Ativo
TE01404,EM076,Inspetor,2025-04-11,2026-01-30,Ativo
TE01405,EM060,Consultor,2026-06-24,2025-02-12,Ativo
TE01406,EM052,Consultor,2025-04-16,2024-07-29,Inativo
TE01407,EM153,Montador,2024-12-17,2026-01-20,Ativo
TE01408,EM147,Consultor,2025-04-10,2025-10-11,Ativo
TE01409,EM158,Técnico,2026-03-19,2024-09-19,Ativo
TE01410,EM152,Inspetor,2025-01-05,2024-07-24,Ativo
TE01411,EM112,Técnico,2025-01-09,2025-08-14,Ativo
TE01412,EM082,Consultor,2025-08-06,2025-03-29,Ativo
TE01413,EM018,Montador,2024-07-15,2025-02-14,Bloqueado
TE01414,EM143,Motorista,2025-03-30,2024-02-15,Inativo
TE01415,EM048,Inspetor,2026-07-05,2026-06-09,Ativo
TE01416,EM179,Consultor,2024-07-15,2024-06-13,Ativo
TE01417,EM201,Técnico,2025-02-15,2024-10-15,Ativo
TE01418,EM123,Montador,2025-01-16,2025-08-20,Ativo
TE01419,EM013,Montador,2024-09-16,2025-03-24,Ativo
TE01420,EM124,Inspetor,2024-05-16,2024-04-04,Bloqueado
TE01421,EM191,Inspetor,2025-10-16,2025-09-21,Inativo
TE01422,EM025,Técnico,2026-07-07,2025-08-25,Ativo
TE01423,EM145,Montador,2025-11-22,2025-07-27,Ativo
TE01424,EM209,Motorista,2025-05-15,2024-10-21,Inativo
TE01425,EM159,Consultor,2024-09-17,2024-03-07,Ativo
TE01426,EM104,Motorista,2024-11-23,2025-10-21,Ativo
TE01427,EM168,Motorista,2024-02-17,2025-08-01,Inativo
TE01428,EM161,Técnico,2026-04-25,2026-02-07,Ativo
TE01429,EM142,Motorista,2025-06-01,2024-01-01,Ativo
TE01430,EM031,Motorista,2025-01-26,2025-08-11,Bloqueado
TE01431,EM040,Motorista,2024-06-19,2024-01-19,Ativo
TE01432,EM119,Consultor,2024-02-16,2026-05-16,Ativo
TE01433,EM147,Consultor,2024-11-26,2025-12-09,Ativo
TE01434,EM037,Inspetor,2024-02-15,2025-06-23,Ativo
TE01435,EM216,Motorista,2025-08-12,2025-08-03,Ativo
TE01436,EM143,Motorista,2025-06-23,2026-01-31,Ativo
TE01437,EM153,Montador,2025-08-31,2026-04-21,Inativo
TE01438,EM044,Técnico,2026-07-19,2025-04-13,Inativo
TE01439,EM099,Motorista,2024-06-19,2025-03-11,Ativo
TE01440,EM066,Inspetor,2024-09-08,2024-09-01,Ativo
TE01441,EM202,Montador,2025-06-10,2025-03-26,Ativo
TE01442,EM097,Motorista,2024-11-27,2024-09-06,Bloqueado
TE01443,EM194,Inspetor,2025-08-19,2026-07-20,Ativo
TE01444,EM158,Inspetor,2024-07-10,2024-01-26,Ativo
TE01445,EM193,Técnico,2025-05-03,2025-05-06,Ativo
TE01446,EM219,Técnico,2024-06-07,2025-04-14,Ativo
TE01447,EM142,Inspetor,2026-01-18,2024-08-18,Ativo
TE01448,EM115,Motorista,2025-02-10,2026-04-28,Inativo
TE01449,EM182,Consultor,2025-06-30,2025-09-16,Ativo
TE01450,EM173,Montador,2026-07-06,2025-02-01,Ativo
TE01451,EM038,Motorista,2026-04-13,2025-09-03,Ativo
TE01452,EM127,Técnico,2025-06-06,2025-12-03,Ativo
TE01453,EM122,Montador,2026-05-08,2026-05-26,Ativo
TE01454,EM210,Técnico,2024-02-13,2025-01-20,Ativo
TE01455,EM026,Inspetor,2024-08-10,2026-02-12,Ativo
TE01456,EM165,Técnico,2026-06-11,2024-06-17,Ativo
TE01457,EM152,Inspetor,2025-03-13,2026-04-12,Ativo
TE01458,EM177,Montador,2025-10-27,2026-07-15,Ativo
TE01459,EM124,Consultor,2024-05-31,2025-10-14,Ativo
TE01460,EM092,Motorista,2024-02-14,2025-12-17,Ativo
TE01461,EM073,Inspetor,2025-02-17,2024-02-21,Ativo
TE01462,EM058,Consultor,2025-04-30,2024-07-09,Inativo
TE01463,EM164,Técnico,2026-04-28,2025-05-26,Ativo
TE01464,EM038,Consultor,2024-08-02,2026-06-25,Bloqueado
TE01465,EM120,Montador,2025-11-21,2024-02-23,Ativo
TE01466,EM122,Motorista,2024-08-06,2024-10-06,Ativo
TE01467,EM198,Consultor,2024-12-14,2026-07-30,Inativo
TE01468,EM142,Consultor,2026-06-27,2026-01-11,Ativo
TE01469,EM170,Montador,2025-07-30,2026-07-29,Ativo
TE01470,EM175,Inspetor,2024-01-03,2025-03-19,Ativo
TE01471,EM157,Consultor,2026-02-12,2024-03-09,Ativo
TE01472,EM029,Técnico,2025-11-24,2024-09-14,Ativo
TE01473,EM177,Motorista,2025-02-10,2025-08-20,Ativo
TE01474,EM209,Motorista,2025-06-01,2024-12-21,Ativo
TE01475,EM006,Montador,2024-08-17,2026-02-05,Ativo
TE01476,EM083,Inspetor,2026-05-23,2025-01-27,Ativo
TE01477,EM082,Montador,2024-08-06,2026-05-18,Ativo
TE01478,EM149,Inspetor,2025-06-28,2024-05-01,Inativo
TE01479,EM194,Montador,2025-10-17,2025-01-05,Ativo
TE01480,EM083,Consultor,2024-05-30,2026-04-16,Inativo
TE01481,EM043,Montador,2025-06-04,2024-01-02,Ativo
TE01482,EM147,Inspetor,2024-01-10,2026-05-29,Ativo
TE01483,EM114,Técnico,2025-04-22,2025-07-25,Ativo
TE01484,EM177,Técnico,2025-11-30,2024-02-11,Ativo
TE01485,EM088,Motorista,2025-07-10,2026-01-13,Ativo
TE01486,EM052,Montador,2025-08-11,2024-04-15,Ativo
TE01487,EM065,Consultor,2024-07-26,2024-09-17,Ativo
TE01488,EM091,Consultor,2025-10-07,2024-09-12,Ativo
TE01489,EM053,Motorista,2025-03-23,2025-07-09,Bloqueado
TE01490,EM151,Motorista,2024-10-03,2026-05-27,Inativo
TE01491,EM104,Consultor,2024-01-04,2026-04-30,Ativo
TE01492,EM061,Motorista,2025-07-15,2025-05-09,Ativo
TE01493,EM130,Técnico,2025-07-05,2025-05-07,Ativo
TE01494,EM199,Motorista,2025-03-30,2024-11-29,Ativo
TE01495,EM091,Motorista,2024-01-01,2025-04-19,Inativo
TE01496,EM067,Montador,2024-08-06,2024-05-14,Ativo
TE01497,EM220,Motorista,2026-01-19,2025-08-31,Inativo
TE01498,EM162,Inspetor,2025-08-29,2024-05-27,Ativo
TE01499,EM204,Motorista,2025-07-18,2025-03-14,Ativo
TE01500,EM031,Inspetor,2025-02-16,2024-11-01,Ativo
TE01501,EM215,Montador,2024-08-20,2025-12-22,Ativo
TE01502,EM052,Motorista,2024-01-18,2026-07-01,Inativo
TE01503,EM175,Consultor,2026-04-04,2024-06-28,Ativo
TE01504,EM133,Montador,2026-04-26,2025-09-12,Ativo
TE01505,EM091,Montador,2025-01-11,2024-01-19,Ativo
TE01506,EM113,Técnico,2025-05-18,2026-04-25,Inativo
TE01507,EM041,Inspetor,2026-03-05,2024-01-12,Ativo
TE01508,EM030,Técnico,2024-10-27,2025-07-20,Ativo
TE01509,EM174,Consultor,2026-03-02,2024-06-01,Bloqueado
TE01510,EM018,Motorista,2026-07-03,2025-11-19,Ativo
TE01511,EM038,Montador,2026-05-26,2024-03-08,Ativo
TE01512,EM033,Montador,2024-05-03,2025-07-29,Ativo
TE01513,EM161,Técnico,2026-02-09,2024-04-09,Ativo
TE01514,EM200,Consultor,2025-02-06,2025-09-13,Ativo
TE01515,EM109,Motorista,2026-07-20,2025-07-19,Ativo
TE01516,EM088,Montador,2024-06-28,2026-03-08,Ativo
TE01517,EM192,Montador,2024-04-22,2025-04-16,Inativo
TE01518,EM159,Montador,2024-05-31,2026-06-09,Ativo
TE01519,EM147,Inspetor,2025-01-02,2026-04-13,Ativo
TE01520,EM050,Consultor,2026-06-08,2024-02-28,Ativo
TE01521,EM065,Montador,2026-06-09,2025-04-12,Bloqueado
TE01522,EM127,Inspetor,2026-01-29,2026-03-22,Ativo
TE01523,EM149,Técnico,2024-02-07,2026-06-13,Ativo
TE01524,EM063,Técnico,2026-03-09,2024-09-15,Ativo
TE01525,EM199,Montador,2025-11-19,2025-02-16,Ativo
TE01526,EM117,Consultor,2024-05-03,2024-05-28,Ativo
TE01527,EM003,Técnico,2025-08-27,2026-03-20,Ativo
TE01528,EM076,Montador,2025-08-16,2024-06-12,Ativo
TE01529,EM060,Técnico,2024-04-02,2025-03-05,Ativo
TE01530,EM059,Técnico,2026-01-10,2024-06-01,Ativo
TE01531,EM157,Técnico,2025-04-04,2025-02-06,Ativo
TE01532,EM050,Técnico,2024-02-20,2024-06-10,Ativo
TE01533,EM026,Montador,2024-02-11,2025-05-27,Ativo
TE01534,EM138,Técnico,2026-04-16,2024-06-13,Inativo
TE01535,EM013,Motorista,2024-06-21,2025-03-31,Ativo
TE01536,EM041,Consultor,2026-02-10,2026-06-03,Ativo
TE01537,EM081,Inspetor,2025-03-15,2024-07-11,Ativo
TE01538,EM187,Montador,2024-11-30,2025-01-30,Ativo
TE01539,EM145,Consultor,2024-03-22,2025-02-28,Ativo
TE01540,EM072,Consultor,2025-10-14,2025-12-11,Ativo
TE01541,EM126,Técnico,2025-08-19,2026-05-18,Ativo
TE01542,EM153,Consultor,2025-01-29,2026-01-01,Ativo
TE01543,EM094,Montador,2025-10-25,2025-11-29,Ativo
TE01544,EM041,Consultor,2026-05-19,2026-07-09,Ativo
TE01545,EM064,Montador,2024-03-16,2025-10-19,Ativo
TE01546,EM159,Consultor,2024-10-07,2024-05-13,Ativo
TE01547,EM041,Consultor,2025-10-05,2025-12-25,Ativo
TE01548,EM171,Técnico,2024-04-19,2025-12-09,Ativo
TE01549,EM166,Técnico,2024-02-07,2024-06-24,Ativo
TE01550,EM103,Consultor,2025-05-09,2025-12-16,Ativo
TE01551,EM077,Técnico,2026-04-03,2024-02-02,Ativo
TE01552,EM111,Motorista,2024-01-07,2026-03-18,Ativo
TE01553,EM094,Técnico,2024-08-17,2024-01-27,Ativo
TE01554,EM154,Montador,2024-12-31,2025-12-07,Ativo
TE01555,EM212,Técnico,2025-12-10,2024-12-10,Ativo
TE01556,EM174,Motorista,2024-06-07,2024-12-21,Ativo
TE01557,EM063,Consultor,2026-07-05,2025-05-06,Ativo
TE01558,EM158,Montador,2026-01-03,2026-05-12,Ativo
TE01559,EM106,Montador,2026-01-31,2024-10-11,Ativo
TE01560,EM164,Motorista,2024-08-20,2025-09-29,Ativo
TE01561,EM062,Consultor,2026-04-12,2024-08-30,Ativo
TE01562,EM219,Inspetor,2026-05-21,2024-12-09,Ativo
TE01563,EM148,Inspetor,2025-09-04,2026-04-26,Ativo
TE01564,EM005,Consultor,2025-02-25,2024-12-31,Ativo
TE01565,EM130,Montador,2024-07-28,2025-07-27,Ativo
TE01566,EM123,Técnico,2025-04-27,2024-01-11,Ativo
TE01567,EM060,Motorista,2025-07-05,2025-11-26,Inativo
TE01568,EM072,Consultor,2024-04-18,2024-06-08,Ativo
TE01569,EM141,Motorista,2025-05-01,2025-11-15,Ativo
TE01570,EM062,Técnico,2025-05-11,2026-06-13,Ativo
TE01571,EM145,Consultor,2026-06-17,2026-03-12,Ativo
TE01572,EM075,Inspetor,2025-09-01,2024-04-25,Ativo
TE01573,EM033,Inspetor,2025-03-03,2024-05-23,Ativo
TE01574,EM093,Montador,2024-07-27,2025-04-10,Ativo
TE01575,EM064,Consultor,2025-03-30,2025-04-10,Ativo
TE01576,EM131,Consultor,2025-09-25,2025-06-01,Ativo
TE01577,EM036,Motorista,2024-01-03,2024-04-08,Ativo
TE01578,EM099,Montador,2025-07-14,2025-10-24,Inativo
TE01579,EM086,Montador,2025-04-19,2024-11-09,Inativo
TE01580,EM063,Inspetor,2024-05-29,2024-10-19,Ativo
TE01581,EM122,Técnico,2026-06-07,2024-07-17,Ativo
TE01582,EM167,Técnico,2024-03-27,2024-03-17,Ativo
TE01583,EM128,Motorista,2024-04-21,2024-07-29,Ativo
TE01584,EM009,Técnico,2024-01-15,2025-09-14,Ativo
TE01585,EM144,Consultor,2025-10-15,2024-03-15,Ativo
TE01586,EM041,Técnico,2026-03-15,2025-02-03,Ativo
TE01587,EM205,Consultor,2025-01-01,2025-03-24,Ativo
TE01588,EM090,Montador,2025-09-03,2026-01-23,Ativo
TE01589,EM059,Inspetor,2026-01-04,2026-04-18,Ativo
TE01590,EM012,Consultor,2024-11-15,2026-05-26,Ativo
TE01591,EM191,Montador,2024-06-16,2024-12-18,Inativo
TE01592,EM171,Inspetor,2026-02-25,2026-07-01,Ativo
TE01593,EM071,Inspetor,2024-12-23,2024-06-03,Ativo
TE01594,EM179,Consultor,2024-04-18,2025-08-20,Ativo
TE01595,EM075,Técnico,2026-01-12,2024-08-06,Inativo
TE01596,EM039,Montador,2024-09-05,2025-04-27,Inativo
TE01597,EM163,Motorista,2024-01-23,2024-06-29,Ativo
TE01598,EM166,Técnico,2025-02-09,2025-04-17,Ativo
TE01599,EM073,Técnico,2026-01-22,2024-10-17,Ativo
TE01600,EM042,Consultor,2024-03-22,2026-03-25,Ativo
TE01601,EM077,Técnico,2026-02-24,2026-02-02,Ativo
TE01602,EM206,Consultor,2025-11-26,2024-11-20,Ativo
TE01603,EM158,Inspetor,2024-08-15,2024-04-26,Ativo
TE01604,EM197,Consultor,2024-01-21,2025-07-02,Ativo
TE01605,EM010,Técnico,2024-05-16,2025-06-11,Inativo
TE01606,EM144,Montador,2025-12-12,2024-01-11,Ativo
TE01607,EM193,Motorista,2025-01-24,2024-03-29,Ativo
TE01608,EM126,Consultor,2025-06-16,2025-03-12,Inativo
TE01609,EM074,Montador,2024-07-20,2024-08-12,Ativo
TE01610,EM169,Técnico,2025-02-12,2025-04-20,Ativo
TE01611,EM119,Motorista,2025-05-14,2025-01-29,Ativo
TE01612,EM201,Motorista,2026-06-04,2024-01-06,Ativo
TE01613,EM176,Técnico,2026-07-04,2024-08-13,Ativo
TE01614,EM057,Montador,2025-12-17,2024-07-23,Ativo
TE01615,EM050,Motorista,2025-07-09,2026-02-20,Ativo
TE01616,EM192,Consultor,2025-02-16,2024-08-03,Inativo
TE01617,EM090,Inspetor,2026-01-28,2024-05-10,Ativo
TE01618,EM086,Montador,2025-10-06,2024-03-17,Ativo
TE01619,EM219,Técnico,2026-01-22,2024-07-04,Ativo
TE01620,EM151,Consultor,2026-04-05,2025-12-14,Inativo
TE01621,EM109,Inspetor,2024-02-18,2024-03-13,Ativo
TE01622,EM209,Consultor,2025-07-12,2024-04-13,Ativo
TE01623,EM196,Consultor,2025-03-28,2025-07-05,Ativo
TE01624,EM066,Inspetor,2025-09-21,2024-07-25,Ativo
TE01625,EM028,Motorista,2026-07-18,2026-05-11,Ativo
TE01626,EM178,Montador,2024-07-14,2026-02-22,Ativo
TE01627,EM074,Consultor,2024-07-19,2024-09-16,Ativo
TE01628,EM215,Montador,2025-11-27,2024-04-28,Ativo
TE01629,EM073,Montador,2024-03-05,2024-07-10,Ativo
TE01630,EM008,Inspetor,2025-05-11,2024-09-22,Inativo
TE01631,EM165,Inspetor,2026-02-04,2024-09-13,Ativo
TE01632,EM194,Técnico,2024-10-12,2024-06-05,Ativo
TE01633,EM103,Técnico,2025-11-23,2024-12-15,Ativo
TE01634,EM143,Motorista,2024-07-31,2024-01-13,Ativo
TE01635,EM179,Consultor,2024-06-21,2024-08-10,Bloqueado
TE01636,EM055,Consultor,2024-03-17,2024-03-30,Ativo
TE01637,EM084,Inspetor,2025-03-09,2026-05-06,Ativo
TE01638,EM028,Consultor,2024-11-08,2024-01-02,Ativo
TE01639,EM201,Inspetor,2024-02-05,2025-04-16,Ativo
TE01640,EM104,Inspetor,2026-05-29,2026-01-24,Ativo
TE01641,EM195,Técnico,2026-06-07,2024-04-10,Ativo
TE01642,EM003,Consultor,2025-02-15,2025-02-19,Ativo
TE01643,EM189,Montador,2024-11-23,2025-01-17,Ativo
TE01644,EM104,Montador,2025-08-18,2025-02-05,Ativo
TE01645,EM167,Inspetor,2026-01-08,2025-05-12,Ativo
TE01646,EM206,Motorista,2026-01-09,2024-05-23,Inativo
TE01647,EM212,Técnico,2024-11-30,2025-09-15,Inativo
TE01648,EM017,Motorista,2025-11-30,2026-04-19,Inativo
TE01649,EM028,Inspetor,2024-01-29,2024-01-04,Inativo
TE01650,EM171,Técnico,2025-11-19,2024-12-03,Ativo
TE01651,EM005,Técnico,2024-02-09,2024-05-29,Ativo
TE01652,EM058,Motorista,2026-03-29,2024-12-11,Ativo
TE01653,EM042,Inspetor,2025-08-18,2024-07-17,Ativo
TE01654,EM041,Inspetor,2024-04-13,2024-05-22,Ativo
TE01655,EM195,Técnico,2026-06-19,2025-11-09,Ativo
TE01656,EM099,Consultor,2026-07-28,2025-12-05,Inativo
TE01657,EM137,Motorista,2025-04-25,2025-11-11,Ativo
TE01658,EM173,Motorista,2026-05-04,2025-06-30,Inativo
TE01659,EM086,Motorista,2025-12-04,2025-02-14,Ativo
TE01660,EM044,Inspetor,2024-11-23,2024-03-30,Ativo
TE01661,EM058,Montador,2024-05-01,2026-05-17,Ativo
TE01662,EM048,Consultor,2026-02-21,2026-06-03,Ativo
TE01663,EM123,Motorista,2024-02-02,2025-05-29,Ativo
TE01664,EM143,Consultor,2026-04-16,2024-10-18,Ativo
TE01665,EM104,Montador,2025-06-12,2025-02-10,Inativo
TE01666,EM194,Inspetor,2024-12-07,2025-09-14,Inativo
TE01667,EM150,Inspetor,2024-12-02,2026-02-17,Ativo
TE01668,EM059,Inspetor,2025-05-11,2024-07-14,Ativo
TE01669,EM191,Montador,2024-08-20,2026-07-30,Ativo
TE01670,EM183,Consultor,2024-05-13,2025-09-03,Ativo
TE01671,EM011,Técnico,2024-06-15,2024-05-25,Ativo
TE01672,EM153,Técnico,2024-12-22,2024-01-05,Ativo
TE01673,EM026,Consultor,2025-08-15,2024-10-08,Ativo
TE01674,EM178,Técnico,2025-11-14,2025-01-01,Ativo
TE01675,EM156,Técnico,2024-05-21,2025-12-24,Inativo
TE01676,EM010,Consultor,2026-01-16,2025-04-12,Ativo
TE01677,EM178,Motorista,2025-10-19,2025-11-20,Ativo
TE01678,EM153,Consultor,2025-10-29,2025-10-31,Ativo
TE01679,EM001,Inspetor,2024-06-09,2024-08-26,Inativo
TE01680,EM040,Consultor,2024-08-07,2024-04-29,Ativo
TE01681,EM200,Motorista,2024-12-02,2025-08-31,Ativo
TE01682,EM141,Inspetor,2026-07-27,2026-01-20,Ativo
TE01683,EM091,Montador,2025-03-03,2025-01-22,Ativo
TE01684,EM089,Montador,2026-01-29,2025-01-07,Bloqueado
TE01685,EM085,Consultor,2025-10-24,2025-08-02,Ativo
TE01686,EM040,Motorista,2024-06-10,2024-02-19,Ativo
