orcamento_id,os_id,valor_pecas,valor_mao_obra,valor_total,data_orcamento,status
3044,3044,957.4,446.0,1403.4,2026-06-27,Recusado
3045,3045,1157.72,224.32,1382.04,2025-08-25,Aprovado
3046,3046,771.2,62.21,833.41,2026-02-13,Recusado
3047,3047,1260.93,157.9,1418.83,2026-05-06,Recusado
3048,3048,662.69,142.55,805.24,2026-03-16,Aprovado
3049,3049,531.51,265.27,796.78,2025-12-08,Aprovado
3050,3050,97.27,299.29,396.56,2025-08-18,Aprovado
3051,3051,63.69,635.15,698.84,2026-03-25,Aprovado
3052,3052,1056.23,632.91,1689.14,2025-08-26,Aprovado
3053,3053,1048.79,590.33,1639.12,2026-02-23,Aprovado
3054,3054,843.63,105.04,948.67,2025-12-30,Aprovado
3055,3055,96.3,648.85,745.15,2026-03-25,Recusado
3056,3056,757.2,272.72,1029.92,2026-01-08,Aprovado
3057,3057,1111.45,84.52,1195.97,2025-11-15,Aprovado
3058,3058,475.91,182.93,658.84,2026-06-29,Aprovado
3059,3059,853.97,209.02,1062.99,2026-01-19,Aprovado
3060,3060,412.56,69.37,481.93,2025-11-04,Aprovado
3061,3061,328.74,144.29,473.03,2026-04-26,Aprovado
3062,3062,701.99,172.86,874.85,2025-12-02,Aprovado
3063,3063,786.39,64.36,850.75,2026-04-23,Aprovado
3064,3064,999.59,428.98,1428.57,2026-05-07,Aprovado
3065,3065,116.35,635.3,751.65,2025-12-05,Recusado
3066,3066,51.86,71.57,123.43,2026-05-06,Recusado
3067,3067,580.31,619.41,1199.72,2025-11-11,Recusado
3068,3068,529.14,559.3,1088.44,2025-07-09,Aprovado
3069,3069,504.36,441.16,945.52,2025-07-28,Recusado
3070,3070,953.72,472.71,1426.43,2025-07-18,Aprovado
3071,3071,26.07,61.73,87.8,2025-11-11,Aprovado
3072,3072,88.52,477.74,566.26,2026-01-01,Aprovado
3073,3073,777.87,278.1,1055.97,2025-11-03,Aprovado
3074,3074,888.91,76.4,965.31,2025-09-16,Aprovado
3075,3075,536.07,531.58,1067.65,2026-02-10,Aprovado
3076,3076,1143.55,149.73,1293.28,2026-03-03,Aprovado
3077,3077,832.49,591.87,1424.36,2026-03-23,Aprovado
3078,3078,872.92,260.39,1133.31,2026-02-28,Aprovado
3079,3079,99.08,492.09,591.17,2025-10-14,Aprovado
3080,3080,228.14,627.78,855.92,2026-04-02,Aprovado
3081,3081,1269.16,272.16,1541.32,2026-04-04,Aprovado
3082,3082,102.33,460.58,562.91,2026-02-28,Aprovado
3083,3083,690.33,307.54,997.87,2026-06-27,Aprovado
3084,3084,96.01,388.7,484.71,2026-07-01,Aprovado
3085,3085,615.68,293.41,909.09,2026-03-05,Aprovado
3086,3086,820.2,566.14,1386.34,2025-11-08,Aprovado
3087,3087,442.69,378.9,821.59,2025-10-30,Aprovado
3088,3088,673.29,437.75,1111.04,2026-01-08,Aprovado
3089,3089,325.81,576.87,902.68,2026-05-21,Recusado
3090,3090,345.44,486.22,831.66,2025-10-27,Aprovado
3091,3091,435.97,542.54,978.51,2025-07-17,Aprovado
3092,3092,361.68,335.63,697.31,2025-10-06,Aprovado
3093,3093,905.59,573.73,1479.32,2026-01-14,Recusado
3094,3094,100.51,632.52,733.03,2026-06-15,Aprovado
3095,3095,948.91,329.4,1278.31,2026-05-10,Aprovado
3096,3096,92.43,277.87,370.3,2025-11-27,Recusado
3097,3097,287.39,598.44,885.83,2025-08-18,Aprovado
3098,3098,580.23,233.72,813.95,2025-07-09,Aprovado
3099,3099,194.67,213.37,408.04,2025-09-12,Aprovado
3100,3100,1072.76,602.17,1674.93,2026-04-28,Recusado
3101,3101,756.33,124.8,881.13,2026-03-01,Aprovado
3102,3102,108.77,188.72,297.49,2025-09-23,Aprovado
3103,3103,964.33,469.35,1433.68,2026-06-03,Recusado
3104,3104,1013.05,108.89,1121.94,2026-02-02,Recusado
3105,3105,1199.76,307.37,1507.13,2025-08-12,Aprovado
3106,3106,955.07,569.34,1524.41,2026-01-17,Aprovado
3107,3107,1085.21,365.82,1451.03,2026-06-28,Aprovado
3108,3108,501.73,262.46,764.19,2026-05-11,Aprovado
3109,3109,269.24,499.47,768.71,2026-04-06,Aprovado
3110,3110,1128.51,202.0,1330.51,2025-10-14,Recusado
3111,3111,85.79,239.73,325.52,2025-11-11,Aprovado
3112,3112,232.64,229.14,461.78,2025-11-23,Aprovado
3113,3113,881.08,391.3,1272.38,2025-09-28,Aprovado
3114,3114,995.93,461.54,1457.47,2025-12-31,Recusado
3115,3115,135.7,370.94,506.64,2026-01-16,Aprovado
3116,3116,1054.34,230.28,1284.62,2025-09-14,Aprovado
3117,3117,679.06,130.66,809.72,2025-12-15,Aprovado
3118,3118,103.1,448.75,551.85,2026-05-10,Aprovado
3119,3119,764.39,523.88,1288.27,2025-10-20,Aprovado
3120,3120,1062.64,477.02,1539.66,2025-08-25,Aprovado
3121,3121,1222.26,290.57,1512.83,2026-01-22,Aprovado
3122,3122,1283.31,74.95,1358.26,2026-01-25,Aprovado
3123,3123,1286.01,101.58,1387.59,2025-10-31,Aprovado
3124,3124,481.8,63.74,545.54,2025-10-09,Aprovado
3125,3125,440.58,436.8,877.38,2025-07-22,Aprovado
3126,3126,449.09,441.57,890.66,2025-10-08,Recusado
3127,3127,390.34,452.04,842.38,2026-03-30,Aprovado
3128,3128,559.54,206.52,766.06,2025-10-15,Aprovado
3129,3129,205.44,303.35,508.79,2026-05-19,Recusado
3130,3130,336.92,118.86,455.78,2026-05-18,Aprovado
3131,3131,1037.4,275.2,1312.6,2026-05-15,Aprovado
3132,3132,1005.41,646.95,1652.36,2025-08-13,Recusado
3133,3133,575.62,591.7,1167.32,2026-05-21,Recusado
3134,3134,143.11,629.91,773.02,2025-10-05,Aprovado
3135,3135,549.62,350.21,899.83,2025-07-13,Recusado
3136,3136,83.35,301.0,384.35,2025-09-15,Aprovado
3137,3137,275.13,158.26,433.39,2025-07-08,Aprovado
3138,3138,229.17,127.65,356.82,2025-08-05,Aprovado
3139,3139,1146.86,449.38,1596.24,2026-04-16,Aprovado
3140,3140,1261.89,295.11,1557.0,2025-11-04,Aprovado
3141,3141,90.41,526.0,616.41,2025-10-28,Aprovado
3142,3142,366.44,68.56,435.0,2025-07-30,Aprovado
3143,3143,574.04,123.73,697.77,2026-02-16,Aprovado
3144,3144,844.18,479.01,1323.19,2025-09-01,Aprovado
3145,3145,1200.76,583.0,1783.76,2026-05-23,Aprovado
3146,3146,689.76,329.44,1019.2,2025-08-23,Aprovado
3147,3147,749.21,478.28,1227.49,2025-07-13,Aprovado
3148,3148,1075.17,517.0,1592.17,2026-06-12,Recusado
3149,3149,750.45,414.37,1164.82,2026-04-12,Aprovado
3150,3150,575.59,513.59,1089.18,2026-03-14,Recusado
3151,3151,752.36,157.77,910.13,2026-06-14,Aprovado
3152,3152,598.0,478.67,1076.67,2026-06-05,Aprovado
3153,3153,1218.35,367.75,1586.1,2025-11-28,Aprovado
3154,3154,1180.32,327.78,1508.1,2026-01-04,Aprovado
3155,3155,555.48,566.05,1121.53,2026-05-12,Aprovado
3156,3156,925.88,96.45,1022.33,2025-08-13,Aprovado
3157,3157,741.87,606.25,1348.12,2025-10-31,Aprovado
3158,3158,301.4,216.48,517.88,2025-12-19,Aprovado
3159,3159,740.82,566.3,1307.12,2026-02-08,Recusado
3160,3160,1204.44,612.63,1817.07,2026-02-02,Aprovado
3161,3161,674.51,70.34,744.85,2026-06-26,Aprovado
3162,3162,700.02,63.32,763.34,2025-10-23,Aprovado
3163,3163,293.17,206.33,499.5,2026-05-18,Aprovado
3164,3164,279.92,486.4,766.32,2025-09-07,Aprovado
3165,3165,588.48,244.11,832.59,2026-01-14,Aprovado
3166,3166,1223.25,92.17,1315.42,2026-03-24,Aprovado
3167,3167,696.86,487.83,1184.69,2026-05-29,Aprovado
3168,3168,598.42,145.35,743.77,2025-11-20,Aprovado
3169,3169,773.17,637.54,1410.71,2026-02-26,Aprovado
3170,3170,1041.56,461.31,1502.87,2026-02-09,Aprovado
3171,3171,766.27,448.28,1214.55,2026-05-27,Aprovado
3172,3172,110.59,635.73,746.32,2026-05-23,Aprovado
3173,3173,1091.46,406.17,1497.63,2025-08-02,Aprovado
3174,3174,20.54,284.22,304.76,2026-01-17,Aprovado
3175,3175,1049.67,95.77,1145.44,2026-04-27,Recusado
3176,3176,90.56,449.34,539.9,2026-02-17,Aprovado
3177,3177,554.2,308.16,862.36,2025-07-07,Aprovado
3178,3178,655.78,62.86,718.64,2026-01-15,Aprovado
3179,3179,949.04,195.54,1144.58,2026-04-02,Recusado
3180,3180,853.79,457.78,1311.57,2026-04-26,Aprovado
3181,3181,854.7,392.36,1247.06,2025-07-27,Aprovado
3182,3182,54.17,600.82,654.99,2026-04-09,Aprovado
3183,3183,1151.2,347.92,1499.12,2025-08-01,Aprovado
3184,3184,468.51,475.14,943.65,2025-10-12,Aprovado
3185,3185,476.56,309.07,785.63,2025-08-15,Recusado
3186,3186,1205.86,62.1,1267.96,2025-11-24,Aprovado
3187,3187,67.26,208.92,276.18,2025-09-14,Aprovado
3188,3188,1167.42,520.21,1687.63,2025-09-26,Aprovado
3189,3189,302.21,81.89,384.1,2025-11-28,Aprovado
3190,3190,315.97,512.36,828.33,2026-05-13,Aprovado
3191,3191,165.17,481.22,646.39,2025-07-10,Aprovado
3192,3192,467.99,217.81,685.8,2026-03-27,Aprovado
3193,3193,757.86,210.08,967.94,2025-12-08,Aprovado
3194,3194,1213.21,457.53,1670.74,2026-02-28,Aprovado
3195,3195,608.35,508.03,1116.38,2025-08-17,Aprovado
3196,3196,412.79,121.94,534.73,2025-12-15,Aprovado
3197,3197,784.53,578.92,1363.45,2025-08-29,Aprovado
3198,3198,321.06,640.22,961.28,2025-08-31,Aprovado
3199,3199,249.48,506.65,756.13,2026-04-27,Recusado
3200,3200,880.67,458.02,1338.69,2026-04-22,Aprovado
3201,3201,826.13,641.14,1467.27,2025-07-08,Recusado
3202,3202,243.6,439.97,683.57,2026-02-13,Aprovado
3203,3203,914.4,166.92,1081.32,2025-12-18,Aprovado
3204,3204,900.3,571.85,1472.15,2025-07-03,Aprovado
3205,3205,809.68,624.78,1434.46,2026-04-19,Aprovado
3206,3206,749.66,643.41,1393.07,2026-05-17,Aprovado
3207,3207,20.54,120.19,140.73,2026-01-25,Recusado
3208,3208,430.79,646.27,1077.06,2026-03-31,Aprovado
3209,3209,844.26,168.49,1012.75,2026-05-20,Aprovado
3210,3210,281.54,188.4,469.94,2025-08-08,Aprovado
3211,3211,886.29,520.03,1406.32,2025-08-28,Aprovado
3212,3212,613.04,554.47,1167.51,2025-07-08,Aprovado
3213,3213,920.62,610.8,1531.42,2025-10-23,Aprovado
3214,3214,175.79,340.58,516.37,2026-04-27,Aprovado
3215,3215,394.65,601.12,995.77,2026-03-01,Aprovado
3216,3216,771.2,327.95,1099.15,2026-06-18,Aprovado
3217,3217,133.36,213.69,347.05,2025-09-24,Recusado
3218,3218,1048.04,301.12,1349.16,2026-02-04,Aprovado
3219,3219,602.2,282.22,884.42,2025-10-28,Aprovado
3220,3220,1003.74,514.36,1518.1,2025-12-10,Aprovado
3221,3221,1093.52,81.54,1175.06,2025-11-22,Recusado
3222,3222,825.16,326.62,1151.78,2026-04-18,Aprovado
3223,3223,472.14,93.55,565.69,2026-04-25,Aprovado
3224,3224,1104.33,343.55,1447.88,2026-05-07,Aprovado
3225,3225,1277.09,589.82,1866.91,2026-04-30,Aprovado
3226,3226,412.27,585.88,998.15,2025-11-19,Aprovado
3227,3227,1000.31,342.33,1342.64,2025-08-17,Recusado
3228,3228,560.95,334.89,895.84,2025-09-25,Aprovado
3229,3229,1198.96,187.73,1386.69,2026-02-09,Aprovado
3230,3230,74.9,72.33,147.23,2025-11-23,Recusado
3231,3231,30.06,103.34,133.4,2026-03-21,Recusado
3232,3232,796.25,131.18,927.43,2026-04-28,Aprovado
3233,3233,863.54,625.39,1488.93,2025-10-11,Aprovado
3234,3234,668.65,165.03,833.68,2025-09-18,Recusado
3235,3235,183.28,610.79,794.07,2026-02-27,Aprovado
3236,3236,57.18,63.09,120.27,2025-12-27,Aprovado
3237,3237,1114.42,529.02,1643.44,2026-04-10,Aprovado
3238,3238,1188.58,90.0,1278.58,2026-04-23,Aprovado
3239,3239,1192.61,157.9,1350.51,2026-05-15,Aprovado
3240,3240,650.68,340.04,990.72,2026-01-14,Aprovado
3241,3241,752.21,206.3,958.51,2026-04-18,Aprovado
3242,3242,1019.44,511.4,1530.84,2025-07-14,Aprovado
3243,3243,464.68,619.88,1084.56,2025-12-12,Recusado
3244,3244,557.39,159.62,717.01,2026-04-29,Aprovado
3245,3245,476.3,636.04,1112.34,2026-03-13,Aprovado
3246,3246,770.36,264.0,1034.36,2025-10-22,Recusado
3247,3247,793.74,451.64,1245.38,2025-08-04,Aprovado
3248,3248,1014.47,242.89,1257.36,2026-03-25,Aprovado
3249,3249,962.23,105.9,1068.13,2025-10-02,Recusado
3250,3250,634.4,361.47,995.87,2026-02-03,Recusado
3251,3251,1162.77,383.71,1546.48,2025-12-08,Aprovado
3252,3252,872.97,575.67,1448.64,2026-05-25,Aprovado
3253,3253,354.45,565.24,919.69,2026-04-05,Recusado
3254,3254,1127.52,539.09,1666.61,2025-09-28,Aprovado
3255,3255,290.61,393.03,683.64,2026-03-18,Recusado
3256,3256,479.67,486.53,966.2,2025-09-15,Aprovado
3257,3257,939.27,68.44,1007.71,2025-11-20,Aprovado
3258,3258,1069.32,466.65,1535.97,2026-04-12,Aprovado
3259,3259,1244.86,183.91,1428.77,2025-09-10,Aprovado
3260,3260,852.74,616.01,1468.75,2025-09-23,Aprovado
3261,3261,282.29,631.38,913.67,2026-01-15,Aprovado
3262,3262,882.82,414.16,1296.98,2025-07-14,Aprovado
3263,3263,1006.88,434.9,1441.78,2026-05-15,Recusado
3264,3264,1246.66,524.96,1771.62,2025-07-21,Aprovado
3265,3265,551.27,514.86,1066.13,2026-02-10,Recusado
3266,3266,79.03,398.66,477.69,2026-02-03,Aprovado
3267,3267,716.83,415.94,1132.77,2025-11-18,Aprovado
3268,3268,91.44,567.41,658.85,2026-02-28,Aprovado
3269,3269,338.86,429.89,768.75,2026-03-13,Aprovado
3270,3270,910.98,525.89,1436.87,2025-11-11,Aprovado
3271,3271,1220.85,627.04,1847.89,2025-07-08,Aprovado
3272,3272,92.01,107.36,199.37,2025-08-26,Recusado
3273,3273,505.92,98.25,604.17,2025-09-29,Recusado
3274,3274,395.78,130.57,526.35,2025-10-26,Aprovado
3275,3275,689.96,88.0,777.96,2026-01-08,Aprovado
3276,3276,1099.49,246.11,1345.6,2026-03-02,Recusado
3277,3277,113.37,448.36,561.73,2025-09-07,Aprovado
3278,3278,806.22,477.91,1284.13,2025-11-29,Aprovado
3279,3279,970.56,120.09,1090.65,2025-08-10,Aprovado
3280,3280,796.13,489.69,1285.82,2025-10-27,Aprovado
3281,3281,487.79,552.98,1040.77,2026-05-23,Aprovado
3282,3282,1097.68,623.27,1720.95,2025-09-13,Aprovado
3283,3283,1193.6,606.45,1800.05,2026-03-26,Aprovado
3284,3284,575.67,134.95,710.62,2026-01-05,Aprovado
3285,3285,823.31,344.15,1167.46,2026-03-20,Recusado
3286,3286,273.53,399.34,672.87,2025-12-29,Recusado
3287,3287,260.09,539.03,799.12,2026-02-24,Aprovado
3288,3288,1137.2,89.11,1226.31,2026-06-02,Recusado
3289,3289,1102.78,428.24,1531.02,2025-11-04,Recusado
3290,3290,1082.46,156.72,1239.18,2025-09-28,Recusado
3291,3291,660.66,604.58,1265.24,2025-10-30,Aprovado
3292,3292,1293.96,222.5,1516.46,2026-02-10,Aprovado
3293,3293,534.2,525.31,1059.51,2025-07-09,Aprovado
3294,3294,379.48,238.93,618.41,2025-10-05,Aprovado
3295,3295,45.79,66.27,112.06,2025-11-26,Recusado
3296,3296,749.67,194.42,944.09,2026-04-03,Aprovado
3297,3297,141.46,439.67,581.13,2026-05-01,Aprovado
3298,3298,959.14,373.0,1332.14,2025-11-30,Recusado
3299,3299,458.19,310.71,768.9,2025-07-16,Aprovado
3300,3300,1148.15,501.14,1649.29,2025-09-25,Aprovado
3301,3301,1106.87,409.7,1516.57,2025-07-09,Aprovado
3302,3302,1269.51,69.76,1339.27,2026-04-21,Aprovado
3303,3303,179.06,313.25,492.31,2025-09-23,Aprovado
3304,3304,840.55,420.73,1261.28,2025-10-13,Aprovado
3305,3305,804.16,138.72,942.88,2026-01-05,Aprovado
3306,3306,1000.62,541.35,1541.97,2026-03-13,Aprovado
3307,3307,1227.83,294.26,1522.09,2025-10-19,Aprovado
3308,3308,1189.03,147.91,1336.94,2025-08-05,Aprovado
3309,3309,217.06,367.87,584.93,2025-10-31,Aprovado
3310,3310,516.68,95.74,612.42,2026-02-13,Aprovado
3311,3311,502.31,196.3,698.61,2026-05-10,Aprovado
3312,3312,399.67,468.8,868.47,2025-11-30,Recusado
3313,3313,647.97,213.75,861.72,2025-10-02,Recusado
3314,3314,1089.23,155.97,1245.2,2026-02-04,Aprovado
3315,3315,458.83,563.71,1022.54,2026-01-12,Recusado
3316,3316,221.82,377.28,599.1,2026-05-24,Recusado
3317,3317,736.49,141.63,878.12,2025-09-14,Aprovado
3318,3318,269.94,607.15,877.09,2026-05-16,Aprovado
3319,3319,1175.32,496.16,1671.48,2025-09-03,Aprovado
3320,3320,1198.95,532.67,1731.62,2026-03-08,Aprovado
3321,3321,1132.08,102.01,1234.09,2026-01-04,Aprovado
3322,3322,946.21,72.22,1018.43,2025-11-18,Aprovado
3323,3323,215.07,464.24,679.31,2026-05-07,Aprovado
3324,3324,122.58,548.86,671.44,2026-06-13,Aprovado
3325,3325,789.65,479.29,1268.94,2025-11-06,Recusado
3326,3326,1208.78,139.03,1347.81,2026-05-01,Recusado
3327,3327,1277.07,203.71,1480.78,2026-01-21,Aprovado
3328,3328,1199.37,638.55,1837.92,2025-12-31,Aprovado
3329,3329,1111.68,230.76,1342.44,2025-07-27,Aprovado
3330,3330,356.21,181.33,537.54,2025-10-04,Aprovado
3331,3331,1298.59,459.42,1758.01,2025-12-19,Recusado
3332,3332,915.26,559.22,1474.48,2025-12-19,Aprovado
3333,3333,593.12,263.91,857.03,2026-06-01,Aprovado
3334,3334,1055.69,69.19,1124.88,2025-08-30,Recusado
3335,3335,191.35,591.54,782.89,2026-06-22,Aprovado
3336,3336,874.04,212.87,1086.91,2025-07-27,Aprovado
3337,3337,387.25,131.16,518.41,2025-07-25,Aprovado
3338,3338,83.46,113.74,197.2,2026-01-24,Aprovado
3339,3339,489.31,390.43,879.74,2026-05-12,Aprovado
3340,3340,77.66,186.29,263.95,2025-11-15,Aprovado
3341,3341,450.26,584.22,1034.48,2025-07-07,Aprovado
3342,3342,180.45,539.91,720.36,2026-04-07,Recusado
3343,3343,814.47,599.04,1413.51,2025-11-23,Aprovado
3344,3344,1220.36,602.13,1822.49,2025-09-26,Recusado
3345,3345,616.73,396.82,1013.55,2026-06-02,Recusado
3346,3346,1141.42,578.84,1720.26,2026-05-01,Aprovado
3347,3347,694.3,517.58,1211.88,2026-02-27,Aprovado
3348,3348,111.39,121.31,232.7,2026-03-28,Aprovado
3349,3349,903.72,294.7,1198.42,2026-05-12,Aprovado
3350,3350,1110.93,201.71,1312.64,2026-05-08,Aprovado
3351,3351,1184.84,553.85,1738.69,2025-07-29,Aprovado
3352,3352,1050.27,584.64,1634.91,2025-12-06,Recusado
3353,3353,504.5,442.61,947.11,2026-04-06,Aprovado
3354,3354,1265.42,92.37,1357.79,2025-12-14,Aprovado
3355,3355,150.02,558.02,708.04,2025-07-30,Aprovado
3356,3356,68.03,158.73,226.76,2026-01-24,Aprovado
3357,3357,462.58,483.46,946.04,2025-08-07,Aprovado
3358,3358,1043.53,239.95,1283.48,2026-01-02,Recusado
3359,3359,789.72,247.11,1036.83,2025-10-21,Aprovado
3360,3360,141.0,416.35,557.35,2026-02-22,Aprovado
3361,3361,229.42,349.8,579.22,2025-08-18,Aprovado
3362,3362,362.89,515.74,878.63,2025-10-31,Aprovado
3363,3363,1024.51,248.64,1273.15,2025-12-29,Aprovado
3364,3364,273.27,253.87,527.14,2026-01-17,Aprovado
3365,3365,501.02,433.83,934.85,2025-08-13,Aprovado
3366,3366,242.64,186.92,429.56,2025-09-04,Aprovado
3367,3367,352.42,197.1,549.52,2026-04-20,Aprovado
3368,3368,1150.67,222.51,1373.18,2026-01-04,Aprovado
3369,3369,1029.53,228.78,1258.31,2025-09-30,Aprovado
3370,3370,138.46,232.78,371.24,2026-04-02,Aprovado
3371,3371,619.95,86.66,706.61,2025-07-06,Aprovado
3372,3372,525.18,418.07,943.25,2026-05-22,Aprovado
3373,3373,982.31,470.34,1452.65,2025-11-27,Aprovado
3374,3374,276.67,391.19,667.86,2026-02-02,Aprovado
3375,3375,910.14,637.54,1547.68,2026-01-16,Recusado
3376,3376,1283.62,347.54,1631.16,2025-07-16,Recusado
3377,3377,789.65,562.33,1351.98,2026-06-07,Aprovado
3378,3378,559.29,201.04,760.33,2025-11-12,Aprovado
3379,3379,761.04,385.96,1147.0,2025-07-23,Recusado
3380,3380,1084.24,637.12,1721.36,2025-08-28,Aprovado
3381,3381,469.88,408.74,878.62,2026-02-06,Aprovado
3382,3382,405.42,498.26,903.68,2025-12-30,Aprovado
3383,3383,836.35,253.84,1090.19,2026-02-17,Aprovado
3384,3384,80.31,622.22,702.53,2026-05-17,Recusado
3385,3385,602.07,330.21,932.28,2025-07-03,Aprovado
3386,3386,148.34,182.67,331.01,2025-08-04,Recusado
3387,3387,1194.77,429.18,1623.95,2026-01-14,Aprovado
3388,3388,395.52,302.7,698.22,2025-09-01,Recusado
3389,3389,1291.11,553.22,1844.33,2026-06-13,Recusado
3390,3390,1153.44,482.37,1635.81,2026-01-30,Aprovado
3391,3391,918.73,464.29,1383.02,2025-07-06,Aprovado
3392,3392,424.93,407.77,832.7,2025-09-18,Aprovado
3393,3393,1012.73,67.33,1080.06,2026-05-07,Aprovado
3394,3394,777.36,363.96,1141.32,2026-01-05,Aprovado
3395,3395,299.25,449.86,749.11,2026-03-18,Recusado
3396,3396,695.5,98.58,794.08,2025-12-23,Aprovado
3397,3397,1282.95,583.89,1866.84,2025-12-18,Aprovado
3398,3398,581.1,224.55,805.65,2025-09-07,Aprovado
3399,3399,1124.52,413.94,1538.46,2025-11-01,Recusado
3400,3400,124.74,561.01,685.75,2025-11-25,Aprovado
3401,3401,883.21,214.52,1097.73,2025-07-07,Recusado
3402,3402,829.65,498.42,1328.07,2025-12-04,Aprovado
3403,3403,893.61,178.68,1072.29,2026-01-17,Aprovado
3404,3404,1123.64,611.5,1735.14,2026-01-09,Aprovado
3405,3405,225.64,441.76,667.4,2025-09-12,Aprovado
3406,3406,836.22,240.95,1077.17,2026-02-07,Recusado
3407,3407,54.12,119.75,173.87,2026-03-01,Aprovado
3408,3408,1184.6,526.51,1711.11,2026-04-28,Aprovado
3409,3409,698.23,104.89,803.12,2026-01-10,Aprovado
3410,3410,400.92,627.89,1028.81,2026-02-07,Aprovado
3411,3411,1151.82,619.18,1771.0,2026-03-11,Aprovado
3412,3412,904.59,304.1,1208.69,2025-09-24,Aprovado
3413,3413,150.35,402.41,552.76,2026-04-21,Aprovado
3414,3414,387.51,320.08,707.59,2026-06-06,Recusado
3415,3415,480.08,511.32,991.4,2026-04-24,Aprovado
3416,3416,921.16,484.98,1406.14,2025-08-14,Aprovado
3417,3417,28.88,399.45,428.33,2026-05-14,Aprovado
3418,3418,1292.58,113.93,1406.51,2026-02-05,Aprovado
3419,3419,640.8,547.47,1188.27,2025-12-13,Recusado
3420,3420,869.09,368.68,1237.77,2026-03-02,Aprovado
3421,3421,1206.68,77.14,1283.82,2025-09-04,Aprovado
3422,3422,330.48,637.38,967.86,2025-11-06,Aprovado
3423,3423,823.13,231.72,1054.85,2026-01-08,Aprovado
3424,3424,801.26,217.74,1019.0,2026-03-15,Aprovado
3425,3425,981.62,70.08,1051.7,2026-03-04,Aprovado
3426,3426,65.8,399.24,465.04,2025-09-18,Aprovado
3427,3427,848.49,393.71,1242.2,2026-06-30,Aprovado
3428,3428,651.78,119.7,771.48,2026-03-10,Aprovado
3429,3429,1254.02,303.31,1557.33,2026-04-26,Aprovado
3430,3430,695.37,647.85,1343.22,2025-09-13,Recusado
3431,3431,1111.01,448.66,1559.67,2026-05-22,Aprovado
3432,3432,222.02,394.0,616.02,2025-08-23,Recusado
3433,3433,126.51,623.52,750.03,2026-04-14,Aprovado
3434,3434,72.04,416.51,488.55,2025-09-12,Aprovado
3435,3435,799.7,63.71,863.41,2026-05-26,Recusado
3436,3436,780.78,461.2,1241.98,2026-06-16,Recusado
3437,3437,562.31,122.19,684.5,2025-08-29,Aprovado
3438,3438,361.98,368.59,730.57,2026-03-21,Aprovado
3439,3439,1159.53,623.24,1782.77,2026-04-23,Aprovado
3440,3440,341.97,586.26,928.23,2026-01-07,Aprovado
3441,3441,841.33,294.62,1135.95,2026-05-12,Aprovado
3442,3442,1039.54,544.51,1584.05,2025-09-21,Aprovado
3443,3443,1137.51,429.76,1567.27,2025-09-17,Aprovado
3444,3444,73.97,531.78,605.75,2026-06-30,Aprovado
3445,3445,1037.88,85.29,1123.17,2025-10-31,Aprovado
3446,3446,443.25,601.2,1044.45,2025-07-11,Aprovado
3447,3447,471.96,470.46,942.42,2026-04-21,Recusado
3448,3448,235.95,507.77,743.72,2026-01-11,Aprovado
3449,3449,79.75,312.81,392.56,2026-04-03,Aprovado
3450,3450,598.85,94.98,693.83,2026-06-25,Aprovado
3451,3451,181.42,208.81,390.23,2026-04-02,Aprovado
3452,3452,1088.55,274.3,1362.85,2025-09-02,Aprovado
3453,3453,1152.1,411.69,1563.79,2025-12-01,Recusado
3454,3454,982.29,195.13,1177.42,2026-02-04,Recusado
3455,3455,116.2,639.15,755.35,2026-01-10,Aprovado
3456,3456,673.29,313.8,987.09,2026-04-11,Aprovado
3457,3457,401.97,579.45,981.42,2025-11-19,Aprovado
3458,3458,1178.95,470.23,1649.18,2025-10-03,Aprovado
3459,3459,656.62,321.95,978.57,2025-12-05,Aprovado
3460,3460,741.83,517.94,1259.77,2025-09-04,Aprovado
3461,3461,115.0,109.6,224.6,2026-03-23,Aprovado
3462,3462,363.57,370.41,733.98,2026-03-25,Aprovado
3463,3463,1295.62,469.42,1765.04,2025-08-13,Aprovado
3464,3464,261.79,620.82,882.61,2026-03-29,Aprovado
3465,3465,1284.5,340.93,1625.43,2026-05-30,Aprovado
3466,3466,110.14,276.67,386.81,2026-05-04,Aprovado
3467,3467,286.99,523.8,810.79,2025-08-30,Recusado
3468,3468,468.49,503.12,971.61,2026-02-24,Aprovado
3469,3469,1203.05,475.48,1678.53,2026-06-30,Aprovado
3470,3470,1143.52,118.54,1262.06,2026-05-18,Aprovado
3471,3471,628.52,198.36,826.88,2025-12-17,Aprovado
3472,3472,647.78,516.77,1164.55,2025-12-22,Aprovado
3473,3473,522.04,307.11,829.15,2025-07-05,Aprovado
3474,3474,1209.36,195.43,1404.79,2025-07-12,Aprovado
3475,3475,452.39,374.23,826.62,2025-09-04,Aprovado
3476,3476,88.57,425.7,514.27,2026-04-28,Aprovado
3477,3477,1265.56,447.95,1713.51,2026-06-12,Aprovado
3478,3478,733.05,193.75,926.8,2025-07-26,Aprovado
3479,3479,137.26,252.93,390.19,2025-09-29,Aprovado
3480,3480,464.71,104.51,569.22,2025-09-01,Aprovado
3481,3481,747.11,286.62,1033.73,2026-01-30,Recusado
3482,3482,1156.69,290.01,1446.7,2026-06-14,Aprovado
3483,3483,837.04,481.3,1318.34,2025-07-13,Aprovado
3484,3484,564.12,560.45,1124.57,2025-10-27,Aprovado
3485,3485,254.78,332.34,587.12,2026-05-02,Aprovado
