projeto_id;comprador_id;fornecedor_id;data_abertura;categoria;baseline;meta_saving_pct;status
CS02900;CB026;FO0013;2025-06-27 00:00:00;Substituição;8489,11;0,1632;Concluído
CS02901;CB001;FO0276;2025-06-01 00:00:00;Otimização;37252,19;0,0588;Concluído
CS02902;CB002;FO0009;2026-05-15 00:00:00;Substituição;1473,9;0,1028;Em execução
CS02903;CB001;FO0274;2024-10-24 00:00:00;Bidding;13151,75;0,0273;Cancelado
CS02904;CB033;FO0262;2026-05-25 00:00:00;Bidding;14081,57;0,0865;Em mensuração
CS02905;CB017;FO0089;2024-12-29 00:00:00;Bidding;7453,16;0,1616;Em mensuração
CS02906;CB005;FO0204;2025-01-29 00:00:00;Substituição;3937,1;0,033;Concluído
CS02907;CB027;FO0182;2024-01-30 00:00:00;Bidding;6655,45;0,0917;Concluído
CS02908;CB032;FO0319;2024-04-06 00:00:00;Bidding;9873,94;0,0235;Concluído
CS02909;CB014;FO0198;2025-11-21 00:00:00;Otimização;24095,06;0,0993;Concluído
CS02910;CB022;FO0035;2025-01-21 00:00:00;Bidding;31330,18;0,1256;Em execução
CS02911;CB008;FO0267;2025-02-26 00:00:00;Renegociação;7720,13;0,1509;Concluído
CS02912;CB017;FO0277;2026-06-09 00:00:00;Renegociação;5645,97;0,1684;Concluído
CS02913;CB020;FO0200;2024-08-05 00:00:00;Otimização;3556,24;0,0338;Cancelado
CS02914;CB033;FO0165;2024-02-07 00:00:00;Renegociação;12249,76;0,1601;Concluído
CS02915;CB030;FO0045;2024-07-16 00:00:00;Otimização;9139,31;0,0917;Em execução
CS02916;CB029;FO0134;2024-12-09 00:00:00;Bidding;7890,79;0,1025;Em execução
CS02917;CB035;FO0034;2024-04-14 00:00:00;Bidding;4868,69;0,1584;Concluído
CS02918;CB038;FO0290;2026-01-09 00:00:00;Otimização;7986,66;0,0627;Concluído
CS02919;CB009;FO0077;2026-07-27 00:00:00;Bidding;15506,6;0,0987;Concluído
CS02920;CB012;FO0234;2025-08-15 00:00:00;Substituição;1814,45;0,1238;Concluído
CS02921;CB008;FO0198;2026-05-08 00:00:00;Otimização;18037,84;0,1567;Em execução
CS02922;CB010;FO0053;2024-07-09 00:00:00;Otimização;6289,38;0,1768;Em mensuração
CS02923;CB034;FO0016;2025-09-17 00:00:00;Renegociação;10479,18;0,0999;Em mensuração
CS02924;CB004;FO0076;2026-05-28 00:00:00;Renegociação;16156,42;0,081;Em mensuração
CS02925;CB010;FO0227;2026-04-07 00:00:00;Renegociação;12320,36;0,0621;Em mensuração
CS02926;CB003;FO0212;2024-11-29 00:00:00;Substituição;6217,95;0,1146;Em execução
CS02927;CB033;FO0280;2024-03-26 00:00:00;Renegociação;4092,02;0,046;Concluído
CS02928;CB023;FO0127;2024-06-25 00:00:00;Substituição;2962,56;0,135;Concluído
CS02929;CB006;FO0262;2025-06-16 00:00:00;Bidding;1719,76;0,0384;Concluído
CS02930;CB004;FO0104;2026-06-09 00:00:00;Bidding;3869,86;0,1395;Concluído
CS02931;CB020;FO0060;2026-07-04 00:00:00;Otimização;8271,83;0,0677;Concluído
CS02932;CB030;FO0176;2025-06-16 00:00:00;Bidding;4221,39;0,0239;Em mensuração
CS02933;CB014;FO0074;2026-07-12 00:00:00;Otimização;2469,96;0,1247;Cancelado
CS02934;CB005;FO0019;2024-10-04 00:00:00;Bidding;19904,4;0,1794;Em mensuração
CS02935;CB015;FO0320;2025-11-29 00:00:00;Otimização;8805,39;0,0722;Concluído
CS02936;CB038;FO0110;2026-06-14 00:00:00;Otimização;2894,88;0,1017;Concluído
CS02937;CB037;FO0061;2025-06-30 00:00:00;Renegociação;13064,5;0,1496;Concluído
CS02938;CB016;FO0219;2025-11-11 00:00:00;Bidding;3900,21;0,1766;Em mensuração
CS02939;CB035;FO0225;2024-10-31 00:00:00;Bidding;20441,85;0,0587;Concluído
CS02940;CB014;FO0317;2026-07-25 00:00:00;Substituição;4660,77;0,0581;Concluído
CS02941;CB026;FO0077;2025-06-25 00:00:00;Bidding;13588,43;0,1518;Concluído
CS02942;CB011;FO0255;2026-01-12 00:00:00;Substituição;16877,3;0,1765;Concluído
CS02943;CB039;FO0064;2025-03-20 00:00:00;Bidding;11810,4;0,0721;Em mensuração
CS02944;CB022;FO0051;2026-06-13 00:00:00;Bidding;9007,79;0,1416;Concluído
CS02945;CB016;FO0140;2024-09-06 00:00:00;Renegociação;23448,49;0,0611;Concluído
CS02946;CB036;FO0015;2026-05-13 00:00:00;Renegociação;40106,48;0,1365;Concluído
CS02947;CB026;FO0298;2024-06-14 00:00:00;Bidding;5707,45;0,1352;Em mensuração
CS02948;CB018;FO0226;2024-06-16 00:00:00;Renegociação;2570,75;0,0584;Em mensuração
CS02949;CB025;FO0111;2025-03-21 00:00:00;Renegociação;4008,05;0,1222;Concluído
CS02950;CB015;FO0139;2025-11-30 00:00:00;Substituição;6628,15;0,1391;Concluído
CS02951;CB021;FO0313;2024-03-03 00:00:00;Bidding;3005,93;0,0261;Concluído
CS02952;CB031;FO0238;2026-03-07 00:00:00;Otimização;8266,44;0,0616;Em mensuração
CS02953;CB035;FO0199;2024-05-24 00:00:00;Bidding;17162,02;0,072;Cancelado
CS02954;CB006;FO0055;2026-05-08 00:00:00;Otimização;13718,28;0,1125;Em execução
CS02955;CB012;FO0095;2025-02-26 00:00:00;Bidding;10089,23;0,0603;Em execução
CS02956;CB023;FO0273;2025-03-30 00:00:00;Renegociação;6111,95;0,1779;Concluído
CS02957;CB011;FO0277;2024-01-17 00:00:00;Bidding;2811,88;0,1677;Concluído
CS02958;CB040;FO0094;2024-06-18 00:00:00;Substituição;4684,26;0,0904;Concluído
CS02959;CB040;FO0128;2025-06-11 00:00:00;Substituição;19882,25;0,0488;Concluído
CS02960;CB010;FO0310;2025-07-04 00:00:00;Otimização;6094,79;0,034;Em execução
CS02961;CB011;FO0297;2024-03-20 00:00:00;Bidding;45909,72;0,0465;Concluído
CS02962;CB036;FO0221;2024-03-16 00:00:00;Otimização;38668,93;0,1795;Concluído
CS02963;CB003;FO0253;2024-11-23 00:00:00;Renegociação;8727,09;0,1725;Concluído
CS02964;CB023;FO0096;2025-04-10 00:00:00;Bidding;3579,46;0,066;Cancelado
CS02965;CB006;FO0184;2025-12-07 00:00:00;Renegociação;8574,85;0,0715;Concluído
CS02966;CB017;FO0306;2024-12-01 00:00:00;Bidding;1758,24;0,1761;Concluído
CS02967;CB007;FO0215;2025-08-12 00:00:00;Bidding;1827,7;0,1212;Concluído
CS02968;CB027;FO0166;2026-07-23 00:00:00;Bidding;13029,86;0,0428;Em execução
CS02969;CB004;FO0317;2025-10-22 00:00:00;Bidding;15533,36;0,0243;Cancelado
CS02970;CB034;FO0232;2025-03-07 00:00:00;Bidding;14183,96;0,0212;Concluído
CS02971;CB028;FO0026;2025-07-30 00:00:00;Substituição;2386,32;0,1171;Concluído
CS02972;CB009;FO0070;2026-04-03 00:00:00;Otimização;20043,89;0,0866;Em mensuração
CS02973;CB023;FO0197;2024-08-22 00:00:00;Renegociação;11008,76;0,049;Em execução
CS02974;CB019;FO0028;2024-08-28 00:00:00;Otimização;17528,18;0,0681;Em execução
CS02975;CB007;FO0150;2025-05-16 00:00:00;Substituição;2450,84;0,1769;Concluído
CS02976;CB022;FO0179;2025-10-30 00:00:00;Bidding;8844,04;0,0853;Em execução
CS02977;CB030;FO0009;2024-08-30 00:00:00;Bidding;5742,71;0,0809;Concluído
CS02978;CB006;FO0301;2025-11-12 00:00:00;Renegociação;12931,9;0,0212;Concluído
CS02979;CB013;FO0301;2025-01-24 00:00:00;Substituição;40448,99;0,0868;Concluído
CS02980;CB015;FO0202;2024-06-21 00:00:00;Substituição;10660,6;0,179;Concluído
CS02981;CB007;FO0136;2025-10-17 00:00:00;Otimização;21138,48;0,1761;Em mensuração
CS02982;CB032;FO0166;2024-10-29 00:00:00;Renegociação;7590,74;0,0977;Em mensuração
CS02983;CB014;FO0250;2026-06-18 00:00:00;Substituição;16295,43;0,1186;Concluído
CS02984;CB022;FO0211;2024-12-19 00:00:00;Substituição;10181,2;0,0822;Concluído
CS02985;CB009;FO0029;2024-09-05 00:00:00;Bidding;15011,0;0,0273;Concluído
CS02986;CB014;FO0257;2025-05-01 00:00:00;Substituição;5757,07;0,0628;Em mensuração
CS02987;CB023;FO0038;2024-09-23 00:00:00;Substituição;18705,58;0,0427;Concluído
CS02988;CB029;FO0262;2026-07-14 00:00:00;Otimização;15791,96;0,1108;Concluído
CS02989;CB009;FO0114;2024-02-07 00:00:00;Renegociação;8907,62;0,1444;Em execução
CS02990;CB008;FO0178;2024-08-10 00:00:00;Substituição;20872,42;0,1221;Em execução
CS02991;CB031;FO0308;2024-06-07 00:00:00;Renegociação;5804,08;0,054;Concluído
CS02992;CB034;FO0304;2025-12-15 00:00:00;Substituição;2767,58;0,1468;Concluído
CS02993;CB036;FO0014;2026-04-23 00:00:00;Substituição;14693,09;0,1522;Concluído
CS02994;CB010;FO0258;2024-11-21 00:00:00;Otimização;2261,84;0,0945;Concluído
CS02995;CB012;FO0200;2025-02-28 00:00:00;Bidding;51963,87;0,0975;Em execução
CS02996;CB016;FO0228;2024-10-04 00:00:00;Substituição;1568,24;0,1289;Em execução
CS02997;CB031;FO0278;2024-05-02 00:00:00;Renegociação;33729,71;0,1522;Concluído
CS02998;CB017;FO0060;2025-03-29 00:00:00;Otimização;14344,98;0,088;Em mensuração
CS02999;CB032;FO0293;2025-03-20 00:00:00;Substituição;7056,82;0,1015;Cancelado
CS03000;CB037;FO0295;2024-01-06 00:00:00;Renegociação;27831,57;0,0228;Cancelado
CS03001;CB005;FO0284;2024-08-14 00:00:00;Bidding;6497,56;0,1655;Em mensuração
CS03002;CB013;FO0279;2025-05-20 00:00:00;Renegociação;4365,99;0,1492;Em mensuração
CS03003;CB016;FO0042;2026-04-09 00:00:00;Bidding;7116,98;0,1264;Concluído
CS03004;CB033;FO0220;2026-06-01 00:00:00;Otimização;4391,2;0,0791;Em execução
CS03005;CB013;FO0077;2025-12-25 00:00:00;Renegociação;23108,64;0,0294;Em execução
CS03006;CB010;FO0005;2026-04-27 00:00:00;Substituição;14798,58;0,0746;Concluído
CS03007;CB030;FO0266;2024-07-07 00:00:00;Bidding;14994,76;0,1165;Concluído
CS03008;CB025;FO0250;2024-08-11 00:00:00;Otimização;6789,32;0,1663;Cancelado
CS03009;CB003;FO0170;2024-10-23 00:00:00;Bidding;4982,35;0,1472;Concluído
CS03010;CB001;FO0062;2024-11-16 00:00:00;Substituição;12089,6;0,1501;Concluído
CS03011;CB038;FO0156;2024-07-21 00:00:00;Otimização;10997,44;0,1387;Em execução
CS03012;CB007;FO0211;2025-03-11 00:00:00;Otimização;6242,78;0,1415;Em execução
CS03013;CB028;FO0084;2025-12-06 00:00:00;Renegociação;4644,01;0,075;Concluído
CS03014;CB020;FO0180;2024-03-13 00:00:00;Substituição;14260,25;0,1024;Concluído
CS03015;CB022;FO0065;2026-02-04 00:00:00;Substituição;26577,04;0,0863;Em execução
CS03016;CB022;FO0040;2025-04-08 00:00:00;Renegociação;19725,66;0,0726;Concluído
CS03017;CB016;FO0195;2026-04-13 00:00:00;Otimização;70898,81;0,1505;Concluído
CS03018;CB016;FO0176;2025-02-06 00:00:00;Otimização;15042,89;0,047;Concluído
CS03019;CB001;FO0016;2024-11-18 00:00:00;Otimização;13512,25;0,167;Concluído
CS03020;CB034;FO0249;2025-02-10 00:00:00;Bidding;3560,14;0,1612;Concluído
CS03021;CB008;FO0186;2026-07-13 00:00:00;Substituição;36359,17;0,1452;Concluído
CS03022;CB033;FO0157;2026-04-29 00:00:00;Otimização;6131,98;0,0819;Concluído
CS03023;CB009;FO0217;2026-03-10 00:00:00;Bidding;4831,85;0,1733;Concluído
CS03024;CB008;FO0177;2025-02-09 00:00:00;Otimização;4913,2;0,1642;Concluído
CS03025;CB002;FO0130;2026-02-08 00:00:00;Substituição;3742,47;0,1014;Concluído
CS03026;CB039;FO0048;2026-05-01 00:00:00;Otimização;15193,83;0,1656;Em mensuração
CS03027;CB026;FO0297;2026-03-15 00:00:00;Renegociação;18551,25;0,0298;Cancelado
CS03028;CB017;FO0046;2024-02-05 00:00:00;Substituição;13172,11;0,1425;Concluído
CS03029;CB018;FO0007;2026-07-11 00:00:00;Renegociação;4920,8;0,0577;Em mensuração
CS03030;CB009;FO0226;2025-03-08 00:00:00;Otimização;16548,7;0,1035;Concluído
CS03031;CB019;FO0091;2025-06-14 00:00:00;Otimização;2999,62;0,137;Concluído
CS03032;CB011;FO0060;2024-12-25 00:00:00;Bidding;6274,13;0,0373;Concluído
CS03033;CB036;FO0248;2024-09-17 00:00:00;Otimização;7271,33;0,0415;Concluído
CS03034;CB017;FO0150;2025-04-16 00:00:00;Bidding;1592,12;0,072;Em execução
CS03035;CB036;FO0287;2026-04-16 00:00:00;Bidding;5745,64;0,1078;Concluído
CS03036;CB021;FO0245;2025-01-30 00:00:00;Bidding;15341,71;0,1096;Concluído
CS03037;CB006;FO0049;2024-10-22 00:00:00;Otimização;836,89;0,1231;Concluído
CS03038;CB034;FO0082;2024-08-28 00:00:00;Bidding;4991,9;0,1018;Em execução
CS03039;CB018;FO0219;2025-02-11 00:00:00;Otimização;10372,97;0,143;Em execução
CS03040;CB024;FO0052;2025-04-07 00:00:00;Otimização;1245,4;0,0577;Cancelado
CS03041;CB005;FO0206;2024-01-12 00:00:00;Otimização;3751,99;0,0306;Concluído
CS03042;CB024;FO0265;2025-09-05 00:00:00;Otimização;6676,54;0,0756;Concluído
CS03043;CB004;FO0103;2025-11-16 00:00:00;Bidding;18101,47;0,0761;Concluído
CS03044;CB021;FO0188;2024-10-02 00:00:00;Otimização;6093,36;0,1792;Em mensuração
CS03045;CB011;FO0142;2025-11-07 00:00:00;Bidding;27221,59;0,128;Concluído
CS03046;CB019;FO0191;2025-01-30 00:00:00;Bidding;5879,59;0,1572;Em mensuração
CS03047;CB021;FO0026;2024-04-28 00:00:00;Renegociação;25507,03;0,0522;Concluído
CS03048;CB028;FO0132;2025-07-03 00:00:00;Substituição;12738,04;0,0695;Em execução
CS03049;CB012;FO0112;2024-01-07 00:00:00;Substituição;5277,04;0,0218;Em mensuração
CS03050;CB040;FO0230;2025-05-03 00:00:00;Renegociação;5360,94;0,0706;Concluído
CS03051;CB040;FO0258;2025-11-24 00:00:00;Otimização;27413,88;0,1663;Concluído
CS03052;CB008;FO0199;2025-01-24 00:00:00;Otimização;17596,69;0,1568;Concluído
CS03053;CB038;FO0219;2026-01-11 00:00:00;Substituição;4382,86;0,0847;Em mensuração
CS03054;CB026;FO0184;2026-03-08 00:00:00;Otimização;7633,09;0,1302;Concluído
CS03055;CB014;FO0077;2026-06-26 00:00:00;Otimização;3536,33;0,1343;Concluído
CS03056;CB001;FO0215;2024-12-18 00:00:00;Renegociação;1968,62;0,122;Em execução
CS03057;CB002;FO0220;2024-02-13 00:00:00;Substituição;2724,29;0,0668;Concluído
CS03058;CB030;FO0187;2025-04-06 00:00:00;Renegociação;2062,58;0,1759;Em execução
CS03059;CB022;FO0058;2024-05-05 00:00:00;Renegociação;4475,79;0,1781;Em execução
CS03060;CB035;FO0255;2024-10-18 00:00:00;Otimização;19177,42;0,0581;Concluído
CS03061;CB022;FO0033;2026-07-25 00:00:00;Substituição;7150,68;0,1529;Em mensuração
CS03062;CB039;FO0260;2026-04-09 00:00:00;Otimização;3877,18;0,0658;Concluído
CS03063;CB008;FO0025;2025-08-15 00:00:00;Substituição;4762,82;0,1795;Em execução
CS03064;CB006;FO0020;2024-10-24 00:00:00;Otimização;2357,25;0,0313;Concluído
CS03065;CB038;FO0163;2025-02-13 00:00:00;Renegociação;5541,75;0,1173;Cancelado
CS03066;CB017;FO0034;2025-03-22 00:00:00;Renegociação;2342,88;0,0643;Concluído
CS03067;CB010;FO0041;2024-10-04 00:00:00;Substituição;23021,99;0,1515;Concluído
CS03068;CB017;FO0056;2025-01-02 00:00:00;Bidding;6813,01;0,1059;Em execução
CS03069;CB015;FO0185;2026-07-08 00:00:00;Substituição;32711,59;0,1507;Em execução
CS03070;CB017;FO0262;2024-02-17 00:00:00;Otimização;14353,48;0,1309;Em mensuração
CS03071;CB018;FO0200;2025-11-30 00:00:00;Bidding;19922,65;0,0914;Concluído
CS03072;CB035;FO0162;2026-06-11 00:00:00;Substituição;13609,8;0,1443;Concluído
CS03073;CB016;FO0137;2025-05-17 00:00:00;Otimização;15211,32;0,1577;Em execução
CS03074;CB008;FO0059;2025-03-19 00:00:00;Bidding;34420,41;0,1273;Cancelado
CS03075;CB002;FO0260;2024-11-21 00:00:00;Bidding;12969,28;0,0433;Concluído
CS03076;CB009;FO0009;2024-03-19 00:00:00;Otimização;13568,86;0,1503;Em mensuração
CS03077;CB010;FO0105;2025-03-23 00:00:00;Bidding;2942,87;0,0279;Concluído
CS03078;CB018;FO0010;2024-02-13 00:00:00;Bidding;2887,41;0,0325;Em execução
CS03079;CB005;FO0231;2026-07-25 00:00:00;Substituição;4322,16;0,1781;Concluído
CS03080;CB026;FO0103;2024-08-04 00:00:00;Substituição;4987,89;0,1121;Em execução
CS03081;CB010;FO0148;2025-05-21 00:00:00;Otimização;14048,91;0,1417;Concluído
CS03082;CB032;FO0209;2025-04-20 00:00:00;Renegociação;5374,85;0,0266;Concluído
CS03083;CB009;FO0247;2026-04-04 00:00:00;Otimização;3568,3;0,1616;Concluído
CS03084;CB015;FO0049;2026-05-02 00:00:00;Renegociação;4453,46;0,1258;Cancelado
CS03085;CB005;FO0167;2024-01-28 00:00:00;Bidding;7206,52;0,1672;Concluído
CS03086;CB003;FO0074;2024-07-15 00:00:00;Bidding;6185,78;0,1469;Em mensuração
CS03087;CB004;FO0032;2024-06-12 00:00:00;Bidding;9527,47;0,0873;Em mensuração
CS03088;CB002;FO0290;2025-08-13 00:00:00;Bidding;6476,48;0,1392;Concluído
CS03089;CB003;FO0278;2024-05-22 00:00:00;Renegociação;6176,89;0,1236;Em execução
CS03090;CB033;FO0156;2025-12-07 00:00:00;Bidding;5308,2;0,1087;Cancelado
CS03091;CB008;FO0164;2024-03-28 00:00:00;Substituição;3874,81;0,1003;Concluído
CS03092;CB008;FO0103;2026-01-29 00:00:00;Otimização;6598,77;0,0425;Em mensuração
CS03093;CB003;FO0050;2025-10-30 00:00:00;Otimização;2773,64;0,0353;Em mensuração
CS03094;CB009;FO0186;2024-10-31 00:00:00;Substituição;26927,92;0,0256;Concluído
CS03095;CB030;FO0037;2024-04-01 00:00:00;Otimização;2566,19;0,1031;Em execução
CS03096;CB033;FO0087;2024-03-26 00:00:00;Otimização;26890,58;0,0425;Em mensuração
CS03097;CB015;FO0034;2026-07-15 00:00:00;Otimização;4386,45;0,0438;Concluído
CS03098;CB029;FO0288;2024-06-06 00:00:00;Substituição;22568,73;0,1368;Em mensuração
CS03099;CB011;FO0242;2025-07-07 00:00:00;Otimização;4270,41;0,1339;Em mensuração
CS03100;CB025;FO0238;2024-07-11 00:00:00;Renegociação;7517,41;0,1104;Concluído
CS03101;CB007;FO0142;2024-08-27 00:00:00;Bidding;8127,39;0,1065;Concluído
CS03102;CB020;FO0079;2024-12-28 00:00:00;Substituição;18219,82;0,0347;Concluído
CS03103;CB034;FO0214;2024-03-12 00:00:00;Substituição;3513,37;0,1456;Concluído
CS03104;CB028;FO0113;2025-11-14 00:00:00;Otimização;2925,39;0,1549;Em execução
CS03105;CB005;FO0240;2026-02-25 00:00:00;Renegociação;31788,99;0,0351;Concluído
CS03106;CB013;FO0099;2024-12-06 00:00:00;Otimização;9695,0;0,1201;Em mensuração
CS03107;CB022;FO0163;2025-11-17 00:00:00;Bidding;6476,03;0,1683;Concluído
CS03108;CB012;FO0178;2026-02-28 00:00:00;Substituição;14448,13;0,1317;Concluído
CS03109;CB005;FO0165;2026-05-26 00:00:00;Renegociação;8543,23;0,0716;Em mensuração
CS03110;CB029;FO0273;2025-01-19 00:00:00;Substituição;21207,89;0,1404;Em mensuração
CS03111;CB004;FO0260;2026-06-08 00:00:00;Bidding;8073,35;0,1511;Em execução
CS03112;CB025;FO0101;2024-08-09 00:00:00;Substituição;5926,14;0,104;Em execução
CS03113;CB012;FO0085;2025-07-07 00:00:00;Substituição;7829,64;0,1178;Concluído
CS03114;CB013;FO0020;2026-06-07 00:00:00;Otimização;41691,03;0,111;Concluído
CS03115;CB006;FO0055;2026-01-10 00:00:00;Otimização;6659,32;0,0929;Em mensuração
CS03116;CB010;FO0305;2024-12-17 00:00:00;Substituição;16292,97;0,1012;Em execução
CS03117;CB013;FO0139;2026-02-24 00:00:00;Otimização;16170,38;0,0266;Em mensuração
CS03118;CB025;FO0076;2025-07-04 00:00:00;Renegociação;15475,49;0,0329;Concluído
CS03119;CB030;FO0213;2025-06-30 00:00:00;Bidding;26361,89;0,1442;Concluído
CS03120;CB022;FO0068;2024-09-20 00:00:00;Substituição;9402,81;0,1578;Concluído
CS03121;CB040;FO0152;2024-03-12 00:00:00;Otimização;5218,42;0,1034;Em mensuração
CS03122;CB003;FO0173;2024-11-15 00:00:00;Renegociação;10657,48;0,1147;Em execução
CS03123;CB011;FO0228;2024-06-23 00:00:00;Substituição;7430,03;0,0392;Em mensuração
CS03124;CB028;FO0310;2024-09-23 00:00:00;Substituição;32374,89;0,1293;Concluído
CS03125;CB014;FO0156;2025-04-21 00:00:00;Bidding;2008,6;0,1575;Concluído
CS03126;CB019;FO0090;2026-06-05 00:00:00;Otimização;13553,73;0,08;Concluído
CS03127;CB018;FO0223;2024-12-16 00:00:00;Bidding;8964,16;0,1718;Em mensuração
CS03128;CB015;FO0231;2026-05-15 00:00:00;Otimização;9335,36;0,1797;Em execução
CS03129;CB015;FO0281;2025-05-05 00:00:00;Bidding;28896,7;0,1578;Concluído
CS03130;CB001;FO0123;2025-02-25 00:00:00;Renegociação;9544,59;0,0293;Concluído
CS03131;CB009;FO0137;2026-06-30 00:00:00;Substituição;27667,1;0,1136;Concluído
CS03132;CB011;FO0230;2025-08-02 00:00:00;Renegociação;5297,34;0,0208;Concluído
CS03133;CB016;FO0001;2026-07-19 00:00:00;Bidding;12884,74;0,0999;Concluído
CS03134;CB028;FO0214;2024-09-19 00:00:00;Otimização;1403,29;0,0845;Concluído
CS03135;CB039;FO0074;2025-03-11 00:00:00;Bidding;32345,69;0,0372;Em mensuração
CS03136;CB033;FO0054;2024-06-04 00:00:00;Renegociação;5440,28;0,0462;Em execução
CS03137;CB035;FO0016;2025-06-04 00:00:00;Substituição;11080,95;0,0832;Concluído
CS03138;CB010;FO0309;2025-01-15 00:00:00;Renegociação;5096,56;0,1424;Concluído
CS03139;CB023;FO0022;2025-03-15 00:00:00;Otimização;1636,04;0,0434;Em mensuração
CS03140;CB010;FO0127;2025-10-17 00:00:00;Substituição;12675,21;0,1345;Em execução
CS03141;CB037;FO0025;2026-06-30 00:00:00;Renegociação;6991,62;0,0406;Concluído
CS03142;CB010;FO0150;2024-01-28 00:00:00;Bidding;3712,35;0,1734;Concluído
CS03143;CB009;FO0138;2026-07-08 00:00:00;Bidding;11039,92;0,0547;Concluído
CS03144;CB027;FO0194;2025-08-12 00:00:00;Renegociação;3268,39;0,1324;Cancelado
CS03145;CB005;FO0263;2025-08-02 00:00:00;Otimização;6411,92;0,1774;Concluído
CS03146;CB014;FO0054;2024-04-19 00:00:00;Bidding;19907,25;0,0351;Em execução
CS03147;CB018;FO0224;2025-09-26 00:00:00;Otimização;3446,27;0,0316;Em mensuração
CS03148;CB027;FO0109;2026-03-04 00:00:00;Substituição;7546,02;0,1435;Em execução
CS03149;CB015;FO0279;2024-07-06 00:00:00;Bidding;18695,23;0,1109;Concluído
CS03150;CB012;FO0075;2025-01-09 00:00:00;Substituição;5529,48;0,162;Em execução
CS03151;CB014;FO0302;2024-04-23 00:00:00;Substituição;7603,82;0,0746;Concluído
CS03152;CB001;FO0293;2025-04-21 00:00:00;Otimização;14825,15;0,0996;Concluído
CS03153;CB022;FO0091;2024-08-09 00:00:00;Substituição;11941,82;0,0363;Concluído
CS03154;CB004;FO0192;2025-10-09 00:00:00;Renegociação;14582,73;0,0318;Cancelado
CS03155;CB002;FO0170;2024-01-31 00:00:00;Otimização;7073,99;0,1701;Concluído
CS03156;CB008;FO0284;2025-02-14 00:00:00;Renegociação;7466,2;0,044;Em mensuração
CS03157;CB039;FO0052;2026-05-29 00:00:00;Bidding;26755,49;0,0655;Concluído
CS03158;CB009;FO0045;2025-02-21 00:00:00;Otimização;1412,93;0,0755;Concluído
CS03159;CB006;FO0175;2024-05-27 00:00:00;Bidding;9139,29;0,0921;Em execução
CS03160;CB015;FO0127;2025-07-21 00:00:00;Bidding;37618,49;0,1688;Concluído
CS03161;CB006;FO0172;2024-01-21 00:00:00;Substituição;18158,68;0,1378;Em execução
CS03162;CB006;FO0078;2026-07-15 00:00:00;Bidding;15006,86;0,1617;Cancelado
CS03163;CB002;FO0183;2024-07-03 00:00:00;Renegociação;13775,16;0,1631;Concluído
CS03164;CB012;FO0175;2026-07-24 00:00:00;Otimização;11720,8;0,1539;Em execução
CS03165;CB007;FO0055;2025-03-11 00:00:00;Otimização;34351,97;0,0646;Concluído
CS03166;CB008;FO0138;2024-11-19 00:00:00;Bidding;4317,33;0,1202;Concluído
CS03167;CB004;FO0105;2025-06-24 00:00:00;Substituição;8882,6;0,0713;Concluído
CS03168;CB026;FO0100;2025-05-14 00:00:00;Renegociação;5788,35;0,119;Em mensuração
CS03169;CB025;FO0176;2025-08-18 00:00:00;Otimização;6878,7;0,1276;Em mensuração
CS03170;CB012;FO0243;2025-04-20 00:00:00;Bidding;6672,18;0,1714;Em execução
CS03171;CB023;FO0287;2024-10-04 00:00:00;Renegociação;3323,25;0,1233;Concluído
CS03172;CB023;FO0037;2026-04-24 00:00:00;Renegociação;6941,98;0,1421;Concluído
CS03173;CB007;FO0115;2026-05-11 00:00:00;Bidding;29050,9;0,0652;Concluído
CS03174;CB016;FO0228;2025-02-25 00:00:00;Otimização;14811,89;0,0873;Concluído
CS03175;CB015;FO0161;2025-01-20 00:00:00;Otimização;17435,17;0,0519;Em mensuração
CS03176;CB039;FO0296;2025-09-05 00:00:00;Otimização;14237,02;0,0536;Em execução
CS03177;CB028;FO0050;2024-08-06 00:00:00;Substituição;12283,39;0,0959;Em mensuração
CS03178;CB025;FO0266;2025-12-04 00:00:00;Substituição;2313,64;0,0675;Concluído
CS03179;CB021;FO0223;2026-06-15 00:00:00;Substituição;23939,11;0,0283;Concluído
CS03180;CB015;FO0292;2024-08-06 00:00:00;Renegociação;11869,78;0,0513;Concluído
CS03181;CB032;FO0082;2025-03-30 00:00:00;Renegociação;3558,59;0,0666;Concluído
CS03182;CB032;FO0277;2025-05-03 00:00:00;Substituição;9714,46;0,0577;Concluído
CS03183;CB034;FO0182;2025-09-19 00:00:00;Bidding;9534,17;0,0619;Concluído
CS03184;CB016;FO0312;2025-01-02 00:00:00;Renegociação;7634,4;0,1691;Concluído
CS03185;CB039;FO0298;2025-07-13 00:00:00;Otimização;6185,7;0,1181;Em execução
CS03186;CB003;FO0220;2024-11-08 00:00:00;Otimização;8559,14;0,1262;Em mensuração
CS03187;CB003;FO0216;2024-12-23 00:00:00;Substituição;9770,23;0,1654;Concluído
CS03188;CB016;FO0094;2024-02-29 00:00:00;Substituição;4980,39;0,1522;Concluído
CS03189;CB009;FO0177;2026-03-08 00:00:00;Otimização;2322,41;0,0339;Em execução
CS03190;CB013;FO0298;2026-03-25 00:00:00;Substituição;5696,24;0,178;Concluído
CS03191;CB033;FO0223;2025-04-26 00:00:00;Renegociação;4208,48;0,0858;Concluído
CS03192;CB013;FO0096;2026-03-11 00:00:00;Substituição;7584,54;0,1311;Cancelado
